"ea_id","FS_year","FNID","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","roof_other","Refrigerator","Radio","Television","Bicycle","Car","cellphone","number_celphones","ag_percent","dist_road","dist_popcenter","elevation","FS_month","rCSI","HDDS","FCS","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","yearmon","asset_index","rural","clust_maize_price","clust_rice_price","clust_bean_mktthin","clust_maize_mktthin","clust_rice_mktthin","lhz_maize_price","lhz_rice_price","lhz_bean_mktthin","lhz_maize_mktthin","lhz_rice_mktthin","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax"
"100109103002",2015,"TZ2009L176",0.375,0.625,0.625,0.375,0,0,0.5,0,0.5,0,0.625,0.875,32.8989361702128,13.464893558558,32.8936169690274,480.515957446808,4,6.125,5.25,48.625,0,0,0,Apr 2015,-0.854366310970034,1,27708,175833,0,0,0,44926.9701735975,175166.466099436,0,0,0,949.138409540057,5,148,81,213,27.4104645725462,701.392269276653,142,213,0,0
"100127102004",2015,"TZ2009L176",0,1,0,1,0,0,0.25,0,0.625,0,0.5,0.5,32.8989361702128,13.464893558558,32.8936169690274,480.515957446808,1,24.375,4.5,33.1875,0,0,0,Jan 2015,-2.63948797656668,1,21731,161538,0,0,0,38137.8652691509,156000.969581239,0,0,0,948.396417870621,5,117,81,213,27.4104645725462,701.392269276653,142,213,0,0
"100215102002",2014,"TZ2009L170",0,1,1,0,0,0,1,0,1,0,0,0,23.6620879120879,17.1425824192731,50.944230769591,735.145604395604,7,0,4,52,0,0,0,Jul 2014,-1.37859488343821,1,34125,154166.5,0,0,0,34493.3124878593,153017.45708404,0,0,0,1008.29415231148,56,154,56,213,23.074112891215,1057.40496855838,122,213,0,0
"100215102002",2015,"TZ2009L170",0.142857142857143,0.857142857142857,0.571428571428571,0.428571428571429,0,0,0.142857142857143,0,0.142857142857143,0,0.857142857142857,1.28571428571429,23.6620879120879,17.1425824192731,50.944230769591,735.145604395604,7,7.42857142857143,4.14285714285714,44.9285714285714,0,0,0,Jul 2015,-1.15241372474906,1,33000,172778,0,0,0,33426.1518119556,171574.642543509,0,0,0,946.519705630839,5,148,51,213,24.7463660870556,779.541636615068,125,213,0,0
"100306301316",2015,"TZ2009L169",0.875,0.125,1,0,0,0,0.5,0.5,0.25,0,1,1.875,19.4117647058824,15.6617647217769,70.9225491928119,1012.74509803922,7,9.375,5,55.875,0,0,0,Jul 2015,1.47065330199942,0,33000,172778,0,0,0,33000,172778,0,0,0,922.248185752719,5,117,50,213,24.7624824165401,807.468835728971,123,213,0,0
"100407205006",2014,"TZ2009L170",0.625,0.375,1,0,0,0.125,0.875,0.75,0,0,1,2,23.6620879120879,17.1425824192731,50.944230769591,735.145604395604,10,8.375,5.75,58.375,0,0,0,Oct 2014,1.59841698015679,0,37269,123654,0,0,0,37245.1118295175,122951.56359855,0,0,0,1008.35925138618,56,109,56,213,23.074112891215,1057.40496855838,122,213,0,0
"100420202003",2015,"TZ2009L170",0.625,0.375,1,0,0,0,0.5,0.375,0.25,0,1,1.625,23.6620879120879,17.1425824192731,50.944230769591,735.145604395604,4,2.5,6.375,58.6875,0,0,0,Apr 2015,0.910971899323585,0,27708,175833,0,0,0,27864.770684573,174645.896726789,0,0,0,912.476554811001,5,166,51,213,24.7463660870556,779.541636615068,125,213,0,0
"100503106002",2015,"TZ2009L168",0,1,0.125,0.875,0,0,0.375,0,0.125,0,0.375,0.375,13.3023255813953,11.7627906623621,58.3767442381659,946.860465116279,7,13.5,4.5,38.0625,0,0,0,Jul 2015,-2.51594256978505,1,33000,172778,0,0,0,33000,172778,0,0,0,914.353267050783,5,126,17,213,25.6235391005135,762.961222280529,136,213,0,0
"10103004",2011,"TZ2009L176",0,1,0.222222222222222,0.777777777777778,0,0,0.555555555555556,0,0.555555555555556,0,0.333333333333333,0.333333333333333,41.2222222222222,1.36666662742695,18.8555556403266,641.555555555556,5.11111111111111,3.33333333333333,5.33333333333333,44.4444444444444,0,0.888888888888889,0.111111111111111,May 2011,-2.36318053432385,1,37323.1111111111,118250,0.166666666666667,0,0,37802.5046211708,119123.134887402,0.15559095984973,0,0,661.984560803724,26,104,66,213,25.9912244762973,833.942464012729,134,213,0,0
"10103004",2013,"TZ2009L176",0,1,0.416666666666667,0.583333333333333,0,0,0.5,0,0.666666666666667,0,0.333333333333333,0.416666666666667,40.5833333333333,2.11666666666667,20.5,631.083333333333,4.58333333333333,7.58333333333333,4.75,44.375,0,0.833333333333333,0.166666666666667,Apr 2013,-2.07252466011449,1,65082.9808333333,183085.11125,0,0.375,0,65581.0810645307,183691.757422947,0,0.399920340338107,0,702.565070314685,57,109,72,213,25.6367343607587,594.028280246525,155,213,0,0
"10103305",2011,"TZ2009L109",0.555555555555556,0.444444444444444,0.777777777777778,0.222222222222222,0,0,0.555555555555556,0.222222222222222,0.333333333333333,0,0.777777777777778,1.22222222222222,19.2222222222222,0.400000010927518,6.51111104753282,663.222222222222,4,3.77777777777778,5.55555555555556,57.7222222222222,0,1,0,Apr 2011,0.0455402537935961,0,34216.6,108708.3,0,0,0,38434.5484868413,114881.261425875,0,0,0,680.006301599741,26,136,38,213,23.6946940612126,430.517984156929,169,213,0,0
"10103305",2011,"TZ2009L176",0.555555555555556,0.444444444444444,0.777777777777778,0.222222222222222,0,0,0.555555555555556,0.222222222222222,0.333333333333333,0,0.777777777777778,1.22222222222222,19.2222222222222,0.400000010927518,6.51111104753282,663.222222222222,4,3.77777777777778,5.55555555555556,57.7222222222222,0,1,0,Apr 2011,0.0455402537935961,0,34216.6,108708.3,0,0,0,38434.5484868413,114881.261425875,0,0,0,680.006301599741,26,136,66,213,25.9912244762973,833.942464012729,134,213,0,0
"10103305",2013,"TZ2009L109",0.727272727272727,0.272727272727273,0.818181818181818,0.181818181818182,0,0,0.636363636363636,0.0909090909090909,0.181818181818182,0,0.636363636363636,1.18181818181818,17.9090909090909,8.02727272727273,19.8363636363636,770.909090909091,4.54545454545455,7.63636363636364,5.09090909090909,50.7727272727273,0,0.909090909090909,0,Apr 2013,0.200515779796265,0,63117.8245454545,173209.415909091,0,0,0,67299.3450378814,177491.782653827,0,0.218138367457149,0,710.493881833553,57,143,29,213,23.4327145059251,906.607332876141,166,213,0,0
"10103305",2013,"TZ2009L176",0.727272727272727,0.272727272727273,0.818181818181818,0.181818181818182,0,0,0.636363636363636,0.0909090909090909,0.181818181818182,0,0.636363636363636,1.18181818181818,17.9090909090909,8.02727272727273,19.8363636363636,770.909090909091,4.54545454545455,7.63636363636364,5.09090909090909,50.7727272727273,0,0.909090909090909,0,Apr 2013,0.200515779796265,0,63117.8245454545,173209.415909091,0,0,0,67299.3450378814,177491.782653827,0,0.218138367457149,0,710.493881833553,57,143,72,213,25.6367343607587,594.028280246525,155,213,0,0
"10103306",2011,"TZ2009L146",0.5,0.5,0.625,0.375,0,0.125,0.5,0.125,0.25,0,0.75,1.25,19,0.512500010430813,6.85000014305114,637.5,3,10.125,5.25,67.0625,0,1,0,Mar 2011,-0.270612452820584,0,34583.5,103289,0,0,0,37880.8428069954,122688.90300905,0,0,0,651.139385191284,26,87,67,213,27.2575156959315,588.444641819828,158,213,0,0
"10103306",2011,"TZ2009L176",0.5,0.5,0.625,0.375,0,0.125,0.5,0.125,0.25,0,0.75,1.25,19,0.512500010430813,6.85000014305114,637.5,3,10.125,5.25,67.0625,0,1,0,Mar 2011,-0.270612452820584,0,34583.5,103289,0,0,0,37880.8428069954,122688.90300905,0,0,0,651.139385191284,26,87,66,213,25.9912244762973,833.942464012729,134,213,0,0
"10103306",2013,"TZ2009L146",0.6,0.4,0.7,0.3,0,0.2,0.5,0.3,0.4,0,1,1.7,19.8,0.54,7.19,580.3,3.5,5.6,5.2,49.8,0,0.9,0.1,Mar 2013,0.474643103369865,0.1,68766.2415,192291.5375,0,0,0,72781.7276477886,193958.152262134,0,0,0,698.516573506273,57,95,93,211,27.1211801710136,539.971057854126,165,213,0,0
"10103306",2013,"TZ2009L176",0.6,0.4,0.7,0.3,0,0.2,0.5,0.3,0.4,0,1,1.7,19.8,0.54,7.19,580.3,3.5,5.6,5.2,49.8,0,0.9,0.1,Mar 2013,0.474643103369865,0.1,68766.2415,192291.5375,0,0,0,72781.7276477886,193958.152262134,0,0,0,698.516573506273,57,95,72,213,25.6367343607587,594.028280246525,155,213,0,0
"10103325",2011,"TZ2009L176",0.3,0.7,0.5,0.5,0,0,0.5,0,0.2,0,0.6,0.7,19,0.390000004321337,6.29999995231629,647.4,3,6,5.2,58.25,0,1,0,Mar 2011,-1.21279589615181,0,30167,95278,0,0,0,36743.2900765198,134321.956213649,0,0,0,690.606148519612,26,104,66,213,25.9912244762973,833.942464012729,134,213,0,0
"10103325",2013,"TZ2009L176",0.363636363636364,0.636363636363636,0.545454545454545,0.454545454545455,0,0.0909090909090909,0.454545454545455,0.0909090909090909,0,0,0.636363636363636,0.727272727272727,20,0.390909090909091,6.40909090909091,641.090909090909,2,5.63636363636364,4.36363636363636,46.8636363636364,0,1,0,Feb 2013,-0.873744760210352,0,60750,203000,0,0,0,69441.6020633482,209398.72544541,0,0,0,714.476757184499,57,109,72,213,25.6367343607587,594.028280246525,155,213,0,0
"10119004",2011,"TZ2009L176",0.285714285714286,0.714285714285714,0.285714285714286,0.714285714285714,0,0,0.714285714285714,0.142857142857143,0.857142857142857,0,0.428571428571429,0.571428571428571,47,0.357142851821014,15.1571429116385,557.142857142857,9,3.42857142857143,6.71428571428571,68.6428571428571,0,1,0,Sep 2011,-1.53575372348044,0.857142857142857,26932,105000,0,0,0,33677.8563008232,113887.296416554,0,0,0,688.262203529974,26,110,66,213,25.9912244762973,833.942464012729,134,213,0,0
"10119004",2013,"TZ2009L176",0.142857142857143,0.857142857142857,0.142857142857143,0.857142857142857,0,0,0.571428571428571,0,0.857142857142857,0,0.857142857142857,1.28571428571429,43.4285714285714,0.171428571428571,14.7428571428571,559.428571428571,9,6.14285714285714,4.85714285714286,46.0714285714286,0,1,0,Sep 2013,-1.6763055084979,0.857142857142857,49333.33,164444.5,0,0,0,52354.952126645,156742.300858648,0,0,0,718.665978092452,57,116,72,213,25.6367343607587,594.028280246525,155,213,0,0
"10207004",2011,"TZ2009L143",0.111111111111111,0.888888888888889,0.222222222222222,0.777777777777778,0,0,0.555555555555556,0.111111111111111,0.888888888888889,0,0,0,3.77777777777778,22.855555428399,88.6333346896701,623.666666666667,8,1.66666666666667,5.88888888888889,57.9444444444444,0,0,1,Aug 2011,-2.40726908642267,1,25042,99167,0,0,0,33290.814335681,103621.92302644,0,0,0,689.817081868649,26,136,69,213,26.1270142830209,964.571318442943,133,213,0,0
"10207004",2013,"TZ2009L143",0.0769230769230769,0.923076923076923,0.153846153846154,0.846153846153846,0,0,0.692307692307692,0,0.615384615384615,0,0.153846153846154,0.153846153846154,5.69230769230769,22.7384615384615,87.7846153846154,619.384615384615,9.07692307692308,3.46153846153846,4.23076923076923,40.3846153846154,0,0,1,Sep 2013,-2.46422439806488,1,48842.9392307692,162884.673076923,0,0,0,40962.8593977654,133414.13128341,0,0,0,714.600024968386,57,143,72,213,25.1683886323245,998.527878501753,147,213,0,0
"10209003",2011,"TZ2009L170",0.111111111111111,0.888888888888889,0.555555555555556,0.444444444444444,0,0,0.888888888888889,0,0.555555555555556,0,0.666666666666667,1.11111111111111,6.44444444444444,13.3777778413561,35.0444441901313,993.666666666667,7,0,5.77777777777778,53.0555555555556,0,0,1,Jul 2011,-1.17511245054273,1,24000,90000,1,0,0,24328.7362910432,90913.1563640088,0.963473745439647,0,0,691.474121835673,26,104,67,213,23.414705504541,1001.06678383882,116,213,0,0
"10209003",2013,"TZ2009L170",0.222222222222222,0.777777777777778,0.777777777777778,0.222222222222222,0,0,0.555555555555556,0,0.555555555555556,0,0.666666666666667,0.666666666666667,6.66666666666667,13.4222222222222,35.0222222222222,991.444444444444,7,0.888888888888889,4.77777777777778,39.5555555555556,0,0,1,Jul 2013,-0.878017568310044,1,43139,134166.67,0,0,0,43241.8824054325,133892.723090797,0,0,0,714.341162622223,57,109,72,213,22.8265224230899,947.264396834372,133,213,0,0
"10211311",2011,"TZ2009L170",0.444444444444444,0.555555555555556,0.777777777777778,0.222222222222222,0,0,0.777777777777778,0,0.888888888888889,0.111111111111111,0.888888888888889,1.33333333333333,19.6666666666667,4.6888888279597,18.6111112700568,1033.44444444444,3,3.11111111111111,6,65.8333333333333,0,0,1,Mar 2011,0.0119900043355909,0.111111111111111,30167,95278,0,0,0,30257.2929012732,95659.4802026283,0,0,0,653.755972499323,26,87,67,213,23.414705504541,1001.06678383882,116,213,0,0
"10211311",2013,"TZ2009L170",0.5,0.5,0.833333333333333,0.166666666666667,0,0,1,0.0833333333333333,0.583333333333333,0,0.833333333333333,1.5,20.8333333333333,10.2,22.7666666666667,1078.5,3.25,2,5.83333333333333,54.75,0,0,1,Mar 2013,0.165131940699783,0.166666666666667,56658.3375,173291.633333333,0,0,0,57119.9883264835,173930.59167014,0,0,0,700.50220967803,57,95,72,213,22.8265224230899,947.264396834372,133,213,0,0
"10213104005",2015,"TZ2009L155",0,1,0.125,0.875,0,0,0.625,0,0.25,0,0.5,0.5,14.7491166077739,6.11236749946439,40.9597172697947,1103.60424028269,7,8.625,4.75,46.875,0,0,0,Jul 2015,-2.32857682096314,1,51117,169444,0,0,0,50012.2252839233,165990.463134365,0,0,0,912.476554811001,5,166,61,213,25.1594503078725,378.93253681031,168,213,0,0
"10214004",2011,"TZ2009L167",0,1,0.333333333333333,0.666666666666667,0,0,0.555555555555556,0.111111111111111,0.333333333333333,0,0.222222222222222,0.222222222222222,6.66666666666667,15.2333332697551,17.788888613383,824.222222222222,4,1.44444444444444,5.11111111111111,49.4444444444444,0,0,1,Apr 2011,-2.14112687989002,1,31866.6,104750,0,0,0,33249.0119057429,106670.016535754,0,0,0,681.467810997739,26,91,66,213,23.3017226246003,969.226127010589,114,213,0,0
