,clust_logFCS,pred
0,3.6660154,3.713039750273831
1,3.7188785,3.7470649637856823
2,3.7998304,3.942414323084816
3,3.8448913,3.8173248679413985
4,3.6879361000000004,3.8033534169983394
5,3.7841516000000004,3.786078040930368
6,3.8374259,3.743893854742253
7,3.8953035000000003,3.7396196248098863
8,3.8047087,3.7046396478446497
9,3.6172888,3.8050827834853282
10,3.6439795,3.74196053349687
11,3.4990628,3.7299283502113934
12,3.4933577000000007,3.7112539717063298
13,3.6403515,3.724243616561646
14,3.6665723,3.8503676596599807
15,3.84376,3.7860404785422785
16,4.0433965,3.981184890341927
17,3.8813614999999997,3.9377887906309166
18,3.7008127999999996,3.7301750625402836
19,3.7441485,3.7999918991375825
20,3.6215286,3.723788541138919
21,3.862515,3.7753425712701048
22,3.9374404000000003,3.7578030324073004
23,3.8079872000000003,3.754318378512796
24,3.9977123999999997,3.7659238833177384
25,3.8358147000000002,3.751322770193736
26,3.7830767999999995,3.7245630470027464
27,3.8918312000000004,3.823111099137509
28,3.7758429,3.770712231682984
29,4.1514988,4.023048230829696
30,3.9309611000000007,3.935861792048277
31,3.8444797999999993,3.862144712864565
32,3.8362947,3.7774802449561338
33,3.6930976,3.748057294600558
34,3.6518881000000003,3.728547431376081
35,3.7350837999999995,3.7609806180424856
36,3.9886574999999995,3.915490150127053
37,3.7446616,3.98282071976653
38,3.9331199999999997,3.9362003883415015
39,3.7440947999999996,3.776245092587337
40,3.7857857000000004,3.781887720684717
41,3.7116849000000003,3.782075616045336
42,3.8871653,3.771832983839711
43,3.9496818,3.753328446953511
44,4.238815799999999,3.9802107477063973
45,3.9722148999999995,4.006593762046898
46,3.8195713,3.94400488025974
47,3.7748787000000004,3.839046599584186
48,3.9916737,3.742619723208781
49,3.8403809,3.7767616263731716
50,3.8244824,3.7627712201912247
51,3.8742146,3.7415135283217222
52,3.7777686000000004,3.743484696411694
53,3.9021387,3.820507747475822
54,3.7166927000000003,3.732757611536242
55,3.5496531000000004,3.749662070189508
56,3.9362974000000004,3.85921336593843
57,3.7444925000000002,3.7853067857031912
58,3.5289705000000002,3.792475005360019
59,3.5693336,3.7246577204146725
60,3.6268327000000005,3.7784197048539814
61,3.4981892,3.7234965152090536
62,3.6486998,3.7390030339243694
63,4.1787114,4.030051501694096
64,4.0011086,3.952836703983927
65,4.2960067,4.09208991829386
66,4.1393027,4.058179471363887
67,4.1048226,4.018768923519372
68,3.8897817000000003,3.830627558364636
69,4.4301381,4.371841487698755
70,3.8571975,3.8575465367820736
71,4.1035881000000005,3.8530743271319556
72,3.9184604,3.857911207437949
73,3.6246924,3.7207283190131673
74,3.6686556000000006,3.732044197161149
75,3.6704962,3.7342808344548737
76,3.7689302000000002,3.738588129746043
77,3.7852209,3.710289863728655
78,3.7130654,3.666773615893936
79,4.0658445,3.920921754491368
80,4.0676599,3.847166206176325
81,4.0440907,3.794656505295584
82,3.7745513999999996,3.7787813971512794
83,3.8609583,3.752562484420134
84,3.9285622000000004,3.806064876702045
85,3.7701697,3.8230753363913657
86,3.7868888,3.7437042039277624
87,3.9609897000000003,3.8939361337046168
88,3.7418106,3.704179458431507
89,3.5393257000000005,3.686819174945052
90,3.7601032,3.7404640690883313
91,3.7442036,3.797264757322298
92,3.6866508000000002,3.758129100799628
93,3.8576705000000002,3.820771070503177
94,4.307807,4.0159925439483795
95,4.0041785,3.8698036585893427
96,4.1439509,3.979369228706738
97,4.1076107,3.945346581834605
98,4.0758004,3.970549873733068
99,3.9102142,3.881785774651902
100,4.0183487,3.856158413836404
101,3.8182402,3.7723187907929367
102,3.9712291,3.78587306069118
103,3.7441885000000004,3.7483745868173153
104,3.9448898,3.900313559003639
105,3.745857,3.7748247442463616
106,3.7006366,3.8373849093168344
107,3.7242777,3.8148082505203447
108,3.6038883000000004,3.7834585015396467
109,4.0880117,3.7934659224553022
110,3.8565177999999998,3.7960411186524623
111,3.8771565000000003,3.771085138375102
112,3.8044646,3.79525850380157
113,4.4177699,4.275300684517187
114,3.9529483,3.7819282492474877
115,3.9882655,3.7465312746161867
116,3.782285,3.75705010381491
117,3.9465747,3.715120380071539
118,3.8390801,3.7117922886936197
119,3.9228625,3.9836931891723553
120,4.0240684,3.890150339184461
121,3.9198496,3.894022337375287
122,3.6902763999999997,3.7139215560167895
123,3.4244342000000003,3.7094441653688968
124,3.6624522000000006,3.727300753587527
125,3.6410766000000003,3.7727650717981867
126,3.6560837999999998,3.734000411401226
127,3.8188958,3.758170045815477
128,3.6584873,3.727308210805042
129,3.6556187000000007,3.7744171112197935
130,3.6803482000000005,3.779632001621512
131,4.0570364,4.031161529689139
132,4.0009079,3.9400426007423808
133,3.933511,3.7344549948377885
134,3.9245605,3.7598580344770958
135,3.8888230000000004,3.729758731609328
136,3.9735847,3.7959815853196326
137,3.7099979,3.730048531877518
138,3.8880391000000003,3.7441288041893843
139,3.7848067000000003,3.7510031255289227
140,3.7995741,3.7275140810855905
141,3.8336867999999993,3.771001200613899
142,4.070292,3.9290082010957446
143,3.8762567000000003,3.808619391454583
144,3.9872593999999997,3.9142031543563576
145,3.8244545,3.7158512720125874
146,3.7324572,3.7069784695018133
147,3.8186864999999997,3.698728139743042
148,3.9912584000000004,3.7722496821530513
149,3.8286057000000002,3.74454144090034
150,3.8511894,3.775668745630684
151,3.7493882000000007,3.762443565309316
152,4.1048164,3.9133947055319878
153,4.1718726,4.016173385264444
154,3.9400932999999996,3.86797725573485
155,4.0186462,3.8930500888106083
156,4.0405884,3.9063179002213477
157,4.137603299999999,3.944905526133425
158,4.3435025000000005,4.220125198727339
159,3.8839867,3.7920252126734777
160,3.8106562999999993,3.748918131004934
161,3.9591575,3.8007535299490356
162,3.6416376000000006,3.8279124256215393
163,3.7192867,3.8555729530043843
164,3.7181422999999993,3.75407914689361
165,3.9302239,3.8609393174759763
166,3.4777972999999998,3.7213069402972394
167,3.9654364999999996,3.8445903201827165
168,3.9739602,3.978852610607239
169,4.0015893,3.9304439367885124
170,3.9948883,4.042293002969315
171,3.8791027000000002,3.8351006412644173
172,3.6354922999999997,3.741518650639441
173,3.9577582000000002,3.759589937877155
174,3.7005807999999996,3.7627758077150326
175,3.8639641000000005,3.7794909784708937
176,3.9037587999999994,3.7149169814734275
177,3.996321,3.7976700577531766
178,3.6687996,3.736933533065756
179,3.5208199000000002,3.7241729398660826
180,3.6095013999999996,3.685410946427027
181,3.4954769999999997,3.6885856156674315
182,3.8589108,3.835885820729374
183,3.8931241,3.717098664128745
184,4.2986822,4.155379916376784
185,4.109794600000001,4.063170091715767
186,3.8628192,3.7967255179553514
187,3.9663641000000003,3.7815481191816858
188,3.7417641,3.7229738174307077
189,3.7947337999999995,3.763909911409651
190,4.0370798,3.6906227804792797
191,3.8949117999999996,3.749132537254938
192,3.8838169999999996,3.790077264718224
193,3.9784043,3.771092364866959
194,3.9291706,3.8592797820273277
195,3.9026279,3.8196828954497017
196,3.7447398,3.7491620586058074
197,3.7646635,3.749272780224923
198,3.7439375,3.783707027293173
199,4.2029653,3.8898661968324584
200,4.1304073,3.982989073261902
201,4.1328444,4.038678007504673
202,4.2230362999999995,3.937770673453288
203,4.2691398000000005,4.209171653550171
