"ea_id","FS_year","FNID","Refrigerator","Radio","Television","Bicycle","Motorcycle","Car","number_celphones","floor_cement","floor_tile","floor_dirt_sand_dung","roof_natural","roof_iron","roof_other","cell_phone","hhsize","FS_month","dist_road","dist_popcenter","dist_admarc","ag_percent","elevation","rCSI","HDDS","FCS","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","asset_index","rural","clust_maize_price","clust_rice_price","clust_nuts_price","clust_beans_price","clust_maize_mktthin","clust_rice_mktthin","clust_nuts_mktthin","clust_beans_mktthin","lhz_maize_price","lhz_rice_price","lhz_nuts_price","lhz_beans_price","lhz_maize_mktthin","lhz_rice_mktthin","lhz_nuts_mktthin","lhz_beans_mktthin","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax"
"10101215",2013,"MW2012C3010102",0,0.411764705882353,0.0588235294117647,0.294117647058824,0,0,0.470588235294118,0.176470588235294,0,0.0588235294117647,0.705882352941177,0.294117647058824,0,0.352941176470588,4.82352941176471,5.23529411764706,8,86.0588235294118,4.29411764705882,36.1176470588235,1221.76470588235,3.88235294117647,4.94117647058824,58.3823529411765,0,0,0,-0.642395536230069,0.882352941176471,89.5881996592964,269.652300110876,272.298887251447,300.611365314469,0.173601147776184,1,1,1,96.9311460774321,272.024728354899,302.543080768491,439.224493824192,0.380200860832138,1,1,1,1272.25324288837,30,106,31,213,21.9841908056412,1160.83778911635,74,0,1315.32484746941,0
"10101215",2013,"MW2012C3010201",0,0.411764705882353,0.0588235294117647,0.294117647058824,0,0,0.470588235294118,0.176470588235294,0,0.0588235294117647,0.705882352941177,0.294117647058824,0,0.352941176470588,4.82352941176471,5.23529411764706,8,86.0588235294118,4.29411764705882,36.1176470588235,1221.76470588235,3.88235294117647,4.94117647058824,58.3823529411765,0,0,0,-0.642395536230069,0.882352941176471,89.5881996592964,269.652300110876,272.298887251447,300.611365314469,0.173601147776184,1,1,1,96.9311460774321,272.024728354899,302.543080768491,439.224493824192,0.380200860832138,1,1,1,1272.25324288837,30,106,31,213,23.8679262832857,1064.54262607495,87,0,1315.32484746941,0
"10101215",2013,"MW2012C3010210",0,0.411764705882353,0.0588235294117647,0.294117647058824,0,0,0.470588235294118,0.176470588235294,0,0.0588235294117647,0.705882352941177,0.294117647058824,0,0.352941176470588,4.82352941176471,5.23529411764706,8,86.0588235294118,4.29411764705882,36.1176470588235,1221.76470588235,3.88235294117647,4.94117647058824,58.3823529411765,0,0,0,-0.642395536230069,0.882352941176471,89.5881996592964,269.652300110876,272.298887251447,300.611365314469,0.173601147776184,1,1,1,96.9311460774321,272.024728354899,302.543080768491,439.224493824192,0.380200860832138,1,1,1,1272.25324288837,30,106,31,213,23.6831155553111,1406.6516868484,85,0,1315.32484746941,0
"10101215",2013,"MW2012C3010508",0,0.411764705882353,0.0588235294117647,0.294117647058824,0,0,0.470588235294118,0.176470588235294,0,0.0588235294117647,0.705882352941177,0.294117647058824,0,0.352941176470588,4.82352941176471,5.23529411764706,8,86.0588235294118,4.29411764705882,36.1176470588235,1221.76470588235,3.88235294117647,4.94117647058824,58.3823529411765,0,0,0,-0.642395536230069,0.882352941176471,89.5881996592964,269.652300110876,272.298887251447,300.611365314469,0.173601147776184,1,1,1,96.9311460774321,272.024728354899,302.543080768491,439.224493824192,0.380200860832138,1,1,1,1272.25324288837,30,106,51,213,21.8768613251163,974.352538033768,72,0,1315.32484746941,0
"10101215",2016,"MW2012C3010102",0,0.388888888888889,0.0555555555555556,0.555555555555556,0,0,0.666666666666667,0.222222222222222,0,0,0.5,0.5,0,0.5,4.72222222222222,5.22222222222222,7.16666666666667,78,4.38888888888889,40.3333333333333,1190.55555555556,6,4.16666666666667,39.8888888888889,0,0.0555555555555556,0,-0.0642074301029944,0.888888888888889,180.078556998557,549.542425747863,522.910955357143,388.526796759259,0.322381521306252,0.253271320475622,0.250184900722535,0.238436593275303,136.831867554311,479.818686897241,531.558408627545,344.923873852678,0.566393582522615,0.444359105649428,0.636222051544632,0.564900153609831,1547.32164841406,31,97,31,214,24.1913728553559,1240.27656810652,57,0,0,0
"10101215",2016,"MW2012C3010201",0,0.388888888888889,0.0555555555555556,0.555555555555556,0,0,0.666666666666667,0.222222222222222,0,0,0.5,0.5,0,0.5,4.72222222222222,5.22222222222222,7.16666666666667,78,4.38888888888889,40.3333333333333,1190.55555555556,6,4.16666666666667,39.8888888888889,0,0.0555555555555556,0,-0.0642074301029944,0.888888888888889,180.078556998557,549.542425747863,522.910955357143,388.526796759259,0.322381521306252,0.253271320475622,0.250184900722535,0.238436593275303,136.831867554311,479.818686897241,531.558408627545,344.923873852678,0.566393582522615,0.444359105649428,0.636222051544632,0.564900153609831,1547.32164841406,31,97,32,214,26.0425459175467,1019.51159832742,77,0,0,0
"10101215",2016,"MW2012C3010210",0,0.388888888888889,0.0555555555555556,0.555555555555556,0,0,0.666666666666667,0.222222222222222,0,0,0.5,0.5,0,0.5,4.72222222222222,5.22222222222222,7.16666666666667,78,4.38888888888889,40.3333333333333,1190.55555555556,6,4.16666666666667,39.8888888888889,0,0.0555555555555556,0,-0.0642074301029944,0.888888888888889,180.078556998557,549.542425747863,522.910955357143,388.526796759259,0.322381521306252,0.253271320475622,0.250184900722535,0.238436593275303,136.831867554311,479.818686897241,531.558408627545,344.923873852678,0.566393582522615,0.444359105649428,0.636222051544632,0.564900153609831,1547.32164841406,31,97,32,214,26.397871170757,1349.92122697592,72,0,0,0
"10101215",2016,"MW2012C3010508",0,0.388888888888889,0.0555555555555556,0.555555555555556,0,0,0.666666666666667,0.222222222222222,0,0,0.5,0.5,0,0.5,4.72222222222222,5.22222222222222,7.16666666666667,78,4.38888888888889,40.3333333333333,1190.55555555556,6,4.16666666666667,39.8888888888889,0,0.0555555555555556,0,-0.0642074301029944,0.888888888888889,180.078556998557,549.542425747863,522.910955357143,388.526796759259,0.322381521306252,0.253271320475622,0.250184900722535,0.238436593275303,136.831867554311,479.818686897241,531.558408627545,344.923873852678,0.566393582522615,0.444359105649428,0.636222051544632,0.564900153609831,1547.32164841406,31,97,32,214,25.5010515747784,874.434910510977,60,0,0,0
"10101219",2011,"MW2012C3010102",0,0.625,0,0.5,0,0,0.0625,0.3125,0,0,0.5625,0.4375,0,0.0625,4,2,12.394375,70.0956253125,12.875,44.6875,1167.5,0.0625,5.375,34.875,0,0,0,-0.584097749605316,1,25.6325,150.14,185.69,170.11567795661,0,0,0,1,35.6872935853312,147.459092017771,149.083447249914,192.31576973181,0.5,0.75,0.75,1,1370.70449685197,52,101,52,213,20.8802710018248,1090.40569960296,67,0,1111.0340701232,0
"10101355",2011,"MW2012C3010102",0,0.25,0,0.5,0,0,0.5625,0.0625,0,0,0.75,0.25,0,0.375,5,1,0.7812499925,63.1268744375,5.94,47.3125,1260.625,0.125,4.8125,33.65625,0,0,0,-0.813938667679868,1,17.4433333333333,106.083333333333,175.57,156.567427609612,0.25,0.25,0.5,1,32.6468070279646,146.883441169995,189.199969390743,186.089664042507,0.5,0.5,0.5,1,1185.15815807908,53,102,52,213,20.8802710018248,1090.40569960296,67,0,1003.67565001799,0
"10101374",2010,"MW2012C3010102",0,0.375,0,0.5,0,0,0.25,0,0,0,0.6875,0.3125,0,0.1875,4.875,10,1.18562500625,88.64874925,5.98562499375,36,1369.3125,1.5625,4.75,35.09375,0,0,0,-0.96311433215005,1,36.9166666666667,218.726666666667,202.026666666667,140.601340331776,0.25,0.25,0.25,1,33.7925335542359,139.161143672703,171.085350729008,165.598955970417,0.5,0.5,0.75,1,1019.8821072284,37,100,36,213,21.3952828743089,1127.99811366612,50,0,1118.14474935788,0
"10101470",2010,"MW2012C3010102",0,0.5,0,0.1875,0.0625,0,0.3125,0.0625,0,0,0.875,0.125,0,0.25,3.8125,6,0.776874983125,82.332500125,13.585,54.3125,1341.3125,0.625,5.125,39.09375,0,0,0,-1.10397848876575,1,36.3366666666667,204.08,218.1025,155.26,0.25,0,0,0,26.0172389867983,113.757104245261,158.712843946317,133.722713734916,0.75,0.25,0.25,0.25,981.030130488899,38,97,36,213,21.3952828743089,1127.99811366612,50,0,970.428031835749,0
"10101562",2010,"MW2012C3010102",0,0.5,0,0.5,0,0,0.8125,0.25,0,0,0.625,0.375,0,0.5,5.6875,10,4.724375,69.4156246875,5.20812501875,34.0625,1214.625,0.5625,5.5625,47.5625,0,0,0,-0.211637459322634,1,33.4772727272727,168.598636363636,97.1790476190476,152.846574171263,0.214285714285714,0.214285714285714,0.25,1,30.8533299970788,155.913533928949,135.913165790878,129.163993642203,0.464285714285714,0.571428571428571,0.571428571428571,1,1196.24102170804,37,90,36,213,21.3952828743089,1127.99811366612,50,0,1344.96222324662,0
"10101562",2010,"MW2012C3010107",0,0.5,0,0.5,0,0,0.8125,0.25,0,0,0.625,0.375,0,0.5,5.6875,10,4.724375,69.4156246875,5.20812501875,34.0625,1214.625,0.5625,5.5625,47.5625,0,0,0,-0.211637459322634,1,33.4772727272727,168.598636363636,97.1790476190476,152.846574171263,0.214285714285714,0.214285714285714,0.25,1,30.8533299970788,155.913533928949,135.913165790878,129.163993642203,0.464285714285714,0.571428571428571,0.571428571428571,1,1196.24102170804,37,90,38,213,22.5009785540228,1353.25732717093,78,0,1344.96222324662,0
"10101562",2010,"MW2012C3020403",0,0.5,0,0.5,0,0,0.8125,0.25,0,0,0.625,0.375,0,0.5,5.6875,10,4.724375,69.4156246875,5.20812501875,34.0625,1214.625,0.5625,5.5625,47.5625,0,0,0,-0.211637459322634,1,33.4772727272727,168.598636363636,97.1790476190476,152.846574171263,0.214285714285714,0.214285714285714,0.25,1,30.8533299970788,155.913533928949,135.913165790878,129.163993642203,0.464285714285714,0.571428571428571,0.571428571428571,1,1196.24102170804,37,90,40,213,24.312189413199,1053.04186703822,84,0,1344.96222324662,0
"10101562",2010,"MW2012C3020619",0,0.5,0,0.5,0,0,0.8125,0.25,0,0,0.625,0.375,0,0.5,5.6875,10,4.724375,69.4156246875,5.20812501875,34.0625,1214.625,0.5625,5.5625,47.5625,0,0,0,-0.211637459322634,1,33.4772727272727,168.598636363636,97.1790476190476,152.846574171263,0.214285714285714,0.214285714285714,0.25,1,30.8533299970788,155.913533928949,135.913165790878,129.163993642203,0.464285714285714,0.571428571428571,0.571428571428571,1,1196.24102170804,37,90,40,213,24.4575608517643,1047.59008982778,115,0,1344.96222324662,0
"10101562",2013,"MW2012C3010102",0.0909090909090909,0.454545454545455,0.136363636363636,0.227272727272727,0,0,0.636363636363636,0.454545454545455,0,0,0.5,0.5,0,0.5,4.86363636363636,7.22727272727273,4.04545454545455,66.5454545454545,4.54545454545455,36.1363636363636,1223.18181818182,5.36363636363636,5.72727272727273,70.3409090909091,0,0,0,0.282145695893928,0.909090909090909,72.0402028105746,175.625383649537,175.16486901793,122.754127781963,0.287433155080214,1,1,1,74.4498068187979,277.454564113611,301.72583128795,222.042133358706,0.340612002376708,1,1,1,1352.8379873171,30,101,31,213,21.9841908056412,1160.83778911635,74,0,1415.36549776052,0
"10101562",2013,"MW2012C3010107",0.0909090909090909,0.454545454545455,0.136363636363636,0.227272727272727,0,0,0.636363636363636,0.454545454545455,0,0,0.5,0.5,0,0.5,4.86363636363636,7.22727272727273,4.04545454545455,66.5454545454545,4.54545454545455,36.1363636363636,1223.18181818182,5.36363636363636,5.72727272727273,70.3409090909091,0,0,0,0.282145695893928,0.909090909090909,72.0402028105746,175.625383649537,175.16486901793,122.754127781963,0.287433155080214,1,1,1,74.4498068187979,277.454564113611,301.72583128795,222.042133358706,0.340612002376708,1,1,1,1352.8379873171,30,101,30,213,22.3282301495333,1502.11950370143,93,0,1415.36549776052,0
"10101562",2013,"MW2012C3020403",0.0909090909090909,0.454545454545455,0.136363636363636,0.227272727272727,0,0,0.636363636363636,0.454545454545455,0,0,0.5,0.5,0,0.5,4.86363636363636,7.22727272727273,4.04545454545455,66.5454545454545,4.54545454545455,36.1363636363636,1223.18181818182,5.36363636363636,5.72727272727273,70.3409090909091,0,0,0,0.282145695893928,0.909090909090909,72.0402028105746,175.625383649537,175.16486901793,122.754127781963,0.287433155080214,1,1,1,74.4498068187979,277.454564113611,301.72583128795,222.042133358706,0.340612002376708,1,1,1,1352.8379873171,30,101,66,213,23.2037520765325,865.140062408014,90,0,1415.36549776052,0
"10101562",2013,"MW2012C3020619",0.0909090909090909,0.454545454545455,0.136363636363636,0.227272727272727,0,0,0.636363636363636,0.454545454545455,0,0,0.5,0.5,0,0.5,4.86363636363636,7.22727272727273,4.04545454545455,66.5454545454545,4.54545454545455,36.1363636363636,1223.18181818182,5.36363636363636,5.72727272727273,70.3409090909091,0,0,0,0.282145695893928,0.909090909090909,72.0402028105746,175.625383649537,175.16486901793,122.754127781963,0.287433155080214,1,1,1,74.4498068187979,277.454564113611,301.72583128795,222.042133358706,0.340612002376708,1,1,1,1352.8379873171,30,101,51,213,23.3844776278931,866.668739229441,110,0,1415.36549776052,0
"10101568",2010,"MW2012C3010102",0,0.4375,0,0.3125,0,0,0.375,0,0,0,0.8125,0.1875,0,0.375,4.875,11,3.22812498125,78.17625,11.2818750125,46.8125,1260,0.6875,5.0625,39.53125,0,0,0,-0.998428448821499,1,38.0125,219.095,203.03,140.296395010995,0,0,0,1,30.2787234912108,140.051020115188,171.722428207558,172.736381964171,0.25,0.25,0.5,1,875.698697061852,38,98,36,213,21.3952828743089,1127.99811366612,50,0,806.409621264467,0
"10101706",2010,"MW2012C3010102",0,0.4375,0,0.75,0,0,0.25,0.0625,0,0,0.9375,0.0625,0,0.1875,3.8125,11,13.344375,78.8324995,14.135625,13.5,1342.1875,0,5.1875,39.71875,0,0,0,-1.23836507142244,1,21.4275,113.49,129.8225,128.782459419991,0,0,0,1,30.2787234912108,140.051020115188,171.722428207558,172.736381964171,0.25,0.25,0.5,1,1150.20693769791,38,103,36,213,21.3952828743089,1127.99811366612,50,0,1417.59670467222,0
