"ea_id","FNID"
14301004,"TZ2009L131"
14316002,"TZ2009L131"
14316002,"TZ2009L131"
14510005,"TZ2009L131"
14510005,"TZ2009L131"
14611014,"TZ2009L131"
16101320,"TZ2009L131"
17113001,"TZ2009L131"
17113001,"TZ2009L131"
17113001,"TZ2009L131"
17113001,"TZ2009L131"
17201001,"TZ2009L131"
17201001,"TZ2009L131"
17201001,"TZ2009L131"
17211004,"TZ2009L131"
17302007,"TZ2009L131"
17302007,"TZ2009L131"
17302007,"TZ2009L131"
17308003,"TZ2009L131"
17308003,"TZ2009L131"
17401312,"TZ2009L131"
17401312,"TZ2009L131"
17401312,"TZ2009L131"
17401312,"TZ2009L131"
17402007,"TZ2009L131"
17402007,"TZ2009L131"
17421001,"TZ2009L131"
17423001,"TZ2009L131"
17423001,"TZ2009L131"
17423001,"TZ2009L131"
17506011,"TZ2009L131"
17506011,"TZ2009L131"
17615002,"TZ2009L131"
17615002,"TZ2009L131"
17615002,"TZ2009L131"
17712001,"TZ2009L131"
17713001,"TZ2009L131"
19208001,"TZ2009L131"
19226005,"TZ2009L131"
19420004,"TZ2009L131"
19420004,"TZ2009L131"
19628005,"TZ2009L131"
20511003,"TZ2009L131"
20511003,"TZ2009L131"
52104013,"TZ2009L131"
170310106002,"TZ2009L131"
170418103004,"TZ2009L131"
240101101001,"TZ2009L131"
240114102007,"TZ2009L131"
240125205007,"TZ2009L131"
240208101007,"TZ2009L131"
240323103001,"TZ2009L131"
240416101002,"TZ2009L131"
140105101004,"TZ2009L131"
140123105002,"TZ2009L131"
140205101006,"TZ2009L131"
140223104003,"TZ2009L131"
170204108006,"TZ2009L131"
170411101001,"TZ2009L131"
170428102003,"TZ2009L131"
240107302002,"TZ2009L131"
240121104003,"TZ2009L131"
240215304006,"TZ2009L131"
240424102006,"TZ2009L131"
140115102012,"TZ2009L131"
19517001,"TZ2009L132"
19604003,"TZ2009L132"
19604003,"TZ2009L132"
16101320,"TZ2009L133"
16104002,"TZ2009L133"
16119001,"TZ2009L133"
16202003,"TZ2009L133"
16204001,"TZ2009L133"
16206001,"TZ2009L133"
16227002,"TZ2009L133"
16230013,"TZ2009L133"
18505005,"TZ2009L133"
18507004,"TZ2009L133"
16101320,"TZ2009L133"
16101320,"TZ2009L133"
16101320,"TZ2009L133"
16101320,"TZ2009L133"
16104002,"TZ2009L133"
16104002,"TZ2009L133"
16104002,"TZ2009L133"
16119001,"TZ2009L133"
16119001,"TZ2009L133"
16119001,"TZ2009L133"
16202003,"TZ2009L133"
16202003,"TZ2009L133"
16202003,"TZ2009L133"
16204001,"TZ2009L133"
16204001,"TZ2009L133"
16204001,"TZ2009L133"
16206001,"TZ2009L133"
16227002,"TZ2009L133"
16227002,"TZ2009L133"
16230013,"TZ2009L133"
17402007,"TZ2009L133"
18505005,"TZ2009L133"
18505005,"TZ2009L133"
18507004,"TZ2009L133"
18507004,"TZ2009L133"
18507004,"TZ2009L133"
19226005,"TZ2009L133"
180414101003,"TZ2009L133"
160201101006,"TZ2009L133"
160708102018,"TZ2009L133"
180505105012,"TZ2009L133"
160107101005,"TZ2009L133"
160209101010,"TZ2009L133"
160807102004,"TZ2009L133"
14418001,"TZ2009L134"
14611014,"TZ2009L134"
14617002,"TZ2009L134"
17421001,"TZ2009L134"
2313019,"TZ2009L134"
5502018,"TZ2009L134"
7118003,"TZ2009L134"
13317003,"TZ2009L134"
14301004,"TZ2009L134"
14418001,"TZ2009L134"
14418001,"TZ2009L134"
14505004,"TZ2009L134"
14611014,"TZ2009L134"
14617002,"TZ2009L134"
14617002,"TZ2009L134"
14617002,"TZ2009L134"
14617002,"TZ2009L134"
14617002,"TZ2009L134"
17302007,"TZ2009L134"
17302007,"TZ2009L134"
17421001,"TZ2009L134"
17421001,"TZ2009L134"
17421001,"TZ2009L134"
17421001,"TZ2009L134"
17423001,"TZ2009L134"
17423001,"TZ2009L134"
17423001,"TZ2009L134"
17423001,"TZ2009L134"
17423001,"TZ2009L134"
19420004,"TZ2009L134"
19420004,"TZ2009L134"
19420004,"TZ2009L134"
19420004,"TZ2009L134"
19707005,"TZ2009L134"
19707005,"TZ2009L134"
170434302002,"TZ2009L134"
140313103006,"TZ2009L134"
140408102002,"TZ2009L134"
140607205001,"TZ2009L134"
140708102002,"TZ2009L134"
140132108005,"TZ2009L134"
140321104001,"TZ2009L134"
140702104002,"TZ2009L134"
14204003,"TZ2009L135"
14208002,"TZ2009L135"
14209002,"TZ2009L135"
17604003,"TZ2009L135"
17712001,"TZ2009L135"
17713001,"TZ2009L135"
17808305,"TZ2009L135"
17810002,"TZ2009L135"
17817001,"TZ2009L135"
7310188,"TZ2009L135"
13412003,"TZ2009L135"
14115003,"TZ2009L135"
14204003,"TZ2009L135"
14204003,"TZ2009L135"
14204003,"TZ2009L135"
14204003,"TZ2009L135"
14204003,"TZ2009L135"
14204003,"TZ2009L135"
14208002,"TZ2009L135"
14208002,"TZ2009L135"
14209002,"TZ2009L135"
14209002,"TZ2009L135"
14209002,"TZ2009L135"
16221001,"TZ2009L135"
17211004,"TZ2009L135"
17302007,"TZ2009L135"
17308003,"TZ2009L135"
17308003,"TZ2009L135"
17604003,"TZ2009L135"
17604003,"TZ2009L135"
17604003,"TZ2009L135"
17604003,"TZ2009L135"
17604003,"TZ2009L135"
17604003,"TZ2009L135"
17604003,"TZ2009L135"
17712001,"TZ2009L135"
17712001,"TZ2009L135"
17712001,"TZ2009L135"
17713001,"TZ2009L135"
17713001,"TZ2009L135"
17713001,"TZ2009L135"
17808305,"TZ2009L135"
17808305,"TZ2009L135"
17808305,"TZ2009L135"
17808305,"TZ2009L135"
17808305,"TZ2009L135"
17808305,"TZ2009L135"
17810002,"TZ2009L135"
17810002,"TZ2009L135"
17817001,"TZ2009L135"
17817001,"TZ2009L135"
17817001,"TZ2009L135"
17817001,"TZ2009L135"
17817001,"TZ2009L135"
19420004,"TZ2009L135"
170102102003,"TZ2009L135"
170203305309,"TZ2009L135"
170213102003,"TZ2009L135"
240302104002,"TZ2009L135"
240312103002,"TZ2009L135"
240408102004,"TZ2009L135"
140201303350,"TZ2009L135"
140216303007,"TZ2009L135"
14316002,"TZ2009L136"
14316002,"TZ2009L136"
14316002,"TZ2009L136"
14418001,"TZ2009L136"
14510005,"TZ2009L136"
14510005,"TZ2009L136"
140714103001,"TZ2009L136"
16104002,"TZ2009L137"
16104002,"TZ2009L137"
16221001,"TZ2009L137"
16311001,"TZ2009L137"
16311001,"TZ2009L137"
16311001,"TZ2009L137"
160418203020,"TZ2009L137"
160406203005,"TZ2009L137"
16303002,"TZ2009L138"
17302007,"TZ2009L138"
19111005,"TZ2009L139"
11112002,"TZ2009L139"
18305002,"TZ2009L139"
19111005,"TZ2009L139"
19111005,"TZ2009L139"
19302076,"TZ2009L139"
19307058,"TZ2009L139"
19707005,"TZ2009L139"
190103202002,"TZ2009L139"
190107101007,"TZ2009L139"
190114102004,"TZ2009L139"
190523102008,"TZ2009L139"
11112002,"TZ2009L140"
11706009,"TZ2009L140"
7202001,"TZ2009L140"
11112002,"TZ2009L140"
11706009,"TZ2009L140"
6112001,"TZ2009L141"
6112001,"TZ2009L141"
6112001,"TZ2009L141"
6112001,"TZ2009L141"
50203101005,"TZ2009L141"
5608006,"TZ2009L142"
5609003,"TZ2009L142"
1510004,"TZ2009L142"
5310001,"TZ2009L142"
5407002,"TZ2009L142"
5519314,"TZ2009L142"
5608006,"TZ2009L142"
5608006,"TZ2009L142"
5608006,"TZ2009L142"
5608006,"TZ2009L142"
5608006,"TZ2009L142"
5608006,"TZ2009L142"
5609003,"TZ2009L142"
9301016,"TZ2009L142"
5308321,"TZ2009L143"
5310001,"TZ2009L143"
5405303,"TZ2009L143"
5407002,"TZ2009L143"
10207004,"TZ2009L143"
5308321,"TZ2009L143"
5310001,"TZ2009L143"
5310001,"TZ2009L143"
5310001,"TZ2009L143"
5405303,"TZ2009L143"
5405303,"TZ2009L143"
5405303,"TZ2009L143"
5405303,"TZ2009L143"
5407002,"TZ2009L143"
5407002,"TZ2009L143"
7119011,"TZ2009L143"
10207004,"TZ2009L143"
11412003,"TZ2009L143"
17211004,"TZ2009L143"
17211004,"TZ2009L143"
20511003,"TZ2009L143"
50401101008,"TZ2009L143"
50307305012,"TZ2009L143"
50308303311,"TZ2009L143"
50424102003,"TZ2009L143"
5108005,"TZ2009L144"
5502018,"TZ2009L144"
5509001,"TZ2009L144"
5509333,"TZ2009L144"
5519314,"TZ2009L144"
1203003,"TZ2009L144"
3414003,"TZ2009L144"
5108005,"TZ2009L144"
