"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
231,135,"MWI","Malawi",26,"Salima",231,"TA Kuluunda","",NA,"","Traditional Authority","Traditional Authority","",""
232,135,"MWI","Malawi",26,"Salima",232,"TA Maganga","",NA,"","Traditional Authority","Traditional Authority","",""
233,135,"MWI","Malawi",26,"Salima",233,"TA Ndindi","",NA,"","Traditional Authority","Traditional Authority","",""
234,135,"MWI","Malawi",26,"Salima",234,"TA Pemba","",NA,"","Traditional Authority","Traditional Authority","",""
235,135,"MWI","Malawi",27,"Thyolo",235,"Luchenza Town","",NA,"","Town","Town","",""
236,135,"MWI","Malawi",27,"Thyolo",236,"SC Kwethemule","",NA,"","Sub-chief","Sub-chief","",""
237,135,"MWI","Malawi",27,"Thyolo",237,"SC Mbawela","",NA,"","Sub-chief","Sub-chief","",""
238,135,"MWI","Malawi",27,"Thyolo",238,"SC Mphuka","",NA,"","Sub-chief","Sub-chief","",""
239,135,"MWI","Malawi",27,"Thyolo",239,"SC Thukuta","",NA,"","Sub-chief","Sub-chief","",""
240,135,"MWI","Malawi",27,"Thyolo",240,"TA Bvumbwe","",NA,"","Traditional Authority","Traditional Authority","",""
241,135,"MWI","Malawi",27,"Thyolo",241,"TA Changata","",NA,"","Traditional Authority","Traditional Authority","",""
242,135,"MWI","Malawi",27,"Thyolo",242,"TA Chimaliro","",NA,"","Traditional Authority","Traditional Authority","",""
243,135,"MWI","Malawi",27,"Thyolo",243,"TA Kapichi","",NA,"","Traditional Authority","Traditional Authority","",""
244,135,"MWI","Malawi",27,"Thyolo",244,"TA Nchilamwela","",NA,"","Traditional Authority","Traditional Authority","",""
245,135,"MWI","Malawi",27,"Thyolo",245,"TA Nsabwe","",NA,"","Traditional Authority","Traditional Authority","",""
246,135,"MWI","Malawi",27,"Thyolo",246,"TA Thomas","",NA,"","Traditional Authority","Traditional Authority","",""
247,135,"MWI","Malawi",27,"Thyolo",247,"Thyolo Boma","",NA,"","Boma","Headquarter","",""
248,135,"MWI","Malawi",28,"Zomba",248,"Lake Chilwa","",NA,"","Water body","Water body","",""
249,135,"MWI","Malawi",28,"Zomba",249,"SC Mbiza","",NA,"","Sub-chief","Sub-chief","",""
250,135,"MWI","Malawi",28,"Zomba",250,"SC Mkumbira","",NA,"","Sub-chief","Sub-chief","",""
251,135,"MWI","Malawi",28,"Zomba",251,"TA Chikowi","",NA,"","Traditional Authority","Traditional Authority","",""
252,135,"MWI","Malawi",28,"Zomba",252,"TA Kuntumanji","",NA,"","Traditional Authority","Traditional Authority","",""
253,135,"MWI","Malawi",28,"Zomba",253,"TA Malemia","",NA,"","Traditional Authority","Traditional Authority","",""
254,135,"MWI","Malawi",28,"Zomba",254,"TA Mlumbe","",NA,"","Traditional Authority","Traditional Authority","",""
255,135,"MWI","Malawi",28,"Zomba",255,"TA Mwambo","",NA,"","Traditional Authority","Traditional Authority","",""
256,135,"MWI","Malawi",28,"Zomba",256,"Zomba City","",NA,"","City","City","",""
