"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
1,135,"MWI","Malawi",1,"Balaka",1,"Balaka Town",1,"n.a. (1951)",NA,"","Unknown","Unknown","",""
2,135,"MWI","Malawi",1,"Balaka",1,"Balaka Town",2,"n.a. (1953)",NA,"","Unknown","Unknown","",""
3,135,"MWI","Malawi",1,"Balaka",1,"Balaka Town",3,"n.a. (1954)",NA,"","Unknown","Unknown","",""
4,135,"MWI","Malawi",1,"Balaka",1,"Balaka Town",4,"n.a. (1957)",NA,"","Unknown","Unknown","",""
5,135,"MWI","Malawi",1,"Balaka",1,"Balaka Town",5,"n.a. (1958)",NA,"","Unknown","Unknown","",""
6,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",6,"n.a. (1785)",NA,"","Unknown","Unknown","",""
7,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",7,"n.a. (1793)",NA,"","Unknown","Unknown","",""
8,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",8,"n.a. (1803)",NA,"","Unknown","Unknown","",""
9,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",9,"n.a. (1805)",NA,"","Unknown","Unknown","",""
10,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",10,"n.a. (1807)",NA,"","Unknown","Unknown","",""
11,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",11,"n.a. (1809)",NA,"","Unknown","Unknown","",""
12,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",12,"n.a. (1814)",NA,"","Unknown","Unknown","",""
13,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",13,"n.a. (1829)",NA,"","Unknown","Unknown","",""
14,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",14,"n.a. (1831)",NA,"","Unknown","Unknown","",""
15,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",15,"n.a. (1832)",NA,"","Unknown","Unknown","",""
16,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",16,"n.a. (1834)",NA,"","Unknown","Unknown","",""
17,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",17,"n.a. (1844)",NA,"","Unknown","Unknown","",""
18,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",18,"n.a. (1847)",NA,"","Unknown","Unknown","",""
19,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",19,"n.a. (1849)",NA,"","Unknown","Unknown","",""
20,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",20,"n.a. (1850)",NA,"","Unknown","Unknown","",""
21,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",21,"n.a. (1854)",NA,"","Unknown","Unknown","",""
22,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",22,"n.a. (1862)",NA,"","Unknown","Unknown","",""
23,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",23,"n.a. (1864)",NA,"","Unknown","Unknown","",""
24,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",24,"n.a. (1865)",NA,"","Unknown","Unknown","",""
25,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",25,"n.a. (1868)",NA,"","Unknown","Unknown","",""
26,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",26,"n.a. (1870)",NA,"","Unknown","Unknown","",""
27,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",27,"n.a. (1873)",NA,"","Unknown","Unknown","",""
28,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",28,"n.a. (1890)",NA,"","Unknown","Unknown","",""
29,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",29,"n.a. (1891)",NA,"","Unknown","Unknown","",""
30,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",30,"n.a. (1893)",NA,"","Unknown","Unknown","",""
31,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",31,"n.a. (1894)",NA,"","Unknown","Unknown","",""
32,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",32,"n.a. (1909)",NA,"","Unknown","Unknown","",""
33,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",33,"n.a. (1918)",NA,"","Unknown","Unknown","",""
34,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",34,"n.a. (1919)",NA,"","Unknown","Unknown","",""
35,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",35,"n.a. (1926)",NA,"","Unknown","Unknown","",""
36,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",36,"n.a. (1927)",NA,"","Unknown","Unknown","",""
37,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",37,"n.a. (1942)",NA,"","Unknown","Unknown","",""
38,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",38,"n.a. (1944)",NA,"","Unknown","Unknown","",""
39,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",39,"n.a. (1970)",NA,"","Unknown","Unknown","",""
40,135,"MWI","Malawi",1,"Balaka",2,"TA Kalembo",40,"n.a. (1973)",NA,"","Unknown","Unknown","",""
41,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",41,"n.a. (1863)",NA,"","Unknown","Unknown","",""
42,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",42,"n.a. (1866)",NA,"","Unknown","Unknown","",""
43,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",43,"n.a. (1882)",NA,"","Unknown","Unknown","",""
44,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",44,"n.a. (1907)",NA,"","Unknown","Unknown","",""
45,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",45,"n.a. (1912)",NA,"","Unknown","Unknown","",""
46,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",46,"n.a. (1920)",NA,"","Unknown","Unknown","",""
47,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",47,"n.a. (1924)",NA,"","Unknown","Unknown","",""
48,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",48,"n.a. (1928)",NA,"","Unknown","Unknown","",""
49,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",49,"n.a. (1931)",NA,"","Unknown","Unknown","",""
50,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",50,"n.a. (1937)",NA,"","Unknown","Unknown","",""
51,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",51,"n.a. (1939)",NA,"","Unknown","Unknown","",""
52,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",52,"n.a. (1940)",NA,"","Unknown","Unknown","",""
53,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",53,"n.a. (1943)",NA,"","Unknown","Unknown","",""
54,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",54,"n.a. (1948)",NA,"","Unknown","Unknown","",""
55,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",55,"n.a. (1960)",NA,"","Unknown","Unknown","",""
56,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",56,"n.a. (1965)",NA,"","Unknown","Unknown","",""
57,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",57,"n.a. (1968)",NA,"","Unknown","Unknown","",""
58,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",58,"n.a. (1969)",NA,"","Unknown","Unknown","",""
59,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",59,"n.a. (1974)",NA,"","Unknown","Unknown","",""
60,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",60,"n.a. (1976)",NA,"","Unknown","Unknown","",""
61,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",61,"n.a. (1977)",NA,"","Unknown","Unknown","",""
62,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",62,"n.a. (1980)",NA,"","Unknown","Unknown","",""
63,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",63,"n.a. (1982)",NA,"","Unknown","Unknown","",""
64,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",64,"n.a. (1983)",NA,"","Unknown","Unknown","",""
65,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",65,"n.a. (1988)",NA,"","Unknown","Unknown","",""
66,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",66,"n.a. (1993)",NA,"","Unknown","Unknown","",""
67,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",67,"n.a. (1994)",NA,"","Unknown","Unknown","",""
68,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",68,"n.a. (1995)",NA,"","Unknown","Unknown","",""
69,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",69,"n.a. (1996)",NA,"","Unknown","Unknown","",""
70,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",70,"n.a. (1999)",NA,"","Unknown","Unknown","",""
71,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",71,"n.a. (2002)",NA,"","Unknown","Unknown","",""
72,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",72,"n.a. (2005)",NA,"","Unknown","Unknown","",""
73,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",73,"n.a. (2006)",NA,"","Unknown","Unknown","",""
74,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",74,"n.a. (2011)",NA,"","Unknown","Unknown","",""
75,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",75,"n.a. (2012)",NA,"","Unknown","Unknown","",""
76,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",76,"n.a. (2013)",NA,"","Unknown","Unknown","",""
77,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",77,"n.a. (2015)",NA,"","Unknown","Unknown","",""
78,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",78,"n.a. (2022)",NA,"","Unknown","Unknown","",""
79,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",79,"n.a. (2024)",NA,"","Unknown","Unknown","",""
80,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",80,"n.a. (2025)",NA,"","Unknown","Unknown","",""
81,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",81,"n.a. (2027)",NA,"","Unknown","Unknown","",""
82,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",82,"n.a. (2028)",NA,"","Unknown","Unknown","",""
83,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",83,"n.a. (2036)",NA,"","Unknown","Unknown","",""
84,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",84,"n.a. (2048)",NA,"","Unknown","Unknown","",""
85,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",85,"n.a. (2054)",NA,"","Unknown","Unknown","",""
86,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",86,"n.a. (2064)",NA,"","Unknown","Unknown","",""
87,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",87,"n.a. (2066)",NA,"","Unknown","Unknown","",""
88,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",88,"n.a. (2068)",NA,"","Unknown","Unknown","",""
89,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",89,"n.a. (2069)",NA,"","Unknown","Unknown","",""
90,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",90,"n.a. (2078)",NA,"","Unknown","Unknown","",""
91,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",91,"n.a. (2082)",NA,"","Unknown","Unknown","",""
92,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",92,"n.a. (2085)",NA,"","Unknown","Unknown","",""
93,135,"MWI","Malawi",1,"Balaka",3,"TA Nsamala",93,"n.a. (2090)",NA,"","Unknown","Unknown","",""
94,135,"MWI","Malawi",2,"Blantyre",4,"Blantyre City",94,"n.a. (2465)",NA,"","Unknown","Unknown","",""
95,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",95,"n.a. (2133)",NA,"","Unknown","Unknown","",""
96,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",96,"n.a. (2141)",NA,"","Unknown","Unknown","",""
97,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",97,"n.a. (2162)",NA,"","Unknown","Unknown","",""
98,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",98,"n.a. (2163)",NA,"","Unknown","Unknown","",""
99,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",99,"n.a. (2178)",NA,"","Unknown","Unknown","",""
100,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",100,"n.a. (2179)",NA,"","Unknown","Unknown","",""
101,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",101,"n.a. (2194)",NA,"","Unknown","Unknown","",""
102,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",102,"n.a. (2209)",NA,"","Unknown","Unknown","",""
103,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",103,"n.a. (2216)",NA,"","Unknown","Unknown","",""
104,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",104,"n.a. (2226)",NA,"","Unknown","Unknown","",""
105,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",105,"n.a. (2232)",NA,"","Unknown","Unknown","",""
106,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",106,"n.a. (2240)",NA,"","Unknown","Unknown","",""
107,135,"MWI","Malawi",2,"Blantyre",5,"TA Chigaru",107,"n.a. (2250)",NA,"","Unknown","Unknown","",""
108,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",108,"n.a. (2267)",NA,"","Unknown","Unknown","",""
109,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",109,"n.a. (2276)",NA,"","Unknown","Unknown","",""
110,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",110,"n.a. (2284)",NA,"","Unknown","Unknown","",""
111,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",111,"n.a. (2301)",NA,"","Unknown","Unknown","",""
112,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",112,"n.a. (2305)",NA,"","Unknown","Unknown","",""
113,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",113,"n.a. (2323)",NA,"","Unknown","Unknown","",""
114,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",114,"n.a. (2338)",NA,"","Unknown","Unknown","",""
115,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",115,"n.a. (2347)",NA,"","Unknown","Unknown","",""
116,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",116,"n.a. (2351)",NA,"","Unknown","Unknown","",""
117,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",117,"n.a. (2366)",NA,"","Unknown","Unknown","",""
118,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",118,"n.a. (2377)",NA,"","Unknown","Unknown","",""
119,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",119,"n.a. (2383)",NA,"","Unknown","Unknown","",""
120,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",120,"n.a. (2386)",NA,"","Unknown","Unknown","",""
121,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",121,"n.a. (2394)",NA,"","Unknown","Unknown","",""
122,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",122,"n.a. (2402)",NA,"","Unknown","Unknown","",""
123,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",123,"n.a. (2409)",NA,"","Unknown","Unknown","",""
124,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",124,"n.a. (2421)",NA,"","Unknown","Unknown","",""
125,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",125,"n.a. (2433)",NA,"","Unknown","Unknown","",""
126,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",126,"n.a. (2454)",NA,"","Unknown","Unknown","",""
127,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",127,"n.a. (2596)",NA,"","Unknown","Unknown","",""
128,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",128,"n.a. (2598)",NA,"","Unknown","Unknown","",""
129,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",129,"n.a. (2601)",NA,"","Unknown","Unknown","",""
130,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",130,"n.a. (2602)",NA,"","Unknown","Unknown","",""
131,135,"MWI","Malawi",2,"Blantyre",6,"TA Kapeni",131,"n.a. (2635)",NA,"","Unknown","Unknown","",""
132,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",132,"n.a. (2245)",NA,"","Unknown","Unknown","",""
133,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",133,"n.a. (2264)",NA,"","Unknown","Unknown","",""
134,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",134,"n.a. (2269)",NA,"","Unknown","Unknown","",""
135,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",135,"n.a. (2304)",NA,"","Unknown","Unknown","",""
136,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",136,"n.a. (2316)",NA,"","Unknown","Unknown","",""
137,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",137,"n.a. (2339)",NA,"","Unknown","Unknown","",""
138,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",138,"n.a. (2355)",NA,"","Unknown","Unknown","",""
139,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",139,"n.a. (2372)",NA,"","Unknown","Unknown","",""
140,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",140,"n.a. (2404)",NA,"","Unknown","Unknown","",""
141,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",141,"n.a. (2410)",NA,"","Unknown","Unknown","",""
142,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",142,"n.a. (2435)",NA,"","Unknown","Unknown","",""
143,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",143,"n.a. (2446)",NA,"","Unknown","Unknown","",""
144,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",144,"n.a. (2447)",NA,"","Unknown","Unknown","",""
145,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",145,"n.a. (2456)",NA,"","Unknown","Unknown","",""
146,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",146,"n.a. (2466)",NA,"","Unknown","Unknown","",""
147,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",147,"n.a. (2478)",NA,"","Unknown","Unknown","",""
148,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",148,"n.a. (2515)",NA,"","Unknown","Unknown","",""
149,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",149,"n.a. (2529)",NA,"","Unknown","Unknown","",""
150,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",150,"n.a. (2537)",NA,"","Unknown","Unknown","",""
151,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",151,"n.a. (2545)",NA,"","Unknown","Unknown","",""
152,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",152,"n.a. (2550)",NA,"","Unknown","Unknown","",""
153,135,"MWI","Malawi",2,"Blantyre",7,"TA Kuntaja",153,"n.a. (2556)",NA,"","Unknown","Unknown","",""
154,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",154,"n.a. (2288)",NA,"","Unknown","Unknown","",""
155,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",155,"n.a. (2341)",NA,"","Unknown","Unknown","",""
156,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",156,"n.a. (2342)",NA,"","Unknown","Unknown","",""
157,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",157,"n.a. (2380)",NA,"","Unknown","Unknown","",""
158,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",158,"n.a. (2395)",NA,"","Unknown","Unknown","",""
159,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",159,"n.a. (2418)",NA,"","Unknown","Unknown","",""
160,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",160,"n.a. (2425)",NA,"","Unknown","Unknown","",""
161,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",161,"n.a. (2427)",NA,"","Unknown","Unknown","",""
162,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",162,"n.a. (2428)",NA,"","Unknown","Unknown","",""
163,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",163,"n.a. (2439)",NA,"","Unknown","Unknown","",""
164,135,"MWI","Malawi",2,"Blantyre",8,"TA Kunthembwe",164,"n.a. (2485)",NA,"","Unknown","Unknown","",""
165,135,"MWI","Malawi",2,"Blantyre",9,"TA Lundu",165,"n.a. (2147)",NA,"","Unknown","Unknown","",""
166,135,"MWI","Malawi",2,"Blantyre",9,"TA Lundu",166,"n.a. (2165)",NA,"","Unknown","Unknown","",""
167,135,"MWI","Malawi",2,"Blantyre",9,"TA Lundu",167,"n.a. (2191)",NA,"","Unknown","Unknown","",""
168,135,"MWI","Malawi",2,"Blantyre",9,"TA Lundu",168,"n.a. (2206)",NA,"","Unknown","Unknown","",""
169,135,"MWI","Malawi",2,"Blantyre",9,"TA Lundu",169,"n.a. (2218)",NA,"","Unknown","Unknown","",""
170,135,"MWI","Malawi",2,"Blantyre",9,"TA Lundu",170,"n.a. (2233)",NA,"","Unknown","Unknown","",""
171,135,"MWI","Malawi",2,"Blantyre",9,"TA Lundu",171,"n.a. (2248)",NA,"","Unknown","Unknown","",""
172,135,"MWI","Malawi",2,"Blantyre",9,"TA Lundu",172,"n.a. (2274)",NA,"","Unknown","Unknown","",""
173,135,"MWI","Malawi",2,"Blantyre",9,"TA Lundu",173,"n.a. (2278)",NA,"","Unknown","Unknown","",""
174,135,"MWI","Malawi",2,"Blantyre",10,"TA Machinjili",174,"n.a. (2397)",NA,"","Unknown","Unknown","",""
175,135,"MWI","Malawi",2,"Blantyre",10,"TA Machinjili",175,"n.a. (2408)",NA,"","Unknown","Unknown","",""
176,135,"MWI","Malawi",2,"Blantyre",10,"TA Machinjili",176,"n.a. (2429)",NA,"","Unknown","Unknown","",""
177,135,"MWI","Malawi",2,"Blantyre",10,"TA Machinjili",177,"n.a. (2432)",NA,"","Unknown","Unknown","",""
178,135,"MWI","Malawi",2,"Blantyre",10,"TA Machinjili",178,"n.a. (2445)",NA,"","Unknown","Unknown","",""
179,135,"MWI","Malawi",2,"Blantyre",10,"TA Machinjili",179,"n.a. (2453)",NA,"","Unknown","Unknown","",""
180,135,"MWI","Malawi",2,"Blantyre",10,"TA Machinjili",180,"n.a. (2457)",NA,"","Unknown","Unknown","",""
181,135,"MWI","Malawi",2,"Blantyre",10,"TA Machinjili",181,"n.a. (2623)",NA,"","Unknown","Unknown","",""
182,135,"MWI","Malawi",2,"Blantyre",11,"TA Makata",182,"n.a. (2275)",NA,"","Unknown","Unknown","",""
183,135,"MWI","Malawi",2,"Blantyre",11,"TA Makata",183,"n.a. (2310)",NA,"","Unknown","Unknown","",""
184,135,"MWI","Malawi",2,"Blantyre",11,"TA Makata",184,"n.a. (2317)",NA,"","Unknown","Unknown","",""
185,135,"MWI","Malawi",2,"Blantyre",11,"TA Makata",185,"n.a. (2353)",NA,"","Unknown","Unknown","",""
186,135,"MWI","Malawi",2,"Blantyre",11,"TA Makata",186,"n.a. (2385)",NA,"","Unknown","Unknown","",""
187,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",187,"n.a. (2574)",NA,"","Unknown","Unknown","",""
188,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",188,"n.a. (2575)",NA,"","Unknown","Unknown","",""
189,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",189,"n.a. (2576)",NA,"","Unknown","Unknown","",""
190,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",190,"n.a. (2589)",NA,"","Unknown","Unknown","",""
191,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",191,"n.a. (2611)",NA,"","Unknown","Unknown","",""
192,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",192,"n.a. (2613)",NA,"","Unknown","Unknown","",""
193,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",193,"n.a. (2614)",NA,"","Unknown","Unknown","",""
194,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",194,"n.a. (2624)",NA,"","Unknown","Unknown","",""
195,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",195,"n.a. (2628)",NA,"","Unknown","Unknown","",""
196,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",196,"n.a. (2632)",NA,"","Unknown","Unknown","",""
197,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",197,"n.a. (2636)",NA,"","Unknown","Unknown","",""
198,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",198,"n.a. (2640)",NA,"","Unknown","Unknown","",""
199,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",199,"n.a. (2643)",NA,"","Unknown","Unknown","",""
200,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",200,"n.a. (2646)",NA,"","Unknown","Unknown","",""
201,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",201,"n.a. (2656)",NA,"","Unknown","Unknown","",""
202,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",202,"n.a. (2663)",NA,"","Unknown","Unknown","",""
203,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",203,"n.a. (2668)",NA,"","Unknown","Unknown","",""
204,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",204,"n.a. (2678)",NA,"","Unknown","Unknown","",""
205,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",205,"n.a. (2681)",NA,"","Unknown","Unknown","",""
206,135,"MWI","Malawi",2,"Blantyre",12,"TA Somba",206,"n.a. (2720)",NA,"","Unknown","Unknown","",""
207,135,"MWI","Malawi",3,"Chikwawa",13,"Chikwawa Boma",207,"n.a. (2769)",NA,"","Unknown","Unknown","",""
208,135,"MWI","Malawi",3,"Chikwawa",13,"Chikwawa Boma",208,"n.a. (2781)",NA,"","Unknown","Unknown","",""
209,135,"MWI","Malawi",3,"Chikwawa",13,"Chikwawa Boma",209,"n.a. (2793)",NA,"","Unknown","Unknown","",""
210,135,"MWI","Malawi",3,"Chikwawa",14,"Lengwe National Park",210,"n.a. (2726)",NA,"","Unknown","Unknown","",""
211,135,"MWI","Malawi",3,"Chikwawa",15,"Majete Game Reserve - Chikwawa",211,"n.a. (2469)",NA,"","Unknown","Unknown","",""
212,135,"MWI","Malawi",3,"Chikwawa",16,"Ngabu Urban",212,"n.a. (3056)",NA,"","Unknown","Unknown","",""
213,135,"MWI","Malawi",3,"Chikwawa",16,"Ngabu Urban",213,"n.a. (3057)",NA,"","Unknown","Unknown","",""
214,135,"MWI","Malawi",3,"Chikwawa",17,"TA Chapananga",214,"n.a. (2505)",NA,"","Unknown","Unknown","",""
215,135,"MWI","Malawi",3,"Chikwawa",17,"TA Chapananga",215,"n.a. (2507)",NA,"","Unknown","Unknown","",""
216,135,"MWI","Malawi",3,"Chikwawa",17,"TA Chapananga",216,"n.a. (2516)",NA,"","Unknown","Unknown","",""
217,135,"MWI","Malawi",3,"Chikwawa",17,"TA Chapananga",217,"n.a. (2527)",NA,"","Unknown","Unknown","",""
218,135,"MWI","Malawi",3,"Chikwawa",17,"TA Chapananga",218,"n.a. (2546)",NA,"","Unknown","Unknown","",""
