cellphone,number_celphones,rcsi,logFCS,hdds,asset_index,housing_index,nutri_reten_constrained,nutri_avail_constrained,dist_km,maize_price,maize_mktthin,rice_price,rice_mktthin,tmean,floodmax,raincytot,day1rain,maxdaysnorain
1,2.1666667,5.1666665,2.8181317,2.8333333,,-0.88582307,0.33333334,0.33333334,9.6387615,78486.609,0,189084.83,0,25.46776608,0,949.4037246,17,110
1,1,9,4.4886365,8,-0.39868104,-0.88583499,1,1,9.6387615,44718.75,0,106612.5,0,24.82787891,0,747.9498073,11,121
1,2,8,3.3322046,2,,-0.88582069,1,1,9.6387615,82368.18,0,184375,0,24.55888074,0,945.0820534,7,105
1,1.8571428,1.2857143,4.2581944,7.1428571,0.016550813,-0.88582069,0.2857143,0.2857143,9.6387615,33643.25,0,100579.75,0,24.82787891,0,747.9498073,11,121
1,2,4,3.5400133,3.5,,-0.88582069,0.5,0.5,9.6387615,85327.781,0,196662.5,0,24.55888074,0,945.0820534,7,105
0.66666669,1,9,4.1400552,6.6666665,-0.39868006,-0.88582069,1,1,10.465089,42800,0,130000,0,27.2575157,0,589.721399,23,171
1,1,0,3.2580965,3,,-0.88582069,1,1,10.465089,79312.5,0,158750,0,27.12118017,0,666.5719401,94,176
0.60000002,1,13.8,4.2147141,5.8000002,0.18264182,-0.88582355,1,1,10.465089,39400,0,218250,0,27.2575157,0,589.721399,23,171
0.85714287,1.7142857,7.5714288,2.8846314,2.7142856,,-0.43670395,0.85714287,0.85714287,10.465089,82791.75,0,181041.8,0,27.12118017,0,666.5719401,94,176
1,1,10,3.4177268,3,,2.2580109,1,1,32.213356,74400,0,157562.5,0,25.47691213,0,696.8972881,94,176
1,1,0,4.0690269,7,-0.39868104,2.2580109,1,1,32.213356,46379.398,0,131016.4,0,25.51207286,0,674.7488144,23,169
1,1,6,2.6390574,2,,-0.88583499,1,1,32.213356,54116,0,127833.36,0,25.47691213,0,696.8972881,94,176
0.875,2.125,21.25,3.2386458,3.25,,-0.49284354,0.125,0.125,32.213356,85600,0,182090.91,0,25.47691213,0,696.8972881,94,176
1,3,0,3.0910425,4,,-0.88583499,1,1,32.213356,56044.598,0,134555.53,0,25.47691213,0,696.8972881,94,176
0.71428573,1,5.2857141,4.2831287,6.8571429,-0.39868101,0.012416899,0.2857143,0.2857143,32.213356,40850,0,177083.31,0,25.51207286,0,674.7488144,23,169
1,1.5,3.5,2.5670328,1.75,,-0.88582784,0,0,11.694139,80125,0,188875,0,28.04527708,0,1066.621252,8,161
0.69999999,1.3,13.9,4.1474609,6.0999999,-0.39868045,-0.25705439,0.2,0.2,11.694139,39000,0,111300,0,27.2575157,0,715.5781514,23,169
0.80000001,1.8,8.1999998,3.039176,2.7,,-0.88582212,0.2,0.2,11.694139,84900,0,205550,0,27.12118017,0,757.9577787,94,176
1,1.5714285,8,4.2575831,6.2857141,-0.39867893,-0.88582069,1,1,58.020798,36083.25,0,101505.5,0,,,,,
1,2,9,3.2580965,2,,-0.88582069,1,1,58.020798,81468.75,0,203956.25,0,,,,,
1,1,21,2.9444389,3,,-0.88583499,1,1,58.020798,51843.688,0,142395.91,0,,,,,
1,1,3,4.2970772,5.5,-0.39868098,-0.88583499,1,1,58.020798,38000,0,114375,0,,,,,
1,2,0,2.8629751,2,,-0.099869952,1,1,58.020798,82592.375,0.125,196432.42,0,,,,,
1,2,5.75,2.7841578,2,,-0.88582069,1,1,58.020798,72729.5,0,176645.88,0,,,,,
1,2,32,3.4657359,2,,-0.88583499,1,1,58.020798,57020.938,0,125203.09,0,,,,,
1,1,0,4.3372908,8,2.5079329,-0.88582069,1,1,14.05834,51778,0,132944,0,27.2575157,0,697.112224,23,167
1,3,3,2.7725887,2,,0.64889866,1,1,14.05834,58250,0,134444.5,0,27.12118017,0,717.8412467,94,171
1,2.25,6,4.2332368,6.75,0.32797319,-0.88582069,1,1,14.05834,50313,0,124583,0,27.2575157,0,697.112224,23,167
1,2.25,6.5,3.3156374,3.25,,-0.88582069,1,1,14.05834,59166.5,0,146666.8,0,27.12118017,0,717.8412467,94,171
1,5,0,2.7080503,3,,-0.88582069,0,0,14.05834,59583.25,0,134375,0,27.12118017,0,717.8412467,94,171
1,1,0,2.7725887,2,,-0.88582069,1,1,54.867252,78308.469,0,191687.5,0,,,,,
1,2,0,0.69314718,1,,-0.88582069,1,1,54.867252,86272.242,0,191250,0,,,,,
1,2,5,2.3978953,2,,-0.88583499,1,1,54.867252,81610,0,201837.5,0,,,,,
1,2.5,0,2.9085555,3,,-0.88582069,1,1,54.867252,69896,0,185999.75,0,,,,,
0.89999998,2,11.8,4.0835266,6.3000002,0.47330347,-0.88582212,1,1,54.867252,31119,0,90584.25,0,,,,,
1,1,35,4.3174882,8,-0.39868096,-0.88582069,1,1,54.867252,44183,0,139270.75,0,,,,,
1,2.3333333,16.333334,2.724479,2.3333333,,-0.88582069,1,1,54.867252,61929.5,0,178375,0,,,,,
1,3,3,4.4184761,7.125,2.5079329,-0.50214088,0.875,0.875,13.490579,51072.398,0,132142.8,0,24.82627739,0,719.7032512,131,167
1,3,0.14285715,2.7152045,2.8333333,,0.21040742,1,1,13.490579,56422.234,0,128611.16,0,24.91771452,0,738.0159651,94,171
1,4,0,3.4657359,2,,-0.88582069,0,0,13.490579,59172.398,0,140333.34,0,24.91771452,0,738.0159651,94,171
1,2,14,3.3322046,3,,-0.88582069,1,1,13.490579,50000.051,0,130583.4,0,24.91771452,0,738.0159651,94,171
1,1,0,3.2188759,3,,-0.88582069,1,1,13.490579,57358.25,0,133583.34,0,24.91771452,0,738.0159651,94,171
1,2,9,4.0770831,6.1666665,0.57019126,-0.88582069,1,1,10.712015,32214,0,98571,0,27.62997397,0,694.6488453,22,168
1,1,0,2.6390574,3,,-0.88582069,1,1,10.712015,84900,0,205550,0,27.12118017,0,674.3079657,94,173
1,2.8333333,3.1666667,2.4727554,2,,-0.88582069,1,1,10.712015,75667,0,183333,0,28.04527708,0,898.3549757,8,163
0.66666669,1.5,6.6666665,4.2356563,7,0.57019126,-0.88582307,1,1,11.046487,49427.25,0,133301.75,0,25.35993447,0,618.2832348,131,167
1,2,9,4.3307333,8,-0.39867809,-0.88582069,1,1,11.046487,49132.5,0,128437.25,0,25.35993447,0,618.2832348,131,167
1,1.6,13,2.5546405,1.8,,-0.88582069,1,1,11.046487,58906.125,0,148020.91,0,25.4837142,0,674.3079657,94,173
1,6,0,2.3978953,2,,-0.88582069,1,1,11.046487,51031.313,0,135468.81,0,25.4837142,0,674.3079657,94,173
1,1,0,2.8903718,3,,-0.88582069,1,1,11.046487,58125.125,0,138177,0,25.4837142,0,674.3079657,94,173
1,2,0,3.6149194,3.5,,-0.88582069,1,1,11.046487,59687.438,0,138593.75,0,25.4837142,0,674.3079657,94,173
0.5,1,25.5,3.8931723,4.5,-0.39868098,2.2580109,1,1,41.532204,43070.75,0,125000,0,26.88728652,898.3549757,618.2832348,131,167
0.83333331,1.3333334,8.333333,4.1987638,6.6666665,-0.39867955,-0.88582307,1,1,41.532204,33842.75,0,97856.75,0,27.03470819,618.2832348,694.6488453,22,168
1,2,16,2.7080503,2,,2.2580252,1,1,41.532204,79728.609,0,187072.92,0,27.65219219,674.3079657,898.3549757,8,163
1,1.6666666,1.6666666,3.3704922,3.6666667,,-0.88582069,1,1,41.532204,74021,0,182708,0,27.65219219,674.3079657,898.3549757,8,163
1,1.6666666,4.3333335,3.2090249,2.6666667,,-0.88582546,1,1,41.532204,55395.938,0,128906.19,0,26.588446,938.2485629,674.3079657,94,173
1,1.5,6,2.0471723,2,,-0.88582784,0.5,0.5,20.649567,83090,0,197408.33,0,26.82441271,0,674.3079657,94,173
1,2,0,4.356709,8,-0.39868104,-0.88583499,1,1,20.649567,38666.668,0,122500,0,27.15200498,0,618.2832348,131,167
1,2,0,2.4849067,1,,-0.88583499,1,1,20.649567,68446.836,0,142097.09,0,26.82441271,0,674.3079657,94,173
1,3.625,8.25,3.9336421,5.625,1.417953,-0.88582069,1,1,20.649567,30517.166,0,89472.664,0,27.02316235,0,694.6488453,22,168
1,2.5555556,8.2222223,2.3372355,2.2222223,,-0.88582069,1,1,20.649567,63936.332,0,174500,0,27.80774041,0,898.3549757,8,163
1,3,1.5,2.6687689,1.5,,-0.88582069,1,1,12.583889,56683.305,0,130578.75,0,26.31940932,0,674.3079657,94,173
1,2,1,4.4773369,7,-0.39867809,-0.88582069,1,1,12.583889,39134.332,0,109516.66,0,26.73354949,0,618.2832348,131,167
1,2,0,2.442347,3,,-0.88582069,1,1,12.583889,88728.211,0,189507.58,0,26.31940932,0,674.3079657,94,173
0.89999998,1.9,4.1999998,4.0658865,6.5999999,0.18264265,-0.73235017,1,1,12.583889,48829.668,0,122326.16,0,26.73354949,0,618.2832348,131,167
0.8888889,1.5555556,5.5555553,2.5603969,2,,-0.71529633,1,1,12.583889,57327.582,0,142534.83,0,26.31940932,0,674.3079657,94,173
1,3,0,2.7080503,1,,-0.88582069,1,1,12.583889,56208.457,0,131840.2,0,26.31940932,0,674.3079657,94,173
1,4,0,4.2556129,8,2.5079329,-0.88582069,1,1,12.583889,46594.5,0,123338.84,0,26.73354949,0,618.2832348,131,167
1,2,2,2.9444389,3,,-0.88582069,1,1,12.583889,58502.707,0,128923.63,0,26.31940932,0,674.3079657,94,173
0.875,1.875,6.5,2.6334336,2.125,,-0.88582247,0.875,0.875,32.113461,76921.875,0,164479.2,0,26.97582365,0,674.3079657,94,173
1,2,0,4.356709,7,-0.39867803,-0.88582069,1,1,32.113461,46994.25,0,119879.5,0,26.90034808,0,618.2832348,131,167
1,2,2,2.6968138,1.5,,-0.88582784,1,1,32.113461,56062.375,0,144531.34,0,26.97582365,0,674.3079657,94,173
0.875,1.5,13.625,4.0655832,5.75,-0.035353903,-0.88582247,1,1,32.113461,43250,0,127500,0,26.90034808,0,618.2832348,131,167
1,2,0,3.3526666,4,-0.39867809,-0.88582069,1,1,9.3275862,30762.25,0,95624.75,0.25,25.67753234,0,694.6488453,22,168
1,2,3.5,3.5366349,3,,-0.88582069,1,1,9.3275862,80031.25,0,186890.63,0,26.01359719,0,898.3549757,8,163
1,4,21,3.9889841,4,,-0.88582069,1,1,9.3275862,82579.547,0,186590.91,0,24.9738513,0,674.3079657,94,173
1,2,0,4.6298628,8,2.5079329,-0.88582069,1,1,9.3275862,43500,0,116250,0,25.3361106,0,618.2832348,131,167
1,2,1.75,4.2692566,6.625,1.054626,-0.88582247,1,1,9.3275862,31462.5,0,89437.5,0.25,25.67753234,0,694.6488453,22,168
1,2.3333333,2.5555556,2.6393754,2.4444444,,-0.88582069,1,1,9.3275862,70354.5,0,182499.75,0,26.01359719,0,898.3549757,8,163
1,5.5,0,2.8793888,2.25,,-0.50214088,1,1,9.3581934,77652.5,0,156119.8,0,26.31940932,0,674.3079657,94,173
1,2,0,3.6375861,3,,-0.88582468,1,1,9.3581934,58816.246,0,139375,0,26.31940932,0,674.3079657,94,173
1,2.6666667,0.66666669,4.2290077,6.6666665,2.0234973,-0.88582307,1,1,9.3581934,37250,0,120000,0,26.73354949,0,618.2832348,131,167
1,2,0,2.7706318,2.5,,-0.88582069,1,1,9.3581934,69645.25,0,140687.34,0,26.31940932,0,674.3079657,94,173
1,3,0,4.2835865,6,-0.39867809,-0.88582069,1,1,9.3581934,44731.5,0,149230.5,0,26.73354949,0,618.2832348,131,167
1,3,0,1.3862944,1,,-0.88582069,1,1,9.3581934,57962.438,0,126197.94,0,26.31940932,0,674.3079657,94,173
1,1.625,5.375,4.203836,6.625,0.6912992,-0.88582069,1,1,10.931371,32950,0,92750,0,,,,,
0.75,1.25,6.5,3.1478467,2.25,,-0.69398075,1,1,10.931371,75667,0,183333,0,,,,,
0.71428573,2,12,2.9356971,2.1428571,,-0.88582271,1,1,11.445193,79312.5,0,158750,0,,,,,
1,1,4,3.5553482,3,,-0.88582069,1,1,11.445193,59166.5,0,146666.8,0,,,,,
0.85714287,2,15.571428,4.0609312,5.7142859,0.016549962,-0.88582271,1,1,11.445193,36000,0,120000,0,,,,,
1,2.5,19,2.0471723,2,,-0.11846101,1,1,11.445193,73033.398,0,144749.8,0,,,,,
0,0,4,4.2835865,7,-0.39868096,-0.88582069,1,1,11.445193,47896,0,142083,0,,,,,
1,1,0,3.0910425,3,,-0.88583499,1,1,11.161196,77033.352,0,160500,0,24.3473848,1002.05773,717.8412467,94,171
1,2,11,4.4188404,7,-0.39867803,-0.88582069,1,1,11.161196,31942.6,0,97585.398,0,24.17342896,697.112224,751.6762093,22,165
1,2,15,3.6375861,4,,-0.88582069,1,1,11.161196,77688.891,0,185600,0,24.9475646,717.8412467,959.5807255,8,160
1,2,9,3.2188759,3,,-0.88582069,1,1,11.161196,86645.453,0,186181.81,0,24.3473848,1002.05773,717.8412467,94,171
0.85714287,2.2857144,15.857142,4.3046885,5.8571429,0.4317809,-0.88582069,1,1,11.161196,32200,0,94800,0,24.17342896,697.112224,751.6762093,22,165
1,3.2222223,9.8888893,2.8544316,2.3333333,,-0.8858223,1,1,11.161196,72900.203,0,179333,0,24.9475646,717.8412467,959.5807255,8,160
0.85714287,1.4285715,9.4285717,4.1860332,6.1428571,-0.39868063,-0.88582271,1,1,10.620722,42800,0,130000,0,27.2575157,0,618.2832348,131,167
1,3,0,2.8332133,2,,-0.88582069,1,1,10.620722,62111.328,0,144166.67,0,27.12118017,0,674.3079657,94,173
1,1.6,0.60000002,2.813031,2.8,,-0.57887679,1,1,10.620722,82791.75,0,181041.8,0,27.12118017,0,674.3079657,94,173
1,3,0,4.3107991,7,-0.39867809,-0.88582069,0,0,10.620722,48194,0,127944,0,27.2575157,0,618.2832348,131,167
1,2,0,3.7612002,6,,-0.88582069,1,1,10.620722,59583.25,0,134375,0,27.12118017,0,674.3079657,94,173
0,0,14,3.713572,3,,-0.88582069,1,1,12.214085,80125,0,188875,0,,,,,
1,1.625,7.25,4.1343908,5.875,-0.035353921,-0.88582069,1,1,12.214085,32950,0,92750,0,,,,,
1,1.75,5.5,2.6377091,2.625,,-0.88582069,1,1,12.214085,75667,0,183333,0,,,,,
1,6,0,4.4308167,7,2.5079329,-0.88582069,1,1,9.6030502,51778,0,132944,0,27.2575157,0,618.2832348,131,167
1,2,11.857142,4.139483,6.4285712,0.43178093,-0.88582271,1,1,9.6030502,50313,0,124583,0,27.2575157,0,618.2832348,131,167
0.91666669,2,9.5,2.6420374,2.0833333,,-0.88582188,1,1,9.6030502,59166.5,0,146666.8,0,27.12118017,0,674.3079657,94,173
1,2,0,3.1354942,3,,-0.88582069,1,1,9.6030502,59583.25,0,134375,0,27.12118017,0,674.3079657,94,173
1,2.2857144,1,2.8830063,2,,0.46153364,0.42857143,0.42857143,35.307743,79312.5,0,158750,0,27.12118017,0,744.3947083,94,172
1,2,3,4.1190372,6,-0.39868104,-0.88582069,1,1,35.307743,50313,0,124583,0,27.2575157,0,732.5681087,23,169
1,2.5,0,3.3842466,2.5,,-0.88582784,0.5,0.5,35.307743,59166.5,0,146666.8,0,27.12118017,0,744.3947083,94,172
0.83333331,1.5,14.166667,4.2441025,6.3333335,-0.39868104,0.68609273,0.33333334,0.33333334,35.307743,36000,0,120000,0,27.2575157,0,732.5681087,23,169
1,5,0,1.6094379,2,,-0.88582069,1,1,35.307743,73033.398,0,144749.8,0,27.12118017,0,744.3947083,94,172
0.84615386,1.6923077,9.5384617,2.4463861,2.3076923,,0.081506595,1,1,53.307472,79313.492,0,191511.91,0,27.44365186,0,1016.287544,6,161
0,0,0,3.9120231,6,-0.39868104,-0.88582069,0,0,53.307472,39500,0,119471.43,0,26.72087721,0,670.8261059,23,180
0.55555558,1,13.555555,4.0789165,6.2222223,-0.39868072,0.86074877,1,1,53.307472,35014.715,0,98982.43,0,26.72087721,0,670.8261059,23,180
1,1,0,3.3322046,3,,-0.88582069,0,0,53.307472,83778.57,0,206900,0,26.64877809,0,712.5410397,30,164
1,2,0,4.0943446,7,-0.39868104,-0.88582069,1,1,53.307472,40200,0,205214.28,0,26.72087721,0,670.8261059,23,180
1,1,0,2.9957323,2,,2.2580109,1,1,53.307472,81873.461,0.14285715,183988.22,0,26.64877809,0,712.5410397,30,164
0,0,0,2.0794415,2,,2.2580109,1,1,53.307472,58500.145,0,135178.5,0,26.64877809,0,712.5410397,30,164
1,2,0,4.4942389,7,-0.39868096,-0.88582069,1,1,98.873672,40756.5,0,122489.34,0,26.7267337,0,857.5823396,121,154
0.25,0.25,3.125,3.9784143,4.875,-0.39868101,1.8650302,0.75,0.75,98.873672,36833.332,0,119166.66,0,26.7267337,0,857.5823396,121,154
0.5714286,0.5714286,4.8571429,2.6903589,2.8571429,,1.3597733,0.85714287,0.85714287,98.873672,58056.301,0,153305.34,0,26.78650331,0,696.7425026,69,164
0,0,13,3.198673,4,-0.39868104,2.2580109,1,1,98.873672,42673.5,0,149513.83,0,26.7267337,0,857.5823396,121,154
1,1,11,3.1701798,2.5,,2.2580109,1,1,98.873672,59701.457,0,125423.59,0,26.78650331,0,696.7425026,69,164
0.5,0.5,5,3.3784661,3.5,,-0.88582069,1,1,117.25551,80125,0,188875,0,27.70564942,0,1100.159144,4,135
1,1.5,4.5,4.3532248,6.5,-0.39868107,-0.88582069,1,1,117.25551,35479,0,99167,0,26.95307518,0,997.4000235,64,144
1,1,12,3.1780539,4,,-0.88582069,1,1,117.25551,82791.75,0,181041.8,0,27.00609396,0,965.5309472,91,162
0.36363637,0.36363637,2.3636363,4.1085067,6.3636365,-0.39868104,1.6864052,1,1,117.25551,32950,0,92750,0,27.28051534,0,1069.502153,71,148
1,2.5,0,2.8279958,2,,-0.88582069,1,1,117.25551,75667,0,183333,0,27.70564942,0,1100.159144,4,135
0.45454547,0.45454547,4.909091,2.6369669,2.3636363,,0.96850997,1,1,117.25551,65500,0,179500,0,27.70564942,0,1100.159144,4,135
1,3,0,2.5649493,2,,-0.88582069,1,1,117.25551,57833.5,0,137708.25,0,27.00609396,0,965.5309472,91,162
0.66666669,1.25,6.75,2.3386166,2.3333333,,0.94807869,1,1,129.24733,55650,0,146888.91,0,,,,,
1,2.5,10.5,2.0126758,1,,0.68609512,1,1,129.24733,61566.699,0,123541.65,0,,,,,
0.63636363,0.72727275,1.2727273,4.2121167,6.5454545,-0.39868101,1.1147981,1,1,129.24733,40972.398,0,131811.2,0,,,,,
1,4,0,2.3025851,2,,-0.88582069,1,1,103.53821,77050,0,215000,0,,,,,
0.44444445,0.55555558,9,4.0051727,5.3333335,-0.39868101,1.9086946,1,1,103.53821,32500,0,96250,0,,,,,
0.5714286,0.85714287,6.1428571,2.3232558,1.5714285,,2.0281398,1,1,103.53821,59000,0,194000,0,,,,,
0.8888889,1.5555556,1.5555556,4.2956295,6.1111112,-0.39868069,0.51143616,0.22222222,0.22222222,99.202942,36666.668,0,121666.66,0,27.2575157,0,697.112224,23,167
0.8888889,1.6666666,3.3333333,2.0403216,1.4444444,,0.8607524,0.22222222,0.22222222,99.202942,59844.465,0,155360.88,0,27.12118017,0,717.8412467,94,171
1,1,7,1.9459101,2,,-0.88582069,1,1,99.202942,60944.5,0,125902.75,0,27.12118017,0,717.8412467,94,171
1,3,0,2.8332133,3,,2.2580109,1,1,120.91515,77050,0,215000,0,26.84579644,0,875.6188704,68,132
0.75,2.25,3.375,4.2351098,6.625,1.0546262,-0.099862799,0,0,120.91515,32577,0,96731,0,26.81870918,0,1115.201478,54,116
0.91666669,2.3333333,3.5,2.2989056,1.75,,0.028029287,0.083333336,0.083333336,120.91515,59000,0,194000,0,27.31214388,0,896.0788994,64,124
0.33333334,0.44444445,0,4.1886778,6,-0.39868101,1.2100623,1,1,41.408058,39583,0,121667,0,26.66970702,0,1117.371007,64,120
0.54545456,0.90909094,1.6363636,2.7059073,2.2727273,,0.82899261,1,1,41.408058,55000,0,150000,0,26.84068667,0,1061.055071,69,139
0,0,0,1.0986123,1,,2.2580109,1,1,41.408058,59167,0,196500,0,27.26019125,0,936.174762,41,123
0.33333334,0.33333334,8,4.077466,6,-0.39868,0.16211839,1,1,41.408058,40833,0,157500,0,26.66970702,0,1117.371007,64,120
0,0,10,3.5263605,3,,-0.88583499,1,1,41.408058,59000,0,194000,0,27.26019125,0,936.174762,41,123
0,0,35,3.6635616,4,,-0.88583499,1,1,27.11306,74694.438,0,199222.19,0,27.31214388,0,1052.714043,65,129
1,2,0,1.6094379,2,,-0.88582069,0,0,27.11306,78525,0,207500,0,26.84579644,0,1180.670364,69,142
1,1,7,2.6026897,3,,-0.88583499,0,0,27.11306,48500,0,142395.91,0,26.84579644,0,1180.670364,69,142
0,0,0,4.1510401,5,-0.39868096,-0.88582069,0,0,27.11306,30500,0,112500,0,26.7329703,0,1166.976375,64,124
0.125,0.125,8.125,3.5158348,4.75,-0.39868098,0.68608797,1,1,27.11306,33497,0,94134.5,0,26.81870918,0,1176.757807,54,134
0.42857143,0.42857143,1.7142857,2.6966043,2.7142856,,0.46152753,1,1,27.11306,56812.5,0,187000,0,27.31214388,0,1052.714043,65,129
0.5,0.5,4,3.8356633,5.5,-0.39868101,2.2580109,1,1,29.844816,30000,0,120000,0,26.7329703,0,951.8797996,64,136
0.40000001,0.40000001,1.2,2.3201873,2,,1.3074164,1,1,29.844816,53250,0,160666.41,0,26.84579644,0,1008.054618,68,140
1,1,0,3.4250171,3,,1.210067,1,1,29.844816,62500,0,120000,0,26.84579644,0,1008.054618,68,140
0,0,0,3.2204733,3,,0.68609512,1,1,177.79536,77050,0,215000,0,25.90655518,0,698.7887391,69,143
0,0,14.285714,4.129528,5.5714288,-0.39868101,2.2580109,1,1,177.79536,32577,0,96731,0,26.17241107,0,821.2924175,34,132
0.14285715,0.14285715,8.8571424,2.7765675,2.1428571,,1.3597692,1,1,177.79536,59000,0,194000,0,26.8149588,0,810.064102,42,129
0.40000001,0.5,1.7,4.057241,6.5,-0.39868045,-0.25706154,1,1,169.73486,37411.801,0,118288.2,0,22.66405002,0,969.6211482,64,128
1,1,3,3.5553482,3,,-0.88582069,1,1,169.73486,82639.391,0,194409.06,0,23.51475449,0,734.9753247,69,155
0.58333331,0.91666669,4,2.8767674,2.6666667,,-0.09986876,1,1,169.73486,48525,0,138000.08,0,23.51475449,0,734.9753247,69,155
1,1,2,4.2413268,7,-0.39868104,-0.88582069,1,1,169.73486,39384.602,0,167692.41,0,22.66405002,0,969.6211482,64,128
0,0,39,3.871201,6,-0.39868098,2.2580109,1,1,169.73486,38458,0,152625,0,22.66405002,0,969.6211482,64,128
0,0,28,2.1972246,2,,2.2580109,1,1,169.73486,56740,0,185400,0,23.10579125,0,672.5566358,67,150
0,0,7,2.9177706,2,,2.2580109,1,1,182.2243,77050,0,215000,0,26.2398671,0,836.879338,69,144
0.125,0.125,4.25,3.7513223,4.625,-0.39868104,2.2580109,1,1,182.2243,32500,0,96250,0,26.33895995,0,906.4843392,34,129
0.33333334,0.44444445,1.2222222,2.7209179,2.1111112,,1.5593801,1,1,182.2243,59000,0,194000,0,26.99138585,0,848.514157,76,140
0,0,0,1.9459101,2,,2.2580109,1,1,216.68652,51194.5,0,175138.8,0,24.86422971,0,865.5315933,69,149
0,0,0,2.1400661,2,,-0.88582069,1,1,216.68652,42472.332,0,160833.47,0,24.86422971,0,865.5315933,69,149
0,0,1.375,3.7583346,5.25,-0.39868101,2.2580109,1,1,216.68652,29000,0,116666.66,0,25.06246797,0,1130.792537,63,127
0,0,2.8333333,1.7229234,2.1666667,,1.7340366,1,1,216.68652,38683.332,0,146555.47,0,24.86422971,0,865.5315933,69,149
1,1,10,4.4998097,6,-0.39868104,-0.88582069,1,1,216.68652,33444.332,0,140000,0,25.06246797,0,1130.792537,63,127
0,0,0,4.051785,6,-0.39868104,2.2580109,1,1,194.1364,32229,0,97875,0,26.45760398,0,952.3485651,64,119
0.625,0.75,0.25,3.9535179,5.25,-0.39868101,-0.09987174,1,1,194.1364,32500,0,96250,0,26.52693366,0,726.2709132,58,138
0.77777779,1.1111112,3.8888888,2.8665092,1.7777778,,0.5114314,1,1,194.1364,59000,0,194000,0,27.14074507,0,658.6548351,67,145
0.44444445,1.4444444,5.6666665,4.0126624,6,-0.39868098,0.16211839,1,1,62.444283,41694.285,0,122828.57,0,25.39018725,0,1121.393012,64,122
0.44444445,1.1111112,5.3333335,2.3562758,2.2222223,,-0.53651404,1,1,62.444283,50684.5,0,140982.25,0,25.46883977,0,985.7437567,69,140
0,0,23,2.3978953,3,,2.2580109,1,1,62.444283,78868.609,0.5714286,197232.25,0,25.46883977,0,985.7437567,69,140
1,1,0,2.3513753,2,,-0.88582069,1,1,62.444283,55648.785,0,123779.75,0,25.46883977,0,985.7437567,69,140
1,1.5,1,4.0245538,6.5,-0.39868104,0.68609512,1,1,62.444283,41906,0,152889.58,0,25.39018725,0,1121.393012,64,122
1,1,0,2.8715014,2.5,,-0.88582784,1,1,62.444283,58851.25,0,123011.89,0,25.46883977,0,985.7437567,69,140
0.22222222,0.22222222,23.444445,3.8879888,5.2222223,-0.39868101,0.86074603,1,1,90.596916,32577,0,96731,0,26.15098624,0,1001.939901,35,128
0.2,0.2,9.1999998,2.291491,1.9,,1.0004725,1,1,90.596916,59000,0,194000,0,26.84202664,0,762.9010952,62,129
1,1,0,4.3174882,8,-0.39868104,-0.88582069,1,1,77.083229,38073,0,126319.66,0,26.72087721,0,1082.45381,64,120
1,2,0,3.3322046,3,,-0.88582069,1,1,77.083229,51736.082,0,146666.8,0,26.64877809,0,939.169189,69,138
0,0,6,3.8818657,4.3333335,-0.39868098,1.2100623,1,1,77.083229,33333.332,0,120833.34,0,26.72087721,0,1082.45381,64,120
0.22222222,0.33333334,6.5555553,4.056355,6,-0.39868101,0.51142985,1,1,77.083229,30166.666,0,128333.34,0,26.72087721,0,1082.45381,64,120
0.5,0.5,5.5,2.6282415,2.4285715,,0.68608999,1,1,77.083229,56547.234,0,158013.64,0,26.64877809,0,939.169189,69,138
1,2,21,2.4299064,1.5,,-0.88582069,1,1,16.354288,76716.664,0,199949.98,0,,,,,
1,2.3333333,6,4.1854386,6,0.5701912,0.16212316,0.66666669,0.66666669,16.354288,33529,0,98391.797,0,,,,,
0,0,42,2.0794415,1,,2.2580109,1,1,16.354288,80190,0,211220,0,,,,,
0.2857143,0.42857143,5.7142859,4.1429076,6,-0.39868101,1.3597713,1,1,16.354288,31979.4,0,93577,0,,,,,
0.40000001,0.60000002,13.6,2.6758637,2,,1.6292431,1,1,16.354288,61600,0,188200,0,,,,,
0.30000001,0.30000001,6.0999999,4.0679088,5.9000001,-0.39868101,1.1539459,0.1,0.1,18.151157,39583,0,121667,0,,,,,
0.71428573,0.85714287,1.7142857,2.4381993,1.8571428,,0.68077725,0.14285715,0.14285715,18.151157,55000,0,150000,0,,,,,
0.2,0.2,5.8000002,2.488955,2,,2.2580109,0,0,18.151157,50250,0,146666.8,0,,,,,
0.66666669,1,15.666667,2.174031,2,,2.2580109,1,1,18.151157,76363.75,1,201666.8,0,,,,,
0.5,0.5,3,3.6326275,4,-0.39868101,0.68608797,1,1,18.151157,40833,0,157500,0,,,,,
0.33333334,0.44444445,0.55555558,4.0340047,5.1111112,-0.39868104,1.9086946,1,1,51.92807,38571,0,93214,0,,,,,
0,0,26,3.48124,5,-0.39868096,2.2580109,1,1,51.92807,37500,0,104167,0,,,,,
0.66666669,0.77777779,6.8888888,2.8755941,2.1111112,,1.2100623,1,1,51.92807,73917,0,166667,0,,,,,
0,0,7,3.1354942,3,,2.2580109,1,1,51.92807,55041.75,0,117125,0,,,,,
0.125,0.125,7.625,4.0509586,6.625,-0.39868098,1.0790722,1,1,18.753159,33500,0,111250,0,26.54318046,0,1051.44354,64,138
0.38461539,0.69230771,10.923077,2.4936907,2.3076923,,1.7743467,0.92307693,0.92307693,18.753159,46750,0,138125,0,26.83046713,0,880.796259,72,158
