"","mkt","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01"
"1","Gulu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1066.6667,1067,1200,888,700,773,811,800,892,693,867,992,1342,1233,1054,867,767,813,929,967,950,950,1000,1033,1139,1000,1130,944.67,1000,907,1000,984,956,850,988,990,1038,1050,1066.6667,750,662.5,1300,950,800,530,1000,1000,1500,1500,1500,1200,1000,1000,1000,1500,1833,1000,1000,1000,1200,1400,1000,1000,1133,1000,1200,1100,1200
"2","Iganga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,975,850,1150,988,1000,743,786,750,718,700,747,820,1178,1150,920,740,549,599,705,770,1150,750,800,800,833.3,800,710,700,741.5,855,950,1000,737,640,809,910,938,933,740,537.5,487.5,475,550,500,800,1000,800,1500,1000,1000,638,500,625,838,1000,800,682.5,730,800,1075,1000,1300,1000,1000,1200,1275,1478,1300
"3","Jinja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,760,1000,1300,683,600,655,677,637,586,584,625,813,1121,1000,942,825,775,608,680,692,675,715,790,711.8,608.3,790,603,606.25,625,772,850,1084,728,750,700,930,1150,1067,850,800,600,638,600,500,700,700,700,933,900,933,1125,975,800,800,900,900,875,900,1000,1000,825,1025,1033,975,975,1000,1100,1200
"4","Kapchorwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,950,1000,1100,834,700,685,747,733,600,625,650,833,1067,950,1150,825,500,561,683,717,650,650,900,900,900,900,900,800,800,800,834,800,733,750,900,940,1000,1000,1000,600,600,588,600,500,700,700,700,933,900,933,1125,975,800,800,900,900,875,900,1000,1000,825,1025,1033,975,975,1000,1100,1200
"5","Kiboga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,735,823,1300,966,650,721,691,867,540,423,509,530,884,850,830,790,450,433,549,575,647.5,642.5,788.3,600,553.3,788.3,600,520,590,700,1167,684,554,850,1000,725,1000,983,750,800,825,1000,950,800,800,1000,800,1500,1500,1200,1350,1200,1133,1200,1200,1371,1333,1275,1250,1250,1250,1325,1300,1250,1275,1450,1478,1583
"6","Lira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.3333,950,1000,1333,1050,700,685,747,733,600,625,650,833,1067,950,1150,825,500,561,683,717,650,650,900,804.25,700,900,753.2,650,700,787,834,800,733,750,796,830,888,900,800,600,600,588,487.5,500,550,600,650,550,1000,933,988,1000,825,700,1000,900,850,1000,1000,1000,825,1025,1033,1000,1000,1000,1100,1200
"7","Mbarara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1400,1400,1625,1288,1700,1059,1169,1500,1315,1250,1227,1508,1604,1650,1700,1534,1450,1387,1225,1467,1350,1275,1140,1400.3,1396.8,1140,1126.6,1366.75,1250,1500,1500,1500,1322,1167,1208,1210,1350,1267,1430,1500,662.5,1300,600,500,1275,1050,1425,1550,1725,1350,1450,1525,650,800,900,1833,567,750,800,900,1000,1075,1150,1200,1300,1200,1150,1200
"8","Owino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,1150,1300,1075,767,800,815,824,867,749,712,750,1054,1167,1200,1025,856,792,770,800,884,900,950,1000,1000,900,1000,894.6,916.75,933.5,775,1167,1184,833,850,1000,1000,1000,983,750,800,825,1000,950,800,800,1000,800,1500,1500,1200,1350,1200,1133,1200,1200,1371,1333,1275,1250,1250,1250,1325,1300,1250,1275,1450,1478,1583
