"","mkt","2008-01-01","2008-01-08","2008-01-15","2008-01-22","2008-01-29","2008-02-05","2008-02-12","2008-02-19","2008-02-26","2008-03-04","2008-03-11","2008-03-18","2008-03-25","2008-04-01","2008-04-08","2008-04-15","2008-04-22","2008-04-29","2008-05-06","2008-05-13","2008-05-20","2008-05-25","2008-06-03","2008-06-10","2008-06-17","2008-06-24","2008-07-01","2008-07-08","2008-07-15","2008-07-22","2008-07-29","2008-08-05","2008-08-12","2008-08-19","2008-08-26","2008-09-02","2008-09-09","2008-09-16","2008-09-23","2008-09-30","2008-10-07","2008-10-14","2008-10-21","2008-10-28","2008-11-04","2008-11-11","2008-11-18","2008-11-25","2008-12-02","2008-12-09","2008-12-16","2008-12-23","2008-12-30","2009-01-06","2009-01-13","2009-01-20","2009-01-27","2009-02-03","2009-02-10","2009-02-17","2009-02-24","2009-03-03","2009-03-10","2009-03-17","2009-03-24","2009-03-31","2009-04-07","2009-04-14","2009-04-21","2009-04-26","2009-05-05","2009-05-12","2009-05-19","2009-05-26","2009-06-03","2009-06-10","2009-06-17","2009-06-24","2009-06-30","2009-07-07","2009-07-14","2009-07-21","2009-07-28","2009-08-04","2009-08-11","2009-08-18","2009-08-25","2009-09-01","2009-09-08","2009-09-15","2009-09-22","2009-09-29","2009-10-06","2009-10-13","2009-10-20","2009-10-27","2009-11-03","2009-11-10","2009-11-17","2009-11-24","2009-12-01","2009-12-08","2009-12-13","2009-12-20","2009-12-27","2010-01-05","2010-01-12","2010-01-19","2010-01-26","2010-02-02","2010-02-09","2010-02-16","2010-02-23","2010-03-02","2010-03-09","2010-03-16","2010-03-23","2010-03-30","2010-04-06","2010-04-13","2010-04-20","2010-04-25","2010-05-04","2010-05-11","2010-05-18","2010-05-25","2010-06-01","2010-06-08","2010-06-15","2010-06-22","2010-06-29","2010-07-06","2010-07-13","2010-07-20","2010-07-27","2010-08-03","2010-08-10","2010-08-17","2010-08-24","2010-08-31","2010-09-07","2010-09-14","2010-09-21","2010-09-26","2010-10-05","2010-10-12","2010-10-19","2010-10-26","2010-11-02","2010-11-09","2010-11-16","2010-11-23","2010-11-30","2010-12-07","2010-12-14","2010-09-19","2010-12-28","2011-01-04","2011-01-11","2011-01-18","2011-01-25","2011-02-01","2011-02-08","2011-02-15","2011-02-22","2011-02-27","2011-03-06","2011-03-13","2011-03-20","2011-03-27","2011-04-05","2011-04-12","2011-04-19","2011-04-26","2015-11-29","2015-12-06","2015-12-13","2015-12-20","2015-12-27","2015-11-01","2015-11-08","2015-11-15","2015-11-22","2016-04-03","2016-04-10","2016-04-17","2016-04-24","2016-01-31","2016-02-07","2016-02-14","2016-02-21","2016-01-03","2016-01-10","2016-01-17","2016-01-24","2016-07-03","2016-07-10","2016-07-17","2016-07-24","2016-05-29","2016-06-05","2016-06-12","2016-06-19","2016-06-26","2016-02-28","2016-03-06","2016-03-13","2016-03-20","2016-03-27","2016-05-01","2016-05-08","2016-05-15","2016-05-22","2016-07-31","2016-08-07","2016-08-14","2016-08-21","2016-10-02","2016-10-09","2016-10-16","2016-09-04","2016-09-11","2016-09-18","2016-12-04","2016-12-11","2016-12-18","2016-12-25","2017-04-02","2017-04-09","2017-04-16","2017-01-29","2017-02-05","2017-02-12","2017-02-19","2017-01-01","2017-01-08","2017-01-15","2017-01-22","2017-02-26","2017-03-05","2017-03-12","2017-03-19","2017-04-30","2017-05-07","2017-05-14","2017-05-21"
"64","LUCHENZA"," 130.00"," 130.00"," 130.00"," 130.00"," 140.00",NA," 155.00",NA," 165.00"," 165.00"," 165.00"," 150.00"," 150.00"," 165.00"," 165.00"," 150.00"," 155.00"," 155.00"," 155.00"," 155.00"," 160.00",NA,NA," 160.00",NA,"24"," 145.00"," 155.00"," 155.00"," 160.00"," 160.00"," 160.00"," 160.00"," 160.00"," 165.00",NA,NA,NA," 170.00"," 175.00"," 175.00"," 180.00"," 180.00",NA," 185.00"," 185.00"," 180.00"," 190.00"," 200.00"," 200.00"," 200.00"," 200.00",NA,NA,NA,NA," 202.22"," 202.22"," 203.44"," 202.22"," 196.67",NA,NA,NA," 193.33"," 200.00"," 197.78",NA,NA,NA," 193.33"," 194.05"," 183.33"," 191.24",NA," 188.33"," 174.12"," 169.28"," 166.41"," 149.86"," 158.93"," 159.22"," 156.66",NA," 155.94"," 163.19"," 158.71",NA," 150.00"," 134.44"," 141.11"," 145.03"," 138.41"," 148.91"," 146.67","27"," 147.05"," 154.91"," 146.67"," 146.57"," 146.67",NA,NA,NA,NA," 163.33"," 154.19"," 158.68"," 156.62"," 161.18"," 168.57"," 168.20"," 158.42"," 166.36"," 168.95",NA,"23",NA," 164.89"," 160.42"," 160.40",NA," 161.47"," 161.04"," 162.15"," 164.19"," 164.82",NA,NA,"22"," 150.42",NA,"13",NA,NA,NA,"10"," 138.00"," 142.27"," 143.33"," 143.33"," 142.84"," 140.68",NA,NA," 144.98"," 145.63",NA," 166.57",NA,"11"," 165.13"," 166.67"," 166.67"," 168.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 628.67",NA," 686.95",NA,NA," 574.85",NA," 605.86"," 612.75",NA,NA,NA,NA,NA,NA,NA,NA," 786.72"," 987.42","1000.00",NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,"1000.00","1000.00","1000.00","1000.00","1000.00","1000.00",NA," 775.47"," 791.30",NA,NA,NA,NA," 850.40","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 782.30"," 698.04"
"65","MIGOWI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,"20","27",NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","21",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,"158.33","176.60","27",NA,"158.42","160.75","160.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"183.34","180.00",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,"10",NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.31","11","23",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","17",NA,NA,NA,NA,"24",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","PHALOMBE"," 151.82"," 150.30"," 153.16"," 155.67",NA,NA," 186.72"," 168.41"," 149.05"," 116.91"," 161.59"," 161.59"," 161.59"," 114.27"," 109.49"," 101.68"," 110.30"," 118.60"," 112.78",NA," 121.48",NA,NA,NA," 116.38"," 118.64"," 124.82"," 127.56"," 130.96"," 130.79"," 132.09"," 198.48"," 140.93",NA,NA," 140.61"," 152.76",NA,NA," 154.82"," 179.33"," 180.53",NA," 180.74","11"," 120.49"," 123.64"," 219.79"," 218.64"," 120.72",NA,NA,NA,NA,NA," 220.49"," 217.96"," 130.39"," 250.79",NA,NA," 252.06",NA," 253.96"," 242.54",NA," 236.98"," 207.78",NA,NA,NA," 197.30"," 213.89","26"," 200.93",NA," 200.65"," 180.21"," 101.36"," 187.85"," 186.43"," 191.56",NA," 212.87"," 210.49"," 208.59"," 201.27",NA," 204.51"," 200.46","22",NA," 210.98"," 218.82"," 215.74","27"," 215.76"," 213.60"," 209.87"," 187.43"," 190.89"," 189.58",NA,NA,NA," 198.35"," 201.45"," 201.89"," 209.79"," 209.83"," 201.74"," 202.22"," 209.87"," 206.66"," 215.69"," 218.79",NA," 216.27",NA,NA,NA,NA," 250.48"," 183.79"," 201.89",NA,NA," 205.54",NA," 265.45"," 152.77"," 150.84",NA," 168.28"," 150.79",NA,NA," 187.68"," 198.73",NA,NA,NA," 189.63",NA,NA," 210.97",NA,NA,NA," 225.95"," 195.56"," 200.98",NA,NA,NA,NA,NA,NA," 238.39"," 241.36"," 240.61",NA," 250.67",NA,NA,NA,NA,NA,NA,NA," 250.48"," 255.28"," 237.19"," 240.38",NA,NA,NA,NA,NA," 718.18"," 700.00"," 700.00"," 715.45","1000.00","1100.00","1075.85","1000.00",NA,NA,NA,NA,NA,"10"," 870.56",NA,NA,"1000.00",NA,"1000.00"," 970.50"," 900.50"," 960.30",NA,"1000.00"," 910.00"," 900.00"," 906.43"," 910.25",NA,"1000.00"," 985.75"," 950.70",NA,NA,"1000.00",NA,NA,"1100.38","1000.00","1100.00",NA,"1000.00","1000.00",NA,NA,NA,NA," 970.00"," 900.00"," 900.00"," 950.15"," 900.00"," 950.55"," 900.20","1000.00"," 980.55","1050.20","1000.00",NA," 900.00"," 950.00"," 985.86"," 800.00"," 800.00"," 800.00"," 800.00"
"67","MULOZA",NA,NA,"120.00","120.00",NA,"136.11","136.11","125.00","150.00","150.00","140.00","140.00","140.00","140.00","140.00","140.00","140.00","120.00","120.00","120.00","120.00",NA,NA,NA,"140.00",NA,"140.00","140.00","140.00","140.00","150.00","160.00","160.00","160.00",NA,"160.00","160.00","160.00","170.00",NA,"166.67","168.89","169.72",NA,"11","171.83","170.08","170.02","190.00","182.19",NA,NA,NA,NA,"204.76","200.00","200.00","200.00","197.85","173.35","181.86",NA,"163.70","155.81","154.12","156.20","146.57","158.13","193.33",NA,"179.47","157.39","156.67",NA,"152.77","155.02","160.27","158.77","158.55","154.56","158.32","157.39","156.04","159.22","157.77","155.17","151.72","146.09",NA,"144.89","125.49","140.17","143.76","147.19","149.75","147.25","148.92","149.40","147.78","148.85","162.74","156.39",NA,NA,NA,"152.18","155.14","164.92","157.10","154.98","157.14","155.71","151.24","160.13","165.38","157.91","156.67","160.05","159.18",NA,"20",NA,"153.58","151.39","151.39","153.33","149.14","138.41","138.41","149.89","152.95","151.28","151.28","157.82","153.25",NA,"10",NA,"24","139.22","138.10",NA,"148.49",NA,"142.16","147.21","145.10","26","149.19","143.73","11",NA,NA,NA,"141.11",NA,NA,"145.10",NA,"18","25",NA,NA,"159.99","152.19",NA,NA,NA,NA,NA,"145.56","141.75","145.56","147.28",NA,"659.41","743.75","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725.56","789.82","815.07","893.33",NA,NA,NA,NA,NA,NA,"12",NA,NA,"28",NA,NA,NA,NA,"893.12","855.56","823.77","805.19",NA,NA,NA,NA,NA,"10","10",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA
"68","CHIKWAWA",NA,NA,"223.40","223.40","219.87","204.08",NA,"205.17","209.17","212.06","210.98",NA,NA,NA,NA,"162.48","162.48","168.37","166.15","165.88","167.02",NA,NA,"295.31","296.00","200.00","202.11","202.11","201.86","200.55","203.48","203.48",NA,"162.04","162.04","162.04","160.64","176.92","190.60","178.65",NA,"177.19","175.49",NA,"280.00",NA,"280.00","280.00",NA,NA,NA,NA,NA,NA,"280.03","421.88","420.70","305.88","305.88","305.88",NA,"305.88","305.88","305.88","24","305.88",NA,"305.88",NA,NA,"305.88","397.06","397.06",NA,"386.28","357.35",NA,NA," 98.51"," 99.39","184.21","188.26","178.59","186.67","184.10","165.79",NA,"186.67",NA,"188.10","183.98","185.23",NA,"183.18","181.24","176.79","11","177.21","179.14",NA,NA,NA,NA,NA,NA,NA,NA,"226.08","255.73",NA,"227.14","227.19","129.97","228.74",NA,NA,"208.96",NA,"209.04","209.68","211.61",NA,"262.41",NA,"263.14","260.93",NA,NA,"260.95","261.24",NA,NA,NA,NA,NA,NA,NA,NA,"24","198.53","196.16","194.87",NA,NA,"195.11","10",NA,"26",NA,NA,"203.14","208.94",NA,"205.67","207.79",NA,NA,"210.24","222.97","18","221.63",NA,NA,NA,"224.18",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"720.17","718.89","713.13",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","19",NA,NA,"15","22",NA,NA,"12",NA,NA,NA,"14",NA
"69","NGABU",NA,NA,NA,"155.00","155.00",NA,"140.00","120.00","100.00","110.00","100.00","100.00","100.00"," 90.00"," 90.00","100.00","100.00"," 90.00"," 90.00","110.00","120.00",NA,"125.00","125.00","130.00","130.00",NA,"120.00","120.00","135.00","140.00","160.00","150.00","140.00",NA,NA,"162.38","160.44","165.22","172.38","148.31","138.21","137.40","120.97","115.83",NA,"116.73","121.26",NA,"116.28",NA,"119.52","126.17","130.19","135.96","120.00","122.49","123.97",NA,"126.05","118.52",NA,"125.37","120.48","130.00",NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,"100.00"," 80.63"," 75.25",NA," 75.13"," 70.67"," 80.56"," 76.53"," 79.55"," 80.49"," 81.77",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,"11","11","131.26","136.72","139.19","135.92",NA,NA,NA,"135.92",NA,NA,NA,"148.96",NA,NA,"228.06",NA,NA,NA,NA,"135.91",NA,"125.14",NA,NA,NA,NA,NA," 95.49"," 91.25",NA,NA,NA,NA,NA,NA,NA,NA," 97.14","108.29",NA,NA,"110.12","107.25",NA,"166.67",NA,NA,"160.48",NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,"175.04","180.23",NA,NA,"25",NA,NA,NA,"151.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"668.89",NA,NA,NA,"659.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"670.48",NA,"675.56",NA,NA,NA,NA,"722.22",NA,NA,"12",NA,NA,"695.56","704.47","709.91","713.14",NA,NA,NA,NA,NA,"723.32","718.17",NA,NA,"10","10","10","727.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,"15",NA,NA,NA,"12",NA,NA,NA,"14",NA
"70","NCHALO","147.86","147.86","147.86","147.86",NA,"147.86","147.86","147.86","147.86","142.00","157.50","140.00","142.00","142.00","130.00","130.00","130.00","130.00","130.00","130.00","130.00",NA,"150.00","181.25","220.00","181.25","142.50","181.25","181.25","181.25","120.00","180.00","210.00","166.67","166.67","166.67",NA,"166.67","166.67",NA,NA,"166.67","166.67","166.67","166.67","166.67","18","166.56","166.67",NA,NA,NA,NA,"248.57","248.57","245.57","192.38","198.09","201.67","201.67","203.43","205.76","207.14","208.14","208.14","212.56",NA,"216.36","210.52",NA,"187.50","181.25",NA,"204.76","202.38","169.52",NA,"180.95","160.00","121.43","133.33","134.05","128.57","139.05","112.60","112.50",NA,NA,NA,NA,NA,NA,"115.63","135.71","135.71","142.50","139.29","130.49","135.75",NA,"171.43","180.00",NA,NA,NA,NA,NA,"195.00",NA,"210.00","229.85","203.57","214.29","202.90","205.88","202.90","200.00",NA,"220.59",NA,"205.88",NA,"184.33","227.03","173.91","165.22","182.61","173.91",NA,"140.93","151.45",NA,NA,NA,NA,NA,"10",NA,NA,"147.06","142.86",NA,"137.68",NA,NA,"105.52","147.06",NA,NA,"181.62",NA,"23",NA,"187.12",NA,NA,"181.52","191.18","188.41","231.88","228.26","216.18","213.04",NA,"247.06",NA,NA,NA,NA,NA,NA,NA,"213.04",NA,NA,NA,"670.02",NA,NA,NA,NA,"657.98","664.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"681.10","677.78",NA,"719.89","716.26","711.11","715.18",NA,NA,"12",NA,NA,"697.47","699.98","715.18","713.14",NA,NA,NA,NA,NA,"720.96","721.42",NA,NA,NA,"10","10","751.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,"15",NA,NA,NA,"12",NA,NA,NA,"14",NA
"71","BANGULA","153.18","153.18","153.18",NA,NA,NA,NA,"194.91",NA,"121.43","121.43","121.43","121.43","121.43","133.26","143.21","143.21","143.21","143.21","136.36","136.36",NA,NA,"136.36","159.09","163.64","163.64","172.73","188.30","188.30","188.30","188.30",NA,"156.03","187.16","188.30","188.30",NA,"188.30","180.30","180.00",NA,"198.34","218.18","218.18","210.22","210.22","194.29","194.29","194.24","262.77","192.86",NA,"209.23","212.21","250.07","250.07","270.00","240.00","260.00","240.00","240.00","240.00","249.74","249.74",NA,"229.74","249.75","249.75",NA,"249.75","249.75","249.75","206.67","188.64","188.69","188.54",NA,"190.56","186.67","186.67","185.71","210.00","185.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"140.00","205.00","208.33","186.67","186.67","226.67","226.67",NA,NA,NA,NA,"214.29","200.00","213.33","213.33",NA,"278.69",NA,"186.67","206.06","212.12","250.00","212.12",NA,NA,"213.33",NA,NA,NA,"229.29","229.43",NA,"198.33","190.91",NA,"207.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"218.18","218.18",NA,NA,"215.63","252.63",NA,NA,"232.73","160.00","173.33","233.73",NA,"243.99",NA,"241.07","243.99","245.45","245.45","214.07","272.73","272.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"813.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","915.25",NA,NA,"15",NA,NA,NA,"12",NA,NA,NA,"14",NA
"72","NSANJE","  75.000"," 170.000"," 212.000"," 212.500"," 212.500"," 212.500",NA,NA," 170.000"," 170.000"," 170.000"," 127.500"," 127.500"," 127.500"," 148.750"," 148.750"," 148.750"," 148.750"," 149.380"," 176.670"," 176.670",NA,NA," 169.410"," 190.000"," 141.670"," 141.670"," 146.670"," 146.670"," 146.670"," 146.670"," 146.670"," 146.670"," 146.670"," 146.670"," 146.670"," 160.000"," 160.000"," 169.640"," 160.000",NA," 180.000"," 180.000"," 200.000"," 200.000"," 200.000"," 200.000"," 200.000"," 200.000"," 200.000"," 240.000",NA,NA,NA," 262.500"," 327.500"," 332.920"," 325.830"," 332.920"," 332.920"," 342.920"," 342.920"," 332.920"," 332.920"," 319.580"," 319.580"," 319.580"," 285.420"," 319.580",NA," 319.580"," 319.000"," 319.580"," 244.170"," 244.170"," 262.640"," 240.280"," 230.178"," 201.530"," 219.850"," 220.740"," 235.850"," 238.470"," 289.840"," 238.250"," 261.750",NA,NA,NA,NA,NA,NA," 226.350"," 226.350"," 229.370"," 205.080"," 221.270"," 168.020"," 173.410"," 170.710"," 165.320"," 164.760",NA,NA,NA," 188.890"," 186.190"," 194.290"," 193.020"," 161.900"," 190.000"," 186.030"," 180.600",NA," 252.060"," 252.060"," 257.460"," 254.760"," 256.800"," 260.640"," 220.440",NA," 247.780"," 190.710"," 188.010"," 174.660"," 193.810",NA,NA,NA," 180.280",NA," 199.320"," 177.200",NA," 232.430"," 119.000"," 203.690",NA," 186.670"," 227.560"," 231.670",NA,NA," 230.260"," 234.780"," 234.420"," 240.450"," 259.210"," 247.400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA," 240.180"," 266.670"," 239.200"," 244.370",NA,NA,NA,NA,NA," 181.350"," 180.300","19",NA,NA,NA,NA,"12",NA," 767.200"," 778.530"," 788.570"," 808.600"," 845.580"," 837.840"," 805.410"," 805.420"," 889.210"," 892.090"," 884.740"," 896.230"," 860.430"," 871.680"," 877.040"," 880.580"," 734.330"," 740.260"," 743.170"," 737.340"," 702.160"," 696.400"," 722.770"," 731.510",NA," 903.600"," 895.890"," 895.540"," 893.950"," 891.100"," 791.370"," 762.590"," 766.830"," 766.550"," 737.340"," 791.010"," 744.570"," 749.820",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,"2036.880","2025.530","2000.000","2361.360","2421.470","2370.050","2381.460","2368.230","2440.430","2361.360","2389.980",NA,"2121.460","2005.990","1989.950","1742.050","1521.190","1511.070","1489.170"
"73","CHILINGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,"12",NA," 630.00"," 700.00"," 700.00"," 700.00"," 700.00"," 700.00"," 700.00"," 700.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000.00","1000.00","1000.00"," 920.50",NA,NA,NA,NA,NA,NA," 957.55",NA,NA," 750.00"," 750.00"," 750.00",NA,"11",NA,NA,NA,NA,NA," 700.00"," 670.00"," 600.00"," 850.00"," 850.00"," 850.00"," 850.00",NA,NA,"15",NA," 850.00"," 800.00"," 800.00"," 800.00"," 500.00"," 500.00"," 500.00"," 500.00"
