"","mkt","2008-01-01","2008-01-08","2008-01-15","2008-01-22","2008-01-29","2008-02-05","2008-02-12","2008-02-19","2008-02-26","2008-03-04","2008-03-11","2008-03-18","2008-03-25","2008-04-01","2008-04-08","2008-04-15","2008-04-22","2008-04-29","2008-05-06","2008-05-13","2008-05-20","2008-05-25","2008-06-03","2008-06-10","2008-06-17","2008-06-24","2008-07-01","2008-07-08","2008-07-15","2008-07-22","2008-07-29","2008-08-05","2008-08-12","2008-08-19","2008-08-26","2008-09-02","2008-09-09","2008-09-16","2008-09-23","2008-09-30","2008-10-07","2008-10-14","2008-10-21","2008-10-28","2008-11-04","2008-11-11","2008-11-18","2008-11-25","2008-12-02","2008-12-09","2008-12-16","2008-12-23","2008-12-30","2009-01-06","2009-01-13","2009-01-20","2009-01-27","2009-02-03","2009-02-10","2009-02-17","2009-02-24","2009-03-03","2009-03-10","2009-03-17","2009-03-24","2009-03-31","2009-04-07","2009-04-14","2009-04-21","2009-04-26","2009-05-05","2009-05-12","2009-05-19","2009-05-26","2009-06-03","2009-06-10","2009-06-17","2009-06-24","2009-06-30","2009-07-07","2009-07-14","2009-07-21","2009-07-28","2009-08-04","2009-08-11","2009-08-18","2009-08-25","2009-09-01","2009-09-08","2009-09-15","2009-09-22","2009-09-29","2009-10-06","2009-10-13","2009-10-20","2009-10-27","2009-11-03","2009-11-10","2009-11-17","2009-11-24","2009-12-01","2009-12-08","2009-12-13","2009-12-20","2009-12-27","2010-01-05","2010-01-12","2010-01-19","2010-01-26","2010-02-02","2010-02-09","2010-02-16","2010-02-23","2010-03-02","2010-03-09","2010-03-16","2010-03-23","2010-03-30","2010-04-06","2010-04-13","2010-04-20","2010-04-25","2010-05-04","2010-05-11","2010-05-18","2010-05-25","2010-06-01","2010-06-08","2010-06-15","2010-06-22","2010-06-29","2010-07-06","2010-07-13","2010-07-20","2010-07-27","2010-08-03","2010-08-10","2010-08-17","2010-08-24","2010-08-31","2010-09-07","2010-09-14","2010-09-21","2010-09-26","2010-10-05","2010-10-12","2010-10-19","2010-10-26","2010-11-02","2010-11-09","2010-11-16","2010-11-23","2010-11-30","2010-12-07","2010-12-14","2010-09-19","2010-12-28","2011-01-04","2011-01-11","2011-01-18","2011-01-25","2011-02-01","2011-02-08","2011-02-15","2011-02-22","2011-02-27","2011-03-06","2011-03-13","2011-03-20","2011-03-27","2011-04-05","2011-04-12","2011-04-19","2011-04-26","2015-11-29","2015-12-06","2015-12-13","2015-12-20","2015-12-27","2015-11-01","2015-11-08","2015-11-15","2015-11-22","2016-04-03","2016-04-10","2016-04-17","2016-04-24","2016-01-31","2016-02-07","2016-02-14","2016-02-21","2016-01-03","2016-01-10","2016-01-17","2016-01-24","2016-07-03","2016-07-10","2016-07-17","2016-07-24","2016-05-29","2016-06-05","2016-06-12","2016-06-19","2016-06-26","2016-02-28","2016-03-06","2016-03-13","2016-03-20","2016-03-27","2016-05-01","2016-05-08","2016-05-15","2016-05-22","2016-07-31","2016-08-07","2016-08-14","2016-08-21","2016-10-02","2016-10-09","2016-10-16","2016-09-04","2016-09-11","2016-09-18","2016-12-04","2016-12-11","2016-12-18","2016-12-25","2017-04-02","2017-04-09","2017-04-16","2017-01-29","2017-02-05","2017-02-12","2017-02-19","2017-01-01","2017-01-08","2017-01-15","2017-01-22","2017-02-26","2017-03-05","2017-03-12","2017-03-19","2017-04-30","2017-05-07","2017-05-14","2017-05-21"
"52","MANGOCHI"," 200.00"," 200.00"," 210.00"," 210.00"," 203.33"," 210.20"," 218.33"," 209.17",NA," 220.00"," 209.20"," 285.50"," 283.00"," 200.40"," 200.00"," 189.58"," 189.58"," 189.58",NA," 195.80"," 195.80",NA," 187.50"," 190.00"," 192.50"," 192.50"," 192.51"," 192.50"," 192.50"," 192.50"," 195.00"," 186.67"," 188.02"," 186.57"," 185.84"," 185.84"," 186.57"," 186.67"," 186.57"," 190.15"," 190.10"," 188.75"," 190.00"," 110.12",NA,"11","11"," 202.50"," 202.50"," 205.00"," 218.33",NA,NA," 232.50"," 132.50"," 218.33"," 218.33",NA," 220.15"," 218.33"," 218.33"," 220.15",NA,"17"," 225.00"," 232.50"," 230.40"," 220.86"," 220.83",NA," 220.00"," 243.00"," 206.25",NA," 206.25","10",NA," 230.00"," 206.25"," 230.00"," 235.40"," 217.91"," 218.20"," 206.25","11"," 182.74"," 217.91",NA,NA," 217.91"," 164.58"," 177.91",NA," 177.91","10"," 180.51",NA," 190.61"," 180.70"," 181.60"," 180.00"," 179.19",NA,NA,NA,NA," 180.51"," 183.16"," 185.00"," 185.15"," 185.70"," 180.51"," 181.24"," 181.24"," 166.37"," 192.44"," 250.10",NA,NA," 210.17"," 210.21",NA," 209.18"," 195.53"," 183.73"," 185.13"," 183.70"," 240.00"," 210.00"," 215.31",NA,NA," 192.44",NA,NA," 201.14",NA,NA,"24"," 201.14"," 205.14"," 206.52"," 206.40",NA,"10",NA,NA," 197.05"," 185.30"," 195.51","11",NA,NA,NA,"12",NA," 200.00"," 220.00",NA,NA,NA," 207.71",NA," 205.55"," 207.11",NA,NA,NA,NA,NA," 214.21"," 215.91"," 218.70"," 201.18"," 827.35"," 840.00"," 839.07",NA,NA," 852.75"," 865.93"," 827.84"," 834.29","1087.67","1113.07","1087.67","1073.99",NA,NA,NA,NA," 845.42"," 852.75"," 865.45",NA," 943.59"," 936.75"," 943.59"," 943.59"," 997.80",NA,NA,NA," 997.80","1071.92","1071.92","1087.67","1087.67","1087.67","1023.20"," 995.85"," 970.45"," 970.45"," 929.91"," 949.94"," 956.78","21"," 853.60"," 840.90"," 840.90",NA,NA,NA," 956.56"," 979.49"," 995.36"," 995.36","1144.81","1116.85","1116.85","1156.29","1172.16","1195.97","1211.84","1020.76","1071.55","1122.71","1146.52",NA,"1186.45","1172.16","1172.16","1090.48"," 995.85"," 976.80"," 929.91"
"53","LIWONDE","174.67","174.67","167.74","167.74",NA,"160.29","168.29","158.00",NA,NA,"315.00","168.00","168.00","162.00","105.00","162.00","162.00","169.23","169.23","169.23","169.23",NA,"159.23",NA,NA,"150.00","150.00","150.00","150.00","150.00","150.00",NA,"150.00",NA,"150.58",NA,"150.68","150.50","150.50","150.69","152.20","152.50","152.50","250.90","240.56","240.00","241.45","242.20","244.15","245.31","244.00","12",NA,"245.00","340.00","334.43","334.43","344.42","335.94","330.76","330.76","320.89","316.00","316.00","323.10","330.76","304.34","292.10","273.36",NA,"188.24","178.10","179.00","167.15","228.50","200.00",NA,"191.78","194.44","172.60","170.27","179.73","177.33","184.21","134.21","184.21","181.81","190.90","184.21",NA,"190.90","186.66","179.48","187.32","184.21","196.64","197.18","197.18","192.75","201.51","196.87","203.22",NA,NA,NA,"198.51","201.51","215.38","226.15",NA,"248.38","248.30","246.52","248.64","248.74","257.30","264.81","269.42","269.61",NA,"233.33",NA,"218.49","210.28","210.28","202.13","199.23","198.42","198.42","221.14","222.61",NA,NA,NA,"27","221.47",NA,NA,"228.44","234.17","236.14","236.14","239.23",NA,"10","10","10","243.17","244.88","243.96","243.96",NA,"243.80",NA,NA,NA,NA,"248.23","248.71","248.71","25","252.46",NA,"15","222.34",NA,NA,NA,NA,NA,"210.15","12",NA,"293.24","29",NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,"11","18",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA
"54","JALI","149.33","149.33","150.40","150.40",NA,"169.26","150.11","165.00","169.89","159.89","171.34","150.00","150.00","100.00","120.26"," 94.66"," 94.56"," 94.56"," 80.00"," 91.32"," 91.32",NA,"100.00","100.00",NA,"100.00","100.00","120.00","120.00","120.00","135.00","120.00","136.22","140.22","140.16","140.00",NA,"140.86","156.77","147.13","145.11","145.11","21","28","147.79","148.20","150.16","153.56","156.66","150.00","16",NA,NA,"153.56",NA,"255.80","255.80","250.80","255.99","255.99","156.80","256.80","156.80","149.18","187.20","120.37","120.37","100.13","100.00",NA," 99.41","115.32","115.42",NA,NA," 99.31","120.40","125.23","130.23","130.14","138.40","150.80","130.46","134.46","11","120.46","130.46","136.46","140.60","145.82",NA,NA,"130.33","138.77","136.88","10","140.16","139.46","151.22","160.22","160.30","165.19",NA,NA,NA,"165.18","175.14","176.15","179.89","180.36",NA,"180.00",NA,NA,NA,"185.90",NA,NA,"170.00",NA,NA,NA,NA,NA,"150.15","150.00","150.60",NA,"15","159.82","172.22",NA,NA,"20","176.66","159.33","160.44","158.40","158.40","165.30",NA,NA,"169.49",NA,"10","170.18","10","10","170.18","174.19","176.83","176.89",NA,NA,NA,NA,NA,"165.30",NA,NA,"25","205.16",NA,"15","200.00",NA,NA,NA,NA,NA,"244.18","12","200.00",NA,"29",NA,"13",NA,NA,NA,"520.00",NA,NA,"610.00","510.29","510.66",NA,"630.82","625.11","630.64","690.49","565.44","10","17",NA,NA,NA,NA,"24",NA,"710.16","740.80","790.20","820.00","28",NA,NA,"20",NA,"760.08","768.23","790.00","810.96",NA,NA,NA,"21","736.34","744.36","744.36",NA,NA,NA,"744.36","760.29","850.68","960.96",NA,NA,NA,NA,NA,"12","19",NA,NA,"15","22",NA,NA,"12",NA,NA,NA,"810.00",NA
"55","MAYAKA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11"," 96.40"," 96.40",NA,NA," 96.40"," 96.40",NA,NA,"13","20",NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,"12",NA,NA,NA,NA,"16",NA,NA,NA,"14",NA,"28","11",NA,NA,"125.00","125.00","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,"17","223.40",NA,"235.25",NA,"21",NA,"232.50",NA,"19",NA,NA,"235.50","156.25","24","185.00","175.35","135.75",NA,"135.75","102.35","135.35","135.75","145.52",NA,NA,NA,"186.00",NA,NA,"234.75","235.00","234.00","11","10","232.50","252.50","252.50","225.25",NA,NA,NA,NA,"225.75","225.75",NA,NA,"225.00","225.25","185.00","275.00",NA,"16","225.50",NA,"225.50",NA,NA,NA,NA,"225.60",NA,"225.20","230.19",NA,"15","229.34","29","229.74",NA,"228.66","228.37","228.68","228.90","227.46","228.46","228.41","228.46","227.44","227.68",NA,NA,"216.17","10","10","227.44","214.34",NA,NA,NA,NA,NA,NA,NA,"215.21","217.40","217.59","219.11","217.17","217.29","15",NA,NA,NA,NA,NA,NA,"186.11","185.20","132.75",NA,"418.42","418.23","419.51","421.34",NA,NA,"11",NA,"418.31","502.28","502.33","502.37",NA,NA,NA,NA,NA,"501.97","501.61","17",NA,"524.08","525.14","525.29","524.34",NA,"523.07","523.17","523.24",NA,"28",NA,"502.03","502.17","502.21","502.41","502.47","502.42",NA,"526.13","526.29",NA,NA,NA,"10","10",NA,"526.69","529.14","564.62","565.12","563.39","568.27",NA,NA,NA,NA,"601.83","623.57","19",NA,NA,"15","22","632.42","627.14","662.26","683.41",NA,"752.34","754.13","758.07"
"56","ZOMBA","140.00","145.60","145.60","145.60","130.00",NA,"170.65",NA,NA,NA,"11",NA,NA,"120.00",NA,NA,"22","29",NA,"150.00","130.00",NA,NA,NA,NA,"24",NA,NA,"15","22",NA,NA,"12",NA,NA,NA,"120.00","120.00","150.00","160.00",NA,"180.39","180.44","180.67","180.75","180.66","180.39","25","180.23","180.56","12",NA,NA,NA,NA,"268.70","258.70","269.70","263.40","253.80","258.70","263.40","263.40","258.79",NA,NA,NA,NA,"21",NA,NA,NA,"170.00","163.40","150.67","150.67",NA,"166.67","167.67","167.67","156.67","150.39","150.55","150.33","150.33","150.33",NA,NA,NA,"150.30","167.70",NA,"203.39","203.39","201.16","150.39","11","10","11","24","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,"225.35","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"229.88","229.88","201.15",NA,"27",NA,"10",NA,NA,NA,NA,NA,NA,NA,"240.68","240.20","240.80","240.30",NA,NA,"11","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,"240.39",NA,"240.30",NA,"29",NA,"13",NA,NA,NA,"11",NA,NA,NA,NA,"17",NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"850.29","850.31","850.33","850.34",NA,NA,NA,NA,NA,"12",NA,NA,NA,"15",NA,NA,NA,"12",NA,NA,NA,"14",NA
"57","THONDWE",NA,NA,NA,"22",NA,NA,NA,"185.50","185.50","185.50","185.50","185.50","185.50","185.50","185.50","185.50","180.00","180.00","180.00","180.00","20",NA,"170.00","170.00",NA,"160.00","160.00","160.00","160.00","22","160.00","160.00","160.00","150.00","160.00","180.00","160.00","16",NA,NA,NA,NA,"170.00","28","170.00","11","11","25","170.00","170.00",NA,NA,NA,"170.00","170.00","20","170.00","170.00","170.00",NA,NA,"172.50",NA,"17","170.00","170.00","170.00","175.00","175.00",NA,"168.50","168.50",NA,NA,NA,NA,NA,"168.50","168.50","168.50","168.50",NA,"168.50","150.00","150.00","148.50","148.00",NA,NA,NA,NA,NA,NA,"149.40","10","149.40",NA,"11",NA,"165.50",NA,"12",NA,NA,NA,NA,"162.50",NA,NA,NA,NA,"170.00","170.00",NA,"168.50","168.50","168.50","168.50",NA,NA,"168.50",NA,"168.50","168.50","169.88","169.88","169.88","169.88","15","169.88",NA,"169.88","169.88",NA,NA,NA,"10",NA,"24","150.00",NA,NA,NA,NA,NA,"10","10",NA,"160.00","160.00","160.00","160.00",NA,NA,NA,NA,NA,NA,NA,NA,"25","170.00",NA,"15","170.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29",NA,"13",NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,"716.89",NA,NA,NA,NA,NA,"710.35","710.81","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,"11","18",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA
"58","CHIRADZULU","200.00","200.00","200.00","200.00",NA,"200.00","200.00","200.00","200.00","200.00","200.00","175.00",NA,"175.00","175.00","175.00","175.00","180.00","175.00","180.00","180.00",NA,NA,"200.00","200.00","200.00","240.00","240.00","240.00","240.00","260.00","260.00","260.00","260.00","260.00","250.00","260.00","260.00","270.00","270.00","280.00","320.00","320.00","320.00","320.00","11","320.00","320.00","320.00","320.00","320.00","12",NA,NA,NA,NA,"350.00",NA,"350.00","350.00","350.00","350.00",NA,"350.00","350.00","350.00","300.00","200.00","280.00",NA,"280.00",NA,NA,"280.00","280.00","285.71","285.71","285.71","285.71","285.71","285.71","285.71","28","285.71","285.71","285.71","285.71",NA,"285.71","285.71","285.71","285.71",NA,"285.71","10","285.71","275.71","285.71","285.71","285.71","285.70","285.00",NA,NA,NA,NA,"256.67","266.67",NA,"266.67",NA,"256.57",NA,"266.67","266.67",NA,"256.67","210.50","210.50",NA,"210.50",NA,"210.50","210.50","210.50","210.50","210.50","210.50","210.50","22","210.50","210.50","210.00","20","196.67","196.67",NA,NA,"200.00","200.00",NA,NA,NA,NA,NA,"12","10","189.10",NA," 25.56",NA,"171.47","200.00",NA,NA,NA,NA,"210.00",NA,"18","25",NA,NA,"15",NA,NA,NA,NA,NA,NA,"196.67",NA,"196.67",NA,"29",NA,"13","12",NA,NA,"11",NA,NA,NA,NA,NA,NA,"560.43","613.50","622.20","654.40","560.43","613.50","672.10","654.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"656.35",NA,"655.30","656.18","655.33","656.54",NA,NA,NA,NA,NA,NA,NA,NA,"799.90",NA,"11",NA,NA,"11","18","12",NA,NA,NA,NA,NA,"12",NA,NA,NA,"15",NA,NA,NA,"12",NA,NA,NA,"14",NA
"59","LUNZU"," 160.00"," 150.00"," 140.00"," 140.00",NA," 150.00"," 150.00"," 150.00"," 170.00"," 170.00"," 170.00"," 180.00"," 180.00"," 180.00"," 180.00"," 180.00"," 180.00"," 180.00"," 180.00"," 180.00"," 150.00",NA,NA," 150.00"," 150.00"," 160.00"," 150.00"," 160.00"," 160.00"," 160.00"," 160.00"," 160.22"," 160.32"," 160.22"," 160.22"," 160.22"," 160.22"," 150.22"," 179.28"," 179.28"," 179.28"," 179.28"," 186.20"," 186.20"," 183.20"," 186.20"," 186.20"," 199.68"," 199.68"," 199.15"," 192.40","12"," 218.30"," 218.30",NA," 195.09"," 218.30"," 218.30"," 218.30"," 218.30"," 218.30"," 218.30"," 218.30"," 218.30"," 218.30"," 218.30"," 218.30"," 198.55"," 189.65",NA," 179.46",NA," 179.46","26"," 150.17"," 139.65"," 139.92"," 129.72"," 129.54"," 129.60"," 129.52"," 129.52"," 129.84"," 129.63"," 129.54"," 129.42"," 128.84",NA,NA," 129.70"," 130.80"," 129.80",NA,"10"," 149.70"," 149.87"," 149.94"," 149.63"," 149.63"," 149.72"," 142.08"," 159.80",NA,NA,NA," 159.92"," 159.94"," 159.89"," 159.90"," 169.70"," 169.87"," 169.89"," 159.90"," 199.60"," 199.56"," 199.68"," 199.72"," 199.65",NA," 218.30"," 218.70",NA," 180.80"," 180.80"," 180.25"," 180.35"," 180.45"," 180.45",NA," 150.16"," 150.27",NA,NA," 150.40"," 150.28"," 150.27"," 150.35"," 150.35"," 150.44",NA," 159.70"," 159.70"," 149.55",NA," 149.80"," 150.90"," 150.90"," 180.45"," 180.40"," 180.48"," 180.48",NA," 180.67"," 180.90"," 180.90",NA," 180.87"," 180.90"," 199.50"," 199.50","25"," 220.50"," 220.62"," 220.62"," 220.93",NA,NA,NA,NA,NA," 150.27",NA,NA,NA,"29"," 799.71"," 799.80"," 799.86"," 799.55",NA," 799.80",NA,NA,NA," 986.35"," 990.48"," 898.35",NA,NA,"14","1099.85",NA," 949.40"," 948.22",NA,NA," 798.46"," 797.54"," 797.68"," 849.33"," 846.35"," 846.35"," 796.45",NA,"1099.93"," 998.33"," 995.15"," 994.72"," 948.34"," 897.56"," 848.66"," 849.66"," 847.20"," 795.25"," 795.64"," 596.44",NA,"10",NA,NA," 796.66"," 796.93",NA," 998.74"," 996.35","1086.10","1088.14"," 998.66"," 997.20"," 997.40","1097.72","1097.85","1098.40","1098.57","1092.48","1096.23","1097.38","1097.64","1098.72","1097.54"," 896.53"," 898.14"," 792.64"," 791.78"," 794.25"," 592.56"
"60","LIMBE"," 101.63"," 101.63"," 105.61"," 105.61",NA," 158.37"," 187.01"," 187.01",NA," 202.22"," 202.22"," 187.17"," 187.17"," 153.68"," 153.68"," 103.35"," 103.25",NA,"  92.70","  92.70","  96.58",NA,NA,NA,NA," 129.26"," 129.26"," 129.26"," 183.51"," 194.30"," 191.79"," 191.79"," 227.27",NA,NA," 284.44"," 284.44"," 244.44"," 244.00"," 244.44"," 244.44"," 260.00",NA,NA," 266.67"," 266.00"," 284.44"," 284.44"," 300.00"," 300.00"," 349.10",NA,NA,NA,NA," 245.00"," 250.00"," 252.22"," 252.22"," 265.56",NA," 278.89"," 265.66"," 278.89"," 278.89"," 278.89",NA," 278.89"," 278.89",NA," 278.89"," 278.89"," 278.89",NA," 278.89",NA," 225.00"," 235.42"," 220.83",NA," 212.50","21","28",NA,NA," 196.67"," 209.29",NA,NA,NA," 209.24",NA,NA," 209.24"," 209.24","10",NA," 213.05"," 213.05",NA," 194.30","12",NA,NA,NA,NA,NA," 193.24",NA,NA,NA,NA,NA," 244.00",NA," 244.00",NA,NA," 250.00",NA,"20",NA," 300.00"," 300.00"," 300.00"," 300.00",NA,NA,"15","22",NA,NA,NA,"20",NA," 180.10",NA,NA,NA," 304.44",NA,NA,NA,NA,NA,"10"," 211.67","26",NA,NA,NA,"23"," 204.58",NA,NA,NA,NA," 217.45",NA,"18",NA," 220.64",NA,NA," 232.35",NA,NA,NA,NA,NA,NA,NA," 190.00",NA,NA,NA,"13","12",NA," 704.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA," 800.88"," 759.71",NA,NA,NA," 991.45",NA,"24",NA,NA,NA,NA,NA,NA,NA,"1370.00","20",NA,NA," 975.50",NA,NA,NA,NA,NA,"1100.36","10",NA,NA,NA,"11",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 748.77",NA," 769.32"
"61","BVUMBWE","132.12","130.00","130.00","130.00",NA,"130.00","130.00","130.00",NA,NA,"11","130.00","130.00","150.00",NA,NA,NA,"130.00","130.00",NA,"20",NA,NA,"140.00","140.00","140.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00",NA,NA,NA,NA,"180.00","180.00","180.00","180.00","180.00","180.00","200.00",NA,NA,"200.00","200.00","200.00","200.00","200.00","200.00","200.00",NA,"200.00","190.00","190.00",NA,"190.00","190.00","200.00","200.00",NA,"190.00","150.00","150.00","150.00","150.00","158.40","160.00",NA,"160.00","160.00","155.00","150.00","28","155.00","150.00","160.00","150.00","160.00","160.00","160.00","160.00","160.00","160.00","160.00","160.00",NA,"11","180.00","160.11","160.12","160.10",NA,NA,NA,NA,"160.34","160.44","170.55","160.30",NA,NA,"190.60",NA,"190.75","180.89",NA,"180.55",NA,"180.41",NA,"180.36",NA,NA,"200.05","210.00","25",NA,"170.05","140.65","140.55","140.55","140.35","13","20","140.35","140.31","140.31","140.35","140.35","160.30","160.35","130.00","130.00",NA,NA,"145.00","145.11",NA,NA,NA,"11","145.00","160.00","160.00","160.00",NA,NA,"160.00","160.00",NA,"160.00","160.00","160.00","175.75",NA,NA,NA,NA,NA,NA,"240.25","240.25","264.00","190.00",NA,NA,NA,NA,NA,"659.60","700.00","710.00","720.10",NA,NA,NA,NA,NA,NA,NA,NA,"693.20","695.60","700.00","700.56",NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,"15",NA,NA,NA,"12",NA,NA,"750.40","735.40","700.04"
"62","MWANZA"," 185.00"," 185.00"," 185.00"," 185.00"," 185.00"," 185.00"," 185.00"," 180.00"," 185.00"," 185.00"," 185.00"," 185.00"," 185.00",NA," 185.00"," 185.00"," 185.00"," 185.00"," 185.00"," 185.00"," 185.00",NA,NA," 180.00"," 185.00"," 185.00"," 185.00",NA," 228.67"," 228.57"," 228.57"," 228.57"," 228.77"," 228.57",NA," 228.57"," 228.57"," 228.57"," 228.07"," 260.00",NA," 260.00"," 260.00",NA," 260.00"," 250.00"," 260.00"," 260.00"," 260.00"," 260.00"," 260.00","12",NA," 260.00"," 260.00"," 215.92"," 216.92"," 216.92"," 216.00"," 215.00"," 216.00"," 216.00"," 260.00"," 250.00"," 260.00"," 260.00"," 260.00"," 260.00"," 280.00",NA," 291.67"," 291.67"," 264.15"," 264.16"," 266.67"," 266.67"," 266.67"," 266.67"," 210.00"," 210.00"," 210.00"," 291.67"," 291.57"," 254.10"," 264.10"," 258.20"," 243.30"," 243.30"," 245.38"," 234.20"," 228.42"," 228.42"," 228.42"," 220.60"," 220.08"," 216.34"," 216.34"," 215.34"," 285.13"," 286.90"," 288.13"," 288.13",NA,NA,NA," 282.00"," 282.00"," 284.00"," 174.50"," 274.50",NA,NA," 234.30"," 234.80"," 229.41"," 229.41"," 229.41"," 229.41"," 220.15"," 220.16"," 236.00",NA," 200.36"," 113.84"," 213.84"," 240.06"," 240.09"," 248.00"," 234.17"," 236.80"," 236.80",NA,"13","20",NA,NA,NA,NA," 297.14"," 297.14"," 292.36"," 292.36"," 289.50",NA,NA," 283.90"," 280.24"," 280.24",NA," 115.12","11",NA," 286.06"," 286.06"," 286.06",NA,NA," 276.10"," 276.15"," 276.10"," 276.10"," 280.00"," 280.00"," 280.00"," 280.00",NA,NA,NA,NA,NA," 260.00",NA," 264.00"," 260.00"," 662.08",NA,NA," 638.41",NA," 645.13"," 651.28",NA,NA,NA,NA," 815.49",NA,NA,NA,NA,NA," 638.41"," 650.00",NA," 645.79",NA," 867.10",NA,NA,NA,NA,NA," 856.00"," 856.00"," 726.14"," 760.82"," 792.04"," 795.48",NA,NA," 850.34"," 850.34"," 836.00",NA," 850.47"," 850.47",NA,"1000.00",NA,NA," 844.00",NA," 837.10"," 940.00"," 940.00"," 940.00",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,"15",NA,NA,NA,"12",NA,NA,NA,"14",NA
"63","NENO"," 230.77"," 230.77"," 230.17"," 230.77"," 230.77"," 230.77"," 230.33",NA," 230.77"," 230.71",NA,NA,NA," 190.54",NA," 190.54"," 190.54"," 190.54"," 160.43"," 159.26"," 159.24",NA,NA," 160.67"," 162.22"," 161.74"," 161.74"," 160.12"," 160.18"," 160.24"," 160.24"," 154.23",NA," 154.26"," 154.28"," 154.26"," 154.25"," 154.24","23"," 160.28"," 160.28"," 160.30"," 160.28",NA,NA," 180.16","18"," 205.71"," 205.71"," 205.69",NA," 205.31",NA," 205.13",NA," 280.05"," 280.05"," 280.03"," 280.01"," 280.00"," 280.00",NA,NA,NA,NA," 280.96",NA,NA," 200.00",NA," 200.00",NA,NA," 200.08"," 200.08"," 196.88","  95.16"," 195.12",NA,NA,"14","21"," 142.23",NA,NA,NA,"25",NA,NA,NA,NA," 250.12"," 252.88"," 251.56"," 267.69",NA," 267.09"," 258.46"," 250.48"," 250.36"," 250.40"," 250.09",NA,NA,NA," 266.73"," 265.54"," 250.36"," 250.34"," 250.31"," 250.31"," 250.44"," 250.64"," 250.12"," 250.14"," 250.14"," 249.62"," 250.36"," 250.41",NA,NA,NA,NA," 240.41"," 240.44"," 240.36"," 240.33",NA," 242.16"," 245.07"," 245.07"," 250.19",NA,"20",NA,NA,"10",NA," 255.08",NA," 256.62"," 260.16"," 250.95",NA," 250.21","10"," 250.23"," 250.23",NA," 252.36"," 250.16"," 250.16"," 250.14",NA,NA,NA,NA," 250.88"," 250.94",NA," 250.88"," 250.92",NA," 235.91"," 240.00",NA,NA,NA,NA,NA," 240.06"," 240.04"," 240.06",NA," 760.45"," 788.12"," 789.34"," 788.76",NA,NA," 780.02"," 780.00"," 760.45"," 800.34"," 800.32"," 802.33"," 800.31"," 800.45"," 800.44",NA,NA," 788.75"," 790.70"," 790.70"," 788.23"," 803.11"," 800.00"," 802.89"," 800.76",NA," 803.11"," 800.00"," 803.15"," 800.01","28"," 800.34"," 790.06"," 789.09",NA," 800.00"," 800.00"," 800.31"," 804.00"," 801.22","1000.14",NA,"1000.16","10",NA,NA,NA,NA," 600.00"," 853.08"," 850.00"," 853.67",NA,NA,NA,NA," 993.90",NA,NA,"19","1000.18"," 990.00"," 991.67"," 992.33",NA,NA,NA,NA,NA," 990.46"," 900.74"," 900.00"
