"","mkt","2008-01-01","2008-01-08","2008-01-15","2008-01-22","2008-01-29","2008-02-05","2008-02-12","2008-02-19","2008-02-26","2008-03-04","2008-03-11","2008-03-18","2008-03-25","2008-04-01","2008-04-08","2008-04-15","2008-04-22","2008-04-29","2008-05-06","2008-05-13","2008-05-20","2008-05-25","2008-06-03","2008-06-10","2008-06-17","2008-06-24","2008-07-01","2008-07-08","2008-07-15","2008-07-22","2008-07-29","2008-08-05","2008-08-12","2008-08-19","2008-08-26","2008-09-02","2008-09-09","2008-09-16","2008-09-23","2008-09-30","2008-10-07","2008-10-14","2008-10-21","2008-10-28","2008-11-04","2008-11-11","2008-11-18","2008-11-25","2008-12-02","2008-12-09","2008-12-16","2008-12-23","2008-12-30","2009-01-06","2009-01-13","2009-01-20","2009-01-27","2009-02-03","2009-02-10","2009-02-17","2009-02-24","2009-03-03","2009-03-10","2009-03-17","2009-03-24","2009-03-31","2009-04-07","2009-04-14","2009-04-21","2009-04-26","2009-05-05","2009-05-12","2009-05-19","2009-05-26","2009-06-03","2009-06-10","2009-06-17","2009-06-24","2009-06-30","2009-07-07","2009-07-14","2009-07-21","2009-07-28","2009-08-04","2009-08-11","2009-08-18","2009-08-25","2009-09-01","2009-09-08","2009-09-15","2009-09-22","2009-09-29","2009-10-06","2009-10-13","2009-10-20","2009-10-27","2009-11-03","2009-11-10","2009-11-17","2009-11-24","2009-12-01","2009-12-08","2009-12-13","2009-12-20","2009-12-27","2010-01-05","2010-01-12","2010-01-19","2010-01-26","2010-02-02","2010-02-09","2010-02-16","2010-02-23","2010-03-02","2010-03-09","2010-03-16","2010-03-23","2010-03-30","2010-04-06","2010-04-13","2010-04-20","2010-04-25","2010-05-04","2010-05-11","2010-05-18","2010-05-25","2010-06-01","2010-06-08","2010-06-15","2010-06-22","2010-06-29","2010-07-06","2010-07-13","2010-07-20","2010-07-27","2010-08-03","2010-08-10","2010-08-17","2010-08-24","2010-08-31","2010-09-07","2010-09-14","2010-09-21","2010-09-26","2010-10-05","2010-10-12","2010-10-19","2010-10-26","2010-11-02","2010-11-09","2010-11-16","2010-11-23","2010-11-30","2010-12-07","2010-12-14","2010-09-19","2010-12-28","2011-01-04","2011-01-11","2011-01-18","2011-01-25","2011-02-01","2011-02-08","2011-02-15","2011-02-22","2011-02-27","2011-03-06","2011-03-13","2011-03-20","2011-03-27","2011-04-05","2011-04-12","2011-04-19","2011-04-26","2015-11-29","2015-12-06","2015-12-13","2015-12-20","2015-12-27","2015-11-01","2015-11-08","2015-11-15","2015-11-22","2016-04-03","2016-04-10","2016-04-17","2016-04-24","2016-01-31","2016-02-07","2016-02-14","2016-02-21","2016-01-03","2016-01-10","2016-01-17","2016-01-24","2016-07-03","2016-07-10","2016-07-17","2016-07-24","2016-05-29","2016-06-05","2016-06-12","2016-06-19","2016-06-26","2016-02-28","2016-03-06","2016-03-13","2016-03-20","2016-03-27","2016-05-01","2016-05-08","2016-05-15","2016-05-22","2016-07-31","2016-08-07","2016-08-14","2016-08-21","2016-10-02","2016-10-09","2016-10-16","2016-09-04","2016-09-11","2016-09-18","2016-12-04","2016-12-11","2016-12-18","2016-12-25","2017-04-02","2017-04-09","2017-04-16","2017-01-29","2017-02-05","2017-02-12","2017-02-19","2017-01-01","2017-01-08","2017-01-15","2017-01-22","2017-02-26","2017-03-05","2017-03-12","2017-03-19","2017-04-30","2017-05-07","2017-05-14","2017-05-21"
"38","NKHOMA"," 100.00"," 130.00"," 130.00"," 130.00"," 130.00",NA," 130.00"," 125.00",NA," 125.00"," 130.00"," 130.00"," 130.00"," 125.00"," 126.25"," 120.00"," 127.08",NA," 130.00",NA," 130.00",NA,NA," 150.00","17"," 150.00"," 150.00"," 150.00"," 150.00"," 150.00"," 150.00"," 160.50"," 160.00"," 160.00"," 165.50"," 169.55"," 180.00"," 160.00"," 160.00"," 180.00",NA,"14",NA,NA,NA,"11"," 210.00"," 210.00"," 201.00"," 210.00"," 220.00"," 220.00","12"," 230.50"," 230.00"," 235.50",NA,NA,"10",NA,NA,NA,NA,NA,"24","31",NA,NA,NA,NA,NA," 200.00",NA,NA," 180.50",NA," 190.44"," 191.18"," 180.13",NA," 175.16"," 150.61"," 130.15"," 135.50"," 133.61"," 130.40",NA," 134.80"," 138.65"," 140.23"," 141.72"," 145.50"," 114.33"," 145.50"," 149.81"," 149.26"," 150.50"," 146.28"," 145.50"," 148.50"," 152.18"," 146.50",NA,NA,NA,NA," 160.98"," 164.80"," 180.99"," 200.00"," 192.81"," 200.00"," 190.55"," 190.99"," 192.74"," 190.55"," 180.99",NA," 191.80"," 192.41"," 189.16",NA," 180.64"," 180.60"," 180.60"," 165.00"," 165.00"," 165.00"," 165.00"," 160.00",NA," 155.00"," 155.00"," 162.30"," 150.74"," 154.27"," 150.00"," 150.00"," 150.00","31",NA,NA,NA,NA,NA,"10",NA," 150.00"," 148.12",NA,"11","23","  73.16",NA,NA,NA,NA," 134.80","11",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26"," 700.50",NA,"12"," 750.50",NA,"11"," 670.55","11"," 680.50",NA," 870.50"," 875.00"," 855.50"," 860.90"," 860.90"," 870.50"," 870.50"," 800.50"," 800.50",NA,NA," 800.00"," 800.00",NA," 800.00"," 850.00"," 750.00",NA,NA,"26"," 870.50"," 850.50"," 850.70",NA," 870.65"," 859.50"," 800.55"," 850.00"," 800.00"," 850.80"," 850.50",NA,NA," 950.50"," 950.00","10"," 950.50"," 950.00"," 950.50"," 950.00"," 950.50","1000.00",NA,"1100.00",NA,"1100.00","1000.00","1000.00",NA,"19"," 950.00"," 950.00","1000.00","1000.00",NA," 950.00"," 950.00"," 950.00","1000.00","1000.00","1000.00","1000.00"
"39","THETE",NA,NA,NA,NA,NA,"110.00","110.00","110.00",NA,"110.00","110.00","110.00","110.00","110.00","110.00","110.00","110.00","110.00","120.00",NA,"125.00",NA,"135.00","140.00","150.00","140.00","140.00","140.00","150.00","150.00","150.00","150.00",NA,"19","160.00","160.00","160.00","170.00","170.00","170.00","170.00","180.00","180.00","190.00","180.00","180.00","180.00","190.50","180.50","190.00","200.00","200.00","200.00","190.00","190.00","200.00","195.00","195.00","200.00","200.00","200.00","200.00","195.00","200.00","185.00","200.00","195.00","190.00","190.00",NA,"190.00","195.00","180.00","170.22","173.98","175.40","176.80","180.00"," 82.20","180.00","180.50","170.50","160.00","160.00","160.00","150.00","150.00","150.00",NA,NA,NA,"160.00",NA,NA,"160.00","160.00","150.00","150.00",NA,"162.00","162.00","170.00",NA,NA,NA,"172.80",NA,"170.00","170.00","150.00",NA,"150.00","150.00","150.00","150.00","150.00","180.00",NA,"180.00","180.00","180.00",NA,"180.00","180.00","180.00","180.00","185.60",NA,"190.70","190.70","170.50",NA,NA,"20",NA,NA,NA,"163.33","160.00","162.40","155.64","155.64","150.45",NA,"150.00","150.00","150.00","150.00",NA,"11","170.00","165.00","100.00","180.00","180.00",NA,NA,"150.00","185.00",NA,"185.00","185.00","182.50","170.17","165.53",NA,NA,NA,NA,NA,"180.00","180.00","180.00","180.00","500.00","500.00","500.00","500.00","600.00","500.00",NA,"500.00","22","700.00",NA,"700.00",NA,NA,NA,NA,NA,"500.00","500.00","550.44",NA,NA,"700.00","600.00","700.00","700.00","700.00","700.00","700.00","700.00",NA,NA,"600.00","600.00","600.00","700.00","700.00","700.00","700.00","700.00","700.00","700.00",NA,"700.00","700.00","10",NA,NA,"700.00","12","12","12","12","700.00","700.00","700.00",NA,NA,NA,NA,NA,NA,NA,"22","700.00","700.00","700.00","700.00","700.00","700.00","700.00","700.00"
"40","MTAKATAKA",NA,NA,"126.67","137.14","137.14","137.14","12","150.00","160.00","150.00",NA,"214.20","214.20","192.86",NA,"171.43","150.00","171.43","170.00","170.00",NA,NA,"135.00","10","17","163.75","163.75","163.75","165.00","151.78","151.78","151.78","165.00","168.50",NA,"168.50","168.50","16","23","170.00","170.00","170.00","170.00",NA,"175.00","175.00","175.00","25","176.28","176.28","182.80",NA,NA,"196.67","196.67","196.67",NA,"194.54","10","194.54","194.54","194.54","194.54","194.54","194.54","194.54","189.85","185.24","180.19",NA,"150.97",NA,"128.57","128.57","123.08","113.11"," 98.27"," 98.23"," 97.98",NA,"115.71","117.85","28","121.34","123.61","124.05","120.11","122.36",NA,"15",NA,"29",NA,"144.64","129.15",NA,NA,"148.45","151.09","105.84","153.26","154.29",NA,NA,NA,"159.11","12",NA,NA,NA,"191.06","191.44","186.93","185.67","180.64","179.90","180.03","179.21","171.67",NA,NA,NA,"155.43","157.21","154.69","150.11","143.26","136.40","132.91","127.37","126.11","121.87","13","20",NA,NA,NA,"17","126.29","131.25",NA,NA,"21",NA,NA,"10",NA,"26","11",NA,"11","11","128.28",NA,NA,NA,NA,"122.36","155.02","159.75","163.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"181.39",NA,"29","472.50",NA,NA,NA,NA,NA,"15",NA,"694.84","691.30","687.54","685.40","549.94","568.70",NA,NA,NA,"10",NA,NA,"649.94",NA,NA,"24",NA,"639.73","652.90","658.41","652.11","639.43","700.57","705.81","712.54","703.28","681.25","678.12","633.48","22",NA,NA,"14",NA,NA,NA,NA,NA,NA,"18","12","12","12","12",NA,NA,"16",NA,NA,"12",NA,NA,NA,NA,"22",NA,NA,NA,"19","568.70","601.12","623.80","633.84"
"41","CHIMBIYA","100.00","100.00","100.00","100.00",NA,"100.00","12",NA,"130.00","130.00","140.00","140.00","140.00","140.00","140.00","140.00","140.00",NA,"140.00","140.00","130.00",NA,"130.00","140.00","140.00","140.00","140.00","140.00","140.00","160.00","150.00","160.00","160.00","160.00","160.00","160.00","160.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00","11","180.15","213.00","276.00","180.99","180.78","12","12","180.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00","24","180.00","180.00","180.00","180.00",NA,"160.00","160.00","160.00",NA,NA,NA,"142.12","145.16","145.00","145.00","148.64","138.64",NA,"135.00","138.20","142.86","25","146.12","146.12",NA,NA,"145.00","146.22","146.22","149.22","150.00","150.08","150.08","150.22","150.12","148.86","148.86",NA,NA,NA,"150.00","150.00","150.72","160.00","160.00","160.00","152.12","150.10","150.00","150.00","150.00","150.44","150.00","150.00","170.33","180.11",NA,NA,NA,"180.00","160.00","150.04","150.04","160.20","160.57","160.49","160.49","170.22","160.22","160.33","155.30","155.30","150.36","160.44","150.17","160.14","159.44","160.27",NA,NA,"12","10","170.32","11","145.13","180.11","180.72","122.00","170.36","14",NA,NA,"146.12","170.28",NA,NA,"170.33",NA,NA,"170.44",NA,NA,NA,NA,NA,NA,NA,"180.31","180.22","500.00",NA,"12",NA,NA,NA,NA,NA,NA,"650.73",NA,"650.33","650.47",NA,NA,"14",NA,"550.00",NA,NA,NA,"650.47",NA,"650.48","24",NA,"650.43","650.26",NA,"650.49",NA,NA,"650.18",NA,"650.46","650.00","650.00","15","650.37","650.72","670.49","700.49","700.00",NA,NA,"10",NA,"700.00",NA,"12","12","18",NA,NA,NA,"16","750.69","700.34","730.24","700.67",NA,NA,NA,"22",NA,NA,NA,NA,"700.54","700.62","700.34","700.13"
"42","BEMBEKE","100.00",NA,NA,NA,NA,NA,"120.00","120.00",NA,"120.00","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"130.00",NA,"130.00","130.00","150.00","24",NA,NA,"180.00","180.00","29",NA,NA,NA,"26",NA,"200.00","180.00","180.00",NA,"180.00","180.00","180.00",NA,"210.00","11","11","25",NA,"200.00","16",NA,NA,NA,NA,NA,"200.00",NA,"110.00",NA,"200.00",NA,NA,NA,"200.00","210.00","210.00","210.00","210.00",NA,"200.00",NA,"180.00",NA,"170.00",NA,"170.00","170.00","170.00","170.00","14",NA,"28","170.00",NA,"168.22","170.00","168.20",NA,NA,NA,"29",NA,"10","150.00","150.00","11","10","17","168.22","150.00","150.00",NA,NA,NA,"150.00",NA,"150.00","150.00","150.00","160.00","160.00","170.00","170.00","180.00","180.00","180.00","180.00",NA,NA,"170.00",NA,"170.00","170.00","150.00","25","170.00","170.00","170.00","170.00",NA,NA,NA,"20",NA,NA,"10","17","24",NA,"140.00","155.00",NA,NA,NA,"12","10","155.50","155.00",NA,"11","23","181.55","160.00",NA,NA,"180.00","168.20",NA,"180.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","180.33",NA,NA,NA,"12",NA,NA,NA,NA,"11","22",NA,"10","17",NA,NA,NA,NA,NA,NA,"550.00","550.00",NA,NA,NA,NA,"24",NA,NA,"12",NA,"26",NA,NA,NA,NA,"27","715.38",NA,"15","22",NA,"750.11","14","21","10",NA,"10",NA,NA,"18",NA,NA,"18","12",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,"750.00","650.00","600.00","600.00"
"43","LIZULU","100.00","106.30","106.30","106.30",NA,NA,"106.30","19","120.00","120.00","106.30","120.00","118.00","111.00","100.00","128.40","150.00","120.00","120.00","120.00","120.00",NA,"120.00","140.00","17",NA,NA,"180.00","180.00","220.00","200.00","180.00",NA,"180.00","26","200.00","200.00","200.00","200.00","180.00","200.00","202.00","10","210.46","204.66","200.00","248.28","250.00","12","250.00","249.22","12","12",NA,"250.00",NA,NA,"240.00","10","250.00","250.00","250.00","240.00","240.00","24","248.00",NA,"14","225.50",NA,"230.00",NA,"250.00",NA,"162.20",NA,NA,"24","160.80",NA,NA,"21","28",NA,"168.20","160.00","160.00",NA,NA,NA,"162.24","29","10","10",NA,"27","162.24","10",NA,"160.00",NA,"160.00",NA,NA,NA,NA,NA,"170.00","180.00",NA,NA,"16",NA,NA,NA,NA,"140.00",NA,NA,NA,NA,NA,NA,NA,"170.00","25",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"17","248.00","147.50",NA,"149.51","150.10",NA,"155.26","155.30","157.85","160.40","153.61","156.94","160.16","160.92",NA,"170.90","170.96",NA,"170.75",NA,"170.99","180.00","180.00",NA,"178.16","170.92","158.80",NA,NA,NA,NA,NA,"155.70","155.50","155.10","155.05","29","12","12",NA,NA,"11","445.15",NA,NA,NA,NA,NA,"24",NA,NA,"14",NA,NA,"505.25","515.55",NA,NA,NA,NA,"24","599.16",NA,NA,"19","620.40",NA,NA,NA,NA,NA,"575.75","580.05",NA,NA,NA,NA,NA,NA,"679.88","10","10",NA,"11","660.35","12","12","12",NA,NA,NA,"16",NA,NA,"12",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","SHARPEVALEY",NA,NA,"200.00","200.00",NA,NA,"12",NA,NA,NA,"150.00",NA,NA,NA,NA,"15","22",NA,NA,"13","20",NA,"150.00",NA,"17","24",NA,NA,"165.00","22","150.00","160.00",NA,"19","165.00","165.00",NA,"16","175.00","160.00","189.00","200.00","200.00","200.00",NA,"200.00","183.33","25","188.00","188.00","12","12","214.29",NA,"13","184.00",NA,"189.05","210.00","210.50",NA,NA,"10","17","180.00","202.05","211.76",NA,NA,NA,NA,"146.05","146.05","137.05","135.00","10","147.06","140.63",NA,"132.35","117.55",NA,"132.35",NA,"132.35","134.25",NA,"116.55",NA,"15",NA,NA,"120.28","120.28","135.40","125.00","128.95","120.28","130.40","131.32","135.40","140.00",NA,NA,NA,"120.28","125.13","130.45","140.25","130.40","140.80","140.28","140.18","160.15","180.18",NA,"191.80",NA,"199.81","13",NA,NA,"192.13","192.00","18","188.21",NA,NA,NA,NA,NA,NA,NA,NA,"27",NA,"10",NA,NA,"160.00","160.00","160.00","157.79",NA,"156.42","152.06","157.79","151.60","11","11","11","11","30",NA,"12",NA,NA,"116.55",NA,NA,"25",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,"12","19",NA,"550.00","550.00","12","12",NA,"500.00","500.00","523.17","537.09",NA,NA,"17","24",NA,NA,"14",NA,NA,NA,"17",NA,NA,"750.00",NA,"700.00",NA,NA,"12","750.00","700.00",NA,NA,NA,NA,NA,NA,NA,"15",NA,"725.00","720.00","14",NA,"750.00",NA,"16",NA,NA,"750.00","12","12","12",NA,"750.00","750.00","750.00",NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,"750.00","750.00","750.00","750.00"
"45","TSANGANO","100.00","100.00","100.00","100.00",NA,"100.00","100.00",NA,"110.00","110.00","100.00",NA,"100.00","110.00","110.00","110.00","110.00","120.00","120.00",NA,"140.00",NA,NA,NA,"17",NA,"170.00","170.00","200.00","200.00","200.00","200.00","200.00","200.00",NA,"100.00",NA,"100.00","23","170.00","170.00","170.00","170.00","170.00","170.00","170.00","170.00","190.00","200.00","200.00","200.00","200.00",NA,"200.00","13",NA,"230.00",NA,"230.00","250.00","250.00","260.00","200.00","200.00",NA,"200.00","200.00","200.00","200.00",NA,"200.00","180.00","160.00",NA,"160.00","10","17","160.00","160.00","160.00","160.00","160.00","160.00","160.00","160.00","160.00","160.00",NA,NA,"15",NA,NA,NA,"170.00","170.00","10","11",NA,"175.00","160.00","160.00","160.00",NA,NA,NA,"160.00","160.00",NA,"26",NA,"170.00","170.00","170.00",NA,NA,NA,"23","30",NA,NA,"20",NA,NA,"11","18","207.96","168.91","167.30","169.15","170.10",NA,NA,NA,NA,NA,NA,NA,NA,"24","205.10",NA,"150.00","150.40",NA,NA,"10","10",NA,"217.68","218.40","11",NA,"11","161.14",NA,NA,"160.00",NA,NA,"18",NA,"170.10","171.12","172.19","171.24",NA,NA,NA,NA,NA,"170.15","172.10","173.34",NA,"11","450.20","450.11","12",NA,"430.55",NA,"11","11",NA,"10","720.43",NA,NA,NA,NA,NA,"450.33","450.11","450.11",NA,NA,"720.35",NA,"24",NA,"701.82","215.44","710.40",NA,NA,NA,NA,NA,NA,NA,"690.24",NA,"695.41","745.90",NA,"14","750.00","730.21",NA,"10",NA,NA,NA,"12","12","12",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,"22",NA,NA,"12",NA,NA,NA,"14",NA
"46","NTCHEU","100.00","100.00","100.00","100.00","100.00","120.00","120.00","120.00","120.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00",NA,"150.00",NA,"150.00","150.00","150.00","200.00","200.00","200.00","200.00","200.00",NA,"200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00",NA,NA,NA,"250.00","250.00","250.00","250.00","250.00","250.00","250.00",NA,"250.00","250.00","17","250.00","250.00","250.00","250.00","250.00",NA,"250.00","250.00","250.00",NA,"250.00","250.00","250.00","150.00","150.00","150.00","150.22","160.98","28","149.86","149.38","148.78",NA,NA,NA,NA,NA,"29","179.56","179.74","178.98","179.76","180.01","180.24","180.08","179.64","178.64","179.04",NA,NA,NA,"175.40",NA,"150.69",NA,"165.51","165.58","166.78","165.25","175.45","175.67","175.80","196.50","215.55","249.75","195.88","190.75",NA,"197.50","159.00","159.96","160.01","159.71","141.50","145.50","143.73","142.50",NA,NA,NA,NA,NA,NA,"17",NA,"175.05","165.01","165.75","165.72",NA,"168.58","166.08","168.02","105.68","194.82","190.40","11","23","11","157.45","14",NA,NA,NA,"165.55","166.55",NA,"165.65",NA,"165.12",NA,NA,NA,NA,NA,NA,"167.50","170.02","175.05","170.45","29","12","12",NA,NA,"400.00",NA,NA,"500.00","700.00","700.00","17",NA,NA,NA,NA,NA,NA,"500.00",NA,NA,NA,"10","17","750.00","750.00","750.00","750.00","19","26","600.00","600.00","600.00","750.00","750.00",NA,"700.00","700.00",NA,NA,NA,"14","750.00",NA,"10","10",NA,"750.00","750.00","800.00","800.00","800.00",NA,"900.00","900.00","900.00",NA,NA,"12",NA,"800.00","800.00","800.00","800.00",NA,"800.00","800.00","800.00",NA,NA,"600.00","600.00"
"47","NTONDA",NA,NA,NA,NA,NA,NA,"12","19",NA,NA,"11","18",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"17","105.00",NA,NA,NA,NA,"29",NA,"120.00","19",NA,"140.00","140.00","140.00","140.00","165.00",NA,"170.00","175.00","171.25","175.00",NA,"11","175.50",NA,NA,"12",NA,NA,NA,"13","180.00",NA,NA,"10","180.00",NA,"108.00",NA,NA,NA,NA,NA,NA,"21",NA,NA,"12","180.00",NA,NA,"182.43",NA,NA,"30",NA,NA,NA,NA,"150.00","135.00","120.00",NA,"120.00","120.00",NA,"22",NA,NA,"13","20",NA,NA,"10","17",NA," 91.05",NA,NA,NA,NA,"125.00",NA,NA,NA,"127.50","127.50",NA,"132.50","142.50",NA,"142.50","124.50",NA,NA,"13","20",NA,"142.50","142.50","142.50",NA,"142.50",NA,"142.51",NA,NA,NA,NA,"20","27",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,"12","19",NA,NA,"11","11","23"," 85.52","12","14",NA,NA,"120.00",NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","29","450.00","500.00","12",NA,"11","450.00","11","450.00","700.00","700.00","700.00",NA,NA,NA,NA,NA,"600.00","10","550.00",NA,NA,"700.00","700.00","700.00",NA,NA,"700.00",NA,"700.00",NA,NA,"700.00","700.00","700.00",NA,"650.00","15","22",NA,NA,"650.00","650.00","10","700.00","16","700.00","650.00","700.00","12","12","12","12",NA,NA,"16",NA,NA,"12","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA
"48","BALAKA",NA," 98.86"," 98.86"," 98.86"," 99.68","113.60","12","113.16",NA,"115.55","115.55","102.11","102.11","167.94","167.94","167.94","167.94","167.94","167.94","135.27","20",NA,NA,"107.50","17",NA,"107.50",NA,"107.50"," 98.84"," 98.84","153.70","159.68","159.68","159.68","159.68","159.68","160.92","150.92","160.92","165.68","183.71","183.71","183.71","183.71","194.39","194.39","11","194.39","196.88",NA,"196.88","200.05",NA,"233.00","200.31",NA,"200.94","200.01","200.01","200.92","206.13","10","205.46","205.46","172.41","172.41","176.88","178.26",NA,"176.22","176.24","173.11","148.63",NA,NA,"182.89","182.28","133.49","134.09","14","128.48",NA,"132.94","121.07","129.86","130.22",NA,NA,"15","22",NA,NA,"10",NA,"10",NA,NA,"11",NA,NA,"12",NA,NA,NA,NA,"12",NA,"26",NA,"185.49","186.32","184.36","185.97","183.23","182.26","175.37","30","169.07","160.12","156.17",NA,"145.12","143.68","143.91","143.91","142.86","140.17","140.17","139.97","159.28","138.82","136.92","158.71","159.01",NA,"156.50","157.22","158.17","158.32","158.56","158.55","159.09",NA,"10","10","159.86","160.09","158.74","158.82","11",NA,NA,"12","12",NA,NA,NA,"165.48","165.51","165.46",NA,NA,NA,"165.28",NA,NA,NA,NA,NA,"166.04","166.18","19","26","11",NA,"13",NA,NA,"450.32","451.21","450.44","451.13","750.24","752.14","755.29","760.21","595.23","650.21","675.22","710.25","470.24","475.32","476.23","477.28","768.28","765.18","766.38","762.34",NA,NA,NA,NA,NA,"710.37","712.32","712.21","713.11",NA,"755.14","752.31","756.11","750.24","770.21","769.38","768.49","767.13",NA,NA,NA,NA,NA,"18","780.29","12","12","12","730.21","722.94","715.17","753.18","754.12","756.24","757.18","750.00","750.00","750.00","750.00","750.14","751.32","753.18","751.21","620.31","603.11","520.14","450.28"
"49","NTAJA"," 80.00"," 90.00"," 90.00"," 90.00",NA," 95.00"," 97.00","110.00","120.00","120.00","120.00","140.00","25","140.00","140.00","140.00","140.00","140.00","120.00",NA,"120.00",NA,NA,"120.00","17",NA,"140.00","140.00","140.00","140.00","29","150.00","150.00","150.00","150.00","150.00","150.00","16","150.00","150.00","150.00","160.00","160.00",NA,NA,"150.00","160.00","160.00","180.34","180.38","162.44","12","12","162.44","163.49","164.62","27","180.00","180.00","180.00","180.00","180.00","180.00","180.00","24",NA,"180.00","14","180.00",NA,"100.00","100.00","100.00","100.00",NA,"100.00","100.00","100.00","100.00","100.00","100.00","100.00","28","100.00","120.00","18","120.00","120.00",NA,"120.00","22","120.53",NA,"13","121.47","121.41","11","10",NA,"121.34",NA,"12",NA,NA,NA,"118.72","12","119.77","120.30","123.43",NA,"124.44","124.27","140.25",NA,"140.29",NA,NA,"160.33","13","140.72",NA,NA,NA,"140.70","141.67",NA,NA,"130.66",NA,"110.26","105.42",NA,"106.11","110.22","110.53","10","17",NA,NA,NA,NA,"109.34",NA,NA,"12","112.33","113.78"," 85.03"," 85.20","114.59","23","11",NA,NA,NA,"120.33","120.00",NA,NA,NA,"123.48","137.26","139.26","140.22",NA,NA,NA,NA,NA,"160.33","180.37",NA,NA,"420.70","423.09",NA,NA,NA,"410.80","410.85","415.70","416.72","552.51","552.50","554.28",NA,NA,NA,"14",NA,NA,"10",NA,NA,"592.66","604.72","609.31","615.80","574.20","575.83","579.41","585.27","26","473.55","510.70","521.36","539.80",NA,"554.22","565.41","570.80","570.50","630.66","635.25","700.50","710.42",NA,NA,"16","715.53","710.80","711.23","723.66","734.90","750.33",NA,"680.23","660.43","640.80"," 75.68","757.60","760.70","761.35","750.51","751.29","751.48","754.90","740.25","732.12","715.20","702.15","591.23",NA,NA,NA
"50","NAMWERA",NA,NA,"15","22",NA,NA,"100.00","100.00",NA,"100.00","100.00","110.00","110.00",NA,"110.00","15",NA,"110.00",NA,"110.00","110.00",NA,"110.00","110.00","130.00","130.00","130.00","130.00","130.00","130.00",NA,NA,NA,"19","150.00","130.00","130.00",NA,"130.00","130.00","130.00","130.00","130.00",NA,"140.00",NA,"11","25","180.00","180.00","12","12","12","250.00","13",NA,"27","190.00","10","190.00","24","190.00","10",NA,"24","190.00",NA,NA,NA,NA,"185.00","12","185.00","185.00",NA,"10","140.00","160.20",NA,"165.00","150.00","140.00","130.00",NA,"11",NA,"25",NA,NA,"120.00","120.00",NA,NA,"10","20",NA,NA,NA,"17","24","12","12",NA,NA,NA,NA,"12","19",NA,NA,NA,NA,"140.00","140.00",NA,NA,NA,NA,NA,NA,"140.00",NA,NA,"140.00","18","140.00","140.00",NA,NA,NA,"29","135.00","135.00","140.00","27","140.00",NA,"140.00",NA,"140.00","140.00","14","140.00",NA,NA,"140.00",NA,NA,NA,"11","11",NA,"30",NA,NA,NA,"12",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"483.33",NA,NA,"483.33",NA,"466.66","500.00","500.00","22",NA,"10","700.00",NA,NA,NA,"14",NA,"500.00",NA,"17",NA,NA,NA,"17","24",NA,NA,NA,NA,NA,"28",NA,"600.00","683.33","683.33","700.00","700.00",NA,"800.00",NA,NA,"14",NA,NA,NA,NA,NA,NA,"18","12","12","12","12","755.47","733.91","733.91",NA,NA,"12","19","806.21","789.54","800.65","811.76","822.88","811.76","777.70","766.58",NA,NA,"14",NA
