"","mkt","2008-01-01","2008-01-08","2008-01-15","2008-01-22","2008-01-29","2008-02-05","2008-02-12","2008-02-19","2008-02-26","2008-03-04","2008-03-11","2008-03-18","2008-03-25","2008-04-01","2008-04-08","2008-04-15","2008-04-22","2008-04-29","2008-05-06","2008-05-13","2008-05-20","2008-05-25","2008-06-03","2008-06-10","2008-06-17","2008-06-24","2008-07-01","2008-07-08","2008-07-15","2008-07-22","2008-07-29","2008-08-05","2008-08-12","2008-08-19","2008-08-26","2008-09-02","2008-09-09","2008-09-16","2008-09-23","2008-09-30","2008-10-07","2008-10-14","2008-10-21","2008-10-28","2008-11-04","2008-11-11","2008-11-18","2008-11-25","2008-12-02","2008-12-09","2008-12-16","2008-12-23","2008-12-30","2009-01-06","2009-01-13","2009-01-20","2009-01-27","2009-02-03","2009-02-10","2009-02-17","2009-02-24","2009-03-03","2009-03-10","2009-03-17","2009-03-24","2009-03-31","2009-04-07","2009-04-14","2009-04-21","2009-04-26","2009-05-05","2009-05-12","2009-05-19","2009-05-26","2009-06-03","2009-06-10","2009-06-17","2009-06-24","2009-06-30","2009-07-07","2009-07-14","2009-07-21","2009-07-28","2009-08-04","2009-08-11","2009-08-18","2009-08-25","2009-09-01","2009-09-08","2009-09-15","2009-09-22","2009-09-29","2009-10-06","2009-10-13","2009-10-20","2009-10-27","2009-11-03","2009-11-10","2009-11-17","2009-11-24","2009-12-01","2009-12-08","2009-12-13","2009-12-20","2009-12-27","2010-01-05","2010-01-12","2010-01-19","2010-01-26","2010-02-02","2010-02-09","2010-02-16","2010-02-23","2010-03-02","2010-03-09","2010-03-16","2010-03-23","2010-03-30","2010-04-06","2010-04-13","2010-04-20","2010-04-25","2010-05-04","2010-05-11","2010-05-18","2010-05-25","2010-06-01","2010-06-08","2010-06-15","2010-06-22","2010-06-29","2010-07-06","2010-07-13","2010-07-20","2010-07-27","2010-08-03","2010-08-10","2010-08-17","2010-08-22","2010-08-29","2010-09-05","2010-09-12","2010-09-19","2010-09-26","2010-10-03","2010-10-10","2010-10-17","2010-10-24","2010-10-31","2010-11-07","2010-11-14","2010-11-21","2010-11-28","2010-12-05","2010-12-12","2010-12-26","2011-01-02","2011-01-09","2011-01-16","2011-01-23","2011-01-30","2011-02-06","2011-02-13","2011-02-20","2011-02-27","2011-03-06","2011-03-13","2011-03-20","2011-03-27","2011-04-03","2011-04-10","2011-04-17","2011-04-24","2015-11-29","2015-12-06","2015-12-13","2015-12-20","2015-12-27","2015-11-01","2015-11-08","2015-11-15","2015-11-22","2016-04-03","2016-04-10","2016-04-17","2016-04-24","2016-01-31","2016-02-07","2016-02-14","2016-02-21","2016-01-03","2016-01-10","2016-01-17","2016-01-24","2016-07-03","2016-07-10","2016-07-17","2016-07-24","2016-05-29","2016-06-05","2016-06-12","2016-06-19","2016-06-26","2016-02-28","2016-03-06","2016-03-13","2016-03-20","2016-03-27","2016-05-01","2016-05-08","2016-05-15","2016-05-22","2016-07-31","2016-08-07","2016-08-14","2016-08-21","2016-10-02","2016-10-09","2016-10-16","2016-09-04","2016-09-11","2016-09-18","2016-12-04","2016-12-11","2016-12-18","2016-12-25","2017-04-02","2017-04-09","2017-04-16","2017-01-29","2017-02-05","2017-02-12","2017-02-19","2017-01-01","2017-01-08","2017-01-15","2017-01-22","2017-02-26","2017-03-05","2017-03-12","2017-03-19","2017-04-30","2017-05-07","2017-05-14","2017-05-21"
"24","BOWE",NA,NA,"15","22",NA,NA,"155.00",NA,NA,NA,"150.00","120.00","110.00","100.00"," 95.00","100.00","100.00"," 95.00"," 92.50","100.00","105.00",NA,NA,"150.00","155.00","24","160.00","165.00","155.00","170.00","175.00","190.00",NA,"185.00","185.00","195.00","180.00","185.00","190.00","180.00","190.00","100.00","190.00","195.00","190.00","11","195.00","190.00","195.00","185.00",NA,"200.00",NA,"200.00","200.00",NA,"190.00","185.00","200.00","190.00","200.00","200.00","190.00","190.00","230.00","180.00","200.00","200.00","160.00",NA,"150.00","160.00",NA,NA,"150.00",NA,"17",NA,"30",NA,"160.00",NA,"160.00",NA,"11","150.00","155.00",NA,"110.00","120.00","120.00",NA,"160.00","155.00","125.00","275.00","160.00","155.00","147.50","165.00","160.00","145.00",NA,NA,NA,"170.25","175.00","175.25","165.50","160.00",NA,"16","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA," 84.26",NA,NA,"15",NA,NA,"180.00","185.00","190.00","200.00","200.00","200.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,"13","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","21"
"25","SANTHE"," 90.00"," 90.00"," 90.00"," 90.00",NA," 92.50"," 92.60"," 90.00"," 90.00"," 90.00"," 90.00"," 90.00"," 90.00"," 90.00"," 90.00"," 90.20"," 90.20"," 90.00"," 90.00"," 98.14",NA,NA," 98.42",NA,"100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","120.00","100.00","100.00","100.00","100.00"," 80.20"," 80.20"," 90.44","100.00",NA,"100.00","100.22","105.22","108.32","12",NA,"100.00"," 98.94"," 98.94"," 94.72"," 94.74"," 93.22"," 80.22"," 80.20"," 78.88"," 89.11"," 78.88"," 78.88"," 78.88","120.00",NA," 48.68",NA," 90.00","12",NA," 90.00"," 80.18",NA," 80.18"," 90.18",NA,NA," 87.54"," 83.72"," 80.28"," 83.72"," 74.73"," 81.64"," 87.54",NA,NA,NA,NA,NA," 98.17"," 98.17"," 98.34"," 90.16","11"," 90.16"," 90.16"," 90.00"," 90.16"," 90.16",NA,NA,NA," 88.22"," 90.16"," 88.20"," 88.72"," 87.22"," 32.34"," 82.84"," 80.28"," 78.28"," 80.20"," 80.28"," 84.26"," 84.26"," 84.26",NA," 80.26",NA," 80.26"," 80.16"," 89.66",NA," 80.44"," 80.44",NA," 88.44"," 94.44",NA,NA,NA,NA,NA," 83.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"700.00",NA,NA,NA,NA,NA,NA,"11",NA,NA,"10","365.00","400.00",NA,NA,NA,NA,"750.00","10",NA,"750.00",NA,NA,NA,NA,NA,"400.00",NA,"19","26",NA,NA,"700.00","800.00","450.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,"15","22",NA,NA,NA,NA,NA,NA,"14",NA
"26","KASUNGU","148.20","150.12","155.28","155.28","157.20","162.18","161.14","162.43",NA,"162.43","165.00","165.00","165.00","164.50","160.00","160.00","160.00","158.12","158.12","158.12","155.30",NA,"157.18","156.28",NA,"158.55","156.27","156.27","160.00","163.26","164.25","165.28","166.49","166.49","26","162.40","167.34","168.22","172.34","30","172.34","178.45","182.13",NA,"185.42",NA,"192.16","25","205.05","208.04","211.04","12",NA,"218.29","220.52","225.40","225.40","230.25","230.25","235.18","236.52",NA,NA,NA,"24","245.65",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,"250.00","25",NA,NA,"15","22",NA,"250.00",NA,"10","250.00","250.00","10","11",NA,"246.18","251.37",NA,NA,NA,NA,NA,"301.75","26","297.66","302.09",NA,"300.00",NA,NA,NA,"350.00","337.42",NA,NA,"361.54",NA,NA,"194.54","182.09",NA,NA,NA,"165.95",NA,"162.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"764.00",NA,NA,NA,NA,NA,"11",NA,"700.00","700.00","700.00","700.00","750.00","750.00",NA,"750.00","765.00","765.00","770.00",NA,NA,"950.00","950.00","950.00",NA,NA,NA,"19","26","600.00","600.00","600.00","700.00","700.00","700.00","700.00","700.00","700.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,"700.00","700.00","700.00","29",NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"700.00","700.00","21"
"27","CHAMAMA",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","29",NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,"21",NA,NA,NA,NA,"25","12",NA,"12","12",NA,NA,NA,"20",NA,NA,NA,NA,"24",NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,"30",NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,"10",NA,"11",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","23",NA,NA,NA,NA,"30",NA,"13",NA,NA,NA,NA,"18"," 379.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29"," 550.00",NA,NA,NA,NA,NA,"11",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA," 550.00",NA,NA,"17","24",NA,NA,"12","19","26","28",NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 300.00",NA,NA,NA,NA,"1000.00",NA,NA,NA,NA,"1000.00"," 800.00",NA,NA," 200.00"," 350.00",NA,NA
"28","NKHAMENYA",NA,NA,NA,NA,NA,NA," 309.33"," 294.73",NA,NA,NA," 140.00"," 163.85"," 167.91",NA,"15",NA,"29",NA,NA," 235.86",NA," 252.52","10","17","24",NA,NA,"15"," 250.40",NA,NA,NA," 362.83"," 362.83",NA,NA," 408.00","23"," 350.36"," 342.85"," 365.51"," 385.13"," 380.95"," 391.89"," 358.10"," 389.50"," 401.36",NA,NA,"12"," 351.35",NA," 340.00"," 363.63"," 343.75"," 358.62",NA," 358.02"," 382.97"," 355.21"," 376.06"," 391.66",NA," 356.52"," 356.52"," 362.90"," 362.90",NA,NA,NA,NA,"19",NA,NA,"10","17",NA,"30",NA,NA,"21",NA,NA,NA,"18","25",NA,NA,"15",NA,NA,"10",NA,"10",NA,"  86.67"," 347.82"," 347.82"," 315.93"," 360.00",NA,NA,NA,NA," 347.05"," 340.93"," 340.93","26"," 341.49"," 320.00"," 320.00"," 421.68"," 370.37"," 321.63"," 321.63"," 323.73",NA,NA,NA," 400.00",NA,NA,NA,"18",NA,NA," 328.34"," 328.34"," 312.15"," 357.02",NA,NA,NA," 357.14"," 347.30"," 379.31"," 379.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 220.31",NA,NA,NA,"11",NA,"11","11",NA," 764.70",NA,NA,NA,NA,NA,NA,NA," 845.36",NA,NA,NA," 937.05",NA,NA,NA,NA,NA,"19",NA,"28",NA,NA," 666.66",NA," 892.28",NA,NA,NA,NA," 900.00"," 900.00",NA," 686.93",NA,NA,"1045.87","11","18"," 750.00"," 780.05",NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA," 756.26"
"29","CHATOLOMA",NA,NA,NA,"22",NA,NA,"12",NA,"26",NA,"11","18",NA,NA,NA,"120.50","120.50","138.40","138.40","135.60","20",NA,NA,"10","17","24",NA,NA,"15",NA,NA,NA,NA,"19",NA,NA,NA,NA,"23","30","10","10","123.46","28",NA,"121.52","120.99","25",NA,"117.17",NA,NA,NA," 40.85","172.99","178.41","137.07","139.93","142.75","157.94","137.42",NA,NA,NA,NA,NA,NA,"14","21",NA,NA,"12","19","26",NA,"10",NA,NA,"159.72",NA,"14","21",NA,NA,NA,NA,"25",NA,NA,"15",NA,"29","251.40","234.18","239.47","242.20","11","10","11",NA,"176.37","12",NA,NA,NA,NA,NA,NA,"26","294.48","299.28",NA,"307.25",NA,"307.81","306.21","310.04",NA,"320.18","328.11","325.49",NA,NA,"311.52","309.18","25","218.33","279.57","15","299.84","293.88",NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"481.73",NA,NA,"12",NA,"11",NA,"11","11","613.92","644.02","651.42","669.23","658.53","651.10","662.71","657.53",NA,NA,"17",NA,"656.25","675.29","661.53","642.85","656.73","653.82","655.12","658.19",NA,"645.83","657.46",NA,"20","636.72","664.79","676.73","692.98","695.28",NA,"650.51","666.67","667.53",NA,"689.00","692.64","674.24","684.46","694.18","877.74","873.01","872.84","876.12","532.89","511.21","513.51","885.32","888.73","12","19",NA,NA,NA,"22","643.43","649.39",NA,"19","621.95","603.65","611.87","674.34"
"30","MKANDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,"200.00","200.00",NA,"200.00",NA,NA,NA,"17","24","200.00","195.50","195.50",NA,NA,"191.20",NA,NA,NA,NA,NA,"220.00","220.30","223.50","223.00","225.00","225.00","226.30","225.00",NA,"226.08","25","225.55",NA,"12",NA,NA,"134.70","140.50","138.20","141.80","141.50","140.22","137.41",NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,"12","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,"15",NA,"29","204.49",NA,"203.92","10","205.94","206.06",NA,"204.84",NA,NA,NA,NA,NA,"207.00",NA,"214.02","217.13",NA,"218.06","220.10",NA,NA,"223.80",NA,NA,NA,NA,"100.00",NA,NA,NA,"11","18","241.04","123.36",NA,"145.36","147.50",NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"580.00","580.00","580.00","550.00","550.00","550.00","575.00",NA,"10","700.00",NA,NA,NA,NA,NA,"580.00","10",NA,NA,NA,NA,NA,NA,NA,"550.00","530.00","19","536.10",NA,NA,NA,NA,"27","650.00","500.00",NA,NA,NA,"630.33","14","650.12",NA,NA,NA,NA,NA,NA,NA,NA,"18","12",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,"800.00",NA
"31","MCHINJI"," 130.85"," 130.90"," 132.28"," 133.12",NA," 140.00"," 140.05",NA," 140.00"," 140.00"," 137.45"," 130.50"," 125.80"," 120.80"," 120.50"," 125.00"," 130.00"," 125.00"," 120.00"," 150.00"," 140.00",NA," 130.00"," 135.00",NA,"24"," 130.00",NA," 138.45"," 138.80",NA," 140.15"," 145.15"," 147.18"," 147.33"," 146.90"," 144.86"," 144.00"," 145.19"," 145.19"," 145.80"," 147.00"," 146.80"," 146.99"," 147.25"," 149.05"," 150.12"," 152.84",NA,NA," 166.18"," 185.15"," 190.45"," 193.40"," 195.12"," 195.25"," 195.25"," 200.15"," 200.20"," 200.00",NA," 195.80"," 190.58"," 190.00"," 190.00"," 183.84"," 181.46"," 180.27"," 175.85",NA," 172.69"," 170.44"," 167.18"," 159.12"," 155.41"," 155.57"," 151.23"," 150.22"," 145.42"," 140.64"," 135.42",NA," 120.15"," 120.00"," 118.40"," 118.10"," 116.99",NA,NA,"15"," 118.05","29","10"," 120.14"," 120.55"," 122.56"," 123.18"," 124.24"," 124.56"," 125.05"," 126.12"," 126.34",NA,NA,NA," 135.12"," 138.43"," 140.23"," 145.15"," 145.67"," 145.86"," 145.50"," 145.69"," 142.07",NA,NA,NA,NA," 172.12"," 184.04",NA,NA," 225.00"," 215.63"," 232.80"," 210.00"," 261.67",NA," 206.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 699.88",NA,"12","12",NA," 609.29"," 615.57"," 635.69"," 649.65",NA," 753.79"," 721.43",NA,NA,NA,NA,NA," 743.10",NA,NA,NA," 898.92"," 898.97",NA,NA," 550.00"," 782.00","12","19"," 897.84",NA,NA,"13","20",NA," 761.91"," 770.64",NA,NA,NA," 911.49","14",NA," 700.00",NA,NA,NA,NA,NA,"1004.40","1004.51","1004.17","12"," 999.02"," 977.57"," 975.13","1162.34","1149.10","1131.43","19","1102.36","1151.18","1175.00","1175.79","1013.92","1000.00"," 999.02","19"," 957.21"," 955.37"," 950.25"," 950.27"
"32","NSUNDWE","240.00","240.00","240.00","240.00","240.00","240.00","240.00","240.00","240.00","200.00","200.00","192.30","185.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00",NA,NA,"180.00","200.00","24","200.00","200.00","200.00","200.00","200.00","200.00","200.00","245.00",NA,"245.00","245.00","245.00","245.00",NA,"245.00","245.00","250.00","245.00","245.00",NA,"11","250.00","250.00","250.00","12","250.00",NA,"250.00","13","250.00","267.10","267.11","267.10","257.00","267.00","267.10",NA,"250.00","250.00","240.00","230.00","230.00","180.00",NA,"200.00","150.00","150.00","26","151.50","10","152.60","200.00","200.00","200.00","200.00","200.52","200.57","210.54","252.00","210.01","200.02",NA,NA,"15",NA,"150.50",NA,"150.56","150.56","150.57","150.68","11",NA,"200.00"," 80.00","145.66",NA,NA,NA,"146.70","146.70","200.00","146.72","146.72","240.60","240.60","240.65","240.70","240.71","240.72","240.80","240.90","240.92","13",NA,NA,"240.99","240.99","200.00",NA,"200.00","200.00","200.00","200.00",NA,NA,"13",NA,NA,NA,NA,"200.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"580.29","360.27","650.75","580.31","620.93","11",NA,"11","22",NA,NA,NA,NA,"620.40","650.00","630.45","660.21",NA,NA,NA,NA,"870.12","850.47","830.39","800.91","800.20","750.40","850.15","820.32","770.83","550.90","520.69","570.29","550.40","570.15","600.10","630.45","640.17","690.55","850.24","850.10","810.15","840.03","700.00","760.40","750.25","840.61","820.40","850.63","870.22","850.44","815.54","820.90","536.08","659.74","587.62","850.29","800.60","800.27","800.47","800.91","850.10","820.60","800.10","800.40","800.00","800.40","750.66","520.44","550.72","510.30","500.10"
"33","NAMBUMA"," 85.00"," 85.00"," 85.00"," 85.00",NA," 90.00"," 85.00"," 80.00"," 80.00"," 85.00"," 80.00"," 80.00"," 80.00"," 80.00"," 80.00","130.00","130.00","130.00","150.00","160.00",NA,NA,NA,"150.00","150.00","150.00","150.00","145.00","140.00","145.00","145.00","150.00","175.00","180.00",NA,"200.00",NA,"200.00","110.00","210.00","210.00","215.00","210.00","220.00","220.00","220.00","11","230.00","230.00","235.00","230.00","12",NA,"230.00","220.00","220.00","220.00","233.33","249.69","242.48","243.27","231.19","235.00","235.00",NA,"220.00","220.00","210.00","205.00",NA,"180.00",NA,"160.00",NA,"160.00","10",NA,"150.00","150.00","161.89","172.47","21","178.33","179.26","168.29","186.47",NA,"151.52","162.23","152.13","151.78","153.76","167.23","173.33","181.28","186.87","187.56","193.47","198.89","232.67","239.28","223.71",NA,NA,NA,NA,"218.47","221.48","218.43","223.33","226.73","216.71","221.44","219.67",NA,NA,NA,NA,NA,"13",NA,NA,NA,"11","18","180.00",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12",NA,"613.57","618.42","621.43","638.87",NA,NA,NA,NA,NA,NA,NA,NA,"633.92","706.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,"20","27",NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,"11","18",NA,NA,"18","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA
"34","KASIYA",NA,NA,NA,NA,NA,NA,NA,"180.00","26",NA,NA,"18",NA,NA,NA,"180.00","180.00","29",NA,NA,"20",NA,NA,NA,"17","200.00","160.00",NA,"160.00",NA,"29",NA,"200.00","19","210.00",NA,"210.00","200.00","200.00","30",NA,"10","200.00","10","190.44",NA,"18",NA,"12",NA,NA,NA,NA,NA,"210.00","200.00",NA,"200.00","205.10","210.00",NA,"260.00",NA,"200.00",NA," 73.00",NA,"150.00","150.00",NA,NA,NA," 90.41","26","160.00",NA,"17","24","30",NA,"14","21",NA,NA,NA,NA,NA,NA,NA,"15","125.32","180.00","192.90","149.00","190.00","175.34","190.30","10","17",NA,"180.44","180.09",NA,NA,NA,NA,NA,NA,"26",NA,NA,"16",NA,NA,NA,"16","200.34",NA,NA,"13",NA,NA,NA,"185.11","180.36","25",NA,NA,"15",NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","20",NA,NA,NA,"11","22",NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,"650.02","26","28",NA,NA,"640.75",NA,"690.00","700.00","680.00","695.00","760.50","775.25","750.00","700.00",NA,NA,NA,NA,NA,"18",NA,NA,"18","12","350.00","355.00","365.00",NA,NA,"12",NA,NA,NA,NA,"22",NA,"788.33","750.00","760.00",NA,NA,"14","21"
"35","LILONGWE"," 160.00"," 150.00"," 160.00"," 160.00"," 138.00"," 200.00"," 200.00"," 200.00"," 157.89"," 160.00"," 220.00"," 200.00"," 200.00",NA,NA," 200.00"," 200.00",NA,NA," 190.00"," 200.00",NA," 200.00",NA,NA," 190.00"," 180.00"," 200.00"," 200.00"," 200.00"," 200.00"," 200.00"," 200.00"," 200.00"," 200.00"," 190.00"," 200.00"," 200.00","23"," 196.67"," 180.00"," 182.50"," 196.43","10"," 196.43",NA," 196.43"," 196.43"," 217.23"," 200.00","16",NA,NA,NA,NA," 196.43"," 220.00"," 226.47"," 226.42"," 222.22"," 225.00"," 223.05"," 223.05"," 236.67"," 223.05"," 250.00"," 223.05"," 220.00"," 280.00",NA," 312.50"," 326.67"," 300.00",NA," 328.28"," 306.06"," 200.00"," 200.00"," 205.13",NA," 190.67"," 200.00"," 179.91",NA," 189.50"," 190.50"," 196.67"," 196.67"," 182.50","15"," 189.50",NA," 218.79"," 209.92"," 232.21"," 233.31"," 190.67","11"," 198.50"," 194.54"," 182.50","12",NA,NA,NA,NA," 246.67",NA," 209.10"," 199.21",NA,NA,NA,NA,NA,"16",NA,"30",NA,"13",NA,NA,NA,"11"," 331.58"," 120.18"," 370.59"," 347.83","15"," 400.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 766.67"," 766.67","12",NA,NA,NA,NA," 766.67"," 768.91"," 900.00"," 889.50","17",NA,NA,NA,NA,NA," 650.50"," 676.67",NA,NA," 950.51"," 956.67"," 953.33"," 954.45",NA,NA,NA,"19",NA," 882.50"," 882.50"," 845.56"," 866.67"," 889.50"," 913.34"," 917.87"," 916.61"," 921.14"," 986.61"," 999.50"," 979.91"," 980.00"," 966.67"," 954.45"," 985.56",NA,NA,NA,"1000.00","1000.00","1000.00","12"," 776.69"," 780.81"," 744.48","1200.00","1200.00","1200.00","1200.00","1050.00","1050.00","1050.00","1050.00","1200.00","1200.00","1200.00","1200.00"," 755.56"," 734.45"," 740.50"," 732.55"
"36","MITUNDU"," 110.00"," 110.00"," 116.00"," 150.00"," 155.00"," 160.00"," 165.00",NA,"  94.44","  95.00","  95.34","  95.00","  95.00","  93.44","  94.00","  80.00","  80.00","  80.00","  80.00","  78.00","  78.44",NA," 105.00",NA,NA," 110.00"," 105.00",NA," 155.00"," 154.00"," 164.29"," 165.00"," 160.33",NA," 178.00"," 180.00"," 170.00","16",NA," 150.00"," 155.00"," 160.00"," 140.00"," 142.44"," 148.50","11"," 150.00"," 154.22"," 132.00"," 135.00"," 140.25",NA,NA," 148.44",NA,NA,NA," 245.09"," 243.25"," 245.33"," 220.09",NA,NA," 118.22"," 118.50","  91.76"," 122.09","  95.50","  94.50",NA,"  92.50","  94.44",NA,NA," 108.55",NA," 151.58"," 133.44","  99.41"," 150.00"," 110.18"," 115.25"," 118.50"," 100.00","  99.10"," 105.20"," 110.50"," 124.50",NA," 106.25"," 110.20"," 109.30"," 122.23"," 122.50"," 148.30"," 145.25"," 144.50",NA," 136.18"," 138.78"," 140.18","12",NA,NA,NA," 150.25"," 155.70","19"," 165.25"," 170.55"," 175.10"," 180.10"," 170.35"," 172.09"," 173.55"," 145.20"," 142.22",NA," 140.35"," 135.20"," 141.30",NA,"  92.07"," 110.00"," 125.35"," 110.12"," 118.30"," 115.30"," 115.18"," 118.17",NA," 120.15",NA,NA,"  89.49","  89.49","  89.48","  92.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 680.14"," 700.00"," 650.92",NA,NA," 665.74","11","11"," 660.85"," 660.85"," 600.41"," 580.49"," 650.78"," 750.49"," 748.85"," 750.67"," 745.52"," 710.98"," 700.00"," 746.15",NA,NA," 850.84",NA,NA," 580.10"," 750.95"," 760.20","19","26"," 730.43"," 740.50",NA," 675.56"," 600.66"," 570.29"," 570.50"," 572.37"," 580.14",NA," 900.00",NA," 930.00"," 960.49"," 900.00",NA,NA,NA," 950.95","1000.00"," 950.80"," 960.78"," 970.39"," 690.32"," 650.34"," 650.38","1050.37","1160.21","1048.50","1000.00","1000.00"," 980.42","1050.63","1060.70"," 690.00"," 670.50"," 650.46"," 630.92"," 690.50"," 700.00"," 650.95"," 650.89"
