"","mkt","2008-01-01","2008-01-08","2008-01-15","2008-01-22","2008-01-29","2008-02-05","2008-02-12","2008-02-19","2008-02-26","2008-03-04","2008-03-11","2008-03-18","2008-03-25","2008-04-01","2008-04-08","2008-04-15","2008-04-22","2008-04-29","2008-05-06","2008-05-13","2008-05-20","2008-05-25","2008-06-03","2008-06-10","2008-06-17","2008-06-24","2008-07-01","2008-07-08","2008-07-15","2008-07-22","2008-07-29","2008-08-05","2008-08-12","2008-08-19","2008-08-26","2008-09-02","2008-09-09","2008-09-16","2008-09-23","2008-09-30","2008-10-07","2008-10-14","2008-10-21","2008-10-28","2008-11-04","2008-11-11","2008-11-18","2008-11-25","2008-12-02","2008-12-09","2008-12-16","2008-12-23","2008-12-30","2009-01-06","2009-01-13","2009-01-20","2009-01-27","2009-02-03","2009-02-10","2009-02-17","2009-02-24","2009-03-03","2009-03-10","2009-03-17","2009-03-24","2009-03-31","2009-04-07","2009-04-14","2009-04-21","2009-04-26","2009-05-05","2009-05-12","2009-05-19","2009-05-26","2009-06-03","2009-06-10","2009-06-17","2009-06-24","2009-06-30","2009-07-07","2009-07-14","2009-07-21","2009-07-28","2009-08-04","2009-08-11","2009-08-18","2009-08-25","2009-09-01","2009-09-08","2009-09-15","2009-09-22","2009-09-29","2009-10-06","2009-10-13","2009-10-20","2009-10-27","2009-11-03","2009-11-10","2009-11-17","2009-11-24","2009-12-01","2009-12-08","2009-12-13","2009-12-20","2009-12-27","2010-01-05","2010-01-12","2010-01-19","2010-01-26","2010-02-02","2010-02-09","2010-02-16","2010-02-23","2010-03-02","2010-03-09","2010-03-16","2010-03-23","2010-03-30","2010-04-06","2010-04-13","2010-04-20","2010-04-25","2010-05-04","2010-05-11","2010-05-18","2010-05-25","2010-06-01","2010-06-08","2010-06-15","2010-06-22","2010-06-29","2010-07-06","2010-07-13","2010-07-20","2010-07-27","2010-08-03","2010-08-10","2010-08-17","2010-08-22","2010-08-29","2010-09-05","2010-09-12","2010-09-19","2010-09-26","2010-10-03","2010-10-10","2010-10-17","2010-10-24","2010-10-31","2010-11-07","2010-11-14","2010-11-21","2010-11-28","2010-12-05","2010-12-12","2010-12-26","2011-01-02","2011-01-09","2011-01-16","2011-01-23","2011-01-30","2011-02-06","2011-02-13","2011-02-20","2011-02-27","2011-03-06","2011-03-13","2011-03-20","2011-03-27","2011-04-03","2011-04-10","2011-04-17","2011-04-24","2015-11-29","2015-12-06","2015-12-13","2015-12-20","2015-12-27","2015-11-01","2015-11-08","2015-11-15","2015-11-22","2016-04-03","2016-04-10","2016-04-17","2016-04-24","2016-01-31","2016-02-07","2016-02-14","2016-02-21","2016-01-03","2016-01-10","2016-01-17","2016-01-24","2016-07-03","2016-07-10","2016-07-17","2016-07-24","2016-05-29","2016-06-05","2016-06-12","2016-06-19","2016-06-26","2016-02-28","2016-03-06","2016-03-13","2016-03-20","2016-03-27","2016-05-01","2016-05-08","2016-05-15","2016-05-22","2016-07-31","2016-08-07","2016-08-14","2016-08-21","2016-10-02","2016-10-09","2016-10-16","2016-09-04","2016-09-11","2016-09-18","2016-12-04","2016-12-11","2016-12-18","2016-12-25","2017-04-02","2017-04-09","2017-04-16","2017-01-29","2017-02-05","2017-02-12","2017-02-19","2017-01-01","2017-01-08","2017-01-15","2017-01-22","2017-02-26","2017-03-05","2017-03-12","2017-03-19","2017-04-30","2017-05-07","2017-05-14","2017-05-21"
"11","JENDA",NA,NA,"15",NA,NA,NA,"12",NA,"26",NA,"160.00","160.00","160.00",NA,NA,"107.00","107.00","29",NA,NA,"20",NA,NA,"10","17","24","120.00","120.00","140.00",NA,"140.00","140.00","12",NA,NA,NA,NA,NA,"23",NA,"10","10","10","10","11","11","11","25",NA,"12",NA,"12",NA,NA,"13",NA,NA,NA,NA,"17","24",NA,NA,NA,"24",NA,NA,"14","21",NA,NA,NA,"19","26",NA,"10","17",NA,"30",NA,"14",NA,"28",NA,"11",NA,"25",NA,NA,"15",NA,"29",NA,"10","10","27","11",NA,"11","24",NA,"12",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,"16","23",NA,NA,NA,NA,NA,NA,"11",NA,"193.88",NA,NA,"15",NA,NA,NA,"13",NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"531.69","532.38","531.49","528.04",NA,"526.19",NA,"11","522.81","511.02","506.03","513.61","510.28","581.16","572.33","552.75","554.96","531.12","558.32","559.34",NA,"596.68","621.04",NA,"621.94",NA,"543.74","557.49","554.37","26","28","469.81","470.91","501.14","422.09","511.14",NA,"518.95","531.08","623.02","651.74","648.08","653.43","692.14","694.02","696.51","689.34","691.39","692.01","741.13",NA,"739.08","740.74","701.56","700.51","682.51","769.01","781.02","786.93","788.46","769.01","743.02","756.21","762.11","781.02",NA,"769.23","752.17","622.59","630.51","601.57","555.56"
"12","MPAMBA","149.20","149.20","184.62","184.62",NA,NA,"12","19","147.58",NA,"281.95","281.85","243.14","111.03","211.03","182.43","182.43","182.43",NA,NA,NA,NA,NA,"169.18","169.18","169.18","169.18","171.69","173.81","184.17","184.17","206.74",NA,"193.38",NA,"199.79","199.70",NA,"23",NA,"10",NA,NA,"10","11","11","147.04",NA,"148.28","148.28","148.28",NA,NA,"196.67","227.06","216.47","216.47","215.83","206.63","192.17",NA,"191.64","189.64","189.64","191.76","192.71","181.24","181.24","182.77",NA,"182.77","181.17","180.91","181.93","181.92","183.40","189.56","183.21","180.19",NA,"173.21","170.41","215.52","209.16","207.46","203.56","201.92","199.83","197.76","209.91","211.16","214.34","10","10","10","205.17","176.49","172.22","171.21","173.63","169.64","172.56",NA,NA,NA,"173.46","188.43","184.29",NA,"190.16","191.82","199.18","205.28","201.63","213.23","203.82","199.81","191.18","189.75",NA,"180.74",NA,"178.54","194.36","191.83","134.40","178.49","169.92","164.88","167.83","168.11",NA,NA,NA,"27",NA,NA,"171.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29",NA,"12","12",NA,"11",NA,"11","22",NA,NA,"17",NA,NA,NA,"14",NA,NA,NA,"17",NA,NA,NA,"17","24","540.01",NA,NA,NA,NA,"28",NA,"13","20","27",NA,NA,NA,"22",NA,NA,"14",NA,"785.05",NA,"10",NA,NA,NA,"483.45","497.71","498.73","12",NA,NA,NA,NA,NA,NA,"19","486.14","484.57","486.15","486.18",NA,NA,NA,"19","30",NA,NA,"21"
"13","NKHATABAY"," 93.13"," 88.87"," 87.24","109.51","112.41",NA,"12","19","111.27"," 89.42","121.33"," 88.41"," 88.41","198.46","198.46","195.43"," 93.30"," 93.30","165.50","165.50","170.00",NA,"183.33","10","183.93","183.93","183.93","179.44","210.00","225.18","212.36","190.18","184.17","218.75","210.43","216.67","215.67",NA,"23","30","194.35","196.34","214.13","160.00","174.46","189.12","150.38","25","175.40","12","175.20","198.48",NA,NA,"185.93","195.26","195.11","164.38","175.15","196.74","210.21","251.46","195.50","157.89","165.12","180.73","188.57","175.40","170.14",NA,"156.12","155.44","148.83","154.45","156.25","151.63","115.18"," 98.54","125.75","118.54","132.11","137.18","130.12","157.24","126.77","138.59","126.12","134.39","130.17","143.84"," 82.56","29","115.76","121.52","126.81","123.17","128.74","143.18","149.64","148.57","151.25","168.76",NA,NA,NA,"183.17","195.36","175.43",NA,"180.96","176.40","177.36","180.65","186.66","181.15","182.81",NA,NA,"186.47",NA,NA,NA,"140.68","145.62","125.17","234.78","128.67","125.68","120.67","118.36","110.42",NA,NA,NA,"27",NA,NA,"128.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"697.26",NA,"13","12",NA,"11",NA,"698.22","11","729.45","733.13","758.28","808.16","705.22","710.22","711.07","715.21","708.01",NA,"705.13",NA,NA,"757.22",NA,"750.17",NA,"786.21","790.25","772.60","758.32","718.08","728.19","730.14","20","727.35","805.19","795.18","801.13","785.22","745.19","750.21","755.20","758.05",NA,"785.48","783.16","780.95","785.90","783.45",NA,NA,NA,NA,NA,NA,NA,"786.20",NA,NA,NA,"786.20","792.48","781.22","786.06",NA,"805.22","802.17","19","30",NA,"14","985.45"
"14","CHINTHECHE",NA,"134.05","134.46","134.25",NA,"135.83","135.83","135.83","26","137.45","137.45",NA,"136.28","136.79","136.58","136.98","139.58","139.58","137.50","137.50","136.75",NA,"136.75","136.80","137.20","136.95","135.98",NA,"137.30","137.98","137.45","137.80","138.60",NA,"139.05","138.15","140.10","140.75","141.20","142.80","142.15","145.08","144.95","28","145.35","145.48","146.05","146.25","146.30","146.20","146.05","146.32","146.30","225.93","224.87","224.80","225.98","225.40","225.95","224.89","224.25","225.08","224.90","224.79","225.60","225.15","225.15","225.55","224.89",NA,"224.92","225.65","225.08","26",NA,"224.10","223.86","221.49","220.79","219.55","221.19","219.15","219.10","218.45","218.58","217.41","216.60","240.05","240.10","240.08","239.75","239.75","238.69","237.62","236.80","27","233.45","233.15",NA,"234.15","234.50",NA,NA,NA,NA,"233.80","234.10","234.25","234.15","235.30","235.25","235.85","235.70","235.65","234.80","235.20","235.15","235.15","235.10","13","235.15",NA,"255.15","235.18","235.18","272.85","234.75",NA,"15","232.35","232.15",NA,"13","237.40","238.30",NA,"237.96","237.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"697.83","697.96","698.15","12","705.16","11","11","11","22",NA,NA,"783.46","24",NA,NA,NA,NA,NA,"706.82","706.89",NA,"785.19","786.07","786.44","787.11","789.22",NA,NA,"781.92","783.11","793.33","793.81","13","790.22","789.93","781.63",NA,"781.22",NA,NA,"789.92","791.24",NA,"798.56","798.63",NA,NA,NA,"18",NA,NA,"18","12",NA,NA,NA,"29","792.15","793.48","19",NA,NA,NA,"22",NA,NA,NA,"19",NA,NA,"14","781.22"
"15","DWANGWA",NA,NA,NA," 340.00"," 250.00"," 340.00"," 340.00"," 340.00"," 340.00"," 340.00"," 340.00"," 340.00"," 340.00"," 340.00"," 230.00"," 340.00"," 340.00"," 340.00"," 275.00"," 275.00"," 275.00",NA,NA,NA,NA," 230.00"," 230.00"," 230.00"," 230.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00",NA," 278.13"," 280.00"," 280.19"," 280.23"," 280.31"," 280.31"," 280.00"," 280.21"," 280.29"," 280.31"," 280.00"," 280.00",NA," 280.00"," 280.00"," 280.00",NA," 280.36"," 240.00",NA," 240.00"," 240.00"," 260.00"," 250.00"," 260.00"," 260.00"," 260.00"," 260.00"," 290.17"," 290.19"," 290.27"," 290.31"," 290.36"," 290.41"," 290.40"," 200.61"," 200.55"," 200.81"," 200.93"," 200.97"," 200.94"," 200.99"," 200.64"," 201.65"," 261.33"," 261.37"," 161.41"," 261.49"," 261.63",NA,NA,NA," 259.11"," 259.19"," 259.31"," 259.37"," 259.53"," 260.33"," 260.64"," 260.73"," 260.19"," 362.50"," 362.65"," 162.51"," 362.75"," 362.61"," 362.00"," 362.00",NA," 300.51"," 272.94"," 272.89"," 225.00"," 272.81"," 272.67"," 270.97"," 270.83"," 270.63"," 270.35"," 280.26"," 280.17"," 280.69"," 281.25"," 281.27"," 185.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29"," 900.00","13"," 900.00",NA,NA," 900.00","11",NA,NA,NA,"17","24"," 950.00"," 950.00"," 950.00"," 950.00"," 950.00"," 950.00"," 950.00",NA,NA,"10","17","24"," 780.14",NA,NA,"19",NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,"1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","29",NA,NA,"19","1000.00","1000.00",NA,NA,NA,NA,NA,"19"," 800.00"," 800.00"," 800.00"," 800.00"
"16","NKHOTAKOTA",NA,NA,NA,NA,NA,NA," 270.00"," 270.00"," 270.00",NA,NA," 325.00"," 325.00"," 330.00",NA," 353.00"," 266.47"," 350.00"," 264.50"," 280.00"," 233.75",NA," 200.00"," 275.00",NA,"24"," 270.00"," 270.00"," 308.75"," 315.00"," 320.00"," 278.46"," 278.00"," 317.65",NA," 317.65"," 293.33"," 293.33"," 293.33"," 293.30"," 317.65"," 318.00"," 318.65"," 321.00"," 318.00"," 300.00"," 270.59"," 285.71"," 300.00"," 292.86"," 342.47"," 342.47",NA," 300.00"," 329.41"," 329.49"," 333.33"," 333.33"," 333.33"," 333.33",NA," 287.50"," 287.50"," 300.00",NA," 300.00"," 195.00"," 193.33"," 193.33",NA," 195.30"," 195.30"," 206.67",NA," 226.67"," 300.00",NA," 282.35"," 282.35",NA," 300.00","21"," 300.00"," 301.00"," 301.00"," 309.00"," 309.00"," 312.50"," 312.50"," 312.50"," 312.50",NA," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00"," 300.00",NA,NA,NA," 245.00"," 245.00"," 245.00"," 275.00"," 275.00"," 300.00"," 333.33"," 300.00"," 300.00"," 235.00",NA," 235.00"," 235.00"," 235.00","13"," 250.00",NA," 220.46"," 220.68"," 225.00",NA," 225.00"," 225.00","15",NA,NA,NA,NA," 300.00"," 300.00"," 315.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","20",NA,"1000.00","1000.00","1000.00","1000.00",NA,NA,NA,NA,NA,NA,"14",NA," 980.72"," 980.66",NA,"1200.00",NA,"10",NA,NA," 950.00"," 950.66"," 950.98"," 980.33","26","28",NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA," 952.65",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,"21"
"17","MWANSAMBO","162.35","162.35","152.35","130.00","138.68","150.00","150.00","155.29","155.82","131.17","135.47","135.47","162.35","162.35","162.35","149.42","149.42","150.00","150.00","150.00",NA,NA,NA,"241.86","122.00","241.86","261.87","240.00","15","257.50","29","257.50","275.00","275.00",NA,"275.00","280.00","280.00",NA,"295.50","200.00","200.00","200.00","249.02","264.71","282.35","282.35","288.23","286.27","266.67","266.67",NA,NA,"227.45","266.67","266.67","276.47","284.44","288.23","288.23","276.47","276.47","258.49","258.49","258.49","240.38",NA,"176.67","170.42",NA,"140.42",NA,"175.44","175.42","175.42","187.50","276.08","24","276.08","268.63","249.06","253.85",NA,"258.82","258.82","272.55","272.55","272.55","249.50","249.50","248.24","248.24","248.24","243.25","255.10","255.10","235.29","226.53","212.12","209.80","212.12","211.76",NA,NA,NA,"280.00","212.00","211.76",NA,"252.94","258.82","264.71","276.47","276.47","270.69",NA,NA,"222.45","214.29",NA,NA,NA,NA,NA,"18","250.00",NA,NA,NA,NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"684.64","12","692.32",NA,NA,"11","11","11","11","687.45",NA,"687.45","693.50",NA,"696.16",NA,"696.16","692.32","696.16","696.16",NA,"726.27","758.19",NA,"804.11",NA,"726.77",NA,"19","726.27","696.00",NA,NA,"693.12","687.45",NA,"693.50",NA,"726.75",NA,"854.10",NA,"890.00",NA,NA,"952.65",NA,"905.29","905.29",NA,"976.33","976.33","988.00",NA,NA,"816.67","994.00",NA,"994.00","997.00",NA,NA,"988.00","22",NA,NA,NA,NA,NA,NA,NA,NA
"18","SALIMA",NA," 90.00","180.00","180.00",NA,NA,"12","200.00","160.00","200.00","200.00","200.00","200.00","200.00","200.00","15",NA,"200.00","200.00","13","200.00",NA,"200.00","10","17","24","200.00",NA,"15",NA,"29",NA,"220.00","250.00","26","250.00","250.00","250.00","250.00","250.00","250.00","10","150.00","250.00","11","11","11","250.00","250.00","250.00","250.00","250.00",NA,NA,"250.00","250.00",NA,"250.00","250.00","250.00",NA,NA,NA,"250.00",NA,NA,NA,NA,"200.00",NA,"150.00","180.00","19",NA,"250.00","10","250.00","24",NA,"202.05","202.50",NA,NA,NA,"11",NA,NA,NA,NA,NA,"22",NA,"10","250.00","250.00","27","200.00","10","200.00","200.00","200.00","200.00",NA,NA,NA,"250.01","12","250.00","250.00","250.00",NA,"250.00","250.00","250.02","250.00","250.00","23","250.00",NA,"250.60",NA,NA,NA,"250.00","250.00",NA,"250.00","250.00","15","250.00","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"521.33",NA,"12","20",NA,"11",NA,"11","502.18","540.70","540.50","540.40","540.60",NA,NA,NA,NA,NA,"10",NA,NA,"600.38","600.48","600.32","600.36",NA,"600.00","600.18","600.20","26","540.36","540.60","540.66",NA,"27","540.50","575.62","590.26","22",NA,NA,"14",NA,"822.22","900.00","922.22",NA,NA,NA,"950.00","911.11","900.00","12","800.00","744.44","680.00","29","922.22","900.00","900.00","944.44","950.50","972.22","982.22","950.00","900.00","822.22","850.00","700.00","711.11","720.00","21"
"19","DOWA"," 150.00"," 150.00"," 150.00"," 150.00",NA,NA," 150.00"," 150.00"," 150.00"," 160.00"," 160.00"," 160.00"," 160.00","  84.90","  90.00","  95.00"," 100.00"," 100.00"," 120.00"," 120.00"," 120.00",NA,NA," 180.00"," 180.00"," 180.00"," 200.00"," 200.00"," 200.00"," 200.00"," 220.00"," 200.00"," 200.00"," 200.00"," 200.00",NA," 200.00"," 200.00",NA," 200.00"," 200.00"," 200.00",NA," 200.00"," 200.00"," 200.00"," 200.00"," 210.70"," 200.00"," 204.50"," 205.85",NA," 210.95"," 208.40","13"," 289.80"," 289.80"," 248.55"," 250.10"," 264.95"," 268.55"," 274.80"," 289.65"," 292.85"," 295.65"," 297.64"," 298.50"," 296.45","21",NA," 198.75",NA," 198.55"," 199.40"," 198.75"," 197.52","17",NA,"30",NA,"14","21","28",NA,NA,NA,NA,NA,NA,NA,"22","29","10","10",NA,NA,NA,"10",NA,"24",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","23",NA,NA,"16","23",NA,NA,NA,NA,NA,NA,NA,NA," 131.89",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,"11",NA,"11","11",NA,"10",NA,"24",NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA," 625.00",NA,NA,NA,"26",NA," 400.00"," 400.00"," 400.00"," 400.00",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,"12",NA," 500.00",NA," 480.00","29",NA,NA,NA," 900.00"," 900.00"," 950.00","1000.00","1000.00","1000.00",NA," 950.00","30"," 650.00"," 650.00",NA
"20","NTCHISI","180.00","180.00","180.00","180.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00","130.00","150.00","130.00","150.00","150.00","150.00",NA,"140.00","130.00",NA,"150.00","120.00","120.00","150.00","150.00","170.00","170.00","180.00","170.00","180.00","180.00","170.00","26",NA,"200.00","200.00","200.00","200.00",NA,"200.00","200.00","200.00","200.00","11",NA,"220.00","220.00","216.67","220.00","230.00",NA,NA,"250.00","250.00","250.00","250.00","220.00",NA,"210.00","200.00","200.00","180.00","200.00","180.00","140.00","100.00","100.00",NA,"100.00","12","100.00","100.00","140.00",NA,"128.85","128.85","131.15","130.15","130.57","130.53",NA,"129.66","129.66","129.66","25","143.00","142.53","148.53","145.55","142.17","151.19","150.00","150.89","160.11","163.89","164.71","151.89","160.17","158.97","171.51",NA,NA,NA,"175.27","171.98","170.16","169.23","169.98","170.16","160.00","170.93","170.16","160.00","130.00","110.00","110.00","120.00",NA,"20",NA,"125.87","126.45","129.54","112.50","130.42","132.65","139.45","143.18","29","151.89",NA,NA,"155.18","156.09","163.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","12",NA,NA,NA,"11",NA,NA,NA,NA,"24",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","26",NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","750.00","750.00","825.00",NA,"400.00","400.00","350.00","29",NA,NA,NA,NA,NA,NA,"22","750.00","750.00","750.00","450.00","350.00","350.00","450.00","450.00"
"21","MALOMO","131.24","147.06","156.25","138.89","138.89","136.45",NA,NA,NA,"142.86",NA," 69.72"," 71.06"," 61.09","103.25","125.66","125.66","132.10","130.44","135.24","139.18",NA,"140.36","154.30","144.28","139.40","130.25","133.10","128.78","132.40","135.24","133.82","130.24",NA,NA,"139.25","142.70","150.12","143.85","145.20","144.86","115.85","156.30","198.92","182.77","200.00","200.00","206.30","205.60","209.40","214.72",NA,NA,"200.00","200.00",NA,"190.00","195.00","186.42","188.72","163.74",NA,"105.26",NA,"140.00","114.20","100.00","110.00","112.60",NA,"110.39","115.83","120.08",NA,NA,"120.40","120.84","181.18","180.67","180.44","180.26",NA,"184.95","186.72","186.20",NA,"187.44","186.25","193.64","190.63","190.22","189.22","191.72","188.44","188.06","182.75","180.66","11","180.33","187.20","187.20","135.66",NA,NA,NA,NA,"12",NA,"171.06","175.22","176.07","175.64","125.06","172.08","170.33","165.08","162.81","158.33","165.20",NA,"115.22",NA,"105.40","110.45","111.75","152.48","114.92","115.55","120.42","125.33",NA,"136.00","130.62","133.67","133.65","136.34","135.22","139.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"425.00","12","426.50",NA,NA,NA,"11","22",NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","28",NA,"13",NA,"27",NA,NA,"600.00","22",NA,NA,"14","600.00",NA,NA,"600.00",NA,NA,NA,"925.45","926.47","928.75","935.50","450.00","450.00","400.00",NA,NA,NA,"19",NA,NA,NA,"22","750.00","750.00","685.00","685.00","369.55","350.02","341.75","339.50"
"22","MPONELA",NA,"  90.00","  90.00"," 120.00",NA," 120.00"," 130.00",NA,NA," 130.00"," 130.00"," 130.00"," 130.00"," 130.00"," 140.00"," 140.00"," 140.00"," 140.00"," 140.00"," 140.00"," 140.00",NA," 140.00"," 140.00","17"," 150.00"," 160.00"," 160.00"," 160.00"," 160.00"," 170.00"," 170.00"," 170.00"," 170.00","26"," 180.00"," 180.00"," 190.00"," 190.00"," 190.00"," 200.00"," 200.00"," 200.00"," 200.00"," 200.00","11"," 200.00","25"," 200.00"," 200.00"," 200.00"," 200.00"," 200.00"," 200.00"," 220.00"," 220.00",NA," 220.00"," 220.00"," 220.00","24",NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,"17",NA,"30"," 233.06"," 240.67"," 259.14",NA,NA," 240.67",NA,"25"," 210.92",NA," 214.95"," 210.92"," 212.57"," 210.95"," 216.82"," 214.95"," 215.48"," 212.57"," 218.45"," 221.80"," 161.45"," 214.95"," 215.87",NA,NA,NA," 215.48","12"," 218.45"," 216.82"," 215.67"," 218.75"," 225.85"," 280.45"," 218.75"," 215.70"," 213.48"," 225.85"," 215.85"," 204.98"," 156.67"," 156.67",NA," 165.48"," 154.60"," 154.60",NA," 154.48",NA," 155.62"," 170.00"," 171.65"," 170.00"," 171.82",NA," 156.62"," 151.50"," 170.00"," 173.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 613.18"," 615.20",NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,"24",NA,NA,NA,"21"," 600.00"," 616.67"," 616.67",NA,NA,NA,NA," 950.00",NA,NA,NA,NA," 950.00",NA,NA,NA,NA,NA,NA,NA," 550.00",NA,NA," 950.00",NA,NA,NA,NA,NA,NA," 950.00",NA,NA,NA,NA,NA,NA,NA,NA,"1066.67",NA,NA,NA,NA,NA,NA,"22","1066.67","1066.67","1066.67",NA,NA," 450.00",NA,NA
"23","MADISI",NA,NA,"15","22",NA,NA,NA,NA," 80.00"," 80.00"," 85.00"," 80.00"," 80.00",NA," 90.00"," 90.00"," 90.00"," 90.00"," 90.00","13",NA,NA,NA," 90.00"," 95.00","24"," 95.00"," 90.00"," 95.00",NA,NA,"130.00",NA,NA,NA,NA,NA,NA,"23","120.00","170.00","180.00","200.00","28","200.00","200.00",NA,"25","12","200.00","12",NA,NA,NA,NA,"20","27","220.00","220.00","220.00",NA,NA,NA,NA,"24",NA,"200.00",NA,"21",NA,NA,NA,NA,"210.00","210.00",NA,NA,NA,NA,NA,NA,"170.00","28","135.43","11","139.73","25","120.00",NA,"130.00","129.74","29",NA,"13","10",NA,"11","11","11","11","179.11","186.12",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,"18",NA,NA,NA,"15",NA,"198.00","200.00","198.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,"11",NA,NA,"10",NA,NA,NA,NA,"14",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","26","28",NA,"13","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,"22",NA,NA,NA,"19",NA,NA,"14","21"
