"","cropyear","TZ2009L101","TZ2009L102","TZ2009L103","TZ2009L104","TZ2009L105","TZ2009L106","TZ2009L107","TZ2009L108","TZ2009L109","TZ2009L110","TZ2009L111","TZ2009L112","TZ2009L113","TZ2009L114","TZ2009L115","TZ2009L116","TZ2009L117","TZ2009L118","TZ2009L119","TZ2009L120","TZ2009L121","TZ2009L122","TZ2009L123","TZ2009L124","TZ2009L125","TZ2009L126","TZ2009L127","TZ2009L128","TZ2009L129","TZ2009L130","TZ2009L131","TZ2009L132","TZ2009L133","TZ2009L134","TZ2009L135","TZ2009L136","TZ2009L137","TZ2009L138","TZ2009L139","TZ2009L140","TZ2009L141","TZ2009L142","TZ2009L143","TZ2009L144","TZ2009L145","TZ2009L146","TZ2009L147","TZ2009L148","TZ2009L149","TZ2009L150","TZ2009L151","TZ2009L152","TZ2009L153","TZ2009L154","TZ2009L155","TZ2009L156","TZ2009L157","TZ2009L158","TZ2009L159","TZ2009L160","TZ2009L161","TZ2009L162","TZ2009L163","TZ2009L164","TZ2009L165","TZ2009L166","TZ2009L167","TZ2009L168","TZ2009L169","TZ2009L170","TZ2009L171","TZ2009L172","TZ2009L173","TZ2009L174","TZ2009L175","TZ2009L176","TZ2009L177","TZ2009L178","TZ2009L198","TZ2009L199","date"
"1",2008,291.733304052025,231.815934171504,300.741120353475,502.82255108374,421.917362231126,296.803921049796,163.406061602679,478.561639166729,306.295668863242,480.350946321834,415.341425993415,460.891253041651,262.195438881623,219.377132286499,560.223609417929,434.977700086515,442.785391468719,444.082750687989,421.570230225046,802.195656537088,525.478716722534,577.686341025419,594.334393199863,735.208816437074,459.573213048958,747.892670202826,1056.24689557157,735.317765796318,719.006018625582,825.710315889909,617.517951388407,999.671760445853,868.92087303967,915.716921670008,550.65209124829,880.418473576103,1127.30698845944,1087.61592463239,1007.33241270836,511.446837437888,495.462734736618,609.237521320212,811.297028708317,540.551217318052,750.482911861852,548.69587856303,649.691571714152,540.707390185283,659.148365048759,276.219110904656,735.979491874739,560.687014474914,804.529176353305,383.005537189214,442.060899548823,546.463115557592,935.499249378645,955.256567578953,1360.42873518303,1373.31259508554,1032.16891358052,941.331198138796,554.523454170317,749.723426677837,791.639295882604,855.380444022485,971.261239429687,924.689746727054,968.441083792955,907.282193345248,1031.29335500876,540.955919153929,1143.78355401782,821.101451525723,618.540446349218,705.899561272379,880.636181415152,896.647440332716,847.0181113421,454.748296573428,10285-06-25
"2",2009,471.17498422813,345.143183648717,499.653888283777,467.382290582105,509.237847663993,331.983993976873,207.020660665535,547.756594164144,661.668987613117,747.300262711495,664.986122339207,650.737480486201,461.28306611609,373.831061519959,870.338105454882,787.485554429767,545.25234962041,680.311690531876,656.591349365906,754.239810470434,525.949257561739,733.495025999011,516.392107862036,673.759132103504,702.496458198659,957.683133878368,1117.82229757319,780.092104628435,767.974401931271,805.411913109554,684.136495255613,1035.31493642442,815.549159002386,782.451456994575,617.783677526391,836.162274042657,840.573632451235,781.924509873887,1362.0646085608,507.712908626637,611.234361381987,659.163831164405,720.162197250053,582.246430585431,871.969953000606,591.61095448565,810.705174616321,776.712043722259,771.741704549245,538.118033065553,957.761203671855,702.216285039241,978.248431036085,648.676245290738,494.376456603845,550.023722312185,737.115315305738,817.632082638472,1218.37404575619,1256.04784319547,1025.52706125339,917.980787896825,542.553965604376,770.900107787115,750.867712006889,854.591648271018,1072.79238373357,917.206160614793,1164.60940595202,945.299650350933,869.006783594533,458.152812583068,1129.02986630186,780.810096756365,564.599096250927,711.954199563033,726.782724805641,821.19235191501,907.033543240481,436.600018254066,10498-05-04
"3",2010,297.772728685792,220.156725592744,364.432833249498,451.601120065934,336.417793928919,259.444881006513,113.63898088856,522.049171164081,430.517984156929,468.795854806932,407.341475836195,481.287774202265,254.936864977634,257.376418196934,648.097549301199,625.906580774601,480.605689811832,517.183690086766,596.901690149582,587.487433966896,480.101217728602,581.139371863067,476.052657097853,521.214906458328,551.235997401511,620.967133174279,923.398590037321,647.236031833413,541.85315911923,765.365031045838,509.521030563244,853.345453974144,705.002772714993,738.285658710958,510.419374475732,800.179370402727,842.692054599567,798.571134590788,851.023960217209,540.190308161501,597.23646170861,779.729731067508,964.571318442943,649.110046473903,887.148362895318,588.444641819828,764.103094929539,813.905627275224,926.681140677616,393.083123000645,897.572530281623,798.380746778275,983.2696391606,601.667780129349,452.69386500904,498.800921472394,727.489555714089,754.875819404417,1368.21989223017,1325.66393400371,911.844665449385,750.936353025073,469.314769274171,576.348811206378,592.985191588842,644.692856327966,969.226127010589,1020.00627842185,964.855001659708,1001.06678383882,1163.40935044765,492.932181906647,1041.06279255907,789.144576980207,564.145283179147,833.942464012729,642.785205550587,728.887123456864,660.267823551573,465.550975003914,10711-03-15
"4",2011,373.229713352819,321.119742410584,441.885303072907,657.812479492975,529.087474258066,422.505470185214,281.836432191061,719.585106383962,882.468137042999,615.429110156026,551.250152726715,667.870861034845,367.690349168388,399.816737581414,767.107710898534,683.733209317222,616.127418739484,565.06228733373,573.403103785658,771.805027266948,604.217812411456,672.192583519752,620.679646138542,688.005070974636,619.96614932003,756.263339660177,1107.786016719,785.957471950495,721.019442050703,859.582794441378,733.485212856616,962.185477621473,806.661093941338,782.021803629027,693.650334753458,826.346054570903,932.984688515692,835.452700479006,956.245351086065,586.702796210387,664.804680467723,780.86474692274,813.182354809999,741.751345460569,1008.84993477093,757.982077033735,837.024930677101,916.957613645078,654.856800395743,513.668093317373,1010.33535056332,649.749130496973,806.436045449608,728.651239860229,521.298441262125,611.838863359242,765.494450527403,766.121956510919,1060.36024317185,1133.82595226378,960.770960183552,879.42685736838,537.543348776837,712.346192649553,785.644690629308,770.518739562026,910.452576408925,963.52901739231,981.244068962306,876.809110708828,952.856829713141,610.52863276932,1060.36347870247,777.917572811078,579.823088173502,740.212705154262,736.482496073523,790.788736714995,773.793275454933,427.446647241764,10966-05-22
"5",2012,345.551449679474,288.777693282657,536.387369736403,398.919418040408,473.990217454774,415.523324763768,245.66453040889,476.174908659236,906.607332876141,703.430874597201,745.430100341126,697.543225612385,498.603165215348,503.754760968399,868.328185821852,802.960277692842,488.501144693871,693.027290714682,779.096854532625,786.36674263416,519.913701875999,754.942150715118,536.402164208315,690.621082249028,716.771991944994,800.794314307928,1219.63962180027,861.723750247389,719.977765783954,930.003317901418,683.51815259198,1031.5533382107,854.30767356321,860.35902433484,669.642146793162,911.341742542402,1143.03062176068,995.405909854067,1000.40700172167,461.098977846998,594.849493340778,624.899302842817,998.527878501753,578.455566485402,874.545985868536,539.971057854126,750.026588604994,625.515932616877,704.3316077816,390.674803091308,856.218288194437,679.892952683065,751.562380676726,456.539095604723,467.01357620058,476.033066580771,829.85087485775,883.183807879705,1332.44248422365,1466.62598543013,1108.8944535611,915.845692920998,560.835081722008,753.973803112778,801.755126802669,851.111146599319,910.516442876007,911.812235508531,935.185267186985,947.264396834372,1049.39939952944,483.377534054858,1192.29443487787,788.679395700088,528.916059835768,594.028280246525,762.768454953291,886.310894140828,847.253577419667,435.494007693716,11137-07-02
"6",2013,336.083554709207,336.703323329001,650.881691057366,582.398245460031,701.133009312164,621.850592392555,438.906934387218,665.286184553842,571.517018846648,607.201052155709,420.812851329833,454.763128376948,344.969500849502,326.821568779709,516.938767248137,454.478379119801,478.869146842985,468.388972270508,536.536643947177,695.99078215741,502.459514001854,622.572238083479,569.777725291522,593.235174424264,442.471352062922,661.676498901616,893.938756137142,635.623300790049,578.551761498289,678.963936873695,584.955348807154,772.116376622952,796.606058045515,712.378300515698,571.740750195039,684.609073033178,1099.49722896806,883.276225652632,782.852454922467,587.672634882623,788.819732943157,813.425504420354,1080.48467439375,666.280827979398,1087.4235934468,811.907486118594,931.48195290249,840.62001912022,732.383341148386,597.433843617066,1102.18729957069,710.231214959415,944.15305275164,825.339486645997,484.155015950693,572.129216951962,897.940872739753,890.00803429549,1505.82634441558,1524.85968255502,1256.88641346084,1030.41961119941,687.130090186724,838.121797842423,941.820422972574,929.329793632433,1076.8052586024,1050.96698727655,1062.57566201577,1057.40496855838,1250.85140744154,626.618746146694,1330.32144739948,954.123631462657,673.53490026964,842.080366672574,820.874378184801,898.504994114776,649.106165744827,484.476297393604,11350-05-11
"7",2014,340.087476724511,348.917794748695,681.843820464528,540.109939680243,612.727049750119,556.017630491542,446.033087212013,671.777847905683,563.20084995711,658.34588086906,670.820036586745,645.982540817733,420.936286603115,358.060799397765,684.897770954667,591.199334207373,446.129079371097,450.439654197884,478.927369574679,641.785423363742,368.971938961681,521.331887491552,488.157209407369,494.839949734257,470.781883363103,747.160835091299,1122.08908700179,701.68275695858,624.424760317681,682.468961274811,542.833649802526,906.5647068801,796.794970305869,814.80285208826,479.644314966165,864.493122873919,992.961415027423,861.527968740536,907.629525904184,484.467105474574,650.787074262177,681.165457616618,755.179918531272,618.369235691272,998.872212233544,612.063831909709,806.072544272585,815.259058077666,658.393083978384,499.130577498142,816.542110250979,607.180699675652,663.202968873537,525.641071017023,378.93253681031,510.568652115593,803.493596427963,798.685098641522,1140.11709230209,1090.2498798268,789.551762024034,868.348252049432,479.602209765424,661.257173189809,739.704412201163,793.937255695678,841.741451980754,762.961222280529,807.468835728971,779.541636615068,792.820099315,564.261217525064,1036.12970560436,702.778629485239,546.442390314924,701.392269276653,745.647474623687,761.313326106437,774.247633464579,326.686407585128,11563-03-21
"8",2015,489.869748873755,468.741811470372,454.038229682411,700.904915335925,691.85496242601,533.4980433505,362.245594842674,775.661329642853,834.011908108506,772.240499008498,682.715359690257,626.783247305224,477.396955752528,462.669129941356,652.279592190185,692.156774649554,749.99037846152,542.333011397483,592.845545819978,906.740779142269,727.722692211454,784.134268476984,842.248432848658,830.663940509821,617.643739754487,938.748361054794,1185.8987353052,812.506864731841,791.526206753771,855.325852446331,753.6347492751,1125.17688544885,907.567332983655,1042.11257203052,675.442543503138,1079.58732344548,1253.97087116525,1128.3998654082,1098.29261441591,823.68965052867,894.747853387122,1011.91555679526,1265.59378107498,980.463819283426,1473.33187494316,754.873383129188,1256.87162453378,1111.96653919546,1056.80223514149,648.143444178442,1166.03832601811,1073.55387036098,1171.71624931431,827.808201970282,722.544642293965,774.495228324255,1110.68026257257,1090.94755457784,1241.34618059308,1538.62362538203,1243.448693305,1099.40785619782,691.667254570256,999.414506315042,1066.16960166853,1210.05862263358,890.381793733415,1292.3762201916,937.226384167172,1123.76636092602,1496.9558708992,849.488963162775,1232.5276156245,1084.1294098401,887.808809122811,1037.72922550918,976.399418543973,1050.63024466429,955.289700980132,650.607326979851,11822-05-29
