"","case_id","lat_modified","lon_modified"
"1","1013000201",-0.53062749,32.327492
"2","1013000202",NA,NA
"3","1013000204",-0.53062749,32.327492
"4","1013000206",0.28908074,32.56065
"5","1013000210",-0.53062749,32.327492
"6","1013000212",NA,NA
"7","101300021302",-0.043573041,32.005306
"8","1021000102",0.33318767,32.570656
"9","1021000108",0.33318767,32.570656
"10","1021000111",0.33318767,32.570656
"11","1021000113",0.33318767,32.570656
"12","1021000201",0.31304476,32.569145
"13","1021000203",0.31304476,32.569145
"14","1021000204",0.31304476,32.569145
"15","1021000207",0.31304476,32.569145
"16","1021000212",0.31304476,32.569145
"17","1021000213",0.31304476,32.569145
"18","1021000312",0.30309552,32.573345
"19","1021000402",0.34575298,32.546299
"20","1021000405",0.34575298,32.546299
"21","102100040502",0.34575298,32.546299
"22","1021000406",0.34575298,32.546299
"23","1021000503",0.37804905,32.594128
"24","1021000504",0.37804905,32.594128
"25","1021000506",0.37804905,32.594128
"26","1021000604",0.371429,32.56506
"27","1021000607",0.371429,32.56506
"28","1021000608",0.371429,32.56506
"29","1021000610",0.371429,32.56506
"30","1021000612",0.371429,32.56506
"31","1021000701",0.36514077,32.597015
"32","1021000702",0.36514077,32.597015
"33","1021000703",0.36514077,32.597015
"34","1021000705",0.36514077,32.597015
"35","1021000710",0.36514077,32.597015
"36","1021000711",0.36514077,32.597015
"37","1021000805",0.35690978,32.588352
"38","1021000807",0.35690978,32.588352
"39","102100080803",0.78502685,33.324905
"40","1021000810",0.35690978,32.588352
"41","1021000811",0.35690978,32.588352
"42","1021000906",0.36253446,32.574726
"43","1021001003",0.34599793,32.583225
"44","1021001004",0.34599793,32.583225
"45","1021001007",0.34599793,32.583225
"46","1021001011",0.34599793,32.583225
"47","1021001102",0.28927287,32.615974
"48","1021001105",0.28927287,32.615974
"49","1021001107",0.28927287,32.615974
"50","1021001109",0.28927287,32.615974
"51","102100110901",0.23867941,32.620823
"52","102100110904",0.28927287,32.615974
"53","1021001110",0.28927287,32.615974
"54","1021001205",0.31279653,32.611473
"55","1021001206",0.31279653,32.611473
"56","1021001208",0.31279653,32.611473
"57","1021001210",0.31279653,32.611473
"58","1021001211",0.31279653,32.611473
"59","1021001301",0.30322111,32.619747
"60","1021001302",0.30322111,32.619747
"61","1021001304",0.30322111,32.619747
"62","1021001306",0.30322111,32.619747
"63","1021001308",0.30322111,32.619747
"64","1021001309",0.30322111,32.619747
"65","1021001402",0.28581339,32.578739
"66","102100140202",0.28581339,32.578739
"67","102100140204",0.39059284,32.521591
"68","1021001403",0.28581339,32.578739
"69","1021001405",0.28581339,32.578739
"70","1021001406",0.28581339,32.578739
"71","1021001407",0.23138611,32.590992
"72","1021001408",0.28581339,32.578739
"73","1021001501",0.30165493,32.600548
"74","1021001504",0.30165493,32.600548
"75","102100150406",0.32639074,32.555145
"76","1021001505",0.30165493,32.600548
"77","1021001507",0.30165493,32.600548
"78","1021001512",0.30165493,32.600548
"79","1021001701",0.27318704,32.624809
"80","1021001704",0.27318704,32.624809
"81","1021001705",0.27318704,32.624809
"82","1021001706",0.27318704,32.624809
"83","1021001709",0.27318704,32.624809
"84","1021001710",0.27318704,32.624809
"85","102100171003",0.27318704,32.624809
"86","1021001711",0.27318704,32.624809
"87","1021001713",0.27318704,32.624809
"88","1021001804",0.29515454,32.5854
"89","1021001809",0.29515454,32.5854
"90","1021001810",0.29515454,32.5854
"91","1021001902",0.28539219,32.617664
"92","1021001907",0.41072601,32.488712
"93","1021001908",0.36563045,32.555477
"94","1021001910",0.28539219,32.617664
"95","1021001915",0.28539219,32.617664
"96","1021002003",0.34478223,32.587532
"97","1021002007",0.34478223,32.587532
"98","1021002008",0.34478223,32.587532
"99","1021002010",0.34478223,32.587532
"100","1021002011",0.34478223,32.587532
"101","1021002013",0.34478223,32.587532
"102","1021002103",0.36772007,32.623959
"103","1021002105",0.36772007,32.623959
"104","1021002106",0.36772007,32.623959
"105","1021002107",0.36772007,32.623959
"106","1021002201",0.36840436,32.590256
"107","1021002203",0.36840436,32.590256
"108","1021002205",0.36840436,32.590256
"109","1021002207",0.36840436,32.590256
"110","1021002208",0.36840436,32.590256
"111","1021002210",0.36840436,32.590256
"112","1021002301",0.32818478,32.634068
"113","1021002307",0.32818478,32.634068
"114","1021002308",0.32818478,32.634068
"115","1021002309",0.32818478,32.634068
"116","1021002312",0.32818478,32.634068
"117","1021002405",0.32192761,32.638088
"118","1021002407",0.32192761,32.638088
"119","1021002501",0.33720475,32.608589
"120","1021002502",0.41721264,33.215244
"121","1021002508",0.33720475,32.608589
"122","1021002509",0.33720475,32.608589
"123","1021002603",0.30594072,32.529144
"124","1021002605",0.30594072,32.529144
"125","1021002606",0.30594072,32.529144
"126","102100260606",0.30594072,32.529144
"127","1021002610",0.30594072,32.529144
"128","1021002611",0.30594072,32.529144
"129","1021002702",0.28985971,32.553036
"130","1021002703",0.28985971,32.553036
"131","1021002711",0.28985971,32.553036
"132","1021002801",0.3567673,32.557106
"133","1021002802",0.3567673,32.557106
"134","1021002805",0.3567673,32.557106
"135","1021002810",0.3567673,32.557106
"136","1021002901",0.33075041,32.542141
"137","1021002903",0.33075041,32.542141
"138","1021002905",0.33075041,32.542141
"139","1021002906",0.33075041,32.542141
"140","1021002910",0.33075041,32.542141
"141","1021003103",0.27931949,32.566051
"142","1021003109",0.27931949,32.566051
"143","1021003201",0.33245257,32.54237
"144","1021003203",0.33245257,32.54237
"145","1021003205",0.33245257,32.54237
"146","1021003309",0.31714338,32.537323
"147","1021003310",0.31714338,32.537323
"148","1021003403",0.30460998,32.543774
"149","1021003407",0.30460998,32.543774
"150","1021003411",0.30460998,32.543774
"151","1021003412",0.30460998,32.543774
"152","1021003415",0.30460998,32.543774
"153","1033000301",0.82792664,31.843466
"154","1033000302",0.82792664,31.843466
"155","1033000303",0.82792664,31.843466
"156","1033000304",0.82792664,31.843466
"157","103300030403",0.82792664,31.843466
"158","1033000307",0.82792664,31.843466
"159","1033000308",0.82792664,31.843466
"160","1033000310",0.82792664,31.843466
"161","1033000504",0.92350906,31.578562
"162","1033000505",0.92350906,31.578562
"163","1033000506",0.92350906,31.578562
"164","1033000507",0.92350906,31.578562
"165","1033000509",0.92350906,31.578562
"166","1033000510",0.88724399,31.700947
"167","1033000511",0.92350906,31.578562
"168","103300051102",0.92350906,31.578562
"169","1041000203",0.71214485,32.52943
"170","1041000206",0.71214485,32.52943
"171","1041000207",0.71214485,32.52943
"172","1041000209",0.71214485,32.52943
"173","1041000210",0.71214485,32.52943
"174","1041000211",0.58655202,32.525223
"175","1041000213",0.71214485,32.52943
"176","1043000401",0.58952701,32.623108
"177","1043000402",0.58952701,32.623108
"178","1043000403",0.58952701,32.623108
"179","1043000406",0.58952701,32.623108
"180","1043000407",0.58952701,32.623108
"181","1043000408",0.58952701,32.623108
"182","1043000409",0.58952701,32.623108
"183","104300040906",0.47129345,32.86459
"184","104300040908",0.58952701,32.623108
"185","1043000410",0.58952701,32.623108
"186","1043000601",0.66238511,32.709141
"187","1043000603",0.66238511,32.709141
"188","104300060303",0.27692965,32.545937
"189","104300060305",0.25701767,32.57933
"190","1043000604",0.66238511,32.709141
"191","1043000605",0.66238511,32.709141
"192","1043000606",0.66238511,32.709141
"193","1043000607",0.66238511,32.709141
"194","1043000610",0.66238511,32.709141
"195","1043000611",0.66238511,32.709141
"196","104300061103",0.3471041,32.537529
"197","1043000802",0.79487455,32.471142
"198","1043000804",0.81150138,32.515919
"199","1043000805",0.81150138,32.515919
"200","1043000806",0.81150138,32.515919
"201","1043000807",0.81150138,32.515919
"202","104300080702",0.35051212,32.624798
"203","1043000808",0.81150138,32.515919
"204","1043000809",0.81150138,32.515919
"205","1043000810",0.81150138,32.515919
"206","1043000811",0.81150138,32.515919
"207","1051000104",-0.34314713,31.725313
"208","1051000105",-0.34314713,31.725313
"209","1051000106",-0.34314713,31.725313
"210","1051000109",-0.34314713,31.725313
"211","1051000110",-0.34314713,31.725313
"212","1051000301",-0.14214757,31.879677
"213","1051000305",-0.14214757,31.879677
"214","1051000309",-0.14214757,31.879677
"215","1051000310",-0.14214757,31.879677
"216","1053000402",-0.079570986,31.635708
"217","1053000403",-0.079570986,31.635708
"218","1053000404",-0.079570986,31.635708
"219","105300040602",0.33991042,32.558567
"220","105300040605",-0.079570986,31.635708
"221","105300040607",-0.079570986,31.635708
"222","1053000407",-0.079570986,31.635708
"223","1053000408",-0.079570986,31.635708
"224","1053000409",-0.079570986,31.635708
"225","1053000410",-0.079570986,31.635708
"226","1053000801",-0.20546399,31.566809
"227","1053000802",-0.24854319,31.667816
"228","1053000804",-0.24854319,31.667816
"229","1053000805",-0.24854319,31.667816
"230","1053000806",-0.24854319,31.667816
"231","1053000807",-0.24854319,31.667816
