"","case_id","lat_modified","lon_modified"
"232","1053000808",-0.24854319,31.667816
"233","1053000809",-0.24854319,31.667816
"234","1053001201",-0.344248,31.571665
"235","1053001202",-0.344248,31.571665
"236","1053001203",-0.344248,31.571665
"237","1053001204",-0.344248,31.571665
"238","1053001206",-0.344248,31.571665
"239","1053001207",-0.344248,31.571665
"240","1053001208",-0.344248,31.571665
"241","1053001210",-0.344248,31.571665
"242","1053001503",-0.47120026,31.363787
"243","1053001505",-0.47120026,31.363787
"244","1053001507",-0.47120026,31.363787
"245","1053001508",-0.47120026,31.363787
"246","1053001509",-0.47120026,31.363787
"247","1053001510",-0.47120026,31.363787
"248","1053001512",-0.47120026,31.363787
"249","1053001513",-0.47120026,31.363787
"250","105300151301",-0.47120026,31.363787
"251","1053001902",-0.52238631,31.355343
"252","1053001903",-0.52238631,31.355343
"253","1053001904",-0.52238631,31.355343
"254","1053001905",-0.52238631,31.355343
"255","1053001906",-0.52238631,31.355343
"256","1053001907",-0.52238631,31.355343
"257","1053001908",-0.52238631,31.355343
"258","1053001909",-0.52238631,31.355343
"259","1053001910",-0.52238631,31.355343
"260","1053002302",-0.57678241,31.691637
"261","1053002303",-0.57678241,31.691637
"262","1053002304",-0.57678241,31.691637
"263","1053002305",-0.57678241,31.691637
"264","1053002306",-0.57678241,31.691637
"265","1053002307",-0.57678241,31.691637
"266","1053002308",-0.57678241,31.691637
"267","1053002309",-0.57678241,31.691637
"268","1053002602",-0.291444,31.791344
"269","1053002603",-0.291444,31.791344
"270","1053002605",-0.291444,31.791344
"271","1053002606",-0.291444,31.791344
"272","105300260602",-0.30155933,31.75025
"273","1053002607",-0.291444,31.791344
"274","1053002608",-0.291444,31.791344
"275","105300260802",-0.31438649,31.768534
"276","1053002609",-0.291444,31.791344
"277","1053002610",-0.291444,31.791344
"278","1053003002",0.00097659603,31.799799
"279","1053003003",0.00097659603,31.799799
"280","105300300504",-0.31462511,31.748158
"281","1053003006",0.00097659603,31.799799
"282","1053003008",0.00097659603,31.799799
"283","1053003010",0.00097659603,31.799799
"284","1053003303",-0.19768302,31.810291
"285","1053003304",-0.19768302,31.810291
"286","1053003305",-0.19768302,31.810291
"287","1053003307",-0.19768302,31.810291
"288","105300330702",-0.27213916,31.750366
"289","1053003309",-0.19768302,31.810291
"290","1053003310",-0.19768302,31.810291
"291","1053003312",-0.19768302,31.810291
"292","105300331202",-0.19768302,31.810291
"293","1063000301",0.11205984,31.760345
"294","1063000302",0.11205984,31.760345
"295","1063000304",0.11205984,31.760345
"296","1063000305",0.11205984,31.760345
"297","106300030505",NA,NA
"298","106300030511",0.02992708,32.02459
"299","106300030512",0.34618655,32.251301
"300","1063000307",0.11205984,31.760345
"301","1063000308",0.11205984,31.760345
"302","1063000310",0.11205984,31.760345
"303","1063000311",0.11205984,31.760345
"304","1063000502",0.27025428,31.648449
"305","1063000503",0.27025428,31.648449
"306","1063000504",0.21624768,31.574783
"307","1063000505",0.33526602,31.646975
"308","1063000506",0.27025428,31.648449
"309","1063000508",0.27025428,31.648449
"310","1063000509",0.27025428,31.648449
"311","1063000510",0.27025428,31.648449
"312","106300051003",0.27025428,31.648449
"313","106300051004",0.17068891,32.461361
"314","106300051007",0.18946646,32.437519
"315","1063000511",0.27025428,31.648449
"316","1063000701",0.071609862,32.092873
"317","1063000702",0.071609862,32.092873
"318","1063000703",0.071609862,32.092873
"319","1063000704",0.071609862,32.092873
"320","1063000705",0.071609862,32.092873
"321","1063000706",0.071609862,32.092873
"322","1063000707",0.071609862,32.092873
"323","1063000709",0.071609862,32.092873
"324","1063000710",0.071609862,32.092873
"325","1063000711",0.071609862,32.092873
"326","1063000902",0.19665441,32.25523
"327","1063000903",0.19665441,32.25523
"328","1063000905",0.19665441,32.25523
"329","1063000907",0.19665441,32.25523
"330","1063000908",0.19665441,32.25523
"331","1063000909",0.19665441,32.25523
"332","1063000912",0.19665441,32.25523
"333","1071000101",0.55268747,31.382027
"334","1071000103",0.48071983,31.693167
"335","1071000104",0.55268747,31.382027
"336","1071000106",0.55268747,31.382027
"337","1071000109",0.55268747,31.382027
"338","1071000110",0.55268747,31.382027
"339","1071000111",0.55268747,31.382027
"340","1071000201",0.39071351,32.073822
"341","1071000205",0.39071351,32.073822
"342","1071000206",0.39071351,32.073822
"343","1071000207",0.39071351,32.073822
"344","1071000208",0.39071351,32.073822
"345","1071000209",0.39071351,32.073822
"346","1071000210",0.39071351,32.073822
"347","1073000801",0.21303451,31.052639
"348","1073000803",0.21303451,31.052639
"349","1073000807",0.21303451,31.052639
"350","1073000808",0.21303451,31.052639
"351","1073000809",0.21303451,31.052639
"352","1073001201",0.53796762,31.368237
"353","107300120302",0.41377482,31.237961
"354","1073001205",0.53796762,31.368237
"355","1073001206",0.53796762,31.368237
"356","1073001207",0.53796762,31.368237
"357","1073001209",0.53796762,31.368237
"358","1073001210",0.53796762,31.368237
"359","107300121004",0.53796762,31.368237
"360","1073001601",0.63070548,31.787724
"361","1073001602",0.63070548,31.787724
"362","1073001603",0.63070548,31.787724
"363","1073001604",0.63070548,31.787724
"364","1073001605",0.63070548,31.787724
"365","1073001608",0.5241794,31.359463
"366","1073001609",0.63070548,31.787724
"367","1073001610",0.63070548,31.787724
"368","107300161002",0.34390631,32.541683
"369","1073001611",0.63070548,31.787724
"370","1073002002",0.48756397,31.800924
"371","1073002003",0.44648844,31.825706
"372","107300200304",0.42638919,31.837946
"373","1073002004",0.48756397,31.800924
"374","1073002005",0.48756397,31.800924
"375","107300200503",NA,NA
"376","1073002006",0.48756397,31.800924
"377","1073002007",0.48756397,31.800924
"378","1073002008",0.48756397,31.800924
"379","1073002009",0.40192401,32.102077
"380","1073002010",0.48756397,31.800924
"381","1073002011",0.48756397,31.800924
"382","1073002301",0.57550406,31.819822
"383","1073002302",0.58675128,31.718155
"384","1073002303",0.58675128,31.718155
"385","1073002304",0.58675128,31.718155
"386","1073002305",0.58675128,31.718155
"387","1073002306",0.58675128,31.718155
"388","1073002307",0.58675128,31.718155
"389","1073002308",0.58675128,31.718155
"390","1073002309",0.58675128,31.718155
"391","1073002702",0.40262333,32.081055
"392","1081000201",0.35495532,32.933506
"393","1081000202",0.35495532,32.933506
"394","108100020203",0.28615281,32.638367
"395","1081000203",0.35495532,32.933506
"396","1081000206",0.35495532,32.933506
"397","1081000208",0.35495532,32.933506
"398","108100020802",0.35495532,32.933506
"399","1081000209",0.35495532,32.933506
"400","1081000211",0.35495532,32.933506
"401","1081000214",0.32752514,32.979481
"402","1081000301",0.41141748,33.141369
"403","1081000302",0.41141748,33.141369
"404","1081000303",0.41141748,33.141369
"405","1081000307",0.41141748,33.141369
"406","1081000308",0.41141748,33.141369
"407","1081000309",0.41141748,33.141369
"408","1081000310",0.41141748,33.141369
"409","1083000601",0.31634957,33.160358
"410","1083000603",0.31634957,33.160358
"411","1083000604",0.31634957,33.160358
"412","108300060803",0.35963053,33.137249
"413","1083000609",0.31634957,33.160358
"414","1083000610",0.31634957,33.160358
"415","1083000901",0.36969095,33.187431
"416","1083000902",0.36969095,33.187431
"417","108300090202",0.36969095,33.187431
"418","1083000903",0.36969095,33.187431
"419","1083000904",0.36969095,33.187431
"420","1083000905",0.36969095,33.187431
"421","1083000906",0.36969095,33.187431
"422","1083000907",0.36969095,33.187431
"423","1083000908",0.36969095,33.187431
"424","1083000909",0.36969095,33.187431
"425","1083000910",0.36969095,33.187431
"426","1083001302",0.37626344,33.191013
"427","1083001303",0.37626344,33.191013
"428","1083001304",0.37626344,33.191013
"429","108300130403",0.37626344,33.191013
"430","1083001305",0.37626344,33.191013
"431","1083001306",0.37626344,33.191013
"432","1083001307",0.37626344,33.191013
"433","1083001309",0.37626344,33.191013
"434","1083001310",0.37626344,33.191013
"435","1083001311",0.37626344,33.191013
"436","1083001603",0.11218978,33.477962
"437","1083001604",0.11218978,33.477962
"438","1083001606",0.11218978,33.477962
"439","1083001608",0.51555681,33.436172
"440","1083001610",0.11218978,33.477962
"441","1083001611",0.11218978,33.477962
"442","1083001612",0.11218978,33.477962
"443","1083001613",0.11218978,33.477962
"444","1083002001",0.43574235,32.803734
"445","1083002002",0.37261337,32.756374
"446","108300200202",0.38950706,32.839104
"447","1083002004",0.43574235,32.803734
"448","1083002006",0.43574235,32.803734
"449","1083002007",0.43574235,32.803734
"450","1083002008",0.43574235,32.803734
"451","1083002009",0.43574235,32.803734
"452","108300200901",0.43574235,32.803734
"453","108300200902",0.43574235,32.803734
"454","1083002010",0.46365187,32.789963
"455","1083002301",0.41184908,32.688755
"456","1083002302",0.41184908,32.688755
"457","1083002303",0.33792701,32.536728
"458","1083002304",0.41184908,32.688755
"459","108300230404",NA,NA
"460","1083002305",0.41184908,32.688755
"461","1083002307",0.41184908,32.688755
"462","1083002309",0.41184908,32.688755
"463","1083002703",0.61938912,32.812157
"464","1083002704",0.61938912,32.812157
"465","1083002705",0.61938912,32.812157
"466","1083002707",0.61938912,32.812157
"467","1083002708",0.61938912,32.812157
"468","1083002709",0.61938912,32.812157
"469","108300270903",0.33824009,32.640327
"470","1083002710",0.61938912,32.812157
"471","1083003002",0.68482441,32.829208
"472","1083003006",0.68482441,32.829208
"473","1083003007",0.68482441,32.829208
"474","1083003008",0.68482441,32.829208
"475","1083003009",0.68482441,32.829208
"476","1083003010",0.68482441,32.829208
"477","1083003302",0.62513953,32.919586
"478","1083003303",0.62513953,32.919586
"479","1083003306",0.62513953,32.919586
"480","1083003307",0.62513953,32.919586
"481","1083003308",0.62513953,32.919586
"482","108300330803",NA,NA
"483","1083003309",0.62513953,32.919586
"484","1083003310",0.62513953,32.919586
"485","1083003312",0.62513953,32.919586
"486","1093000401",1.5824466,32.189293
"487","1093000402",1.5824466,32.189293
"488","1093000403",1.5824466,32.189293
"489","1093000405",1.5148846,32.101482
"490","1093000406",1.5824466,32.189293
"491","1093000407",1.5824466,32.189293
"492","1093000408",1.6092539,32.191475
"493","1093000409",1.5824466,32.189293
"494","109300040903",1.5824466,32.189293
"495","109300040907",1.3998694,32.256496
"496","109300040908",1.5705336,32.362442
"497","1093000410",1.5824466,32.189293
"498","1101000101",-0.63923138,31.529989
"499","1101000102",-0.63923138,31.529989
"500","110100010202",0.37218821,32.568462
"501","110100010203",-0.63923138,31.529989
"502","110100010205",-0.63923138,31.529989
"503","110100010206",-0.63923138,31.529989
"504","1101000103",-0.63923138,31.529989
"505","1101000107",-0.63923138,31.529989
"506","1101000114",-0.63923138,31.529989
"507","1103000501",-0.8871249,31.711088
"508","1103000502",-0.8871249,31.711088
"509","1103000503",-0.8871249,31.711088
"510","1103000504",-0.8871249,31.711088
"511","1103000505",-0.8871249,31.711088
"512","1103000506",-0.90362674,31.765472
"513","1103000507",-0.8871249,31.711088
"514","1103000508",-0.8871249,31.711088
"515","1103000509",-0.8871249,31.711088
"516","1103000510",-0.8871249,31.711088
"517","1103000702",-0.61210996,31.183638
"518","1103000703",-0.51861161,31.194437
"519","1103000704",-0.36449268,31.159548
"520","1103000705",-0.51861161,31.194437
"521","1103000706",-0.51861161,31.194437
"522","1103000708",-0.51861161,31.194437
"523","1103000709",-0.51861161,31.194437
"524","110300070907",-0.67038947,31.16044
"525","1103000710",-0.51861161,31.194437
"526","1103000711",NA,NA
"527","1103000901",-0.50883049,31.333286
"528","1103000902",-0.50883049,31.333286
"529","1103000903",-0.50883049,31.333286
"530","110300090302",-0.50883049,31.333286
"531","110300090303",0.26899675,32.572845
"532","1103000904",-0.50883049,31.333286
"533","1103000905",-0.50883049,31.333286
"534","1103000906",-0.50883049,31.333286
"535","1103000907",-0.50883049,31.333286
"536","1103000908",-0.50883049,31.333286
"537","1103000909",-0.50883049,31.333286
"538","1103000910",-0.50883049,31.333286
"539","110300091001",0.28599101,32.538704
"540","1103001202",-0.50336111,31.61607
"541","1103001203",-0.50336111,31.61607
"542","1103001205",-0.50336111,31.61607
"543","1103001206",0.25813642,32.565323
"544","1103001209",-0.50336111,31.61607
"545","1103001210",-0.50336111,31.61607
"546","1103001211",-0.50336111,31.61607
"547","1113000101",0.14536674,31.23106
"548","1113000103",0.14536674,31.23106
"549","1113000104",0.14536674,31.23106
"550","1113000106",0.14536674,31.23106
"551","1113000107",0.14536674,31.23106
"552","1113000108",0.14536674,31.23106
"553","1113000109",0.14536674,31.23106
"554","1113000110",0.14536674,31.23106
"555","1113000301",-0.29224777,31.478722
"556","1113000302",-0.29224777,31.478722
"557","1113000303",-0.29224777,31.478722
"558","1113000304",-0.29224777,31.478722
"559","1113000305",-0.29224777,31.478722
"560","1113000306",-0.29224777,31.478722
"561","1113000310",-0.29224777,31.478722
"562","1113000311",-0.29224777,31.478722
"563","1113000501",-0.15598033,31.400017
"564","1113000502",-0.15101856,31.43755
"565","1113000504",-0.15101856,31.43755
"566","1113000505",-0.15101856,31.43755
"567","1113000506",-0.15101856,31.43755
"568","1113000507",-0.15101856,31.43755
"569","1113000508",-0.15101856,31.43755
"570","1113000509",-0.15101856,31.43755
"571","1113000510",-0.15101856,31.43755
"572","111300051004",-0.15101856,31.43755
"573","1121000101",0.72658056,32.918507
"574","1121000103",0.72658056,32.918507
"575","1121000105",0.72658056,32.918507
"576","1121000107",0.72658056,32.918507
"577","1121000108",0.72658056,32.918507
"578","1121000109",0.72658056,32.918507
"579","1121000110",0.72658056,32.918507
"580","1121000111",0.72658056,32.918507
"581","1123000301",0.8272348,32.844086
"582","1123000302",0.8272348,32.844086
"583","1123000303",0.8272348,32.844086
"584","1123000305",0.8272348,32.844086
"585","1123000307",0.8272348,32.844086
"586","1123000308",0.8272348,32.844086
"587","1123000309",0.8272348,32.844086
"588","1123000310",0.8272348,32.844086
"589","1123000311",0.8272348,32.844086
"590","1123000603",0.73291022,32.958759
"591","1123000605",0.73291022,32.958759
"592","1123000606",0.73291022,32.958759
"593","1123000608",0.73291022,32.958759
"594","1123000609",0.73291022,32.958759
"595","1131000203",0.067728207,32.471592
"596","1131000205",0.067728207,32.471592
"597","1131000207",0.067728207,32.471592
"598","1131000209",0.067728207,32.471592
"599","1131000210",0.067728207,32.471592
"600","1131000212",0.067728207,32.471592
"601","1131000302",0.21855424,32.539898
"602","1131000303",0.21855424,32.539898
"603","113100030302",0.21855424,32.539898
"604","1131000404",0.35012743,32.669987
"605","1131000405",0.35012743,32.669987
"606","1131000406",0.35012743,32.669987
"607","1131000409",0.35012743,32.669987
"608","1131000410",0.35012743,32.669987
"609","1131000413",0.35012743,32.669987
"610","1131000414",0.35012743,32.669987
"611","1131000604",0.37599328,32.535873
"612","1131000608",0.37599328,32.535873
"613","1131000609",0.37599328,32.535873
"614","1131000610",0.37599328,32.535873
"615","1131000701",0.26184228,32.556755
"616","1131000704",0.26184228,32.556755
"617","1131000705",0.26184228,32.556755
"618","1131000706",0.26184228,32.556755
"619","1131000710",0.26184228,32.556755
"620","1133000801",0.056090191,32.310928
"621","113300080103",0.50578141,32.329403
"622","113300080104",0.2973924,32.512184
"623","1133000802",0.056090191,32.310928
"624","1133000805",0.056090191,32.310928
"625","1133000806",0.056090191,32.310928
"626","113300100101",0.12877558,32.518578
"627","1133001002",0.039343759,32.540386
"628","1133001003",0.039343759,32.540386
"629","1133001005",0.039343759,32.540386
"630","1133001006",0.039343759,32.540386
"631","1133001008",0.039343759,32.540386
"632","1133001009",0.039343759,32.540386
"633","1133001010",0.039343759,32.540386
"634","1133001202",0.26568061,32.462757
"635","1133001203",0.26568061,32.462757
"636","1133001204",0.26568061,32.462757
"637","113300120702",0.26568061,32.462757
"638","1133001209",0.26568061,32.462757
"639","1133001210",0.26568061,32.462757
"640","1133001403",0.16092952,32.552933
"641","1133001404",0.16092952,32.552933
"642","1133001405",0.16092952,32.552933
"643","1133001406",0.16092952,32.552933
"644","1133001407",0.16092952,32.552933
"645","1133001410",0.16092952,32.552933
"646","113300141006",0.16092952,32.552933
"647","1133001411",0.16092952,32.552933
"648","1133001601",0.32605389,32.510406
"649","1133001605",0.32605389,32.510406
"650","1133001607",0.32605389,32.510406
"651","1133001609",0.32605389,32.510406
"652","1133001610",0.32605389,32.510406
"653","1133001901",0.34771341,32.68298
"654","1133001903",0.34771341,32.68298
"655","1133001904",0.34771341,32.68298
"656","1133001906",0.34771341,32.68298
"657","1133001909",0.34771341,32.68298
"658","1133001911",NA,NA
"659","1133001912",0.34771341,32.68298
"660","1133002102",0.34963498,32.537231
"661","1133002104",0.34963498,32.537231
"662","1133002105",0.34963498,32.537231
"663","1133002106",0.34963498,32.537231
"664","1133002107",0.34963498,32.537231
"665","1133002108",0.34963498,32.537231
"666","1133002303",0.25586113,32.604019
"667","1133002304",0.25586113,32.604019
"668","1133002305",0.25586113,32.604019
"669","1133002306",0.25586113,32.604019
"670","1133002308",0.25586113,32.604019
"671","1133002501",0.23982717,32.54393
"672","1133002502",0.23982717,32.54393
"673","1133002504",0.23982717,32.54393
"674","1133002505",0.23982717,32.54393
"675","1133002506",0.23982717,32.54393
"676","1133002509",0.48222363,32.567211
"677","1143000301",-0.10799912,31.124783
"678","1143000303",-0.29533115,31.218782
"679","1143000305",-0.29533115,31.218782
"680","114300030504",-0.29533115,31.218782
"681","114300030505",-0.40272766,31.349895
"682","1143000306",-0.29533115,31.218782
"683","1143000307",-0.29533115,31.218782
"684","1143000308",-0.29533115,31.218782
"685","1143000309",-0.29533115,31.218782
"686","1143000310",-0.29533115,31.218782
"687","1153000401",0.75130618,31.70298
"688","1153000402",0.27472311,31.942652
"689","1153000403",0.27472311,31.942652
"690","1153000404",0.27472311,31.942652
"691","115300040402",0.32007161,32.555046
"692","1153000405",0.27472311,31.942652
"693","1153000407",0.27472311,31.942652
"694","115300040702",0.38959432,32.579426
"695","115300040703",0.36983928,32.566528
"696","1153000409",0.27472311,31.942652
"697","1153000410",0.27472311,31.942652
"698","1153002701",0.40262333,32.081055
"699","1153002703",0.40262333,32.081055
"700","1153002704",0.40262333,32.081055
"701","1153002706",0.48019925,31.779175
"702","1153002707",0.40262333,32.081055
"703","1153002708",0.40262333,32.081055
"704","1153002709",0.40262333,32.081055
"705","1153002710",0.40262333,32.081055
"706","1153003101",0.54399556,32.189819
"707","1153003102",0.50233954,32.128906
"708","1153003103",0.54399556,32.189819
"709","1153003105",0.62731194,32.086708
"710","1153003106",0.54399556,32.189819
"711","1153003107",0.54399556,32.189819
"712","1153003110",0.54399556,32.189819
"713","1163001102",0.64454174,32.245682
"714","1163001104",0.68443322,32.301426
"715","116300110402",0.58468515,32.562008
"716","1163001105",0.68443322,32.301426
"717","1163001106",0.68443322,32.301426
"718","1163001107",0.68443322,32.301426
"719","1163001110",0.68443322,32.301426
"720","1163001301",1.1596003,32.002609
"721","1163001302",1.1596003,32.002609
"722","1163001303",1.1596003,32.002609
"723","1163001304",1.1596003,32.002609
"724","1163001305",1.1596003,32.002609
"725","1163001307",1.0509763,32.467468
"726","1163001310",0.76735765,32.525814
"727","116300131002",0.36996374,32.556046
"728","2013000401",0.43140537,33.812641
"729","2013000402",0.43140537,33.812641
