"","cropyear","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","date"
"1",2008,903.262419617306,748.506135487556,608.676319476886,601.932325881218,708.975664687157,1446.7152377928,1080.72857186222,633.900115847588,764.017658477535,746.685023125976,923.203764783709,955.561203222804,1287.4925270462,763.09371727109,694.894091337919,767.258829019183,1103.69600958109,671.254953488227,832.24097283833,736.786720332645,1171.95321155464,1173.14320013353,1161.69691425487,1165.1993479161,1039.66670744006,829.830821990967,641.693460613489,691.385812035851,926.738928856673,767.185607656127,676.753409484029,808.978015676141,1052.81667420268,639.71867828777,633.276631786142,718.358430641038,746.594736221826,695.00531370214,926.705120967656,823.031586041053,795.481440012654,614.323627963662,571.405619490605,676.480398748603,994.597674369812,855.045335161686,639.436475684245,710.893767202442,735.353858536198,735.98115826301,854.464614284282,929.672878677431,772.164474745054,986.94196445969,1173.529844443,572.55892356003,985.930760299287,775.810715670769,781.246659042374,759.106969267894,10285-06-25
"2",2009,1158.88724001188,924.310420322418,789.195720455585,753.720886778608,879.329362344742,1353.25732717093,1127.99811366612,880.090585613251,1083.94075265588,1053.04186703822,1060.57633269147,965.461065256596,1185.74998764753,1121.61390383934,1047.59008982778,1303.67586684568,1350.6904951191,964.982203706618,1134.10969596811,1147.9878096467,1419.65105459591,1428.51517327593,1272.33968198299,1457.63017652148,1153.3764895109,1070.54369258881,886.36533176899,1007.78732784786,1142.01928375827,981.780625996135,863.744721488158,1007.79864474589,1326.1207729578,836.350756505603,795.989724716119,891.568519013269,949.141417073753,896.134381714144,1045.97776974847,1020.15054054062,998.069209229201,892.151934862137,791.779985235288,901.703193654532,1217.52629756927,1084.40164570808,841.095468123754,867.212885856628,893.128343366442,1123.61993635997,971.722399596049,972.662776107373,952.221746857102,1266.38566350395,1490.12318654855,680.980010953604,1190.16499533595,948.020889594005,964.946363452942,897.851476106888,10498-05-04
"3",2010,1038.0185996385,952.952758598327,770.118989663246,781.683071199978,924.707642316818,1496.28398112339,1090.40569960296,722.612899005413,917.457351198002,912.155798264224,1074.10147711791,997.528631940153,1363.43710915804,910.38127794203,866.390158310533,1002.67533134052,1481.42498803139,876.935115752681,966.341788198109,971.35539045788,1335.82028852403,1336.50308682838,1198.24137197733,1334.05280318147,1102.46325952273,1130.01475095749,732.828155785799,869.650587480483,1081.15361690742,934.244069269725,721.981790431341,1108.03207285838,1033.08979272842,757.736171590655,745.627582877023,861.399937084743,801.94240657873,769.698445641143,907.002021327252,927.738685337206,899.761546462774,743.641352117062,740.85839178929,732.808495539427,1136.00570392609,945.898114061355,773.059819102287,915.342696319927,879.300295375642,929.269676364958,914.31795998982,951.881401801455,1000.13209417704,1103.53538877856,1338.40035072962,821.947354262951,1192.78983056254,1038.2228683325,894.777212281381,849.748311629662,10711-03-15
"4",2011,1096.33825088826,905.028695058823,786.887525497339,783.362389671468,925.337298059463,1212.69649658133,951.438483350645,854.589667224884,1140.58621306626,1118.63689159366,898.374172828699,809.629435470369,1039.43271639824,1057.87321361805,1135.29722705483,1172.68448686259,1514.412843256,915.466644471691,1014.64645950027,1079.9305540153,1326.3163852493,1331.18327087615,1261.11814479232,1354.97287892728,1216.01135416673,1104.88364315033,860.461126208305,1019.09621898402,1227.38091959777,1046.77898415781,696.048360792796,1043.07162947546,1165.06262719631,901.223678657883,872.324651111875,990.648478473936,900.843052618908,903.36159819024,1092.32405853126,1039.12361689284,1017.89794411386,865.135354399681,791.227570396203,775.813758735146,1310.59430813789,1139.70707554817,873.865824143092,849.579752347686,889.626551537286,1164.18049424368,1082.62401313198,1122.9073453416,1017.88744430284,1219.20148433068,1410.76271688938,845.782214047862,967.223956462813,1007.39211148482,1000.55918520497,1015.6764736145,10966-05-22
"5",2012,989.660935065727,833.293695735931,726.797895034154,693.996242946553,845.350452852249,1502.11950370143,1160.83778911635,736.495084130764,968.722753791177,865.140062408014,1031.8785890184,1064.54262607495,1406.6516868484,816.836660261531,866.668739229441,848.446668337072,1389.10002244949,808.248656680507,974.352538033768,1016.77218612035,1278.85445471108,1348.71847687449,1100.80506449938,1344.36837802614,981.715239103024,1021.59516382217,817.094721227884,924.502719595121,957.012880188447,959.64575848693,746.125561618805,981.79810325124,1055.84767943621,800.146071572053,770.736820299285,866.093249116625,819.804839930444,816.70644678218,962.786085213103,821.906564007203,799.849506330987,782.88163587451,694.642268034128,736.036689060075,984.772066831589,891.044852733612,831.914641698201,763.584629524838,850.744962209747,908.60001222271,964.31054167115,1001.13745949234,949.473690606452,1069.98945067146,1323.55274530252,844.207667498028,1038.08870147205,913.870384142949,950.513112691141,911.881491269821,11137-07-02
"6",2013,1023.41389628417,862.451846408844,750.735476481609,750.221782840301,832.067179822922,1572.16754666497,1225.14342356019,707.146133112908,927.199076418974,888.745698203342,1071.35605938811,1076.9718167358,1449.80677125454,866.96060507172,846.998273223639,887.327685303915,1280.80775353432,896.741836647834,1030.48175226207,998.919557071868,1389.40940309564,1382.44523692331,1148.5550377667,1371.74884901728,1018.17358286106,1048.19598913193,742.350074589252,859.897750105029,1001.01252021723,947.804463159471,821.334653647741,996.260668077252,1156.36232030392,759.686161580839,739.645912858418,836.111667667117,776.523322321334,756.525384076791,913.28748859138,843.938055937489,822.966000753144,734.780829191208,749.755716617291,814.07612341983,1020.95148181915,903.55372850895,795.358329017957,838.76631000909,855.94164008186,898.570901069304,932.615868072121,956.485273927882,910.407024737951,1102.12210440636,1325.35417497158,809.500778343163,1128.08578694739,925.075487081821,931.249719550533,919.601129165063,11350-05-11
"7",2014,898.715568109611,926.223745441437,783.067250086711,787.175250851105,903.944995069504,1199.5533317047,1000.82440125167,647.06731568221,843.980354026872,753.471199547401,884.803851083705,902.335080669986,1179.55551542759,734.371511128074,733.859793841839,749.618207100459,1382.76889824867,919.86324675237,734.254637203559,1078.35386451085,1026.54806631307,1006.67770592906,875.283652329445,1003.75874721436,793.648738530966,1021.97982859612,700.372347772122,913.01308694456,816.706079798716,964.43624459278,643.242539985975,1022.72335787524,773.669878065586,832.528048068285,811.360767408354,910.133986285755,707.980814248886,755.329100717392,880.84599179649,725.475693563232,720.156538876705,676.124165136367,774.101623755235,591.799832544356,797.472699165344,803.496973752975,869.35941195488,879.59653812105,915.992702926908,790.937785260055,945.563287774519,936.202467555585,982.777247809075,864.017287005078,984.111234148344,819.620560720855,868.688097881108,984.40639936007,994.010703382953,949.807137623812,11563-03-21
"8",2015,901.216459449749,653.319661617279,549.188962129446,552.840259720232,664.869939422607,1620.79319269517,1240.27656810652,622.931012392044,849.714489627858,853.578281906519,998.06491326972,1019.51159832742,1349.92122697592,837.560860426175,796.966281965375,825.404887740953,1220.80477567673,625.567763243952,874.434910510977,733.24749087152,1123.78187237183,1164.12021138888,903.250058591365,1085.82729280563,853.063090365667,806.800187349319,649.173987597227,721.448064804077,912.072148479797,873.875295406296,765.87953753074,749.790753695098,848.573447942734,654.810153860795,637.750707217625,731.771673543112,709.36676721303,694.689270176206,818.100721343261,756.674285883705,757.112479026119,649.811005175114,529.559077684696,716.284431674225,877.507145881653,827.397358870506,656.082217415174,605.506136699156,679.614256291163,826.008399362797,798.848989357754,816.580531745717,786.540749124578,936.041885869069,1071.28650899728,583.514907691993,1025.99005079996,717.461843747359,776.512756470711,783.907114322369,11822-05-29
