ea_id,fs_month,fs_year,yearmon,cellphone,number_celphones,rcsi,logFCS,hdds,asset_index,housing_index,nutri_reten_constrained,nutri_avail_constrained,dist_km,maize_price,maize_mktthin,rice_price,rice_mktthin,tmean,floodmax,raincytot,day1rain,maxdaysnorain
2111001,4,2011,Apr 2011,.36363637,.54545456,15.090909,3.8867538,4.7272725,-.39868101,1.4005997,1,1,80.073021,40000,0,125000,0,23.77552651672281,0,332.9068959799999,57,178
2111001,7,2013,Jul 2013,0,0,0,2.1972246,2,,2.2580109,1,1,80.073021,49750.25,0,130000,0,23.0267398607216,0,455.6017548600001,28,166
2111001,3,2013,Mar 2013,.53846157,.69230771,9.7692308,2.7402194,2.4615386,,1.5325091,1,1,80.073021,69750,0,173750,0,23.0267398607216,0,455.6017548599995,28,166
2211303,4,2011,Apr 2011,1,1,0,4.3502779,8,-.39868096,-.88582069,1,1,35.592255,40000,0,125000,0,22.1180527472059,643.6367416000002,465.4326847000001,44,168
2211303,4,2013,Apr 2013,1,3,0,3.1771851,3.5,,-.88582069,1,1,35.592255,67916.75,0,167500,0,22.13566215986855,643.7107268,794.7835544999999,80,171
2211303,1,2011,Jan 2011,1,1.8888888,1.8888888,4.3653932,7.4444447,-.075723611,-.88582069,1,1,35.592255,31083,0,117917,0,22.11805274720588,643.6367415999996,465.4326847000003,44,168
2211303,1,2013,Jan 2013,1,1.875,1.75,2.6369846,2.125,,-.88582116,1,1,35.592255,70050,0,186500,0,22.13566215986854,643.7107267999993,794.7835544999998,80,171
2211303,3,2013,Mar 2013,1,3,0,2.74084,1,,-.88582069,1,1,35.592255,69750,0,173750,0,22.13566215986855,643.7107268,794.7835544999999,80,171
2212001,4,2011,Apr 2011,1,2.25,.25,4.344996,7.375,-.39868069,-.69398791,1,1,18.019566,40000,0,125000,0,,,,,
2212001,3,2013,Mar 2013,1,2,3,3.1926847,2.6666667,,-.88582706,1,1,18.019566,69750,0,173750,0,,,,,
2224305,4,2013,Apr 2013,1,1,0,1.6094379,1,,-.88582069,1,1,14.142997,67916.75,0,167500,0,22.46466712486125,629.1837703,807.4534813,29,175
2224305,1,2011,Jan 2011,.875,1.75,3,4.3508081,7.375,-.035353914,-.88582605,1,1,14.142997,31083,0,117917,0,22.39079982720692,733.7998424000012,487.3655369999999,44,161
2224305,1,2013,Jan 2013,1,1.9090909,1.3636364,2.9546475,2.7272727,,-.88582331,1,1,14.142997,70050,0,186500,0,22.46466712486125,629.1837703000001,807.453481300002,29,175
2309002,8,2013,Aug 2013,.5,.5,3,2.65906,2.5,,-.88583499,1,1,69.011818,52823.543,0,133645.84,0,23.9470385679845,0,676.5055176000002,29,177
2309002,7,2011,Jul 2011,.75,1,2.5,4.1702471,6.5,-.39868101,-.099868163,1,1,69.011818,46569,0,127760.5,0,24.26247968861372,0,391.4224513000006,57,169
2309002,6,2013,Jun 2013,1,1.6,.40000001,2.804996,3,,-.88583213,1,1,69.011818,50496.582,0,139027.83,0,23.9470385679845,0,676.5055176000001,29,177
2310357,12,2012,Dec 2012,1,2,.5714286,2.7977643,2.4285715,,-.8858248,1,1,.34162575,67944.438,0,172500,0,,,,,
2310357,1,2011,Jan 2011,.625,1.125,1.75,4.2623296,7.5,.32797319,-.88582605,1,1,.34162575,31083,0,117917,0,,,,,
2313019,4,2011,Apr 2011,1,2.7142856,2.8571429,4.3146243,7.1428571,.84701103,-.88582271,1,1,3.1707189,43166.668,0,120000,0,,,,,
2313019,3,2013,Mar 2013,.85714287,2.1428571,5.4285712,2.6673708,2.4285715,,-.88582069,1,1,3.1707189,73166.664,0,168888.83,0,,,,,
2313019,5,2013,May 2013,1,3,4,2.6390574,3,,-.88582069,1,1,3.1707189,56705.598,0,143722.2,0,,,,,
2313019,10,2011,Oct 2011,1,2,10,4.4942389,8,-.39867809,-.88582069,1,1,3.1707189,43000,0,145277.67,0,,,,,
2313019,10,2013,Oct 2013,1,2,0,3.0910425,4,,-.88582069,1,1,3.1707189,52014,0,118888.91,0,,,,,
2314016,1,2011,Jan 2011,1,1.7142857,1,4.1821489,6.7142859,.016551206,-.88582271,1,1,13.206271,30812.25,0,118437.75,0,,,,,
2314016,1,2013,Jan 2013,1,2.3333333,4.3333335,2.6633136,1.5,,-.88582307,1,1,13.206271,71687.5,0,187625,0,,,,,
2314016,3,2013,Mar 2013,1,2,0,2.7080503,3,,-.88582069,1,1,13.206271,68625,0,177291.7,0,,,,,
2314016,11,2011,Nov 2011,1,1,0,3.9219732,5,-.39868104,-.88582069,1,1,13.206271,40269,0,155192.25,0,,,,,
2314016,10,2013,Oct 2013,1,2,0,3.0910425,2,,-.88582069,1,1,13.206271,51161.625,0,118958.31,0,,,,,
2401001,8,2013,Aug 2013,1,1.6666666,2,3.3976476,3.3333333,,-.88582069,1,1,66.336479,50055.5,0,134583.34,0,21.9280937696148,431.6352008999996,643.0839045999985,28,167
2401001,7,2011,Jul 2011,1,1.625,4,3.9975803,6.25,-.39868066,-.099866375,1,1,66.336479,39868,0,119625,0,21.73036786162243,648.0924194999977,438.0302635999987,44,168
2401001,6,2013,Jun 2013,1,1.6363636,.36363637,2.5334551,2,,-.31421885,1,1,66.336479,46013.828,0,133194.5,0,21.92809376961484,431.6352008999975,643.083904600002,28,167
2401001,11,2013,Nov 2013,1,1,0,2.1972246,1,,-.88582069,1,1,66.336479,48833.375,0,133958.38,0,21.92809376961484,431.6352009000001,643.0839046,28,167
2401002,2,2011,Feb 2011,.71428573,1.1428572,3.8571429,4.1333361,5.7142859,-.39868101,.012408725,1,1,92.531479,31800,0,117500,0,,,,,
2401002,2,2013,Feb 2013,.75,1.625,2.125,3.0604241,2.875,,-.09987174,1,1,92.531479,75000,0,177727.3,0,,,,,
2502007,4,2011,Apr 2011,.375,.875,4.875,4.1755915,6.5,-.39868101,1.0790704,1,1,172.9958,40000,0,125000,0,,,,,
2502007,8,2013,Aug 2013,0,0,10,3.3141861,4,,2.2580109,1,1,172.9958,51222.172,0,134166.7,0,,,,,
2502007,3,2013,Mar 2013,.71428573,1.5714285,4.1428571,2.4895947,2,,.46152955,1,1,172.9958,69750,0,173750,0,,,,,
2510001,2,2011,Feb 2011,.55555558,.55555558,7.4444447,4.1015978,4.7777777,-.39868096,2.2580121,1,1,118.77541,31800,0,117500,0,,,,,
2510001,2,2013,Feb 2013,.8888889,1,6.1111112,2.5614882,1.7777778,,2.2580109,1,1,118.77541,75000,0,177727.3,0,,,,,
3106003,4,2013,Apr 2013,.80000001,2.4000001,0,3.0803311,2,,-.88582355,1,1,18.429716,69770.875,0,164444.41,0,,,,,
3106003,7,2013,Jul 2013,1,2.6666667,.66666669,3.3660772,3,,-.88582546,1,1,18.429716,57159.707,0,136527.8,0,,,,,
3106003,6,2013,Jun 2013,1,3,2,2.8332133,2,,-.88582069,1,1,18.429716,57088.055,0,142500.06,0,,,,,
3106003,5,2011,May 2011,.875,1.125,2.25,4.2667093,7.25,-.3986803,-.88582426,1,1,18.429716,45416.668,0,128333.34,0,,,,,
3106003,5,2013,May 2013,1,1.5,0,3.3035533,2.75,,-.88582426,1,1,18.429716,63674.965,0,148277.7,0,,,,,
3112002,12,2010,Dec 2010,.625,.875,3,4.2638988,6.875,-.39868104,-.49285069,1,1,39.390522,27429,0,111429,0,20.7168839581724,727.0302468000002,1173.840352700001,12,134
3112002,12,2012,Dec 2012,.77777779,1.1111112,10.888889,2.7658322,2.3333333,,-.88583183,1,1,39.390522,74555.563,0,188888.91,0,21.84985211952561,1120.0732145,966.1746980000002,23,164
3112002,3,2011,Mar 2011,1,2,0,4.5108595,8,2.5079329,-.88582069,1,1,39.390522,36950,0,123000,0,20.73332605769,966.174698,727.0302468,31,166
3114002,8,2011,Aug 2011,.375,.5,9.5,3.844825,6.125,-.035354257,-.88583499,1,1,43.994652,31771,1,123750,1,18.5073268555862,0,608.0132381999999,31,169
3114002,7,2013,Jul 2013,.625,.625,9.25,2.6225057,2.375,,-.8858332,1,1,43.994652,54000,0,137500,0,21.0936489036046,0,906.9750569999998,7,163
3204003,4,2011,Apr 2011,1,3,0,4.5325994,8,-.39867809,-.88582069,1,1,31.860773,40560,0,129000,0,24.01303845011509,719.5151688,535.208289,32,175
3204003,1,2013,Jan 2013,1,3,3.5,2.0948274,2.5,,-.88582069,1,1,31.860773,76950,0,193010,0,24.01683814024537,827.6689388999996,975.6936702999994,8,163
3204003,11,2010,Nov 2010,.8888889,1.5555556,2.8888888,4.2059674,6.6666665,-.39868003,-.88582706,1,1,31.860773,28630,0,101550,0,24.20180260554567,535.2082890000007,1022.919399699998,12,162
3204003,11,2012,Nov 2012,.75,1.375,2.875,2.939564,2.625,,-.88582605,1,1,31.860773,61965.199,0,178833.2,0,25.03253348773974,975.6936702999988,719.5151688,46,168
3204003,10,2013,Oct 2013,.5,.5,0,3.1513095,2.5,,-.88582069,1,1,31.860773,51121,0,105041.6,0,24.01683814024536,827.6689388999996,975.6936702999994,8,163
3207301,6,2011,Jun 2011,.66666669,1.1111112,6.1111112,4.2643518,6.4444447,-.39868098,-.88582706,1,1,55.838081,58000,0,150000,0,,,,,
3207301,5,2013,May 2013,1,1.5,1.625,3.0907941,3,,-.88582605,1,1,55.838081,58699.801,0,157000,0,,,,,
3314001,1,2013,Jan 2013,1,2,0,3.0445225,3,,-.88582069,1,1,93.831749,74416.664,0,189500,0,24.2089181556001,764.1491975999999,691.4964823399999,65,167
3314001,11,2010,Nov 2010,.66666669,.8888889,3.7777777,4.2251859,6.3333335,-.39868036,-.53651559,1,1,93.831749,27733.334,0,103666.66,0,23.29453980771885,500.9240125399995,729.21697662,34,152
3314001,11,2012,Nov 2012,.81818181,1.2727273,1.9090909,2.5201519,2,,-.31422016,1,1,93.831749,58905.668,0,176111,0,24.42000156079241,691.4964823400003,663.8088041299999,50,159
3323303,8,2011,Aug 2011,1,2.375,.125,4.3470802,7.375,-.3986803,-.88582605,1,1,64.381454,41774.5,.5,128347,.5,25.24928363055143,0,398.0495665999993,32,164
3323303,8,2013,Aug 2013,1,2.25,.5,2.8320284,2.375,,-.88582605,1,1,64.381454,54208.336,0,132222.25,0,25.45726836524558,0,549.6099218599994,70,167
3323303,11,2011,Nov 2011,1,2,0,4.4716387,6,-.39867806,-.88582069,1,1,64.381454,44221,0,152884.5,0,25.24928363055143,0,398.0495665999999,32,164
3323303,10,2013,Oct 2013,1,4.5,8.75,2.7672527,2.25,,-.88582426,.75,.75,64.381454,53208.5,0,111770.75,0,25.45726836524556,0,549.6099218599995,70,167
3402001,12,2010,Dec 2010,.75,1.375,2.875,4.2732983,7.125,-.035354648,-.88582605,1,1,33.761322,29657.4,0,111743,0,23.64576681225107,732.460580300001,1181.049161100003,12,123
3402001,2,2011,Feb 2011,1,1,0,3.2771447,4,-.39868104,-.88582069,1,1,33.761322,36445,0,120060,0,23.47666688686017,915.8687888000003,732.4605802999997,31,151
3402001,2,2013,Feb 2013,1,1.5,0,2.0948274,2,,-.88582069,1,1,33.761322,81090.906,0,187599.97,0,23.76549159186744,911.5367649,1138.9376212,8,163
3402001,3,2011,Mar 2011,1,1,11,4.388257,5,-.39868096,-.88583499,1,1,33.761322,38133.32,0,144450,0,23.47666688686017,915.8687888000003,732.4605802999997,31,151
3402001,11,2012,Nov 2012,.875,1.75,1.375,2.8597279,3.125,,-.88582605,1,1,33.761322,63682,0,183500,0,24.41086371543291,1138.937621200002,915.8687887999988,22,171
3402001,9,2013,Sep 2013,1,6,0,3.1780539,2,,.64889866,1,1,33.761322,53466.648,0,135125,0,23.76549159186743,911.5367649,1138.9376212,8,163
3414003,4,2013,Apr 2013,.875,1.875,11,3.1897345,2.875,,-.88582116,1,1,5.6503172,66189,0,162473.91,0,,,,,
3414003,8,2011,Aug 2011,1,3,0,4.5163388,8,2.5079329,-.88582069,1,1,5.6503172,41070.75,.5,122277.5,.5,,,,,
3414003,12,2012,Dec 2012,1,3,0,2.3025851,2,,-.88582069,1,1,5.6503172,75305.5,0,187289.7,0,,,,,
3414003,6,2013,Jun 2013,1,2,0,3.9512436,4,,-.88582069,0,0,5.6503172,55010.586,0,139444.5,0,,,,,
3414003,5,2011,May 2011,.875,1.375,2.5,3.983736,6.625,1.0546263,-.88582069,1,1,5.6503172,49625,0,128750,0,,,,,
3431003,4,2011,Apr 2011,1,2,0,4.3757572,6,-.39867809,-.88582069,1,1,12.730642,43050,0,125000,0,,,,,
3431003,12,2010,Dec 2010,.8888889,1.4444444,.55555558,4.3046093,7.6666665,-.39868039,-.88582385,1,1,12.730642,29643,0,103482.25,0,,,,,
3431003,12,2012,Dec 2012,.77777779,1.4444444,0,3.1486101,3.1111112,,-.8858223,1,1,12.730642,74392.359,0,186177.09,0,,,,,
3431003,6,2013,Jun 2013,1,2,0,2.9957323,1,,-.88582069,1,1,12.730642,55659.836,0,141736.17,0,,,,,
3431003,3,2013,Mar 2013,1,5,0,3.2580965,2,,-.88582069,1,1,12.730642,73281.313,0,185781.34,0,,,,,
3504002,8,2011,Aug 2011,.8888889,1.6666666,4.4444447,4.2100062,7.2222223,-.075723618,-.88582546,1,1,16.365112,47227.602,.40000001,129816,.40000001,,,,,
3504002,7,2013,Jul 2013,.875,1.75,3.5,2.8481269,2,,-.88582605,1,1,16.365112,60183.301,0,132666.64,0,,,,,
3504002,11,2013,Nov 2013,1,4.5,0,3.4811218,3,,-.88582069,1,1,16.365112,57825.051,0,120791.75,0,,,,,
3504002,10,2013,Oct 2013,1,2,0,3.5141006,3.5,,-.88582069,1,1,16.365112,58466.801,0,102541.65,0,,,,,
3510004,4,2011,Apr 2011,1,1,0,4.1190372,8,-.39868096,-.88582069,1,1,21.352201,40000,0,130000,0,,,,,
3510004,12,2012,Dec 2012,.75,1.625,2.25,2.9697232,2.5,,.68608975,1,1,21.352201,74555.563,0,188888.91,0,,,,,
3510004,1,2011,Jan 2011,.55555558,1.1111112,6.7777777,4.1673565,5.8888888,-.075724244,1.2100638,1,1,21.352201,30000,0,120000,0,,,,,
3510004,7,2013,Jul 2013,1,1,0,1.9459101,2,,-.88582069,1,1,21.352201,54000,0,137500,0,,,,,
3513005,4,2013,Apr 2013,1,2,0,3.3672957,2,,-.88582069,1,1,29.649576,63666.75,0,183333.2,0,,,,,
3513005,8,2011,Aug 2011,.89999998,2.2,2.4000001,4.1903701,7.0999999,.18264206,-.88582069,1,1,29.649576,31771,1,123750,1,,,,,
3513005,7,2013,Jul 2013,.8888889,2.4444444,2.1111112,3.2244625,2.5555556,,-.88582069,1,1,29.649576,54000,0,137500,0,,,,,
3513005,11,2011,Nov 2011,1,2,0,4.4778051,7,1.054626,-.88582069,1,1,29.649576,41538,0,150000,0,,,,,
3513005,11,2012,Nov 2012,1,2,0,2.6390574,3,,-.88583499,1,1,29.649576,57442,0,182500,0,,,,,
3513005,10,2011,Oct 2011,1,2,0,4.3757572,6,-.39867803,-.88582069,1,1,29.649576,42909,0,150000,0,,,,,
4115002,12,2012,Dec 2012,1,1,1,3.4657359,4,,-.88582069,1,1,35.299133,80173.609,0,184159.7,0,27.51771404235035,601.7171070000001,571.2858552400002,6,170
4115002,1,2013,Jan 2013,1,2,3,3.4657359,2,,-.88582069,1,1,35.299133,82125,0,193275,0,26.9827135291028,836.6490073000002,601.7171070000001,166,179
4115002,10,2010,Oct 2010,.625,1.125,2.75,4.1540031,6.25,-.39868104,.68608975,1,1,35.299133,30060.5,0,91192,0,26.75108481315883,504.54166825,627.4015086799993,37,146
4115002,10,2012,Oct 2012,.83333331,1.4166666,4.6666665,3.0785077,2.5833333,,1.2100646,1,1,35.299133,64700,0,174000,0,27.51771404235031,601.7171069999988,571.2858552399995,6,170
4127004,8,2013,Aug 2013,1,7,0,2.8903718,1,,-.88582069,1,1,63.3461,47173.168,0,128809.52,0,23.5449897936114,763.9092406999999,665.5031694999999,64,167
4127004,1,2013,Jan 2013,1,2,0,3.0784895,2.5,,-.11846817,1,1,63.3461,76842.859,0,186071.42,0,23.5449897936114,763.9092406999995,665.5031694999999,64,167
4127004,3,2011,Mar 2011,1,5,0,4.6101575,8,-.39867809,-.88582069,1,1,63.3461,39252.371,0,118095.23,0,23.31798371253415,687.1691965499998,485.6492663900003,64,156
4127004,11,2010,Nov 2010,.33333334,.66666669,1.3333334,4.1825047,6.3333335,-.39868104,-.88583022,1,1,63.3461,29114.285,0,100000,0,23.1990456208765,485.6492663899993,723.0927156099972,36,169
4127004,11,2012,Nov 2012,1,1.6666666,3.5,3.0660157,3,,-.36185831,1,1,63.3461,65130,0,174940.42,0,24.29505336133262,665.5031695000029,687.1691965500027,43,154
4127004,10,2013,Oct 2013,1,1,0,3.1780539,2,,-.88582069,1,1,63.3461,49137.035,0,109017.79,0,23.5449897936114,763.9092406999999,665.5031694999999,64,167
4204005,1,2013,Jan 2013,1,2,12,3.2958369,4,,-.88583499,1,1,46.739754,81570,0,190820,0,,,,,
4204005,7,2013,Jul 2013,1,5,0,3.0910425,2,,-.88582069,1,1,46.739754,51566.602,0,137041.72,0,,,,,
4204005,6,2011,Jun 2011,.33333334,.33333334,5.3333335,3.9584413,5.3333335,-.39868098,.86074603,1,1,46.739754,50600,0,104000,.60000002,,,,,
4204005,5,2013,May 2013,.55555558,.77777779,9.5555553,2.4634032,1.6666666,,.51142985,1,1,46.739754,64653.32,0,144949.97,0,,,,,
4204005,10,2011,Oct 2011,1,2,2,4.1470251,6,-.39867809,-.88582069,1,1,46.739754,39858.398,0,139408.2,0,,,,,
4204005,10,2013,Oct 2013,1,2,0,2.4849067,1,,2.2580109,1,1,46.739754,52370.949,0,130208.25,0,,,,,
4204005,9,2013,Sep 2013,1,1,0,3.5553482,3,,2.2580109,1,1,46.739754,52158.25,0,129375.05,0,,,,,
4208352,8,2013,Aug 2013,.625,.75,0,2.9236188,2.625,,-.49285248,1,1,70.667084,42830,0,125833.3,0,,,,,
4208352,9,2011,Sep 2011,.66666669,1,.22222222,4.0908842,6.7777777,-.39868101,-.5365172,1,1,70.667084,38167,0,127222,0,,,,,
4208352,9,2013,Sep 2013,1,4,0,2.8903718,2,,-.88583499,1,1,70.667084,47208.25,0,126041.75,0,,,,,
4212002,1,2011,Jan 2011,1,3,3,4.4067192,5,-.39868104,-.88582069,0,0,45.720798,37581.668,0,104722.34,0,,,,,
4212002,1,2013,Jan 2013,1,1,0,2.4849067,1,,-.88583499,1,1,45.720798,81200,0,189183.33,0,,,,,
4212002,11,2010,Nov 2010,.25,.25,.25,4.2463994,6.75,-.39868101,-.099873528,1,1,45.720798,31783.334,0,94250,0,,,,,
4212002,11,2011,Nov 2011,1,3,0,4.59512,8,2.5079329,-.88582069,0,0,45.720798,39852.668,0,153077,0,,,,,
4212002,10,2012,Oct 2012,.33333334,.44444445,0,2.7978361,2.1111112,,-.5365172,.8888889,.8888889,45.720798,64433.332,0,172166.67,0,,,,,
4309003,8,2013,Aug 2013,1,1.6666666,0,2.8024595,3,,-.88582546,1,1,33.295078,50676.434,0,130944.46,0,24.73622989283457,1125.90793638,719.5023120939994,30,163
4309003,6,2011,Jun 2011,.80000001,1.2,1.9,4.3385248,7.5999999,-.39868101,-.88583499,1,1,33.295078,50500,0,112000,.40000001,24.2695131035974,767.167305665997,665.6384604040021,32,165
4309003,6,2013,Jun 2013,.80000001,1.4,2.5999999,3.0378358,2.4000001,,-.8858307,1,1,33.295078,52661.266,0,139222.2,0,24.7362298928346,1125.907936380001,719.5023120940014,30,163
4309003,5,2013,May 2013,1,6,2,3.1354942,3,,-.88582069,1,1,33.295078,64106.68,0,147533.28,0,24.73622989283456,1125.90793638,719.5023120940002,30,163
4309003,10,2011,Oct 2011,1,3,0,4.2696977,6,-.39868104,-.88582069,1,1,33.295078,41008.398,0,142174.8,0,24.2695131035974,767.1673056660001,665.6384604040001,32,165
4334001,4,2011,Apr 2011,1,3,0,4.5108595,8,2.5079329,-.88582069,1,1,49.018848,46025,0,127500,0,26.63605307046833,696.2474240299999,578.901171931,32,159
4334001,12,2012,Dec 2012,1,1.5,0,2.5964785,1.5,,-.88582069,1,1,49.018848,78753.469,0,188774.28,0,27.2924849072762,667.5764440700003,696.2474240299999,6,162
4334001,1,2011,Jan 2011,1,1,4,4.2696977,7,-.39868096,-.88583499,1,1,49.018848,36243.5,0,103010.5,0,26.63605307046833,696.2474240299999,578.901171931,32,159
4334001,11,2010,Nov 2010,.55555558,.77777779,4.4444447,4.1373158,6.2222223,-.075723909,1.2100654,1,1,49.018848,31962.5,0,94750,0,26.55105195481096,578.901171931,641.5398468589993,13,155
