"","cellphone","number_celphones","rCSI","HDDS","asset_index","housing_index","nutri_reten_constrained","nutri_avail_constrained","dist_km","maize_price","maize_mktthin","rice_price","rice_mktthin","tmean","lhz_maxdaysnorain","floodmax","raincytot","day1rain","maxdaysnorain","logFCS"
"1",0.818181818181818,1.18181818181818,5.27272727272727,2.27272727272727,NA,1.38707110454545,0.727272727272727,0.727272727272727,63.5990362672436,42830,0,125833.3,0,NA,NA,NA,NA,NA,NA,2.61933005001322
"2",1,1,0,6,-0.39868104,2.2580109,1,1,63.5990362672436,36327,0,151731,0,NA,NA,NA,NA,NA,NA,4.21212759787848
"3",1,1,0,3,NA,2.2580109,1,1,63.5990362672436,63900,0,168500,0,NA,NA,NA,NA,NA,NA,2.70805020110221
"4",1,1,0,3,NA,2.2580109,1,1,63.5990362672436,48729.25,0,125208.25,0,NA,NA,NA,NA,NA,NA,2.70805020110221
"5",0.666666666666667,1,2,6,-0.398681031111111,1.90869469,1,1,63.5990362672436,38167,0,127222,0,NA,NA,NA,NA,NA,NA,4.02066395292252
"6",0.428571428571429,1.28571428571429,1.57142857142857,5.28571428571429,-0.398681028571429,0.910656547142857,0,0,149.129690070619,32214,0,98571,0,NA,NA,NA,NA,NA,NA,-Inf
"7",1,3,22,5,-0.39868104,2.2580252,0,0,149.129690070619,32950,0,92750,0,NA,NA,NA,NA,NA,NA,4.40671924726425
"8",0.818181818181818,1.18181818181818,7.18181818181818,1.72727272727273,NA,1.10803772272727,0,0,149.129690070619,75667,0,183333,0,NA,NA,NA,NA,NA,NA,2.11491946914968
"9",1,2.28571428571429,1,2,NA,0.461533662857143,0.428571428571429,0.428571428571429,35.3077414750969,79312.5,0,158750,0,NA,NA,NA,NA,NA,NA,2.8830062370439
"10",1,2,3,6,-0.39868104,-0.88582069,1,1,35.3077414750969,50313,0,124583,0,NA,NA,NA,NA,NA,NA,4.11903717481247
"11",1,2.5,0,2.5,NA,-0.88582784,0.5,0.5,35.3077414750969,59166.5,0,146666.8,0,NA,NA,NA,NA,NA,NA,3.38424660582431
"12",0.833333333333333,1.5,17.6666666666667,6.33333333333333,-0.39868104,0.686092721666667,0.333333333333333,0.333333333333333,35.3077414750969,36000,0,120000,0,NA,NA,NA,NA,NA,NA,4.24410277698296
"13",1,5,0,2,NA,-0.88582069,1,1,35.3077414750969,73033.4,0,144749.8,0,NA,NA,NA,NA,NA,NA,1.6094379124341
"14",1,1,0,0,-0.39867809,-0.88582069,1,1,35.3077414750969,46904,0,155769,0,NA,NA,NA,NA,NA,NA,-Inf
"15",0.888888888888889,1.55555555555556,1.55555555555556,6.11111111111111,-0.398680676666667,0.511436205555556,0.222222222222222,0.222222222222222,99.2029375488182,36666.6666666667,0,121666.666666667,0,NA,NA,NA,NA,NA,NA,4.29562948045547
"16",0.888888888888889,1.66666666666667,3.33333333333333,1.44444444444444,NA,0.860752415555555,0.222222222222222,0.222222222222222,99.2029375488182,59844.4666666667,0,155360.866666667,0,NA,NA,NA,NA,NA,NA,2.04032151694845
"17",1,1,7,2,NA,-0.88582069,1,1,99.2029375488182,60944.5,0,125902.75,0,NA,NA,NA,NA,NA,NA,1.94591014905531
"18",1,1,0,2,NA,-0.88582069,1,1,78.7908315010857,68337.5,0,134808.2,0,NA,NA,NA,NA,NA,NA,2.39789527279837
"19",1,1.44444444444444,4,1.66666666666667,NA,0.162123173333333,1,1,78.7908315010857,63499.996,0,214666.64,0,NA,NA,NA,NA,NA,NA,2.66933068241851
"20",1,1,12.5,3,NA,0.686087955,1,1,78.7908315010857,71954.544,0,193281.86,0,NA,NA,NA,NA,NA,NA,3.30870148898724
"21",1,1.33333333333333,0.555555555555556,6.66666666666667,-0.39868104,0.511437794444444,1,1,78.7908315010857,39708.4,0,98125.2,0,NA,NA,NA,NA,NA,NA,4.27986668768662
"22",1,1,0,3,-0.398681,-0.88582784,1,1,78.7908315010857,35696.92,0,111550,0,NA,NA,NA,NA,NA,NA,-Inf
"23",0.571428571428571,1,2,2.42857142857143,NA,0.686091019285714,0.0714285714285714,0.0714285714285714,73.9397175851927,72972.22,0,201031.233333333,0,NA,NA,NA,NA,NA,NA,3.0017559319658
"24",0.5,0.8,8.4,7.2,-0.398680717,0.371709086,0.1,0.1,73.9397175851927,37961.8333333333,0,100903,0,NA,NA,NA,NA,NA,NA,4.22965729753155
"25",1,5.5,2,3,NA,-0.118461015,0.5,0.5,73.9397175851927,75300,0,216975,0,NA,NA,NA,NA,NA,NA,2.96744709780979
"26",0,0,0,7,-0.39868104,2.2580109,1,1,73.9397175851927,37166.6666666667,0,114166.666666667,0,NA,NA,NA,NA,NA,NA,4.15103990589865
"27",1,3,0,8,2.5079329,-0.88582069,1,1,73.9397175851927,37347.7333333333,0,146708.333333333,0,NA,NA,NA,NA,NA,NA,4.24849524204936
"28",1,3,0,8,-0.39867815,-0.88582069,0,0,73.9397175851927,39839.6666666667,0,163243.5,0,NA,NA,NA,NA,NA,NA,4.48863636973214
"29",1,2,0,3,NA,-0.88582069,1,1,73.9397175851927,49000.0416666667,0,122499.916666667,0,NA,NA,NA,NA,NA,NA,3.43398720448515
"30",0,0,0,3,NA,2.2580109,1,1,73.9397175851927,50979.1666666667,0,119236.208333333,0,NA,NA,NA,NA,NA,NA,2.60268968544438
"31",0.363636363636364,0.727272727272727,0.636363636363636,5.18181818181818,-0.398681008181818,1.40059968454545,1,1,72.295150411737,30246.3333333333,0,93907.3333333333,0,NA,NA,NA,NA,NA,NA,3.89048849858004
"32",0.6,0.933333333333333,3.6,NA,NA,0.581295952,1,1,72.295150411737,74416.6666666667,0,190416.666666667,0,NA,NA,NA,NA,NA,NA,2.79503930186135
"33",0,0,0,1,NA,2.2580109,1,1,72.295150411737,43583.3333333333,0,110000,0,NA,NA,NA,NA,NA,NA,2.07944154167984
"34",1,1.5,0,3,NA,-0.88582069,1,1,33.7110735053,62229.1666666667,0,131731.466666667,0,NA,NA,NA,NA,NA,NA,3.42823099229729
"35",0.636363636363636,0.818181818181818,8.72727272727273,6.81818181818182,-0.398680755454545,-0.0284198745454546,0.545454545454545,0.545454545454545,33.7110735053,38128,0,84273.7777777778,0,NA,NA,NA,NA,NA,NA,4.02641942905966
"36",1,2,2,3.5,NA,-0.118461015,1,1,33.7110735053,63587.9633333333,0,169412.033333333,0,NA,NA,NA,NA,NA,NA,3.10328796336246
"37",1,2,0,2,NA,-0.88582069,1,1,33.7110735053,84232.3255555556,0,162090.9,0,NA,NA,NA,NA,NA,NA,2.484906649788
"38",1,2,0,8,-0.39867809,-0.88583499,1,1,33.7110735053,50833.3333333333,0,133333.333333333,0,NA,NA,NA,NA,NA,NA,3.96081316959758
"39",0.833333333333333,1.33333333333333,7.75,2,NA,-0.0998711341666667,0.666666666666667,0.666666666666667,33.7110735053,63824.1111111111,0,165629.333333333,0,NA,NA,NA,NA,NA,NA,2.17963770976779
"40",0.666666666666667,1.11111111111111,6.11111111111111,6.44444444444444,-0.398680995555556,-0.885827045555556,1,1,55.8380804399728,58000,0,150000,0,NA,NA,NA,NA,NA,NA,4.26435173037046
"41",1,1.5,1.625,3,NA,-0.8858260525,1,1,55.8380804399728,58699.8,0,157000,0,NA,NA,NA,NA,NA,NA,3.09079418621147
"42",1,2.375,0.125,7.375,-0.3986802875,-0.8858260525,1,1,64.3814512903452,41774.5,0.5,128347,0.5,23.6726376385521,172,0,398.0495666,32,164,4.34707995594448
"43",1,2.25,0.5,2.375,NA,-0.8858260525,1,1,64.3814512903452,54208.335,0,132222.25,0,23.7367048412412,184,0,549.60992186,70,167,2.83202835300467
"44",1,2,0,6,-0.39867806,-0.88582069,1,1,64.3814512903452,44221,0,152884.5,0,23.6726376385521,172,0,398.0495666,32,164,4.47163879336357
"45",1,4.5,8.75,2.25,NA,-0.885824265,0.75,0.75,64.3814512903452,53208.5,0,111770.75,0,23.7367048412412,184,0,549.60992186,70,167,2.76725263662172
"46",1,2,0,2,NA,-0.88582069,1,1,29.6495769892164,63666.75,0,183333.2,0,NA,NA,NA,NA,NA,NA,3.36729582998647
"47",0.9,2.2,2.4,7.1,0.18264205,-0.88582069,1,1,29.6495769892164,31771,1,123750,1,NA,NA,NA,NA,NA,NA,4.19036994799604
"48",0.888888888888889,2.44444444444444,2.11111111111111,2.55555555555556,NA,-0.88582069,1,1,29.6495769892164,54000,0,137500,0,NA,NA,NA,NA,NA,NA,3.22446247051403
"49",1,2,0,7,1.05462593,-0.88582069,1,1,29.6495769892164,41538,0,150000,0,NA,NA,NA,NA,NA,NA,4.47780469983204
"50",1,2,0,3,NA,-0.88583499,1,1,29.6495769892164,57442,0,182500,0,NA,NA,NA,NA,NA,NA,2.63905732961526
"51",1,2,0,6,-0.39867803,-0.88582069,1,1,29.6495769892164,42909,0,150000,0,NA,NA,NA,NA,NA,NA,4.37575702166029
"52",1,7,0,1,NA,-0.88582069,1,1,63.346099133783,47173.1685714286,0,128809.514285714,0,23.7367048412412,184,763.9092407,665.5031695,64,167,2.89037175789616
"53",1,2,0,2.5,NA,-0.118468165,1,1,63.346099133783,76842.8571428571,0,186071.428571429,0,23.7367048412412,184,763.9092407,665.5031695,64,167,3.07848949279278
"54",1,5,0,8,-0.39867809,-0.88582069,1,1,63.346099133783,39252.3714285714,0,118095.228571429,0,23.6726376385521,172,687.16919655,485.64926639,64,156,4.61015772749913
"55",0.333333333333333,0.666666666666667,1.33333333333333,6.33333333333333,-0.39868103,-0.885830223333333,1,1,63.346099133783,29114.2857142857,0,1e+05,0,23.5922878863833,161,485.64926639,723.09271561,36,169,4.18250461273473
"56",1,1.66666666666667,3.5,3,NA,-0.361858291666667,1,1,63.346099133783,65130,0,174940.428571429,0,24.5959819814583,175,665.5031695,687.16919655,43,154,3.06601557305284
"57",1,1,0,2,NA,-0.88582069,1,1,63.346099133783,49137.0357142857,0,109017.785714286,0,23.7367048412412,184,763.9092407,665.5031695,64,167,3.17805383034795
"58",1,1,0,2.5,NA,-0.88582784,1,1,60.6477110751202,49898.1683333333,0,115138.9,0,23.7367048412412,184,0,935.0399857,27,133,1.6661022550876
"59",1,1,0,1,NA,2.2580109,1,1,60.6477110751202,48361.125,0,121458.4,0,23.7367048412412,184,0,935.0399857,27,133,2.63905732961526
"60",0.25,0.25,1.875,4.875,-0.39868099,1.4720494275,1,1,60.6477110751202,50833.3333333333,0,135500,0,23.6726376385521,172,0,726.0630358,84,140,4.03270806544601
"61",1,2,0,4,NA,-0.88582069,1,1,60.6477110751202,75236.2083333333,0,179409.766666667,0,23.7367048412412,184,0,935.0399857,27,133,3.61091791264422
"62",0.333333333333333,0.333333333333333,4.11111111111111,1.55555555555556,NA,1.55937848,1,1,60.6477110751202,59750.0333333333,0,143708.333333333,0,23.7367048412412,184,0,935.0399857,27,133,2.12893863724083
"63",1,1,0,7,-0.39867809,-0.88582069,1,1,60.6477110751202,43288.3333333333,0,155375.333333333,0,23.6726376385521,172,0,726.0630358,84,140,3.94158180766969
"64",0.571428571428571,0.571428571428571,8,5.57142857142857,-0.398680982857143,1.80889155857143,1,1,87.4364249103551,41376.6,0.2,132305.2,0.2,NA,NA,NA,NA,NA,NA,4.14465818448918
"65",0.625,0.875,12,1.875,NA,1.472051215,1,1,87.4364249103551,50600.2,0,131500,0,NA,NA,NA,NA,NA,NA,2.48164337342356
"66",0,0,0,7,-0.39868096,-0.88582069,1,1,87.4364249103551,40781.8,0,151166.4,0,NA,NA,NA,NA,NA,NA,3.79548918917219
"67",1,2,0,3,NA,-0.88582069,1,1,87.4364249103551,51333.5,0,121166.65,0,NA,NA,NA,NA,NA,NA,3.09720269555234
"68",1,2,10,3,NA,2.2580109,1,1,59.450398355046,69119.1071428571,0,169925.557142857,0,23.7367048412412,184,0,593.4289472,29,172,2.67414864942653
"69",0,0,14.3333333333333,5,-0.39868096,2.2580109,1,1,59.450398355046,39775,0.285714285714286,129646.571428571,0.285714285714286,23.6726376385521,172,0,324.2773068,133,174,4.001299440061
"70",0.5,0.875,10.5,5.875,-0.39868064125,0.29311615625,1,1,59.450398355046,32480.1428571429,0,114345.428571429,0,23.6726376385521,172,0,324.2773068,133,174,4.08871437116791
"71",0.5,0.75,18.125,2.375,NA,0.29311436875,1,1,59.450398355046,75371.4285714286,0,189721.428571429,0,23.7367048412412,184,0,593.4289472,29,172,2.62276854435689
"72",1,1,0,1,NA,2.2580109,1,1,59.450398355046,51845.3214285714,0,134613.114285714,0,23.7367048412412,184,0,593.4289472,29,172,1.79175946922805
"73",1,2,4,2,NA,2.2580109,1,1,59.450398355046,59785.6857142857,0,153976.171428571,0,23.7367048412412,184,0,593.4289472,29,172,1.94591014905531
"74",1,1,0,3,NA,-0.88582069,1,1,59.450398355046,50770.8928571429,0,129375.035714286,0,23.7367048412412,184,0,593.4289472,29,172,2.83321334405622
"75",1,1.44444444444444,3.22222222222222,6.11111111111111,0.247233177777778,-0.536506068888889,1,1,40.1033712902335,42117.5,0,133730.75,0,NA,NA,NA,NA,NA,NA,-Inf
"76",1,3,3,3,NA,-0.885822732857143,1,1,40.1033712902335,48729.375,0,131250,0,NA,NA,NA,NA,NA,NA,2.99922825305659
"77",1,1,0,4,NA,-0.88582069,1,1,40.1033712902335,49875.0625,0,131979.1875,0,NA,NA,NA,NA,NA,NA,3.61091791264422
"78",1,1.33333333333333,0,2.33333333333333,NA,0.162118406666667,1,1,40.1033712902335,50828.25,0,131250,0,NA,NA,NA,NA,NA,NA,3.30815531964044
"79",1,1,10,3,NA,2.2580109,1,1,32.2133577148578,74400,0,157562.5,0,26.6804776846153,182,0,696.8972881,94,176,3.41772668361337
"80",1,1,0,7,-0.39868104,2.2580109,1,1,32.2133577148578,46379.4,0,131016.4,0,26.5845126167428,181,0,674.7488144,23,169,4.06902675423781
"81",1,1,6,2,NA,-0.88583499,1,1,32.2133577148578,54116,0,127833.36,0,26.6804776846153,182,0,696.8972881,94,176,2.63905732961526
"82",0.875,2.125,21.375,3.25,NA,-0.49284352875,0.125,0.125,32.2133577148578,85600.002,0,182090.9,0,26.6804776846153,182,0,696.8972881,94,176,3.23864581947334
"83",1,3,0,4,NA,-0.88583499,1,1,32.2133577148578,56044.598,0,134555.534,0,26.6804776846153,182,0,696.8972881,94,176,3.09104245335832
"84",0.75,1,11.625,6,-0.39868102,-0.0998627925,0.25,0.25,32.2133577148578,40850,0,177083.32,0,26.5845126167428,181,0,674.7488144,23,169,-Inf
"85",0.5,0.5,3,2.5,NA,-0.88583499,1,1,69.0118195872173,52823.5425,0,133645.85,0,25.8836656976587,181,0,676.5055176,29,177,2.65905999692211
"86",0.75,1,2.5,6.5,-0.39868102,-0.099868155,1,1,69.0118195872173,46569,0,127760.5,0,26.3000065621583,168,0,391.4224513,57,169,4.1702470368976
"87",1,1.6,0.4,3,NA,-0.88583213,1,1,69.0118195872173,50496.5825,0,139027.8325,0,25.8836656976587,181,0,676.5055176,29,177,2.80499604933545
"88",0.857142857142857,1.28571428571429,1.42857142857143,2,NA,1.35976921714286,1,1,89.8507418934342,46403.305,0,124837.95,0,25.8836656976587,181,900.59704665,667.47050736,63,169,2.69862661839818
"89",1,1,0,2,NA,-0.88582069,1,1,89.8507418934342,79925.5533333333,0,181386.55,0,26.7390342408492,158,667.47050736,824.92825387,7,163,2.83321334405622
"90",0,0,0,7,-0.39868104,0.64888436,1,1,89.8507418934342,37667.1666666667,0,134666.666666667,0,26.3000065621583,168,824.92825387,692.88476106,64,166,4.38825718442452
"91",0,0,0,2,NA,2.2580109,1,1,89.8507418934342,50138.9583333333,0,123506.875,0,25.8836656976587,181,900.59704665,667.47050736,63,169,3.11720536285919
"92",0.333333333333333,0.333333333333333,2.55555555555556,5.77777777777778,-0.398680997777778,1.55937848,1,1,89.8507418934342,39909.8333333333,0,122857.5,0,26.3000065621583,168,824.92825387,692.88476106,64,166,3.89049979077733
"93",1,1,0,4,NA,2.2580109,1,1,78.4146132682597,42830,0,125833.3,0,25.8836656976587,181,790.18341195,592.63242953,63,171,3.36729582998647
"94",0.285714285714286,0.428571428571429,6.71428571428571,6.28571428571429,-0.398680965714286,1.35977126,1,1,78.4146132682597,51000,0,90000,1,26.3000065621583,168,698.58650929,593.19591874,64,176,3.89527661081101
"95",1,5,0,2,NA,-0.88582069,1,1,78.4146132682597,45944.67,0,136944.33,0,25.8836656976587,181,790.18341195,592.63242953,63,171,3.31418600467253
"96",0.833333333333333,0.833333333333333,1.66666666666667,2.33333333333333,NA,1.734036585,1,1,78.4146132682597,59066.6,0,145083.4,0,25.8836656976587,181,790.18341195,592.63242953,63,171,3.09283686458275
"97",1,1,0,8,-0.39868096,-0.88582069,1,1,89.7372538381875,37581.6666666667,0,104722.333333333,0,26.3000065621583,168,0,507.27554306,47,166,4.5485998344997
"98",1,1,0,2,NA,-0.88582069,1,1,89.7372538381875,74500.3333333333,0,175277.666666667,0,26.7390342408492,158,0,631.18995363,6,165,2.63905732961526
"99",0.625,0.875,2.875,6.5,-0.39868102,-0.49285246625,1,1,89.7372538381875,29719.6666666667,0,91974,0,25.5817033375547,170,0,620.609310127,21,166,4.20588280958549
"100",0.727272727272727,1.81818181818182,3.63636363636364,2.54545454545455,NA,-0.314224046363636,1,1,89.7372538381875,64433.3333333333,0,172166.666666667,0,26.7390342408492,158,0,631.18995363,6,165,2.66580304178872
"101",0.545454545454545,0.818181818181818,4,6.18181818181818,-0.39868101,1.11479421272727,1,1,141.183568201143,29733,0,87914,0,25.5817033375547,170,0,663.230941297,21,143,4.0895699079536
"102",0.571428571428571,1.14285714285714,4,2.5,NA,1.58432963785714,1,1,141.183568201143,57718,0,160500,0,26.7390342408492,158,0,759.377707637,5,152,2.72724921851495
"103",1,2,0,2,NA,-0.88583499,1,1,141.183568201143,53100,0,101666.75,0,25.8836656976587,181,0,594.370121528,88,165,3.36729582998647
"104",1,2.5,2.5,2.25,NA,0.686087955,1,1,72.673751460298,74798.4642857143,0,173675.6,0,25.8836656976587,181,0,870.58603876,28,161,3.00673649490818
"105",0.444444444444444,0.888888888888889,2.66666666666667,4.77777777777778,-0.398680986666667,1.21006385888889,1,1,72.673751460298,33401.2857142857,0,115578.571428571,0,26.3000065621583,168,0,699.67149711,63,158,4.0739531984165
"106",0.428571428571429,1.14285714285714,5.14285714285714,2.14285714285714,NA,1.35977126,1,1,72.673751460298,77357.9485714286,0,175396.128571429,0,25.8836656976587,181,0,870.58603876,28,161,2.98032539513685
"107",0,0,18,3,-0.39868096,2.2580109,1,1,72.673751460298,38975.4285714286,0,156162.285714286,0,26.3000065621583,168,0,699.67149711,63,158,3.89182029811063
"108",1,2,10,3,NA,2.2580109,1,1,59.450398355046,69119.1071428571,0,169925.557142857,0,25.8836656976587,181,0,593.4289472,29,172,2.67414864942653
"109",0,0,14.3333333333333,5,-0.39868096,2.2580109,1,1,59.450398355046,39775,0.285714285714286,129646.571428571,0.285714285714286,26.3000065621583,168,0,324.2773068,133,174,4.001299440061
"110",0.5,0.875,10.5,5.875,-0.39868064125,0.29311615625,1,1,59.450398355046,32480.1428571429,0,114345.428571429,0,26.3000065621583,168,0,324.2773068,133,174,4.08871437116791
"111",0.5,0.75,18.125,2.375,NA,0.29311436875,1,1,59.450398355046,75371.4285714286,0,189721.428571429,0,25.8836656976587,181,0,593.4289472,29,172,2.62276854435689
"112",1,1,0,1,NA,2.2580109,1,1,59.450398355046,51845.3214285714,0,134613.114285714,0,25.8836656976587,181,0,593.4289472,29,172,1.79175946922805
"113",1,2,4,2,NA,2.2580109,1,1,59.450398355046,59785.6857142857,0,153976.171428571,0,25.8836656976587,181,0,593.4289472,29,172,1.94591014905531
"114",1,1,0,3,NA,-0.88582069,1,1,59.450398355046,50770.8928571429,0,129375.035714286,0,25.8836656976587,181,0,593.4289472,29,172,2.83321334405622
"115",1,2.375,0.125,7.375,-0.3986802875,-0.8858260525,1,1,64.3814512903452,41774.5,0.5,128347,0.5,24.8176975571707,170,0,398.0495666,32,164,4.34707995594448
"116",1,2.25,0.5,2.375,NA,-0.8858260525,1,1,64.3814512903452,54208.335,0,132222.25,0,25.5139200834819,180,0,549.60992186,70,167,2.83202835300467
"117",1,2,0,6,-0.39867806,-0.88582069,1,1,64.3814512903452,44221,0,152884.5,0,24.8176975571707,170,0,398.0495666,32,164,4.47163879336357
"118",1,4.5,8.75,2.25,NA,-0.885824265,0.75,0.75,64.3814512903452,53208.5,0,111770.75,0,25.5139200834819,180,0,549.60992186,70,167,2.76725263662172
"119",1,7,0,1,NA,-0.88582069,1,1,63.346099133783,47173.1685714286,0,128809.514285714,0,25.5139200834819,180,763.9092407,665.5031695,64,167,2.89037175789616
"120",1,2,0,2.5,NA,-0.118468165,1,1,63.346099133783,76842.8571428571,0,186071.428571429,0,25.5139200834819,180,763.9092407,665.5031695,64,167,3.07848949279278
"121",1,5,0,8,-0.39867809,-0.88582069,1,1,63.346099133783,39252.3714285714,0,118095.228571429,0,24.8176975571707,170,687.16919655,485.64926639,64,156,4.61015772749913
"122",0.333333333333333,0.666666666666667,1.33333333333333,6.33333333333333,-0.39868103,-0.885830223333333,1,1,63.346099133783,29114.2857142857,0,1e+05,0,24.2284607495379,162,485.64926639,723.09271561,36,169,4.18250461273473
"123",1,1.66666666666667,3.5,3,NA,-0.361858291666667,1,1,63.346099133783,65130,0,174940.428571429,0,25.5319080832944,167,665.5031695,687.16919655,43,154,3.06601557305284
"124",1,1,0,2,NA,-0.88582069,1,1,63.346099133783,49137.0357142857,0,109017.785714286,0,25.5139200834819,180,763.9092407,665.5031695,64,167,3.17805383034795
"125",1,2,12,4,NA,-0.88583499,1,1,46.739752498344,81570,0,190820,0,NA,NA,NA,NA,NA,NA,3.29583686600433
"126",1,5,0,2,NA,-0.88582069,1,1,46.739752498344,51566.6,0,137041.72,0,NA,NA,NA,NA,NA,NA,3.09104245335832
"127",0.333333333333333,0.333333333333333,5.33333333333333,5.33333333333333,-0.398680995555556,0.86074606,1,1,46.739752498344,50600,0,104000,0.6,NA,NA,NA,NA,NA,NA,3.95844105914633
"128",0.555555555555556,0.777777777777778,9.55555555555556,1.66666666666667,NA,0.51142985,1,1,46.739752498344,64653.32,0,144949.96,0,NA,NA,NA,NA,NA,NA,2.46340320798503
"129",1,2,2,6,-0.39867809,-0.88582069,1,1,46.739752498344,39858.4,0,139408.2,0,NA,NA,NA,NA,NA,NA,4.14702482005101
"130",1,2,0,1,NA,2.2580109,1,1,46.739752498344,52370.95,0,130208.25,0,NA,NA,NA,NA,NA,NA,2.484906649788
"131",1,1,0,3,NA,2.2580109,1,1,46.739752498344,52158.25,0,129375.05,0,NA,NA,NA,NA,NA,NA,3.55534806148941
"132",1,3,3,5,-0.39868104,-0.88582069,0,0,45.7208012541559,37581.6666666667,0,104722.333333333,0,NA,NA,NA,NA,NA,NA,4.40671924726425
"133",1,1,0,1,NA,-0.88583499,1,1,45.7208012541559,81200,0,189183.333333333,0,NA,NA,NA,NA,NA,NA,2.484906649788
"134",0.25,0.25,0.25,6.75,-0.39868101,-0.0998735175,1,1,45.7208012541559,31783.3333333333,0,94250,0,NA,NA,NA,NA,NA,NA,4.24639915269948
"135",1,3,0,8,2.5079329,-0.88582069,0,0,45.7208012541559,39852.6666666667,0,153077,0,NA,NA,NA,NA,NA,NA,4.59511985013459
"136",0.333333333333333,0.444444444444444,0,2.11111111111111,NA,-0.536517191111111,0.888888888888889,0.888888888888889,45.7208012541559,64433.3333333333,0,172166.666666667,0,NA,NA,NA,NA,NA,NA,2.79783598809176
"137",1,1.66666666666667,0,3,NA,-0.885825456666667,1,1,33.2950780117327,50676.434,0,130944.46,0,25.5139200834819,180,1125.90793638,719.502312094,30,163,2.80245944180301
"138",0.8,1.2,1.9,7.6,-0.398681018,-0.88583499,1,1,33.2950780117327,50500,0,112000,0.4,24.8176975571707,170,767.167305666,665.638460404,32,165,4.33852460735844
"139",0.8,1.4,2.6,2.4,NA,-0.8858307,1,1,33.2950780117327,52661.266,0,139222.2,0,25.5139200834819,180,1125.90793638,719.502312094,30,163,3.03783579012453
"140",1,6,2,3,NA,-0.88582069,1,1,33.2950780117327,64106.68,0,147533.28,0,25.5139200834819,180,1125.90793638,719.502312094,30,163,3.13549421592915
"141",1,3,0,6,-0.39868104,-0.88582069,1,1,33.2950780117327,41008.4,0,142174.8,0,24.8176975571707,170,767.167305666,665.638460404,32,165,4.26969744969996
"142",1,1.5,0,2.5,NA,-0.88583499,1,1,30.4899694935009,84810,0,205530,0,25.5139200834819,180,0,757.6691551,94,168,2.34106561356211
"143",1,1.625,3.75,6.5,1.7812790625,-0.69398077125,0.125,0.125,30.4899694935009,31119,0,93184.4,0,24.2284607495379,162,0,759.7641391,35,158,4.1105133487184
"144",1,2.77777777777778,5.88888888888889,2.66666666666667,NA,-0.88582069,0.222222222222222,0.222222222222222,30.4899694935009,62980,0,179880,0,25.5319080832944,167,0,961.1396178,40,159,2.95738714893514
"145",1,2.75,5.75,2.625,NA,-0.88582069,0.875,0.875,25.417115730856,79876.9433333333,0,186101.85,0,25.5319080832944,167,0,931.6741908,8,165,2.9257165743483
"146",1,1,6,2,NA,-0.88583499,1,1,25.417115730856,86652.4583333333,0,188371.216666667,0,25.5139200834819,180,0,729.7202487,94,175,1.70474809223843
"147",1,2.42857142857143,3.71428571428571,6.71428571428571,0.847011912857143,-0.88582069,1,1,25.417115730856,37404,0,100694.666666667,0,24.8176975571707,170,0,635.2427159,134,173,4.26348087340595
"148",1,1,2,2,NA,-0.88582069,1,1,25.417115730856,83090,0,197408.333333333,0,25.5139200834819,180,0,729.7202487,94,175,3.17805383034795
"149",0,0,0,3,NA,-0.88583499,1,1,25.417115730856,54691.0833333333,0,129756.875,0,25.5139200834819,180,0,729.7202487,94,175,3.43398720448515
"150",1,1.5,0,2.5,NA,-0.88582784,1,1,24.4132187994139,53361.38,0,126587.328571429,0,25.5139200834819,180,0,729.7202487,94,175,2.15874405676816
"151",1,1,29,2,NA,-0.88582069,1,1,24.4132187994139,79685.8714285714,0,185468.257142857,0,25.5319080832944,167,0,931.6741908,8,165,2.19722457733622
"152",1,3.66666666666667,15.6666666666667,7.16666666666667,1.05462693166667,-0.88582069,1,1,24.4132187994139,46351.8571428571,0,120499,0,24.8176975571707,170,0,635.2427159,134,173,4.34559321354123
"153",1,3,4.71428571428571,2.42857142857143,NA,-0.88582069,1,1,24.4132187994139,56035.9985714286,0,137658.715714286,0,25.5139200834819,180,0,729.7202487,94,175,2.79940771339075
"154",1,2,0,6,2.5079329,-0.88582069,1,1,24.4132187994139,42910.1428571429,0,147719.571428571,0,24.8176975571707,170,0,635.2427159,134,173,3.88156379794344
"155",1,2,4,8,-0.39868104,-0.88582069,1,1,24.4132187994139,43756.8571428571,0,133827.285714286,0,24.8176975571707,170,0,635.2427159,134,173,4.31079912538551
"156",1,2,8,5,2.5079329,-0.88582069,1,1,24.4132187994139,44019.5714285714,0,119946.285714286,0,24.8176975571707,170,0,635.2427159,134,173,4.42484663185681
"157",1,1,34,4,NA,-0.88582069,1,1,24.4132187994139,55963.0357142857,0,123839.321428571,0,25.5139200834819,180,0,729.7202487,94,175,3.40119738166216
"158",1,2,0,3,NA,-0.88582069,1,1,93.8317453293172,74416.6666666667,0,189500,0,26.844246887192,187,764.1491976,691.49648234,65,167,3.04452243772342
"159",0.666666666666667,0.888888888888889,3.77777777777778,6.33333333333333,-0.39868036,-0.536515602222222,1,1,93.8317453293172,27733.3333333333,0,103666.666666667,0,25.8721956572653,168,500.92401254,729.21697662,34,152,4.22518582785312
"160",0.818181818181818,1.27272727272727,1.90909090909091,2,NA,-0.314220146363636,1,1,93.8317453293172,58905.6666666667,0,176111,0,26.9901510020592,169,691.49648234,663.80880413,50,159,2.52015189168307
