"","case_id","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","slope","ag_percent","dist_road","dist_popcenter","dist_agmkt","dist_headquater","elevation","ea_id","reside","hh_a01","FS_month","FS_year","rCSI","HDDS","FCS","Month","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","yearmon","FNID"
"11","0101014002047101",0,1,1,0,1.70000004768372,8,0.300000011920929,23.2999992370606,87.3000030517578,23.2999992370606,1200,"1114002","rural","1",12,2010,0,7,56.5,"December",0,0,0,Dec 2010,"TZ2009L146"
"12","0101014002047101",0,1,1,0,1.70000004768372,8,0.300000011920929,23.2999992370606,87.3000030517578,23.2999992370606,1200,"1114002","rural","1",12,2010,0,7,56.5,"December",0,0,0,Dec 2010,"TZ2009L155"
"13","0101014002055101",0,1,0,1,9.30000019073486,39,1.20000004768372,21.8999996185303,84.9000015258789,21.8999996185303,1239,"1114002","rural","1",12,2010,0,4,56.5,"December",0,0,0,Dec 2010,"TZ2009L146"
"14","0101014002055101",0,1,0,1,9.30000019073486,39,1.20000004768372,21.8999996185303,84.9000015258789,21.8999996185303,1239,"1114002","rural","1",12,2010,0,4,56.5,"December",0,0,0,Dec 2010,"TZ2009L155"
"15","0101014002076101",0,1,0,1,2.29999995231628,10,0,22.7999992370606,86.9000015258789,22.7999992370606,1207,"1114002","rural","1",12,2010,0,3,49,"December",0,0,0,Dec 2010,"TZ2009L146"
"16","0101014002076101",0,1,0,1,2.29999995231628,10,0,22.7999992370606,86.9000015258789,22.7999992370606,1207,"1114002","rural","1",12,2010,0,3,49,"December",0,0,0,Dec 2010,"TZ2009L155"
"17","0101014002076201",0,1,0,1,2.29999995231628,6,0.200000002980232,22.6000003814697,86.5999984741211,22.6000003814697,1213,"1114002","rural","1",12,2010,0,5,63,"December",0,0,0,Dec 2010,"TZ2009L146"
"18","0101014002076201",0,1,0,1,2.29999995231628,6,0.200000002980232,22.6000003814697,86.5999984741211,22.6000003814697,1213,"1114002","rural","1",12,2010,0,5,63,"December",0,0,0,Dec 2010,"TZ2009L155"
"19","0102003003000401",0,1,1,0,6.59999990463257,35,35.5,54.2999992370605,27.2999992370606,25.2999992370606,1055,"1203003","rural","2",7,2011,0,6,59.5,"July",0,0,0,Jul 2011,"TZ2009L117"
"20","0102003003000401",0,1,1,0,6.59999990463257,35,35.5,54.2999992370605,27.2999992370606,25.2999992370606,1055,"1203003","rural","2",7,2011,0,6,59.5,"July",0,0,0,Jul 2011,"TZ2009L144"
"21","0102003003002201",0,1,0,1,5.59999990463257,55,33.2000007629395,56.0999984741211,26.6000003814697,24.3999996185303,1057,"1203003","rural","2",7,2011,0,7,69.5,"July",0,0,0,Jul 2011,"TZ2009L117"
"22","0102003003002201",0,1,0,1,5.59999990463257,55,33.2000007629395,56.0999984741211,26.6000003814697,24.3999996185303,1057,"1203003","rural","2",7,2011,0,7,69.5,"July",0,0,0,Jul 2011,"TZ2009L144"
"23","0102003003014001",0,1,0,1,5.59999990463257,24,35.5,53.5,28.2000007629394,26.2000007629394,1068,"1203003","rural","2",7,2011,28,5,50,"July",0,0,0,Jul 2011,"TZ2009L117"
"24","0102003003014001",0,1,0,1,5.59999990463257,24,35.5,53.5,28.2000007629394,26.2000007629394,1068,"1203003","rural","2",7,2011,28,5,50,"July",0,0,0,Jul 2011,"TZ2009L144"
"25","0102003003016101",0,1,1,0,4.69999980926514,24,35.5999984741211,53.2999992370605,28.3999996185303,26.3999996185303,1062,"1203003","rural","2",7,2011,0,7,54,"July",0,0,0,Jul 2011,"TZ2009L117"
"26","0102003003016101",0,1,1,0,4.69999980926514,24,35.5999984741211,53.2999992370605,28.3999996185303,26.3999996185303,1062,"1203003","rural","2",7,2011,0,7,54,"July",0,0,0,Jul 2011,"TZ2009L144"
"27","0102003003017401",1,0,1,0,5.59999990463257,28,35.5,53.7000007629395,28.1000003814697,26.1000003814697,1070,"1203003","rural","2",7,2011,0,8,83,"July",0,0,0,Jul 2011,"TZ2009L117"
"28","0102003003017401",1,0,1,0,5.59999990463257,28,35.5,53.7000007629395,28.1000003814697,26.1000003814697,1070,"1203003","rural","2",7,2011,0,8,83,"July",0,0,0,Jul 2011,"TZ2009L144"
"29","0102003003017407",0,1,1,0,3.29999995231628,4,36.7000007629395,15.3000001907349,83.0999984741211,83.5999984741211,523,"1203003","rural","1",11,2011,0,5,87.5,"November",0,0,0,Nov 2011,"TZ2009L117"
"30","0102003003017407",0,1,1,0,3.29999995231628,4,36.7000007629395,15.3000001907349,83.0999984741211,83.5999984741211,523,"1203003","rural","1",11,2011,0,5,87.5,"November",0,0,0,Nov 2011,"TZ2009L144"
"31","0102003003020001",0,1,1,0,5.5,26,35.0999984741211,53.5999984741211,28.5,26.5,1077,"1203003","rural","2",7,2011,0,7,71.5,"July",0,0,0,Jul 2011,"TZ2009L117"
"32","0102003003020001",0,1,1,0,5.5,26,35.0999984741211,53.5999984741211,28.5,26.5,1077,"1203003","rural","2",7,2011,0,7,71.5,"July",0,0,0,Jul 2011,"TZ2009L144"
"33","0102003003043001",0,1,1,0,4.80000019073486,2,34.9000015258789,51.7999992370605,31.2000007629394,29.1000003814697,1133,"1203003","rural","2",7,2011,0,7,63,"July",0,0,1,Jul 2011,"TZ2009L117"
"34","0102003003043001",0,1,1,0,4.80000019073486,2,34.9000015258789,51.7999992370605,31.2000007629394,29.1000003814697,1133,"1203003","rural","2",7,2011,0,7,63,"July",0,0,1,Jul 2011,"TZ2009L144"
"35","0102003003047901",0,1,1,0,5.09999990463257,2,36.2000007629395,51.5,30.5,28.6000003814697,1118,"1203003","rural","2",7,2011,0,6,60,"July",0,0,0,Jul 2011,"TZ2009L117"
"36","0102003003047901",0,1,1,0,5.09999990463257,2,36.2000007629395,51.5,30.5,28.6000003814697,1118,"1203003","rural","2",7,2011,0,6,60,"July",0,0,0,Jul 2011,"TZ2009L144"
"37","0102017003000101",0,1,0,1,2.5,33,52.4000015258789,58,30.3999996185303,32.5,933,"1217003","rural","2",12,2010,5,3,49,"December",0,0,0,Dec 2010,"TZ2009L117"
"38","0102017003000101",0,1,0,1,2.5,33,52.4000015258789,58,30.3999996185303,32.5,933,"1217003","rural","2",12,2010,5,3,49,"December",0,0,0,Dec 2010,"TZ2009L146"
"39","0102017003000104",1,0,1,0,3.20000004768372,2,38.9000015258789,68.3000030517578,36,39.0999984741211,1047,"1217003","rural","2",12,2010,0,3,41,"December",0,0,0,Dec 2010,"TZ2009L117"
"40","0102017003000104",1,0,1,0,3.20000004768372,2,38.9000015258789,68.3000030517578,36,39.0999984741211,1047,"1217003","rural","2",12,2010,0,3,41,"December",0,0,0,Dec 2010,"TZ2009L146"
"41","0102017003001701",0,1,0,1,2.5,31,52.0999984741211,58.4000015258789,30.2999992370606,32.4000015258789,929,"1217003","rural","2",12,2010,4,5,60,"December",0,0,0,Dec 2010,"TZ2009L117"
"42","0102017003001701",0,1,0,1,2.5,31,52.0999984741211,58.4000015258789,30.2999992370606,32.4000015258789,929,"1217003","rural","2",12,2010,4,5,60,"December",0,0,0,Dec 2010,"TZ2009L146"
"43","0102017003002201",0,1,0,1,2.79999995231628,31,51.9000015258789,58.5,30.2999992370606,32.5,935,"1217003","rural","2",12,2010,6,5,57,"December",0,0,0,Dec 2010,"TZ2009L117"
"44","0102017003002201",0,1,0,1,2.79999995231628,31,51.9000015258789,58.5,30.2999992370606,32.5,935,"1217003","rural","2",12,2010,6,5,57,"December",0,0,0,Dec 2010,"TZ2009L146"
"45","0102017003004801",0,1,0,1,2.29999995231628,41,52.0999984741211,57.7000007629395,31,33.0999984741211,943,"1217003","rural","2",12,2010,2,8,89,"December",0,0,0,Dec 2010,"TZ2009L117"
"46","0102017003004801",0,1,0,1,2.29999995231628,41,52.0999984741211,57.7000007629395,31,33.0999984741211,943,"1217003","rural","2",12,2010,2,8,89,"December",0,0,0,Dec 2010,"TZ2009L146"
"47","0102017003010001",0,1,1,0,3.90000009536743,22,55.4000015258789,57.9000015258789,27.3999996185303,29.2999992370606,884,"1217003","rural","2",12,2010,0,4,43,"December",0,0,0,Dec 2010,"TZ2009L117"
"48","0102017003010001",0,1,1,0,3.90000009536743,22,55.4000015258789,57.9000015258789,27.3999996185303,29.2999992370606,884,"1217003","rural","2",12,2010,0,4,43,"December",0,0,0,Dec 2010,"TZ2009L146"
"49","0102017003020901",0,1,1,0,5.30000019073486,61,0.699999988079071,35.7000007629395,21.7999992370606,248.399993896484,40,"1217003","urban","2",1,2011,0,7,73.5,"January",0,0,0,Jan 2011,"TZ2009L117"
"50","0102017003020901",0,1,1,0,5.30000019073486,61,0.699999988079071,35.7000007629395,21.7999992370606,248.399993896484,40,"1217003","urban","2",1,2011,0,7,73.5,"January",0,0,0,Jan 2011,"TZ2009L146"
"51","0102017003024101",0,1,1,0,3,33,51.9000015258789,59.0999984741211,29.6000003814697,31.7999992370606,926,"1217003","rural","2",12,2010,0,5,64,"December",0,0,0,Dec 2010,"TZ2009L117"
"52","0102017003024101",0,1,1,0,3,33,51.9000015258789,59.0999984741211,29.6000003814697,31.7999992370606,926,"1217003","rural","2",12,2010,0,5,64,"December",0,0,0,Dec 2010,"TZ2009L146"
"53","0102017003024601",0,1,0,1,4.59999990463257,53,56.4000015258789,56.7999992370605,27.7000007629394,29.5,918,"1217003","rural","2",12,2010,21,4,51,"December",0,0,0,Dec 2010,"TZ2009L117"
"54","0102017003024601",0,1,0,1,4.59999990463257,53,56.4000015258789,56.7999992370605,27.7000007629394,29.5,918,"1217003","rural","2",12,2010,21,4,51,"December",0,0,0,Dec 2010,"TZ2009L146"
"55","0103013004016101",0,1,1,0,4.5,12,15.1999998092651,81.1999969482422,14,6.69999980926514,1177,"1313004","rural","3",5,2011,0,5,54,"May",0,0,0,May 2011,"TZ2009L146"
"56","0103013004016101",0,1,1,0,4.5,12,15.1999998092651,81.1999969482422,14,6.69999980926514,1177,"1313004","rural","3",5,2011,0,5,54,"May",0,0,0,May 2011,"TZ2009L155"
"57","0103013004021901",0,1,1,0,2.40000009536743,0,12.3999996185303,79.9000015258789,16.8999996185303,4.90000009536743,1093,"1313004","rural","3",5,2011,0,6,65,"May",0,0,0,May 2011,"TZ2009L146"
"58","0103013004021901",0,1,1,0,2.40000009536743,0,12.3999996185303,79.9000015258789,16.8999996185303,4.90000009536743,1093,"1313004","rural","3",5,2011,0,6,65,"May",0,0,0,May 2011,"TZ2009L155"
"59","0103013004025901",0,1,1,0,4.5,2,15.1000003814697,81.5,14.1000003814697,6.90000009536743,1169,"1313004","rural","3",5,2011,0,6,63,"May",0,0,0,May 2011,"TZ2009L146"
"60","0103013004025901",0,1,1,0,4.5,2,15.1000003814697,81.5,14.1000003814697,6.90000009536743,1169,"1313004","rural","3",5,2011,0,6,63,"May",0,0,0,May 2011,"TZ2009L155"
"61","0103013004034601",0,1,1,0,4.5,8,15,81.1999969482422,14.1999998092651,6.59999990463257,1168,"1313004","rural","3",5,2011,0,6,50,"May",0,0,0,May 2011,"TZ2009L146"
"62","0103013004034601",0,1,1,0,4.5,8,15,81.1999969482422,14.1999998092651,6.59999990463257,1168,"1313004","rural","3",5,2011,0,6,50,"May",0,0,0,May 2011,"TZ2009L155"
"63","0103013004046801",0,1,1,0,9.60000038146973,14,15.8999996185303,82.1999969482422,13.3000001907349,7.80000019073486,1190,"1313004","urban","3",5,2011,4,7,65,"May",0,0,0,May 2011,"TZ2009L146"
"64","0103013004046801",0,1,1,0,9.60000038146973,14,15.8999996185303,82.1999969482422,13.3000001907349,7.80000019073486,1190,"1313004","urban","3",5,2011,4,7,65,"May",0,0,0,May 2011,"TZ2009L155"
"65","0103013004068501",0,1,1,0,15.3000001907349,12,14.6000003814697,80.1999969482422,14.6999998092651,5.59999990463257,1162,"1313004","rural","3",5,2011,0,5,64,"May",0,0,0,May 2011,"TZ2009L146"
"66","0103013004068501",0,1,1,0,15.3000001907349,12,14.6000003814697,80.1999969482422,14.6999998092651,5.59999990463257,1162,"1313004","rural","3",5,2011,0,5,64,"May",0,0,0,May 2011,"TZ2009L155"
"67","0103013004073901",0,1,1,0,15.3000001907349,12,14.6000003814697,80.1999969482422,14.8000001907349,5.59999990463257,1162,"1313004","rural","3",5,2011,0,7,69.5,"May",0,0,0,May 2011,"TZ2009L146"
"68","0103013004073901",0,1,1,0,15.3000001907349,12,14.6000003814697,80.1999969482422,14.8000001907349,5.59999990463257,1162,"1313004","rural","3",5,2011,0,7,69.5,"May",0,0,0,May 2011,"TZ2009L155"
"69","0103013004074501",0,1,1,0,19.5,14,15.3999996185303,81.5,13.8000001907349,7,1184,"1313004","urban","3",5,2011,0,5,56.5,"May",0,0,0,May 2011,"TZ2009L146"
"70","0103013004074501",0,1,1,0,19.5,14,15.3999996185303,81.5,13.8000001907349,7,1184,"1313004","urban","3",5,2011,0,5,56.5,"May",0,0,0,May 2011,"TZ2009L155"
"71","0103013301006801",0,1,1,0,2.29999995231628,0,11.6999998092651,77.0999984741211,18.3999996185303,2.40000009536743,1036,"1313301","rural","3",12,2010,20,3,49,"December",0,0,0,Dec 2010,"TZ2009L117"
"72","0103013301006801",0,1,1,0,2.29999995231628,0,11.6999998092651,77.0999984741211,18.3999996185303,2.40000009536743,1036,"1313301","rural","3",12,2010,20,3,49,"December",0,0,0,Dec 2010,"TZ2009L146"
