"","case_id","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","slope","ag_percent","dist_road","dist_popcenter","dist_agmkt","dist_headquater","elevation","ea_id","reside","hh_a01","FS_month","FS_year","rCSI","HDDS","FCS","Month","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","yearmon","FNID"
"4279","1102010004024904",1,0,1,0,2.59999990463257,8,1,3.29999995231628,3.20000004768372,466.100006103516,14,"11210004","urban","1",5,2011,0,7,78.5,"May",0,0,0,May 2011,"TZ2009L175"
"4280","1102010004028401",0,1,0,1,6.30000019073486,60,15.8000001907349,34.9000015258789,126.5,145,1465,"11210004","rural","2",2,2011,34,7,63.5,"February",0,0,1,Feb 2011,"TZ2009L146"
"4281","1102010004028401",0,1,0,1,6.30000019073486,60,15.8000001907349,34.9000015258789,126.5,145,1465,"11210004","rural","2",2,2011,34,7,63.5,"February",0,0,1,Feb 2011,"TZ2009L174"
"4282","1102010004028401",0,1,0,1,6.30000019073486,60,15.8000001907349,34.9000015258789,126.5,145,1465,"11210004","rural","2",2,2011,34,7,63.5,"February",0,0,1,Feb 2011,"TZ2009L175"
"4283","1102010004034301",0,1,0,1,5.90000009536743,53,15.5,34.0999984741211,127.199996948242,145.800003051758,1427,"11210004","rural","2",2,2011,0,4,27,"February",0,0,1,Feb 2011,"TZ2009L146"
"4284","1102010004034301",0,1,0,1,5.90000009536743,53,15.5,34.0999984741211,127.199996948242,145.800003051758,1427,"11210004","rural","2",2,2011,0,4,27,"February",0,0,1,Feb 2011,"TZ2009L174"
"4285","1102010004034301",0,1,0,1,5.90000009536743,53,15.5,34.0999984741211,127.199996948242,145.800003051758,1427,"11210004","rural","2",2,2011,0,4,27,"February",0,0,1,Feb 2011,"TZ2009L175"
"4286","1102010004035401",1,0,1,0,6.30000019073486,57,15.6000003814697,34.5999984741211,126.800003051758,145.300003051758,1455,"11210004","rural","2",2,2011,34,8,86,"February",0,0,1,Feb 2011,"TZ2009L146"
"4287","1102010004035401",1,0,1,0,6.30000019073486,57,15.6000003814697,34.5999984741211,126.800003051758,145.300003051758,1455,"11210004","rural","2",2,2011,34,8,86,"February",0,0,1,Feb 2011,"TZ2009L174"
"4288","1102010004035401",1,0,1,0,6.30000019073486,57,15.6000003814697,34.5999984741211,126.800003051758,145.300003051758,1455,"11210004","rural","2",2,2011,34,8,86,"February",0,0,1,Feb 2011,"TZ2009L175"
"4289","1102012001002801",0,1,0,1,6,57,32.9000015258789,47.5999984741211,130.300003051758,137.399993896484,1249,"11212001","rural","2",9,2011,0,8,66.5,"September",0,0,0,Sep 2011,"TZ2009L175"
"4290","1102012001004201",0,1,0,1,3.59999990463257,35,30,49.5999984741211,123,132.5,1289,"11212001","rural","2",9,2011,0,8,87.5,"September",0,0,0,Sep 2011,"TZ2009L175"
"4291","1102012001004401",0,1,1,0,3.90000009536743,43,31.2000007629394,47.7999992370605,127.199996948242,135.699996948242,1287,"11212001","rural","2",9,2011,0,6,67.5,"September",0,0,0,Sep 2011,"TZ2009L175"
"4292","1102012001011201",0,1,0,1,3.90000009536743,37,31,47.5999984741211,127.300003051758,135.800003051758,1287,"11212001","rural","2",9,2011,0,6,67.5,"September",0,0,0,Sep 2011,"TZ2009L175"
"4293","1102012001012401",0,1,0,1,3.79999995231628,60,30.3999996185303,46,128.899993896484,137.699996948242,1284,"11212001","rural","2",9,2011,0,7,72.5,"September",0,0,0,Sep 2011,"TZ2009L175"
"4294","1102012001017501",0,1,0,1,4.90000009536743,60,30.1000003814697,45.9000015258789,128.5,137.699996948242,1302,"11212001","rural","2",9,2011,0,4,40,"September",0,0,0,Sep 2011,"TZ2009L175"
"4295","1102012001019302",0,1,0,1,8.10000038146973,57,34.7999992370605,53.5999984741211,123.800003051758,129.899993896484,1202,"11212001","rural","2",9,2011,0,8,84,"September",0,0,0,Sep 2011,"TZ2009L175"
"4296","1102012001035501",1,0,1,0,3.5,43,29.1000003814697,46.4000015258789,126.400001525879,136.300003051758,1330,"11212001","rural","2",9,2011,0,8,76,"September",0,0,0,Sep 2011,"TZ2009L175"
"4297","1102028002014801",0,1,0,1,8.39999961853027,4,17.7000007629394,66.5,91.3000030517578,143.300003051758,2003,"11228002","rural","2",8,2011,0,7,62,"August",0,0,1,Aug 2011,"TZ2009L146"
"4298","1102028002014801",0,1,0,1,8.39999961853027,4,17.7000007629394,66.5,91.3000030517578,143.300003051758,2003,"11228002","rural","2",8,2011,0,7,62,"August",0,0,1,Aug 2011,"TZ2009L171"
"4299","1102028002026301",1,0,1,0,11.3999996185303,0,19.8999996185303,66.1999969482422,93,145.800003051758,2031,"11228002","rural","2",8,2011,0,8,69.5,"August",0,0,1,Aug 2011,"TZ2009L146"
"4300","1102028002026301",1,0,1,0,11.3999996185303,0,19.8999996185303,66.1999969482422,93,145.800003051758,2031,"11228002","rural","2",8,2011,0,8,69.5,"August",0,0,1,Aug 2011,"TZ2009L171"
"4301","1102028002029701",0,1,1,0,11.3999996185303,0,20,65.8000030517578,93.4000015258789,146.100006103516,2007,"11228002","rural","2",8,2011,14,5,50.5,"August",0,0,1,Aug 2011,"TZ2009L146"
"4302","1102028002029701",0,1,1,0,11.3999996185303,0,20,65.8000030517578,93.4000015258789,146.100006103516,2007,"11228002","rural","2",8,2011,14,5,50.5,"August",0,0,1,Aug 2011,"TZ2009L171"
"4303","1102028002033601",1,0,1,0,13.3000001907349,0,19.7999992370606,66.0999984741211,92.9000015258789,145.699996948242,2018,"11228002","rural","2",8,2011,0,7,68,"August",0,0,1,Aug 2011,"TZ2009L146"
"4304","1102028002033601",1,0,1,0,13.3000001907349,0,19.7999992370606,66.0999984741211,92.9000015258789,145.699996948242,2018,"11228002","rural","2",8,2011,0,7,68,"August",0,0,1,Aug 2011,"TZ2009L171"
