"case_id","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","roof_other","Radio","Television","Bicycle","Motorcycle","Car","cellphone","number_celphones","dist_road","dist_popcenter","dist_market","dist_admctr","ag_percent","slope","elevation","reside","ea_id","hh_a01","hh_a02","FS_month","FS_year","HDDS","FCS","Month","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","yearmon","asset_index","FNID"
1021000702,1,0,1,0,0,1,0,0,0,0,1,1,2.6355,5.1639,5.3553,5.3553,20,5.52084,1207,"Urban","10210007","KAMPALA","KAWEMPE DIVISION",6,2012,5,35,"June",0,0,1,Jun 2012,2.41140936089148,"UG2011L140"
1021000703,1,0,1,0,0,1,1,0,0,0,1,2,1.6804,5.55,7.2258,7.2258,63,7.641912,1228,"Urban","10210007","KAMPALA","",11,2012,7,58,"November",0,0,1,Nov 2012,3.46850235361017,"UG2011L140"
1021000705,1,0,1,0,0,1,1,1,0,0,1,1,2.4845,5.1632,5.5236,5.5236,22,5.52084,1213,"Urban","10210007","KAMPALA","KAWEMPE DIVISION",5,2012,7,79,"May",0,0,1,May 2012,3.46811570892324,"UG2011L140"
1021000710,1,0,1,0,0,1,1,0,0,1,1,6,2.3678,5.3096,5.3096,5.3096,22,5.52084,1207,"Urban","10210007","KAMPALA","KAWEMPE DIVISION",5,2012,7,68,"May",0,0,1,May 2012,4.63319817411011,"UG2011L140"
1021000711,1,0,1,0,0,1,1,1,1,0,1,2,2.6564,5.1563,5.3476,5.3476,20,5.52084,1207,"Urban","10210007","KAMPALA","KAWEMPE DIVISION",6,2012,6,40,"June",0,0,1,Jun 2012,4.06858714019466,"UG2011L140"
1021000805,1,0,1,0,0,0,1,0,0,0,1,1,0.7683,3.6567,3.6567,3.6567,0,7.53659,1191,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",7,2012,7,81,"July",0,0,1,Jul 2012,3.00913709847742,"UG2011L132"
1021000805,1,0,1,0,0,0,1,0,0,0,1,1,0.7683,3.6567,3.6567,3.6567,0,7.53659,1191,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",7,2012,7,81,"July",0,0,1,Jul 2012,3.00913709847742,"UG2011L140"
1021000807,1,0,1,0,0,1,1,1,0,0,1,2,0.7749,3.6988,3.6988,3.6988,0,7.53659,1191,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",7,2012,7,50,"July",0,0,1,Jul 2012,3.46811570892324,"UG2011L132"
1021000807,1,0,1,0,0,1,1,1,0,0,1,2,0.7749,3.6988,3.6988,3.6988,0,7.53659,1191,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",7,2012,7,50,"July",0,0,1,Jul 2012,3.46811570892324,"UG2011L140"
102100080803,1,0,1,0,0,1,0,1,0,0,1,2,19.506,24.3753,24.3753,24.3753,60,4.698389,1130,"Urban","10210008","LUUKA","BULONGO",8,2012,7,66,"August",0,0,1,Aug 2012,2.41102271620455,"UG2011L132"
102100080803,1,0,1,0,0,1,0,1,0,0,1,2,19.506,24.3753,24.3753,24.3753,60,4.698389,1130,"Urban","10210008","LUUKA","BULONGO",8,2012,7,66,"August",0,0,1,Aug 2012,2.41102271620455,"UG2011L140"
1021000810,0,1,1,0,0,1,0,0,0,0,1,1,0.72,3.7299,3.7299,3.7299,0,7.53659,1197,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",7,2012,5,51.5,"July",0,0,1,Jul 2012,0.391734914449985,"UG2011L132"
1021000810,0,1,1,0,0,1,0,0,0,0,1,1,0.72,3.7299,3.7299,3.7299,0,7.53659,1197,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",7,2012,5,51.5,"July",0,0,1,Jul 2012,0.391734914449985,"UG2011L140"
1021000811,1,0,1,0,0,1,0,0,0,0,1,1,0.6742,3.8314,3.8314,3.8314,0,7.53659,1194,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",12,2011,5,56,"December",0,0,1,Dec 2011,2.41140936089148,"UG2011L132"
1021000811,1,0,1,0,0,1,0,0,0,0,1,1,0.6742,3.8314,3.8314,3.8314,0,7.53659,1194,"Urban","10210008","KAMPALA","KAWEMPE DIVISION",12,2011,5,56,"December",0,0,1,Dec 2011,2.41140936089148,"UG2011L140"
1021000906,1,0,1,0,0,1,1,0,0,0,1,2,0.4982,3.0201,3.0201,3.0201,0,7.448834,1186,"Urban","10210009","KAMPALA","KAWEMPE DIVISION",12,2011,6,62.5,"December",0,0,1,Dec 2011,3.46850235361017,"UG2011L140"
1021001003,0,1,1,0,0,1,1,0,0,0,1,2,0.1811,5.5335,6.4345,6.4345,2,6.940067,1215,"Urban","10210010","KAMPALA","KAWEMPE DIVISION",9,2012,4,48,"September",0,0,1,Sep 2012,1.44882790716868,"UG2011L140"
1021001004,1,0,1,0,0,1,0,0,0,0,1,1,0.2076,2.4013,2.4013,2.4013,0,6.799782,1177,"Urban","10210010","KAMPALA","KAWEMPE DIVISION",2,2012,4,24,"February",0,0,1,Feb 2012,2.41140936089148,"UG2011L140"
1021001007,1,0,1,0,0,0,1,0,0,0,1,2,0.5067,2.2919,2.2919,2.2919,0,6.799782,1207,"Urban","10210010","KAMPALA","KAWEMPE DIVISION",9,2012,5,37,"September",0,0,1,Sep 2012,3.00913709847742,"UG2011L140"
1021001011,1,0,1,0,0,0,0,0,0,0,1,2,0.2525,2.5782,2.5782,2.5782,0,6.799782,1191,"Urban","10210010","KAMPALA","KAWEMPE DIVISION",9,2012,4,26.5,"September",0,0,1,Sep 2012,1.95204410575873,"UG2011L140"
1021001102,1,0,1,0,0,1,0,0,0,0,1,1,2.2443,5.7789,5.7789,5.7789,50,4.383581,1146,"Urban","10210011","KAMPALA","MAKINDYE DIVISION",3,2012,6,38,"March",0,1,0,Mar 2012,2.41140936089148,"UG2011L137"
1021001102,1,0,1,0,0,1,0,0,0,0,1,1,2.2443,5.7789,5.7789,5.7789,50,4.383581,1146,"Urban","10210011","KAMPALA","MAKINDYE DIVISION",3,2012,6,38,"March",0,1,0,Mar 2012,2.41140936089148,"UG2011L140"
1021001105,1,0,1,0,0,0,0,0,0,0,1,1,2.1321,5.9949,5.9949,5.9949,50,9.593676,1143,"Urban","10210011","KAMPALA","MAKINDYE DIVISION",3,2012,NA,2,"March",0,1,0,Mar 2012,1.95204410575873,"UG2011L137"
1021001105,1,0,1,0,0,0,0,0,0,0,1,1,2.1321,5.9949,5.9949,5.9949,50,9.593676,1143,"Urban","10210011","KAMPALA","MAKINDYE DIVISION",3,2012,NA,2,"March",0,1,0,Mar 2012,1.95204410575873,"UG2011L140"
1021001107,1,0,1,0,0,1,1,0,0,0,1,3,2.3058,5.7086,5.7086,5.7086,42,4.383581,1150,"Urban","10210011","KAMPALA","MAKINDYE DIVISION",4,2012,5,39,"April",0,1,0,Apr 2012,3.46850235361017,"UG2011L137"
