"","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","slope","ag_percent","dist_road","dist_popcenter","dist_agmkt","dist_headquater","elevation","rCSI","HDDS","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","lhz_growingdays","lhz_day1rain","tmean","lhz_raincytot","lhz_maxdaysnorain","lhz_floodmax","floodmax","raincytot","day1rain","maxdaysnorain","dist_km","maize_price","maize_mktthin","rice_price","rice_mktthin","lhz_maize_price","lhz_maize_mktthin","lhz_rice_price","lhz_rice_mktthin","logFCS"
"1",1,0,1,0,8.731279,24,0.3,1.6,86.4,1.6,1621,0,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7908315010857,68337.5,0,134808.2,0,NA,NA,NA,NA,2.39789527279837
"2",0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,4.96909555555556,13.7777777777778,15.2888888888889,67.8555555555556,67.1222222222222,100.122222222222,1006.88888888889,4,1.66666666666667,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7908315010857,63499.996,0,214666.64,0,NA,NA,NA,NA,2.76211742237249
"3",0,1,0.5,0.5,3.1166095,30.5,16.45,79.35,87.55,94.9,963.5,12.5,3,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7908315010857,71954.544,0,193281.86,0,NA,NA,NA,NA,3.3322045101752
"4",0.555555555555556,0.444444444444444,0.555555555555556,0.444444444444444,5.033333407508,15.7777777777778,13.3666667143504,67.7000007629395,67.0888883802626,27.5444445742501,1085,0.555555555555556,6.66666666666667,0,0.111111111111111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7908315010857,39708.4,0,98125.2,0,NA,NA,NA,NA,4.28588277412098
"5",0.5,0.5,1,0,3.60000002384186,22.5,11.2999997138977,48.2000014781952,127.300003051758,147.20000076294,1477.5,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7908315010857,35696.92,0,111550,0,NA,NA,NA,NA,3.47351804324178
"6",0.214285714285714,0.785714285714286,0.5,0.5,1.37144464285714,21.4285714285714,19.1142857142857,96.6642857142857,101.357142857143,19.1214285714286,481.571428571429,2,2.42857142857143,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9397175851927,72972.22,0,201031.233333333,0,NA,NA,NA,NA,3.1385949936074
"7",0.4,0.6,0.6,0.4,1.53000003099442,24.3,18.6099998474121,96.9099998474121,100.909999847412,10.8000000953674,483.9,8.4,7.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9397175851927,37961.8333333333,0,100903,0,NA,NA,NA,NA,4.23338160423931
"8",1,0,0.5,0,6.3050985,14,0.55,10.55,87.75,173.55,975.5,2,3,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9397175851927,75300,0,216975,0,NA,NA,NA,NA,3.02042488614436
"9",0,1,0,1,4.30000019073486,0,0.100000001490116,57.2000007629395,57.4000015258789,243.800003051758,809,0,7,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9397175851927,37166.6666666667,0,114166.666666667,0,NA,NA,NA,NA,4.15103990589865
"10",1,0,1,0,6.19999980926514,25,2.20000004768372,10.8999996185303,12.1000003814697,648.5,72,0,8,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9397175851927,37347.7333333333,0,146708.333333333,0,NA,NA,NA,NA,4.24849524204936
"11",1,0,1,0,1.5,16,19.7999992370606,96.6999969482422,101.900001525879,10.8999996185303,484,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9397175851927,39839.6666666667,0,163243.5,0,NA,NA,NA,NA,4.48863636973214
"12",0,1,0,1,4.26118,0,0.1,57.2,57.4,43.9,811,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9397175851927,50979.1666666667,0,119236.208333333,0,NA,NA,NA,NA,2.60268968544438
"13",0.0909090909090909,0.909090909090909,0.272727272727273,0.727272727272727,3.79090907356956,50.4545454545455,8.64545448937201,59.9363635074009,67.5272734381936,89.2818166559393,1633.63636363636,0.636363636363636,5.18181818181818,0,0.909090909090909,0.0909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.295150411737,30246.3333333333,0,93907.3333333333,0,NA,NA,NA,NA,3.94422614592278
"14",0.2,0.8,0.533333333333333,0.466666666666667,4.72056193333333,43.7333333333333,8.16,54.42,71.2933333333333,103.773333333333,1635.06666666667,3.6,NA,0,0.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.295150411737,74416.6666666667,0,190416.666666667,0,NA,NA,NA,NA,2.99739755287305
"15",1,0,1,0,9.4666255,0,0.45,0.7,85.15,187.3,1399,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7110735053,62229.1666666667,0,131731.466666667,0,NA,NA,NA,NA,3.44998754583159
"16",0.181818181818182,0.818181818181818,0.727272727272727,0.272727272727273,12.8181816881353,24.3636363636364,3.25454547188499,35.7818180431019,35.8636368838224,18.254545211792,1199.45454545455,8.72727272727273,6.81818181818182,0,0.545454545454545,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7110735053,38128,0,84273.7777777778,0,NA,NA,NA,NA,4.09130965852695
"17",1,0,0.5,0,6.0513635,17.5,2.7,6.75,7.45,153.85,674,2,3.5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7110735053,63587.9633333333,0,169412.033333333,0,NA,NA,NA,NA,3.15700042115011
"18",1,0,1,0,6.1513,58,0,18.7,18.7,64.4,1148,0,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7110735053,84232.3255555556,0,162090.9,0,NA,NA,NA,NA,2.484906649788
"19",0,1,1,0,2.70000004768372,0,5.59999990463257,8.10000038146973,91.5,658.700012207031,1122,0,8,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7110735053,50833.3333333333,0,133333.333333333,0,NA,NA,NA,NA,3.96081316959758
"20",0.166666666666667,0.833333333333333,0.75,0.25,12.8626325833333,38.75,4.21666666666667,32.25,32.3083333333333,77.1916666666667,1201.91666666667,7.75,2,0,0.583333333333333,0.0833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7110735053,63824.1111111111,0,165629.333333333,0,NA,NA,NA,NA,2.51230562397611
"21",0.0909090909090909,0.909090909090909,0.0909090909090909,0.545454545454545,2.73344592727273,31.4545454545455,39.7545454545455,57.0272727272727,119.6,112.618181818182,88.7272727272727,5.27272727272727,2.27272727272727,0,0,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5990362672436,42830,0,125833.3,0,NA,NA,NA,NA,2.9492122579191
"22",0,1,0,1,1.29999995231628,0,21.2999992370606,31.8999996185303,105.300003051758,10.6999998092651,85,0,6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5990362672436,36327,0,151731,0,NA,NA,NA,NA,4.21212759787848
"23",0,1,0,1,1.291615,0,21.3,31.9,105.3,82.5,84,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5990362672436,63900,0,168500,0,NA,NA,NA,NA,2.70805020110221
"24",0,1,0.111111111111111,0.888888888888889,3.89999996291267,41.5555555555556,37.4333330790202,57.3000000847711,121.144445631239,18.0222225189209,126,2,6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5990362672436,38167,0,127222,0,NA,NA,NA,NA,4.0661736852554
"25",0.571428571428571,0.428571428571429,0.428571428571429,0.571428571428571,1.28571428571429,6.57142857142857,60.1999996730259,145.128572736468,145.028568812779,17.0571430751255,8.28571428571429,1.57142857142857,5.28571428571429,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.129690070619,32214,0,98571,0,NA,NA,NA,NA,4.21106883653024
"26",1,0,0,1,1.5,4,60,145,144.899993896484,16.8999996185303,10,22,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.129690070619,32950,0,92750,0,NA,NA,NA,NA,4.40671924726425
"27",0.545454545454545,0.454545454545455,0.272727272727273,0.545454545454545,1.501096,6.36363636363636,60.2545454545455,145.145454545455,145.054545454545,266.763636363636,10,7.18181818181818,1.72727272727273,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.129690070619,75667,0,183333,0,NA,NA,NA,NA,2.43441048577347
"28",0.428571428571429,0.571428571428571,0.571428571428571,0.428571428571429,1.42380257142857,29.8571428571429,29.6571428571429,47.7857142857143,47.4142857142857,289.628571428571,10.5714285714286,1,2,0,0,0.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3077414750969,79312.5,0,158750,0,NA,NA,NA,NA,3.03082359336526
"29",1,0,1,0,7.09999990463257,6,1.29999995231628,18.2000007629394,18.2999992370606,16.1000003814697,91,3,6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3077414750969,50313,0,124583,0,NA,NA,NA,NA,4.11903717481247
"30",0.5,0.5,1,0,5.032999,17,4.35,14.45,14.25,261.05,59,0,2.5,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3077414750969,59166.5,0,146666.8,0,NA,NA,NA,NA,3.38439026334577
"31",0.333333333333333,0.666666666666667,0.5,0.5,1.43333331743876,36.8333333333333,26.9499994913737,45.3666667938232,44.9666659037272,44.25,9.66666666666667,17.6666666666667,6.33333333333333,0,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3077414750969,36000,0,120000,0,NA,NA,NA,NA,4.28128506487235
"32",1,0,1,0,5.275781,26,1.5,10,10.3,258,53,0,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3077414750969,73033.4,0,144749.8,0,NA,NA,NA,NA,1.6094379124341
"33",1,0,1,0,2.90000009536743,2,0.600000023841858,3.90000009536743,3.70000004768372,440.5,797,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3077414750969,46904,0,155769,0,NA,NA,NA,NA,-Inf
"34",0.444444444444444,0.555555555555556,0.555555555555556,0.444444444444444,2.12222222487132,53.2222222222222,8.94444423251682,142.733334011502,142.333329942491,0.699999994701809,12.6666666666667,1.55555555555556,6.11111111111111,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.2029375488182,36666.6666666667,0,121666.666666667,0,NA,NA,NA,NA,4.31970787027462
"35",0.444444444444444,0.555555555555556,0.444444444444444,0.555555555555556,1.916315,50.3333333333333,9.02222222222222,142.777777777778,142.388888888889,209.7,9.66666666666667,3.33333333333333,1.44444444444444,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.2029375488182,59844.4666666667,0,155360.866666667,0,NA,NA,NA,NA,2.30812527336966
"36",0.5,0.5,1,0,2.0162395,20.5,10.25,41.45,58.8,281.25,1081,0,2.5,0,0,0.5,213,NA,23.7367048412412,345.551449679474,184,0,0,935.0399857,27,133,60.6477110751202,49898.1683333333,0,115138.9,0,49044.8196595799,0,130899.152435939,0,2.67414864942653
"37",0,1,0,1,1.588383,0,3.9,73.1,117.8,349.6,1124,0,1,0,0,0,213,NA,23.7367048412412,345.551449679474,184,0,0,935.0399857,27,133,60.6477110751202,48361.125,0,121458.4,0,50776.1603713354,0,135294.226566475,0,2.63905732961526
"38",0,1,0.25,0.75,1.78749999403954,6.375,3.32500004768371,72.3625001907349,116.437500953674,6.48749992251396,1129.625,1.875,4.875,0,0,0.375,213,NA,23.6726376385521,297.772728685792,172,0,0,726.0630358,84,140,60.6477110751202,50833.3333333333,0,135500,0,51963.0036150476,0,131618.07143607,0.201068542792948,4.05936484332607
