"","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","slope","ag_percent","dist_road","dist_popcenter","dist_agmkt","dist_headquater","elevation","rCSI","HDDS","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","lhz_growingdays","lhz_day1rain","tmean","lhz_raincytot","lhz_maxdaysnorain","lhz_floodmax","floodmax","raincytot","day1rain","maxdaysnorain","dist_km","maize_price","maize_mktthin","rice_price","rice_mktthin","lhz_maize_price","lhz_maize_mktthin","lhz_rice_price","lhz_rice_mktthin","logFCS"
"39",1,0,1,0,10.26344,75,0.3,12.9,65.7,96.3,360,0,4,0,0,1,213,NA,23.7367048412412,345.551449679474,184,0,0,935.0399857,27,133,60.6477110751202,75236.2083333333,0,179409.766666667,0,71175.4891204463,0,182472.25440437,0,3.61091791264422
"40",0,1,0.222222222222222,0.777777777777778,1.68733111111111,6,4.15555555555556,71.0777777777778,116.055555555556,349.077777777778,1141.22222222222,4.11111111111111,1.55555555555556,0,0,0.444444444444444,213,NA,23.7367048412412,345.551449679474,184,0,0,935.0399857,27,133,60.6477110751202,59750.0333333333,0,143708.333333333,0,60655.5556874232,0,153860.941073693,0,2.51680001356395
"41",1,0,1,0,18.2999992370606,86,12.5,49.0999984741211,24.7000007629394,394.600006103516,1462,0,7,0,0,0,213,NA,23.6726376385521,297.772728685792,172,0,0,726.0630358,84,140,60.6477110751202,43288.3333333333,0,155375.333333333,0,39696.5587025803,0,152551.779820018,0,3.94158180766969
"42",0,0.857142857142857,0.142857142857143,0.857142857142857,3.59999997275216,32.7142857142857,89.9714279174805,85.5428575788225,112.985714503697,31.514285496303,1401.42857142857,8,5.57142857142857,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4364249103551,41376.6,0.2,132305.2,0.2,34498.3321598036,0.461827861706327,125752.210291987,0.461827861706327,4.17218704898603
"43",0.125,0.875,0.25,0.75,3.357944125,30.5,89.7375,85.8375,113.3,130.9375,1397,12,1.875,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4364249103551,50600.2,0,131500,0,50776.1603713354,0,135294.226566475,0,2.94772305436763
"44",1,0,1,0,2.40000009536743,0,1.89999997615814,5.5,6.5,343.600006103516,33,0,7,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4364249103551,40781.8,0,151166.4,0,40432.8094729127,0,147462.353619955,0,3.79548918917219
"45",0,1,0,1,5.118277,3,39.3,55.3,95.9,138.9,614,10,3,0,0,1,213,NA,23.7367048412412,345.551449679474,184,0,0,593.4289472,29,172,59.450398355046,69119.1071428571,0,169925.557142857,0,69263.5950975322,0,175711.981280868,0,2.67414864942653
"46",0,1,0,1,4.59999990463257,37,30.1000003814697,22.3333326975505,49.2999992370605,91.3000030517578,1048,14.3333333333333,5,0,0,0,213,NA,23.6726376385521,297.772728685792,172,0,0,324.2773068,133,174,59.450398355046,39775,0.285714285714286,129646.571428571,0.285714285714286,34498.3321598036,0.461827861706327,125752.210291987,0.461827861706327,4.01035890614901
"47",0.625,0.375,0.625,0.375,1.80000001192093,15.75,24.6000001430511,17.2125000953674,42.1750001907349,97.6625013351441,970.5,10.5,5.875,0,0,0,213,NA,23.6726376385521,297.772728685792,172,0,0,324.2773068,133,174,59.450398355046,32480.1428571429,0,114345.428571429,0,32011.758069902,0,114290.072642125,0,4.10057511197274
"48",0.5,0.5,0.625,0.375,1.8221995,19.25,24.7875,16.6875,41.8875,80.2,971.625,18.125,2.375,0,0,0.125,213,NA,23.7367048412412,345.551449679474,184,0,0,593.4289472,29,172,59.450398355046,75371.4285714286,0,189721.428571429,0,77298.4783211488,0,188361.580574402,0,2.75684036527164
"49",0,1,0,1,4.575953,37,30.1,22.4,49.3,77.6,1040,0,1,0,0,0,213,NA,23.7367048412412,345.551449679474,184,0,0,593.4289472,29,172,59.450398355046,51845.3214285714,0,134613.114285714,0,50776.1603713354,0,135294.226566475,0,1.79175946922805
"50",0,1,0,1,2.828187,43,70.9,75.5,132.7,139.2,1291,4,2,0,0,0,213,NA,23.7367048412412,345.551449679474,184,0,0,593.4289472,29,172,59.450398355046,59785.6857142857,0,153976.171428571,0,60655.5556874232,0,153860.941073693,0,1.94591014905531
"51",0.888888888888889,0.111111111111111,0.888888888888889,0.111111111111111,1.37777777512868,44.3333333333333,25.3999998304579,22.8777783711751,44.5222223069933,100.98888821072,979.666666666667,3.22222222222222,6.11111111111111,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1033712902335,42117.5,0,133730.75,0,34498.3321598036,0.461827861706327,125752.210291987,0.461827861706327,4.20552146320137
"52",0.857142857142857,0.142857142857143,1,0,1.720671,39.4285714285714,19.9,17.3714285714286,40.4571428571429,77.3142857142857,918.285714285714,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1033712902335,48729.375,0,131250,0,50776.1603713354,0,135294.226566475,0,3.26902560855367
"53",0.555555555555556,0.444444444444444,1,0,3.89999993642171,41,10.1555555346939,59.9999995761448,40.3999998304579,17.3666664560636,795.555555555556,6.11111111111111,6.44444444444444,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8380804399728,58000,0,150000,0,51963.0036150476,0,131618.07143607,0.201068542792948,4.29501525768425
"54",0.625,0.375,1,0,3.97495025,42.125,10.1125,59.625,40.0625,42.6,798.5,1.625,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8380804399728,58699.8,0,157000,0,60655.5556874232,0,153860.941073693,0,3.18324864722505
"55",0.625,0.375,1,0,2.87499994039536,36.5,0.43750000745058,5.40000003576279,67.5250015258789,33.3875002861023,677.625,0.125,7.375,0,0,1,213,NA,23.6726376385521,297.772728685792,172,0,0,398.0495666,32,164,64.3814512903452,41774.5,0.5,128347,0.5,34498.3321598036,0.461827861706327,125752.210291987,0.461827861706327,4.36309862478836
"56",0.625,0.375,1,0,2.924283,36.5,0.4875,5.375,67.6375,110.5875,679,0.5,2.375,0,0,1,213,NA,23.7367048412412,345.551449679474,184,0,0,549.60992186,70,167,64.3814512903452,54208.335,0,132222.25,0,49044.8196595799,0,130899.152435939,0,2.98315349134713
"57",1,0,1,0,3.40000009536743,4,0.100000001490116,1.10000002384186,36.4000015258789,846.5,1317,0,6,0,0,1,213,NA,23.6726376385521,297.772728685792,172,0,0,398.0495666,32,164,64.3814512903452,44221,0,152884.5,0,39696.5587025803,0,152551.779820018,0,4.47163879336357
"58",1,0,1,0,2.653523,0,1.1,20.8,20.5,54.1,939,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6495769892164,63666.75,0,183333.2,0,69263.5950975322,0,175711.981280868,0,3.36729582998647
"59",1,0,1,0,2.79000000953674,0.2,1.10000000596047,18.8099998474121,18.5300001144409,6.21000014543533,984,2.4,7.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6495769892164,31771,1,123750,1,34498.3321598036,0.461827861706327,125752.210291987,0.461827861706327,4.22464156316996
"60",1,0,1,0,2.63802622222222,0,1.14444444444444,20.7444444444444,20.4222222222222,54.0555555555556,934.555555555556,2.11111111111111,2.55555555555556,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6495769892164,54000,0,137500,0,50776.1603713354,0,135294.226566475,0,3.29171314882047
"61",1,0,1,0,11.2499995231629,48,6.30000000074506,32.8499994277954,20.9500007629394,51.7499980926514,1331,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6495769892164,41538,0,150000,0,39696.5587025803,0,152551.779820018,0,4.48300255201388
"62",0,1,1,0,18.31735,86,12.5,49.1,24.7,27.3,1412,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6495769892164,57442,0,182500,0,62469.0292592933,0,178062.740762322,0,2.63905732961526
"63",1,0,1,0,4.59999990463257,2,3.70000004768372,8.39999961853027,9.60000038146973,448.700012207031,81,0,6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6495769892164,42909,0,150000,0,40432.8094729127,0,147462.353619955,0,4.37575702166029
"64",1,0,1,0,6.291467,28,0.5,30.4,73.9,76.6,891,0,1,0,0,1,213,NA,23.7367048412412,345.551449679474,184,0,763.9092407,665.5031695,64,167,63.346099133783,47173.1685714286,0,128809.514285714,0,49044.8196595799,0,130899.152435939,0,2.89037175789616
"65",0.5,0.5,0.5,0,5.514782,18.5,20.6,28.4,28.8,78.2,1462,0,2.5,0,0,0,213,NA,23.7367048412412,345.551449679474,184,0,763.9092407,665.5031695,64,167,63.346099133783,76842.8571428571,0,186071.428571429,0,77298.4783211488,0,188361.580574402,0,3.12456514539696
"66",1,0,1,0,6.30000019073486,28,0.5,30.3999996185303,73.9000015258789,101.300003051758,883,0,8,0,0,1,213,NA,23.6726376385521,297.772728685792,172,0,687.16919655,485.64926639,64,156,63.346099133783,39252.3714285714,0,118095.228571429,0,39063.1220802157,0,120155.088746148,0,4.61015772749913
"67",0.333333333333333,0.666666666666667,1,0,20.3999999364217,1.66666666666667,15.8000000317891,54.0166664123535,18.8833338419596,13.5333334604899,1800.66666666667,1.33333333333333,6.33333333333333,0,0,1,213,NA,23.5922878863833,471.17498422813,161,0,485.64926639,723.09271561,36,169,63.346099133783,29114.2857142857,0,1e+05,0,29230.2988678834,0,101188.619126527,0,4.18712629567307
"68",0.166666666666667,0.833333333333333,0.833333333333333,0.166666666666667,23.1708333333333,1,15.3666666666667,52.3833333333333,19.6666666666667,90.5833333333333,1826,3.5,3,0,0,1,214,NA,24.5959819814583,373.229713352819,175,0,665.5031695,687.16919655,43,154,63.346099133783,65130,0,174940.428571429,0,62469.0292592933,0,178062.740762322,0,3.13186444787857
"69",0,1,0,1,1.675673,84,7.7,53.1,69.9,8.3,124,10,3,0,0,1,213,7,26.6804776846153,536.387369736403,182,0,0,696.8972881,94,176,32.2133577148578,74400,0,157562.5,0,73010.215096284,0,162514.557192905,0,3.41772668361337
"70",0,1,0,1,0.800000011920929,0,45.5,50.7999992370605,77.0999984741211,365.899993896484,291,0,7,0,0,0,213,64,26.5845126167428,364.432833249498,181,0,0,674.7488144,23,169,32.2133577148578,46379.4,0,131016.4,0,31771,0.0437310240990804,123750,0.0437310240990804,4.06902675423781
"71",0,1,1,0,1.291615,49,13.4,25.5,63.3,309.7,1157,6,2,0,0,1,213,7,26.6804776846153,536.387369736403,182,0,0,696.8972881,94,176,32.2133577148578,54116,0,127833.36,0,43150.8399482646,0,126015.545901871,0,2.63905732961526
"72",0.75,0.25,0.875,0.125,2.72124175,9.25,7,10.0125,9.4375,255.25,40.625,21.375,3.25,0,0,0.125,213,7,26.6804776846153,536.387369736403,182,0,0,696.8972881,94,176,32.2133577148578,85600.002,0,182090.9,0,77868.8069277028,0,183758.272609374,0,3.27714473299218
"73",0,1,1,0,5.888551,55,0.6,9.5,10.6,244.6,95,0,4,0,0,1,213,7,26.6804776846153,536.387369736403,182,0,0,696.8972881,94,176,32.2133577148578,56044.598,0,134555.534,0,46408.6965967154,0,137466.685807313,0,3.09104245335832
"74",0.75,0.25,0.75,0.25,2.86250007152557,9.25,6.98750007152557,9.98749983310701,9.41249996423721,10.2875001430511,40.75,11.625,6,0,0,0.25,213,64,26.5845126167428,364.432833249498,181,0,0,674.7488144,23,169,32.2133577148578,40850,0,177083.32,0,42209.4793674551,0,115349.848192793,0,4.16278172377533
"75",0,1,0.5,0.5,3.83355175,4.5,37.375,69.55,70.475,206.375,1148.25,2.5,2.25,0,0,0.25,213,88,25.8836656976587,398.919418040408,181,0,0,870.58603876,28,161,72.673751460298,74798.4642857143,0,173675.6,0,73267.0526223396,0,158140.954006666,0,3.11351530921037
"76",0.111111111111111,0.888888888888889,0.333333333333333,0.666666666666667,6.53333324856228,55.4444444444444,38.6555553012424,58.7666659884983,53.022221883138,44.0666669209798,1945.44444444444,2.66666666666667,4.77777777777778,0,0,0,213,64,26.3000065621583,451.601120065934,168,0,0,699.67149711,63,158,72.673751460298,33401.2857142857,0,115578.571428571,0,41019.108733451,0,106861.860052688,0,4.1735322035759
"77",0.142857142857143,0.857142857142857,0.285714285714286,0.714285714285714,5.76340457142857,51.2857142857143,39.6571428571429,59.5142857142857,54.7714285714286,237.214285714286,1872.42857142857,5.14285714285714,2.14285714285714,0,0,0.142857142857143,213,88,25.8836656976587,398.919418040408,181,0,0,870.58603876,28,161,72.673751460298,77357.9485714286,0,175396.128571429,0,78589.4815274156,0,184199.017984754,0,3.08452777233712
"78",0,1,0,1,1.79999995231628,45,51.0999984741211,70.3000030517578,64.0999984741211,45.5,1338,18,3,0,0,1,213,64,26.3000065621583,451.601120065934,168,0,0,699.67149711,63,158,72.673751460298,38975.4285714286,0,156162.285714286,0,36854.8528329492,0,146092.937936784,0,3.89182029811063
"79",0,1,0,1,5.118277,3,39.3,55.3,95.9,138.9,614,10,3,0,0,1,213,88,25.8836656976587,398.919418040408,181,0,0,593.4289472,29,172,59.450398355046,69119.1071428571,0,169925.557142857,0,73267.0526223396,0,158140.954006666,0,2.67414864942653
"80",0,1,0,1,4.59999990463257,37,30.1000003814697,22.3333326975505,49.2999992370605,91.3000030517578,1048,14.3333333333333,5,0,0,0,213,64,26.3000065621583,451.601120065934,168,0,0,324.2773068,133,174,59.450398355046,39775,0.285714285714286,129646.571428571,0.285714285714286,34045.892440775,0,119580.858884526,0,4.01035890614901
"81",0.625,0.375,0.625,0.375,1.80000001192093,15.75,24.6000001430511,17.2125000953674,42.1750001907349,97.6625013351441,970.5,10.5,5.875,0,0,0,213,64,26.3000065621583,451.601120065934,168,0,0,324.2773068,133,174,59.450398355046,32480.1428571429,0,114345.428571429,0,39959.9367787141,0,105546.44137131,0,4.10057511197274
"82",0.5,0.5,0.625,0.375,1.8221995,19.25,24.7875,16.6875,41.8875,80.2,971.625,18.125,2.375,0,0,0.125,213,88,25.8836656976587,398.919418040408,181,0,0,593.4289472,29,172,59.450398355046,75371.4285714286,0,189721.428571429,0,79435.1523162819,0,181169.121976021,0,2.75684036527164
"83",0,1,0,1,4.575953,37,30.1,22.4,49.3,77.6,1040,0,1,0,0,0,213,88,25.8836656976587,398.919418040408,181,0,0,593.4289472,29,172,59.450398355046,51845.3214285714,0,134613.114285714,0,46971.8547861681,0,128456.241861891,0,1.79175946922805
"84",0,1,0,1,2.828187,43,70.9,75.5,132.7,139.2,1291,4,2,0,0,0,213,88,25.8836656976587,398.919418040408,181,0,0,593.4289472,29,172,59.450398355046,59785.6857142857,0,153976.171428571,0,59232.3625347839,0,140841.367861809,0,1.94591014905531
"85",0,1,1,0,10.765726,8,71.2,106.55,118.7,226.8,1200,3,2.5,0,0,0.5,213,88,25.8836656976587,398.919418040408,181,0,0,676.5055176,29,177,69.0118195872173,52823.5425,0,133645.85,0,44435.4265842867,0,122141.072793,0,2.67414864942653
"86",0.375,0.625,0.75,0.25,4.88749998807907,14.875,11.4750000834465,12.487499833107,13.8875000476837,13.1749999523163,1192.75,2.5,6.5,0,0,0,213,64,26.3000065621583,451.601120065934,168,0,0,391.4224513,57,169,69.0118195872173,46569,0,127760.5,0,40690.4138773752,0,120005.938537538,0,4.20375934820797
"87",0.2,0.8,1,0,3.7241044,18.2,10.36,11.62,12.54,102.22,1219.8,0.4,3,0,0,0,213,88,25.8836656976587,398.919418040408,181,0,0,676.5055176,29,177,69.0118195872173,50496.5825,0,139027.8325,0,46777.5851200139,0,133920.950298876,0,3.03495298670727
"88",0,1,0.285714285714286,0.714285714285714,6.00548871428571,60,12.3285714285714,78.5857142857143,130.771428571429,159.7,529.428571428571,1.42857142857143,2,0,0,1,213,88,25.8836656976587,398.919418040408,181,0,900.59704665,667.47050736,63,169,89.8507418934342,46403.305,0,124837.95,0,44435.4265842867,0,122141.072793,0,2.95565404998658
