case_id,clust_num,clust,district,reside,hhsize,hh_a10a,month,year,dist_road,dist_admarc,dist_agmrkt,popdensity,fsrad3_agpct,elevation,srtm_mwi_5_15,nutri_avail,nutri_retention,LAT_DD_MOD,LON_DD_MOD,RCSI,HDDS,FCS,Refrigerator,Radio,Television,Bicycle,Motorcycle,Car,cells_own,cell_cost,hh_age,hh_gender,LT_15,GT_64,floor_cement,floor_dirt_sand_dung,floor_tile,roof_natural,roof_iron,roof_other,region,cell_phone,panelweight,qx_type,TA,fnid,yearmo,flood_maxprecip,L12day1rain,L12maxdays,L12rain_cytot,ipczone_thinn,ipczone_lag_thinn,ipczone_price,ipczone_lag_price,ipc2,ipc_lag1,ipc_lag12,near_mkt,near_dist,mkt_thinness,Lmkt_thinn,price,lnprice_impu,Lprice,Llnprice_impu,case_id_num,percent_ag,asset_index2,logFCS,roof,nutri_reten1,nutri_reten2,nutri_reten3,nutri_reten4,nutri_reten5,nutri_avail1,nutri_avail2,nutri_avail3,nutri_avail4,nutri_avail5,nutri_reten_constrained,nutri_avail_constrained,ipczone,ipczone_floodmax,ipczone_floor,ipczone_roof,ipczone_cell,ipczone_hhsize,ipczone_hh_age,ipczone_hh_gender,ipczone_asset,ipczone_dist_road,ipczone_dist_admarc,ipczone_percent_ag,ipczone_nutri_reten_constrained,ipczone_nutri_avail_constrained,ipczone_elevation,ipczone_cells_own,TA_floodmax,TA_floor,TA_roof,TA_cell,TA_hhsize,TA_hh_age,TA_hh_gender,TA_asset,TA_dist_road,TA_dist_admarc,TA_percent_ag,TA_nutri_reten_constrained,TA_nutri_avail_constrained,TA_elevation,TA_cells_own,clust_floodmax,clust_floor,clust_roof,clust_cell,clust_hhsize,clust_hh_age,clust_hh_gender,clust_asset,clust_dist_road,clust_dist_admarc,clust_percent_ag,clust_nutri_reten_constrained,clust_nutri_avail_constrained,clust_elevation,clust_cells_own,TA_lag_price,TA_lag_thinn,TA_price,TA_thinn,clust_lag_price,clust_lag_thinn,clust_price,clust_thinn,ipczone_L12raincytot,ipczone_L12day1rain,ipczone_L12maxdays,clust_L12raincytot,clust_L12day1rain,clust_L12maxdays,TA_L12raincytot,TA_L12day1rain,TA_L12maxdays,clust_logFCS,clust_RCSI,clust_HDDS,clust1,clust2,clust3,clust4,clust5,clust6,clust7,clust8,clust9,clust10,clust11,clust12,clust13,clust14,clust15,clust16,clust17,clust18,clust19,clust20,clust21,clust22,clust23,clust24,clust25,clust26,clust27,clust28,clust29,clust30,clust31,clust32,clust33,clust34,clust35,clust36,clust37,clust38,clust39,clust40,clust41,clust42,clust43,clust44,clust45,clust46,clust47,clust48,clust49,clust50,clust51,clust52,clust53,clust54,clust55,clust56,clust57,clust58,clust59,clust60,clust61,clust62,clust63,clust64,clust65,clust66,clust67,clust68,clust69,clust70,clust71,clust72,clust73,clust74,clust75,clust76,clust77,clust78,clust79,clust80,clust81,clust82,clust83,clust84,clust85,clust86,clust87,clust88,clust89,clust90,clust91,clust92,clust93,clust94,clust95,clust96,clust97,clust98,clust99,clust100,clust101,clust102,clust103,clust104,clust105,clust106,clust107,clust108,clust109,clust110,clust111,clust112,clust113,clust114,clust115,clust116,clust117,clust118,clust119,clust120,clust121,clust122,clust123,clust124,clust125,clust126,clust127,clust128,clust129,clust130,clust131,clust132,clust133,clust134,clust135,clust136,clust137,clust138,clust139,clust140,clust141,clust142,clust143,clust144,clust145,clust146,clust147,clust148,clust149,clust150,clust151,clust152,clust153,clust154,clust155,clust156,clust157,clust158,clust159,clust160,clust161,clust162,clust163,clust164,clust165,clust166,clust167,clust168,clust169,clust170,clust171,clust172,clust173,clust174,clust175,clust176,clust177,clust178,clust179,clust180,clust181,clust182,clust183,clust184,clust185,clust186,clust187,clust188,clust189,clust190,clust191,clust192,clust193,clust194,clust195,clust196,clust197,clust198,clust199,clust200,clust201,clust202,clust203,clust204,month4,month5,month6,month7
2719-004,30901475,30901475,Phalombe,rural,3,1,JUNE,2013,34,9,16,100-200,33,700,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.6689,35.589,3,7,82,0,1,0,1,0,0,1,800,19,1,1,0,0,1,0,1,0,0,3,1,471.69894,PANEL A,MKHUMBA,MW2012C3030904,201306,0,33,25,1047.0839,.59136832,.93031657,4.5510159,4.3549051,1,1,2,MIGOWI,11.271255,1,1,95.800003,4.5622625,145,4.9767337,2719-004,0,-.30081713,4.4067192,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030904,0,.86440676,.30508474,.25423729,5.2881355,45.457626,1.3728814,-.23938766,30.40678,7.6779661,.010169492,.033898305,.033898305,703.89832,.33898306,0,.90625,.25,.1875,4.96875,44.90625,1.40625,-.30081642,33.78125,7.3125,.018750001,0,0,698.4375,.21875,0,.9130435,.26086956,.17391305,4.826087,42.652172,1.2608696,-.30081636,33.695652,9.173913,0,.043478262,.043478262,688.69568,.26086956,4.5636916,.6328125,4.558187,.86941963,4.8145494,.60869563,4.5987029,.88819879,1047.0839,33,25,864.9425,67,16,874.10046,63.53125,16.3125,3.8186865,8.043478,5.304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2710-001,31004312,31004312,Chikwawa,rural,9,4,JUNE,2013,6,7,14,300-400,31,280,Hills,No or Slight Constraint,No or Slight Constraint,-16.0204,34.9201,4,5,26.5,0,0,0,0,0,0,1,2500,41,1,4,0,0,1,0,0,1,0,3,1,751.99884,PANEL B,MASEYA,MW2012C3031005,201306,29.766685,42,22,733.83313,.6980511,.59506464,4.4872446,4.421093,1,1,1,CHIKWAWA,3.0658627,1,1,89.889999,4.4985867,84.269997,4.4340258,2710-001,0,-.30081591,3.2771447,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3031005,49.141373,.72058821,.36764705,.42647058,5.5294118,41.117645,1.1470588,.018974094,8.3529415,4.2647057,.088235296,.014705882,.014705882,329.85294,.69117647,5.4121246,1,.090909094,.36363637,5.7272725,53.090908,1.3636364,-.30081627,5.818182,6.2727275,0,0,0,316.36365,.45454547,5.2207351,.84210527,.15789473,.47368422,5.3684211,46.157894,1.3157895,-.11006443,6.5789475,5.6842103,0,0,0,360.52631,.7368421,4.4340258,1,4.4985867,1,4.4557457,.95789474,4.5273561,.97744364,733.83313,42,22,763.44196,68,23,763.44196,68,23,3.9912584,7.1052632,5.7368422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2791-003,31006556,31006556,Blantyre,rural,7,4,JUNE,2013,17,9,17,50-100,0,640,Low Mountains,No or Slight Constraint,No or Slight Constraint,-15.734609,34.82866,9,6,56.5,0,1,0,1,0,0,0,,44,1,3,0,0,1,0,1,0,0,3,0,598.81927,PANEL A,KUNTHEMBWE,MW2012C3030514,201306,0,53,31,823.06921,.72779256,.080932215,4.5559683,4.4601226,1,1,1,LIMBE,7.3680506,.80000001,0,90.394997,4.504189,92.964996,4.5322232,2791-003,0,-.30081713,4.0342407,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030514,0,.47474748,.73737371,.67676765,4.4040403,41.666668,1.2727273,.39475474,3.5353534,5.151515,.07272727,.060606062,.070707068,925.55554,1.2929293,0,.76190478,.19047619,.5714286,3.6666667,44.285713,1.2857143,-.30081564,18.666666,8.333333,0,0,0,600,.66666669,0,.71428573,.23809524,.38095239,4.5238094,43.476189,1.2857143,-.30081597,13.809524,12.904762,.076190479,0,0,498.09525,.47619048,4.998816,.36190477,4.5628495,.076190479,4.5422506,.069387756,4.5180106,.79183674,823.06921,53,31,659.38397,69,30,780.31165,19.238094,16.428572,3.8286057,4.5238094,5.4761906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2790-001,31201104,31201104,Balaka,rural,4,1,JUNE,2013,2,5,3,500-1000,43,490,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.0706,35.1704,6,6,43.5,0,0,0,0,0,0,0,,48,1,2,0,0,1,0,1,0,0,3,0,681.18311,PANEL B,MSAMALA,MW2012C3031206,201306,3.767601,68,22,824.20441,.10332824,.18897277,4.4929485,4.5108395,1,1,1,MWANZA,27.665222,.2,1,110,4.7004805,110,4.7004805,2790-001,0,-.30081591,3.7727609,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3031206,23.538937,.77419353,.29032257,.51612902,4.1290321,42.387096,1.3548387,-.30081624,7.0967741,8.4193544,.1032258,.064516127,.064516127,611.93549,.7096774,7.2808628,.83999997,.31999999,.31999999,4.8000002,46.119999,1.48,-.30081633,5.4400001,9.5200005,.088,0,0,544,.44,8.3353128,.7368421,.42105263,.57894737,3.8421052,45.736843,1.4210526,-.3008163,2.7368422,5.3157897,.08421053,.052631579,.052631579,580.52631,.68421054,4.5945234,.56,4.5944595,.28914285,4.7323155,.78947371,4.7370682,.29285714,824.20441,68,22,749.61658,69,31,803.51416,62.48,27.4,3.8511894,3,5.4736843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2768-001,31201516,31201516,Balaka,rural,4,1,JUNE,2013,6,13,6,100-200,4,630,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-14.9533,34.9545,21,5,42,0,0,0,0,0,0,0,,63,2,2,0,0,1,0,0,1,0,3,0,1217.1035,PANEL B,MSAMALA,MW2012C3031213,201306,0,32,29,853.47589,.39919096,.022699924,4.3792577,4.2390709,1,1,1,LILONGWE,8.6124077,0,0,110,4.7004805,110,4.7004805,2768-001,0,-.30081591,3.7376697,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3031213,0,.74137932,.39655173,.43103448,4.8965516,44.36842,1.2982457,-.30081618,5.8620691,13.931034,.031034485,0,0,641.03448,.58620691,7.2808628,.83999997,.31999999,.31999999,4.8000002,46.119999,1.48,-.30081633,5.4400001,9.5200005,.088,0,0,544,.44,0,.72727275,.5,.36363637,4.909091,45.57143,1.4285715,-.30081627,4,10.727273,0,0,0,671.36365,.45454547,4.5945234,.56,4.5944595,.28914285,4.7152562,.12727273,4.7209349,.090909094,853.47589,32,29,854.82837,53,22,803.51416,62.48,27.4,3.7493882,7.818182,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2896-001,31435120,31435120,Zomba City,urban,3,35,JUNE,2013,0,4,5,3000-5000,37,860,Low Mountains,No or Slight Constraint,No or Slight Constraint,-15.3787,35.3421,0,5,39,0,1,0,1,0,0,1,3500,49,1,1,0,0,1,0,1,0,0,3,1,152.51018,PANEL B,CHIKAMVEKA,MW2012C3030314,201306,0,32,13,1028.1757,.57877207,.16321883,4.5992846,4.3165741,1,1,1,NSANJE,2.7849991,0,.25,110,4.7004805,110,4.7004805,2896-001,0,-.30081713,3.6635616,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030314,0,.49222797,.62694299,.66839379,4.300518,38.740932,1.2590674,.31888109,5.9119172,4.658031,.070466325,.025906736,.025906736,911.81348,1.3523316,0,.66666669,.33333334,1,4,54,1.3333334,-.30081519,0,4,0,0,0,860,1.3333334,0,.44444445,.6111111,.83333331,4.8888888,42.388889,1.2777778,-.09946572,1.5555556,5.2222223,0,.055555556,.055555556,773.88892,1.7222222,4.7004805,.25,4.7004805,0,4.7314682,.46944445,4.7347722,.42539683,1028.1757,32,13,1190.0137,53,13,1190.0137,53,13,4.1048164,3.2777777,6.1111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2960-001,31439102,31439102,Zomba City,urban,11,39,JUNE,2013,1,1,2,3000-5000,8,900,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-15.3992,35.3184,21,6,49.5,0,0,0,0,0,0,1,900,48,1,7,0,0,1,0,0,1,0,3,1,42.856903,PANEL B,ZAKAZAKA,MW2012C3030314,201306,0,32,13,1028.1757,.57877207,.16321883,4.5992846,4.3165741,1,1,1,NTAJA,17.490517,0,.25,85.5,4.4485164,62.505001,4.1352468,2960-001,0,-.30081591,3.9019728,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030314,0,.49222797,.62694299,.66839379,4.300518,38.740932,1.2590674,.31888109,5.9119172,4.658031,.070466325,.025906736,.025906736,911.81348,1.3523316,0,.5,1,1,8,43.5,1,1.5113285,1,.5,0,0,0,900,2.5,0,.30769232,.88461536,.88461536,4.1538463,36,1.2307693,1.2325373,3.5,2.0384614,.12307692,.03846154,.03846154,896.9231,1.9615384,4.1352468,.25,4.4485164,0,4.2913833,.32472527,4.5243287,.1956044,1028.1757,32,13,1195.7427,53,13,1195.7427,53,13,4.1718726,4,6.3846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3103-001,31532674,31532674,Blantyre City,urban,4,32,JUNE,2013,3,2,10,3000-5000,26,1010,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-15.7308,35.0713,0,7,68,1,1,1,1,0,0,2,7000,43,1,2,0,1,0,0,0,1,0,3,1,1222.1921,PANEL A,SOUTH LUNZU,MW2012C3030519,201306,0,31,11,902.7489,.77537853,.011771997,4.5936046,4.4753222,1,1,1,LUCHENZA,29.102386,0,0,110,4.7004805,110,4.7004805,3103-001,0,3.3234708,4.2195077,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.24844721,.83850932,.78260869,4.6894412,41.111801,1.2298137,.46456236,3.8757763,4.9130435,.042236026,.055900622,.062111802,985.71429,1.583851,0,.375,.875,.625,4,40.625,1,.15222099,3.375,1.625,.125,0,0,1012.5,1.125,0,.30434781,.9130435,.65217394,3.6956522,42.217392,1.2173913,.014340323,3.7826087,3,.043478262,0,0,959.56525,1.0869565,4.6953568,.125,4.7116065,.1,4.6806645,.27826086,4.7271566,.23229814,902.7489,31,11,838.56927,68,31,838.56927,68,31,3.9400933,1.9130435,5.9130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3064-001,31533095,31533095,Blantyre City,urban,8,33,JUNE,2013,0,3,10,2000-3000,0,1180,Mid-altitude Mountains,No or Slight Constraint,No or Slight Constraint,-15.7926,35.0838,1,7,94,1,1,1,1,0,0,4,17000,44,1,4,0,1,0,0,0,1,0,3,1,1327.786,PANEL B,MAPANGA WARD,MW2012C3030414,201306,0,33,14,920.375,.60749137,.58058733,4.4936666,4.3910003,1,1,1,CHIRADZULU,3.5130944,.60000002,.75,88,4.4773369,80.449997,4.3876357,3064-001,0,3.3234708,4.5432949,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030414,0,.25,.83333331,.91666669,5.1666665,35.833332,1.25,.9072808,2.3333333,5.3333335,.050000001,0,0,1046.6666,1.8333334,0,.11111111,1,.77777779,5.6666665,41,1.1111112,.50458229,.55555558,3,0,0,0,1170,1.8888888,0,.2631579,.84210527,.7368421,5.3684211,40.842106,1.1578947,-.1100634,5.3157897,3.7894738,0,.052631579,.052631579,1088.9474,1.3684211,4.4054499,.69444442,4.4785924,.56111115,4.4913826,.70526314,4.570682,.70977443,920.375,33,14,849.98419,49,31,869.67432,47.111111,29.555555,4.0186462,5.3333335,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3105-002,31536751,31536751,Blantyre City,urban,5,,JUNE,2013,3,4,5,3000-5000,0,1110,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-15.7545,35.0446,0,7,80,1,0,1,1,0,0,1,500,26,2,4,0,1,0,0,0,1,0,3,1,560.36157,PANEL A,NDIRANDE,MW2012C3030519,201306,0,31,11,902.7489,.77537853,.011771997,4.5936046,4.4753222,1,1,1,LIMBE,6.1178188,.80000001,0,100.08,4.6059699,87.324997,4.4696369,3105-002,0,3.3234713,4.3820267,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.24844721,.83850932,.78260869,4.6894412,41.111801,1.2298137,.46456236,3.8757763,4.9130435,.042236026,.055900622,.062111802,985.71429,1.583851,0,0,1,1,4,27,1.3333334,.90728343,3.3333333,4.3333335,0,0,0,1133.3334,1.6666666,2.0873995,.10526316,.94736844,.84210527,5,42.36842,1.2105263,.27144262,4.2631578,6.2105265,0,0,0,1013.6842,1.3157895,4.6331019,.26666668,4.7370825,.83809525,4.577507,.46616542,4.7450914,.67368424,902.7489,31,11,828.63867,49,31,828.63867,49,31,4.0405884,1.1578947,6.2105265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3138-001,31546760,31546760,Blantyre City,urban,4,46,JUNE,2013,1,2,11,3000-5000,0,1130,Mid-altitude Mountains,No or Slight Constraint,No or Slight Constraint,-15.8234,35.0885,0,6,70,1,1,1,0,0,0,3,4000,38,1,1,0,1,0,0,0,1,0,3,1,1097.8749,PANEL B,BANGWE WARD,MW2012C3030519,201306,0,31,11,902.7489,.77537853,.011771997,4.5936046,4.4753222,1,1,1,LIMBE,3.7198215,.80000001,0,80.970001,4.3940787,80.639999,4.3899946,3138-001,0,3.3234713,4.2484951,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.24844721,.83850932,.78260869,4.6894412,41.111801,1.2298137,.46456236,3.8757763,4.9130435,.042236026,.055900622,.062111802,985.71429,1.583851,0,.40000001,1,.80000001,3.8,38.599998,1,.78647113,.30000001,1.8,0,0,0,1136,1.9,0,.2857143,.9285714,.78571427,3.6428571,43.285713,1.0714285,.47581774,1.0714285,2.2142856,0,0,0,1097.8572,1.5714285,4.4241357,.1,4.4543633,.78285718,4.448175,.18571429,4.4613886,.79387754,902.7489,31,11,859.367,49,30,865.58044,49.200001,28.4,4.1376033,5.1428571,6.5714288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
