clust_RCSI,clust_RCSI_predict
12.3125,2.7974281
5.352941,2.4818325
5.0799999,2.4963801
4.2857141,5.3049803
.8125,5.5953703
10.842105,3.3545017
2.0869565,2.6580653
2.1500001,3.2128127
3.090909,3.5658729
2.25,4.6670117
2.8888888,2.9815409
8.2857141,4.4950209
7.0454545,6.6212974
3.3809524,2.5755558
2.2222223,5.2616749
3.8571429,6.3370209
4.1428571,1.9396331
1.1363636,2.4360788
4.1999998,3.1514809
3.25,1.8164506
4.1999998,4.0395122
7.5454545,4.9435992
3.5263157,5.1288624
10.166667,8.4826708
4,5.0727453
8.5625,5.3621387
6.2105265,11.28242
9.4705887,10.971845
2.3181818,.26582995
8.2631578,4.1806502
4.4705882,1.8998065
3.8823528,1.9731966
6.125,2.1251245
3.6111112,2.0125041
2.0555556,.87517226
4.8888888,3.8040915
1.7619047,2.7536716
.86666667,3.4705307
1.25,4.3088541
.2631579,4.8866835
.8125,6.1789126
2.5294118,3.8168278
.625,.5181548
3.0999999,1.3453673
3.5,2.4656887
5.0500002,3.5142915
3.652174,3.5836105
1.1304348,2.3456955
3.9130435,3.2285469
3.1481481,2.253015
1.7777778,3.0427585
1.8333334,2.3119683
5.8888888,2.8418732
8.6499996,3.2095509
4.4347825,1.368016
4.3888888,3.2448292
4.4583335,4.7818208
1.6666666,3.4337413
5.75,2.7537894
11.85,3.7566011
2.75,4.6309371
2.7894738,1.5213974
1.3214285,1.8428307
.90909094,.59113026
2.8636363,.64107847
1.6842105,.77264869
7.652174,2.8673687
.15000001,-.96395963
4.125,2.4410367
4.4375,1.6589458
3.8125,1.9464719
4.8421054,2.2613041
7,1.5166826
7.4705882,1.9555488
4.3684211,1.8027892
3.1904762,2.7232804
3.4705882,3.5340829
2.3,.21548748
8.0526314,4.33002
2.4736843,5.7611437
8.4210529,6.0799217
2.1428571,6.0526366
7.0952382,5.798316
13.722222,4.4587131
10.714286,2.8089197
2.5238094,4.5001535
12,.66340756
9.25,9.6510935
3.75,2.6582911
4.6666665,3.0543053
4.6111112,2.0942523
4.1176472,.13534515
3,.2531088
5.909091,.58448124
1.5263158,-.36873853
3,2.4772806
3.4000001,2.7020435
4.125,1.8311204
3.3125,2.7341416
2.8636363,2.358319
2.5882354,2.0954783
.78947371,.87520933
3.1818182,2.5585346
3.5882354,3.2149637
3.5,3.9916584
3.3529413,3.6875877
2,3.7849553
4.4666667,5.1113901
2.4375,4.2345333
2.4736843,3.648212
.095238097,.79470587
2.2608695,3.1204238
3.3,3.8710194
7,3.9592638
1.7826087,2.8554184
4.5714288,3.004993
2.72,.69337028
2.6111112,1.4273003
3.1500001,1.6085243
5.1999998,2.746944
5.3157897,2.8172812
7.1500001,2.5367293
6.6666665,2.6878617
6,2.1954064
2.7391305,2.2636769
3.2592592,4.1463747
4.352941,2.585453
4.7222223,4.1445231
.75,2.1635244
2.8,1.8856521
4.3000002,3.1230009
2.6842105,1.990972
4.6999998,2.4537947
6.8571429,1.9291321
1.2857143,2.8145802
4.4761906,2.4952328
2.3529413,4.2002702
3.0454545,3.5617902
2.8571429,2.283731
1.9375,4.0143623
3.5,4.796751
4.0526314,4.8600721
6.1875,3.9781656
10.55,1.7053872
8.043478,.46561509
7.1052632,8.2503052
4.5238094,3.1077442
3,2.8080642
7.818182,3.1769454
3.2777777,1.8240076
4,.19291297
1.9130435,2.3063328
5.3333335,2.4475532
1.1578947,3.0260756
5.1428571,1.6489688
3.4761906,2.5118105
