"","clust_L12raincytot","clust_L12day1rain","clust_L12maxdays","clust_floodmax","clust_cells_own","clust_price","clust_thinn","clust_roof","clust_hhsize","clust_hh_age","clust_hh_gender","clust_asset","clust_dist_road","clust_dist_admarc","clust_percent_ag","clust_nutri_reten_constrained","clust_elevation","clust_logFCS","clust_RCSI","clust_HDDS","ipc_lag1","ipc_lag12"
"134",968.54999,43,10,0,0.25,3.3894622,0.40000001,0.25,3.8125,43.9375,1.125,-0.20254731,22.514999,4.4762502,0.60000002,0,719.1875,3.6000934,4.25,4.4375,1,NA
"135",581.03925,54,16,0,0.25,3.6375861,0.40000001,0.375,4.1875,53.1875,1.3125,-0.32768652,0.44125,2.29375,0.60000002,0,46.75,3.6763461,17.0625,4.4375,2,NA
"136",1033.0404,53,24,0,0.25,3.5609004,0.80000001,0.375,3.875,49.0625,1.1875,-0.077410713,22.835625,2.8775001,0.48750001,0,74.0625,3.6048086,8.0625,4.75,2,NA
"137",598.64294,63,25,0,0.3125,3.6375861,0.40000001,0.1875,4.4375,51.1875,1.3125,-0.20254876,1.115625,1.5543751,0.5625,0,49.5625,3.6323504,11.125,4,2,NA
"138",807.07281,54,11,0,1.3125,3.3918202,0.40000001,0.6875,4.5,34.125,1.125,0.42313683,0.37187499,1.38625,0.60000002,0,577.8125,3.817692,2.875,5.4375,1,NA
"139",1253.3455,1,14,0,0.0625,NA,1,0.1875,4.625,37,1.25,-0.57796001,24.346251,11.744375,0,1,1127.8125,3.6286831,6.5,4.875,1,NA
"140",784.77979,54,13,0,0.625,3.4127965,0.40000001,0.4375,5.0625,37.0625,1.1875,0.29800084,1.416,10.974667,0.375,0,475.93332,3.724772,6.6875,5.375,1,NA
"141",911.26489,44,30,0,0.75,3.5553482,0.60000002,0.875,4.125,44.375,1.125,0.92368513,3.2776923,1.7292308,0.52500004,0,1019.1539,4.1392479,4.0625,6,1,NA
"142",936.67126,44,30,0,0.8125,3.5553482,0.60000002,0.8125,4.125,38.6875,1.125,0.67341018,1.9453334,2.74,0.037500001,0,1143.6666,4.1679049,4.875,6.3125,1,NA
"143",940.72369,44,30,0,2.875,3.5553482,0.60000002,0.9375,4.1875,41.625,1.3125,1.0488223,0.58187503,1.255625,0,0,1162.875,4.3113737,1.5625,6.5,1,NA
"144",978.04437,39,37,0,0.3125,3.4781585,0.75,0.125,3.8125,48,1.3125,0.047724802,0.77687496,13.585,0.60000002,1,1341.3125,3.7114613,0.625,5.125,1,NA
"145",977.00409,38,23,0,1.4375,3.272227,0.75,0.9375,5.1875,44.5625,1.375,0.047725599,0.98374999,4.1300001,0.60000002,1,557.9375,3.8299809,0.5,5.75,1,NA
"146",1468.123,43,23,0,0.8125,3.3809946,0.75,0.375,6.3125,46.875,1.125,0.047725346,1.9092857,27.963572,0.48750001,1,491.28571,4.1082406,2.5,5.9375,1,NA
"147",1182.7488,38,20,0,0.75,3.4946878,0.75,0.4375,5.25,43.375,1.125,0.42313808,9.2621431,23.419287,0,0.6875,1371.5714,4.0477428,5.75,6,1,NA
"148",918.6604,39,22,0,0.625,3.3481481,0.75,0.125,4.3125,36.5,1.0625,0.29800057,3.5366666,19.434,0.52500004,0.375,1241.6666,4.0865431,1.3125,5.9375,1,NA
"149",1340.2495,37,20,0,0.6875,3.3905277,0.28125,0.25,5.5625,46.1875,1.1875,0.2980009,8.8866663,28.103333,0,0,1309,4.0662169,3.6875,5.75,1,NA
"150",814.37451,42,20,0,0.5,3.6412635,0.75,0.5625,3.3125,51.125,1.1875,0.17286168,11.607857,3.1335714,0.60000002,1,1229.2142,3.9320543,1.75,5.3125,1,NA
"151",1020.2902,41,20,0,1.25,3.1148477,0.75,0.125,4.75,40.75,1.1875,0.42313722,0.87599999,1.22,0.33750001,1,1073.8,4.0154376,2.125,5.6875,1,NA
"152",1046.4637,40,20,0,0.25,3.1148477,1,0.1875,5.1875,47.5,1.125,-0.32768652,25.474285,10.175714,0.60000002,1,1050.8572,3.8445613,2.8125,4.5625,1,NA
"153",1343.179,38,21,0,0.25,3.3322046,1,0.0625,5.3125,45.25,1.1875,-0.20254989,1.21,7.8343749,0.60000002,1,521.625,3.9404006,3.8125,4.8125,1,NA
"154",1312.255,42,21,0,0.875,3.3322046,1,0.25,5.125,38.6875,1.0625,0.42313892,0.35874999,1.224375,0.60000002,1,500.3125,3.9798586,1.625,5.5,1,NA
"155",1270.2419,42,20,0,0.875,3.3322046,1,0,4.875,44.4375,1.1875,-0.077411279,0.70499998,22.605625,0.60000002,0,522.1875,3.9027607,2.8125,5.625,1,NA
"156",1243.9358,41,20,0,0.25,3.3322046,1,0.125,5.6875,45.3125,1.0625,0.29799914,9.1856251,3.73125,0.075000003,0,1091.25,3.970458,1.625,5.0625,1,NA
"157",1051.8574,39,37,0,0.25,3.3322046,0.75,0.125,4.5,36.5625,1.125,-0.57796031,4.6281252,4.6156249,0.48750001,1,1170.875,3.8313727,2,4.9375,1,NA
"158",1008.2786,41,20,0,0.5,3.3322046,1,0.1875,5.1875,38.75,1.125,0.047726199,3.2173333,7.0006666,0,0,1232.3334,3.9452944,2.1875,5.6875,1,NA
"159",1014.9713,40,37,0,0.3125,3.3322046,1,0.0625,5.3125,39.8125,1.125,-0.20254789,4.4507141,9.9678574,0.375,0,1405.6428,3.7614202,1.75,4.6875,1,NA
"160",943.30127,42,20,0,0.375,3.4410589,1,0.0625,5.5,54.25,1.25,0.17286308,3.6018751,4.2874999,0.22500001,0,501.1875,3.7989631,2.25,4.9375,1,NA
"161",973.17114,41,20,0,0.875,3.4410589,1,0.4375,5.1875,42.0625,1.3125,0.29800057,2.0631251,2.105,0.30000001,0,550.0625,3.8709469,0.5625,5.375,1,NA
"162",1221.1096,43,20,0,0.25,3.3919885,1,0.25,4.8125,34.375,1.1875,-0.077411279,6.5368752,3.4449999,0.60000002,0,1169.8125,3.8241651,1.6875,5.125,1,NA
"163",998.72455,42,20,0,0,3.2646136,0.75,0,3.875,49.625,1.3125,-0.4528237,13.556875,5.5943751,0.60000002,0,1142.5625,3.5996671,1.625,4.125,1,NA
"164",1166.5402,41,20,0,0.5,3.4483991,1,0.1875,4.125,51.625,1.1875,-0.20254791,1.93375,4.8612499,0.26250002,0,1129.9375,3.7343082,1.125,4.625,1,NA
"165",1029.2218,42,20,0,0.125,3.4483991,0.75,0.1875,4.625,45.5,1,0.047725905,14.760625,12.53875,0,0,1220.8125,3.7596066,3.4375,5.375,1,NA
"166",1027.2466,41,19,0,0,3.4410589,0.75,0,4.25,48.9375,1.5,-0.57796121,16.424376,6.1268749,0.60000002,0,1516.5625,3.4802935,2.6875,3.625,1,NA
"167",901.18042,43,19,0,0.25,3.2797828,1,0.0625,4.5625,36.5625,1.3125,0.047726199,3.6012499,4.2787499,0.1875,0,552.0625,3.8151169,4,5.5625,1,NA
"168",1043.3051,42,20,0,1.375,3.4483991,1,0.8125,4.625,36.25,1,-0.452824,1.311875,1.385,0,0,1068.1875,4.0927024,0.625,6.1875,1,NA
"169",865.67468,43,19,0,0.375,3.4170706,0.75,0,4.375,36.625,1.1875,0.17286395,56.188126,13.843125,0.41250002,1,643.3125,3.9596508,0.0625,4.5,1,NA
"170",845.26831,43,13,0,0.1875,3.4769077,0.609375,0.1875,4.25,48.5625,1.5,0.047726475,19.758461,11.85,0.60000002,0,487.30768,3.8957961,4.1875,5.5,1,NA
"171",931.94452,54,30,0,0.25,3.5573461,1,0.375,4.0625,44.125,1.4375,0.047725346,3.06125,6.23,0.60000002,0,1055.1875,3.8433914,1.1875,5.75,1,NA
"172",883.22784,44,30,0,0.375,3.561614,0.75,0.3125,4.8125,42.25,1.3125,-0.20254791,1.7673334,2.2886667,0.60000002,0,732.53333,3.6068509,3.25,4.625,1,NA
"173",790.19,53,14,0,0.75,3.416086,0.75,0.625,4.875,44,1.0625,0.29799998,6.98,7.5593748,0.60000002,0,739.1875,3.9071677,0,5.625,1,NA
"174",906.8446,44,14,0,0.25,3.6788292,0.75,0.25,3.9375,36.625,1.4375,-0.077411279,7.3860002,11.694667,0.60000002,1,609.66669,3.7298448,11.5625,4.9375,1,NA
"175",1073.3772,54,30,0,0.60000002,3.4994314,0.28333333,1,3.5333333,35.066666,1,0.24794464,1.568,9.9313335,1,0,1132.6666,3.7986944,3.4666667,5.1999998,1,NA
"176",1293.599,43,18,0,0.375,3.3894622,0.75,0.3125,5,37.8125,1.1875,-0.45282313,3.9253333,20.82,0,0,741.93335,3.6515052,6.5625,4.8125,1,NA
"177",1262.0684,60,14,0,0.0625,3.4416993,0.75,0.1875,4.0625,43.9375,1.25,-0.077412128,28.837334,4.6313334,0.60000002,0,755.86664,3.6250021,2.25,4.6875,1,NA
"178",602.22992,53,24,33.713943,0.0625,3.5635996,1,0.125,4.125,40.375,1.25,-0.32768652,0.87733334,2.4100001,0,0,100.66666,3.2594001,13.3125,3.0625,2,NA
"179",775.30798,53,14,0,0.3125,3.5635996,1,0.25,3.5625,41.1875,1.375,-0.077412426,14.946876,13.735625,0.52500004,0,429.875,3.4303918,11.4375,3.8125,1,NA
"180",682.10608,19,25,0,0.875,3.5635996,1,0.625,5.25,37.5,1.125,0.29800108,0.264,1.8673333,0,0,59.799999,3.9009693,7.625,5.0625,2,NA
"181",818.33575,60,19,0,0.4375,3.1717842,0.75,0.25,4.1875,37.6875,1.3125,0.17286338,3.6912501,14.1625,0.075000003,0,623.9375,3.8225818,2.0625,5.125,1,NA
"182",807.07092,60,19,0,0.5,3.1717842,0.75,0.125,4.5,44.375,1.25,0.17286481,8.3981247,21.255625,0.5625,0,629.625,3.9159296,3.3125,5.75,1,NA
"183",813.81586,52,13,0,0.625,3.416086,0.75,0.1875,4.125,44.125,1.25,-0.32768652,2.505625,4.9700003,0.5625,0.0625,379.1875,3.7907922,7.5625,4.9375,1,NA
"184",1192.9686,43,19,0,1.625,3.4803166,0.75,0.9375,4,33.5625,1.1875,-0.077411816,0.745,1.310625,0,0,895.0625,4.1305733,1.9375,6.3125,1,NA
"185",926.17212,43,30,0,1.375,3.5573461,1,1,4.9375,35.4375,1.0625,0.047723934,3.5,4.5500002,0,0,1117.1875,4.2029138,5.5625,6.1875,1,NA
"186",1039.4523,37,19,0,0,3.4615083,1,0.1875,5,39.875,1.125,-0.20254989,11.715,2.7293749,0.30000001,0,1343.3125,3.428915,4.125,4.3125,1,1
"187",1113.6171,37,23,0,0,3.4615083,1,0.1875,5,38.875,1.125,0.42313719,1.716875,2.7275,0.1875,0,1339.75,3.6798742,1.9375,5.25,1,1
"188",1078.4657,38,23,0,0.3125,3.4615083,0,0.4375,5.4375,43.75,1.0625,0.047725905,0.33250001,9.2224998,0.52500004,0,500.4375,3.7920558,0.4375,5.125,1,1
"189",1235.587,38,20,0,0.6875,3.4946878,0.25,0.25,4.375,45.6875,1.3125,-0.20254932,0.34733334,19.261333,0,1,785.59998,4.0930805,3.8125,5.9375,1,1
"190",949.66882,42,20,0,1,3.4946878,1,0.5,4.1875,44.375,1.1875,0.67341214,0.68437499,17.55125,0.60000002,1,1071.6875,4.190258,0.75,6.4375,1,1
"191",894.85669,37,25,0,0.375,3.4946878,1,0.1875,5.8125,39.75,1.1875,-0.20254904,4.3600001,12.1475,0.48750001,1,1136.0625,3.8311379,2.75,5,1,1
"192",1181.9139,38,23,0,0.5,3.2188759,0.5,0.5,4.8125,50.8125,1.25,-0.077411279,5.6938462,6.2800002,0.375,1,1204.8462,3.9229758,4.1875,5.5,1,1
"193",1190.8147,39,23,0,0.25,3.4943841,0.75,0.25,4.3125,41.25,1.0625,-0.45282343,11.78875,10.695,0.60000002,1,1314.875,3.8413706,2.25,5.125,1,1
"194",1100.3163,38,20,0,2,3.4946878,0.25,0.75,4.9375,41.5625,1.1875,0.29800001,2.2057142,19.146429,0.037500001,1,1283.7142,3.9842088,1.375,6.0625,1,1
"195",1153.1678,38,20,0,2.3125,3.4946878,0.25,0.9375,5.875,39.25,1.25,0.047725603,2.0753334,19.428667,0.037500001,1,1316,4.1571102,4.625,6.5,1,1
"196",1051.3068,43,20,0,1.0625,3.4946878,0.25,0.25,4.375,41,1.125,0.42313805,0.41499999,14.263125,0.60000002,1,1306,3.9729879,2.6875,5.75,1,1
"197",1040.7532,40,20,0,0.6875,3.199693,1,0,4.6875,37.9375,1.125,0.17286281,4.7253847,10.989231,0.60000002,1,1056.3846,3.9403157,3.75,5.25,1,1
"198",1042.7603,41,38,0,0.5,3.2575195,1,0.4375,4.6875,46.25,1.25,0.17286283,9.0106249,10.941875,0.60000002,1,1084.0625,4.0288696,1.875,5.5,1,1
"199",1272.8625,38,23,0,0.9375,3.3941727,0.5,0.3125,3.9375,42.375,1.125,0.29800001,0.22375,12.3125,0.60000002,0.5,489.625,4.1738367,1.3125,6,1,1
"200",1128.6437,39,20,0,0.4375,3.199693,0.5,0.0625,4.25,46.375,1.0625,0.047725335,0.81062502,4.2487502,0.41250002,0,1427.375,3.7983389,0.8125,5.25,1,1
"201",1020.4675,39,37,0,0.3125,3.199693,1,0.1875,4.875,42.875,1.1875,-0.20254789,8.0862503,6.8412499,0.375,1,1125.9375,4.1300206,3,5.125,1,1
"202",993.3382,39,20,0,0.3125,3.1135154,1,0.1875,4.8125,43.1875,1.0625,0.17286399,13.245625,5.6100001,0.5625,1,1135.1875,3.9762981,0.8125,4.9375,1,1
"203",1048.198,39,20,0,0.4375,3.199693,0.5,0.125,5.875,41.0625,1.125,0.5482744,6.6062498,7.5643749,0.5625,0.75,1248.6875,4.0003853,0.8125,5.125,1,1
"204",987.8833,41,20,0,0.375,3.3322046,0.25,0,5.0625,44.3125,1.25,-0.4528234,1.978125,4.9318752,0.48750001,0,1359.375,3.9890115,1.75,5.375,1,1
"205",973.53497,44,20,0,0.375,3.5112469,1,0.0625,4.6875,42,1,-0.20254761,1.125,0.84062499,0,0,530.5625,3.6776738,2.0625,4.875,1,1
"206",988.61957,41,20,0,0.4375,3.5112469,1,0.0625,4.5625,45.0625,1.25,-0.32768509,1.3825001,1.803125,0.33750001,0,547.1875,3.6663437,0.9375,4.6875,1,1
"207",1088.537,43,28,0,0.26666668,3.1241255,0.5,0.13333334,5.2666669,46.066666,1.2666667,-0.28597343,17.451334,0.98466665,0,0.06666667,1177.0667,3.6813517,4.4666667,4.4000001,1,1
"208",1255.7122,43,20,0,0.25,3.3848138,1,0.125,4.8125,36.125,1.25,-0.077410705,12.456875,5.3431249,0.60000002,1,1160.0625,3.8371463,0.5,5.375,1,1
"209",1017.7579,41,20,0,1.25,3.2646136,0.25,0.75,5.5,38.9375,1.0625,0.29800034,0.16187499,11.48125,0.375,0,1123.8125,3.9293499,1.125,5.4375,1,1
"210",1225.3848,41,20,0,0.3125,3.3848138,1,0.25,5.6875,40.4375,1.3125,-0.20254818,12.890625,1.7375001,0.60000002,0,1161.25,3.7933254,3.5,4.8125,1,1
"211",1422.2821,41,20,0,0.1875,3.228826,1,0.1875,4.4375,45.375,1.375,-0.32768595,0.35062501,12.24625,0.26250002,1,1162.625,3.6920769,4.25,4.75,1,1
"212",1255.5804,41,20,0,0.3125,3.1135154,1,0.125,5.625,40.3125,1,-0.20254733,34.600624,4.3068752,0.45000002,1,1089.5,3.6053014,1.875,5.0625,1,1
"213",1055.91,42,30,0,0.125,NA,0.97500002,0.125,5.1875,49.1875,1.3125,-0.45282343,3.2012501,4.5025001,0,0,1248.875,3.6528952,0.4375,4.75,1,1
"214",896.22681,41,19,0,0.375,3.5112469,0.75,0.1875,5.75,38.6875,1.3125,-0.20254818,4.1543751,5.0181251,0.1125,0,502.25,3.8649695,3.4375,5.1875,1,1
"215",1182.5747,42,19,0,0.0625,NA,0.97500002,0.1875,4.625,42.375,1.1875,0.5482741,7.1681252,3.548125,0.60000002,0,1530.9375,3.5762422,0.125,4.5,1,1
"216",1009.3973,31,19,0,0.375,3.4558434,1,0.0625,4.375,40.125,1.25,0.42313832,8.9106255,8.90625,0.45000002,0,1033.5625,3.8035097,1.375,5.4375,1,1
"217",879.91949,43,19,0,0.625,3.5112469,1,0.1875,4.6875,42.8125,1.3125,-0.077412128,0.92312497,1.1224999,0.60000002,0,547.125,3.8875649,2.6875,5.875,1,1
"218",1051.759,42,20,0,3.0625,3.4347932,1,1,4.9375,45.1875,1.1875,0.047725517,0.23,4.2331252,0,0,1074.8125,4.2200193,0.75,6.625,1,1
"219",1018.3743,42,20,0,2.125,3.4364336,0.97500002,1,4.8125,36,1.25,0.17286195,4.0180001,5.6233335,0,0,1132.1333,4.1250758,0.125,6.25,1,1
"220",1093.9594,41,20,0,0.875,3.4347932,1,0.5,4.625,36.8125,1.25,-0.20254818,1.41625,4.6881251,0.26250002,0,1108.875,3.9934938,0.375,5.9375,1,1
"221",909.96173,31,18,0,0.25,3.9068093,0.75,0.0625,3.9375,44.75,1.3125,-0.32768652,11.06375,3.7825,0,0,879.5625,3.6811516,2.9375,4.75,1,1
"222",976.38855,31,19,0,0.125,3.4011974,0.25,0.3125,4.3125,40.25,1.375,-0.57796031,2.51,9.703125,0.075000003,1,992.5625,3.8902903,0.125,5.5,1,1
"223",986.42792,31,19,0,0.1875,3.4011974,0.25,0.3125,5.0625,48.125,1.5,-0.4528237,10.4925,13.096875,0.41250002,1,996.375,3.7477138,3.5,4.75,1,1
"224",1035.0708,42,19,0,0.25,NA,0.5,0.0625,4.625,42.4375,1.4375,-0.57796001,18.9825,3.8625,0.60000002,0,493.0625,3.992913,2.25,5.4375,1,1
"225",1016.7733,31,18,0,0.625,3.4558434,1,0.125,5.5,40.75,1.3125,-0.20254934,1.620625,5.1300001,0.48750001,0,766.1875,3.924525,0.5,5.625,1,1
"226",878.54834,43,19,0,0.1875,3.4716558,0.25,0.1875,4.0625,53.125,1.375,-0.4528228,45.192501,7.8756251,0,0.875,690.8125,3.6673386,2,4.25,1,1
"227",989.50085,43,30,0,0.1875,3.2439635,0.125,0.0625,5.5,42.5625,1.0625,-0.20254733,39.869999,6.9906249,0.60000002,0,726.8125,3.827879,5.1875,4.6875,1,1
"228",975.88593,43,19,0,0.1875,3.4621358,0,0.375,4.375,47.375,1.4375,-0.20254904,6.2687502,7.3400002,0.5625,0,839.4375,3.8692138,2.3125,5.5625,1,1
"229",1185.2905,43,19,0,1.4375,3.4621358,0,0.75,5.125,36.5625,1.3125,0.17286256,0.345,1.368125,0.60000002,0,794.875,4.1253071,1,6.125,1,1
"230",887.74158,54,30,0,1,3.556633,1,0.75,3.875,41.625,1.4375,0.42313749,2.5037501,1.5756251,0.60000002,0,907.6875,3.8604779,0.0625,5.4375,1,1
"231",861.1192,44,13,0,0.25,3.4011974,0.25,0.125,3.6875,47.75,1.4375,-0.077412412,5.2737498,10.99625,0.60000002,0,864.6875,3.8791885,1.875,5.1875,1,1
"232",781.63269,53,14,0,0.3125,3.4250767,0,0.1875,3.375,44.0625,1.3125,-0.20254903,18.723333,8.2580004,0.60000002,0,599.86664,3.7130911,1.6875,5.125,1,1
"233",875.32214,44,14,0,0.375,3.556633,1,0.25,4.625,49.75,1.1875,0.047724485,3.400625,4.9825001,0.60000002,0,899.5,3.8417895,1.0625,5.25,1,1
"234",900.79712,44,14,0,0.25,3.660737,1,0.3125,5.875,45.125,1.25,0.17286366,3.6600001,9.0718746,0.52500004,1,442.875,3.7849798,11.0625,4.9375,1,1
"235",936.1701,44,14,0,0.125,3.660737,0.75,0.125,4.75,39.125,1.0625,0.42313805,14.556875,8.211875,0.5625,0,609.625,3.8965657,3.125,5.5,1,1
"236",1079.1689,52,22,0,0.5,3.556633,1,0.4375,3.75,42.125,1.3125,-0.32768652,5.9226665,5.8713331,0.625,0,841.20001,3.8511496,4.25,5.125,1,1
"237",937.68127,54,30,0,0.25,3.556633,0.5,0.25,4,43.3125,1.25,-0.20255017,5.13625,5.2381248,0.5625,0,892.75,3.7984719,4.375,5.1875,1,1
"238",967.46924,44,22,0,0.25,3.556633,1,0.1875,4.25,39.866665,1.4666667,-0.077411562,4.1275001,9.1743746,0.5625,0,699.375,3.4644091,2.625,4.1875,1,1
"239",862.86353,44,13,0,0.375,3.4291368,0.25,0.3125,4.3125,46.625,1.375,0.047727048,23.85,2.8371429,0.48750001,0,724.85712,3.6455102,1.125,4.5625,1,1
"240",963.58032,43,19,0,0.125,3.4223063,0.25,0.1875,4.9375,45.25,1.3125,0.17286366,33.459999,7.9425001,0.15000001,0,732.0625,3.6218488,0.375,4.375,1,1
"241",1191.4653,61,22,0,0.0625,3.4223063,0.25,0.3125,4.4375,37.6875,1.375,-0.077410713,19.319332,5.3613334,0.60000002,0,744.26666,3.7508736,1.25,4.8125,1,1
"242",826.78241,54,21,39.685284,0.625,3.5985444,1,0.25,4.4375,35.8125,1.125,0.29800087,0.39125001,4.0012498,0.60000002,0,78,3.7991931,6,5.375,2,2
"243",997.99622,53,24,39.685284,0.1875,3.5985444,1,0.25,5.4375,47.5,1.3125,-0.57796121,16.139999,3.348125,0.60000002,0,61.4375,3.5877042,14.3125,4.3125,2,2
"244",774.56921,52,24,0,0.25,3.6387696,1,0.0625,4.5,40.625,1.1875,0.29800114,20.270624,13.95125,0.60000002,0,187.125,3.6742008,9.5625,4.3125,2,2
"245",816.95319,43,19,12.865815,0.4375,3.4558434,1,0.0625,3.6875,46.1875,1.375,-0.32768479,14.426875,13.583125,0.15000001,0,485.5,3.6508844,4.75,5.0625,2,2
"246",796.86139,60,19,12.865815,0.125,3.4558434,1,0,4.875,41.5625,1.4375,-0.45282343,8.2981253,22.811251,0.60000002,0,492.6875,3.7491934,1.6875,5.125,2,2
"247",1184.6853,52,14,0,0.0625,3.660737,1,0.0625,4.9375,40.375,1.125,0.29799888,13.8125,10.596875,0.48750001,1,737.5625,3.7380006,7.4375,4.75,1,1
"248",1004.608,52,14,0,0.125,3.660737,1,0,4.8125,37.625,1.375,-0.32768679,8.9949999,7.7381248,0.075000003,1,681.3125,3.8884969,7.0625,4.5,1,1
"249",1100.8883,1,13,0,0.125,NA,1,0.125,4.25,41.375,1.5,-0.20254961,20.925625,10.869375,0,1,1005.25,3.8522282,2.0625,5.125,1,1
"250",1067.1772,43,19,0,1,3.4621358,0,0.9375,4.1875,32,1.0625,0.047725353,0.23625,4.3312502,0.5625,0,861,4.0095253,4.875,6.125,1,1
"251",1107.2501,43,19,0,1.125,3.4615746,0.050000001,0.625,4.125,35.375,1.0625,-0.32768595,2.2518749,1.85625,0.48750001,0,865.6875,4.1054387,1.5,6.1875,1,1
"252",1107.2501,43,19,0,1.625,3.4621358,0,0.75,4.6875,34.125,1.25,0.29799968,1.82875,1.8,0.41250002,0,910.6875,4.0627818,3.875,6.25,1,1
"253",920.94183,43,30,0,1.5,3.556633,1,1,4.6875,41.8125,1.375,0.54827297,2.1753845,6.6338463,0.60000002,0,990.84613,4.246439,2.75,6.1875,1,1
"254",1104.604,40,19,0,0.25,3.5762706,0.40000001,0.1875,5.625,43.1875,1.0625,-0.077410996,0.51375002,10.821875,0.60000002,1,1403.25,3.5881505,2.6875,4.9375,1,1
"255",747.99304,42,36,0,0.4375,3.6659584,0.32499999,0.3125,6.0625,53.25,1.25,-0.07741157,0.91133332,9.9860001,0.60000002,1,499.33334,3.7645411,0.875,5.0625,1,1
"256",730.802,41,36,0,0.9375,3.5975862,0.40000001,0.625,5.6875,44.25,1.0625,-0.077410422,0.3425,2.1412499,0.60000002,0,494,3.7541988,1.625,5.625,1,1
"257",1565.3647,38,23,0,0.73333335,3.3809946,0.2,0.2,5.8000002,39.733334,1.2,-0.019012861,0.54428571,34.144287,0.44000003,0.06666667,526.5,4.1231403,5.5999999,5.6666665,1,1
"258",716.89374,23,17,0,1.375,3.6362696,0.2,0.75,4.25,32.4375,1.1875,0.42313752,0.435,13.383125,0.037500001,0,1102.375,4.1161008,2.9375,6,1,1
"259",1051.3068,43,20,0,1.8125,3.4388142,0,0.625,4.8125,41,1.1875,0.42313778,1.663125,15.378125,0.60000002,1,1267.875,3.9695358,1.875,5.8125,1,1
"260",1110.4067,40,20,0,1,3.0170045,0.40000001,0.0625,5.75,41.1875,1.125,0.67341244,13.62,9.2262497,0.1125,1,1057.375,4.0301847,2.3125,5.75,1,1
"261",1040.7532,40,20,0,0.25,3.1675825,0.60000002,0.125,5.4375,40.0625,1.1875,-0.4528237,0.5625,5.6774998,0.60000002,1,1055,3.8806555,1.0625,5,1,1
"262",1145.0653,39,20,0,1.1875,3.1159568,0.60000002,0.8125,5.0625,38.9375,1.1875,0.2980006,0.39250001,1.0706249,0.5625,0,1383.625,4.1612439,1.3125,6.0625,1,1
"263",1096.4436,59,20,0,0.5625,3.2767673,0.40000001,0,4.875,44.4375,1.0625,0.047724221,4.9206247,14.53875,0,0,838.1875,3.8810244,2.3125,4.75,1,1
"264",945.31323,40,20,0,1.875,3.1570003,0,0.875,4.3125,36.9375,1.1875,0.29799971,0.24125001,5.3362498,0.60000002,0,1258.0625,4.2594485,1.75,6.5625,1,1
"265",993.7522,42,20,0,1.875,3.42589,0,0.8125,5.875,37.5625,1.0625,0.42313805,0.21625,0.70687503,0,0,1074,4.0636339,0.3125,6.0625,1,1
"266",978.72137,42,20,0,0.25,3.2767673,0.40000001,0.25,5.375,41.875,1.25,-0.20254874,12.109375,4.3125,0.60000002,0,1231.25,3.7058008,1.1875,4.9375,1,1
"267",1470.8367,41,20,0,1.625,3.27074,0.77499998,0.9375,4.5625,42.125,1.1875,-0.32768559,0.856875,6.0062499,0.5625,1,1244.25,4.1514592,0,6.375,1,1
"268",1113.2876,43,30,0,0.375,2.9396908,0.40000001,0.5,4.5625,40,1.0625,0.42313948,27.440001,6.069375,0.22500001,1,1205.4375,3.8190532,1.3125,5.4375,1,1
"269",1163.5315,33,19,0,1.25,NA,1,1,4.875,44.8125,1.1875,0.54827434,1.40125,0.38437501,0,0,1583.125,3.9536562,0.8125,5.8125,1,1
"270",999.10706,43,18,0,0.4375,3.0910425,0.80000001,0.1875,4.8125,48.4375,1.1875,0.42313832,7.913125,5.3024998,0.22500001,0.625,940.75,3.8637321,2.6875,5.1875,1,1
"271",1113.4249,43,30,0,1.1875,3.3057871,0.80000001,0.5625,3.75,39.8125,1.1875,0.29799891,0.223125,1.369375,0.60000002,1,1180.25,4.1111913,1.3125,6.3125,1,1
"272",1056.4113,42,20,0,2.5,3.4598563,0.58125001,1,4.5625,39.25,1.1875,0.29799858,1.4766667,2.0873332,0,0,1031.1333,4.223289,0,6.4375,1,1
"273",1019.0829,41,20,0,1.5625,3.4610374,0.60000002,0.9375,4.75,35.4375,1.125,0.17286339,4.07125,5.84375,0.60000002,0,1114.125,4.0230479,0.5625,5.8125,1,1
"274",1073.7909,42,20,0,4.125,3.4329786,0.625,1,4.625,43.75,1.1875,0.29799974,0.68937498,2.744375,0.037500001,0,1082.8125,4.4733653,0,6.5625,1,1
"275",1093.8708,41,20,0,1.4666667,3.4610374,0.60000002,0.73333335,4.9333334,41.933334,1.0666667,0.24794586,6.6026669,5.4299998,0,0,1066,4.0504851,2.5999999,5.6666665,1,1
"276",828.09564,43,18,0,0.0625,3.5650156,0.80000001,0.3125,4.625,44.125,1.1875,-0.4528234,21.974375,5.4712501,0.60000002,0,707.9375,3.8283892,2.75,5.375,1,1
"277",856.28772,44,13,0,0.3125,3.5278301,0,0.25,4.3125,46.5,1.5,-0.32768565,9.2306252,3.34375,0.48750001,0,870.3125,3.7391696,2.5,5,1,1
"278",876.39209,54,19,0,0.5,3.2969916,0.42500001,0.375,4.75,38.4375,1.3125,0.047725908,9.4868746,5.3031249,0.48750001,0,921.3125,3.7367764,5.5,5.5,1,1
"279",953.32666,44,30,0,1.6875,3.2958369,0.40000001,1,4.875,45.5625,1.25,0.67341155,5.4556251,10.354375,0,0,1138.25,4.1461926,0.25,6.3125,1,1
