,0,pred,actual
0,3.2054072246493086,2.1340888913776537,3.2054072246493086
1,2.3794060836878503,1.5347490876723662,2.3794060836878503
2,2.328008125702116,1.4135587467374853,2.328008125702116
3,2.161775704965327,1.9601826518237475,2.161775704965327
4,0.7423993846417904,2.0940102618771657,0.7423993846417904
5,3.078704325436221,1.5857898479261778,3.078704325436221
6,1.4818607588661428,1.6999149062054084,1.4818607588661428
7,1.5087733161009265,1.9463520774517322,1.5087733161009265
8,1.846809004314595,1.7669493230189235,1.846809004314595
9,1.5501579568690622,2.6168287978842395,1.5501579568690622
10,1.7827118371658282,1.2721721858081287,1.7827118371658282
11,2.811301786689006,1.6670395215637688,2.811301786689006
12,2.650528630121939,2.6704584563707763,2.650528630121939
13,1.932490784433705,1.349965259619084,1.932490784433705
14,1.5388178496416833,2.2545829233242434,1.5388178496416833
15,2.059469346282959,2.476332873731055,2.059469346282959
16,2.1287905154807714,1.1639339702406564,2.1287905154807714
17,2.491779852644912,1.4924660689280087,2.491779852644912
18,0.974587945088492,2.151470243985779,0.974587945088492
19,2.1421118619127992,2.4113397881064826,2.1421118619127992
20,1.894672135423041,1.6401285311555107,1.894672135423041
21,2.1421118619127992,2.2420096223591344,2.1421118619127992
22,2.718454924713383,2.0134903808972062,2.718454924713383
23,1.9729249343974415,2.19141166956523,1.9729249343974415
24,3.0146715844540584,2.149446456524342,3.0146715844540584
25,2.0947125472611012,2.1147696082966245,2.0947125472611012
26,2.843931952223834,2.457810624177836,2.843931952223834
27,2.525812345142323,2.9138234912900143,2.525812345142323
28,2.94411398355894,2.380737117440167,2.94411398355894
29,1.577504099421674,0.8073563849146648,1.577504099421674
30,2.3227083149603414,1.261501663888203,2.3227083149603414
31,2.8085954547183385,1.8374164696993538,2.8085954547183385
32,2.2029474430337332,1.6638243629149583,2.2029474430337332
33,2.0657767799988638,1.36833231194518,2.0657767799988638
34,2.5121241853809018,1.2579871412107497,2.5121241853809018
35,1.9958053566919887,1.3789839278113707,1.9958053566919887
36,1.4682081728560394,1.015245752338119,1.4682081728560394
37,2.2904115345744747,1.5757066609147938,2.2904115345744747
38,1.3317890508429144,1.8057087292590899,1.3317890508429144
39,0.7838842932694439,2.127556527875948,0.7838842932694439
40,1.0475930126492587,1.6568840814125854,1.0475930126492587
41,0.2602114561184816,2.001040824313273,0.2602114561184816
42,0.7423993846417904,2.1416110932321875,0.7423993846417904
43,1.6580993651806735,1.6301444491524684,1.6580993651806735
44,0.590143685781959,1.4560525220966614,0.590143685781959
45,1.8496036487729,1.2843201112742932,1.8496036487729
46,1.9657204716496515,1.4297606696391565,1.9657204716496515
47,2.32219733770027,1.5895989615484847,2.32219733770027
48,2.006706678101189,1.8629625954331783,2.006706678101189
49,0.9706654491764806,1.762860117285113,0.9706654491764806
50,2.073403850740882,1.9266729039608201,2.073403850740882
51,1.8642822236615617,1.9540825797757442,1.8642822236615617
52,1.3395975080909552,1.7539861589197527,1.3395975080909552
53,1.3665152391327045,1.5317827452304045,1.3665152391327045
54,2.473346744825277,2.0704050942851597,2.473346744825277
55,2.85403107392465,1.7749146002769114,2.85403107392465
56,2.195101465465044,1.5394406071352922,2.195101465465044
57,2.1849563231618294,1.6380918635866908,2.1849563231618294
58,2.200268868869024,1.8657539238767882,2.200268868869024
59,1.283795628443475,1.7830338317563825,1.283795628443475
60,2.449824122152266,1.626685901353878,2.449824122152266
61,3.1672506539094933,1.833224013443205,3.1672506539094933
62,1.7362775864618003,1.8797090805784542,1.7362775864618003
63,1.7496826427059415,1.1578130474382666,1.7496826427059415
64,1.0914489243282577,1.3089059317033112,1.0914489243282577
65,0.8156089233110226,1.013985717722611,0.8156089233110226
66,1.7744190790177743,1.0099649546032436,1.7744190790177743
67,1.2927871066753254,0.9255788951534524,1.2927871066753254
68,2.732379319772271,1.3773546293862198,2.732379319772271
69,0.14944313007432117,0.3420887570339399,0.14944313007432117
70,2.124591960432087,1.5331352512307845,2.124591960432087
71,2.195699052451524,1.576982711489995,2.195699052451524
72,2.0482044874668786,1.6685416785747706,2.0482044874668786
73,2.2809930014153506,2.0730638661006675,2.2809930014153506
74,2.644120761058629,1.9901750292461693,2.644120761058629
75,2.708570624379054,2.1006302801330636,2.708570624379054
76,2.1803992227961047,1.9046707039218846,2.1803992227961047
77,1.877019015228283,1.9849661422242866,1.877019015228283
78,1.9576088844584831,1.9167871620088222,1.9576088844584831
79,1.5702785434849782,1.3285680190198883,1.5702785434849782
80,2.782979348975455,1.7619974660285858,2.782979348975455
81,1.6374131487592005,1.9922691797961203,1.6374131487592005
82,2.827388941047997,1.6569764031500742,2.827388941047997
83,1.5057567726726886,1.7546802007121247,1.5057567726726886
84,2.6575004672788225,1.8004066027083856,2.6575004672788225
85,3.3134887798072308,1.8541133314742513,3.3134887798072308
86,3.0668958695289326,1.8616253473715048,3.0668958695289326
87,1.656037617964442,1.406923847960986,1.656037617964442
88,3.179785437699879,2.0402729665249555,3.179785437699879
89,2.719781109178132,2.419255472713041,2.719781109178132
90,2.920679849628756,2.335677706388437,2.920679849628756
91,2.0322246215338136,1.8762391522952924,2.0322246215338136
92,2.24487900241981,1.9130279955783558,2.24487900241981
93,2.233171809301017,1.4047183622115729,2.233171809301017
94,2.12285818074513,0.9081066556578162,2.12285818074513
95,1.8184464592320668,1.317171056030869,1.8184464592320668
96,2.4767232637119596,1.033538963843442,2.4767232637119596
97,1.2092725047145907,1.2312166244016587,1.2092725047145907
98,1.8184464592320668,1.3629977649905043,1.8184464592320668
99,1.9378793058811326,1.3992478273070543,1.9378793058811326
100,2.124591960432087,1.4899770097161877,2.124591960432087
101,1.912892832030882,1.4282642893868482,1.912892832030882
102,1.7744190790177743,1.8317169651764895,1.7744190790177743
103,1.6795115549328776,1.8686217878137732,1.6795115549328776
104,0.724427486046741,1.494745579415121,0.724427486046741
105,1.8744263258647693,1.6851093566405766,1.8744263258647693
106,1.9896822562543088,1.4310294565771986,1.9896822562543088
107,1.9657204716496515,1.6507543635345134,1.9657204716496515
108,1.924515628605787,1.6425129596005141,1.924515628605787
109,1.4436354751788103,1.9471305121658655,1.4436354751788103
110,2.2020910616805116,1.824484145055572,2.2020910616805116
111,1.6237657497020719,2.057368815406558,1.6237657497020719
112,1.6374131487592005,2.1684405908138107,1.6374131487592005
113,0.09509470855036979,0.7859244462132018,0.09509470855036979
114,1.5545635962744013,1.695251007395241,1.5545635962744013
115,1.9092740140163367,1.81856681439099,1.9092740140163367
116,2.644120761058629,2.1394909970143603,2.644120761058629
117,1.341963469441455,1.9415084144630494,1.341963469441455
118,2.2247267411245586,2.0609450981664255,2.2247267411245586
119,1.7259756058391809,1.4824783631246412,1.7259756058391809
120,1.6877244247740142,1.6214195070360724,1.6877244247740142
121,1.8648427499002045,1.4564250294065402,1.8648427499002045
122,2.350925681981432,1.907598321746406,2.350925681981432
123,2.3725607792683427,1.6890155717022395,2.3725607792683427
124,2.6651142793820317,2.0127585652152087,2.6651142793820317
125,2.59584526442627,2.0211137339014216,2.59584526442627
126,2.491779852644912,1.831099452583039,2.491779852644912
127,1.7325565124433189,1.774806727816812,1.7325565124433189
128,1.897391597540961,1.9328224820664215,1.897391597540961
129,2.176939107937716,1.56680069399211,2.176939107937716
130,2.256453798790155,1.7169943280313573,2.256453798790155
131,0.6931471805599453,1.488523508071804,0.6931471805599453
132,1.753228901110268,1.5343980484052158,1.753228901110268
133,2.1650168094480264,1.9840687973124507,2.1650168094480264
134,1.7135537853758458,1.9125083333955342,1.7135537853758458
135,2.2518395554100685,1.874734051501982,2.2518395554100685
136,2.6237129798042402,1.8399784557756718,2.6237129798042402
137,1.0697107495639335,1.9409732056190976,1.0697107495639335
138,2.2041696608318375,2.2872610719697555,2.2041696608318375
139,1.5911856625642553,1.747546577652072,1.5911856625642553
140,1.8327232638684825,1.8176465076964372,1.8327232638684825
141,1.7722761504057383,1.920891838212344,1.7722761504057383
142,1.4153300758017004,1.569335738718729,1.4153300758017004
143,1.9657204716496515,1.516326001919911,1.9657204716496515
144,2.1073991235526313,1.458648429550956,2.1073991235526313
145,2.5221452065993986,2.028937435113305,2.5221452065993986
146,3.051511641416274,2.37984896330349,3.051511641416274
147,2.781850685022589,2.2206342769557335,2.781850685022589
148,2.6588985910241414,2.15122480594594,2.6588985910241414
149,2.214499714291403,2.1828900199244785,2.214499714291403
150,1.8184464592320668,2.022878275553671,1.8184464592320668
151,2.7536644086584485,2.0017004442344537,2.7536644086584485
152,1.9028094302046017,1.4187641802678006,1.9028094302046017
153,2.0947125472611012,0.9514350514358585,2.0947125472611012
154,1.4040570499521414,1.569919703850637,1.4040570499521414
155,2.375799048104944,1.5105601760499359,2.375799048104944
156,0.9887363790864953,1.5635801487581138,0.9887363790864953
157,2.340076854229488,1.096886314387317,2.340076854229488
158,1.9591588744431336,0.7750503993421869,1.9591588744431336
159,2.381368272077596,1.3818332662760389,2.381368272077596
160,2.465484122543622,1.7709578598651752,2.465484122543622
161,1.5720107481560917,1.3468186089110703,1.5720107481560917
162,2.5121241853809018,1.942168897827255,2.5121241853809018
163,2.708981315564522,1.6346634334430128,2.708981315564522
164,2.1445471746844444,2.4969475796624514,2.1445471746844444
