"ea_id","mkt","dist_km","X","X2006.01.01","X2006.02.01","X2006.03.01","X2006.04.01","X2006.05.01","X2006.06.01","X2006.07.01","X2006.08.01","X2006.09.01","X2006.10.01","X2006.11.01","X2006.12.01","X2007.01.01","X2007.02.01","X2007.03.01","X2007.04.01","X2007.05.01","X2007.06.01","X2007.07.01","X2007.08.01","X2007.09.01","X2007.10.01","X2007.11.01","X2007.12.01","X2008.01.01","X2008.02.01","X2008.03.01","X2008.04.01","X2008.05.01","X2008.06.01","X2008.07.01","X2008.08.01","X2008.09.01","X2008.10.01","X2008.11.01","X2008.12.01","X2009.01.01","X2009.02.01","X2009.03.01","X2009.04.01","X2009.05.01","X2009.06.01","X2009.07.01","X2009.08.01","X2009.09.01","X2009.10.01","X2009.11.01","X2009.12.01","X2010.01.01","X2010.02.01","X2010.03.01","X2010.04.01","X2010.05.01","X2010.06.01","X2010.07.01","X2010.08.01","X2010.09.01","X2010.10.01","X2010.11.01","X2010.12.01","X2011.01.01","X2011.02.01","X2011.03.01","X2011.04.01","X2011.05.01","X2011.06.01","X2011.07.01","X2011.08.01","X2011.09.01","X2011.10.01","X2011.11.01","X2011.12.01","X2012.01.01","X2012.02.01","X2012.03.01","X2012.04.01","X2012.05.01","X2012.06.01","X2012.07.01","X2012.08.01","X2012.09.01","X2012.10.01","X2012.11.01","X2012.12.01","X2013.01.01","X2013.02.01","X2013.03.01","X2013.04.01","X2013.05.01","X2013.06.01","X2013.07.01","X2013.08.01","X2013.09.01","X2013.10.01","X2013.11.01","X2013.12.01","X2014.01.01","X2014.02.01","X2014.03.01","X2014.04.01","X2014.05.01","X2014.06.01","X2014.07.01","X2014.08.01","X2014.09.01","X2014.11.01","X2014.12.01","X2015.01.01","X2015.02.01","X2015.03.01","X2015.04.01","X2015.05.01","X2015.06.01","X2015.07.01","X2015.08.01","X2015.09.01","X2015.10.01","X2015.11.01","X2015.12.01","X2016.01.01","X2016.02.01","X2016.03.01","X2016.04.01","X2016.05.01","X2016.06.01","X2016.07.01","X2016.08.01","X2016.09.01","X2016.10.01","X2016.11.01","X2016.12.01"
1114002,"Babati",97.7338439168486,2,55281.25,48333.33,43066.67,49850,50125,60958.33,61843.75,56600,59625,58780,51200,52410,54200,48900,45500,36500,39600,40400,39700,44000,45700,65400,54300,57900,72600,66000,58500,47800,62500,81333.33,83100,87000,90333,99423,109591,117000,120000,111000,102000,93000,98142.86,90666.67,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115455,118200,105300,238500,123333,120000,85950,124636,134000,135250,137538,NA,151000,99346,96500,108500,111154,121150,116167,115500,115500,115100,115750,128333.33,140900,134090.91,130833.25,120000,136333.4,122500,116875,113472.17,112666.8,137791.8,131875,139479.2,145208.5,145208,157167,115000,115000,115000,115000,115000,115000,118571,135769,145000,145000,140000,144400,160000,179444,124295,121154,132533,152083,171500,166818,155667,127250,126375,84625,99286,104583,113333,132083,125000,187409,185833,161250
1203003,"Morogoro",110.496876892434,10,65055.56,79681.82,83416.67,75312.5,69520.83,56208.33,54363.64,57482.14,60125,62876.25,61111.11,64625,67500,60200,61200,60900,57900,59000,59700,55800,57800,61000,65700,75400,103800,103400,85000,76500,70900,82825,83333.33,92500,94833,98000,115162,1e+05,1e+05,138000,110000,98250,87687.5,106583.33,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112083,130500,131666.6,100938,105000,102500,114833,114646,121563,122708,124231,NA,147308,147115,143056,138182,144135,148950,146038,125000,125375,132000,143750,144444.44,161000,145000,150000,131875,119166.8,132222.3,119375,123888.83,127291.8,133750,144791.75,145000,151250,150833,162292,165250,167250,166520.8,143864,142500,147115,153214,162115,165250,171250,172083,169250,185833,193889,158542,158958.3,178636,182000,180455,184773,185208,189500,171667,174318,169000,172500,173125,171591,175000,179479,188682,190000
1217003,"Dodoma",96.9993735535171,5,76428.57,55833.33,50020.83,50545.45,50884.62,55000,70000,64250,46250,55714.29,53900,59937.5,59700,50800,50800,41900,38100,50600,53400,54000,55200,81700,64400,74600,102000,84800,80500,86700,86100,93072.22,87754.55,11000,1e+05,105000,108182,120000,120000,1e+05,1e+05,91500,90625,95000,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,138500,149666.6,42500,43875,150000,140000,132500,122000,147500,156667,NA,161615,163077,167500,155455,160000,160000,165000,155500,161250,164000,170000,140000,140000,140000,105000,105000,104700,106666.7,107083.2,105000,111666.8,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,157885,164091,165000,162083,168636,170833,184444,184036,185500,171917,191042,193885,188864,187056,186750,175883,187222,170720,169021,169611,170417,175833,178550,179806,188433
1313004,"Dodoma",80.7187199715982,5,76428.57,55833.33,50020.83,50545.45,50884.62,55000,70000,64250,46250,55714.29,53900,59937.5,59700,50800,50800,41900,38100,50600,53400,54000,55200,81700,64400,74600,102000,84800,80500,86700,86100,93072.22,87754.55,11000,1e+05,105000,108182,120000,120000,1e+05,1e+05,91500,90625,95000,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,138500,149666.6,42500,43875,150000,140000,132500,122000,147500,156667,NA,161615,163077,167500,155455,160000,160000,165000,155500,161250,164000,170000,140000,140000,140000,105000,105000,104700,106666.7,107083.2,105000,111666.8,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,157885,164091,165000,162083,168636,170833,184444,184036,185500,171917,191042,193885,188864,187056,186750,175883,187222,170720,169021,169611,170417,175833,178550,179806,188433
1313301,"Dodoma",74.0053444761369,5,76428.57,55833.33,50020.83,50545.45,50884.62,55000,70000,64250,46250,55714.29,53900,59937.5,59700,50800,50800,41900,38100,50600,53400,54000,55200,81700,64400,74600,102000,84800,80500,86700,86100,93072.22,87754.55,11000,1e+05,105000,108182,120000,120000,1e+05,1e+05,91500,90625,95000,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,138500,149666.6,42500,43875,150000,140000,132500,122000,147500,156667,NA,161615,163077,167500,155455,160000,160000,165000,155500,161250,164000,170000,140000,140000,140000,105000,105000,104700,106666.7,107083.2,105000,111666.8,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,157885,164091,165000,162083,168636,170833,184444,184036,185500,171917,191042,193885,188864,187056,186750,175883,187222,170720,169021,169611,170417,175833,178550,179806,188433
1417304,"Dodoma",28.6246668490187,5,76428.57,55833.33,50020.83,50545.45,50884.62,55000,70000,64250,46250,55714.29,53900,59937.5,59700,50800,50800,41900,38100,50600,53400,54000,55200,81700,64400,74600,102000,84800,80500,86700,86100,93072.22,87754.55,11000,1e+05,105000,108182,120000,120000,1e+05,1e+05,91500,90625,95000,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,138500,149666.6,42500,43875,150000,140000,132500,122000,147500,156667,NA,161615,163077,167500,155455,160000,160000,165000,155500,161250,164000,170000,140000,140000,140000,105000,105000,104700,106666.7,107083.2,105000,111666.8,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,157885,164091,165000,162083,168636,170833,184444,184036,185500,171917,191042,193885,188864,187056,186750,175883,187222,170720,169021,169611,170417,175833,178550,179806,188433
1431001,"Dodoma",24.1221351833159,5,76428.57,55833.33,50020.83,50545.45,50884.62,55000,70000,64250,46250,55714.29,53900,59937.5,59700,50800,50800,41900,38100,50600,53400,54000,55200,81700,64400,74600,102000,84800,80500,86700,86100,93072.22,87754.55,11000,1e+05,105000,108182,120000,120000,1e+05,1e+05,91500,90625,95000,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,138500,149666.6,42500,43875,150000,140000,132500,122000,147500,156667,NA,161615,163077,167500,155455,160000,160000,165000,155500,161250,164000,170000,140000,140000,140000,105000,105000,104700,106666.7,107083.2,105000,111666.8,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,157885,164091,165000,162083,168636,170833,184444,184036,185500,171917,191042,193885,188864,187056,186750,175883,187222,170720,169021,169611,170417,175833,178550,179806,188433
1438003,"Dodoma",60.9948751849249,5,76428.57,55833.33,50020.83,50545.45,50884.62,55000,70000,64250,46250,55714.29,53900,59937.5,59700,50800,50800,41900,38100,50600,53400,54000,55200,81700,64400,74600,102000,84800,80500,86700,86100,93072.22,87754.55,11000,1e+05,105000,108182,120000,120000,1e+05,1e+05,91500,90625,95000,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,138500,149666.6,42500,43875,150000,140000,132500,122000,147500,156667,NA,161615,163077,167500,155455,160000,160000,165000,155500,161250,164000,170000,140000,140000,140000,105000,105000,104700,106666.7,107083.2,105000,111666.8,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,157885,164091,165000,162083,168636,170833,184444,184036,185500,171917,191042,193885,188864,187056,186750,175883,187222,170720,169021,169611,170417,175833,178550,179806,188433
1509003,"Dodoma",23.730667483881,5,76428.57,55833.33,50020.83,50545.45,50884.62,55000,70000,64250,46250,55714.29,53900,59937.5,59700,50800,50800,41900,38100,50600,53400,54000,55200,81700,64400,74600,102000,84800,80500,86700,86100,93072.22,87754.55,11000,1e+05,105000,108182,120000,120000,1e+05,1e+05,91500,90625,95000,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,138500,149666.6,42500,43875,150000,140000,132500,122000,147500,156667,NA,161615,163077,167500,155455,160000,160000,165000,155500,161250,164000,170000,140000,140000,140000,105000,105000,104700,106666.7,107083.2,105000,111666.8,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,157885,164091,165000,162083,168636,170833,184444,184036,185500,171917,191042,193885,188864,187056,186750,175883,187222,170720,169021,169611,170417,175833,178550,179806,188433
1510004,"Dodoma",31.9477524247792,5,76428.57,55833.33,50020.83,50545.45,50884.62,55000,70000,64250,46250,55714.29,53900,59937.5,59700,50800,50800,41900,38100,50600,53400,54000,55200,81700,64400,74600,102000,84800,80500,86700,86100,93072.22,87754.55,11000,1e+05,105000,108182,120000,120000,1e+05,1e+05,91500,90625,95000,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,138500,149666.6,42500,43875,150000,140000,132500,122000,147500,156667,NA,161615,163077,167500,155455,160000,160000,165000,155500,161250,164000,170000,140000,140000,140000,105000,105000,104700,106666.7,107083.2,105000,111666.8,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,157885,164091,165000,162083,168636,170833,184444,184036,185500,171917,191042,193885,188864,187056,186750,175883,187222,170720,169021,169611,170417,175833,178550,179806,188433
