"","case_id","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","roof_other","Radio","Television","Bicycle","Motorcycle","Car","cellphone","number_celphones","lat_modified","lon_modified","dist_road","dist_popcenter","dist_market","dist_admctr","ag_percent","slope","elevation","terrain_rough","nutri_avail","nutri_rentention","region","reside","ea_id","hh_a01","hh_a02","FS_month","FS_year","survey_round","HDDS","FCS","country","Month"
"2946","1043000601",1,0,1,0,0,1,0,1,0,1,1,2,0.66238511,32.709141,21.6397,18.0926,45.5092,32.8599,60,3.26,1092,"High-altitude Plains","Moderate Constraint","Moderate Constraint","Central","Rural",1040006,"LUWEERO","ZIROBWE",3,2011,"Uganda NPS 2010/2011",6,42,"Uganda","March"
"2947","1043000603",1,0,1,0,0,1,1,1,1,0,1,2,0.66238511,32.709141,21.4508,18.1508,45.3109,32.9227,60,3.26,1097,"High-altitude Plains","Moderate Constraint","Moderate Constraint","Central","Rural",1040006,"LUWEERO","ZIROBWE",3,2011,"Uganda NPS 2010/2011",6,46,"Uganda","March"
"2948","1043000604",1,0,1,0,0,1,0,1,0,0,1,1,0.66238511,32.709141,20.9575,17.8501,45.0139,33.4539,60,3.26,1103,"High-altitude Plains","Moderate Constraint","Moderate Constraint","Central","Rural",1040006,"LUWEERO","ZIROBWE",3,2011,"Uganda NPS 2010/2011",5,46,"Uganda","March"
"2949","1043000605",0,1,1,0,0,0,0,0,0,0,0,0,0.66238511,32.709141,20.758,17.8361,44.8452,33.5877,60,3.32,1098,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040006,"LUWEERO","ZIROBWE",3,2011,"Uganda NPS 2010/2011",5,32.5,"Uganda","March"
"2950","1043000606",0,1,0,1,0,0,0,0,0,0,0,0,0.66238511,32.709141,20.5934,17.8362,44.7014,33.6907,55,3.32,1099,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040006,"LUWEERO","ZIROBWE",3,2011,"Uganda NPS 2010/2011",4,31,"Uganda","March"
"2951","1043000607",0,1,1,0,0,1,0,0,0,0,0,0,0.66238511,32.709141,21.0277,17.777,45.1105,33.4693,60,3.26,1103,"High-altitude Plains","Moderate Constraint","Moderate Constraint","Central","Rural",1040006,"LUWEERO","ZIROBWE",3,2011,"Uganda NPS 2010/2011",6,52,"Uganda","March"
"2952","1043000609",0,1,1,0,0,0,0,0,0,0,0,0,0.66238511,32.709141,21.1174,18.4549,44.8655,32.8847,60,3.77,1097,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040006,"LUWEERO","ZIROBWE",9,2011,"Uganda NPS 2010/2011",1,21,"Uganda","September"
"2953","1043000610",0,1,0,1,0,1,0,1,0,0,1,2,0.66238511,32.709141,21.2738,18.8093,44.8319,32.5191,60,3.77,1088,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040006,"LUWEERO","ZIROBWE",3,2011,"Uganda NPS 2010/2011",7,56,"Uganda","March"
"2954","1043000611",1,0,1,0,0,1,1,0,1,0,1,3,0.66238511,32.709141,21.2204,18.1381,45.1104,33.0686,60,3.26,1100,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040006,"LUWEERO","ZIROBWE",3,2011,"Uganda NPS 2010/2011",7,75,"Uganda","March"
"2955","104300061103",1,0,1,0,0,0,0,0,0,0,1,1,0.3471041,32.537529,1.0393,3.1836,4.5881,9.2137,20,7.15,1189,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040006,"WAKISO","NANSANA TOWN COUNCIL",9,2011,"Uganda NPS 2010/2011",5,31,"Uganda","September"
"2956","1043000802",1,0,1,0,0,1,0,0,0,0,1,1,0.79487455,32.471142,0.2205,0.2956,57.4264,3.5005,39,3.82,1111,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040008,"LUWEERO","LUWEERO  TOWN COUNCIL",6,2011,"Uganda NPS 2010/2011",6,39,"Uganda","June"
"2957","1043000804",0,1,1,0,0,1,0,1,0,0,1,2,0.81150138,32.515919,0.1499,5.4242,49.6202,10.9902,60,4.73,1147,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040008,"LUWEERO","KATIKAMU",12,2010,"Uganda NPS 2010/2011",6,53.5,"Uganda","December"
"2958","1043000805",0,1,1,0,0,1,0,1,0,0,1,2,0.81150138,32.515919,0.2048,5.6132,49.8246,10.8106,60,4.73,1150,"High-altitude Plains","Moderate Constraint","Moderate Constraint","Central","Rural",1040008,"LUWEERO","KATIKAMU",12,2010,"Uganda NPS 2010/2011",7,81,"Uganda","December"
"2959","1043000806",1,0,1,0,0,1,1,1,0,0,1,4,0.81150138,32.515919,0.1188,5.4651,52.2144,8.4885,49,3.72,1116,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040008,"LUWEERO","KATIKAMU",6,2011,"Uganda NPS 2010/2011",7,84,"Uganda","June"
"2960","1043000807",0,1,0,1,0,1,0,0,0,0,1,1,0.81150138,32.515919,0.7431,5.9563,51.8106,9.0906,53,4.49,1121,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040008,"LUWEERO","KATIKAMU",6,2011,"Uganda NPS 2010/2011",5,34.5,"Uganda","June"
"2961","104300080702",1,0,1,0,0,0,0,0,0,0,1,1,0.35051212,32.624798,0.4382,5.0266,5.4394,5.4394,2,6.66,1175,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","0","Urban",1040008,"KAMPALA","NAKAWA",6,2011,"Uganda NPS 2010/2011",4,35.5,"Uganda","June"
"2962","1043000808",1,0,1,0,0,1,1,1,0,0,1,2,0.81150138,32.515919,0.0763,6.094,50.3022,10.3343,60,4.19,1144,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1040008,"LUWEERO","KATIKAMU",6,2011,"Uganda NPS 2010/2011",7,63,"Uganda","June"
"2963","1043000809",0,1,1,0,0,1,0,1,0,0,1,1,0.81150138,32.515919,0.3323,5.6977,49.9321,10.7456,60,4.73,1150,"High-altitude Plains","Moderate Constraint","Moderate Constraint","Central","Rural",1040008,"LUWEERO","KATIKAMU",12,2010,"Uganda NPS 2010/2011",5,42,"Uganda","December"
"2964","1043000810",1,0,1,0,0,1,1,1,0,0,1,1,0.81150138,32.515919,0.2017,5.528,49.7354,10.8925,60,4.73,1149,"High-altitude Plains","Moderate Constraint","Moderate Constraint","Central","Rural",1040008,"LUWEERO","KATIKAMU",12,2010,"Uganda NPS 2010/2011",6,63,"Uganda","December"
"2965","1043000811",1,0,1,0,0,1,0,0,0,0,1,2,0.81150138,32.515919,0.2311,5.5976,49.8128,10.8284,60,4.73,1153,"High-altitude Plains","Moderate Constraint","Moderate Constraint","Central","Rural",1040008,"LUWEERO","KATIKAMU",12,2010,"Uganda NPS 2010/2011",7,73,"Uganda","December"
"2966","1051000104",1,0,1,0,0,1,1,0,0,0,1,2,-0.34314713,31.725313,0.2746,1.632,1.632,1.632,31,4.03,1203,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Urban",1050001,"MASAKA","KIMAANYA/KYABAKUZA",4,2011,"Uganda NPS 2010/2011",6,43,"Uganda","April"
"2967","1051000105",1,0,1,0,0,1,1,0,0,0,1,2,-0.34314713,31.725313,0.3736,1.3704,1.3704,1.3704,33,6.69,1238,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Urban",1050001,"MASAKA","KIMAANYA/KYABAKUZA",4,2011,"Uganda NPS 2010/2011",4,27.5,"Uganda","April"
"2968","1051000106",1,0,1,0,0,1,1,0,0,0,1,1,-0.34314713,31.725313,1.2474,1.4494,1.4494,1.4494,33,9.12,1283,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Urban",1050001,"MASAKA","KIMAANYA/KYABAKUZA",4,2011,"Uganda NPS 2010/2011",6,45,"Uganda","April"
"2969","1051000109",1,0,1,0,0,1,1,0,0,1,1,6,-0.34314713,31.725313,0.2964,1.2801,1.2801,1.2801,28,6.69,1239,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Urban",1050001,"MASAKA","KIMAANYA/KYABAKUZA",4,2011,"Uganda NPS 2010/2011",1,8,"Uganda","April"
"2970","1051000110",1,0,1,0,0,0,1,0,0,1,1,3,-0.34314713,31.725313,0.4001,1.3895,1.3895,1.3895,28,6.69,1243,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Urban",1050001,"MASAKA","KIMAANYA/KYABAKUZA",4,2011,"Uganda NPS 2010/2011",1,2,"Uganda","April"
"2971","1051000301",0,1,1,0,0,0,0,0,0,0,0,0,-0.14214757,31.879677,0.325,25.6177,25.6177,25.6177,49,2.37,1164,"High-altitude Plains","Severe Constraint","Moderate Constraint","Central","Urban",1050003,"KALUNGU","KALUNGU",2,2011,"Uganda NPS 2010/2011",4,37,"Uganda","February"
"2972","1051000305",1,0,1,0,0,1,1,0,0,0,1,2,-0.14214757,31.879677,0.1927,26.7307,26.7307,26.7307,39,1.55,1151,"High-altitude Plains","Severe Constraint","Moderate Constraint","Central","Urban",1050003,"MASAKA","KYANAMUKAKA",2,2011,"Uganda NPS 2010/2011",7,55.5,"Uganda","February"
"2973","1051000308",1,0,1,0,0,1,0,1,0,0,1,4,-0.14214757,31.879677,0.122,27.0162,27.0162,27.0162,33,1.61,1152,"High-altitude Plains","Severe Constraint","Moderate Constraint","Central","Urban",1050003,"MASAKA","KYANAMUKAKA",2,2011,"Uganda NPS 2010/2011",7,33,"Uganda","February"
"2974","1053000402",0,1,1,0,0,1,0,0,0,0,1,1,-0.079570986,31.635708,6.1722,27.7493,27.7493,27.7493,41,8.98,1279,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050004,"BUKOMANSIMBI","BIGASA",5,2011,"Uganda NPS 2010/2011",5,49.5,"Uganda","May"
"2975","1053000403",0,1,1,0,0,1,0,0,0,0,0,0,-0.079570986,31.635708,6.2486,28.0749,28.0749,28.0749,41,9.45,1248,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050004,"BUKOMANSIMBI","BIGASA",5,2011,"Uganda NPS 2010/2011",5,36,"Uganda","May"
"2976","1053000404",0,1,1,0,0,0,0,0,0,0,0,0,-0.079570986,31.635708,6.7555,29.2763,29.2763,29.2763,4,9.96,1280,"Mid-altitude Mountains","Moderate Constraint","Moderate Constraint","Central","Rural",1050004,"BUKOMANSIMBI","BIGASA",11,2010,"Uganda NPS 2010/2011",4,29.5,"Uganda","November"
"2977","1053000406",0,1,1,0,0,0,0,0,0,0,1,2,-0.30341291,31.722879,0.3185,5.2345,5.2345,5.2345,55,14.91,1251,"Mid-altitude Mountains","Moderate Constraint","Moderate Constraint","Central","Rural",1050004,"MASAKA","MUKUNGWE",5,2011,"Uganda NPS 2010/2011",5,55,"Uganda","May"
"2978","105300040605",0,1,1,0,0,1,0,0,0,0,1,1,-0.079570986,31.635708,6.073,27.6815,27.6815,27.6815,45,8.98,1278,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050004,"BUKOMANSIMBI","BIGASA",5,2011,"Uganda NPS 2010/2011",6,45,"Uganda","May"
"2979","105300040607",0,1,1,0,0,1,0,0,0,0,0,0,-0.079570986,31.635708,4.1613,24.9307,24.9307,24.9307,60,8.92,1282,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050004,"BUKOMANSIMBI","BUTENGA",5,2011,"Uganda NPS 2010/2011",5,41.5,"Uganda","May"
"2980","1053000407",0,1,1,0,0,1,0,0,0,0,1,1,-0.079570986,31.635708,6.7556,29.2486,29.2486,29.2486,4,9.96,1278,"Mid-altitude Mountains","Moderate Constraint","Moderate Constraint","Central","Rural",1050004,"BUKOMANSIMBI","BIGASA",11,2010,"Uganda NPS 2010/2011",3,34,"Uganda","November"
"2981","1053000408",0,1,1,0,0,1,0,1,0,0,1,1,-0.079570986,31.635708,6.8183,29.387,29.387,29.387,4,9.96,1287,"Mid-altitude Mountains","Moderate Constraint","Moderate Constraint","Central","Rural",1050004,"BUKOMANSIMBI","BIGASA",11,2010,"Uganda NPS 2010/2011",4,29,"Uganda","November"
"2982","1053000409",0,1,1,0,0,1,0,0,0,0,0,0,-0.079570986,31.635708,6.5213,29.1445,29.1445,29.1445,6,9.96,1279,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050004,"BUKOMANSIMBI","BIGASA",11,2010,"Uganda NPS 2010/2011",3,32,"Uganda","November"
"2983","1053000410",0,1,1,0,0,1,0,1,0,0,0,0,-0.079570986,31.635708,6.4753,27.8492,27.8492,27.8492,39,8.98,1259,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050004,"BUKOMANSIMBI","BIGASA",11,2010,"Uganda NPS 2010/2011",5,25.5,"Uganda","November"
"2984","1053000801",0,1,1,0,0,1,0,1,0,0,1,1,-0.20546399,31.566809,6.905,23.8027,23.8027,23.8027,60,5.92,1224,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050008,"BUKOMANSIMBI","KIBINGE",8,2011,"Uganda NPS 2010/2011",6,99,"Uganda","August"
"2985","1053000802",1,0,1,0,0,1,1,1,0,1,1,4,-0.24854319,31.667816,8.1331,13.1138,13.1138,13.1138,60,8.06,1284,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050008,"BUKOMANSIMBI","KIBINGE",2,2011,"Uganda NPS 2010/2011",7,78,"Uganda","February"
"2986","105300080208",1,0,1,0,0,1,0,0,0,0,1,1,-0.15290265,31.891727,2.0778,25.2001,25.2001,25.2001,62,2.76,1154,"High-altitude Plains","Severe Constraint","Moderate Constraint","Central","Rural",1050008,"KALUNGU","BUKULULA",8,2011,"Uganda NPS 2010/2011",3,7,"Uganda","August"
"2987","1053000804",1,0,1,0,0,1,0,0,0,0,1,1,-0.24854319,31.667816,7.3552,12.1752,12.1752,12.1752,60,8.91,1294,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050008,"BUKOMANSIMBI","KIBINGE",8,2011,"Uganda NPS 2010/2011",6,50.5,"Uganda","August"
"2988","1053000805",1,0,1,0,0,1,0,1,0,0,1,2,-0.24854319,31.667816,8.2765,13.2746,13.2746,13.2746,62,12.65,1274,"Mid-altitude Mountains","Moderate Constraint","Moderate Constraint","Central","Rural",1050008,"BUKOMANSIMBI","KIBINGE",2,2011,"Uganda NPS 2010/2011",5,32.5,"Uganda","February"
"2989","1053000806",0,1,1,0,0,1,0,0,0,0,0,0,-0.24854319,31.667816,8.1509,13.7167,13.7167,13.7167,60,12.79,1266,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050008,"BUKOMANSIMBI","KIBINGE",2,2011,"Uganda NPS 2010/2011",5,46.5,"Uganda","February"
"2990","1053000807",1,0,1,0,0,1,0,0,0,0,1,1,-0.24854319,31.667816,7.2591,12.8589,12.8589,12.8589,68,9.7,1239,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050008,"BUKOMANSIMBI","KIBINGE",2,2011,"Uganda NPS 2010/2011",5,41,"Uganda","February"
"2991","1053000808",0,1,1,0,0,1,0,1,0,0,1,5,-0.24854319,31.667816,7.1591,12.1594,12.1594,12.1594,60,8.91,1302,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050008,"BUKOMANSIMBI","KIBINGE",8,2011,"Uganda NPS 2010/2011",5,56,"Uganda","August"
"2992","105300080804",1,0,1,0,0,1,1,0,0,0,1,1,0.28432229,32.562222,0.5043,3.7714,3.7714,3.7714,16,4.89,1172,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","0","Urban",1050008,"KAMPALA","RUBAGA DIVISION",12,2010,"Uganda NPS 2010/2011",5,29.5,"Uganda","December"
"2993","1053000809",1,0,1,0,0,1,0,1,0,0,1,1,-0.24854319,31.667816,7.1268,13.0652,13.0652,13.0652,68,9.7,1238,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050008,"BUKOMANSIMBI","KIBINGE",2,2011,"Uganda NPS 2010/2011",3,30,"Uganda","February"
"2994","1053001202",0,1,0,1,0,1,0,0,0,0,0,0,-0.344248,31.571665,0.6455,18.8852,18.8852,18.8852,51,6.9,1224,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050012,"LWENGO","KISEKKA",12,2010,"Uganda NPS 2010/2011",5,44,"Uganda","December"
"2995","1053001203",1,0,1,0,0,1,0,1,0,0,0,0,-0.344248,31.571665,0.3231,18.5675,18.5675,18.5675,57,6.34,1269,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050012,"LWENGO","KISEKKA",12,2010,"Uganda NPS 2010/2011",5,40,"Uganda","December"
"2996","1053001204",1,0,1,0,0,1,0,0,0,0,1,2,-0.344248,31.571665,0.4662,18.276,18.276,18.276,61,6.34,1262,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050012,"LWENGO","KISEKKA",12,2010,"Uganda NPS 2010/2011",7,70,"Uganda","December"
"2997","1053001205",0,1,1,0,0,0,0,0,0,0,0,0,-0.344248,31.571665,0.5777,19.0111,19.0111,19.0111,60,6.9,1221,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050012,"LWENGO","KISEKKA",6,2011,"Uganda NPS 2010/2011",5,58,"Uganda","June"
"2998","1053001206",1,0,0,0,1,1,1,1,1,0,1,2,-0.344248,31.571665,0.0726,17.4597,17.4597,17.4597,20,4.17,1225,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050012,"LWENGO","KISEKKA",6,2011,"Uganda NPS 2010/2011",6,78,"Uganda","June"
"2999","1053001207",0,1,0,0,1,0,0,1,0,0,0,0,-0.344248,31.571665,1e-04,17.7972,17.7972,17.7972,31,4.17,1230,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050012,"LWENGO","KISEKKA",6,2011,"Uganda NPS 2010/2011",3,21.5,"Uganda","June"
"3000","1053001208",1,0,1,0,0,1,1,1,0,0,1,3,-0.344248,31.571665,0.4131,18.2325,18.2325,18.2325,33,7.76,1231,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050012,"LWENGO","KISEKKA",6,2011,"Uganda NPS 2010/2011",7,71.5,"Uganda","June"
"3001","1053001209",1,0,1,0,0,1,1,1,0,0,1,2,-0.344248,31.571665,0.4045,19.0226,19.0226,19.0226,57,7.71,1258,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050012,"LWENGO","KISEKKA",12,2010,"Uganda NPS 2010/2011",5,41.5,"Uganda","December"
"3002","1053001210",0,1,1,0,0,1,0,0,0,0,0,0,-0.344248,31.571665,0.1278,18.8686,18.8686,18.8686,57,6.9,1272,"Mid-altitude Plateaus","Moderate Constraint","Moderate Constraint","Central","Rural",1050012,"LWENGO","KISEKKA",12,2010,"Uganda NPS 2010/2011",4,29.5,"Uganda","December"
"3003","1053001503",0,1,1,0,0,1,0,0,0,0,0,0,-0.47120026,31.363787,9.7285,31.0176,25.0878,46.9916,43,18.48,1360,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050015,"LWENGO","KYAZANGA",3,2011,"Uganda NPS 2010/2011",5,26.5,"Uganda","March"
"3004","1053001505",0,1,1,0,0,1,0,1,0,0,1,1,-0.47120026,31.363787,8.8763,31.6613,24.7561,47.8468,57,12.1,1343,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050015,"LWENGO","KYAZANGA",3,2011,"Uganda NPS 2010/2011",5,29,"Uganda","March"
"3005","1053001507",0,1,1,0,0,1,0,1,0,0,0,0,-0.47120026,31.363787,9.311,31.9178,25.9831,47.4699,60,13.64,1339,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050015,"LWENGO","KYAZANGA",3,2011,"Uganda NPS 2010/2011",4,36.5,"Uganda","March"
"3006","1053001508",0,1,1,0,0,1,0,0,1,0,1,1,-0.47120026,31.363787,10.1383,31.0711,25.8911,46.615,55,14.5,1344,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050015,"LWENGO","KYAZANGA",3,2011,"Uganda NPS 2010/2011",7,72,"Uganda","March"
"3007","1053001509",0,1,1,0,0,1,0,1,0,0,1,2,-0.47120026,31.363787,10.0673,30.9062,25.4877,46.6599,51,14.5,1317,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050015,"LWENGO","KYAZANGA",3,2011,"Uganda NPS 2010/2011",1,7,"Uganda","March"
"3008","1053001510",1,0,1,0,0,1,1,1,1,0,1,1,-0.47120026,31.363787,10.1544,30.882,25.5936,46.5771,51,14.5,1328,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050015,"LWENGO","KYAZANGA",3,2011,"Uganda NPS 2010/2011",1,9,"Uganda","March"
"3009","1053001512",1,0,1,0,0,1,0,1,0,0,1,1,-0.47120026,31.363787,8.7044,32.3157,25.6936,48.0548,60,13.64,1278,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050015,"LWENGO","KYAZANGA",3,2011,"Uganda NPS 2010/2011",1,2,"Uganda","March"
"3010","1053001513",1,0,1,0,0,0,0,0,0,0,1,1,-0.47120026,31.363787,9.495,31.9133,26.2512,47.3196,60,13.64,1337,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050015,"LWENGO","KYAZANGA",3,2011,"Uganda NPS 2010/2011",1,7,"Uganda","March"
"3011","105300151301",0,1,1,0,0,0,0,0,0,0,0,0,-0.47120026,31.363787,6.7471,30.6148,29.0425,44.3079,51,16.14,1308,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050015,"LWENGO","KYAZANGA",3,2011,"Uganda NPS 2010/2011",1,1,"Uganda","March"
"3012","105300151303",0,1,1,0,0,1,0,1,1,0,1,2,-0.43546689,31.368988,5.3706,30.2565,30.2536,43.1642,57,11.85,1339,"Mid-altitude Plateaus","Moderate Constraint","No or Slight Constraint","Central","Rural",1050015,"LWENGO","KYAZANGA",3,2011,"Uganda NPS 2010/2011",1,1,"Uganda","March"
"3013","1053001902",0,1,1,0,0,1,0,0,0,0,0,0,-0.52238631,31.355343,9.002,27.3824,26.5379,42.4675,41,8.73,1305,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050019,"LWENGO","NDAGWE",7,2011,"Uganda NPS 2010/2011",2,32,"Uganda","July"
"3014","1053001903",0,1,1,0,0,1,0,0,0,0,1,2,-0.52238631,31.355343,9.8938,26.6828,25.6625,42.3027,33,7.27,1302,"Mid-altitude Plateaus","Moderate Constraint","No or Slight Constraint","Central","Rural",1050019,"LWENGO","NDAGWE",1,2011,"Uganda NPS 2010/2011",7,69,"Uganda","January"
"3015","1053001904",0,1,1,0,0,1,0,0,0,0,1,1,-0.52238631,31.355343,8.2656,27.814,27.2725,42.4567,41,8.73,1294,"Mid-altitude Plateaus","Moderate Constraint","No or Slight Constraint","Central","Rural",1050019,"LWENGO","NDAGWE",1,2011,"Uganda NPS 2010/2011",5,43,"Uganda","January"
"3016","1053001905",0,1,1,0,0,1,0,1,0,0,0,0,-0.52238631,31.355343,9.0277,28.165,26.5262,43.2536,37,14.5,1367,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050019,"LWENGO","NDAGWE",7,2011,"Uganda NPS 2010/2011",7,65,"Uganda","July"
"3017","1053001906",0,1,1,0,0,1,0,0,0,0,0,0,-0.52238631,31.355343,9.9398,28.8026,25.6824,44.381,41,12.44,1297,"Mid-altitude Mountains","Moderate Constraint","No or Slight Constraint","Central","Rural",1050019,"LWENGO","NDAGWE",7,2011,"Uganda NPS 2010/2011",5,38.5,"Uganda","July"
"3018","1053001907",0,1,1,0,0,1,0,0,0,0,1,1,-0.52238631,31.355343,9.6843,26.9156,25.8622,42.4102,45,7.27,1297,"Mid-altitude Plateaus","Moderate Constraint","No or Slight Constraint","Central","Rural",1050019,"LWENGO","NDAGWE",1,2011,"Uganda NPS 2010/2011",6,51,"Uganda","January"
"3019","1053001908",0,1,1,0,0,1,0,1,0,0,1,1,-0.52238631,31.355343,10.1943,26.8368,25.3502,42.632,43,9.75,1335,"Mid-altitude Plateaus","Moderate Constraint","No or Slight Constraint","Central","Rural",1050019,"LWENGO","NDAGWE",1,2011,"Uganda NPS 2010/2011",6,54,"Uganda","January"
"3020","1053001909",0,1,1,0,0,1,0,0,0,0,1,1,-0.52238631,31.355343,9.916,26.8599,25.6303,42.4919,45,7.27,1311,"Mid-altitude Plateaus","Moderate Constraint","No or Slight Constraint","Central","Rural",1050019,"LWENGO","NDAGWE",1,2011,"Uganda NPS 2010/2011",7,75.5,"Uganda","January"
"3021","1053001910",0,1,0,1,0,1,0,1,0,0,0,0,-0.52238631,31.355343,10.5706,28.4717,25.0343,44.411,51,12.44,1291,"Mid-altitude Plateaus","Moderate Constraint","No or Slight Constraint","Central","Rural",1050019,"LWENGO","NDAGWE",7,2011,"Uganda NPS 2010/2011",6,48,"Uganda","July"
"3022","1053002301",0,1,1,0,0,1,0,0,0,0,0,0,-0.57678241,31.691637,9.201,9.0907,27.391,27.391,64,8.59,1238,"Mid-altitude Plateaus","Severe Constraint","Moderate Constraint","Central","Rural",1050023,"MASAKA","KYANAMUKAKA",10,2010,"Uganda NPS 2010/2011",2,17,"Uganda","October"
"3023","1053002302",0,1,1,0,0,1,0,1,0,0,1,1,-0.57678241,31.691637,9.9193,9.8532,28.3648,28.3648,69,8.13,1199,"Mid-altitude Plateaus","Severe Constraint","Moderate Constraint","Central","Rural",1050023,"MASAKA","KYANAMUKAKA",10,2010,"Uganda NPS 2010/2011",6,49,"Uganda","October"
"3024","1053002303",0,1,1,0,0,0,0,1,0,0,1,1,-0.57678241,31.691637,9.0009,8.8874,27.2747,27.2747,65,6.19,1239,"Mid-altitude Plateaus","Severe Constraint","Moderate Constraint","Central","Rural",1050023,"MASAKA","KYANAMUKAKA",10,2010,"Uganda NPS 2010/2011",4,13.5,"Uganda","October"
"3025","1053002304",1,0,1,0,0,1,0,0,0,0,0,0,-0.57678241,31.691637,9.2069,9.1292,27.8891,27.8891,65,6.19,1242,"Mid-altitude Plateaus","Severe Constraint","Moderate Constraint","Central","Rural",1050023,"MASAKA","KYANAMUKAKA",10,2010,"Uganda NPS 2010/2011",6,37,"Uganda","October"
"3026","1053002305",0,1,1,0,0,1,0,1,0,0,1,1,-0.57678241,31.691637,11.0283,10.9865,29.2789,29.2789,51,5.96,1190,"Mid-altitude Plateaus","Severe Constraint","Moderate Constraint","Central","Rural",1050023,"MASAKA","KYANAMUKAKA",10,2010,"Uganda NPS 2010/2011",6,42,"Uganda","October"
"3027","1053002306",1,0,1,0,0,1,0,1,0,0,1,1,-0.57678241,31.691637,10.2595,10.1811,28.3133,28.3133,65,8.13,1236,"Mid-altitude Plateaus","Severe Constraint","Moderate Constraint","Central","Rural",1050023,"MASAKA","KYANAMUKAKA",10,2010,"Uganda NPS 2010/2011",6,74.5,"Uganda","October"
"3028","1053002307",1,0,1,0,0,1,0,0,0,0,0,0,-0.57678241,31.691637,9.0264,8.9152,27.317,27.317,65,6.19,1240,"Mid-altitude Plateaus","Severe Constraint","Moderate Constraint","Central","Rural",1050023,"MASAKA","KYANAMUKAKA",10,2010,"Uganda NPS 2010/2011",3,12.5,"Uganda","October"
