case_id,cellphone,number_celphones,slope,ag_percent,elevation,terrain_rough,ea_id,lat_modified,lon_modified,reside,region,hh_a01,ward,FS_month,FS_year,survey_round,rCSI,HDDS,FCS,country,asset_index,distance_index,housing_index,nutri_reten_constrained,nutri_avail_constrained
0305013005004406,1,2,18.29999923706055,86,1462,Mid altitude mountains,3513005,-3.32548999786377,37.16009902954102,rural,3,2,101,11,2011,Tanzania NPS 2010/2011,0,7,97.5,Tanzania,-.39868104,-.19360907,-.88582069,1,1
0305013005010301,1,3,2.700000047683716,0,936,High-altitude plains,3513005,-3.32548999786377,37.16009902954102,urban,3,5,132,8,2011,Tanzania NPS 2010/2011,14,6,74.5,Tanzania,-.39867809,-.69217646,-.88582069,1,1
0305013005011501,1,2,2.700000047683716,0,936,High-altitude plains,3513005,-3.32548999786377,37.16009902954102,urban,3,5,132,8,2011,Tanzania NPS 2010/2011,0,7,49.5,Tanzania,-.39868104,-.68784118,-.88582069,1,1
0305013005011502,1,2,4.599999904632568,2,81,Lowlands,3513005,-3.32548999786377,37.16009902954102,urban,7,2,202,10,2011,Tanzania NPS 2010/2011,0,6,79.5,Tanzania,-.39867803,-.57512325,-.88582069,1,1
0305013005011507,1,2,4.099999904632568,2,1451,Mid-altitude plateaus,3513005,-3.32548999786377,37.16009902954102,rural,2,2,301,8,2011,Tanzania NPS 2010/2011,0,3,36.5,Tanzania,-.39868104,-.69651669,-.88582069,1,1
0305013005012401,0,0,2.700000047683716,0,932,High-altitude plains,3513005,-3.32548999786377,37.16009902954102,urban,3,5,132,8,2011,Tanzania NPS 2010/2011,2,8,59.5,Tanzania,-.39868096,-.69217652,-.88582069,1,1
0305013005017501,1,1,2.900000095367432,0,928,High-altitude plains,3513005,-3.32548999786377,37.16009902954102,urban,3,5,132,8,2011,Tanzania NPS 2010/2011,0,8,89,Tanzania,2.5079329,-.68350601,-.88582069,1,1
0305013005017503,1,2,4.199999809265137,10,1200,High-altitude plains,3513005,-3.32548999786377,37.16009902954102,rural,2,2,153,11,2011,Tanzania NPS 2010/2011,0,7,79.5,Tanzania,2.5079329,-.73119503,-.88582069,1,1
0305013005023101,1,2,2.099999904632568,0,923,High-altitude plains,3513005,-3.32548999786377,37.16009902954102,urban,3,5,132,8,2011,Tanzania NPS 2010/2011,0,8,81,Tanzania,2.50793,-.67483544,-.88582069,1,1
0401015002000601,1,2,25.79999923706055,2,626,Low mountains,4115002,-4.708360195159912,38.64593124389648,rural,4,2,11,10,2010,Tanzania NPS 2010/2011,5,8,80.5,Tanzania,-.39868104,1.0159353,-.88583499,1,1
0401015002003001,0,0,22.70000076293945,0,617,Low mountains,4115002,-4.708360195159912,38.64593124389648,rural,4,2,11,10,2010,Tanzania NPS 2010/2011,12,5,61.5,Tanzania,-.39868104,1.0116,2.2580109,1,1
0401015002015801,0,0,17.20000076293945,24,494,Hills,4115002,-4.708360195159912,38.64593124389648,rural,4,2,11,10,2010,Tanzania NPS 2010/2011,0,4,54.5,Tanzania,-.39868096,1.0376117,2.2580109,1,1
0401015002039901,1,2,28.10000038146973,37,936,Low mountains,4115002,-4.708360195159912,38.64593124389648,rural,4,2,11,10,2010,Tanzania NPS 2010/2011,0,7,86,Tanzania,-.39868104,1.1069771,-.88582069,1,1
0401015002041201,0,0,28.10000038146973,27,1058,Mid altitude mountains,4115002,-4.708360195159912,38.64593124389648,rural,4,2,11,10,2010,Tanzania NPS 2010/2011,0,6,49,Tanzania,-.39868104,1.0939713,2.2580109,1,1
0401015002044001,1,1,28.10000038146973,44,1018,Low mountains,4115002,-4.708360195159912,38.64593124389648,rural,4,2,11,10,2010,Tanzania NPS 2010/2011,0,6,64,Tanzania,-.39868104,1.0983064,-.88583499,1,1
0401015002045401,1,2,28.10000038146973,48,882,Low mountains,4115002,-4.708360195159912,38.64593124389648,rural,4,2,11,10,2010,Tanzania NPS 2010/2011,5,7,48,Tanzania,-.39868104,1.1156477,2.2580109,1,1
0401015002054301,1,2,46.59999847412109,13,1060,Mid altitude mountains,4115002,-4.708360195159912,38.64593124389648,rural,4,2,11,10,2010,Tanzania NPS 2010/2011,0,7,77.5,Tanzania,-.39868104,1.1373245,-.88583499,1,1
0401027004035001,1,1,20,0,1792,Mid altitude mountains,4127004,-4.718560218811035,38.28435897827148,rural,4,1,271,11,2010,Tanzania NPS 2010/2011,0,7,78,Tanzania,-.39868104,-.10690229,-.88583499,1,1
0401027004048701,0,0,18.70000076293945,6,1772,Mid altitude mountains,4127004,-4.718560218811035,38.28435897827148,rural,4,1,271,11,2010,Tanzania NPS 2010/2011,6,6,58.5,Tanzania,-.39868104,.018821744,-.88582069,1,1
0401027004085401,0,0,18.5,0,1849,Mid altitude mountains,4127004,-4.718560218811035,38.28435897827148,rural,4,1,271,11,2010,Tanzania NPS 2010/2011,0,6,61,Tanzania,-.39868104,-.050543658,-.88583499,1,1
0401027004118901,0,0,27.39999961853027,0,1820,Mid altitude mountains,4127004,-4.718560218811035,38.28435897827148,rural,4,1,271,11,2010,Tanzania NPS 2010/2011,0,5,63.5,Tanzania,-.39868098,-.015861485,-.88583499,1,1
0401027004134301,1,3,17.79999923706055,4,1761,Mid altitude mountains,4127004,-4.718560218811035,38.28435897827148,rural,4,1,271,11,2010,Tanzania NPS 2010/2011,0,7,64,Tanzania,-.39868104,-.054878365,-.88582069,1,1
0401027004134304,1,5,6.300000190734863,28,883,Low plateaus,4127004,-4.718560218811035,38.28435897827148,urban,3,3,12,3,2011,Tanzania NPS 2010/2011,0,8,100.5,Tanzania,-.39867809,-.71384966,-.88582069,1,1
0401027004142101,0,0,20,0,1810,Mid altitude mountains,4127004,-4.718560218811035,38.28435897827148,rural,4,1,271,11,2010,Tanzania NPS 2010/2011,2,7,70,Tanzania,-.39868104,-.093896188,-.88583499,1,1
0402004005004401,0,0,5.699999809265137,0,323,Platforms (very low plateaus),4204005,-5.02784013748169,38.56097030639648,rural,4,2,41,6,2011,Tanzania NPS 2010/2011,0,2,24.5,Tanzania,-.39868098,.027478667,-.88583499,1,1
0402004005004402,1,1,5.199999809265137,4,323,Platforms (very low plateaus),4204005,-5.02784013748169,38.56097030639648,rural,4,2,41,6,2011,Tanzania NPS 2010/2011,0,5,68.5,Tanzania,-.39868098,.1532032,2.2580109,1,1
0402004005011201,0,0,5,0,316,Platforms (very low plateaus),4204005,-5.02784013748169,38.56097030639648,rural,4,2,41,6,2011,Tanzania NPS 2010/2011,0,6,65,Tanzania,-.39868098,.0014666161,2.2580109,1,1
0402004005011501,0,0,5,0,316,Platforms (very low plateaus),4204005,-5.02784013748169,38.56097030639648,rural,4,2,41,6,2011,Tanzania NPS 2010/2011,13,7,49.5,Tanzania,-.39868104,.0058019278,2.2580109,1,1
0402004005012401,0,0,5,0,319,Platforms (very low plateaus),4204005,-5.02784013748169,38.56097030639648,rural,4,2,41,6,2011,Tanzania NPS 2010/2011,0,5,53.5,Tanzania,-.39868104,.0014665866,-.88583499,1,1
0402004005019301,1,1,5,0,321,Platforms (very low plateaus),4204005,-5.02784013748169,38.56097030639648,rural,4,2,41,6,2011,Tanzania NPS 2010/2011,4,6,58.5,Tanzania,-.39868104,-.0028687248,2.2580109,1,1
0402004005031701,0,0,4.5,5,312,Platforms (very low plateaus),4204005,-5.02784013748169,38.56097030639648,rural,4,2,41,6,2011,Tanzania NPS 2010/2011,23,5,40,Tanzania,-.39868096,-.041886717,-.88583499,1,1
0402004005031703,1,3,2.099999904632568,0,68,Plains,4204005,-5.02784013748169,38.56097030639648,urban,7,3,83,10,2011,Tanzania NPS 2010/2011,0,5,62.5,Tanzania,-.39867809,-.52743518,-.88582069,1,1
0402004005041901,1,1,2.799999952316284,6,321,Platforms (very low plateaus),4204005,-5.02784013748169,38.56097030639648,rural,4,2,41,6,2011,Tanzania NPS 2010/2011,8,7,65,Tanzania,-.39868098,-.015874516,-.88583499,1,1
0402004005041903,1,1,1.700000047683716,11,117,Plains,4204005,-5.02784013748169,38.56097030639648,rural,7,2,223,10,2011,Tanzania NPS 2010/2011,4,7,64,Tanzania,-.39867809,-.16326851,-.88582069,1,1
0402004005048301,0,0,5.199999809265137,6,343,Platforms (very low plateaus),4204005,-5.02784013748169,38.56097030639648,rural,4,2,41,6,2011,Tanzania NPS 2010/2011,0,5,67.5,Tanzania,-.39868096,.17054443,2.2580109,1,1
0402008352000201,0,0,6.599999904632568,51,328,Platforms (very low plateaus),4208352,-5.172629833221436,38.47192001342773,urban,4,2,83,9,2011,Tanzania NPS 2010/2011,0,7,46,Tanzania,-.39868104,-.72252619,-.88583499,1,1
0402008352000203,0,0,6.400000095367432,51,331,Platforms (very low plateaus),4208352,-5.172629833221436,38.47192001342773,urban,4,2,83,9,2011,Tanzania NPS 2010/2011,0,8,53,Tanzania,-.39868096,-.72252619,-.88582069,1,1
0402008352000901,1,2,7,51,338,Platforms (very low plateaus),4208352,-5.172629833221436,38.47192001342773,urban,4,2,83,9,2011,Tanzania NPS 2010/2011,0,7,39,Tanzania,-.39868104,-.72252613,-.88583499,1,1
0402008352001501,1,1,7,51,338,Platforms (very low plateaus),4208352,-5.172629833221436,38.47192001342773,urban,4,2,83,9,2011,Tanzania NPS 2010/2011,0,7,77,Tanzania,-.39868104,-.72252613,-.88583499,1,1
0402008352001601,0,0,7,51,338,Platforms (very low plateaus),4208352,-5.172629833221436,38.47192001342773,urban,4,2,83,9,2011,Tanzania NPS 2010/2011,0,6,73.5,Tanzania,-.39868096,-.72252613,2.2580109,1,1
0402008352002301,1,1,5.300000190734863,51,331,Platforms (very low plateaus),4208352,-5.172629833221436,38.47192001342773,urban,4,2,83,9,2011,Tanzania NPS 2010/2011,0,7,75,Tanzania,-.39868096,-.72686148,-.88583499,1,1
0402008352002901,1,1,7,51,336,Platforms (very low plateaus),4208352,-5.172629833221436,38.47192001342773,urban,4,2,83,9,2011,Tanzania NPS 2010/2011,1,6,51,Tanzania,-.39868104,-.72686148,-.88583499,1,1
0402008352003501,1,1,7,51,336,Platforms (very low plateaus),4208352,-5.172629833221436,38.47192001342773,urban,4,2,83,9,2011,Tanzania NPS 2010/2011,0,5,56.5,Tanzania,-.39868096,-.72252619,-.88583499,1,1
0402008352005001,1,3,5.300000190734863,51,311,Platforms (very low plateaus),4208352,-5.172629833221436,38.47192001342773,urban,4,2,83,9,2011,Tanzania NPS 2010/2011,1,8,84,Tanzania,-.39868104,-.73119682,-.88583499,1,1
0402012002008401,0,0,21.39999961853027,68,1187,Mid altitude mountains,4212002,-4.98130989074707,38.50667190551758,rural,4,2,121,11,2010,Tanzania NPS 2010/2011,0,8,70,Tanzania,-.39868096,-.041884154,-.88583499,1,1
0402012002008701,0,0,21.39999961853027,44,1258,Mid altitude mountains,4212002,-4.98130989074707,38.50667190551758,rural,4,2,121,11,2010,Tanzania NPS 2010/2011,0,4,56,Tanzania,-.39868104,-.059225436,-.88583499,1,1
0402012002018701,1,1,21.39999961853027,65,1176,Mid altitude mountains,4212002,-4.98130989074707,38.50667190551758,rural,4,2,121,11,2010,Tanzania NPS 2010/2011,2,8,57,Tanzania,-.39868104,-.041884243,-.88583499,1,1
0402012002022601,0,0,21.39999961853027,44,1231,Mid altitude mountains,4212002,-4.98130989074707,38.50667190551758,rural,4,2,121,11,2010,Tanzania NPS 2010/2011,0,6,78,Tanzania,-.39868096,-.054890137,2.2580109,1,1
0402012002028701,0,0,21.39999961853027,44,1231,Mid altitude mountains,4212002,-4.98130989074707,38.50667190551758,rural,4,2,121,11,2010,Tanzania NPS 2010/2011,0,6,70.5,Tanzania,-.39868104,-.050554827,-.88583499,1,1
0402012002030001,0,0,21.39999961853027,44,1266,Mid altitude mountains,4212002,-4.98130989074707,38.50667190551758,rural,4,2,121,11,2010,Tanzania NPS 2010/2011,0,8,79.5,Tanzania,-.39868096,-.063560717,-.88583499,1,1
0402012002032901,1,1,36,55,1362,Mid altitude mountains,4212002,-4.98130989074707,38.50667190551758,rural,4,2,121,11,2010,Tanzania NPS 2010/2011,0,7,73,Tanzania,-.39868104,-.046219349,-.88583499,1,1
0402012002032905,1,3,,,,,4212002,-4.98130989074707,38.50667190551758,rural,7,2,242,11,2011,Tanzania NPS 2010/2011,0,8,99,Tanzania,2.5079329,,-.88582069,0,0
0402012002032906,1,3,3.299999952316284,0,15,Lowlands,4212002,-4.98130989074707,38.50667190551758,urban,7,1,12,1,2011,Tanzania NPS 2010/2011,3,5,82,Tanzania,-.39868104,-.70085031,-.88582069,0,0
0402012002040301,0,0,21.39999961853027,48,1339,Mid altitude mountains,4212002,-4.98130989074707,38.50667190551758,rural,4,2,121,11,2010,Tanzania NPS 2010/2011,0,7,79.5,Tanzania,-.39868104,-.054889988,2.2580109,1,1
0403009003000901,0,0,13.10000038146973,44,954,Low mountains,4309003,-5.077310085296631,38.59897994995117,rural,4,3,91,6,2011,Tanzania NPS 2010/2011,11,8,87,Tanzania,-.39868104,.1141851,-.88583499,1,1
0403009003003001,1,2,13.10000038146973,46,929,Low mountains,4309003,-5.077310085296631,38.59897994995117,rural,4,3,91,6,2011,Tanzania NPS 2010/2011,0,8,60.5,Tanzania,-.39868098,.11418519,-.88583499,1,1
0403009003004101,1,1,16.70000076293945,39,965,Low mountains,4309003,-5.077310085296631,38.59897994995117,rural,4,3,91,6,2011,Tanzania NPS 2010/2011,7,8,94.5,Tanzania,-.39868096,.088173538,-.88583499,1,1
0403009003007001,1,1,11.19999980926514,14,951,Low plateaus,4309003,-5.077310085296631,38.59897994995117,rural,4,3,91,6,2011,Tanzania NPS 2010/2011,1,8,66.5,Tanzania,-.39868104,.0708322,-.88583499,1,1
0403009003007002,1,1,11.19999980926514,14,951,Low plateaus,4309003,-5.077310085296631,38.59897994995117,rural,4,3,91,6,2011,Tanzania NPS 2010/2011,0,8,77.5,Tanzania,-.39868104,.0708322,-.88583499,1,1
0403009003010701,1,2,11.19999980926514,35,964,Low mountains,4309003,-5.077310085296631,38.59897994995117,rural,4,3,91,6,2011,Tanzania NPS 2010/2011,0,6,85.5,Tanzania,-.39868104,.096843913,-.88583499,1,1
0403009003010704,1,3,11.19999980926514,35,956,Low mountains,4309003,-5.077310085296631,38.59897994995117,rural,4,3,91,6,2011,Tanzania NPS 2010/2011,0,7,71,Tanzania,-.39868104,.092508629,-.88583499,1,1
0403009003016801,1,1,12.60000038146973,49,941,Low mountains,4309003,-5.077310085296631,38.59897994995117,rural,4,3,91,6,2011,Tanzania NPS 2010/2011,0,7,72.5,Tanzania,-.39868104,.15320289,-.88583499,1,1
0403009003016804,1,3,2.200000047683716,0,21,Lowlands,4309003,-5.077310085296631,38.59897994995117,urban,7,1,92,10,2011,Tanzania NPS 2010/2011,0,6,71.5,Tanzania,-.39868104,-.64015627,-.88582069,1,1
0403009003027001,0,0,12.89999961853027,6,1046,Mid altitude mountains,4309003,-5.077310085296631,38.59897994995117,rural,4,3,91,6,2011,Tanzania NPS 2010/2011,0,8,88,Tanzania,-.39868096,.062161118,-.88583499,1,1
0403009003039901,1,1,13.5,74,998,Mid altitude mountains,4309003,-5.077310085296631,38.59897994995117,rural,4,3,91,6,2011,Tanzania NPS 2010/2011,0,8,70,Tanzania,-.39868104,.14886746,-.88583499,1,1
0403034001005401,0,0,5.900000095367432,57,269,Platforms (very low plateaus),4334001,-5.236700057983398,38.69998931884766,rural,4,3,341,11,2010,Tanzania NPS 2010/2011,6,7,69.5,Tanzania,-.39868096,-.69651079,2.2580109,1,1
0403034001006501,0,0,5.900000095367432,57,270,Platforms (very low plateaus),4334001,-5.236700057983398,38.69998931884766,rural,4,3,341,11,2010,Tanzania NPS 2010/2011,0,6,63,Tanzania,-.39868098,-.69651079,-.88583499,1,1
0403034001007701,0,0,5.900000095367432,57,265,Platforms (very low plateaus),4334001,-5.236700057983398,38.69998931884766,rural,4,3,341,11,2010,Tanzania NPS 2010/2011,5,7,51.5,Tanzania,-.39868104,-.69651079,2.2580109,1,1
0403034001009301,0,0,6,82,267,Platforms (very low plateaus),4334001,-5.236700057983398,38.69998931884766,rural,4,3,341,11,2010,Tanzania NPS 2010/2011,0,6,66.5,Tanzania,-.39868104,-.68350476,2.2580109,1,1
0403034001015701,1,2,6.800000190734863,77,263,Platforms (very low plateaus),4334001,-5.236700057983398,38.69998931884766,rural,4,3,341,11,2010,Tanzania NPS 2010/2011,2,5,48.5,Tanzania,-.39868098,-.69217545,-.88582069,1,1
0403034001015703,1,1,10.19999980926514,88,287,Platforms (very low plateaus),4334001,-5.236700057983398,38.69998931884766,rural,4,3,341,11,2010,Tanzania NPS 2010/2011,0,6,51.5,Tanzania,2.5079329,-.70518112,2.2580109,1,1
0403034001015705,1,1,26.60000038146973,55,1658,Mid altitude mountains,4334001,-5.236700057983398,38.69998931884766,urban,9,3,123,1,2011,Tanzania NPS 2010/2011,4,7,71.5,Tanzania,-.39868096,3.7472081,-.88583499,1,1
0403034001017601,1,1,5.900000095367432,44,264,Platforms (very low plateaus),4334001,-5.236700057983398,38.69998931884766,rural,4,3,341,11,2010,Tanzania NPS 2010/2011,9,7,58,Tanzania,-.39868104,-.69217557,2.2580252,1,1
0403034001017602,1,3,4.699999809265137,48,196,Lowlands,4334001,-5.236700057983398,38.69998931884766,urban,4,3,282,4,2011,Tanzania NPS 2010/2011,0,8,91,Tanzania,2.5079329,-.71818614,-.88582069,1,1
0403034001020201,1,1,6.599999904632568,33,252,Platforms (very low plateaus),4334001,-5.236700057983398,38.69998931884766,rural,4,3,341,11,2010,Tanzania NPS 2010/2011,0,7,87,Tanzania,-.39868104,-.67049909,2.2580109,1,1
0403034001035101,1,2,8.300000190734863,78,230,Platforms (very low plateaus),4334001,-5.236700057983398,38.69998931884766,rural,4,3,341,11,2010,Tanzania NPS 2010/2011,18,5,78.5,Tanzania,-.39868098,-.7311936,-.88583499,1,1
0404024003005001,1,2,3.799999952316284,14,62,Lowlands,4424003,-4.994530200958252,39.08351898193359,rural,4,4,241,9,2011,Tanzania NPS 2010/2011,0,7,72.5,Tanzania,-.39868104,-.73553294,2.2580109,0,0
0404024003006401,0,0,3.799999952316284,15,66,Lowlands,4424003,-4.994530200958252,39.08351898193359,rural,4,4,241,9,2011,Tanzania NPS 2010/2011,0,6,45,Tanzania,-.39868104,-.7311976,2.2580109,0,0
0404024003007501,0,0,3.799999952316284,14,63,Lowlands,4424003,-4.994530200958252,39.08351898193359,rural,4,4,241,9,2011,Tanzania NPS 2010/2011,14,6,67,Tanzania,-.39868096,-.7311976,2.2580109,0,0
0404024003007901,1,2,4.099999904632568,62,66,Plains,4424003,-4.994530200958252,39.08351898193359,urban,4,4,203,9,2011,Tanzania NPS 2010/2011,0,7,60.5,Tanzania,-.39868104,-.73553377,2.2580109,1,1
0404024003009601,1,1,3.799999952316284,14,59,Lowlands,4424003,-4.994530200958252,39.08351898193359,rural,4,4,241,9,2011,Tanzania NPS 2010/2011,0,8,85,Tanzania,-.39868104,-.7311976,2.2580109,0,0
0404024003012301,1,2,3.400000095367432,8,69,Lowlands,4424003,-4.994530200958252,39.08351898193359,rural,4,4,241,9,2011,Tanzania NPS 2010/2011,2,7,74.5,Tanzania,-.3986811,-.73553318,-.88582069,1,1
0404024003012901,1,1,3.400000095367432,8,70,Lowlands,4424003,-4.994530200958252,39.08351898193359,rural,4,4,241,9,2011,Tanzania NPS 2010/2011,0,8,70.5,Tanzania,-.39868104,-.73119783,-.88583499,1,1
0404024003014901,0,0,1.799999952316284,4,39,Plains,4424003,-4.994530200958252,39.08351898193359,rural,4,4,241,9,2011,Tanzania NPS 2010/2011,10,5,62.5,Tanzania,-.39868096,-.70085073,2.2580109,0,0
0405002005000501,1,2,0,24,7,Plains,4502005,-5.441850185394287,38.97126007080078,urban,4,5,22,10,2010,Tanzania NPS 2010/2011,0,6,64,Tanzania,-.39867803,.64309961,-.88582069,1,1
0405002005000601,1,2,3.5,35,1176,Mid-altitude plateaus,4502005,-5.441850185394287,38.97126007080078,urban,20,5,83,2,2011,Tanzania NPS 2010/2011,14,5,84,Tanzania,-.39868098,-.6835053,-.88583499,1,1
0405002005004502,0,0,1.299999952316284,55,5,Plains,4502005,-5.441850185394287,38.97126007080078,urban,4,5,22,10,2010,Tanzania NPS 2010/2011,4,5,27.5,Tanzania,-.39868104,.63009351,2.2580109,1,1
0405002005004701,1,1,8.199999809265137,24,9,Plains,4502005,-5.441850185394287,38.97126007080078,urban,4,5,22,10,2010,Tanzania NPS 2010/2011,1,7,40.5,Tanzania,-.39868104,.65177029,-.88582069,1,1
0405002005004801,0,0,1.299999952316284,24,8,Plains,4502005,-5.441850185394287,38.97126007080078,urban,4,5,22,10,2010,Tanzania NPS 2010/2011,9,6,28.5,Tanzania,-.39868096,.64743495,2.2580109,1,1
0405002005005602,1,1,0,32,8,Plains,4502005,-5.441850185394287,38.97126007080078,urban,4,5,22,10,2010,Tanzania NPS 2010/2011,18,6,62,Tanzania,-.39868101,.63009369,-.88582069,1,1
0405002005005603,1,1,0,24,7,Plains,4502005,-5.441850185394287,38.97126007080078,urban,4,5,22,10,2010,Tanzania NPS 2010/2011,0,6,63.5,Tanzania,-.39868104,.64309961,-.88582069,1,1
0405002005006001,1,2,0,24,7,Plains,4502005,-5.441850185394287,38.97126007080078,urban,4,5,22,10,2010,Tanzania NPS 2010/2011,4,8,63,Tanzania,-.39867809,.64309961,-.88582069,1,1
0405010004001601,1,1,3.200000047683716,55,127,Plains,4510004,-5.539569854736328,38.86109924316406,rural,4,5,81,9,2011,Tanzania NPS 2010/2011,0,4,53,Tanzania,-.39868104,.8555336,2.2580109,1,1
0405010004003501,1,2,5.699999809265137,48,117,Lowlands,4510004,-5.539569854736328,38.86109924316406,rural,4,5,81,9,2011,Tanzania NPS 2010/2011,0,7,86.5,Tanzania,-.39868104,.94223976,2.2580109,1,1
0405010004003503,1,2,5.699999809265137,48,117,Lowlands,4510004,-5.539569854736328,38.86109924316406,rural,4,5,81,9,2011,Tanzania NPS 2010/2011,2,6,40,Tanzania,-.39868098,.94223976,2.2580109,1,1
0405010004004501,1,1,2.799999952316284,55,127,Lowlands,4510004,-5.539569854736328,38.86109924316406,rural,4,5,81,9,2011,Tanzania NPS 2010/2011,0,6,67.5,Tanzania,-.39868104,.85119826,2.2580109,1,1
0405010004005001,0,0,3.200000047683716,33,133,Plains,4510004,-5.539569854736328,38.86109924316406,rural,4,5,81,9,2011,Tanzania NPS 2010/2011,1,7,45,Tanzania,-.39868104,.87287468,2.2580109,1,1
0405010004008401,0,0,3.200000047683716,33,133,Plains,4510004,-5.539569854736328,38.86109924316406,rural,4,5,81,9,2011,Tanzania NPS 2010/2011,0,5,63.5,Tanzania,-.39868104,.87287468,-.88583499,1,1
0405010004008801,0,0,5,41,121,Lowlands,4510004,-5.539569854736328,38.86109924316406,rural,4,5,81,9,2011,Tanzania NPS 2010/2011,13,5,31,Tanzania,-.39868096,.96825176,2.2580109,1,1
0405010004011001,1,1,3.5,22,124,Lowlands,4510004,-5.539569854736328,38.86109924316406,rural,4,5,81,9,2011,Tanzania NPS 2010/2011,0,6,61.5,Tanzania,-.39868104,.91189253,2.2580109,1,1
0405010004014801,1,2,2.799999952316284,39,135,Plains,4510004,-5.539569854736328,38.86109924316406,rural,4,5,81,9,2011,Tanzania NPS 2010/2011,2,8,77,Tanzania,-.3986811,.76882786,2.2580109,1,1
0405010004014803,1,1,1.299999952316284,0,85,Plains,4510004,-5.539569854736328,38.86109924316406,rural,4,5,61,11,2011,Tanzania NPS 2010/2011,0,6,67.5,Tanzania,-.39868104,.18789114,2.2580109,1,1
0406003001004401,0,0,5.599999904632568,47,506,Low plateaus,4603001,-5.727159976959229,38.18618011474609,rural,4,6,31,9,2011,Tanzania NPS 2010/2011,20,5,34.5,Tanzania,-.39868096,-.23695524,2.2580109,1,1
0406003001028501,0,0,4.5,62,526,Low plateaus,4603001,-5.727159976959229,38.18618011474609,rural,4,6,31,9,2011,Tanzania NPS 2010/2011,0,6,48.5,Tanzania,-.39868104,-.18059623,-.88583499,1,1
0406003001034701,0,0,4.099999904632568,62,525,Low plateaus,4603001,-5.727159976959229,38.18618011474609,rural,4,6,31,9,2011,Tanzania NPS 2010/2011,0,5,53.5,Tanzania,-.39868104,-.18059623,2.2580109,1,1
0406003001035101,0,0,8.300000190734863,75,532,Low plateaus,4603001,-5.727159976959229,38.18618011474609,rural,4,6,31,9,2011,Tanzania NPS 2010/2011,0,8,67,Tanzania,-.39868096,-.16759023,-.88583499,1,1
0406003001039601,0,0,8.300000190734863,69,526,Low plateaus,4603001,-5.727159976959229,38.18618011474609,rural,4,6,31,9,2011,Tanzania NPS 2010/2011,0,4,45,Tanzania,-.39868096,-.16759026,2.2580109,1,1
0406003001089501,1,1,9.5,34,616,Low plateaus,4603001,-5.727159976959229,38.18618011474609,rural,4,6,71,9,2011,Tanzania NPS 2010/2011,0,7,48.5,Tanzania,-.39868098,-.10255903,2.2580109,1,1
0406003001094101,1,1,4.599999904632568,100,507,Platforms (very low plateaus),4603001,-5.727159976959229,38.18618011474609,rural,4,6,81,9,2011,Tanzania NPS 2010/2011,0,6,62,Tanzania,-.39868104,-.037531652,2.2580109,1,1
0406003001094103,0,0,3.599999904632568,85,329,Platforms (very low plateaus),4603001,-5.727159976959229,38.18618011474609,rural,6,1,133,10,2011,Tanzania NPS 2010/2011,0,7,80.5,Tanzania,-.39868104,-.47106153,.64888436,1,1
0406003001108301,1,1,5.699999809265137,75,532,High-altitude plains,4603001,-5.727159976959229,38.18618011474609,rural,4,6,81,9,2011,Tanzania NPS 2010/2011,1,7,51.5,Tanzania,-.39868104,.053510249,2.2580109,1,1
0406003001108305,0,0,7.599999904632568,0,574,Low plateaus,4603001,-5.727159976959229,38.18618011474609,rural,4,6,81,9,2011,Tanzania NPS 2010/2011,2,4,38.5,Tanzania,-.39868096,.21391498,2.2580109,1,1
0406017003005501,0,0,4.5,89,388,Platforms (very low plateaus),4617003,-5.633830070495606,38.40158843994141,rural,4,6,171,6,2011,Tanzania NPS 2010/2011,13,4,25,Tanzania,-.39868096,-.73118365,2.2580109,1,1
0406017003011401,1,1,4.5,89,390,Platforms (very low plateaus),4617003,-5.633830070495606,38.40158843994141,rural,4,6,171,6,2011,Tanzania NPS 2010/2011,24,8,87,Tanzania,-.39868098,-.73118365,2.2580109,1,1
0406017003011602,0,0,4.5,93,388,Platforms (very low plateaus),4617003,-5.633830070495606,38.40158843994141,rural,4,6,171,6,2011,Tanzania NPS 2010/2011,10,7,57.5,Tanzania,-.39868096,-.73551899,-.88583499,1,1
0406017003016802,1,2,5.199999809265137,82,378,Platforms (very low plateaus),4617003,-5.633830070495606,38.40158843994141,rural,4,6,171,6,2011,Tanzania NPS 2010/2011,0,6,49.5,Tanzania,-.39868096,-.73118329,-.88582069,1,1
0406017003030301,0,0,5.5,93,372,Platforms (very low plateaus),4617003,-5.633830070495606,38.40158843994141,rural,4,6,171,6,2011,Tanzania NPS 2010/2011,0,6,61,Tanzania,-.39868096,-.73118407,2.2580109,1,1
0406017003032801,0,0,5.5,93,372,Platforms (very low plateaus),4617003,-5.633830070495606,38.40158843994141,rural,4,6,171,6,2011,Tanzania NPS 2010/2011,0,6,40,Tanzania,-.39868098,-.73118412,2.2580109,1,1
0406017003040701,0,0,6.599999904632568,37,357,Platforms (very low plateaus),4617003,-5.633830070495606,38.40158843994141,rural,4,6,171,6,2011,Tanzania NPS 2010/2011,0,7,46,Tanzania,-.39868096,-.59678936,2.2580109,1,1
0406019002017601,1,1,5,75,739,Low plateaus,4619002,-5.422979831695557,37.98640060424805,rural,4,6,193,10,2010,Tanzania NPS 2010/2011,0,5,55,Tanzania,-.39868104,1.4017836,-.88583499,1,1
