"","lat","lon","mkt"
"1","0.916289","31.766471","Kiboga"
"2","0.3100545","32.574313","Owino"
"3","0.6045833","33.4719832","Iganga"
"4","0.4311962","33.2133279","Jinja"
"5","1.397035","34.4477391","Kapchorwa"
"6","2.7721556","32.302326","Gulu"
"7","2.244023","32.8976708","Lira"
"8","-0.6066829","30.6756735","Mbarara"
