"","FNID","mkt","weights"
"1","MW2012C3999918","NSANJE",0.0215048883342362
"2","MW2012C3999918","NGABU",0.052764583437714
"3","MW2012C3999918","CHIKWAWA",0.0242119065328438
"4","MW2012C3999918","BANGULA",0.0355910875084852
"5","MW2012C3999918","PHALOMBE",0.0824441905546289
"6","MW2012C3999918","LUNZU",0.0752610878537824
"7","MW2012C3999918","MWANZA",0.0256971571962037
"8","MW2012C3999918","LIWONDE",0.0325508508312746
"9","MW2012C3999918","NTAJA",0.0536413526282628
"10","MW2012C3999918","MANGOCHI",0.030037519747621
"11","MW2012C3999918","LIZULU",0.0340319458931902
"12","MW2012C3999918","MTAKATAKA",0.0226363285636303
"13","MW2012C3999918","MONKEY BAY",0.0236150896318204
"14","MW2012C3999918","NKHOMA",0.0635485564077646
"15","MW2012C3999918","LILONGWE",0.0837904813109149
"16","MW2012C3999918","KASIYA",0.0619775455613267
"17","MW2012C3999918","SANTHE",0.0401202801012963
"18","MW2012C3999918","NTCHISI",0.0394284001278015
"19","MW2012C3999918","KASUNGU",0.0414967250798596
"20","MW2012C3999918","MKANDA",0.00292675602542228
"21","MW2012C3999918","MWANSAMBO",0.0169570960865825
"22","MW2012C3999918","NKHOTAKOTA",0.0169675591124329
"23","MW2012C3999918","CHATOLOMA",0.0273179199854991
"24","MW2012C3999918","DWANGWA",0.0193814928530838
"25","MW2012C3999918","HEWE",0.0240405470621322
"26","MW2012C3999918","RUMPHI",0.0263974307572806
"27","MW2012C3999918","NTHALIRE",0.00575273653813561
"28","MW2012C3999918","CHILUMBA",0.015908484276774
"29","MW2012C3030519","LIMBE",0.475933176341563
"30","MW2012C3030519","LUCHENZA",0.152718302909158
"31","MW2012C3030519","LUNZU",0.371348520749279
"32","MW2012C3030506","LIMBE",0.193969992719735
"33","MW2012C3030506","LUCHENZA",0.0622414439169088
"34","MW2012C3030506","CHIRADZULU",0.188986554324039
"35","MW2012C3030506","LUNZU",0.151345763327345
"36","MW2012C3030506","MAYAKA",0.0761464547539094
"37","MW2012C3030506","ZOMBA",0.15352247281806
"38","MW2012C3030506","MWANZA",0.051675520273612
"39","MW2012C3030506","TSANGANO",0.0273399318806455
"40","MW2012C3030506","NTONDA",0.0947718659857455
"41","MW2012C3031005","NGABU",0.247111018296349
"42","MW2012C3031005","CHIKWAWA",0.113390999955297
"43","MW2012C3031005","BANGULA",0.166682825931494
"44","MW2012C3031005","LUNZU",0.352468319580179
"45","MW2012C3031005","MWANZA",0.120346836236681
"46","MW2012C3030404","LIMBE",0.506506532443649
"47","MW2012C3030404","CHIRADZULU",0.493493467556351
"48","MW2012C3010107","CHITIPA",0.513404889419769
"49","MW2012C3010102","NTHALIRE",0.0830989088727595
"50","MW2012C3010102","CHILUMBA",0.229799796402255
"51","MW2012C3010102","CHITIPA",0.188348930643497
"52","MW2012C3020815","MTAKATAKA",1
"53","MW2012C3020803","BEMBEKE",0.038225321499914
"54","MW2012C3020803","LIZULU",0.127717061806342
"55","MW2012C3020803","MTAKATAKA",0.0849509276755271
"56","MW2012C3020803","NKHOMA",0.238488710927881
"57","MW2012C3020803","LILONGWE",0.314453781572057
"58","MW2012C3020803","SALIMA",0.196164196518278
"59","MW2012C3020403","NKHOMA",0.165612491703145
"60","MW2012C3020403","KASIYA",0.161518314974696
"61","MW2012C3020403","DOWA",0.119127542007346
"62","MW2012C3020403","SALIMA",0.136221296353779
"63","MW2012C3020403","MPONELA",0.102066593056473
"64","MW2012C3020403","SANTHE",0.104556577379497
"65","MW2012C3020403","NTCHISI",0.102753484235497
"66","MW2012C3020403","KASUNGU",0.108143700289567
"67","MW2012C3010209","NTHALIRE",0.131249358668385
"68","MW2012C3010209","CHILUMBA",0.362953934161804
"69","MW2012C3010201","NTHALIRE",0.102382553304146
"70","MW2012C3010201","CHILUMBA",0.283126339726806
"71","MW2012C3020103","KASIYA",0.231977777018165
"72","MW2012C3020103","SANTHE",0.150167505133541
"73","MW2012C3020103","NTCHISI",0.147577845011297
"74","MW2012C3020103","KASUNGU",0.155319445944088
"75","MW2012C3020103","MKANDA",0.0109546505997106
"76","MW2012C3020103","NKHOTAKOTA",0.0635084304916806
"77","MW2012C3020103","CHATOLOMA",0.102249133837118
"78","MW2012C3020103","DWANGWA",0.0725436218332165
"79","MW2012C3020103","JENDA",0.0657015901311828
"80","MW2012C3020619","LILONGWE",0.570747376152656
"81","MW2012C3020619","BOWE",0.117884594853494
"82","MW2012C3020619","DOWA",0.31136802899385
"83","MW2012C3020703","MCHINJI",0.250727188748005
"84","MW2012C3020703","KASIYA",0.442164006281587
"85","MW2012C3020703","SANTHE",0.286228562652181
"86","MW2012C3020703","MKANDA",0.0208802423182275
"87","MW2012C3030816","CHIRADZULU",0.532690918502366
"88","MW2012C3030816","PHALOMBE",0.467309081497634
"89","MW2012C3030613","MWANZA",0.653992590876133
"90","MW2012C3030613","TSANGANO",0.346007409123867
"91","MW2012C3010508","JENDA",0.114736716219991
"92","MW2012C3010508","EMBANGWENI",0.109679679942596
"93","MW2012C3010508","MZIMBA",0.218150297940273
"94","MW2012C3010508","MZUZU",0.127587434721005
"95","MW2012C3010508","MPAMBA",0.100163131169196
"96","MW2012C3010508","HEWE",0.157138604071058
"97","MW2012C3010508","RUMPHI",0.17254413593588
"98","MW2012C3031313","MWANZA",0.653992590876133
"99","MW2012C3031313","TSANGANO",0.346007409123867
"100","MW2012C3010311","DWANGWA",0.262770615121344
"101","MW2012C3010311","MZIMBA",0.452487762400044
"102","MW2012C3010311","NKHATABAY",0.284741622478612
"103","MW2012C3010309","DWANGWA",0.114458251511538
"104","MW2012C3010309","JENDA",0.103662995283475
"105","MW2012C3010309","EMBANGWENI",0.0990940347532917
"106","MW2012C3010309","MZIMBA",0.197095699192853
"107","MW2012C3010309","NKHATABAY",0.124028435319566
"108","MW2012C3010309","MZUZU",0.11527343713023
"109","MW2012C3010309","MPAMBA",0.0904959679520734
"110","MW2012C3010309","RUMPHI",0.155891178856973
"111","MW2012C3020211","MWANSAMBO",0.318107698759425
"112","MW2012C3020211","NKHOTAKOTA",0.318303980543661
"113","MW2012C3020211","DWANGWA",0.363588320696914
"114","MW2012C3020209","DWANGWA",0.275658911847213
"115","MW2012C3020209","JENDA",0.24965983755033
"116","MW2012C3020209","MZIMBA",0.474681250602457
"117","MW2012C3020213","NTCHISI",0.537515444341512
"118","MW2012C3020213","MWANSAMBO",0.231170958197064
"119","MW2012C3020213","NKHOTAKOTA",0.231313597461424
"120","MW2012C3031116","NGABU",0.597183891793918
"121","MW2012C3031116","BANGULA",0.402816108206082
"122","MW2012C3020915","MTAKATAKA",1
"123","MW2012C3020913","TSANGANO",0.0895184635037748
"124","MW2012C3020913","NTONDA",0.310309179388829
"125","MW2012C3020913","NTCHEU",0.157404841134967
"126","MW2012C3020913","SHARPEVALEY",0.226655056248122
"127","MW2012C3020913","BEMBEKE",0.067066242951859
"128","MW2012C3020913","MTAKATAKA",0.149046216772448
"129","MW2012C3020303","MPONELA",0.285776510654689
"130","MW2012C3020303","NTCHISI",0.287699738994763
"131","MW2012C3020303","KASUNGU",0.302791818484031
"132","MW2012C3020303","MWANSAMBO",0.123731931866517
"133","MW2012C3030904","PHALOMBE",0.685263330041821
"134","MW2012C3030904","MAYAKA",0.314736669958179
"135","MW2012C3010417","HEWE",0.427838430904424
"136","MW2012C3010417","RUMPHI",0.469782793457839
"137","MW2012C3010417","NTHALIRE",0.102378775637737
"138","MW2012C3030716","NGABU",0.157998967431922
"139","MW2012C3030716","CHIKWAWA",0.0725004535715381
"140","MW2012C3030716","LIMBE",0.288832798240317
"141","MW2012C3030716","LUCHENZA",0.0926811934205404
"142","MW2012C3030716","BANGULA",0.106574423784809
"143","MW2012C3030716","CHIRADZULU",0.281412163550874
"144","MW2012C3010611","NKHATABAY",1
"145","MW2012C3031213","TSANGANO",0.110253464968799
"146","MW2012C3031213","NTONDA",0.382185539163106
"147","MW2012C3031213","LIWONDE",0.263971439285983
"148","MW2012C3031213","MANGOCHI",0.243589556582112
"149","MW2012C3031206","ZOMBA",0.301399357410544
"150","MW2012C3031206","TSANGANO",0.0536744735100779
"151","MW2012C3031206","NTONDA",0.186058620502768
"152","MW2012C3031206","LIWONDE",0.128508687045639
"153","MW2012C3031206","NTAJA",0.211772645616595
"154","MW2012C3031206","MANGOCHI",0.118586215914377
"155","MW2012C3030206","LIWONDE",1
"156","MW2012C3030115","MANGOCHI",0.160019216858461
"157","MW2012C3030115","SHARPEVALEY",0.183382764430852
"158","MW2012C3030115","NAMWERA",0.131740484802323
"159","MW2012C3030115","MTAKATAKA",0.120590767804317
"160","MW2012C3030115","MONKEY BAY",0.125804932653455
"161","MW2012C3030115","SALIMA",0.278461833450593
"162","MW2012C3030112","NTONDA",0.193122224772132
"163","MW2012C3030112","LIWONDE",0.133387442504607
"164","MW2012C3030112","NTAJA",0.219812467473114
"165","MW2012C3030112","MANGOCHI",0.123088270690216
"166","MW2012C3030112","SHARPEVALEY",0.141059728895876
"167","MW2012C3030112","MTAKATAKA",0.0927595407704554
"168","MW2012C3030112","MONKEY BAY",0.0967703248936008
"169","MW2012C3030114","NTAJA",0.364233445413553
"170","MW2012C3030114","MANGOCHI",0.203959609019798
"171","MW2012C3030114","NAMWERA",0.167915693501531
"172","MW2012C3030114","CHIMBIYA",0.103540980513317
"173","MW2012C3030114","MONKEY BAY",0.1603502715518
"174","MW2012C3020515","MTAKATAKA",0.24641120438112
"175","MW2012C3020515","SALIMA",0.568999741888029
"176","MW2012C3020515","MWANSAMBO",0.184589053730851
"177","MW2012C3020513","MTAKATAKA",0.0941014365919531
"178","MW2012C3020513","NKHOMA",0.264177577848179
"179","MW2012C3020513","DOWA",0.190026882506654
"180","MW2012C3020513","SALIMA",0.217294068533097
"181","MW2012C3020513","NTCHISI",0.16390772399857
"182","MW2012C3020513","MWANSAMBO",0.0704923105215472
"183","MW2012C3020813","MTAKATAKA",1
"184","MW2012C3030606","LUNZU",0.316189297235444
"185","MW2012C3030606","ZOMBA",0.320736846033795
"186","MW2012C3030606","MWANZA",0.10795972137158
"187","MW2012C3030606","TSANGANO",0.0571181753473261
"188","MW2012C3030606","NTONDA",0.197995960011854
