year,month,market,maize_price,missing
2008,9,SHARPEVALEY,53.718,1
2008,9,THETE,37.0,0
2008,9,THONDWE,49.6,0
2008,9,TSANGANO,53.1725,0
2008,9,ZOMBA,46.760000000000005,0
2008,10,BALAKA,57.074999999999996,0
2008,10,BANGULA,63.27,0
2008,10,BEMBEKE,55.593333333333334,0
2008,10,BOWE,54.875,0
2008,10,BVUMBWE,59.31333333333333,1
2008,10,CHAMAMA,59.31333333333333,1
2008,10,CHATOLOMA,45.0,0
2008,10,CHIKWAWA,60.22,0
2008,10,CHILINGA,59.31333333333333,1
2008,10,CHILUMBA,52.0,0
2008,10,CHIMBIYA,47.6325,0
2008,10,CHINTHECHE,56.85,0
2008,10,CHIRADZULU,55.275000000000006,0
2008,10,CHITIPA,51.044999999999995,0
2008,10,DOWA,57.5,0
2008,10,DWANGWA,61.16,0
2008,10,EMBANGWENI,48.5,0
2008,10,HEWE,50.2275,0
2008,10,JALI,55.47,0
2008,10,JENDA,48.5,1
2008,10,KARONGA,60.285000000000004,0
2008,10,KASIYA,38.5,0
2008,10,KASUNGU,53.88333333333333,0
2008,10,LILONGWE,55.5,0
2008,10,LIMBE,56.55,0
2008,10,LIWONDE,58.66,0
2008,10,LIZULU,53.35999999999999,0
2008,10,LUCHENZA,72.0375,0
2008,10,LUNZU,56.355,0
2008,10,MADISI,45.0,0
2008,10,MALOMO,51.5,0
2008,10,MANGOCHI,59.755,0
2008,10,MAYAKA,55.275000000000006,1
2008,10,MCHINJI,52.737500000000004,0
2008,10,MIGOWI,59.31333333333333,1
2008,10,MISUKU,37.29666666666667,0
2008,10,MITUNDU,45.004999999999995,0
2008,10,MKANDA,39.400000000000006,0
2008,10,MONKEY BAY,60.067499999999995,0
2008,10,MPAMBA,58.68,0
2008,10,MPONELA,51.18000000000001,0
2008,10,MTAKATAKA,67.66666666666667,0
2008,10,MULOZA,59.31333333333333,0
2008,10,MWANSAMBO,52.0,0
2008,10,MWANZA,58.82,0
2008,10,MZIMBA,48.276666666666664,0
2008,10,MZUZU,57.7175,0
2008,10,NAMBUMA,58.8875,0
2008,10,NAMWERA,48.25666666666667,0
2008,10,NANJIRI,50.765,0
