"y3_hhid","FCS","HDDS","rCSI","rural","FS_month","FS_year","clusterid","region2","region3","region4","region5","region6","region7","region8","region9","region10","region11","region12","region13","region14","region15","region16","region17","region18","region19","region20","region21","region51","region52","region53","region54","region55","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","slope","head_age","female_head","asset_index","Cellphone","num_cell","floor_dirt_sand_dung","roof_not_natural","roof_iron"
"1654-006",50,6,0,1,10,2013,9312005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,134.7,29,0,0,0,0,1.117057,24,0,-0.99011027338237,1,2,0,0,0
"1655-001",23,3,1,0,4,2013,9312005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39.1,71,1,0,1,0,2.461411,45,0,-0.974219159450205,0,0,1,0,0
"1655-103",90,6,0,0,6,2013,9312005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,8.7,26,0,1,0,0,3.107686,37,0,-0.455868827063573,1,2,0,1,1
"1656-001",33,5,28,0,4,2013,9312005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39.3,68,1,0,1,0,2.461411,25,0,-0.455868827063573,1,1,1,0,0
"1657-001",47,5,0,0,4,2013,9312005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,71,1,0,1,0,2.461411,90,0,-0.471759940995738,1,1,1,1,1
"1658-001",31,4,0,0,4,2013,9312005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,38.9,80,1,0,1,0,4.086342,65,1,-0.974219159450205,0,0,1,0,0
"1658-002",19,2,11,0,7,2013,9312005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,47.6,61,1,0,0,0,3.299869,21,0,-0.974219159450205,0,0,1,1,1
"1659-001",35,5,0,0,10,2013,9312005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,38.9,79,1,0,1,0,3.352287,26,1,-0.974219159450205,1,1,1,0,0
"1660-001",20.5,4,0,0,4,2013,9312005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.8,84,1,0,1,0,3.352287,82,0,-0.974219159450205,0,0,1,0,0
"1661-001",60.5,3,0,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,56.4,22,0,1,0,0,3.771698,30,0,-0.99011027338237,0,0,1,0,0
"1662-001",68.5,6,14,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,31.5,37,0,1,0,0,5.013288,22,0,-0.471759940995738,1,2,1,0,0
"1663-002",59,6,10,1,7,2013,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,76.4,28,1,0,0,0,3.107686,69,0,-0.974219159450205,0,0,1,1,1
"1664-001",48.5,5,21,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,36.1,35,0,1,0,0,3.037807,35,1,-0.974219159450205,0,0,1,0,0
"1664-003",43,5,14,1,3,2013,9320004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,20.7,28,0,1,0,0,5.363294,75,0,-0.455868827063573,0,0,1,0,0
"1665-001",50,5,0,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,36.8,31,0,1,0,0,3.037807,44,0,-0.99011027338237,1,1,1,0,0
"1666-001",75,6,0,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7,43,0,1,0,0,3.037807,53,0,2.39459750001448,1,2,0,1,1
"1667-001",73.5,5,18,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,36.7,47,0,1,0,0,2.967931,31,0,-0.471759940995738,1,1,0,0,0
"1668-001",54,5,19,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,40.4,39,0,1,0,0,3.701787,58,0,-0.99011027338237,0,0,1,0,0
"1668-002",53.5,5,0,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,40.4,39,0,1,0,0,3.701787,67,0,-0.471759940995738,0,0,1,0,0
"1669-001",69,6,0,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,40,31,0,1,0,0,3.701787,35,0,-0.471759940995738,1,2,1,0,0
"1669-002",61.5,5,0,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,21.5,55,0,1,0,0,1.518553,26,1,-0.974219159450205,0,0,1,0,0
"1670-001",43.5,6,0,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,36.6,45,0,1,0,0,3.492077,58,1,-0.471759940995738,1,3,1,1,1
"1671-001",78,6,8,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,36.7,45,0,1,0,0,2.967931,58,0,-0.974219159450205,0,0,1,1,1
"1672-001",47.5,5,0,1,12,2012,9320004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,36.7,45,0,1,0,0,3.492077,24,0,-0.974219159450205,0,0,1,0,0
"1673-001",29.5,2,23,1,7,2013,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,34.1,53,0,1,0,0,4.45353,58,1,-0.974219159450205,1,1,1,0,0
"1673-002",60,6,0,0,10,2013,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,22,0,0,0,0,2.653523,25,0,0.919801889889181,1,2,0,1,1
"1674-001",74,6,14,1,7,2013,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,33.7,55,0,1,0,0,4.45353,53,0,-0.455868827063573,1,2,1,0,0
"1674-003",40,5,0,0,11,2013,9327004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.3,2,0,1,0,0,1.937558,40,0,0.401451557502549,1,2,0,1,1
"1675-001",48.5,5,0,1,7,2013,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,33.5,57,0,1,0,0,3.929011,35,1,-0.974219159450205,0,0,1,0,0
"1676-001",45,6,15,0,12,2012,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.3,26,0,1,0,0,9.857952,55,0,-0.455868827063573,1,3,0,1,1
"1677-001",41,5,0,1,7,2013,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,33.5,57,0,1,0,0,4.06886,25,0,-0.471759940995738,0,0,1,1,1
"1679-001",51,5,0,1,7,2013,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,33.8,60,0,1,0,0,3.387233,38,1,-0.99011027338237,1,1,1,1,1
"1680-001",60,6,0,1,7,2013,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,33.7,57,0,1,0,0,3.387233,50,0,3.77026821696724,1,4,0,1,1
"1680-006",42.5,5,0,1,7,2013,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,33.4,57,0,1,0,0,3.929011,40,1,-0.974219159450205,1,2,1,0,0
"1681-001",48.5,5,0,1,7,2013,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,33.8,57,0,1,0,0,3.387233,45,0,0.609391231195273,1,2,0,1,1
"1682-001",71,6,0,1,7,2013,9327004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,33.6,60,0,1,0,0,3.387233,24,0,-0.455868827063573,1,1,1,0,0
"1683-001",28.5,3,26,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4,81.4,12,0,0,0,0,0.9948705,33,0,-0.99011027338237,0,0,1,1,1
"1684-001",6,2,0,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,81.5,12,0,1,0,0,0.9425057,39,0,-0.99011027338237,0,0,1,0,0
"1684-002",17,3,0,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,91.2,31,0,1,0,0,0.9599606,21,1,-0.974219159450205,0,0,1,1,1
"1685-001",31.5,4,0,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.6,81.8,20,0,1,0,0,0.9075961,46,0,0.903910775957016,1,3,0,1,1
"1685-003",26,5,15,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1,81.2,55,0,0,0,0,3.334814,32,0,-0.471759940995738,0,0,1,0,0
"1685-008",69,6,0,1,3,2013,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,57.4,35,0,1,0,0,3.36976,23,1,-0.974219159450205,1,1,0,1,1
"1686-001",25,4,0,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1,83.7,32,0,1,0,0,0.9250509,59,0,-0.974219159450205,0,0,1,1,1
"1686-003",40.5,3,15,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,81.6,16,0,1,0,0,0.9075961,22,0,-0.974219159450205,0,0,1,0,0
"1687-001",28,3,3,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.2,81.1,4,0,0,0,0,0.9948705,43,0,0.609391231195273,0,0,1,1,1
"1687-006",23.5,3,0,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.2,81.3,47,0,0,0,0,3.334814,32,0,-0.974219159450205,0,0,1,1,1
"1688-001",33.5,5,0,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.1,81.2,8,0,0,0,0,0.9948705,44,0,-0.471759940995738,0,0,1,0,0
"1689-001",42,4,0,1,3,2013,9407003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,23.3,11,0,1,0,0,14.92726,38,0,-0.974219159450205,0,0,1,0,0
"1689-002",23.5,3,24,1,3,2013,9407003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,24,6,0,1,0,0,14.9451,33,1,-0.455868827063573,0,0,1,0,0
"1690-001",25,4,4,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.1,81.3,8,0,0,0,0,0.9948705,51,0,-0.471759940995738,0,0,1,0,0
"1691-001",23.5,3,0,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,68.2,41,0,1,0,0,0.8901414,63,1,-0.974219159450205,0,0,1,0,0
"1691-003",30.5,6,18,1,1,2013,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3,51.4,65,0,0,0,0,1.832801,40,0,-0.974219159450205,0,0,1,1,1
"1691-005",28,3,0,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9,80.4,0,0,1,0,0,0.8901414,30,0,-0.471759940995738,1,1,0,1,1
"1692-002",38.5,4,0,1,11,2012,9407003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.2,81.4,12,0,0,0,0,0.9948705,70,1,-0.99011027338237,0,0,1,1,1
"1693-001",56,5,0,1,3,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3,77.3,44,0,1,0,0,1.972478,61,1,-0.974219159450205,0,0,1,0,0
"1694-001",24.5,3,10,1,10,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.4,77.2,43,0,1,0,0,2.147085,27,0,-0.99011027338237,0,0,1,1,1
"1696-001",53,5,0,1,3,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1,77.3,45,0,1,0,0,1.972478,44,1,-0.99011027338237,1,1,1,0,0
"1697-001",37,6,0,0,4,2013,9411002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,8.9,0,0,1,0,0,3.002868,23,0,-0.455868827063573,1,2,0,1,0
"1698-001",39,4,14,1,3,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2,77.1,44,0,1,0,0,1.972478,72,1,-0.974219159450205,0,0,1,0,0
"1699-001",42,7,0,1,3,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1,77.2,44,0,1,0,0,1.972478,78,0,-0.974219159450205,0,0,1,1,1
"1700-001",69,5,25,1,3,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3,77.2,44,0,1,0,0,1.972478,61,0,-0.974219159450205,0,0,1,0,0
"1700-102",28,4,42,0,7,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9,87.2,36,0,1,0,0,1.378898,44,0,-0.99011027338237,0,0,1,0,0
"1701-001",54,4,0,1,3,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,75.5,42,0,1,0,0,2.182008,82,0,-0.99011027338237,0,0,1,0,0
"1702-001",14,1,9,1,3,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9,76.4,35,0,1,0,0,2.129624,72,0,-0.99011027338237,0,0,1,0,0
"1702-003",14,1,0,1,3,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2,77,40,0,1,0,0,1.972478,38,1,-0.974219159450205,0,0,1,1,1
"1703-002",68,5,20,1,3,2013,9411002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3,77.6,36,0,1,0,0,1.972478,81,1,-0.974219159450205,0,0,1,0,0
"1704-001",45.5,3,33,0,10,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.5,31,0,0,0,0,3.806655,35,0,-0.974219159450205,1,1,0,1,1
"1706-001",41,6,0,0,10,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.6,31,0,0,0,0,3.806655,49,0,-0.471759940995738,1,3,0,1,1
"1707-001",77,5,0,0,10,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.6,31,0,0,0,0,3.806655,67,1,2.17076671238959,1,1,0,1,1
"1707-008",28,3,4,1,1,2013,9501004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,31.4,47,1,0,1,0,1.71059,48,0,-0.471759940995738,1,1,1,0,0
"1708-001",73,7,0,0,11,2012,9501004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,9.7,14,0,1,0,0,3.36976,42,0,5.12284702628992,1,3,0,1,1
"1709-001",40,5,0,0,10,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,68,0,0,0,0,3.876571,48,0,0.919801889889181,1,5,0,1,1
"1709-006",44,6,0,0,12,2012,9501004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,13.5,55,0,1,0,0,1.85026,50,0,2.70500815870839,1,3,0,1,1
"1710-001",64,6,14,1,11,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.2,55,0,1,0,0,1.396354,85,0,-0.974219159450205,0,0,1,1,1
"1711-001",31,6,0,1,7,2013,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,59.2,10,0,1,0,0,2.077241,48,1,-0.974219159450205,0,0,1,1,1
"1712-001",50,6,0,1,10,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4.6,98,0,0,0,0,5.503333,35,0,-0.99011027338237,1,1,1,0,0
"1713-002",64,6,3,0,10,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.5,31,0,0,0,0,3.806655,59,1,-0.471759940995738,1,2,0,1,1
"1713-003",41,6,0,0,11,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.4,31,0,0,0,0,2.531268,30,0,2.00095306208019,1,2,0,1,1
"1714-001",89,6,18,0,12,2012,9501004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,10.7,24,0,0,0,0,2.932994,22,0,2.70500815870839,1,3,0,1,1
"1715-001",36.5,3,42,1,11,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,14.9,84,0,1,0,0,2.05978,30,1,-0.974219159450205,1,1,1,0,0
"1716-001",32.5,5,10,0,10,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.5,31,0,0,0,0,3.806655,90,0,-0.455868827063573,1,1,0,1,1
"1716-004",35.5,4,42,1,10,2012,9501004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5.2,89,0,0,0,0,7.150547,21,0,-0.974219159450205,1,1,1,0,0
"1717-001",53,5,0,0,4,2013,9502026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,0,0,0,2.653523,37,0,0.919801889889181,1,2,0,1,1
"1717-102",61,6,0,0,6,2013,9502026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,6.6,0,0,1,0,0,2.688454,40,0,0.919801889889181,1,2,1,1,1
"1718-001",42,6,0,1,4,2013,9502026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4.6,100,0,0,0,0,5.503333,46,0,-0.455868827063573,1,2,0,1,1
"1719-002",59.5,6,0,1,11,2012,9502026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,67.5,40,0,1,0,0,1.71059,55,1,-0.471759940995738,1,2,1,1,1
"1719-007",42,3,0,1,11,2012,9502026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,66.7,53,0,1,0,0,1.762965,72,0,-0.974219159450205,0,0,0,1,1
"1720-001",49,7,21,0,4,2013,9502026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.6,53,0,0,0,0,3.42218,74,1,-0.455868827063573,1,1,0,1,1
"1721-001",37,6,6,1,10,2013,9502026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9,68.3,6,0,1,0,0,1.658215,55,0,-0.455868827063573,1,1,1,0,0
"1721-006",48,5,0,1,4,2013,9502026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9,68.8,6,0,1,0,0,1.937558,33,0,-0.974219159450205,0,0,1,0,0
"1721-007",40,3,0,1,4,2013,9502026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9,68.3,6,0,1,0,0,1.658215,77,1,-0.974219159450205,0,0,1,1,1
"1722-001",60,6,0,0,4,2013,9502026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.7,43,0,0,0,0,3.42218,36,0,5.10695591235776,1,2,0,1,1
"1723-001",27.5,3,0,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,7.8,11,0,1,0,0,8.362083,62,0,2.00095306208019,1,1,0,1,1
"1724-001",42.5,5,0,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,7.6,16,0,1,0,0,5.941095,46,0,-0.471759940995738,1,1,1,0,0
"1724-002",38,5,0,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,13.1,53,0,1,0,0,2.199469,63,1,-0.974219159450205,0,0,1,0,0
"1724-003",27.5,3,0,0,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26.4,26,0,0,0,0,0,24,0,-0.455868827063573,1,1,1,0,0
"1725-001",56,6,0,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6.9,24,0,0,0,0,3.719265,45,0,-0.455868827063573,1,2,0,1,1
"1726-001",61,5,0,0,12,2012,9503001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,41,0,0.401451557502549,1,2,0,1,1
"1727-001",21,2,0,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,11.8,96,0,1,0,0,6.940067,62,0,-0.471759940995738,1,1,1,0,0
"1728-001",34,5,0,0,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.2,62,0,0,0,0,1.745507,67,0,-0.974219159450205,1,1,1,1,1
"1729-001",30,5,7,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.9,12,0,0,0,0,3.21251,64,1,-0.974219159450205,0,0,1,1,1
"1730-001",38.5,4,0,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,10,84,0,1,0,0,6.238901,60,0,-0.455868827063573,0,0,1,0,0
"1730-002",42.5,5,0,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17.3,33,0,1,0,0,2.129624,47,0,-0.471759940995738,1,3,1,1,1
"1731-001",37,5,2,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,10,84,0,1,0,0,6.238901,84,1,-0.471759940995738,1,1,1,0,0
"1733-001",69,6,0,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,7.3,31,0,0,0,0,4.103825,31,0,0.625282345127438,1,1,1,1,1
"1734-001",68.5,5,0,1,11,2012,9503001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,7.1,28,0,0,0,0,3.177568,84,1,-0.974219159450205,0,0,1,0,0
"1735-001",35.5,4,6,0,4,2013,9512003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,5.8,44,0,0,0,0,4.960798,60,0,-0.471759940995738,1,1,0,1,1
"1735-003",48,6,0,0,6,2013,9512003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4.3,0,0,1,0,0,1.623299,NA,1,-0.455868827063573,1,3,0,1,1
"1735-004",31.5,3,0,1,4,2013,9512003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,5.7,48,0,0,0,0,4.960798,20,1,-0.99011027338237,1,1,0,1,1
"1736-001",64,5,36,1,4,2013,9512003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,5.6,60,0,0,0,0,4.960798,82,0,-0.974219159450205,0,0,1,0,0
"1737-001",38.5,4,42,1,4,2013,9512003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,5.6,48,0,0,0,0,4.960798,88,1,-0.974219159450205,0,0,0,1,1
"1738-001",39.5,5,0,1,4,2013,9512003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4,68,0,0,0,0,4.960798,66,0,-0.471759940995738,1,3,1,0,0
"1738-002",19.5,3,14,1,7,2013,9512003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,19.5,50,0,1,0,0,4.366094,63,0,-0.471759940995738,1,1,1,1,1
"1739-001",52.5,5,0,1,3,2013,9512003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,23.3,60,0,1,0,0,2.75832,42,0,-0.99011027338237,0,0,1,0,0
"1740-001",23.5,2,32,1,4,2013,9512003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5.2,89,0,0,0,0,7.150547,54,1,-0.974219159450205,0,0,1,0,0
