"y3_hhid","FCS","HDDS","rCSI","rural","FS_month","FS_year","clusterid","region2","region3","region4","region5","region6","region7","region8","region9","region10","region11","region12","region13","region14","region15","region16","region17","region18","region19","region20","region21","region51","region52","region53","region54","region55","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","slope","head_age","female_head","asset_index","Cellphone","num_cell","floor_dirt_sand_dung","roof_not_natural","roof_iron"
"0839-001",80,6,0,0,3,2013,7111066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5.2,0,0,1,0,0,1.204335,70,0,0.401451557502549,1,3,0,1,1
"0839-003",92,7,0,0,3,2013,7111066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6.8,10,0,1,0,0,2.898057,23,0,0.401451557502549,1,1,0,1,1
"0840-001",48,5,0,0,3,2013,7111066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,6.3,0,0,1,0,0,1.780424,38,0,2.18665782632176,1,5,0,1,1
"0840-005",68,6,0,0,5,2013,7111066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,5.4,0,0,1,0,0,1.431268,29,0,0.401451557502549,1,2,0,1,1
"0841-001",84,6,0,0,3,2013,7111066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,8.9,18,0,1,0,0,2.496339,28,0,0.919801889889181,1,2,0,1,1
"0842-001",107,7,7,0,3,2013,7111066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,5.2,0,0,1,0,0,1.204335,32,1,0.401451557502549,1,1,0,1,1
"0843-001",61,6,0,0,4,2013,7111066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.4,24,0,1,0,0,4.418555,36,0,-0.455868827063573,1,2,0,1,1
"0844-001",66,6,20,0,12,2012,7111100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5.4,0,0,1,0,0,1.780424,27,0,0.401451557502549,1,1,0,1,1
"0845-001",35,5,0,0,12,2012,7111100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,5.4,0,0,1,0,0,1.483639,39,0,-0.455868827063573,1,1,0,1,1
"0846-001",63,6,0,0,12,2012,7111100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,0,0,1,0,0,1.483639,43,1,2.70500815870839,1,2,0,1,1
"0847-001",77,6,18,0,12,2012,7111100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,5.3,0,0,1,0,0,1.483639,38,0,2.70500815870839,1,2,0,1,1
"0848-001",74,7,11,0,12,2012,7111100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.6,0,0,1,0,0,1.728048,44,0,-0.974219159450205,1,2,0,1,1
"0849-001",44,6,0,0,12,2012,7111100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,0,0,1,0,0,1.483639,60,0,2.68911704477623,1,3,0,1,1
"0849-004",91,6,4,0,12,2012,7111100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,0,1,0,0,2.461411,26,0,-0.974219159450205,1,1,0,1,1
"0850-001",61,5,0,0,12,2012,7111100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4,0,0,1,0,0,1.483639,34,0,0.401451557502549,1,2,0,1,1
"0851-001",44,6,0,0,12,2012,7111100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,0,0,1,0,0,1.483639,44,0,3.33764075747071,1,4,0,1,1
"0852-001",44,6,1,0,11,2012,7111145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4.5,0,0,1,0,0,2.147085,34,0,2.70500815870839,1,2,0,1,1
"0853-001",46,6,7,0,12,2012,7111145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,58,0,3.7861593308994,1,2,0,1,1
"0854-001",32,6,0,0,11,2012,7111145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.5,0,0,1,0,0,2.147085,40,0,2.70500815870839,1,4,0,1,1
"0855-001",98,7,0,0,11,2012,7111145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,1,0,0,2.024858,39,0,0.919801889889181,1,1,0,1,1
"0855-002",71.5,7,0,0,11,2012,7111145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,22.9,38,0,0,0,0,1.082146,57,0,5.12284702628992,1,3,0,1,1
"0856-001",57,7,11,0,11,2012,7111145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,3.9,0,0,1,0,0,2.723387,42,0,2.70500815870839,1,2,0,1,1
"0857-001",60,6,0,0,12,2012,7111145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,2.863122,33,0,0.919801889889181,1,2,0,1,1
"0858-001",60,6,42,0,11,2012,7111145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14.3,45,0,1,0,0,2.28678,42,0,0.919801889889181,1,1,0,1,1
"0858-003",41,5,0,0,11,2012,7111145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,12,41,0,1,0,0,5.888551,24,0,0.919801889889181,1,2,0,1,1
"0859-001",45,6,0,0,5,2013,7113002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,6.1,69,0,0,0,0,4.943302,60,0,2.18665782632176,1,2,0,1,1
"0860-001",85,7,0,0,5,2013,7113002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,5.4,36,0,0,0,0,6.203859,37,0,2.70500815870839,1,3,0,1,1
"0860-005",51,6,0,0,5,2013,7113002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.8,46,0,0,0,0,5.730942,26,0,-0.455868827063573,1,1,0,1,1
"0861-001",61.5,7,0,1,1,2013,7113002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.5,8,0,0,0,0,4.523484,25,1,-0.974219159450205,0,0,0,1,1
"0862-001",75,6,0,0,5,2013,7113002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.4,51,0,0,0,0,5.188276,45,0,-0.455868827063573,1,2,0,1,1
"0863-001",63,6,0,0,5,2013,7113002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,6.3,60,0,0,0,0,4.593443,44,0,-0.471759940995738,1,3,0,1,1
"0863-003",79,6,0,0,5,2013,7113002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4.3,51,0,0,0,0,3.981452,22,1,-0.974219159450205,1,1,0,1,1
"0864-001",32,5,28,0,5,2013,7113002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,5.3,51,0,0,0,0,4.488507,44,1,-0.974219159450205,1,1,1,1,1
"0865-001",39,5,21,0,5,2013,7113002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,3.9,53,0,0,0,0,4.243695,50,1,-0.974219159450205,1,1,0,1,1
"0866-001",92,7,0,0,2,2013,7115088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,6.8,2,0,0,0,0,1.745507,37,0,5.12284702628992,1,4,0,1,0
"0867-001",80,7,0,0,2,2013,7115088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,12.6,51,0,0,0,0,1.623299,35,0,4.60449669390329,1,5,0,1,0
"0867-004",91,7,0,0,5,2013,7115088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21.9,66,0,0,0,0,3.090216,26,0,-0.974219159450205,1,1,0,1,1
"0867-006",82,7,0,0,8,2013,7115088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,20.4,60,0,0,0,0,2.164546,29,0,2.70500815870839,1,2,1,1,1
"0868-001",80,7,0,1,3,2013,7115088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,10.6,33,0,1,0,0,9.27672,30,0,4.60449669390329,1,4,0,1,1
"0869-001",85,7,0,0,5,2013,7115088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,6.5,59,0,1,0,0,2.566197,31,0,3.7861593308994,1,2,0,1,1
"0870-001",66,6,0,1,2,2013,7115088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32.7,49,0,1,0,0,3.63188,35,0,-0.471759940995738,1,1,1,1,1
"0871-001",92,7,0,0,4,2013,7115088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.8,0,0,0,0,0,3.68431,53,0,5.12284702628992,1,9,0,1,1
"0872-001",66,6,0,0,2,2013,7115088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,12.6,51,0,0,0,0,2.216931,51,1,2.70500815870839,1,2,0,1,1
"0872-003",72,6,0,0,4,2013,7115088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4.3,35,0,1,0,0,2.513803,28,0,4.60449669390329,1,2,0,1,1
"0873-001",59,6,3,0,1,2013,7115088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,11.6,10,0,1,0,0,3.824134,62,1,-0.974219159450205,1,2,0,1,1
"0873-002",58,6,0,0,2,2013,7115088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,9.8,4,0,1,0,0,3.36976,38,0,-0.455868827063573,1,2,0,1,1
"0874-001",37,5,0,0,10,2012,7115088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11.4,15,0,1,0,0,5.065782,51,1,-0.974219159450205,0,0,0,1,1
"0875-001",62,6,0,0,12,2012,7116357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,41,0,0,0,0,1.378898,58,0,2.18665782632176,1,4,0,1,0
"0876-003",35,5,0,0,6,2013,7116357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,19.5,45,0,0,0,0,1.378898,25,1,0.919801889889181,1,1,0,1,1
"0877-001",58,6,0,0,11,2012,7116357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,18.9,49,0,0,0,0,6.571875,43,0,0.919801889889181,1,3,0,1,1
"0877-005",29,5,0,0,1,2013,7116357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,22,0,-0.974219159450205,1,2,0,1,1
"0878-001",74,6,5,0,11,2012,7116357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,19.4,45,0,0,0,0,1.378898,43,0,0.919801889889181,1,1,0,1,1
"0879-001",62,6,0,0,11,2012,7116357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19.2,41,0,0,0,0,1.378898,32,0,2.70500815870839,1,4,0,1,1
"0880-001",75,7,0,0,6,2013,7116357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.1,6,0,1,0,0,5.345791,29,0,-0.455868827063573,1,2,0,1,1
"0881-001",65,7,7,0,11,2012,7116357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,41,0,0,0,0,1.378898,38,0,2.18665782632176,1,2,0,1,1
"0882-001",87,7,7,0,11,2012,7116357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19.2,41,0,0,0,0,1.378898,46,0,2.70500815870839,1,2,0,1,1
"0883-001",103,7,0,0,11,2012,7116357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,45,0,0,0,0,4.051378,22,0,0.401451557502549,1,2,0,1,1
"0884-001",76,7,0,0,11,2012,7116357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19.1,41,0,0,0,0,1.378898,46,1,2.70500815870839,1,7,0,1,1
"0885-002",52,6,20,0,3,2013,7116454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,17.5,16,0,0,0,0,5.205776,29,1,-0.974219159450205,1,1,0,1,1
"0886-001",63,6,26,0,3,2013,7116454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,17.5,16,0,0,0,0,5.205776,53,1,2.18665782632176,1,5,0,1,1
"0887-001",52,6,23,0,8,2013,7116454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2,0,0,1,0,0,1.85026,44,0,0.401451557502549,0,0,0,1,1
"0888-001",43,5,0,0,3,2013,7116454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,17.6,16,0,0,0,0,5.205776,36,0,3.7861593308994,1,2,0,1,1
"0888-007",77,6,0,1,9,2013,7116454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,57.6,57,1,0,1,0,10.14,28,0,0.919801889889181,1,2,0,1,1
"0889-001",79,6,38,0,3,2013,7116454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,17.5,16,0,0,0,0,5.205776,70,0,-0.974219159450205,1,2,0,1,1
"0890-001",84,6,0,0,3,2013,7116454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,17.6,16,0,0,0,0,5.205776,32,0,-0.455868827063573,1,4,0,1,1
"0891-001",29,4,27,0,3,2013,7116454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12.6,35,0,1,0,0,2.077241,21,0,-0.974219159450205,1,1,0,1,1
"0892-001",72,6,0,0,3,2013,7116454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,17.5,16,0,0,0,0,5.205776,64,1,0.919801889889181,0,0,0,1,1
"0893-001",86,7,0,0,3,2013,7116454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,17.9,14,0,0,0,0,5.205776,31,0,0.401451557502549,1,2,0,1,1
"0894-001",49,4,17,0,5,2013,7118003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,15.8,37,0,0,0,0,5.555853,71,1,-0.974219159450205,1,3,1,1,1
"0894-006",38,5,5,1,8,2013,7118003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,34.4,0,0,1,0,0,2.531268,27,0,-0.455868827063573,1,1,0,1,1
"0896-001",45,5,0,1,7,2013,7118003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,25,71,0,1,0,0,3.020338,41,0,-0.471759940995738,1,2,1,1,1
"0896-002",52,6,1,0,5,2013,7118003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,15.5,40,0,0,0,0,5.555853,41,1,-0.974219159450205,0,0,0,1,1
"0897-001",60,6,0,0,5,2013,7118003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,15.4,34,0,0,0,0,4.401068,55,0,-0.455868827063573,1,2,0,1,1
"0897-004",40,6,3,0,9,2013,7118003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,77.8,47,0,0,0,0,3.492077,41,0,-0.455868827063573,1,2,0,1,1
"0898-001",45,6,0,0,7,2013,7118003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,0,1,0,0,6.133781,28,0,-0.974219159450205,1,2,0,1,1
"0899-001",42,6,0,0,5,2013,7118003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,15.4,34,0,0,0,0,4.401068,41,0,0.385560443570384,1,2,0,1,1
"0899-008",46,6,7,1,8,2013,7118003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,33.6,53,0,1,0,0,1.466182,36,0,0.625282345127438,1,2,1,1,1
"0900-001",40,5,0,0,5,2013,7118003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,15.4,26,0,0,0,0,4.401068,47,1,-0.974219159450205,1,1,0,1,1
"0901-001",38,5,22,0,5,2013,7118003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,16,44,0,0,0,0,5.555853,53,1,-0.974219159450205,0,0,1,1,1
"0902-001",42,5,3,0,6,2013,7118003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,8.7,35,0,1,0,0,4.890816,28,0,-0.974219159450205,1,2,0,1,1
"0903-001",40,6,34,0,5,2013,7118003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,16,44,0,0,0,0,5.555853,39,0,-0.455868827063573,1,2,0,1,1
"0904-001",65,5,31,0,1,2013,7118004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,12.1,84,0,1,0,0,6.116262,42,1,-0.974219159450205,1,1,0,1,1
"0905-001",35,5,22,0,1,2013,7118004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,12.3,73,0,1,0,0,6.116262,63,0,-0.99011027338237,1,1,0,1,1
"0905-005",45,5,0,0,1,2013,7118004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,12.2,77,0,1,0,0,4.925807,20,0,-0.974219159450205,1,1,0,1,1
"0905-006",72,6,0,0,1,2013,7118004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,12.8,60,0,1,0,0,3.91153,22,0,-0.455868827063573,1,3,0,1,1
"0906-001",44.5,5,7,0,1,2013,7118004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,12.5,67,0,1,0,0,3.91153,43,0,-0.455868827063573,1,2,0,1,1
"0907-001",42,6,0,0,1,2013,7118004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,12.5,60,0,1,0,0,3.91153,33,0,2.68911704477623,1,1,0,1,1
"0909-001",101,7,0,0,1,2013,7118004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,12.3,82,0,1,0,0,3.736742,48,0,-0.974219159450205,0,0,0,1,1
"0910-001",77,7,0,0,1,2013,7118004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,11.6,68,0,1,0,0,4.925807,53,0,0.625282345127438,1,2,0,1,1
"0910-006",51,7,0,0,9,2013,7118004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,0,0,0,0,3.42218,40,0,0.401451557502549,1,3,0,1,1
"0911-001",54,6,18,0,1,2013,7118004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,12.9,46,0,1,0,0,5.328288,51,1,-0.974219159450205,1,1,0,1,1
"0913-001",33,6,21,0,10,2012,7119011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.6,0,0,1,0,0,3.055276,26,1,-0.974219159450205,1,1,0,1,1
"0914-001",54,7,11,0,10,2012,7119011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,6.1,2,0,1,0,0,2.269317,32,0,0.401451557502549,1,2,0,1,1
"0914-104",58,6,0,1,2,2013,7119011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,81.2,22,0,1,0,0,2.147085,69,0,-0.455868827063573,1,1,0,1,1
"0915-001",108,7,0,0,10,2012,7119011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.2,4,0,1,0,0,2.164546,56,0,2.70500815870839,1,2,0,1,1
"0915-003",77,6,0,0,1,2013,7119011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2.2,0,0,1,0,0,1.501096,47,0,5.12284702628992,1,4,0,1,1
"0916-001",38,6,5,0,10,2012,7119011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.2,4,0,1,0,0,2.164546,44,1,2.18665782632176,1,1,0,1,1
"0917-001",46,7,0,0,10,2012,7119011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,6.8,19,0,1,0,0,2.164546,32,0,2.70500815870839,1,2,0,1,1
"0917-002",80,7,0,0,11,2012,7119011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,5.3,0,0,1,0,0,2.723387,27,0,0.401451557502549,1,1,0,1,1
"0918-001",84,6,0,0,10,2012,7119011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,6.2,4,0,1,0,0,2.164546,43,0,0.919801889889181,1,1,0,1,1
"0921-001",38.5,6,0,0,6,2013,7119072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8,14,0,1,0,0,5.170775,38,0,0.401451557502549,1,2,0,1,1
"0922-001",63,6,0,1,7,2013,7119072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.1,44,0,0,0,0,4.22621,32,0,-0.974219159450205,1,2,0,1,1
"0923-001",84,6,0,0,9,2013,7119072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,10.7,17,0,1,0,0,1.815342,29,0,-0.974219159450205,1,1,0,1,1
"0923-002",58,6,0,0,6,2013,7119072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,3.8,0,0,1,0,0,3.125156,26,1,0.401451557502549,1,1,0,1,1
"0924-001",70,6,0,0,6,2013,7119072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,6.1,2,0,1,0,0,2.269317,30,0,0.903910775957016,1,1,0,1,1
"0925-001",37,6,0,0,6,2013,7119072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,8.2,22,0,1,0,0,5.170775,48,0,-0.974219159450205,1,3,0,1,1
"0926-001",73,6,0,0,6,2013,7119072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,9.3,57,0,1,0,0,5.888551,32,0,2.17076671238959,1,2,0,1,1
"0927-001",70,6,0,0,6,2013,7119072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,8,14,0,1,0,0,5.170775,53,0,0.401451557502549,1,2,0,1,1
"0928-001",72,7,0,0,9,2013,7119072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,13.8,57,0,1,0,0,2.164546,50,0,2.68911704477623,1,5,0,1,1
"0929-001",55,6,29,0,12,2012,7121174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.9,0,0,1,0,0,2.461411,36,1,0.919801889889181,1,1,0,1,1
"0930-001",59,6,0,0,6,2013,7121174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4.2,0,0,1,0,0,1.623299,48,0,2.18665782632176,1,4,0,1,1
"0931-001",61,6,10,0,6,2013,7121174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4.2,0,0,1,0,0,1.623299,31,0,0.919801889889181,1,2,0,1,1
"0932-001",70,6,0,0,6,2013,7121174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4.3,0,0,1,0,0,1.623299,58,1,2.70500815870839,1,3,0,1,1
"0933-001",48,6,0,0,6,2013,7121174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4.2,0,0,1,0,0,1.623299,64,0,0.919801889889181,1,4,0,1,1
"0933-003",57,6,0,1,8,2013,7121174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,27.7,0,0,1,0,0,26.51452,25,1,0.401451557502549,1,2,1,1,1
"0933-004",55.5,6,0,0,9,2013,7121174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,60.1,41,0,0,0,0,1.396354,22,1,-0.974219159450205,1,1,0,1,1
