"HHID","FCS","HDDS","rural","FS_month","FS_year","ea_id","region2","region3","region4","lat_modified","lon_modified","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","Radio","Television","Bicycle","Motorcycle","Car","Cellphone","num_cell","floor_dirt_sand_dung","roof_not_natural","roof_iron"
"1153003101",22,5,1,4,2012,10730031,0,0,0,0.543995559215546,32.1898193359375,0.2742,27.6166,55,0,1,0,0,31,1,0,0,0,0,0,0,0,0,1,1
"1153003102",69,7,1,10,2012,10730031,0,0,0,0.502339541912079,32.12890625,0.0081,17.17,60,0,1,0,0,28,0,0,0,0,0,0,1,3,0,1,1
"1153003103",24.5,4,1,4,2012,10730031,0,0,0,0.543995559215546,32.1898193359375,2.6526,29.8958,60,0,1,0,0,61,1,1,0,0,0,0,1,1,1,1,1
"1153003105",61,7,1,10,2012,10730031,0,0,0,0.627311944961548,32.0867080688477,0.0409,28.8477,60,1,0,0,0,37,1,1,0,0,0,0,1,1,0,1,1
"1153003106",67.5,7,1,4,2012,10730031,0,0,0,0.543995559215546,32.1898193359375,0.0574,27.4627,55,0,1,0,0,47,1,1,0,0,0,0,1,2,1,1,1
"1153003107",67,6,1,10,2012,10730031,0,0,0,0.543995559215546,32.1898193359375,0.2557,27.6427,55,0,1,0,0,40,1,1,0,0,0,0,1,1,1,1,1
"1153003110",27.5,4,1,4,2012,10730031,0,0,0,0.543995559215546,32.1898193359375,0.3347,22.9725,60,0,1,0,0,41,1,0,0,0,0,0,1,1,0,1,1
"1163001102",33,5,1,7,2012,10430011,0,0,0,0.64454174041748,32.2456817626953,12.5557,31.6064,57,0,1,0,0,35,0,0,1,0,0,0,1,2,0,1,1
"1163001104",50,5,1,12,2011,10430011,0,0,0,0.684433221817017,32.3014259338379,19.8198,23.8381,51,1,0,0,0,39,0,0,0,1,0,0,1,1,1,1,1
"116300110402",75,6,1,8,2012,10430011,0,0,0,0.584685146808624,32.5620079040527,3.5483,2.1086,60,0,1,0,0,52,1,1,0,0,0,0,1,2,0,1,1
"1163001105",83,7,1,12,2011,10430011,0,0,0,0.684433221817017,32.3014259338379,19.638,24.2513,53,1,0,0,0,37,0,1,0,0,1,0,1,2,1,1,1
"1163001106",50.5,6,1,12,2011,10430011,0,0,0,0.684433221817017,32.3014259338379,20.0588,23.5679,49,1,0,0,0,62,0,1,0,0,0,0,0,0,1,0,0
"1163001107",49,6,1,12,2011,10430011,0,0,0,0.684433221817017,32.3014259338379,20.0793,24.0106,47,1,0,0,0,28,0,1,0,0,1,0,1,1,0,1,1
"1163001110",46,5,1,12,2011,10430011,0,0,0,0.684433221817017,32.3014259338379,19.8255,24.1688,53,1,0,0,0,29,0,1,0,0,1,0,1,1,1,1,1
"1163001301",44,6,1,8,2012,10430013,0,0,0,1.15960025787354,32.0026092529297,32.2105,65.1302,14,1,0,0,0,55,1,1,0,0,0,0,1,1,1,1,1
"1163001302",72,6,1,2,2012,10430013,0,0,0,1.15960025787354,32.0026092529297,32.3592,65.5112,10,1,0,0,0,45,1,1,0,0,0,0,1,1,0,1,1
"1163001303",53,7,1,2,2012,10430013,0,0,0,1.15960025787354,32.0026092529297,32.4357,65.349,14,1,0,0,0,29,0,1,0,0,0,1,1,2,0,1,1
"1163001304",26,4,1,2,2012,10430013,0,0,0,1.15960025787354,32.0026092529297,31.9715,65.1135,15,1,0,0,0,51,1,1,0,1,0,0,1,1,0,1,1
"1163001305",67,5,1,2,2012,10430013,0,0,0,1.15960025787354,32.0026092529297,32.4395,65.315,14,1,0,0,0,27,0,1,0,0,1,0,1,2,1,0,0
"1163001307",71,6,1,8,2012,10430013,0,0,0,1.05097627639771,32.4674682617188,0.1033,24.5019,39,1,0,0,0,60,0,1,1,0,0,0,1,2,0,1,1
"1163001310",22,5,1,8,2012,10430013,0,0,0,0.767357647418976,32.5258140563965,0.0521,5.3007,60,0,1,0,0,30,1,0,0,0,0,0,0,0,1,1,1
"116300131002",51,6,1,9,2012,10430013,0,0,0,0.369963735342026,32.5560455322266,0.2261,3.8128,0,0,1,0,0,41,0,1,0,0,0,0,1,2,0,1,1
"2013000401",35,5,1,2,2012,20130004,1,0,0,0.431405365467072,33.8126411437988,5.2262,19.0478,54,0,1,0,0,34,0,1,0,1,0,0,1,1,1,0,0
"2013000402",39.5,4,1,2,2012,20130004,1,0,0,0.431405365467072,33.8126411437988,6.2083,19.1659,52,0,1,0,0,59,1,1,0,0,0,0,0,0,0,1,1
"2013000403",54.5,5,1,3,2012,20130004,1,0,0,0.431405365467072,33.8126411437988,6.6665,18.8485,51,0,1,0,0,66,1,1,0,1,0,0,0,0,1,1,1
"2013000404",50,5,1,8,2012,20130004,1,0,0,0.431405365467072,33.8126411437988,6.8588,18.8011,51,0,1,0,0,52,0,1,0,1,0,0,1,1,1,1,1
"2013000406",20.5,4,1,8,2012,20130004,1,0,0,0.431405365467072,33.8126411437988,5.7985,19.1167,56,0,1,0,0,66,0,0,0,1,0,0,0,0,1,0,0
"2013000407",29,4,1,8,2012,20130004,1,0,0,0.431405365467072,33.8126411437988,7.1012,18.3416,54,0,1,0,0,49,0,0,0,1,0,0,0,0,1,0,0
"2013000408",27,5,1,2,2012,20130004,1,0,0,0.431405365467072,33.8126411437988,5.8653,18.9688,54,0,1,0,0,60,0,1,0,1,0,0,0,0,1,1,1
"2013000409",42.5,4,1,2,2012,20130004,1,0,0,0.431405365467072,33.8126411437988,6.2804,19.054,53,0,1,0,0,62,0,1,0,1,0,0,1,1,1,1,1
"2013000410",19.5,3,1,8,2012,20130004,1,0,0,0.431405365467072,33.8126411437988,5.5024,18.8731,54,0,1,0,0,57,0,1,0,1,0,0,1,3,0,1,1
"201300041004",52,5,1,8,2012,20130004,1,0,0,0.431405365467072,33.8126411437988,6.6558,18.7695,51,0,1,0,0,27,0,0,0,0,0,0,0,0,1,1,0
"2013000601",40,5,1,2,2012,20130006,1,0,0,0.31351912021637,33.8706359863281,3.9179,23.6731,60,0,0,0,0,34,0,0,0,0,0,0,1,1,1,1,1
"2013000602",41,5,1,2,2012,20130006,1,0,0,0.31351912021637,33.8706359863281,3.4216,23.1801,60,0,0,0,0,60,0,0,0,1,0,0,1,4,1,0,0
"2013000603",15.5,4,1,9,2012,20130006,1,0,0,0.31351912021637,33.8706359863281,3.7688,23.307,60,0,0,0,0,50,0,0,0,1,0,0,1,1,1,0,0
"2013000604",24.5,4,1,10,2012,20130006,1,0,0,0.31351912021637,33.8706359863281,3.1805,22.9364,59,0,0,0,0,45,0,0,0,0,1,0,1,1,1,0,0
"2013000605",45.5,4,1,2,2012,20130006,1,0,0,0.31351912021637,33.8706359863281,4.0701,23.4817,60,0,0,0,0,42,0,1,1,1,0,0,1,1,1,0,0
"2013000606",31.5,4,1,10,2012,20130006,1,0,0,0.31351912021637,33.8706359863281,4.1816,23.8481,60,0,0,0,0,37,0,1,0,1,0,0,0,0,1,1,0
"2013000607",40.5,5,1,2,2012,20130006,1,0,0,0.31351912021637,33.8706359863281,4.3843,24.1446,60,0,0,0,0,50,0,0,0,1,0,0,1,4,1,0,0
"2013000609",26,5,1,2,2012,20130006,1,0,0,0.31351912021637,33.8706359863281,4.0225,23.6138,60,0,0,0,0,46,1,0,0,1,0,0,1,1,1,1,1
"2013000802",39.5,5,1,3,2012,20130008,1,0,0,0.64493328332901,33.7126388549805,6.0106,7.954,38,0,1,0,0,42,0,0,0,0,0,0,0,0,1,0,0
"2013000804",39.5,5,1,3,2012,20130008,1,0,0,0.711598098278046,33.6848335266113,10.425,15.5645,43,0,1,0,0,35,0,0,0,0,0,0,0,0,1,0,0
"2013000805",56.5,5,1,3,2012,20130008,1,0,0,0.711598098278046,33.6848335266113,9.7478,16.0902,43,0,1,0,0,43,0,0,0,1,0,0,0,0,1,0,0
"2013000806",17.5,2,1,3,2012,20130008,1,0,0,0.711598098278046,33.6848335266113,9.5614,16.2392,43,0,1,0,0,50,0,1,0,1,0,0,1,1,1,1,1
"2013000808",37,6,1,3,2012,20130008,1,0,0,0.711598098278046,33.6848335266113,9.8755,15.992,46,0,1,0,0,30,0,1,0,1,0,0,0,0,1,0,0
"2013000809",62,5,1,3,2012,20130008,1,0,0,0.711598098278046,33.6848335266113,10.1443,15.7786,46,0,1,0,0,47,0,1,0,0,1,0,1,1,1,1,1
"201300080905",27.5,4,1,10,2012,20130008,1,0,0,1.1177716255188,33.8638305664062,9.1769,11.8971,35,0,1,0,0,76,1,0,0,0,0,0,0,0,0,1,1
"2013000810",35,5,1,10,2012,20130008,1,0,0,0.711598098278046,33.6848335266113,9.6354,16.1717,43,0,1,0,0,62,0,1,0,0,1,0,1,1,0,1,1
"2013000901",35,5,1,6,2012,20130009,1,0,0,0.103999450802803,33.7830924987793,30.4518,49.0426,30,0,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0
"2013000906",36,5,1,6,2012,20130009,1,0,0,0.103999450802803,33.7830924987793,30.2276,48.7796,39,0,0,0,0,34,0,1,0,0,0,0,0,0,1,1,0
"2021000103",30,5,0,2,2012,20210001,1,0,0,0.46774822473526,34.0916976928711,0.1805,8.2999,16,1,0,0,0,38,0,0,1,1,0,0,1,2,0,1,1
"2021000106",45.5,5,0,2,2012,20210001,1,0,0,0.46774822473526,34.0916976928711,0.2718,8.3196,16,1,0,0,0,53,0,0,0,0,0,0,1,2,0,1,1
"2021000109",42,6,0,2,2012,20210001,1,0,0,0.46774822473526,34.0916976928711,0.017,8.1508,16,1,0,0,0,32,1,1,0,0,0,0,1,2,0,1,1
"2023000502",37,4,1,4,2012,20230005,1,0,0,0.490654230117798,34.0917701721191,0.8373,10.1148,44,0,1,0,0,48,1,0,0,0,0,0,0,0,1,0,0
"2023000503",45,5,1,10,2012,20230005,1,0,0,0.490654230117798,34.0917701721191,0.0838,10.9443,46,0,1,0,0,52,0,1,0,1,0,0,1,3,1,0,0
"2023000504",28,4,1,4,2012,20230005,1,0,0,0.490654230117798,34.0917701721191,0.1751,10.5249,47,0,1,0,0,44,0,1,0,1,0,0,1,1,1,1,1
"2023000506",30,4,1,4,2012,20230005,1,0,0,0.490654230117798,34.0917701721191,1.1429,9.9606,41,0,1,0,0,53,1,0,0,1,0,0,1,1,1,1,1
"2023000508",42,5,1,4,2012,20230005,1,0,0,0.490654230117798,34.0917701721191,0.7906,10.1899,44,0,1,0,0,37,0,1,0,1,0,0,0,0,0,1,1
"2023000509",61,5,1,4,2012,20230005,1,0,0,0.490654230117798,34.0917701721191,0.0327,10.8666,44,0,1,0,0,47,0,1,0,1,0,0,1,1,1,1,1
"2023000510",39,5,1,10,2012,20230005,1,0,0,0.490654230117798,34.0917701721191,1.0122,10.1244,41,0,1,0,0,38,0,1,0,1,0,0,0,0,0,1,1
"2023000701",54,6,1,8,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,1.6339,5.8309,60,0,1,0,0,33,0,1,1,1,1,0,1,1,0,1,1
"2023000702",31.5,5,1,2,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,2.876,7.0493,54,0,1,0,0,64,0,1,0,1,0,0,0,0,1,1,1
"2023000704",28.5,4,1,7,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,3.504,7.6607,53,0,1,0,0,NA,0,0,0,1,0,0,1,3,1,1,1
"2023000704",28.5,4,1,7,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,3.504,7.6607,53,0,1,0,0,46,1,0,0,1,0,0,1,3,1,1,1
"2023000705",42.5,5,1,7,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,2.1825,6.3686,58,0,1,0,0,41,0,1,0,1,0,0,1,1,1,1,1
"2023000706",49,5,1,2,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,2.1267,6.2871,60,0,1,0,0,60,1,1,0,1,0,0,0,0,1,0,0
"2023000707",43,5,1,2,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,1.9755,6.1369,60,0,1,0,0,51,1,1,0,1,0,0,1,2,0,1,1
"2023000708",24.5,3,1,2,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,2.5642,6.7166,60,0,1,0,0,66,1,0,0,0,0,0,0,0,1,0,0
"2023000709",24.5,4,1,2,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,2.5213,6.6737,60,0,1,0,0,73,0,1,0,1,0,0,0,0,1,1,1
"2023000710",43.5,5,1,2,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,1.9686,6.1363,60,0,1,0,0,69,0,0,0,1,0,0,0,0,1,0,0
"202300071002",28,4,1,7,2012,20230007,1,0,0,0.389015406370163,34.0578117370605,1.9966,6.164,60,0,1,0,0,24,0,0,0,1,0,0,0,0,1,0,0
"2031000106",56,7,0,10,2012,20310001,1,0,0,0.615904808044434,33.4700546264648,0.0536,0.8011,8,0,1,0,0,75,1,0,0,0,0,0,0,0,1,1,1
"2031000109",49,4,0,4,2012,20310001,1,0,0,0.615904808044434,33.4700546264648,0.7618,1.5542,47,0,1,0,0,40,0,1,0,0,0,0,1,2,0,1,1
"2031000110",13,4,0,4,2012,20310001,1,0,0,0.615904808044434,33.4700546264648,0.2237,0.6754,9,0,1,0,0,27,0,1,0,0,0,0,1,2,0,1,1
"2031000114",62,7,0,4,2012,20310001,1,0,0,0.615904808044434,33.4700546264648,0.1417,0.9391,10,0,1,0,0,42,0,1,1,0,0,0,1,3,0,1,1
"203100040102",37,5,0,10,2012,20310004,1,0,0,0.623697280883789,33.4741477966309,0.2207,1.4839,18,0,1,0,0,57,0,0,1,0,1,0,1,9,0,1,1
"2031000402",58,6,0,2,2012,20310004,1,0,0,0.623697280883789,33.4741477966309,0.2002,1.3232,30,0,1,0,0,25,0,1,0,1,0,0,1,1,0,1,1
"2031000404",62,6,0,3,2012,20310004,1,0,0,0.623697280883789,33.4741477966309,0.0674,1.4063,22,0,1,0,0,30,0,1,0,0,0,0,1,1,0,1,1
"2031000405",71,6,0,8,2012,20310004,1,0,0,0.623697280883789,33.4741477966309,0.0216,1.3528,22,0,1,0,0,67,0,1,0,1,0,0,1,3,0,1,1
"2031000406",42,5,0,8,2012,20310004,1,0,0,0.623697280883789,33.4741477966309,0.0111,1.3698,22,0,1,0,0,81,0,1,0,0,0,0,1,2,1,1,1
"203100040603",90,7,0,8,2012,20310004,1,0,0,0.623697280883789,33.4741477966309,0.4459,3.0675,51,0,1,0,0,43,0,1,1,0,0,0,1,2,0,1,1
"203100040604",67,7,0,8,2012,20310004,1,0,0,0.623697280883789,33.4741477966309,0.0322,1.3893,22,0,1,0,0,26,0,1,1,0,0,0,1,1,0,1,1
"2031000407",67,6,0,2,2012,20310004,1,0,0,0.623697280883789,33.4741477966309,0.0796,1.0586,10,0,1,0,0,47,1,1,0,0,0,0,1,2,1,1,1
"2031000409",54,7,0,2,2012,20310004,1,0,0,0.623697280883789,33.4741477966309,0.0127,1.3576,22,0,1,0,0,44,0,1,1,0,0,1,1,11,0,1,0
"2031000410",83,7,0,8,2012,20310004,1,0,0,0.623697280883789,33.4741477966309,0.0699,1.4379,22,0,1,0,0,66,0,1,1,1,0,1,1,4,0,1,1
"2033000801",47.5,5,1,11,2011,20330008,1,0,0,0.551625669002533,33.618896484375,7.8339,15.7543,45,0,1,0,0,35,1,0,0,0,0,0,1,1,1,0,0
"2033000802",63,6,1,6,2012,20330008,1,0,0,0.551625669002533,33.618896484375,8.9391,14.9619,35,0,1,0,0,41,0,1,0,0,0,0,0,0,1,1,1
"2033000803",49,5,1,11,2011,20330008,1,0,0,0.551625669002533,33.618896484375,9.2837,14.0374,46,0,1,0,0,42,0,0,0,1,1,0,1,3,1,1,1
"203300080303",31.5,5,1,6,2012,20330008,1,0,0,0.551625669002533,33.618896484375,8.8953,14.5626,38,0,1,0,0,70,0,0,0,1,0,0,0,0,1,1,1
"2033000804",72,6,1,11,2011,20330008,1,0,0,0.551625669002533,33.618896484375,8.9301,14.3164,43,0,1,0,0,47,0,0,0,1,0,0,1,1,1,1,1
"2033000806",32.5,4,1,6,2012,20330008,1,0,0,0.551625669002533,33.618896484375,9.3661,14.2162,41,0,1,0,0,48,0,1,0,1,0,0,0,0,1,1,1
"2033000807",39.5,4,1,11,2011,20330008,1,0,0,0.551625669002533,33.618896484375,8.7901,14.493,43,0,1,0,0,29,0,0,0,0,0,0,0,0,1,0,0
"2033000808",53.5,6,1,6,2012,20330008,1,0,0,0.551625669002533,33.618896484375,8.0132,15.6679,40,0,1,0,0,68,1,0,0,0,0,0,0,0,1,1,1
"2033000809",56,7,1,6,2012,20330008,1,0,0,0.551625669002533,33.618896484375,8.7949,14.4245,43,0,1,0,0,41,0,1,0,0,0,0,1,1,1,0,0
"2033001801",45.5,5,1,12,2011,20330018,1,0,0,0.572827994823456,33.4740257263184,4.0553,6.4268,60,0,1,0,0,57,1,0,0,0,0,0,1,3,0,1,1
"2033001804",77,7,1,12,2011,20330018,1,0,0,0.572827994823456,33.4740257263184,4.6163,7.077,60,0,1,0,0,38,0,0,0,1,0,0,1,1,1,1,1
"203300180403",58.5,5,1,8,2012,20330018,1,0,0,0.828696727752686,33.2164840698242,9.854,36.4033,57,0,1,0,0,62,0,1,0,1,0,0,1,1,1,1,1
"2033001805",45.5,4,1,12,2011,20330018,1,0,0,0.572827994823456,33.4740257263184,4.609,6.7614,59,0,1,0,0,42,0,1,0,0,0,0,1,1,1,1,1
"2033001806",39.5,5,1,7,2012,20330018,1,0,0,0.572827994823456,33.4740257263184,4.3593,6.6963,60,0,1,0,0,52,0,0,0,0,1,0,1,1,1,1,1
"2033001807",53,5,1,12,2011,20330018,1,0,0,0.572827994823456,33.4740257263184,4.2958,6.0032,59,0,1,0,0,41,0,1,0,1,0,0,0,0,1,1,1
"2033001808",54,5,1,12,2011,20330018,1,0,0,0.572827994823456,33.4740257263184,4.1751,6.5326,60,0,1,0,0,58,0,1,0,0,0,0,0,0,1,1,1
"203300180804",57,7,1,9,2012,20330018,1,0,0,0.547453582286835,33.1652755737305,1.4032,12.1534,59,0,1,0,0,43,0,1,0,1,0,0,1,1,0,1,1
"2033001809",83,7,1,12,2011,20330018,1,0,0,0.572827994823456,33.4740257263184,4.5184,7.1345,60,0,1,0,0,46,0,1,0,1,0,0,1,2,1,1,1
"2033001810",68,7,1,7,2012,20330018,1,0,0,0.572827994823456,33.4740257263184,4.1402,6.5057,60,0,1,0,0,48,0,1,0,0,0,0,0,0,0,1,1
"2033002301",49,5,1,9,2012,20330023,1,0,0,0.674982845783234,33.5198974609375,0.7697,3.8293,55,0,1,0,0,38,0,1,0,1,0,0,1,2,1,1,1
"2033002302",26.5,3,1,3,2012,20330023,1,0,0,0.674982845783234,33.5198974609375,0.4157,4.6882,51,0,1,0,0,79,0,0,0,0,0,0,0,0,1,1,1
"2033002305",41.5,5,1,3,2012,20330023,1,0,0,0.674982845783234,33.5198974609375,0.6045,4.8,52,0,1,0,0,69,0,1,0,0,0,0,1,1,1,1,1
"2033002307",61,6,1,3,2012,20330023,1,0,0,0.674982845783234,33.5198974609375,2.0963,6.0502,41,0,1,0,0,27,0,1,0,1,0,0,1,2,1,1,1
"2033002308",42,4,1,9,2012,20330023,1,0,0,0.674982845783234,33.5198974609375,2.8324,6.4063,40,0,1,0,0,47,0,0,0,1,0,0,1,2,1,1,1
"2033002310",40,6,1,3,2012,20330023,1,0,0,0.674982845783234,33.5198974609375,2.2578,5.8035,41,0,1,0,0,65,0,1,0,1,0,0,1,4,0,1,1
"2033002801",53.5,5,1,2,2012,20330028,1,0,0,1.01656532287598,33.3279800415039,22.7036,44.2029,47,0,1,0,0,30,0,0,0,0,0,0,0,0,1,0,0
"2033002803",75,7,1,8,2012,20330028,1,0,0,1.01656532287598,33.3279800415039,23.1869,46.7779,39,0,1,0,0,46,0,0,0,1,0,0,1,3,1,1,1
"2033002805",85,6,1,2,2012,20330028,1,0,0,1.01656532287598,33.3279800415039,22.6975,44.2509,47,0,1,0,0,40,0,0,0,1,0,0,1,1,0,1,1
"2033002806",29.5,3,1,1,2012,20330028,1,0,0,1.01656532287598,33.3279800415039,23.4665,46.521,40,0,1,0,0,55,1,0,0,0,0,0,0,0,1,1,1
"2033002807",45,7,1,8,2012,20330028,1,0,0,1.01656532287598,33.3279800415039,23.4538,46.5422,40,0,1,0,0,32,0,1,0,0,0,0,1,1,1,1,1
"2033002808",41,5,1,8,2012,20330028,1,0,0,1.01656532287598,33.3279800415039,22.9075,45.7137,51,0,1,0,0,53,1,1,0,0,0,0,1,1,1,1,1
"2033002809",28,3,1,1,2012,20330028,1,0,0,1.01656532287598,33.3279800415039,22.02,45.3868,53,0,1,0,0,72,1,1,0,0,0,0,0,0,1,1,1
"2033002811",28.5,4,1,1,2012,20330028,1,0,0,1.01656532287598,33.3279800415039,23.4808,46.2961,42,0,1,0,0,29,0,1,0,0,0,0,0,0,1,1,1
"2033003303",61,6,1,4,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,18.4345,22.2442,53,0,1,0,0,72,0,1,0,1,0,0,1,2,1,1,1
"2033003304",17.5,2,1,4,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,18.7762,22.701,50,0,1,0,0,56,1,0,0,0,0,0,0,0,0,1,1
"2033003305",112,7,1,4,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,17.5888,21.7145,49,0,1,0,0,75,0,0,0,0,1,0,1,2,0,1,1
"203300330503",72,6,1,11,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,17.8989,22.0982,47,0,1,0,0,30,0,1,0,0,0,0,1,2,0,1,1
"203300330504",58,7,1,11,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,17.7111,21.8192,49,0,1,0,0,27,0,1,1,0,0,0,1,1,0,1,1
"203300330507",57,7,1,4,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,17.8345,22.018,47,0,1,0,0,32,1,1,0,0,0,0,0,0,0,1,1
"203300330511",84,5,1,11,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,17.6724,21.7637,49,0,1,0,0,37,0,1,1,0,0,0,1,2,0,1,1
"2033003307",43,5,1,11,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,17.0073,21.9302,60,0,1,0,0,43,0,0,0,0,0,0,0,0,1,1,1
"2033003308",52.5,7,1,4,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,19.2297,23.6652,57,0,1,0,0,41,0,1,0,0,0,0,0,0,1,0,0
"2033003309",40,6,1,11,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,16.9731,21.7508,60,0,1,0,0,72,1,0,0,0,0,0,0,0,1,1,1
"2033003310",59,5,1,11,2012,20330033,1,0,0,0.775407314300537,33.3474769592285,18.9277,23.0369,53,0,1,0,0,57,0,1,0,1,0,0,1,2,1,1,1
"2041000201",26,4,0,6,2012,20410002,1,0,0,0.422720521688461,33.2024993896484,1.5326,0.6105,27,0,1,0,0,46,0,0,0,0,0,0,1,1,0,1,1
"2041000203",14,3,0,6,2012,20410002,1,0,0,0.422720521688461,33.2024993896484,1.7926,0.9761,28,0,1,0,0,36,1,0,1,0,0,0,1,1,0,1,1
"204100020801",40,4,0,12,2011,20410002,0,0,1,0.653539955615997,30.275634765625,0.1943,2.554,55,0,0,0,0,55,1,1,1,0,0,0,1,1,0,1,1
"204100020809",65,6,0,8,2012,20410002,1,0,0,0.823249995708466,34.2178001403809,6.3282,18.4725,44,0,1,0,0,41,0,1,1,1,0,0,1,4,0,1,1
"204100020810",64,7,0,6,2012,20410002,1,0,0,0.422720521688461,33.2024993896484,2.8674,2.4387,25,0,1,0,0,42,0,1,0,0,1,0,0,0,1,1,0
"2041000209",79,7,0,6,2012,20410002,1,0,0,0.508613526821136,33.1530990600586,6.5954,6.6718,60,0,1,0,0,51,0,0,0,0,0,0,0,0,1,1,1
"2041000210",84,7,0,6,2012,20410002,1,0,0,0.422720521688461,33.2024993896484,1.6709,0.9002,24,0,1,0,0,54,1,1,0,0,0,0,1,3,0,1,1
"2041000603",36.5,4,0,3,2012,20410006,1,0,0,0.432436555624008,33.2406768798828,2.6059,3.9893,16,0,1,0,0,46,1,0,0,0,0,0,1,2,1,1,1
"2041000606",34,4,0,3,2012,20410006,1,0,0,0.432436555624008,33.2406768798828,2.4451,3.9215,16,0,1,0,0,46,0,1,0,1,0,0,1,1,0,1,1
"2041000610",49,7,0,3,2012,20410006,1,0,0,0.432436555624008,33.2406768798828,2.8099,4.3502,29,0,1,0,0,53,1,1,1,0,1,0,1,5,0,1,1
"2041000611",42,6,0,3,2012,20410006,1,0,0,0.432436555624008,33.2406768798828,2.7971,4.3294,29,0,1,0,0,38,1,0,0,0,0,0,1,2,1,1,1
"2041000901",56,6,0,7,2012,20410009,1,0,0,0.485487937927246,33.2385559082031,0.6482,0.8333,32,0,1,0,0,46,0,1,0,0,0,0,1,2,1,1,1
"2041000902",47,6,0,12,2011,20410009,1,0,0,0.485487937927246,33.2385559082031,0.9438,0.5033,37,0,1,0,0,39,1,0,0,0,0,0,1,1,0,1,1
"2041000904",77,7,0,7,2012,20410009,1,0,0,0.485487937927246,33.2385559082031,0.5606,0.8943,32,0,1,0,0,52,0,1,1,1,0,0,1,6,0,1,1
"2041000908",47,5,0,12,2011,20410009,1,0,0,0.485487937927246,33.2385559082031,0.4945,0.9731,32,0,1,0,0,37,1,0,0,0,0,0,1,1,1,1,1
"2041000909",56,6,0,12,2011,20410009,1,0,0,0.485487937927246,33.2385559082031,1.1083,0.3355,43,0,1,0,0,52,0,1,0,0,0,0,1,2,1,1,1
"2041000911",83,6,0,12,2011,20410009,1,0,0,0.485487937927246,33.2385559082031,1.0892,0.3531,43,0,1,0,0,86,0,1,1,0,0,1,1,2,0,1,1
"2043001201",37,5,1,9,2012,20430012,1,0,0,0.625762522220612,33.2887725830078,11.4494,18.2946,58,0,1,0,0,35,0,0,0,0,0,0,1,1,1,1,1
"2043001202",31.5,5,1,2,2012,20430012,1,0,0,0.625762522220612,33.2887725830078,11.6981,18.8189,58,0,1,0,0,39,0,1,0,1,0,1,1,1,1,1,1
"2043001204",34.5,5,1,2,2012,20430012,1,0,0,0.625762522220612,33.2887725830078,11.9604,19.2811,58,0,1,0,0,63,0,0,0,1,0,0,0,0,1,1,1
"2043001205",24.5,4,1,8,2012,20430012,1,0,0,0.625762522220612,33.2887725830078,11.0821,18.0013,52,0,1,0,0,30,0,1,0,0,0,0,1,1,1,1,1
"2043001206",35,7,1,2,2012,20430012,1,0,0,0.625762522220612,33.2887725830078,11.914,19.2446,58,0,1,0,0,45,0,1,0,1,0,0,1,1,1,1,1
"2043001207",33.5,4,1,8,2012,20430012,1,0,0,0.625762522220612,33.2887725830078,10.9746,17.9562,49,0,1,0,0,30,0,0,0,0,0,0,0,0,1,1,1
"2043001209",89,6,1,3,2012,20430012,1,0,0,0.625762522220612,33.2887725830078,11.7446,18.901,58,0,1,0,0,37,0,1,0,1,1,0,1,1,1,1,1
"2043001210",34,6,1,8,2012,20430012,1,0,0,0.625762522220612,33.2887725830078,11.5833,18.5256,58,0,1,0,0,43,0,1,0,1,0,0,1,2,1,1,1
"2043001212",41,4,1,8,2012,20430012,1,0,0,0.625762522220612,33.2887725830078,11.2372,17.982,52,0,1,0,0,44,1,1,0,1,0,0,0,0,1,1,1
"2043001401",38.5,4,1,11,2011,20430014,1,0,0,0.551319479942322,33.125862121582,9.8497,12.5791,60,0,1,0,0,78,1,0,0,0,0,0,0,0,1,1,1
"2043001403",29.5,3,1,11,2011,20430014,1,0,0,0.551319479942322,33.125862121582,9.4363,12.491,60,0,1,0,0,34,1,0,0,1,0,0,1,1,1,1,1
"2043001404",41.5,6,1,6,2012,20430014,1,0,0,0.551319479942322,33.125862121582,9.7531,12.6663,60,0,1,0,0,47,0,1,0,1,0,0,1,1,1,1,1
