"HHID","FCS","HDDS","rural","FS_month","FS_year","ea_id","region2","region3","region4","lat_modified","lon_modified","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","Radio","Television","Bicycle","Motorcycle","Car","Cellphone","num_cell","floor_dirt_sand_dung","roof_not_natural","roof_iron"
"1021000612",69,7,0,4,2012,10210006,0,0,0,0.371428996324539,32.5650596618652,0.8855,4.6069,2,0,1,0,0,59,0,1,1,0,0,0,1,5,0,1,1
"1021000701",100,7,0,5,2012,10210007,0,0,0,0.36514076590538,32.5970153808594,2.1203,5.4432,33,0,1,0,0,32,0,1,1,1,0,0,1,3,0,1,1
"1021000702",35,5,0,6,2012,10210007,0,0,0,0.36514076590538,32.5970153808594,2.6355,5.1639,20,0,1,0,0,54,0,1,0,0,0,0,1,1,0,1,1
"1021000703",58,7,0,11,2012,10210007,0,0,0,0.36514076590538,32.5970153808594,1.6804,5.55,63,0,1,0,0,49,1,1,1,0,0,0,1,2,0,1,1
"1021000705",77,7,0,5,2012,10210007,0,0,0,0.36514076590538,32.5970153808594,2.4845,5.1632,22,0,1,0,0,28,0,1,1,1,0,0,1,1,0,1,1
"1021000710",68,7,0,5,2012,10210007,0,0,0,0.36514076590538,32.5970153808594,2.3678,5.3096,22,0,1,0,0,56,1,1,1,0,0,1,1,6,0,1,1
"1021000711",34,6,0,6,2012,10210007,0,0,0,0.36514076590538,32.5970153808594,2.6564,5.1563,20,0,1,0,0,38,0,1,1,1,1,0,1,2,0,1,1
"1021000805",81,7,0,7,2012,10210008,0,0,0,0.356909781694412,32.5883522033691,0.7683,3.6567,0,0,1,0,0,24,0,0,1,0,0,0,1,1,0,1,1
"1021000807",50,7,0,7,2012,10210008,0,0,0,0.356909781694412,32.5883522033691,0.7749,3.6988,0,0,1,0,0,40,0,1,1,1,0,0,1,2,0,1,1
"102100080803",68,7,0,8,2012,10210008,1,0,0,0.785026848316193,33.3249053955078,19.506,24.3753,60,0,1,0,0,59,1,1,0,1,0,0,1,2,0,1,1
"1021000810",55,6,0,7,2012,10210008,0,0,0,0.356909781694412,32.5883522033691,0.72,3.7299,0,0,1,0,0,56,1,1,0,0,0,0,1,1,1,1,1
"1021000811",54,5,0,12,2011,10210008,0,0,0,0.356909781694412,32.5883522033691,0.6742,3.8314,0,0,1,0,0,35,0,1,0,0,0,0,1,1,0,1,1
"1021000906",64,7,0,12,2011,10210009,0,0,0,0.362534463405609,32.5747261047363,0.4982,3.0201,0,0,1,0,0,50,0,1,1,0,0,0,1,2,0,1,1
"1021001003",49,4,0,9,2012,10210010,0,0,0,0.345997929573059,32.5832252502441,0.1811,5.5335,2,0,1,0,0,66,0,1,1,0,0,0,1,2,1,1,1
"1021001004",24,4,0,2,2012,10210010,0,0,0,0.345997929573059,32.5832252502441,0.2076,2.4013,0,0,1,0,0,33,0,1,0,0,0,0,1,1,0,1,1
"1021001007",44,6,0,9,2012,10210010,0,0,0,0.345997929573059,32.5832252502441,0.5067,2.2919,0,0,1,0,0,39,0,0,1,0,0,0,1,2,0,1,1
"1021001011",22,4,0,9,2012,10210010,0,0,0,0.345997929573059,32.5832252502441,0.2525,2.5782,0,0,1,0,0,40,1,0,0,0,0,0,1,2,0,1,1
"1021001102",41,6,0,3,2012,10210011,0,0,0,0.289272874593735,32.6159744262695,2.2443,5.7789,50,1,0,0,0,22,1,1,0,0,0,0,1,1,0,1,1
"1021001107",40,5,0,4,2012,10210011,0,0,0,0.289272874593735,32.6159744262695,2.3058,5.7086,42,1,0,0,0,51,0,1,1,0,0,0,1,3,0,1,1
"1021001109",61,6,0,3,2012,10210011,0,0,0,0.289272874593735,32.6159744262695,2.3165,5.7155,42,1,0,0,0,40,1,1,1,1,0,0,1,5,0,1,1
"102100110901",71,7,0,10,2012,10210011,0,0,0,0.2386794090271,32.6208229064941,6.6248,10.7568,37,0,0,0,0,43,0,1,1,1,0,1,1,3,0,1,1
"102100110904",61,6,0,10,2012,10210011,0,0,0,0.289272874593735,32.6159744262695,2.0187,6.1714,65,1,0,0,0,23,0,1,1,0,0,0,0,0,0,1,1
"1021001110",27.5,4,0,4,2012,10210011,0,0,0,0.289272874593735,32.6159744262695,2.2811,5.7306,42,1,0,0,0,39,0,1,0,0,0,0,1,1,0,1,1
"1021001205",44.5,6,0,4,2012,10210012,0,0,0,0.312796533107758,32.6114730834961,3.4726,3.9207,10,1,0,0,0,40,1,0,0,0,0,0,1,2,1,1,1
"1021001206",42,6,0,4,2012,10210012,0,0,0,0.312796533107758,32.6114730834961,3.3947,3.8514,10,1,0,0,0,43,1,1,0,0,0,0,1,2,0,1,1
"1021001208",69,7,0,4,2012,10210012,0,0,0,0.312796533107758,32.6114730834961,3.4408,3.8884,10,1,0,0,0,46,0,1,0,0,0,0,1,3,0,1,1
"1021001210",103.5,7,0,4,2012,10210012,0,0,0,0.312796533107758,32.6114730834961,3.4048,3.8451,10,1,0,0,0,35,0,1,1,0,0,0,1,2,0,1,1
"1021001211",23,5,0,11,2012,10210012,0,0,0,0.312796533107758,32.6114730834961,3.4068,3.8885,10,1,0,0,0,29,0,0,1,0,0,0,1,2,0,1,1
"1021001301",83,7,0,11,2011,10210013,0,0,0,0.303221106529236,32.6197471618652,3.0732,3.35,6,1,0,0,0,55,0,1,1,0,0,1,1,0,0,1,1
"1021001302",3,1,0,6,2012,10210013,0,0,0,0.303221106529236,32.6197471618652,3.2043,3.3286,4,1,0,0,0,47,1,1,0,0,0,0,1,1,0,1,1
"1021001304",63,7,0,6,2012,10210013,0,0,0,0.303221106529236,32.6197471618652,2.087,5.6961,32,1,0,0,0,38,0,1,0,0,1,0,1,2,1,1,1
"1021001306",45.5,4,0,11,2011,10210013,0,0,0,0.303221106529236,32.6197471618652,3.157,3.2731,4,1,0,0,0,48,0,0,1,0,0,0,1,3,0,1,1
"1021001308",73,6,0,11,2011,10210013,0,0,0,0.303221106529236,32.6197471618652,3.0756,3.4003,6,1,0,0,0,37,0,1,1,0,1,0,1,2,0,1,1
"1021001309",40,4,0,6,2012,10210013,0,0,0,0.303221106529236,32.6197471618652,3.0731,3.3451,6,1,0,0,0,58,1,1,0,0,0,0,0,0,1,1,1
"1021001402",32,5,0,12,2011,10210014,0,0,0,0.285813391208649,32.5787391662598,1.2244,3.2246,4,0,1,0,0,82,1,1,1,0,0,0,1,2,0,1,1
"102100140202",54,7,0,7,2012,10210014,0,0,0,0.285813391208649,32.5787391662598,2.6429,4.4932,43,1,0,0,0,29,0,0,1,0,1,0,1,2,0,1,1
"102100140204",62.5,7,0,7,2012,10210014,0,0,0,0.390592843294144,32.5215911865234,0.0675,0.5315,31,0,1,0,0,34,0,1,1,0,0,0,1,3,0,1,1
"1021001403",64,7,0,12,2011,10210014,0,0,0,0.285813391208649,32.5787391662598,1.3422,3.4121,18,0,1,0,0,44,0,1,1,0,0,0,1,2,0,1,1
"1021001405",46,5,0,7,2012,10210014,0,0,0,0.285813391208649,32.5787391662598,1.1897,3.2302,4,0,1,0,0,34,0,1,1,0,0,0,1,3,0,1,1
"1021001406",44,5,0,7,2012,10210014,0,0,0,0.285813391208649,32.5787391662598,1.2125,3.1462,4,0,1,0,0,46,0,1,1,0,0,0,1,4,0,1,1
"1021001407",72,7,0,7,2012,10210014,0,0,0,0.231386110186577,32.590991973877,4.5625,10.1291,94,0,0,0,0,37,0,1,1,0,0,0,1,2,0,1,1
"1021001408",40.5,5,0,7,2012,10210014,0,0,0,0.285813391208649,32.5787391662598,1.2678,3.1685,4,0,1,0,0,38,1,0,0,0,0,0,1,2,0,1,1
"1021001501",35,7,0,1,2012,10210015,0,0,0,0.301654934883118,32.6005477905273,3.0451,3.6844,8,1,0,0,0,30,0,0,0,0,0,0,1,3,1,1,1
"1021001504",68,7,0,2,2012,10210015,0,0,0,0.301654934883118,32.6005477905273,3.1956,3.8253,8,1,0,0,0,73,0,1,1,0,0,0,1,3,0,1,0
"102100150406",66,7,0,9,2012,10210015,0,0,0,0.326390743255615,32.5551452636719,0.504,3.9294,7,0,1,0,0,25,1,1,1,0,0,0,1,3,0,1,1
"1021001505",54,7,0,1,2012,10210015,0,0,0,0.301654934883118,32.6005477905273,3.0778,3.7313,8,1,0,0,0,49,1,1,1,0,0,0,1,5,0,1,1
"1021001507",39,4,0,7,2012,10210015,0,0,0,0.301654934883118,32.6005477905273,3.037,3.6684,8,1,0,0,0,52,1,1,1,0,0,0,1,3,0,1,1
"1021001512",56,4,0,1,2012,10210015,0,0,0,0.301654934883118,32.6005477905273,3.0611,3.5828,6,1,0,0,0,22,1,0,1,0,0,0,1,4,0,1,1
"1021001701",49,6,0,10,2012,10210017,0,0,0,0.273187041282654,32.6248092651367,5.1885,8.0894,53,1,0,0,0,47,0,1,1,0,0,0,1,2,0,1,1
"1021001704",33,6,0,10,2012,10210017,0,0,0,0.273187041282654,32.6248092651367,5.1935,8.0787,53,1,0,0,0,36,1,0,1,0,0,0,1,2,0,1,1
"1021001705",46,6,0,10,2012,10210017,0,0,0,0.273187041282654,32.6248092651367,4.4548,8.2763,49,1,0,0,0,37,0,1,0,0,0,0,1,3,0,1,1
"1021001706",54,6,0,10,2012,10210017,0,0,0,0.273187041282654,32.6248092651367,5.2404,8.0066,53,1,0,0,0,32,1,0,0,0,0,0,0,0,0,1,1
"1021001709",53,5,0,10,2012,10210017,0,0,0,0.273187041282654,32.6248092651367,5.0424,8.27,51,1,0,0,0,37,1,0,0,0,0,0,1,3,0,1,1
"1021001710",80,5,0,3,2012,10210017,0,0,0,0.273187041282654,32.6248092651367,5.0902,8.2961,51,1,0,0,0,89,0,1,1,0,0,0,1,2,0,1,1
"102100171003",35,5,0,11,2012,10210017,0,0,0,0.273187041282654,32.6248092651367,5.05,8.244,51,1,0,0,0,42,0,1,0,0,0,0,1,4,0,1,1
"1021001711",15.5,1,0,3,2012,10210017,0,0,0,0.273187041282654,32.6248092651367,5.1297,8.0653,53,1,0,0,0,39,1,1,1,0,0,0,1,4,0,1,1
"1021001713",81,6,0,10,2012,10210017,0,0,0,0.273187041282654,32.6248092651367,4.9768,8.1252,51,1,0,0,0,62,1,1,1,0,0,0,1,3,0,1,1
"1021001804",80,7,0,11,2012,10210018,0,0,0,0.295154541730881,32.5853996276855,2.7377,3.9526,22,1,0,0,0,38,0,1,1,0,0,1,1,4,0,1,1
"1021001809",69,7,0,4,2012,10210018,0,0,0,0.295154541730881,32.5853996276855,2.2732,3.7775,26,1,0,0,0,47,0,1,1,0,0,1,1,5,0,1,1
"1021001810",81,7,0,5,2012,10210018,0,0,0,0.295154541730881,32.5853996276855,2.4044,2.5279,4,1,0,0,0,37,0,0,1,0,0,1,1,3,0,1,0
"1021001902",28,5,0,6,2012,10210019,0,0,0,0.285392194986343,32.6176643371582,4.3807,5.6795,35,1,0,0,0,34,0,1,1,0,0,0,1,2,0,1,1
"1021001907",59,5,0,11,2012,10210019,0,0,0,0.410726010799408,32.488712310791,0.5348,1.0069,43,0,1,0,0,47,0,1,1,1,1,0,1,2,0,1,1
"1021001908",42,5,0,11,2011,10210019,0,0,0,0.365630447864532,32.555477142334,0.1826,3.7029,0,0,1,0,0,34,1,1,1,0,0,0,1,3,0,1,1
"1021001910",89,7,0,11,2011,10210019,0,0,0,0.285392194986343,32.6176643371582,4.2141,5.4238,32,1,0,0,0,57,1,1,1,0,0,0,1,4,0,1,0
"1021001915",68,5,0,11,2011,10210019,0,0,0,0.285392194986343,32.6176643371582,4.4157,5.7018,35,1,0,0,0,30,0,0,1,0,0,0,1,2,0,1,1
"1021002003",94,7,0,6,2012,10210020,0,0,0,0.34478223323822,32.587532043457,2.4931,3.6946,2,0,1,0,0,45,0,1,1,0,1,0,1,3,0,1,1
"1021002007",39,6,0,6,2012,10210020,0,0,0,0.34478223323822,32.587532043457,2.0845,3.6156,4,0,1,0,0,35,0,1,1,0,0,0,1,1,0,1,1
"1021002010",44,7,0,6,2012,10210020,0,0,0,0.34478223323822,32.587532043457,2.4344,3.5266,2,0,1,0,0,71,0,1,1,0,0,0,1,2,0,1,1
"1021002011",46.5,6,0,6,2012,10210020,0,0,0,0.34478223323822,32.587532043457,2.3929,3.5706,2,0,1,0,0,39,0,1,1,0,0,0,1,2,0,1,1
"1021002013",41,4,0,6,2012,10210020,0,0,0,0.34478223323822,32.587532043457,2.3815,3.5154,2,0,1,0,0,42,1,1,1,0,0,0,1,4,0,1,1
"1021002103",62,6,0,1,2012,10210021,0,0,0,0.367720067501068,32.6239585876465,4.0112,3.3097,49,0,1,0,0,40,0,1,1,0,0,0,1,2,0,1,1
"1021002105",85,7,0,2,2012,10210021,0,0,0,0.367720067501068,32.6239585876465,3.021,3.3167,18,0,1,0,0,52,0,1,1,0,0,1,1,6,0,1,0
"1021002106",39,6,0,1,2012,10210021,0,0,0,0.367720067501068,32.6239585876465,3.0186,3.5647,18,0,1,0,0,42,0,1,1,0,0,0,0,0,0,1,1
"1021002107",69,6,0,8,2012,10210021,0,0,0,0.367720067501068,32.6239585876465,3.0046,3.3075,18,0,1,0,0,43,1,1,1,1,0,0,1,3,0,1,1
"1021002201",81,6,0,9,2012,10210022,0,0,0,0.368404358625412,32.5902557373047,2.5452,4.7407,57,0,1,0,0,33,1,1,1,0,0,0,1,5,0,1,1
"1021002203",71,7,0,2,2012,10210022,0,0,0,0.368404358625412,32.5902557373047,2.731,4.5093,55,0,1,0,0,40,0,1,1,0,0,0,1,3,0,1,1
"1021002205",27,4,0,2,2012,10210022,0,0,0,0.368404358625412,32.5902557373047,2.5335,4.7142,57,0,1,0,0,72,1,1,1,0,0,0,1,1,0,1,1
"1021002207",43,6,0,9,2012,10210022,0,0,0,0.368404358625412,32.5902557373047,2.7068,4.5823,55,0,1,0,0,43,1,1,1,0,0,0,1,2,0,1,1
"1021002208",58,6,0,2,2012,10210022,0,0,0,0.368404358625412,32.5902557373047,2.7054,4.5587,55,0,1,0,0,41,0,1,1,0,0,0,1,2,0,1,1
"1021002210",46,5,0,2,2012,10210022,0,0,0,0.368404358625412,32.5902557373047,2.4034,4.8664,57,0,1,0,0,61,1,1,0,0,0,0,1,2,0,1,1
"1021002301",46,7,0,4,2012,10210023,0,0,0,0.32818478345871,32.6340675354004,0.9805,5.4466,2,0,1,0,0,34,0,1,1,1,0,0,1,2,0,1,1
"1021002307",36.5,5,0,10,2012,10210023,0,0,0,0.32818478345871,32.6340675354004,0.9167,5.2983,6,0,1,0,0,39,0,0,0,0,0,0,1,2,1,1,1
"1021002308",44,5,0,3,2012,10210023,0,0,0,0.32818478345871,32.6340675354004,1.6279,5.3449,23,1,0,0,0,31,0,0,0,0,1,0,1,1,0,1,1
"1021002309",40,5,0,3,2012,10210023,0,0,0,0.32818478345871,32.6340675354004,0.8142,5.2338,6,0,1,0,0,41,1,1,0,0,0,0,1,2,0,1,1
"1021002312",63,6,0,3,2012,10210023,0,0,0,0.32818478345871,32.6340675354004,0.8383,4.9076,8,0,1,0,0,29,1,0,0,0,0,0,1,1,1,1,1
"1021002405",30,6,0,5,2012,10210024,0,0,0,0.321927607059479,32.6380882263184,0.9751,6.5694,17,1,0,0,0,98,1,0,1,0,0,0,0,0,1,1,1
"1021002407",63,7,0,5,2012,10210024,0,0,0,0.321927607059479,32.6380882263184,0.8764,6.4958,11,1,0,0,0,40,0,1,1,0,0,0,1,1,0,1,1
"1021002501",59,7,0,11,2011,10210025,0,0,0,0.33720475435257,32.6085891723633,0.789,3.6657,4,1,0,0,0,57,0,1,1,0,0,0,1,5,0,1,1
"1021002502",49,5,0,6,2012,10210025,0,0,0,0.417212635278702,33.2152442932129,2.6701,2.1993,26,0,1,0,0,77,0,1,1,1,0,0,1,5,0,1,1
"1021002508",42,6,0,11,2011,10210025,0,0,0,0.33720475435257,32.6085891723633,0.8773,3.6152,4,1,0,0,0,63,0,1,1,0,0,0,1,2,0,1,1
"1021002509",32.5,5,0,11,2011,10210025,0,0,0,0.33720475435257,32.6085891723633,0.7784,3.7014,4,1,0,0,0,56,0,0,0,0,0,0,1,2,1,1,1
"1021002603",47,7,0,7,2012,10210026,0,0,0,0.305940717458725,32.5291442871094,1.3434,4.5997,39,0,1,0,0,38,0,1,1,0,1,0,1,2,0,1,1
"1021002605",71,7,0,12,2011,10210026,0,0,0,0.305940717458725,32.5291442871094,1.1309,4.6616,39,0,1,0,0,49,0,1,1,0,0,0,1,1,0,1,1
"1021002606",77,5,0,12,2011,10210026,0,0,0,0.305940717458725,32.5291442871094,1.3574,4.5851,39,0,1,0,0,42,0,1,1,0,0,1,1,2,0,1,1
"102100260606",72,6,0,7,2012,10210026,0,0,0,0.305940717458725,32.5291442871094,1.3272,5.2586,31,0,1,0,0,25,0,1,1,0,0,0,1,2,0,1,1
"1021002610",67,6,0,12,2011,10210026,0,0,0,0.305940717458725,32.5291442871094,1.5545,4.5252,41,0,1,0,0,72,1,0,0,0,0,0,1,1,0,1,1
"1021002611",76,7,0,12,2011,10210026,0,0,0,0.305940717458725,32.5291442871094,1.4733,4.5603,41,0,1,0,0,67,0,1,0,0,0,0,1,2,0,1,1
"1021002702",54,6,0,8,2012,10210027,0,0,0,0.289859712123871,32.553035736084,0.8199,4.2761,22,0,1,0,0,40,0,1,1,0,0,0,1,4,0,1,1
"1021002703",49,4,0,2,2012,10210027,0,0,0,0.289859712123871,32.553035736084,0.8385,4.2953,22,0,1,0,0,51,0,1,1,0,0,0,1,2,0,1,1
"1021002711",48,6,0,8,2012,10210027,0,0,0,0.289859712123871,32.553035736084,0.8478,4.2989,22,0,1,0,0,45,1,1,1,0,0,0,1,2,0,1,1
"1021002801",58,6,0,2,2012,10210028,0,0,0,0.356767296791077,32.5571060180664,0.9919,3.0838,0,0,1,0,0,52,1,1,1,0,0,0,1,3,0,1,1
"1021002802",70,7,0,2,2012,10210028,0,0,0,0.356767296791077,32.5571060180664,0.7468,2.7601,0,0,1,0,0,37,0,1,0,0,0,1,1,2,0,1,1
"1021002805",76,7,0,9,2012,10210028,0,0,0,0.356767296791077,32.5571060180664,0.7935,2.9307,0,0,1,0,0,40,0,1,1,0,0,0,1,6,0,1,1
"1021002810",32,5,0,9,2012,10210028,0,0,0,0.356767296791077,32.5571060180664,0.7376,2.8596,0,0,1,0,0,40,1,1,1,0,0,0,1,1,0,1,1
"1021002901",75,7,0,4,2012,10210029,0,0,0,0.330750405788422,32.5421409606934,0.5036,3.8086,0,0,1,0,0,28,0,1,1,0,0,0,1,2,0,1,1
"1021002903",70,7,0,4,2012,10210029,0,0,0,0.330750405788422,32.5421409606934,0.507,3.7825,0,0,1,0,0,25,0,1,1,0,0,1,1,3,0,1,1
"1021002905",64,6,0,4,2012,10210029,0,0,0,0.330750405788422,32.5421409606934,0.9104,3.9725,8,0,1,0,0,71,1,1,0,0,0,0,1,1,0,1,1
"1021002906",39,6,0,4,2012,10210029,0,0,0,0.330750405788422,32.5421409606934,0.6012,3.7075,0,0,1,0,0,66,1,0,1,0,0,0,1,3,0,1,1
"1021002910",66,7,0,4,2012,10210029,0,0,0,0.330750405788422,32.5421409606934,0.4941,3.7274,0,0,1,0,0,35,0,1,1,0,0,0,1,2,0,1,1
"1021003103",57,7,0,11,2011,10210031,0,0,0,0.279319494962692,32.5660514831543,0.8091,4.8047,33,0,1,0,0,55,0,1,1,0,0,1,1,6,0,1,1
"1021003109",56,7,0,6,2012,10210031,0,0,0,0.279319494962692,32.5660514831543,0.749,4.7975,33,0,1,0,0,55,0,1,1,0,0,1,1,4,0,1,1
"1021003201",62,6,0,12,2011,10210032,0,0,0,0.332452565431595,32.5423698425293,0.0029,0.5599,31,0,1,0,0,44,0,1,1,0,0,0,1,2,0,1,1
"1021003203",56,5,0,12,2011,10210032,0,0,0,0.332452565431595,32.5423698425293,0.5595,2.0029,26,0,1,0,0,28,0,0,1,0,0,0,1,2,0,1,1
"1021003205",94,7,0,12,2011,10210032,0,0,0,0.332452565431595,32.5423698425293,0.5686,1.9546,26,0,1,0,0,29,1,1,1,0,0,1,1,1,0,1,1
"1021003309",49,4,0,1,2012,10210033,0,0,0,0.317143380641937,32.5373229980469,0.3745,4.9205,18,0,1,0,0,63,1,NA,NA,NA,NA,NA,NA,NA,0,1,1
"1021003310",43,6,0,1,2012,10210033,0,0,0,0.317143380641937,32.5373229980469,0.3911,4.7246,18,0,1,0,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,1,1
"1021003403",32.5,4,0,2,2012,10210034,0,0,0,0.30460998415947,32.543773651123,0.3555,4.5114,18,0,1,0,0,50,0,1,1,1,0,0,1,4,0,1,1
"1021003407",25,5,0,2,2012,10210034,0,0,0,0.30460998415947,32.543773651123,0.5066,4.5095,20,0,1,0,0,52,0,0,0,1,0,0,1,1,0,1,1
"1021003411",87.5,5,0,2,2012,10210034,0,0,0,0.30460998415947,32.543773651123,0.3883,4.4473,20,0,1,0,0,44,0,0,0,0,0,0,0,0,0,1,1
"1021003412",39,7,0,2,2012,10210034,0,0,0,0.30460998415947,32.543773651123,0.3054,4.4605,18,0,1,0,0,44,0,1,0,0,0,0,1,2,0,1,1
"1021003415",35.5,4,0,2,2012,10210034,0,0,0,0.30460998415947,32.543773651123,0.391,4.4915,22,0,1,0,0,67,0,1,0,0,0,0,1,1,1,1,0
"1033000301",31.5,5,1,5,2012,10330003,0,0,0,0.827926635742188,31.8434658050537,7.2142,51.2456,60,0,0,0,0,32,0,0,0,0,0,0,1,1,1,1,1
"1033000302",31.5,4,1,6,2012,10330003,0,0,0,0.827926635742188,31.8434658050537,6.6038,51.1037,60,0,0,0,0,60,1,0,0,0,0,0,1,1,1,1,1
"1033000303",42.5,4,1,11,2011,10330003,0,0,0,0.827926635742188,31.8434658050537,8.8325,50.3281,60,0,0,0,0,53,1,0,0,0,0,0,1,1,1,1,1
