"HHID","FCS","HDDS","rural","FS_month","FS_year","ea_id","region1","region2","region3","region4","lat_modified","lon_modified","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","Radio","Television","Bicycle","Motorcycle","Car","Cellphone","num_cell","floor_dirt_sand_dung","roof_not_natural","roof_iron"
"1153003101",49,4,1,3,2011,"1150031",1,0,0,0,0.543995559215546,32.1898193359375,0.2742,27.6166,55,0,1,0,0,34,0,1,0,0,1,0,1,1,0,1,1
"1153003102",28,4,1,9,2011,"1150031",1,0,0,0,0.502339541912079,32.12890625,0.0081,17.17,60,0,1,0,0,26,0,0,0,1,0,0,1,2,0,1,1
"1153003103",38.5,4,1,3,2011,"1150031",1,0,0,0,0.543995559215546,32.1898193359375,2.6526,29.8958,60,0,1,0,0,60,0,1,0,0,0,0,1,1,1,1,1
"1153003105",62,7,1,9,2011,"1150031",1,0,0,0,0.627311944961548,32.0867080688477,0.0409,28.8477,60,1,0,0,0,36,0,1,0,0,0,0,1,1,0,1,1
"1153003106",29,4,1,3,2011,"1150031",1,0,0,0,0.543995559215546,32.1898193359375,0.0574,27.4627,55,0,1,0,0,46,0,1,0,0,0,0,0,0,0,1,1
"1153003107",61,7,1,9,2011,"1150031",1,0,0,0,0.543995559215546,32.1898193359375,0.2557,27.6427,55,0,1,0,0,40,0,1,0,0,0,0,1,1,1,1,1
"1153003110",46.5,6,1,3,2011,"1150031",1,0,0,0,0.543995559215546,32.1898193359375,0.3347,22.9725,60,0,1,0,0,40,0,1,0,1,0,0,1,1,0,1,1
"1163001102",41,7,1,5,2011,"1160011",1,0,0,0,0.64454174041748,32.2456817626953,12.5557,31.6064,57,0,1,0,0,34,0,1,1,0,0,0,1,1,0,1,1
"1163001103",14,3,1,12,2010,"1160011",1,0,0,0,0.684433221817017,32.3014259338379,19.4382,24.2148,55,1,0,0,0,40,0,1,0,0,0,0,1,1,0,1,1
"1163001104",61,5,1,12,2010,"1160011",1,0,0,0,0.684433221817017,32.3014259338379,19.8198,23.8381,51,1,0,0,0,38,0,1,0,1,0,0,0,0,1,1,1
"1163001105",72,6,1,12,2010,"1160011",1,0,0,0,0.684433221817017,32.3014259338379,19.638,24.2513,53,1,0,0,0,36,0,1,0,1,0,0,1,1,1,1,1
"1163001106",30.5,3,1,12,2010,"1160011",1,0,0,0,0.684433221817017,32.3014259338379,20.0588,23.5679,49,1,0,0,0,61,0,1,0,0,0,0,0,0,1,0,0
"1163001107",37.5,7,1,12,2010,"1160011",1,0,0,0,0.684433221817017,32.3014259338379,20.0793,24.0106,47,1,0,0,0,27,0,1,0,1,0,0,0,0,0,1,1
"1163001108",42,7,1,12,2010,"1160011",1,0,0,0,0.684433221817017,32.3014259338379,19.6135,24.2619,53,1,0,0,0,40,0,1,0,1,0,0,1,1,1,1,1
"1163001109",52.5,6,1,12,2010,"1160011",1,0,0,0,0.684433221817017,32.3014259338379,20.0301,23.7781,49,1,0,0,0,42,0,1,0,1,0,0,1,1,1,1,1
"1163001110",63,6,1,12,2010,"1160011",1,0,0,0,0.684433221817017,32.3014259338379,19.8255,24.1688,53,1,0,0,0,28,0,1,0,1,0,0,1,2,1,1,1
"1163001301",17.5,4,0,7,2011,"1160013",1,0,0,0,1.15960025787354,32.0026092529297,32.2105,65.1302,14,1,0,0,0,54,0,1,0,0,0,0,0,0,1,1,1
"1163001302",82,7,0,1,2011,"1160013",1,0,0,0,1.15960025787354,32.0026092529297,32.3592,65.5112,10,1,0,0,0,44,0,0,0,0,0,0,0,0,0,1,1
"1163001303",75,6,0,1,2011,"1160013",1,0,0,0,1.15960025787354,32.0026092529297,32.4357,65.349,14,1,0,0,0,28,0,1,0,1,0,0,1,2,0,1,1
"1163001304",47,6,0,1,2011,"1160013",1,0,0,0,1.15960025787354,32.0026092529297,31.9715,65.1135,15,1,0,0,0,53,0,1,0,1,0,0,0,0,0,1,1
"1163001307",76,7,1,7,2011,"1160013",1,0,0,0,1.05097627639771,32.4674682617188,0.1033,24.5019,39,1,0,0,0,58,0,1,1,1,0,0,1,2,0,1,1
"1163001310",42,7,0,7,2011,"1160013",1,0,0,0,0.767357647418976,32.5258140563965,0.0521,5.3007,60,0,1,0,0,30,0,1,0,0,0,0,1,1,0,1,1
"2013000401",39.5,6,1,1,2011,"2010004",0,1,0,0,0.431405365467072,33.8126411437988,5.2334,19.0449,54,0,1,0,0,33,0,1,0,1,0,0,1,1,1,0,0
"2013000402",45.5,5,1,1,2011,"2010004",0,1,0,0,0.431405365467072,33.8126411437988,6.2083,19.1659,52,0,1,0,0,57,0,1,0,1,0,0,0,0,1,1,1
"2013000403",55,6,1,1,2011,"2010004",0,1,0,0,0.431405365467072,33.8126411437988,6.6833,18.8392,51,0,1,0,0,65,0,0,0,1,0,0,0,0,1,1,1
"2013000404",46.5,5,1,7,2011,"2010004",0,1,0,0,0.431405365467072,33.8126411437988,6.8588,18.8011,51,0,1,0,0,50,0,1,0,1,0,0,1,2,1,1,1
"2013000406",45,5,1,7,2011,"2010004",0,1,0,0,0.431405365467072,33.8126411437988,5.7985,19.1167,56,0,1,0,0,65,0,0,0,1,0,0,0,0,1,0,0
"2013000407",37.5,5,1,7,2011,"2010004",0,1,0,0,0.431405365467072,33.8126411437988,7.1012,18.3416,54,0,1,0,0,48,0,0,0,1,0,0,0,0,1,0,0
"2013000408",45.5,6,1,1,2011,"2010004",0,1,0,0,0.431405365467072,33.8126411437988,5.8653,18.9688,54,0,1,0,0,59,0,1,0,1,0,0,0,0,1,1,1
"2013000409",38.5,6,1,1,2011,"2010004",0,1,0,0,0.431405365467072,33.8126411437988,6.2804,19.054,53,0,1,0,0,60,0,1,0,1,0,0,0,0,1,1,1
"2013000410",32.5,5,1,7,2011,"2010004",0,1,0,0,0.431405365467072,33.8126411437988,5.5042,18.8841,54,0,1,0,0,57,0,1,1,1,0,0,1,2,0,1,1
"2013000601",40,6,1,10,2010,"2010006",0,1,0,0,0.31351912021637,33.8706359863281,3.9154,23.6684,60,0,0,0,0,33,0,0,0,0,0,0,0,0,1,1,1
"2013000602",44,7,1,10,2010,"2010006",0,1,0,0,0.31351912021637,33.8706359863281,3.4301,23.1865,60,0,0,0,0,58,0,1,1,1,0,0,1,3,1,0,0
"2013000603",42,5,1,4,2011,"2010006",0,1,0,0,0.31351912021637,33.8706359863281,3.7721,23.3108,60,0,0,0,0,48,0,0,0,1,0,0,1,1,1,0,0
"2013000604",63,5,1,4,2011,"2010006",0,1,0,0,0.31351912021637,33.8706359863281,3.1719,22.9264,59,0,0,0,0,42,0,0,0,1,0,0,1,1,1,0,0
"2013000605",58.5,5,1,4,2011,"2010006",0,1,0,0,0.31351912021637,33.8706359863281,4.0701,23.4817,60,0,0,0,0,41,0,1,0,1,0,0,1,1,1,0,0
"2013000606",16.5,4,1,10,2010,"2010006",0,1,0,0,0.31351912021637,33.8706359863281,4.184,23.852,60,0,0,0,0,35,0,1,0,0,0,0,1,1,1,0,0
"2013000607",27.5,5,1,10,2010,"2010006",0,1,0,0,0.31351912021637,33.8706359863281,4.391,24.1494,60,0,0,0,0,49,0,0,0,1,1,0,0,0,1,0,0
"2013000609",38.5,5,1,10,2010,"2010006",0,1,0,0,0.31351912021637,33.8706359863281,4.0114,23.6011,60,0,0,0,0,45,0,0,0,1,0,0,1,1,1,1,1
"2013000804",69,6,1,2,2011,"2010008",0,1,0,0,0.711598098278046,33.6848335266113,10.425,15.5645,43,0,1,0,0,34,0,1,0,0,0,0,0,0,1,0,0
"2013000805",58,6,1,2,2011,"2010008",0,1,0,0,0.711598098278046,33.6848335266113,9.7617,16.0838,43,0,1,0,0,43,0,0,0,1,0,0,0,0,1,0,0
"2013000806",54,5,1,2,2011,"2010008",0,1,0,0,0.711598098278046,33.6848335266113,9.5614,16.2392,43,0,1,0,0,48,0,1,0,0,0,0,0,0,1,1,1
"2013000808",90,6,1,2,2011,"2010008",0,1,0,0,0.711598098278046,33.6848335266113,9.8516,16.0148,48,0,1,0,0,28,0,0,0,1,0,0,0,0,1,0,0
"2013000809",56.5,6,1,2,2011,"2010008",0,1,0,0,0.711598098278046,33.6848335266113,10.1393,15.7903,46,0,1,0,0,46,0,1,0,0,1,0,0,0,1,1,1
"2013000810",51,5,1,8,2011,"2010008",0,1,0,0,0.711598098278046,33.6848335266113,9.642,16.1598,43,0,1,0,0,61,0,1,0,1,1,0,1,2,1,1,1
"2013000901",49.5,4,1,4,2011,"2010009",0,1,0,0,0.103999450802803,33.7830924987793,30.4518,49.0426,30,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0
"2013000902",56.5,5,1,9,2011,"2010009",0,1,0,0,0.103999450802803,33.7830924987793,30.4445,48.8758,33,0,0,0,0,36,0,0,0,0,0,0,1,1,1,0,0
"2013000905",50,4,1,4,2011,"2010009",0,1,0,0,0.103999450802803,33.7830924987793,30.3575,48.7567,33,0,0,0,0,80,0,0,0,0,0,0,0,0,1,1,1
"2013000906",30,4,1,4,2011,"2010009",0,1,0,0,0.103999450802803,33.7830924987793,30.2276,48.7796,39,0,0,0,0,33,0,1,0,0,0,0,0,0,1,0,0
"2013000907",49.5,4,1,9,2011,"2010009",0,1,0,0,0.103999450802803,33.7830924987793,29.6697,48.0507,43,0,0,0,0,40,0,1,0,1,0,0,1,2,1,0,0
"2013000909",53,5,1,4,2011,"2010009",0,1,0,0,0.103999450802803,33.7830924987793,30.6153,49.2379,18,0,0,0,0,67,0,0,0,0,0,0,0,0,1,0,0
"2013000910",54,5,1,9,2011,"2010009",0,1,0,0,0.103999450802803,33.7830924987793,29.8863,48.3384,42,0,0,0,0,37,0,1,0,0,0,0,1,1,1,1,1
"2013000911",49.5,5,1,9,2011,"2010009",0,1,0,0,0.103999450802803,33.7830924987793,30.113,48.5749,40,0,0,0,0,43,0,1,0,1,0,0,1,2,1,1,1
"2021000103",52,6,0,12,2010,"2020001",0,1,0,0,0.46774822473526,34.0916976928711,0.1805,8.2999,16,1,0,0,0,37,0,1,1,1,0,0,1,2,0,1,1
"2021000106",34,5,0,12,2010,"2020001",0,1,0,0,0.46774822473526,34.0916976928711,0.2718,8.3196,16,1,0,0,0,50,0,0,0,0,0,0,1,3,0,1,1
"2021000109",64,7,0,12,2010,"2020001",0,1,0,0,0.46774822473526,34.0916976928711,0.017,8.1508,16,1,0,0,0,31,0,1,0,0,0,0,1,1,0,1,1
"2023000502",36,4,1,4,2011,"2020005",0,1,0,0,0.490654230117798,34.0917701721191,0.8373,10.1148,44,0,1,0,0,47,0,1,0,0,0,0,0,0,1,0,0
"2023000503",34.5,6,1,9,2011,"2020005",0,1,0,0,0.490654230117798,34.0917701721191,0.0838,10.9443,46,0,1,0,0,51,0,1,0,1,0,0,1,1,1,0,0
"2023000504",41,5,1,3,2011,"2020005",0,1,0,0,0.490654230117798,34.0917701721191,0.1751,10.5249,47,0,1,0,0,43,0,0,0,0,0,0,1,1,1,1,1
"2023000505",62,6,1,3,2011,"2020005",0,1,0,0,0.490654230117798,34.0917701721191,1.2832,9.981,40,0,1,0,0,38,0,0,0,1,0,0,0,0,1,0,0
"2023000506",36.5,4,1,3,2011,"2020005",0,1,0,0,0.490654230117798,34.0917701721191,1.1429,9.9606,41,0,1,0,0,59,0,0,0,0,0,0,0,0,1,1,1
"2023000508",57.5,5,1,3,2011,"2020005",0,1,0,0,0.490654230117798,34.0917701721191,0.7906,10.1899,44,0,1,0,0,36,0,0,0,1,0,0,0,0,1,0,0
"2023000509",39,6,1,3,2011,"2020005",0,1,0,0,0.490654230117798,34.0917701721191,0.0327,10.8666,44,0,1,0,0,47,0,1,0,1,0,0,1,1,1,0,0
"2023000510",34.5,4,1,9,2011,"2020005",0,1,0,0,0.490654230117798,34.0917701721191,1.0122,10.1244,41,0,1,0,0,37,0,1,0,1,0,0,1,2,0,1,1
"2023000701",47,6,1,6,2011,"2020007",0,1,0,0,0.389015406370163,34.0578117370605,1.6339,5.8309,60,0,1,0,0,32,0,1,1,1,1,0,1,2,0,1,1
"2023000702",38.5,5,1,12,2010,"2020007",0,1,0,0,0.389015406370163,34.0578117370605,2.879,7.0521,54,0,1,0,0,63,0,1,0,1,0,0,0,0,1,1,1
"2023000703",28,5,1,6,2011,"2020007",0,1,0,0,0.389015406370163,34.0578117370605,3.6049,7.7713,49,0,1,0,0,63,0,0,0,0,0,0,0,0,1,1,1
"2023000704",49,5,1,6,2011,"2020007",0,1,0,0,0.389015406370163,34.0578117370605,3.504,7.6607,53,0,1,0,0,46,0,0,0,1,0,0,1,1,1,1,1
"2023000705",20.5,4,1,6,2011,"2020007",0,1,0,0,0.389015406370163,34.0578117370605,2.1825,6.3686,58,0,1,0,0,39,0,1,0,1,0,0,1,1,1,1,1
"2023000706",38,5,1,12,2010,"2020007",0,1,0,0,0.389015406370163,34.0578117370605,2.1267,6.2871,60,0,1,0,0,59,0,0,0,1,0,0,1,1,1,0,0
"2023000707",47,6,1,12,2010,"2020007",0,1,0,0,0.389015406370163,34.0578117370605,1.9755,6.1369,60,0,1,0,0,52,0,0,0,0,0,0,1,2,0,1,1
"2023000709",27,4,1,12,2010,"2020007",0,1,0,0,0.389015406370163,34.0578117370605,2.5286,6.6809,60,0,1,0,0,72,0,1,0,1,0,0,0,0,1,1,1
"2023000710",51.5,6,1,12,2010,"2020007",0,1,0,0,0.389015406370163,34.0578117370605,1.9686,6.1363,60,0,1,0,0,68,0,1,0,1,0,0,0,0,1,0,0
"2031000103",48,7,0,4,2011,"2030001",0,1,0,0,0.615904808044434,33.4700546264648,0.0217,0.7058,8,0,1,0,0,27,0,1,1,1,0,0,1,1,0,1,1
"2031000106",24,3,0,9,2011,"2030001",0,1,0,0,0.615904808044434,33.4700546264648,0.0475,0.7878,8,0,1,0,0,73,0,0,0,0,0,0,0,0,0,1,1
"2031000109",48,4,0,4,2011,"2030001",0,1,0,0,0.615904808044434,33.4700546264648,0.7616,1.5607,47,0,1,0,0,30,0,0,1,0,0,0,1,1,0,1,1
"2031000110",25,5,0,3,2011,"2030001",0,1,0,0,0.615904808044434,33.4700546264648,0.3082,0.3865,13,0,1,0,0,25,0,1,0,0,0,0,1,6,1,1,1
"2031000114",88,6,0,3,2011,"2030001",0,1,0,0,0.615904808044434,33.4700546264648,0.1329,0.8541,9,0,1,0,0,40,0,1,0,0,0,0,1,3,0,1,1
"2031000404",15,3,0,1,2011,"2030004",0,1,0,0,0.623697280883789,33.4741477966309,0.0661,1.4051,22,0,1,0,0,31,0,0,0,0,0,0,1,2,0,1,1
"2031000405",84,7,0,7,2011,"2030004",0,1,0,0,0.623697280883789,33.4741477966309,0.0181,1.3612,22,0,1,0,0,66,0,0,0,1,0,0,1,3,0,1,1
"2031000406",78,6,0,7,2011,"2030004",0,1,0,0,0.623697280883789,33.4741477966309,0.0111,1.3707,22,0,1,0,0,79,0,1,1,0,0,0,1,3,1,1,1
"2031000407",106,7,0,1,2011,"2030004",0,1,0,0,0.623697280883789,33.4741477966309,0.0753,1.0731,10,0,1,0,0,46,0,1,0,0,0,0,1,1,1,1,1
"2031000409",61,7,0,1,2011,"2030004",0,1,0,0,0.623697280883789,33.4741477966309,0.0127,1.3576,22,0,1,0,0,43,0,1,1,0,0,1,1,7,0,1,1
"2031000410",63,5,0,7,2011,"2030004",0,1,0,0,0.623697280883789,33.4741477966309,0.0699,1.4379,22,0,1,0,0,64,0,1,1,1,0,1,1,5,0,1,1
"2033000801",44,5,1,10,2010,"2030008",0,1,0,0,0.551625669002533,33.618896484375,7.8339,15.7543,45,0,1,0,0,33,0,0,0,1,0,0,0,0,1,0,0
"2033000802",21,2,1,10,2010,"2030008",0,1,0,0,0.551625669002533,33.618896484375,8.9391,14.9619,35,0,1,0,0,40,0,0,0,1,0,0,0,0,1,1,1
"2033000803",86,6,1,10,2010,"2030008",0,1,0,0,0.551625669002533,33.618896484375,9.2837,14.0374,46,0,1,0,0,40,0,1,0,1,1,0,1,2,1,1,1
"2033000804",58,5,1,10,2010,"2030008",0,1,0,0,0.551625669002533,33.618896484375,8.9301,14.3164,43,0,1,0,0,47,0,0,0,0,0,0,1,1,1,1,1
"2033000806",23,3,1,4,2011,"2030008",0,1,0,0,0.551625669002533,33.618896484375,9.3661,14.2162,41,0,1,0,0,46,0,0,0,1,0,0,0,0,1,1,1
"2033000807",53,6,1,10,2010,"2030008",0,1,0,0,0.551625669002533,33.618896484375,8.7901,14.493,43,0,1,0,0,28,0,0,0,0,0,0,1,1,1,0,0
"2033000808",22.5,4,1,4,2011,"2030008",0,1,0,0,0.551625669002533,33.618896484375,8.0132,15.6679,40,0,1,0,0,67,0,0,0,1,0,0,0,0,1,1,1
"2033000809",46,6,1,4,2011,"2030008",0,1,0,0,0.551625669002533,33.618896484375,8.7949,14.4245,43,0,1,0,0,40,0,1,0,0,0,0,1,1,1,0,0
"2033001801",68.5,6,1,11,2010,"2030018",0,1,0,0,0.572827994823456,33.4740257263184,4.0603,6.4314,60,0,1,0,0,55,0,1,0,0,0,0,1,1,NA,NA,NA
"2033001804",55,5,1,11,2010,"2030018",0,1,0,0,0.572827994823456,33.4740257263184,4.6052,7.0727,60,0,1,0,0,37,0,1,0,1,0,0,1,1,1,1,1
"2033001805",34,5,1,11,2010,"2030018",0,1,0,0,0.572827994823456,33.4740257263184,4.609,6.7614,59,0,1,0,0,41,0,0,0,1,0,0,0,0,1,1,1
"2033001806",69,6,1,11,2010,"2030018",0,1,0,0,0.572827994823456,33.4740257263184,4.3593,6.6963,60,0,1,0,0,41,0,1,0,1,1,0,1,1,NA,NA,NA
"2033001807",30.5,4,1,11,2010,"2030018",0,1,0,0,0.572827994823456,33.4740257263184,4.2996,6.0071,59,0,1,0,0,40,0,0,0,1,0,0,0,0,1,1,1
"2033001808",45,6,1,11,2010,"2030018",0,1,0,0,0.572827994823456,33.4740257263184,4.1751,6.5326,60,0,1,0,0,57,0,1,0,1,0,0,0,0,1,1,1
"2033001809",84,5,1,11,2010,"2030018",0,1,0,0,0.572827994823456,33.4740257263184,4.5154,7.1402,60,0,1,0,0,46,0,1,0,1,0,0,0,0,1,1,1
"2033001810",23.5,4,1,11,2010,"2030018",0,1,0,0,0.572827994823456,33.4740257263184,4.135,6.4968,60,0,1,0,0,47,0,0,0,0,0,0,0,0,NA,NA,NA
"2033002301",70,4,1,8,2011,"2030023",0,1,0,0,0.674982845783234,33.5198974609375,0.7574,3.8231,55,0,1,0,0,36,0,1,0,1,0,0,1,1,1,1,1
"2033002303",62,6,1,8,2011,"2030023",0,1,0,0,0.674982845783234,33.5198974609375,0.0465,4.6429,52,0,1,0,0,22,0,0,0,0,0,0,1,1,0,1,1
"2033002305",19.5,3,1,2,2011,"2030023",0,1,0,0,0.674982845783234,33.5198974609375,0.6045,4.8,52,0,1,0,0,68,0,1,0,0,0,0,1,1,1,1,1
"2033002307",49,5,1,2,2011,"2030023",0,1,0,0,0.674982845783234,33.5198974609375,2.0963,6.0502,41,0,1,0,0,26,0,1,0,1,0,0,0,0,1,1,1
"2033002308",33,5,1,8,2011,"2030023",0,1,0,0,0.674982845783234,33.5198974609375,2.83,6.4023,40,0,1,0,0,46,0,1,0,1,0,0,1,2,1,1,1
"2033002310",58,6,1,2,2011,"2030023",0,1,0,0,0.674982845783234,33.5198974609375,2.2578,5.8035,41,0,1,0,0,64,0,1,0,1,0,0,1,3,0,1,1
"2033002801",46.5,3,1,12,2010,"2030028",0,1,0,0,1.01656532287598,33.3279800415039,22.7035,44.1973,47,0,1,0,0,29,0,0,0,0,0,0,0,0,1,0,0
"2033002803",33.5,4,1,6,2011,"2030028",0,1,0,0,1.01656532287598,33.3279800415039,23.1869,46.7779,39,0,1,0,0,45,0,1,0,1,0,0,1,1,1,1,1
"2033002805",88,7,1,12,2010,"2030028",0,1,0,0,1.01656532287598,33.3279800415039,22.6982,44.2537,49,0,1,0,0,38,0,1,0,1,0,0,1,1,0,1,1
"2033002806",19,4,1,6,2011,"2030028",0,1,0,0,1.01656532287598,33.3279800415039,23.4684,46.5219,40,0,1,0,0,55,0,0,0,0,0,0,0,0,1,1,1
"2033002807",33,5,1,6,2011,"2030028",0,1,0,0,1.01656532287598,33.3279800415039,23.4656,46.5321,40,0,1,0,0,30,0,1,0,0,0,0,0,0,1,1,1
"2033002808",17.5,2,1,6,2011,"2030028",0,1,0,0,1.01656532287598,33.3279800415039,22.9075,45.7137,51,0,1,0,0,52,0,0,0,1,0,0,1,1,1,1,1
"2033002811",21.5,4,1,12,2010,"2030028",0,1,0,0,1.01656532287598,33.3279800415039,23.4816,46.2973,42,0,1,0,0,28,0,1,0,0,0,0,1,1,1,0,0
"2033003302",87,6,1,3,2011,"2030033",0,1,0,0,0.775407314300537,33.3474769592285,18.5157,22.0995,58,0,1,0,0,51,0,1,0,0,0,0,1,1,1,1,1
"2033003303",82,7,1,3,2011,"2030033",0,1,0,0,0.775407314300537,33.3474769592285,18.4445,22.2511,53,0,1,0,0,71,0,1,0,1,0,0,0,0,1,1,1
"2033003304",19,4,1,3,2011,"2030033",0,1,0,0,0.775407314300537,33.3474769592285,18.7762,22.701,50,0,1,0,0,55,0,1,0,0,0,0,0,0,1,1,1
"2033003305",105,6,1,3,2011,"2030033",0,1,0,0,0.775407314300537,33.3474769592285,17.5795,21.7017,49,0,1,0,0,73,0,1,0,1,1,0,1,2,1,1,1
"2033003307",22.5,3,1,9,2011,"2030033",0,1,0,0,0.775407314300537,33.3474769592285,17.0073,21.9302,60,0,1,0,0,40,0,0,0,0,0,0,0,0,1,1,1
"2033003308",35,6,1,4,2011,"2030033",0,1,0,0,0.775407314300537,33.3474769592285,19.2244,23.6577,57,0,1,0,0,39,0,1,0,1,0,0,0,0,1,0,0
"2033003309",54,5,1,9,2011,"2030033",0,1,0,0,0.775407314300537,33.3474769592285,16.9709,21.7464,60,0,1,0,0,70,0,0,0,0,0,0,0,0,1,1,1
"2033003310",46,6,1,9,2011,"2030033",0,1,0,0,0.775407314300537,33.3474769592285,18.9336,23.0425,53,0,1,0,0,55,0,1,0,1,0,0,0,0,1,1,1
"2041000201",37,5,0,10,2010,"2040002",0,1,0,0,0.422720521688461,33.2024993896484,1.5326,0.6105,27,0,1,0,0,45,0,1,0,0,0,0,1,1,0,1,1
"2041000202",40,4,0,1,2011,"2040002",0,1,0,0,0.422720521688461,33.2024993896484,2.9219,2.6213,15,0,1,0,0,46,0,1,0,0,0,0,1,2,0,1,1
"2041000204",57,6,0,10,2010,"2040002",0,1,0,0,0.422720521688461,33.2024993896484,1.5834,0.8468,24,0,1,0,0,59,0,1,0,1,0,0,1,1,0,1,1
"2041000209",49,6,0,10,2010,"2040002",0,1,0,0,0.422720521688461,33.2024993896484,1.3752,0.4792,20,0,1,0,0,51,0,0,0,0,0,0,0,0,0,1,1
"2041000210",59,5,0,10,2010,"2040002",0,1,0,0,0.422720521688461,33.2024993896484,1.6709,0.9002,24,0,1,0,0,52,0,1,0,1,0,0,1,3,0,1,1
"2041000603",22,3,0,8,2011,"2040006",0,1,0,0,0.432436555624008,33.2406768798828,2.6036,3.9895,16,0,1,0,0,46,0,1,0,0,0,0,1,1,1,1,1
"2041000606",81,6,0,2,2011,"2040006",0,1,0,0,0.432436555624008,33.2406768798828,2.4451,3.9215,16,0,1,0,0,45,0,0,0,0,0,0,NA,0,1,1,1
"2041000610",65.5,5,0,2,2011,"2040006",0,1,0,0,0.432436555624008,33.2406768798828,2.7974,4.3382,29,0,1,0,0,52,0,1,1,0,1,0,1,3,1,1,1
"2041000611",37,6,0,2,2011,"2040006",0,1,0,0,0.432436555624008,33.2406768798828,2.8103,4.3424,29,0,1,0,0,37,0,0,0,0,0,0,1,1,1,1,1
"2041000901",72,6,0,5,2011,"2040009",0,1,0,0,0.485487937927246,33.2385559082031,0.6449,0.8351,32,0,1,0,0,46,0,1,0,0,0,0,1,3,1,1,1
"2041000902",59,6,0,11,2010,"2040009",0,1,0,0,0.485487937927246,33.2385559082031,0.9355,0.512,37,0,1,0,0,38,0,1,0,0,0,0,0,0,0,1,1
"2041000904",57,6,0,5,2011,"2040009",0,1,0,0,0.485487937927246,33.2385559082031,0.5552,0.9,32,0,1,0,0,51,0,1,1,1,0,0,1,8,0,1,1
"2041000908",24,5,0,11,2010,"2040009",0,1,0,0,0.485487937927246,33.2385559082031,0.4963,0.9723,32,0,1,0,0,35,0,1,0,0,0,0,1,1,0,1,1
"2041000909",37,7,0,11,2010,"2040009",0,1,0,0,0.485487937927246,33.2385559082031,1.126,0.322,43,0,1,0,0,50,0,1,0,0,1,0,1,3,1,1,1
"2041000911",96,6,0,11,2010,"2040009",0,1,0,0,0.485487937927246,33.2385559082031,1.0892,0.3531,43,0,1,0,0,84,0,1,1,0,0,1,1,2,0,1,1
"2043001201",23,4,1,7,2011,"2040012",0,1,0,0,0.625762522220612,33.2887725830078,11.4453,18.287,58,0,1,0,0,35,0,1,0,0,0,0,1,1,1,1,1
"2043001202",56.5,6,1,7,2011,"2040012",0,1,0,0,0.625762522220612,33.2887725830078,11.6981,18.8189,58,0,1,0,0,37,0,1,0,1,1,0,1,1,1,1,1
"2043001204",35,6,1,1,2011,"2040012",0,1,0,0,0.625762522220612,33.2887725830078,11.9604,19.2811,58,0,1,0,0,62,0,1,0,1,0,0,0,0,1,1,1
"2043001205",29.5,3,1,7,2011,"2040012",0,1,0,0,0.625762522220612,33.2887725830078,11.0821,18.0013,52,0,1,0,0,28,0,0,0,1,0,0,0,0,1,1,1
"2043001206",68,7,1,1,2011,"2040012",0,1,0,0,0.625762522220612,33.2887725830078,11.9122,19.2465,58,0,1,0,0,44,0,1,0,1,0,0,1,1,1,1,1
"2043001207",25.5,4,1,7,2011,"2040012",0,1,0,0,0.625762522220612,33.2887725830078,10.9727,17.9517,49,0,1,0,0,28,0,1,0,0,0,0,0,0,1,1,1
"2043001209",62.5,6,1,1,2011,"2040012",0,1,0,0,0.625762522220612,33.2887725830078,11.7452,18.8959,58,0,1,0,0,38,0,1,0,1,1,0,1,1,0,1,1
"2043001210",43,5,1,7,2011,"2040012",0,1,0,0,0.625762522220612,33.2887725830078,11.5868,18.5259,58,0,1,0,0,42,0,1,0,1,0,0,1,1,1,1,1
"2043001212",38,5,1,7,2011,"2040012",0,1,0,0,0.625762522220612,33.2887725830078,11.2434,17.997,52,0,1,0,0,43,0,1,0,1,0,0,0,0,1,1,1
"2043001401",27.5,4,1,10,2010,"2040014",0,1,0,0,0.551319479942322,33.125862121582,9.8497,12.5791,60,0,1,0,0,75,0,1,0,1,0,0,1,1,1,1,1
"2043001403",27,3,1,10,2010,"2040014",0,1,0,0,0.551319479942322,33.125862121582,9.4363,12.491,60,0,1,0,0,33,0,1,0,1,0,0,1,2,1,1,1
"2043001404",19,3,1,4,2011,"2040014",0,1,0,0,0.551319479942322,33.125862121582,9.7531,12.6663,60,0,1,0,0,46,0,1,0,1,0,0,1,1,1,1,1
"2043001405",43,5,1,10,2010,"2040014",0,1,0,0,0.551319479942322,33.125862121582,9.8269,12.5972,60,0,1,0,0,36,0,1,0,1,0,0,1,1,1,1,1
"2043001406",63.5,4,1,4,2011,"2040014",0,1,0,0,0.551319479942322,33.125862121582,9.4363,12.5342,60,0,1,0,0,57,0,1,0,0,0,0,0,0,1,1,1
"2043001410",37,5,1,4,2011,"2040014",0,1,0,0,0.551319479942322,33.125862121582,8.692,11.963,60,0,1,0,0,46,0,0,0,0,1,0,1,1,1,1,1
"2043001411",27.5,3,1,10,2010,"2040014",0,1,0,0,0.551319479942322,33.125862121582,10.4594,13.0034,60,0,1,0,0,42,0,1,0,1,0,0,1,1,0,1,1
