"HHID","FCS","HDDS","rural","FS_month","FS_year","ea_id","region1","region2","region3","region4","lat_modified","lon_modified","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","Radio","Television","Bicycle","Motorcycle","Car","Cellphone","num_cell","floor_dirt_sand_dung","roof_not_natural","roof_iron"
"1021000212",53,7,0,4,2010,"1020002",0,0,0,0,0.313044995069504,32.5691452026367,0.18,3.89,0,0,1,0,0,48,1,0,0,0,0,0,0,0,0,1,1
"1021000213",57,6,0,4,2010,"1020002",0,0,0,0,0.313044995069504,32.5691452026367,1.44,1.52,4,0,1,0,0,50,0,1,1,0,0,0,1,7,0,1,1
"1021000303",9.5,1,0,11,2009,"1020003",0,0,0,0,0.303095996379852,32.5733451843262,2.02,0.22,0,0,1,0,0,23,0,1,1,0,0,0,1,1,0,1,1
"1021000310",16,2,0,11,2009,"1020003",0,0,0,0,0.303095996379852,32.5733451843262,2.02,0.21,0,0,1,0,0,30,1,0,1,0,0,0,1,1,0,1,1
"1021000312",66,7,0,11,2009,"1020003",0,0,0,0,0.303095996379852,32.5733451843262,2.02,0.21,0,0,1,0,0,30,1,1,1,1,0,0,1,1,0,1,1
"1021000401",17.5,1,0,12,2009,"1020004",0,0,0,0,0.345753014087677,32.5462951660156,0.05,4.03,0,0,1,0,0,32,0,1,0,0,0,0,1,1,0,1,1
"1021000402",16,5,0,12,2009,"1020004",0,0,0,0,0.345753014087677,32.5462951660156,0.07,4.06,0,0,1,0,0,43,0,1,0,0,1,1,1,1,0,1,1
"1021000405",76,7,0,12,2009,"1020004",0,0,0,0,0.345753014087677,32.5462951660156,0.05,4.01,0,0,1,0,0,29,0,1,0,0,0,0,0,0,0,1,1
"1021000406",44,7,0,12,2009,"1020004",0,0,0,0,0.345753014087677,32.5462951660156,0.01,3.98,0,0,1,0,0,34,0,1,1,1,0,0,1,1,1,1,1
"1021000408",61,5,0,12,2009,"1020004",0,0,0,0,0.345753014087677,32.5462951660156,0.07,4.03,0,0,1,0,0,60,1,0,0,0,0,0,1,1,0,1,1
"1021000409",0.5,NA,0,6,2010,"",0,0,0,0,0.345753014087677,32.5462951660156,0.01,3.98,0,0,1,0,0,59,0,1,0,0,0,0,1,1,1,1,1
"1021000503",56,6,0,1,2010,"1020005",0,0,0,0,0.378048986196518,32.5941314697266,0.26,5.9,6,0,1,0,0,76,1,1,1,0,0,0,0,0,0,1,1
"1021000504",54,7,0,1,2010,"1020005",0,0,0,0,0.378048986196518,32.5941314697266,0.11,5.73,8,0,1,0,0,37,1,0,0,0,0,0,1,2,0,1,1
"1021000506",77,7,0,1,2010,"1020005",0,0,0,0,0.378048986196518,32.5941314697266,0.2,5.71,8,0,1,0,0,45,0,1,1,0,0,0,1,1,0,1,1
"1021000604",42,6,0,3,2010,"1020006",0,0,0,0,0.371428996324539,32.5650634765625,0.73,4.43,2,0,1,0,0,43,0,0,0,0,1,0,1,1,1,1,1
"1021000607",80,7,0,3,2010,"1020006",0,0,0,0,0.371428996324539,32.5650634765625,0.96,4.62,2,0,1,0,0,48,1,1,1,0,0,1,1,7,0,1,1
"1021000608",71,7,0,8,2010,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,1,0,0,1,0,1,1,0,1,1
"1021000610",57,5,0,3,2010,"1020006",0,0,0,0,0.371428996324539,32.5650634765625,0.76,4.45,2,0,1,0,0,49,0,0,0,0,0,0,1,2,0,1,1
"1021000612",74,7,0,3,2010,"1020006",0,0,0,0,0.371428996324539,32.5650634765625,0.9,4.62,2,0,1,0,0,58,0,1,1,0,0,0,1,7,0,1,1
"1021000701",76,7,0,3,2010,"1020007",0,0,0,0,0.365141004323959,32.5970153808594,2.11,5.42,33,0,1,0,0,30,0,1,1,0,1,1,1,4,0,1,1
"1021000702",47,5,0,9,2009,"1020007",0,0,0,0,0.365141004323959,32.5970153808594,2.64,5.16,20,0,1,0,0,52,0,1,0,0,0,0,1,1,0,1,1
"1021000703",8,4,0,3,2010,"",0,0,0,0,0.365141004323959,32.5970153808594,1.68,5.55,63,0,1,0,0,47,1,1,1,0,0,0,1,4,0,1,1
"1021000705",42,6,0,3,2010,"1020007",0,0,0,0,0.365141004323959,32.5970153808594,2.48,5.16,22,0,1,0,0,26,0,1,1,1,0,0,1,2,0,1,1
"1021000709",46,5,0,9,2009,"1020007",0,0,0,0,0.365141004323959,32.5970153808594,2.46,5.2,22,0,1,0,0,41,0,0,0,0,0,0,1,2,0,1,1
"1021000710",92,7,0,9,2009,"1020007",0,0,0,0,0.365141004323959,32.5970153808594,2.37,5.31,22,0,1,0,0,53,1,1,1,0,0,1,1,5,0,1,1
"1021000711",60,6,0,3,2010,"1020007",0,0,0,0,0.365141004323959,32.5970153808594,2.65,5.17,20,0,1,0,0,36,0,1,1,0,0,0,1,1,0,1,1
"1021000802",62,7,0,11,2009,"1020008",0,0,0,0,0.356909990310669,32.5883522033691,0.76,3.71,0,0,1,0,0,24,0,1,1,0,0,0,1,1,0,1,1
"1021000807",51,6,0,10,2009,"1020008",0,0,0,0,0.356909990310669,32.5883522033691,0.77,3.7,0,0,1,0,0,37,0,1,1,0,0,0,1,3,0,1,1
"1021000808",43,6,0,4,2010,"",1,0,0,0,0.29414901137352,32.4947814941406,0.98,10.07,60,0,1,0,0,36,0,1,0,0,0,0,1,1,0,1,0
"1021000809",42,6,0,4,2010,"",0,0,0,0,0.356909990310669,32.5883522033691,1.1,3.85,2,0,1,0,0,29,0,0,1,0,0,0,1,1,0,1,1
"1021000810",20.5,4,0,10,2009,"1020008",0,0,0,0,0.356909990310669,32.5883522033691,0.73,3.73,0,0,1,0,0,52,1,1,0,0,0,0,0,0,1,1,1
"1021000811",39,7,0,10,2009,"1020008",0,0,0,0,0.356909990310669,32.5883522033691,0.69,3.81,0,0,1,0,0,33,0,1,0,0,0,0,1,1,0,1,1
"1021000904",58,6,0,4,2010,"",0,0,0,0,0.362533986568451,32.5747261047363,0.15,2.95,0,0,1,0,0,50,0,1,1,0,0,0,1,2,0,1,1
"1021000906",66,6,0,4,2010,"",0,0,0,0,0.362533986568451,32.5747261047363,0.5,3.02,0,0,1,0,0,48,0,1,1,1,0,0,1,1,0,1,1
"1021000909",29,6,0,4,2010,"1020009",0,0,0,0,0.362533986568451,32.5747261047363,0.01,2.99,0,0,1,0,0,35,0,0,1,0,0,0,1,2,0,1,1
"1021001003",41,5,0,6,2010,"1020010",0,0,0,0,0.345997989177704,32.5832252502441,0.38,2.35,0,0,1,0,0,64,0,1,1,0,0,0,1,2,0,1,1
"1021001004",35,6,0,12,2009,"1020010",0,0,0,0,0.345997989177704,32.5832252502441,0.37,2.39,0,0,1,0,0,31,0,0,1,0,0,0,1,2,1,1,1
"1021001005",59.5,6,0,12,2009,"1020010",0,0,0,0,0.345997989177704,32.5832252502441,0.2,2.39,0,0,1,0,0,44,0,1,1,0,1,0,1,2,0,1,1
"1021001007",33,5,0,12,2009,"1020010",0,0,0,0,0.345997989177704,32.5832252502441,0.38,2.37,0,0,1,0,0,36,0,1,1,0,0,0,1,2,0,1,1
"1021001008",40,7,0,12,2009,"1020010",0,0,0,0,0.345997989177704,32.5832252502441,0.25,2.46,0,0,1,0,0,29,1,1,0,0,0,0,1,1,0,1,1
"1021001009",81,7,0,12,2009,"1020010",0,0,0,0,0.345997989177704,32.5832252502441,0.28,2.48,0,0,1,0,0,45,0,1,1,0,0,0,0,0,0,1,1
"1021001011",25,5,0,6,2010,"1020010",0,0,0,0,0.345997989177704,32.5832252502441,0.24,2.57,0,0,1,0,0,38,1,0,0,0,0,0,1,1,0,1,1
"1021001107",54,7,0,1,2010,"1020011",0,0,0,0,0.289272993803024,32.6159744262695,2.3,5.71,42,1,0,0,0,49,0,1,1,0,0,0,1,3,0,1,1
"1021001109",56,5,0,1,2010,"1020011",0,0,0,0,0.289272993803024,32.6159744262695,2.32,5.7,42,1,0,0,0,40,1,1,1,1,0,0,1,7,0,1,1
"1021001110",39,5,0,1,2010,"1020011",0,0,0,0,0.289272993803024,32.6159744262695,2.29,5.7,42,1,0,0,0,36,0,1,0,0,0,0,1,1,0,1,1
"1021001202",70,7,0,2,2010,"",1,0,0,0,0.322075992822647,32.5258026123047,2.01,4.3,39,0,1,0,0,42,1,1,1,0,0,0,1,2,0,1,1
"1021001205",49,4,0,2,2010,"1020012",0,0,0,0,0.312797009944916,32.6114730834961,3.47,3.92,10,1,0,0,0,40,1,0,0,0,0,0,1,3,1,1,1
"1021001206",57,5,0,2,2010,"1020012",0,0,0,0,0.312797009944916,32.6114730834961,3.4,3.86,10,1,0,0,0,41,1,0,0,0,0,0,0,0,0,1,1
"1021001208",73,7,0,2,2010,"1020012",0,0,0,0,0.312797009944916,32.6114730834961,3.43,3.89,10,1,0,0,0,45,0,1,0,0,0,0,1,2,1,1,1
"1021001210",78,6,0,2,2010,"1020012",0,0,0,0,0.312797009944916,32.6114730834961,3.44,3.87,10,1,0,0,0,34,0,0,0,0,0,0,1,3,0,1,1
"1021001211",46,5,0,2,2010,"1020012",0,0,0,0,0.312797009944916,32.6114730834961,3.41,3.89,10,1,0,0,0,25,0,1,1,0,0,0,0,0,0,1,1
"1021001301",49,6,0,3,2010,"1020013",0,0,0,0,0.303220987319946,32.6197471618652,3.07,3.35,6,1,0,0,0,26,1,1,1,1,0,0,1,1,0,0,0
"1021001302",48,4,0,3,2010,"1020013",0,0,0,0,0.303220987319946,32.6197471618652,3.2,3.33,4,1,0,0,0,44,1,1,1,0,0,0,1,2,1,1,1
"1021001304",75,6,0,3,2010,"1020013",0,0,0,0,0.303220987319946,32.6197471618652,2.09,5.7,32,1,0,0,0,36,0,0,0,0,0,0,1,2,1,1,1
"1021001305",12.5,1,0,3,2010,"1020013",0,0,0,0,0.303220987319946,32.6197471618652,2.98,3.61,8,1,0,0,0,27,0,0,0,0,0,0,1,2,1,1,1
"1021001306",36,6,0,3,2010,"1020013",0,0,0,0,0.303220987319946,32.6197471618652,3.16,3.27,4,1,0,0,0,46,0,0,1,0,0,0,1,1,0,1,1
"1021001307",30,5,0,4,2010,"1020013",0,0,0,0,0.303220987319946,32.6197471618652,1.94,6.82,60,0,1,0,0,38,1,1,1,0,0,0,1,1,0,1,1
"1021001308",35,5,0,3,2010,"1020013",0,0,0,0,0.303220987319946,32.6197471618652,3.08,3.4,6,1,0,0,0,36,0,1,0,0,1,0,1,1,0,0,0
"1021001309",24,4,0,3,2010,"1020013",0,0,0,0,0.303220987319946,32.6197471618652,3.07,3.35,6,1,0,0,0,55,1,1,0,0,0,0,0,0,0,1,1
"1021001311",49,4,0,4,2010,"1020013",0,0,0,0,0.303220987319946,32.6197471618652,2.87,2.73,2,1,0,0,0,28,0,1,1,0,1,0,1,1,0,1,1
"1021001402",57,7,0,11,2009,"1020014",0,0,0,0,0.285813003778458,32.5787391662598,1.22,3.21,4,0,1,0,0,80,1,0,1,0,0,0,1,2,0,1,1
"1021001403",48,5,0,11,2009,"1020014",0,0,0,0,0.285813003778458,32.5787391662598,1.34,3.41,18,0,1,0,0,42,0,1,1,0,0,0,1,1,0,1,1
"1021001405",70,6,0,11,2009,"1020014",0,0,0,0,0.285813003778458,32.5787391662598,1.38,3.46,18,0,1,0,0,31,0,1,1,0,0,0,1,2,0,1,1
"1021001406",49,3,0,4,2010,"1020014",0,0,0,0,0.285813003778458,32.5787391662598,1.21,3.15,4,0,1,0,0,45,0,1,1,0,0,0,1,1,0,1,1
"1021001407",53,6,0,11,2009,"",1,0,0,0,0.231386005878448,32.590991973877,4.57,10.13,94,0,0,0,0,35,0,1,1,0,0,0,1,1,0,1,1
"1021001408",32,5,0,11,2009,"1020014",0,0,0,0,0.285813003778458,32.5787391662598,1.28,3.15,10,0,1,0,0,35,1,1,1,0,0,0,1,2,0,1,1
"1021001501",14,5,0,11,2009,"1020015",0,0,0,0,0.301654994487762,32.6005516052246,3.04,3.67,8,1,0,0,0,28,0,1,0,0,0,0,1,2,1,1,1
"1021001505",81,7,0,11,2009,"1020015",0,0,0,0,0.301654994487762,32.6005516052246,3.08,3.73,8,1,0,0,0,46,1,1,1,0,1,1,1,3,0,1,1
"1021001507",34,4,0,11,2009,"1020015",0,0,0,0,0.301654994487762,32.6005516052246,3.04,3.67,8,1,0,0,0,49,1,0,0,0,0,0,1,2,0,1,1
"1021001512",57,6,0,11,2009,"",0,0,0,0,0.301654994487762,32.6005516052246,3.07,3.59,6,1,0,0,0,35,1,0,0,0,0,0,1,3,0,1,1
"1021001606",53,7,0,7,2010,"",1,0,0,0,0.415899008512497,32.5785942077637,0.87,7.52,60,0,1,0,0,41,0,1,1,0,1,0,1,5,0,1,1
"1021001607",88,7,0,12,2009,"1020016",0,0,0,0,0.310160011053085,32.6017799377441,2.77,3.6,10,1,0,0,0,60,0,1,1,0,0,1,1,8,0,1,0
"1021001609",77,5,0,12,2009,"1020016",0,0,0,0,0.310160011053085,32.6017799377441,2.95,3.76,8,1,0,0,0,72,1,0,1,0,0,0,1,1,0,1,1
"1021001610",60,5,0,12,2009,"1020016",0,0,0,0,0.310160011053085,32.6017799377441,3.03,3.93,12,1,0,0,0,37,0,0,1,0,0,0,1,2,0,1,1
"1021001701",82,7,0,1,2010,"1020017",0,0,0,0,0.273187011480331,32.6248092651367,5.18,8.1,53,1,0,0,0,44,0,1,1,0,0,0,1,3,0,1,1
"1021001704",59,6,0,1,2010,"1020017",0,0,0,0,0.273187011480331,32.6248092651367,5.15,8.01,53,1,0,0,0,33,1,0,0,0,0,0,0,0,0,1,1
"1021001705",40,5,0,7,2010,"1020017",0,0,0,0,0.273187011480331,32.6248092651367,5.21,8.5,51,1,0,0,0,35,0,1,0,0,0,0,1,1,0,1,1
"1021001706",32,4,0,2,2010,"1020017",0,0,0,0,0.273187011480331,32.6248092651367,5.24,8.01,53,1,0,0,0,31,0,1,0,0,0,0,1,2,0,1,1
"1021001709",61,5,0,7,2010,"1020017",0,0,0,0,0.273187011480331,32.6248092651367,5.04,8.27,51,1,0,0,0,34,1,0,0,0,0,0,1,2,0,1,1
"1021001710",104,7,0,1,2010,"1020017",0,0,0,0,0.273187011480331,32.6248092651367,5.1,8.32,51,1,0,0,0,86,0,1,0,0,0,0,0,0,0,1,1
"1021001711",32,5,0,2,2010,"1020017",0,0,0,0,0.273187011480331,32.6248092651367,5.13,8.07,53,1,0,0,0,36,1,1,1,0,0,0,1,4,0,1,1
"1021001713",43,5,0,7,2010,"1020017",0,0,0,0,0.273187011480331,32.6248092651367,4.98,8.13,51,1,0,0,0,60,1,0,1,0,0,0,1,3,0,1,1
"1021001802",65,5,0,2,2010,"1020018",0,0,0,0,0.295154988765717,32.5853996276855,2.78,4.06,22,1,0,0,0,39,0,1,0,0,0,0,1,1,1,1,1
"1021001804",83,7,0,2,2010,"1020018",0,0,0,0,0.295154988765717,32.5853996276855,2.73,3.96,22,1,0,0,0,35,0,1,1,0,0,1,1,4,0,1,1
"1021001809",68,7,0,2,2010,"1020018",0,0,0,0,0.295154988765717,32.5853996276855,2.77,3.79,18,1,0,0,0,46,0,1,0,0,0,0,1,1,0,1,1
"1021001810",86,7,0,2,2010,"1020018",0,0,0,0,0.295154988765717,32.5853996276855,2.4,2.53,4,1,0,0,0,35,0,1,1,0,0,1,1,3,0,1,1
"1021001901",72,7,0,3,2010,"",0,0,0,0,0.285391986370087,32.6176643371582,1.07,4.28,20,0,1,0,0,32,1,1,1,0,0,0,1,2,0,1,1
"1021001902",38,5,0,9,2009,"1020019",0,0,0,0,0.285391986370087,32.6176643371582,4.32,5.62,35,1,0,0,0,32,0,0,1,0,0,0,1,1,0,1,1
"1021001907",49,6,0,3,2010,"",1,0,0,0,0.410726010799408,32.488712310791,0.53,1,43,0,1,0,0,44,0,1,1,0,0,0,1,2,0,1,1
"1021001908",35,4,0,9,2009,"1020019",0,0,0,0,0.285391986370087,32.6176643371582,4.45,5.75,35,1,0,0,0,32,1,0,1,0,0,0,0,0,0,1,1
"1021001909",51.5,4,0,9,2009,"1020019",0,0,0,0,0.285391986370087,32.6176643371582,3.74,4.84,16,1,0,0,0,36,0,1,0,0,0,0,1,1,0,1,1
"1021001910",45,5,0,4,2010,"1020019",0,0,0,0,0.285391986370087,32.6176643371582,4.22,5.43,32,1,0,0,0,56,1,1,1,0,0,0,1,3,0,1,0
"1021001915",-Inf,NA,0,9,2009,"1020019",0,0,0,0,0.285391986370087,32.6176643371582,4.42,5.7,35,1,0,0,0,32,0,1,1,1,0,0,1,1,0,1,1
"1021002003",67,6,0,10,2009,"1020020",0,0,0,0,0.344781994819641,32.5875282287598,2.49,3.69,2,0,1,0,0,43,0,1,1,0,0,0,1,9,0,1,1
"1021002007",57,7,0,10,2009,"1020020",0,0,0,0,0.344781994819641,32.5875282287598,2.33,3.47,2,0,1,0,0,34,0,1,1,0,1,0,1,2,0,1,1
"1021002008",55.5,7,0,10,2009,"1020020",0,0,0,0,0.344781994819641,32.5875282287598,2.3,3.54,2,0,1,0,0,30,1,0,0,0,0,0,1,1,0,1,1
"1021002010",43,6,0,10,2009,"1020020",0,0,0,0,0.344781994819641,32.5875282287598,2.44,3.52,2,0,1,0,0,63,0,0,1,0,0,0,1,2,0,1,1
"1021002011",74,6,0,4,2010,"1020020",0,0,0,0,0.344781994819641,32.5875282287598,2.39,3.57,2,0,1,0,0,38,0,1,1,0,0,0,1,1,0,1,1
"1021002013",35.5,4,0,10,2009,"1020020",0,0,0,0,0.344781994819641,32.5875282287598,2.38,3.52,2,0,1,0,0,40,1,0,0,0,0,0,1,1,0,1,1
"1021002103",57,7,0,11,2009,"",0,0,0,0,0.367720007896423,32.6239585876465,4.01,3.31,49,0,1,0,0,37,0,1,1,1,1,0,1,3,0,1,1
"1021002105",77,7,0,11,2009,"1020021",0,0,0,0,0.367720007896423,32.6239585876465,3.02,3.32,18,0,1,0,0,49,0,1,1,1,0,1,1,3,0,1,0
"1021002106",24,3,0,11,2009,"1020021",0,0,0,0,0.367720007896423,32.6239585876465,3.02,3.56,18,0,1,0,0,38,0,1,0,0,0,0,1,1,0,1,1
"1021002107",35.5,7,0,11,2009,"1020021",0,0,0,0,0.367720007896423,32.6239585876465,3,3.31,18,0,1,0,0,41,1,1,0,1,0,0,1,1,0,1,1
"1021002201",34,5,0,6,2010,"1020022",0,0,0,0,0.368404000997543,32.5902557373047,2.55,4.74,57,0,1,0,0,31,1,1,1,0,0,0,1,1,0,1,1
"1021002202",77,5,0,6,2010,"1020022",0,0,0,0,0.368404000997543,32.5902557373047,2.7,4.59,55,0,1,0,0,29,0,1,0,0,0,0,1,1,0,0,0
"1021002203",67,7,0,12,2009,"1020022",0,0,0,0,0.368404000997543,32.5902557373047,2.73,4.51,55,0,1,0,0,38,0,1,0,0,0,0,1,2,0,1,1
"1021002204",43,7,0,2,2010,"1020022",0,0,0,0,0.368404000997543,32.5902557373047,2.74,4.38,57,0,1,0,0,26,0,1,1,0,0,0,1,2,0,1,1
"1021002205",26,4,0,12,2009,"1020022",0,0,0,0,0.368404000997543,32.5902557373047,2.53,4.72,57,0,1,0,0,69,1,1,1,0,0,0,1,1,0,1,1
"1021002207",92,7,0,6,2010,"1020022",0,0,0,0,0.368404000997543,32.5902557373047,2.71,4.58,55,0,1,0,0,43,0,1,1,0,0,0,1,2,0,1,1
"1021002208",84,5,0,12,2009,"1020022",0,0,0,0,0.368404000997543,32.5902557373047,2.71,4.54,55,0,1,0,0,40,0,1,1,0,0,0,1,1,0,1,1
"1021002210",46,7,0,12,2009,"1020022",0,0,0,0,0.368404000997543,32.5902557373047,2.41,4.86,57,0,1,0,0,59,1,0,0,0,0,0,1,1,0,1,1
"1021002211",74,6,0,12,2009,"1020022",0,0,0,0,0.368404000997543,32.5902557373047,2.83,4.46,55,0,1,0,0,37,1,1,1,1,0,0,1,1,0,1,1
"1021002301",33,5,0,1,2010,"1020023",0,0,0,0,0.328184992074966,32.6340675354004,0.98,5.44,2,0,1,0,0,32,0,1,0,0,0,0,1,3,0,1,1
"1021002308",62,7,0,1,2010,"1020023",0,0,0,0,0.328184992074966,32.6340675354004,1.5,5.27,21,0,1,0,0,27,0,1,0,0,0,0,1,1,0,1,1
"1021002309",40,7,0,2,2010,"1020023",0,0,0,0,0.328184992074966,32.6340675354004,0.81,5.23,6,0,1,0,0,40,1,1,0,0,0,0,1,1,0,1,1
"1021002312",42,7,0,1,2010,"1020023",0,0,0,0,0.328184992074966,32.6340675354004,0.86,4.93,8,0,1,0,0,27,1,1,0,0,0,0,1,1,1,1,1
"1021002405",26,4,0,2,2010,"1020024",0,0,0,0,0.32192799448967,32.6380882263184,0.99,6.56,17,1,0,0,0,97,1,1,0,0,0,0,1,1,0,1,1
"1021002407",69,6,0,2,2010,"1020024",0,0,0,0,0.32192799448967,32.6380882263184,0.89,6.5,11,1,0,0,0,38,0,1,1,0,0,0,1,2,0,1,1
"1021002501",37,6,0,3,2010,"1020025",0,0,0,0,0.337204992771149,32.6085891723633,0.8,3.67,4,1,0,0,0,55,0,1,1,0,0,0,1,1,0,1,1
"1021002502",50,6,0,3,2010,"1020025",0,0,0,0,0.337204992771149,32.6085891723633,0.82,3.64,4,1,0,0,0,75,0,1,1,0,0,0,1,2,0,1,1
"1021002505",29,5,0,3,2010,"1020025",0,0,0,0,0.337204992771149,32.6085891723633,0.86,3.61,4,1,0,0,0,35,1,1,1,0,0,0,1,2,0,1,1
"1021002506",29,4,0,4,2010,"1020025",0,0,0,0,0.337204992771149,32.6085891723633,0.77,3.71,4,1,0,0,0,33,0,1,0,0,0,0,1,1,1,1,1
"1021002508",93,6,0,10,2009,"1020025",0,0,0,0,0.337204992771149,32.6085891723633,0.83,3.65,4,1,0,0,0,61,0,1,0,0,0,0,1,2,0,1,1
"1021002509",49,5,0,10,2009,"1020025",0,0,0,0,0.337204992771149,32.6085891723633,0.79,3.68,4,1,0,0,0,54,0,0,0,0,0,0,1,1,1,1,1
"1021002510",39.5,2,0,3,2010,"",0,0,0,0,0.337204992771149,32.6085891723633,0.91,3.61,4,0,1,0,0,24,0,1,0,0,0,0,1,1,1,1,1
"1021002512",57,5,0,3,2010,"1020025",0,0,0,0,0.337204992771149,32.6085891723633,0.89,3.6,4,1,0,0,0,45,0,1,1,1,0,0,1,2,0,1,1
"1021002601",34,4,0,10,2009,"1020026",0,0,0,0,0.305940985679626,32.5291442871094,1.32,4.58,39,0,1,0,0,40,0,1,0,0,0,0,0,0,1,1,1
"1021002603",89,6,0,4,2010,"1020026",0,0,0,0,0.305940985679626,32.5291442871094,1.34,4.6,39,0,1,0,0,38,0,1,1,0,1,0,1,2,0,1,1
"1021002604",88,7,0,10,2009,"1020026",0,0,0,0,0.305940985679626,32.5291442871094,1.19,4.6,39,0,1,0,0,33,1,1,1,0,0,0,1,1,0,1,1
"1021002605",62,6,0,10,2009,"1020026",0,0,0,0,0.305940985679626,32.5291442871094,1.12,4.66,39,0,1,0,0,47,0,0,1,0,0,0,1,1,0,1,1
"1021002606",78,6,0,10,2009,"1020026",0,0,0,0,0.305940985679626,32.5291442871094,1.36,4.59,39,0,1,0,0,40,0,1,1,1,0,1,1,2,0,1,1
"1021002610",36,5,0,4,2010,"1020026",0,0,0,0,0.305940985679626,32.5291442871094,1.55,4.53,41,0,1,0,0,70,1,1,0,0,0,0,1,2,0,1,1
"1021002611",54,5,0,10,2009,"1020026",0,0,0,0,0.305940985679626,32.5291442871094,1.46,4.56,41,0,1,0,0,71,0,1,0,0,0,0,1,1,0,1,1
"1021002613",84,6,0,4,2010,"1020026",0,0,0,0,0.305940985679626,32.5291442871094,1.08,4.75,31,0,1,0,0,41,0,1,1,0,0,0,1,3,0,1,1
"1021002702",81,6,0,5,2010,"1020027",0,0,0,0,0.289860010147095,32.553035736084,0.82,4.28,22,0,1,0,0,37,0,1,1,0,0,1,1,2,1,1,1
"1021002703",77,5,0,11,2009,"1020027",0,0,0,0,0.289860010147095,32.553035736084,0.85,4.31,24,0,1,0,0,48,0,1,0,0,0,0,1,1,0,1,1
"1021002705",10,4,0,11,2009,"1020027",0,0,0,0,0.289860010147095,32.553035736084,0.89,4.32,22,0,1,0,0,19,0,0,0,0,0,0,1,2,0,1,1
"1021002708",41,5,0,11,2009,"1020027",0,0,0,0,0.289860010147095,32.553035736084,0.88,4.33,24,0,1,0,0,24,0,1,1,0,0,0,1,1,0,1,1
"1021002710",84,5,0,11,2009,"1020027",0,0,0,0,0.289860010147095,32.553035736084,0.96,4.35,22,0,1,0,0,23,0,1,1,0,0,0,1,1,0,1,1
"1021002711",66,7,0,11,2009,"1020027",0,0,0,0,0.289860010147095,32.553035736084,0.85,4.3,22,0,1,0,0,43,1,1,0,0,0,0,1,3,0,1,1
"1021002801",53,7,0,12,2009,"1020028",0,0,0,0,0.356766998767853,32.5571060180664,1.01,3.09,4,0,1,0,0,50,1,1,0,0,0,0,1,7,1,1,1
