"FCS","HDDS","rCSI","rural","FS_month","FS_year","clusterid","region2","region3","region4","region5","region6","region7","region8","region9","region10","region11","region12","region13","region14","region15","region16","region17","region18","region19","region20","region21","region22","region23","region24","region25","region51","region52","region53","region54","region55","lat_modified","lon_modified","head_age","female_head","Refrigerator","Radio","Television","Bicycle","Motorcycle","Car","Cellphone","num_cell","floor_dirt_sand_dung","roof_not_natural","roof_iron","HHID"
43,6,0,1,11,2014,20203304004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3646767196,37.0461802548,67,0,0,1,0,1,1,0,1,3,1,1,1,"1000-001"
67,6,0,1,11,2014,20203304004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3646767196,37.0461802548,41,0,0,1,0,1,0,0,1,2,0,1,1,"1001-001"
77,5,0,1,11,2014,20203304004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3646767196,37.0461802548,72,0,0,1,0,0,0,0,1,2,0,1,1,"1002-001"
68,6,0,1,10,2014,20203304004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3646767196,37.0461802548,56,1,0,1,0,0,0,0,1,1,1,1,1,"1003-001"
61,6,0,1,10,2014,20203304004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3646767196,37.0461802548,37,0,0,1,0,1,0,0,1,2,0,1,1,"1005-001"
83,7,0,1,10,2014,20203304004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3646767196,37.0461802548,52,0,0,1,0,1,1,0,1,4,1,1,1,"1006-001"
79,6,0,1,10,2014,20203304004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3646767196,37.0461802548,23,0,0,0,0,0,0,0,1,2,1,1,1,"1007-001"
67,6,0,1,11,2014,20203304004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3646767196,37.0461802548,35,0,0,0,0,0,0,0,1,2,0,1,1,"1009-001"
65,6,0,0,12,2014,20210303304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37468934538,36.8331376997,31,1,0,1,0,0,0,0,1,1,0,1,1,"1019-001"
92,7,0,0,12,2014,20210303304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37468934538,36.8331376997,36,0,0,1,1,0,0,0,1,2,0,1,1,"1020-001"
70,7,0,0,12,2014,20210303304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37468934538,36.8331376997,27,0,0,0,1,0,1,0,1,2,0,1,1,"1021-001"
74,7,0,0,12,2014,20210303304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37468934538,36.8331376997,35,0,1,1,1,1,0,0,1,4,0,1,1,"1022-001"
97,7,0,0,12,2014,20210303304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37468934538,36.8331376997,28,0,0,0,1,0,0,0,1,2,0,1,1,"1023-001"
62,7,19,0,12,2014,20210303304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37468934538,36.8331376997,28,0,0,1,1,0,0,0,1,3,0,1,1,"1024-001"
59,7,9,0,12,2014,20210303304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37468934538,36.8331376997,53,0,0,1,1,0,0,0,1,2,0,1,1,"1025-001"
52,5,0,0,12,2014,20210303304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37468934538,36.8331376997,22,1,0,0,0,0,0,0,1,1,0,1,1,"1026-001"
77,6,0,0,10,2014,20318204003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35515776775,36.6077888251,31,0,1,1,1,0,0,0,1,1,0,1,1,"1038-001"
45,5,0,0,10,2014,20318204003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35515776775,36.6077888251,31,0,0,1,0,0,0,0,1,1,0,1,1,"1039-001"
103,7,7,0,10,2014,20318204003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35515776775,36.6077888251,35,0,1,0,1,0,0,1,1,2,0,1,1,"1040-001"
92,7,0,0,10,2014,20318204003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35515776775,36.6077888251,69,0,0,1,1,1,0,0,1,1,0,1,1,"1041-001"
79,7,0,0,10,2014,20318204003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35515776775,36.6077888251,29,0,0,1,1,0,0,1,1,2,0,1,1,"1042-001"
71,7,0,0,10,2014,20318204003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35515776775,36.6077888251,37,0,0,0,1,0,0,1,1,6,0,1,1,"1043-001"
73,7,0,0,10,2014,20318204003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35515776775,36.6077888251,40,0,0,0,0,0,0,0,1,2,0,1,1,"1044-001"
68,6,10,0,10,2014,20318204003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35515776775,36.6077888251,50,0,0,0,0,0,0,0,0,0,0,1,1,"1045-001"
17.5,1,0,1,11,2014,20406105001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91261559182,34.7587649295,74,0,0,0,0,0,0,0,0,0,1,0,0,"1057-001"
46,6,0,1,11,2014,20406105001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91261559182,34.7587649295,25,0,0,0,0,1,0,0,1,2,1,0,0,"1058-001"
94,7,0,1,11,2014,20406105001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91261559182,34.7587649295,50,0,0,1,0,1,0,0,1,5,1,0,0,"1059-001"
42,3,21,1,11,2014,20406105001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91261559182,34.7587649295,48,0,0,0,0,0,0,0,1,2,1,1,1,"1060-001"
23,3,7,1,11,2014,20406105001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91261559182,34.7587649295,98,0,0,1,0,1,0,0,1,2,1,0,0,"1061-001"
80,6,0,1,11,2014,20406105001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91261559182,34.7587649295,58,0,0,0,0,1,0,0,1,2,1,0,0,"1062-001"
75.5,6,0,1,11,2014,20406105001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91261559182,34.7587649295,61,0,0,1,0,1,0,0,1,2,1,0,0,"1063-001"
59.5,6,0,1,11,2014,20406105001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91261559182,34.7587649295,32,1,0,0,0,0,0,0,0,0,1,0,0,"1064-001"
24,3,0,1,11,2014,20601102004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18444835032,36.7138302081,39,0,0,0,0,0,0,0,0,0,1,1,1,"1076-001"
57,5,0,1,11,2014,20601102004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18444835032,36.7138302081,39,0,0,1,0,0,0,0,1,2,0,1,1,"1077-001"
82.5,7,0,1,11,2014,20601102004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18444835032,36.7138302081,35,0,0,0,0,0,0,0,1,1,1,1,1,"1078-001"
101,7,0,1,11,2014,20601102004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18444835032,36.7138302081,47,0,0,1,0,1,1,0,1,2,1,1,1,"1079-001"
37,5,35,1,11,2014,20601102004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18444835032,36.7138302081,29,0,0,1,0,0,0,0,1,1,0,1,1,"1080-001"
72,6,0,1,11,2014,20601102004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18444835032,36.7138302081,35,0,0,1,0,0,0,0,1,2,1,1,1,"1081-001"
59,5,0,1,11,2014,20601102004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18444835032,36.7138302081,60,1,0,0,0,0,0,0,0,0,1,1,1,"1082-001"
50,4,0,1,11,2014,20601102004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18444835032,36.7138302081,45,1,0,1,1,0,0,0,1,2,0,1,1,"1083-001"
66,7,11,1,2,2015,20702102003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06364447645,36.7432114236,40,1,0,1,0,0,0,0,0,0,1,1,1,"1095-001"
53.5,4,20,1,2,2015,20702102003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06364447645,36.7432114236,55,0,0,0,0,0,0,0,1,2,1,0,0,"1096-001"
16.5,1,16,1,2,2015,20702102003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06364447645,36.7432114236,31,1,0,0,0,0,0,0,0,0,1,0,0,"1097-001"
14,1,21,1,2,2015,20702102003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06364447645,36.7432114236,51,1,0,0,0,0,0,0,1,1,1,0,0,"1098-001"
15.5,1,23,1,2,2015,20702102003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06364447645,36.7432114236,19,1,0,0,0,0,0,0,0,0,1,0,0,"1099-001"
58,5,42,1,2,2015,20702102003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06364447645,36.7432114236,30,1,0,0,0,0,0,0,0,0,1,0,0,"1100-001"
56,6,0,1,2,2015,20702102003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06364447645,36.7432114236,30,0,0,1,0,0,0,0,1,1,1,1,0,"1101-001"
42,2,0,1,2,2015,20702102003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06364447645,36.7432114236,25,1,0,0,0,0,0,0,0,0,1,0,0,"1102-001"
34,5,0,0,10,2014,70102201005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.81490523707,39.2321460433,23,0,0,0,0,0,0,0,1,1,0,1,1,"1114-001"
67,6,0,0,10,2014,70102201005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.81490523707,39.2321460433,18,1,0,0,1,0,0,0,1,3,0,1,1,"1115-001"
45,6,5,0,10,2014,70102201005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.81490523707,39.2321460433,41,0,0,0,0,0,0,0,1,2,0,1,1,"1116-001"
35,5,8,0,10,2014,70102201005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.81490523707,39.2321460433,63,0,0,1,0,0,0,0,1,1,1,1,1,"1118-001"
47,6,11,0,10,2014,70102201005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.81490523707,39.2321460433,60,1,0,0,0,0,0,0,1,3,0,1,1,"1119-001"
35,5,4,0,10,2014,70102201005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.81490523707,39.2321460433,32,0,0,1,0,0,0,0,1,1,0,1,1,"1120-001"
55,7,0,0,10,2014,70102201005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.81490523707,39.2321460433,35,0,0,1,0,0,0,0,1,2,0,1,1,"1121-001"
66,6,0,0,10,2014,70102201005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.81490523707,39.2321460433,41,0,0,1,1,0,0,0,1,2,0,1,1,"1122-001"
42.5,5,0,0,10,2014,70104202038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79642083671,39.2467404792,29,0,0,1,1,1,0,0,1,1,0,1,1,"1133-001"
47,6,0,0,10,2014,70104202038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79642083671,39.2467404792,56,0,1,1,1,0,0,1,1,5,0,1,1,"1134-001"
39,5,42,0,10,2014,70104202038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79642083671,39.2467404792,35,0,1,1,1,0,0,0,1,3,0,1,1,"1135-001"
32,5,3,0,10,2014,70104202038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79642083671,39.2467404792,27,0,1,1,1,0,0,0,1,2,0,1,1,"1136-001"
54,5,0,0,10,2014,70104202038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79642083671,39.2467404792,23,1,0,1,1,0,0,0,1,1,0,1,1,"1137-001"
50,7,0,0,10,2014,70104202038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79642083671,39.2467404792,51,0,0,0,1,0,0,0,1,2,0,1,1,"1139-001"
46,6,0,0,10,2014,70104202038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79642083671,39.2467404792,41,0,0,0,1,0,0,0,1,3,0,1,1,"1140-001"
55,6,18,0,10,2014,70104202038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79642083671,39.2467404792,47,0,0,1,1,0,0,0,1,2,0,1,1,"1142-001"
64,6,9,0,1,2015,70106204019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.76135615495,39.2548628065,57,0,0,0,1,1,0,0,1,2,0,1,1,"1152-001"
57,5,0,0,1,2015,70106204019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.76135615495,39.2548628065,36,0,1,1,1,0,0,0,1,2,0,1,1,"1153-001"
69.5,5,21,0,1,2015,70106204019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.76135615495,39.2548628065,65,0,0,0,1,1,0,0,1,1,0,1,1,"1154-001"
46,6,0,0,1,2015,70106204019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.76135615495,39.2548628065,32,0,0,0,1,0,0,0,1,2,0,1,1,"1155-001"
37,5,0,0,1,2015,70106204019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.76135615495,39.2548628065,22,1,0,0,0,0,0,0,1,1,0,1,1,"1156-001"
54,6,0,0,1,2015,70106204019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.76135615495,39.2548628065,39,0,0,1,1,0,0,0,1,2,0,1,1,"1158-001"
45,7,5,0,1,2015,70106204019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.76135615495,39.2548628065,40,1,0,1,1,0,0,0,1,1,0,1,1,"1159-001"
38,4,0,0,1,2015,70106204019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.76135615495,39.2548628065,43,0,1,0,1,0,0,0,1,3,0,1,1,"1162-001"
40,6,7,0,1,2015,70110201004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80956793018,39.2285379781,52,1,0,0,0,0,0,0,1,2,0,1,1,"1171-001"
85,7,0,0,1,2015,70110201004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80956793018,39.2285379781,57,0,1,1,1,0,0,0,1,3,0,1,1,"1172-001"
69,6,7,0,1,2015,70110201004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80956793018,39.2285379781,36,1,0,1,1,0,0,0,1,1,0,1,1,"1173-001"
91,6,0,0,1,2015,70110201004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80956793018,39.2285379781,40,0,0,1,0,0,0,0,1,2,0,1,1,"1174-001"
64.5,7,0,0,1,2015,70110201004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80956793018,39.2285379781,31,1,0,0,1,0,0,0,1,2,0,1,1,"1175-001"
60,7,1,0,1,2015,70110201004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80956793018,39.2285379781,31,0,1,1,1,0,1,0,1,3,0,1,1,"1176-001"
67,7,0,0,1,2015,70110201004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80956793018,39.2285379781,49,1,0,0,1,0,0,0,1,4,0,1,1,"1177-001"
61,7,0,0,1,2015,70110201004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80956793018,39.2285379781,60,1,1,0,1,0,0,0,1,6,0,1,1,"1179-001"
96,7,0,0,1,2015,70111204032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.78287176721,39.2216217328,23,0,0,1,1,0,0,0,1,2,0,1,1,"1191-001"
83,7,0,0,1,2015,70111204032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.78287176721,39.2216217328,42,0,1,1,1,0,0,0,1,2,0,1,1,"1192-001"
40,6,0,0,1,2015,70111204032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.78287176721,39.2216217328,45,0,1,0,1,1,0,0,1,2,0,1,1,"1193-001"
43,6,0,0,1,2015,70111204032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.78287176721,39.2216217328,38,0,1,0,1,0,0,0,1,3,0,1,1,"1194-001"
66,6,0,0,1,2015,70111204032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.78287176721,39.2216217328,42,1,1,1,1,0,0,0,1,3,0,1,1,"1195-001"
72,7,0,0,1,2015,70111204032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.78287176721,39.2216217328,53,0,1,0,1,1,1,0,1,5,0,1,1,"1196-001"
45,5,4,0,1,2015,70111204032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.78287176721,39.2216217328,54,0,0,0,1,0,0,0,1,2,0,1,1,"1198-001"
61,6,0,0,1,2015,70111204032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.78287176721,39.2216217328,62,0,0,0,0,0,0,0,1,6,0,1,1,"1201-001"
91,7,0,0,2,2015,70114201007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7500837802,39.1652815047,35,0,1,1,1,1,0,0,1,2,0,1,1,"1209-001"
56,5,0,0,2,2015,70114201007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7500837802,39.1652815047,31,0,0,0,0,0,0,0,1,3,0,1,1,"1210-001"
36,5,6,0,2,2015,70114201007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7500837802,39.1652815047,30,1,0,1,0,0,0,0,1,1,0,1,1,"1211-001"
63,6,4,0,2,2015,70114201007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7500837802,39.1652815047,32,1,0,0,0,0,0,0,1,1,0,1,1,"1212-001"
74,7,0,0,2,2015,70114201007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7500837802,39.1652815047,46,0,0,1,1,1,0,0,1,3,0,1,1,"1213-001"
54,7,0,0,2,2015,70114201007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7500837802,39.1652815047,37,0,0,0,1,0,0,0,1,4,0,1,1,"1214-001"
59,5,0,0,2,2015,70114201007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7500837802,39.1652815047,43,0,1,0,1,0,0,0,1,2,0,1,1,"1215-001"
40,4,13,0,2,2015,70114201007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7500837802,39.1652815047,46,0,0,1,1,1,0,0,1,3,1,1,1,"1217-001"
94,7,0,0,12,2014,70116202001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6489233785,39.1704461596,30,0,1,0,1,0,0,0,1,5,0,1,1,"1229-001"
30,4,15,0,12,2014,70116202001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6489233785,39.1704461596,56,1,0,0,1,0,0,0,1,1,0,1,1,"1230-001"
53,6,0,0,12,2014,70116202001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6489233785,39.1704461596,34,0,0,1,0,0,0,0,1,2,0,1,1,"1231-001"
69,6,0,0,12,2014,70116202001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6489233785,39.1704461596,53,0,1,1,1,0,0,1,1,5,0,1,1,"1232-001"
71,6,0,0,12,2014,70116202001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6489233785,39.1704461596,53,0,1,1,1,1,0,1,1,8,0,1,1,"1233-001"
61,5,2,0,12,2014,70116202001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6489233785,39.1704461596,42,0,0,0,1,0,0,0,1,2,0,1,1,"1235-001"
63,6,0,0,12,2014,70116202001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6489233785,39.1704461596,30,0,0,1,1,1,1,0,1,3,0,1,1,"1236-001"
51,5,0,0,12,2014,70116202001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6489233785,39.1704461596,31,1,1,1,1,0,0,0,1,2,0,1,1,"1239-001"
42,7,14,0,2,2015,70119201006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80062129803,39.200925382,35,0,0,1,1,0,0,0,1,3,0,1,1,"1247-001"
51,5,0,0,2,2015,70119201006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80062129803,39.200925382,51,0,1,1,0,0,0,0,1,2,0,1,1,"1248-001"
77,7,0,0,2,2015,70119201006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80062129803,39.200925382,42,0,1,1,1,0,0,0,1,2,0,1,1,"1249-001"
48,7,0,0,2,2015,70119201006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80062129803,39.200925382,35,0,1,1,1,0,0,0,1,2,0,1,1,"1250-001"
45,5,21,0,2,2015,70119201006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80062129803,39.200925382,44,0,0,1,1,0,0,0,1,3,0,1,1,"1252-001"
44,6,0,0,2,2015,70119201006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80062129803,39.200925382,32,1,0,0,0,0,0,0,1,1,0,1,1,"1253-001"
100,7,0,0,2,2015,70119201006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80062129803,39.200925382,44,0,1,1,1,0,1,0,1,3,0,1,1,"1254-001"
