"y2_hhid","FCS","HDDS","rCSI","lat_modified","lon_modified","dist_road","dist_admarc","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","head_educated","floor_dirt_sand_dung","cell_phone","number_celphones","roof_not_natural","roof_iron","asset_index"
"0178-002",54,7,0,-10.0405,33.9087,2,11,9,60,1,0,1,0,49,0,0,0,1,1,1,1,-0.937514550464697
"0178-003",69,8,3,-11.441007,34.016095,1,19,2,26,1,0,0,0,33,0,1,0,1,2,1,1,3.58046728458813
"0179-001",36.5,7,0,-10.4163,34.2318,0,5,61,60,0,1,0,0,34,0,1,1,1,1,1,1,-0.937514550464697
"0180-001",42,6,2,-10.0405,33.9087,2,10,8,60,1,0,1,0,81,1,0,1,0,0,0,0,-0.937514550464697
"0180-002",40.5,6,2,-10.055309,33.982838,1,12,13,60,1,0,1,0,19,0,1,1,0,0,0,0,-0.937514550464697
"0181-001",23,4,4,-10.4163,34.2318,0,5,61,60,0,1,0,0,47,1,0,1,1,1,0,0,-0.937514550464697
"0182-001",43,7,0,-10.0405,33.9087,0,9,7,57,1,0,1,0,28,0,0,0,1,1,1,0,-0.345495163361213
"0183-001",108,8,0,-10.4163,34.2318,0,5,61,60,0,1,0,0,28,1,0,0,1,1,1,1,3.58046728458813
"0184-001",36,6,14,-10.0405,33.9087,0,11,9,55,1,0,1,0,32,0,0,1,0,0,0,0,-0.937514550464697
"0185-001",45,6,2,-10.4163,34.2318,0,5,61,60,0,1,0,0,45,1,1,1,0,0,0,0,-0.937514550464697
"0186-001",57,7,0,-10.0405,33.9087,2,10,9,60,1,0,1,0,35,0,0,0,1,1,1,1,-0.345495163361213
"0187-001",63,8,0,-9.95121,33.927254,1,1,3,60,0,0,0,0,40,0,1,0,1,2,1,1,-0.64619069204367
"0188-001",61.5,8,4,-10.0405,33.9087,0,10,8,57,1,0,1,0,44,0,1,1,0,0,0,0,-0.0541713049401865
"0189-001",51.5,8,0,-10.4163,34.2318,0,5,60,59,0,1,0,0,40,1,1,0,0,0,1,1,-0.0541713049401865
"0189-002",44,7,2,-10.4163,34.2318,2,4,61,73,0,1,0,0,42,1,0,1,0,0,1,1,-0.937514550464697
"0190-001",71,8,0,-10.0405,33.9087,2,10,8,60,1,0,1,0,63,0,1,0,1,2,1,1,-0.64619069204367
"0191-001",47,7,0,-10.4163,34.2318,1,4,61,65,0,1,0,0,38,0,1,0,1,2,1,1,-0.0541713049401865
"0192-001",43,6,0,-10.424955,34.190593,2,7,60,60,0,1,0,0,65,0,1,0,1,2,1,1,-0.0541713049401865
"0192-003",68,8,2,-10.344512,34.17316,0,5,49,53,0,0,0,0,34,0,1,1,1,1,0,0,-0.345495163361213
"0193-002",49.5,6,0,-9.93128,33.9324,0,2,2,55,0,0,0,0,65,1,0,0,1,2,1,1,-0.345495163361213
"0194-001",34.5,5,3,-10.4462,34.1193,10,9,59,53,0,0,0,0,49,0,0,1,0,0,0,0,-0.937514550464697
"0195-001",46.5,5,0,-9.93128,33.9324,0,2,3,51,0,0,0,0,56,0,0,0,1,1,1,1,-0.64619069204367
"0196-001",37,7,6,-10.4462,34.1193,11,9,59,43,0,0,0,0,37,1,0,1,0,0,1,1,-0.937514550464697
"0197-001",41.5,7,0,-9.93128,33.9324,0,1,3,47,0,0,0,0,29,0,1,0,1,3,1,1,-0.937514550464697
"0198-001",39,6,0,-10.176859,34.037412,0,2,27,64,0,1,0,0,50,0,1,0,1,2,1,1,-0.0541713049401865
"0199-001",37,6,0,-9.93128,33.9324,0,1,2,51,0,0,0,0,25,0,1,0,1,1,0,0,-0.937514550464697
"0201-001",34.5,6,0,-9.93128,33.9324,0,1,2,47,0,0,0,0,29,0,1,0,1,1,1,1,-0.937514550464697
"0202-001",33,6,17,-10.4462,34.1193,11,10,58,51,0,0,0,0,48,1,0,1,0,0,0,0,-0.937514550464697
"0203-001",110,8,0,-9.93128,33.9324,0,1,2,51,0,0,0,0,55,0,1,1,1,1,1,1,-0.0541713049401865
"0203-003",79,8,0,-12.649869,33.371411,14,15,45,35,1,0,0,0,30,0,1,0,1,2,1,1,-0.0541713049401865
"0203-004",47,7,0,-9.93128,33.9324,1,2,2,60,0,0,0,0,30,0,1,0,1,1,1,1,1.78251437753273
"0204-001",27,4,0,-10.4462,34.1193,10,8,59,60,0,0,0,0,41,0,0,1,0,0,1,1,-0.345495163361213
"0205-001",63,8,13,-9.93128,33.9324,0,2,4,60,0,0,0,0,29,0,0,1,1,1,1,1,-0.0541713049401865
"0207-001",34,7,2,-9.93128,33.9324,0,1,2,51,0,0,0,0,55,0,1,0,0,0,1,1,-0.345495163361213
"0208-001",55,5,3,-10.4462,34.1193,10,9,59,57,0,0,0,0,61,0,1,1,0,0,1,1,-0.937514550464697
"0209-001",53.5,7,22,-9.93128,33.9324,0,2,3,51,0,0,0,0,31,0,0,1,1,1,0,0,-0.345495163361213
"0210-001",38,6,0,-10.4462,34.1193,8,6,61,60,0,0,0,0,38,0,1,0,1,1,0,0,-0.0541713049401865
"0211-001",57,7,0,-9.93128,33.9324,0,2,3,49,0,0,0,0,39,0,1,0,1,2,1,1,3.58046728458813
"0211-002",58,8,0,-9.93128,33.9324,1,1,1,53,0,0,0,0,30,1,1,1,1,1,1,1,1.45980992431051
"0212-001",43.5,5,2,-10.4462,34.1193,10,9,59,53,0,0,0,0,36,0,0,1,0,0,0,0,-0.937514550464697
"0213-001",65,7,0,-9.93128,33.9324,0,2,3,51,0,0,0,0,30,0,1,0,1,3,1,1,-0.345495163361213
"0214-001",42,6,1,-10.4462,34.1193,11,9,59,47,0,0,0,0,27,0,0,1,0,0,0,0,-0.345495163361213
"0216-001",55,8,0,-10.4462,34.1193,10,9,59,53,0,0,0,0,38,0,0,0,1,1,1,1,-0.0541713049401865
"0217-001",65,8,0,-9.93128,33.9324,0,1,1,57,0,0,0,0,54,0,1,0,1,5,1,1,3.58046728458813
"0218-001",39,7,0,-10.4462,34.1193,11,9,59,47,0,0,0,0,27,0,0,1,0,0,0,0,-0.345495163361213
"0219-001",71,7,0,-9.93128,33.9324,0,2,2,39,0,0,0,0,48,0,1,0,1,1,1,1,1.16848606588948
"0220-001",31.5,4,12,-10.4462,34.1193,9,8,60,60,0,0,0,0,43,0,1,1,0,0,0,0,-0.937514550464697
"0221-001",51,8,0,-9.93128,33.9324,0,2,3,49,0,0,0,0,68,1,0,1,0,0,1,1,-0.937514550464697
"0221-005",52.5,7,0,-9.93128,33.9324,1,1,3,43,0,0,0,0,31,0,0,0,1,1,1,1,-0.64619069204367
"0222-001",32,6,0,-10.4462,34.1193,9,8,60,60,0,0,0,0,45,0,0,1,0,0,0,0,-0.937514550464697
"0224-001",41.5,7,0,-10.4462,34.1193,10,8,60,57,0,0,0,0,47,0,0,1,1,1,0,0,-0.64619069204367
"0224-003",76,7,0,-10.30634,34.139264,1,4,46,60,0,1,0,0,32,0,1,1,0,0,0,0,-0.937514550464697
"0224-009",57,7,0,-9.910549,33.907101,0,5,7,60,0,0,0,0,43,1,1,0,1,1,1,1,1.45980992431051
"0224-010",63,8,0,-10.457141,34.178137,0,3,65,37,0,1,0,0,27,0,1,0,1,1,1,1,-0.0541713049401865
"0225-001",41,7,10,-11.6477,34.125,12,9,23,18,0,1,0,0,60,0,0,0,0,0,1,1,-0.345495163361213
"0226-002",51.5,7,0,-9.9754,33.926,0,4,3,60,0,0,0,0,37,1,0,1,1,1,0,0,-0.0541713049401865
"0228-001",40.5,6,0,-9.9754,33.926,1,5,3,60,0,0,0,0,31,0,0,0,1,2,1,1,-0.345495163361213
"0229-001",44,7,0,-11.6477,34.125,12,10,23,20,0,1,0,0,49,1,1,0,1,4,1,1,-0.345495163361213
"0230-001",44,7,0,-9.9754,33.926,1,4,2,60,0,0,0,0,55,0,0,1,0,0,0,0,-0.937514550464697
"0231-001",49,7,0,-16.091168,35.43689,9,20,62,24,0,0,0,0,39,0,0,1,0,0,0,0,-0.0541713049401865
"0232-001",50,8,0,-9.9754,33.926,1,4,3,60,0,0,0,0,49,0,0,0,1,1,1,1,-0.0541713049401865
"0232-003",28,5,9,-9.9754,33.926,1,4,3,60,0,0,0,0,25,0,0,1,1,1,0,0,-0.937514550464697
"0233-001",55,7,5,-11.6477,34.125,13,9,25,36,1,0,0,0,34,0,0,1,1,1,0,0,-0.345495163361213
"0233-005",29,4,0,-11.6477,34.125,12,10,23,8,0,1,0,0,53,0,1,1,1,1,1,1,-0.345495163361213
"0234-001",30.5,6,0,-9.9754,33.926,1,4,3,60,0,0,0,0,34,1,0,1,1,1,1,1,-0.937514550464697
"0236-001",38.5,6,15,-10.380389,34.09918,8,4,50,60,0,0,0,0,50,0,0,1,0,0,0,0,-0.937514550464697
"0237-001",23,7,5,-11.6477,34.125,14,8,25,41,1,0,0,0,52,0,1,1,0,0,0,0,-0.64619069204367
"0237-003",40,6,0,-11.603104,34.098845,3,19,13,9,0,1,0,0,63,1,0,1,0,0,1,1,-0.937514550464697
"0238-001",40,6,0,-9.9754,33.926,2,4,2,31,0,0,0,0,43,0,0,1,0,0,0,0,-0.64619069204367
"0239-001",35,6,0,-11.760403,34.114699,11,3,33,15,0,1,0,0,29,0,0,1,1,2,0,0,-0.64619069204367
"0240-001",43,6,0,-9.9754,33.926,3,3,1,14,0,0,0,0,40,0,0,1,1,1,0,0,-0.345495163361213
"0241-001",79.5,8,0,-11.697975,34.088209,18,5,26,12,0,0,0,0,37,0,0,0,1,1,1,1,-0.64619069204367
"0242-002",48,7,0,-9.9754,33.926,1,4,3,60,0,0,0,0,44,1,0,0,1,1,1,1,-0.64619069204367
"0243-001",19,4,0,-12.217905,34.002893,1,32,57,64,0,0,0,0,29,0,0,0,1,1,1,1,-0.937514550464697
"0244-001",41,7,0,-9.9754,33.926,0,4,3,60,0,0,0,0,51,0,0,0,1,1,1,1,-0.0541713049401865
"0244-003",40,7,2,-9.9754,33.926,0,2,2,60,0,0,0,0,29,0,1,0,1,1,1,1,-0.345495163361213
"0245-001",21.5,4,0,-11.6477,34.125,12,10,23,20,0,1,0,0,31,1,0,1,0,0,0,0,-0.937514550464697
"0246-001",41,6,2,-9.9754,33.926,1,4,3,60,0,0,0,0,30,0,0,1,0,0,1,1,-0.937514550464697
"0247-001",46,7,2,-11.6477,34.125,12,10,23,12,0,1,0,0,30,0,0,0,1,2,0,0,-0.937514550464697
"0247-002",61,8,9,-11.6477,34.125,11,10,23,5,0,1,0,0,50,0,1,0,1,2,1,1,-0.345495163361213
"0248-001",44,7,7,-9.9754,33.926,0,4,3,60,0,0,0,0,52,0,0,1,1,1,0,0,-0.0541713049401865
"0249-001",43.5,6,0,-11.6477,34.125,12,9,23,26,0,1,0,0,57,0,0,1,1,1,0,0,-0.0541713049401865
"0250-001",44,7,0,-9.9754,33.926,3,3,1,14,0,0,0,0,41,0,0,0,0,0,0,0,-0.0541713049401865
"0251-001",42,7,0,-11.6477,34.125,12,10,23,8,0,1,0,0,39,0,0,0,1,2,1,1,-0.345495163361213
"0252-001",34.5,5,6,-9.9754,33.926,1,3,2,60,0,0,0,0,77,0,1,0,1,1,1,1,-0.0541713049401865
"0252-002",46.5,7,18,-9.82693,33.872847,0,3,15,53,0,0,0,0,36,0,0,1,0,0,0,0,-0.64619069204367
"0253-001",49,7,0,-11.6477,34.125,12,10,23,18,0,1,0,0,34,0,0,0,1,1,1,1,-0.345495163361213
"0254-001",46,7,2,-9.9754,33.926,1,3,2,57,0,0,0,0,38,0,0,1,0,0,1,1,-0.64619069204367
"0254-008",45,8,2,-9.9754,33.926,1,4,2,60,0,0,0,0,18,0,0,1,0,0,0,0,-0.345495163361213
"0254-010",60.5,8,0,-9.9754,33.926,1,3,2,57,0,0,0,0,22,0,0,1,0,0,0,0,-0.0541713049401865
"0255-001",42.5,6,2,-11.6477,34.125,9,12,20,10,0,1,0,0,37,0,0,0,1,1,1,1,-0.345495163361213
"0256-002",39,6,0,-9.9754,33.926,0,5,4,60,0,0,0,0,43,1,1,0,1,1,1,1,-0.64619069204367
"0256-007",48.5,8,3,-9.9754,33.926,0,1,1,60,0,0,0,0,52,0,1,0,0,0,1,1,-0.0541713049401865
"0257-001",25,4,5,-11.964,34.0768,2,28,53,16,0,1,0,0,55,0,0,1,0,0,0,0,-0.937514550464697
"0258-001",44.5,7,5,-12.1525,34.0251,1,35,55,41,0,0,0,0,56,0,0,1,1,3,1,1,-0.345495163361213
"0259-001",57.5,8,0,-11.964,34.0768,2,28,53,24,0,1,0,0,85,0,0,1,0,0,1,1,-0.64619069204367
"0260-001",27,5,9,-12.1525,34.0251,1,34,56,49,0,0,0,0,31,0,0,1,0,0,0,0,-0.64619069204367
"0261-001",32.5,6,0,-11.964,34.0768,1,28,51,16,0,1,0,0,36,0,1,1,1,1,0,0,-0.937514550464697
"0262-001",29.5,5,0,-12.1525,34.0251,0,34,56,38,0,0,0,0,59,0,0,1,0,0,0,0,-0.64619069204367
"0262-004",53,7,0,-12.1525,34.0251,0,34,56,38,0,0,0,0,25,0,0,0,1,2,1,1,-0.0541713049401865
"0263-001",35.5,6,0,-11.964,34.0768,2,28,52,33,0,1,0,0,45,1,0,1,0,0,1,1,-0.345495163361213
"0264-001",29,5,17,-12.1525,34.0251,0,35,56,60,0,0,0,0,45,1,0,1,1,3,1,1,-0.937514550464697
"0265-001",52.5,8,2,-11.964,34.0768,1,28,51,26,0,1,0,0,30,0,0,1,0,0,0,0,-0.937514550464697
"0266-001",33,7,25,-12.1525,34.0251,0,34,57,22,0,0,0,0,47,0,0,1,1,1,0,0,-0.0541713049401865
"0266-006",84,7,0,-14.084124,34.821974,16,9,52,0,0,0,0,0,44,0,1,0,1,4,0,0,1.16848606588948
"0267-002",35.5,5,33,-12.029085,34.00436,0,33,51,37,0,0,0,0,55,1,0,1,0,0,1,1,-0.937514550464697
"0268-001",76,8,0,-12.1525,34.0251,0,34,57,22,0,0,0,0,62,1,1,1,1,2,0,0,-0.64619069204367
"0269-001",40,7,0,-11.964,34.0768,2,28,52,35,0,1,0,0,50,0,1,0,1,3,1,1,1.16848606588948
"0270-001",34.5,6,7,-12.1525,34.0251,1,35,56,60,0,0,0,0,38,0,1,1,0,0,0,0,-0.937514550464697
"0271-001",36.5,7,0,-11.964,34.0768,2,28,53,24,0,1,0,0,39,0,0,1,0,0,0,0,-0.345495163361213
"0272-003",62,6,3,-12.1525,34.0251,0,35,56,47,0,0,0,0,37,0,1,1,1,2,1,1,1.45980992431051
"0273-001",39.5,7,0,-11.964,34.0768,2,28,52,35,0,1,0,0,41,0,1,1,0,0,0,0,-0.937514550464697
"0274-001",37,7,0,-12.1525,34.0251,0,34,57,33,0,0,0,0,42,0,1,0,1,2,1,1,1.16848606588948
"0275-001",47,7,0,-11.964,34.0768,2,28,53,24,0,1,0,0,50,0,1,1,1,1,0,0,-0.64619069204367
"0276-001",47,7,0,-12.1525,34.0251,0,33,56,53,0,0,0,0,29,0,1,0,1,1,1,1,1.45980992431051
"0277-001",31,6,0,-11.964,34.0768,1,28,51,26,0,1,0,0,62,1,0,1,0,0,0,0,-0.345495163361213
"0278-001",23.5,4,10,-12.1525,34.0251,0,34,56,37,0,0,0,0,46,0,0,1,1,1,0,0,-0.345495163361213
"0278-003",41.5,5,6,-12.1525,34.0251,1,34,56,49,0,0,0,0,30,0,1,0,1,1,0,0,-0.0541713049401865
"0279-001",37.5,6,0,-11.964,34.0768,1,28,51,26,0,1,0,0,30,0,0,1,1,1,0,0,-0.64619069204367
"0280-001",46,6,0,-12.1525,34.0251,0,35,56,43,0,0,0,0,35,0,0,0,1,2,1,1,-0.0541713049401865
"0281-001",38,7,17,-11.964,34.0768,2,30,52,20,0,1,0,0,48,0,0,1,1,1,0,0,-0.345495163361213
"0282-001",34,4,0,-12.1525,34.0251,0,34,57,39,0,0,0,0,33,0,0,0,1,2,0,0,-0.345495163361213
"0283-002",34.5,6,13,-11.964,34.0768,2,29,52,31,0,1,0,0,59,1,1,0,1,1,1,1,-0.937514550464697
"0284-001",53,7,0,-12.1525,34.0251,0,35,56,32,0,0,0,0,57,0,1,0,1,4,1,1,1.45980992431051
"0285-001",27,7,0,-11.964,34.0768,2,28,52,31,0,1,0,0,63,0,0,1,1,1,0,0,-0.937514550464697
"0286-001",41.5,7,0,-12.1525,34.0251,1,34,56,51,0,0,0,0,23,0,1,1,0,0,0,0,-0.64619069204367
"0287-001",48,7,8,-11.964,34.0768,1,28,51,26,0,1,0,0,62,0,0,0,0,0,1,1,-0.937514550464697
"0288-001",21,2,11,-11.5364,34.278,5,8,28,23,0,0,0,0,58,1,0,1,0,0,0,0,-0.937514550464697
"0289-001",69,8,0,-11.8362,34.1621,0,17,48,36,1,0,1,0,39,0,1,0,1,4,1,1,1.45980992431051
"0289-003",86,8,0,-12.811286,33.411906,4,10,28,49,1,0,0,0,25,0,1,1,1,1,0,0,-0.0541713049401865
"0290-001",47,7,11,-11.5364,34.278,5,8,28,8,0,0,0,0,55,0,0,0,1,1,1,1,-0.345495163361213
"0290-002",25,4,0,-11.52147,34.200863,0,18,18,0,0,0,0,0,49,1,1,1,0,0,1,1,-0.937514550464697
"0291-002",16,3,29,-11.8362,34.1621,0,17,48,36,1,0,1,0,27,1,0,1,0,0,0,0,-0.937514550464697
"0292-001",52,7,7,-11.5364,34.278,5,8,28,26,0,0,0,0,51,0,0,1,1,1,0,0,-0.345495163361213
"0293-002",32,7,4,-11.8362,34.1621,0,17,48,46,1,0,1,0,42,0,0,1,0,0,0,0,-0.64619069204367
"0294-003",70,8,2,-11.5364,34.278,7,9,29,12,0,0,0,0,45,0,0,0,1,2,1,1,1.16848606588948
"0295-001",27.5,5,30,-11.8362,34.1621,0,17,48,36,1,0,1,0,38,0,0,1,1,1,0,0,-0.937514550464697
"0296-001",45,7,6,-11.5364,34.278,7,10,28,23,0,0,0,0,45,0,1,0,1,2,1,1,1.16848606588948
"0297-001",17.5,5,10,-11.8362,34.1621,0,18,49,24,1,0,1,0,51,1,1,1,1,2,1,1,-0.937514550464697
"0297-002",40.5,7,0,-12.153704,34.026215,0,38,55,23,0,0,0,0,35,0,1,0,1,2,1,1,1.45980992431051
"0298-001",34.5,4,0,-11.5364,34.278,4,7,29,4,0,0,0,0,34,0,0,1,1,1,0,0,-0.0541713049401865
"0299-001",50,8,0,-11.8362,34.1621,0,18,48,28,1,0,1,0,28,0,1,1,1,3,0,0,-0.345495163361213
"0299-002",61,8,0,-11.8362,34.1621,0,18,49,24,1,0,1,0,29,0,1,1,1,2,1,1,-0.345495163361213
"0299-003",82,8,0,-13.020244,33.471285,1,6,2,37,1,0,0,0,48,0,1,0,1,2,1,1,3.58046728458813
"0299-005",65,8,0,-11.24644,33.84823,0,8,28,60,0,1,0,0,39,0,1,1,1,2,0,0,-0.937514550464697
"0300-001",54.5,8,0,-11.5364,34.278,7,9,29,34,0,0,0,0,31,0,0,1,1,1,1,1,-0.345495163361213
"0301-001",33,5,7,-11.8362,34.1621,0,18,49,28,1,0,1,0,57,0,1,0,1,2,1,1,-0.345495163361213
"0302-001",29.5,5,7,-11.5364,34.278,7,9,29,23,0,0,0,0,65,1,0,0,0,0,1,1,-0.937514550464697
"0303-001",60,8,0,-11.8362,34.1621,0,17,47,44,1,0,1,0,59,0,1,0,1,1,1,1,1.45980992431051
"0304-001",46.5,5,2,-11.5364,34.278,4,7,29,4,0,0,0,0,31,0,0,1,1,1,0,0,-0.0541713049401865
"0305-001",71,8,2,-11.8362,34.1621,0,17,48,42,1,0,1,0,40,0,1,0,1,4,1,1,3.58046728458813
"0305-007",61,7,0,-11.04156,33.934913,0,2,48,57,0,1,0,0,39,1,1,1,1,1,1,1,1.45980992431051
"0305-008",20.5,4,0,-12.570924,34.093479,3,13,41,53,1,0,1,0,54,0,0,0,1,1,1,1,0.867790537207027
"0306-004",42.5,7,0,-11.5364,34.278,6,8,28,35,0,0,0,0,36,0,1,1,1,1,0,0,-0.345495163361213
"0307-002",48,6,0,-14.015745,33.778069,2,1,4,0,0,0,0,0,39,0,1,0,1,3,1,1,5.70847682548207
"0307-003",37,6,0,-16.038367,35.025675,4,8,28,51,0,0,0,0,30,1,0,0,1,2,1,1,-0.345495163361213
"0308-001",23.5,5,0,-11.5364,34.278,6,8,28,54,0,0,0,0,46,0,0,0,1,1,1,1,-0.345495163361213
"0309-001",44.5,6,11,-11.8362,34.1621,0,16,46,40,1,0,1,0,36,1,0,1,1,2,1,1,-0.937514550464697
"0310-001",42.5,5,0,-11.5364,34.278,4,7,28,4,0,0,0,0,57,1,0,1,1,1,0,0,-0.937514550464697
"0311-001",64,8,0,-11.8362,34.1621,0,15,44,32,1,0,1,0,59,0,1,0,1,2,1,1,0.576466678786
"0312-001",76.5,7,0,-11.5364,34.278,5,8,28,23,0,0,0,0,32,0,0,0,1,2,1,1,-0.937514550464697
"0313-001",43,8,0,-11.8362,34.1621,0,18,48,27,1,0,1,0,22,0,0,1,1,1,0,0,-0.0541713049401865
"0314-001",58.5,7,4,-11.5364,34.278,7,9,29,34,0,0,0,0,64,0,0,0,1,1,1,1,-0.937514550464697
"0315-001",33.5,6,8,-11.8362,34.1621,1,16,47,24,1,0,1,0,47,1,0,0,0,0,1,1,-0.345495163361213
"0316-001",33.5,5,0,-11.5364,34.278,7,9,29,23,0,0,0,0,34,0,0,1,0,0,0,0,-0.937514550464697
"0317-001",35.5,7,0,-11.8362,34.1621,0,19,49,28,1,0,1,0,54,1,0,0,1,3,1,1,-0.937514550464697
"0318-001",41,6,0,-11.0517,33.6871,5,20,59,53,0,1,0,0,39,0,0,1,1,1,0,0,-0.0541713049401865
"0318-004",44,7,0,-9.705853,33.289144,0,9,78,20,0,1,0,0,25,0,0,0,1,1,1,1,-0.0541713049401865
"0319-002",46.5,6,0,-11.770927,34.238017,3,14,42,26,1,0,1,0,49,1,0,1,1,1,0,0,-0.937514550464697
"0319-003",49,7,0,-11.8362,34.1621,0,18,49,28,1,0,1,0,54,1,0,0,1,3,1,1,-0.64619069204367
"0320-001",15,5,9,-11.0517,33.6871,7,19,60,6,0,1,0,0,49,0,0,1,1,1,0,0,-0.0541713049401865
"0321-001",47,7,9,-11.7643,34.1954,1,8,38,10,0,0,0,0,48,0,1,1,1,1,0,0,-0.345495163361213
"0323-001",47.5,6,8,-11.7643,34.1954,0,9,38,26,0,0,0,0,68,1,0,1,1,1,0,0,-0.937514550464697
"0324-001",72,8,0,-11.0517,33.6871,5,20,59,51,0,1,0,0,68,0,0,1,1,1,0,0,-0.0541713049401865
"0324-005",43.5,6,0,-11.0517,33.6871,4,20,58,55,0,1,0,0,22,0,0,1,1,1,0,0,-0.64619069204367
"0325-001",16,4,50,-11.7643,34.1954,0,10,38,26,1,0,1,0,62,0,0,1,1,1,0,0,-0.937514550464697
"0325-005",49,8,0,-11.678393,34.243587,0,2,33,41,1,0,1,0,49,0,0,0,1,1,1,1,-0.0541713049401865
"0326-001",38.5,7,2,-11.0517,33.6871,5,21,60,49,0,1,0,0,41,0,0,1,1,1,0,0,-0.0541713049401865
"0327-001",28,6,0,-11.7643,34.1954,1,8,38,51,0,0,0,0,36,0,1,0,1,2,1,1,1.45980992431051
"0327-004",69,8,0,-13.870355,33.748947,5,7,11,12,0,0,0,0,33,0,1,0,1,4,1,1,1.16848606588948
"0328-001",46,5,0,-11.0517,33.6871,7,18,60,6,0,1,0,0,53,0,0,1,0,0,0,0,-0.64619069204367
"0329-001",35,7,0,-11.7643,34.1954,1,9,38,12,0,0,0,0,53,1,0,1,1,2,1,1,-0.937514550464697
"0330-001",27.5,7,10,-11.0517,33.6871,6,20,60,26,0,1,0,0,63,0,0,1,0,0,0,0,-0.64619069204367
"0331-001",43.5,7,0,-11.7643,34.1954,0,9,39,47,0,0,0,0,51,0,0,1,1,1,1,1,-0.345495163361213
"0332-001",29,6,10,-11.0517,33.6871,4,20,58,55,0,1,0,0,45,0,0,1,1,1,0,0,-0.64619069204367
"0333-001",31.5,6,14,-11.7643,34.1954,0,10,39,31,1,0,1,0,57,0,1,1,1,1,0,0,-0.345495163361213
"0333-006",41.5,6,18,-11.7643,34.1954,0,9,39,47,0,0,0,0,34,0,0,0,1,1,0,0,-0.937514550464697
"0334-001",70,7,0,-11.197652,33.873758,2,3,35,47,0,1,0,0,38,0,0,0,0,0,0,0,-0.345495163361213
"0335-001",46,7,0,-11.7643,34.1954,1,10,38,4,0,0,0,0,50,0,0,1,0,0,0,0,-0.937514550464697
"0336-001",54,7,0,-11.0517,33.6871,5,21,60,43,0,1,0,0,59,0,0,1,1,2,0,0,-0.0541713049401865
"0337-001",42,7,9,-11.7643,34.1954,1,9,38,26,0,0,0,0,35,1,0,1,1,1,0,0,-0.937514550464697
"0338-001",37.5,5,7,-11.110604,33.677894,1,18,53,55,0,1,0,0,56,0,0,1,1,1,0,0,-0.64619069204367
"0339-001",55.5,5,0,-11.7643,34.1954,0,10,39,31,0,0,0,0,55,0,0,1,1,1,0,0,-0.345495163361213
"0340-002",45.5,4,6,-16.123843,35.341688,12,8,51,26,0,0,0,0,42,1,0,0,0,0,1,1,-0.937514550464697
"0341-001",31,5,0,-11.7643,34.1954,1,9,38,12,0,0,0,0,38,0,1,1,1,3,1,1,1.16848606588948
"0342-001",38,5,0,-11.0517,33.6871,4,20,58,55,0,1,0,0,56,1,0,0,0,0,1,1,-0.0541713049401865
"0342-004",67.5,7,0,-10.481416,34.18526,3,2,64,57,0,1,0,0,26,0,1,1,0,0,0,0,-0.937514550464697
"0343-001",39,7,0,-11.7643,34.1954,0,9,39,31,0,0,0,0,53,1,0,1,1,3,0,0,-0.937514550464697
"0345-001",62,7,0,-11.7643,34.1954,0,7,37,33,0,0,0,0,47,0,1,0,0,0,1,1,-0.345495163361213
"0346-001",47,7,4,-11.0517,33.6871,4,22,60,37,0,1,0,0,45,0,0,1,1,1,0,0,-0.345495163361213
"0346-003",38.5,5,18,-15.650003,35.546817,35,4,39,28,0,0,0,0,49,1,0,1,0,0,0,0,-0.937514550464697
"0346-008",32,5,3,-15.544869,35.381006,15,6,19,22,0,0,0,0,26,0,0,1,0,0,0,0,-0.937514550464697
"0347-001",39,7,0,-11.7643,34.1954,0,10,38,26,1,0,1,0,49,0,1,1,1,2,0,0,-0.345495163361213
"0348-001",33,4,11,-11.0517,33.6871,6,18,60,16,0,1,0,0,55,0,0,1,0,0,0,0,-0.937514550464697
"0349-001",22,5,20,-11.7643,34.1954,0,10,39,28,0,0,0,0,52,0,0,1,1,1,1,1,-0.345495163361213
"0350-001",64,7,0,-10.9995,33.7092,0,13,62,14,0,1,0,0,36,0,0,0,1,2,1,1,1.9490354407873
"0351-002",66,7,9,-11.729789,34.301031,3,9,42,0,1,0,1,0,55,1,0,1,1,1,0,0,-0.345495163361213
"0352-001",56,7,0,-10.9995,33.7092,0,14,62,14,0,1,0,0,33,0,0,1,1,2,0,0,-0.0541713049401865
"0354-001",50,7,7,-14.131458,34.152879,3,8,35,16,0,0,0,0,30,0,1,1,1,1,1,1,-0.64619069204367
"0354-004",35,4,7,-10.991591,33.921646,3,8,54,60,0,1,0,0,57,1,0,1,1,1,1,1,-0.937514550464697
"0355-001",37,6,0,-10.9368,33.9124,3,15,60,60,0,1,0,0,61,1,0,1,1,2,0,0,-0.64619069204367
"0356-001",58,8,0,-10.9995,33.7092,1,14,63,31,0,1,0,0,30,0,0,1,1,1,0,0,-0.64619069204367
"0357-001",44,6,0,-10.9368,33.9124,5,17,63,31,0,0,0,0,27,0,0,1,1,1,0,0,-0.0541713049401865
"0357-002",43,7,0,-11.439218,34.019523,0,17,4,49,1,0,0,0,25,1,1,1,1,1,1,1,-0.937514550464697
