"HHID","FCS","HDDS","rural","FS_month","FS_year","ea_id","region2","region3","region4","lat_modified","lon_modified","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","Radio","Television","Bicycle","Motorcycle","Car","Cellphone","num_cell","floor_dirt_sand_dung","roof_not_natural","roof_iron","clust_cassava_price","clust_bean_mktthin","clust_maize_mktthin","clust_cassava_mktthin","lhz_cassava_price","lhz_bean_mktthin","lhz_maize_mktthin","lhz_cassava_mktthin","raincytot","day1rain","maxdaysnorain","FNID","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","floodmax","lhz_floodmax"
1053000403,18.5,3,1,5,2011,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.2486,28.0749,41,0,1,0,0,81,0,1,0,0,0,0,0,0,1,1,1,975,0,0,0,1104.15618323881,0.0327405701665489,0.0224695678448138,0,1799.54168870462,3,97,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053000404,32,4,1,11,2010,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.7555,29.2763,4,0,1,0,0,76,0,0,0,0,0,0,0,0,1,1,1,775,1,1,0,780.271172761366,1,1,0,469.368664444141,3,19,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053000404,32,4,1,11,2010,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.7555,29.2763,4,0,1,0,0,76,0,0,0,0,0,0,0,0,1,1,1,775,1,1,0,780.271172761366,1,1,0,469.368664444141,3,19,"UG2011L140",3,123,24.6040531313516,418.717351084538,6,0,0
1053000407,35,2,1,11,2010,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.7556,29.2486,4,0,1,0,0,80,0,1,0,0,0,0,1,1,1,1,1,775,1,1,0,780.271172761366,1,1,0,469.368664444141,3,19,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053000407,35,2,1,11,2010,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.7556,29.2486,4,0,1,0,0,80,0,1,0,0,0,0,1,1,1,1,1,775,1,1,0,780.271172761366,1,1,0,469.368664444141,3,19,"UG2011L140",3,123,24.6040531313516,418.717351084538,6,0,0
1053000408,34,5,1,11,2010,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.8183,29.387,4,0,1,0,0,30,0,1,0,1,0,0,1,1,1,1,1,775,1,1,0,780.271172761366,1,1,0,469.368664444141,3,19,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053000408,34,5,1,11,2010,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.8183,29.387,4,0,1,0,0,30,0,1,0,1,0,0,1,1,1,1,1,775,1,1,0,780.271172761366,1,1,0,469.368664444141,3,19,"UG2011L140",3,123,24.6040531313516,418.717351084538,6,0,0
1053000409,9.5,2,1,11,2010,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.5213,29.1445,6,0,1,0,0,35,0,1,0,0,0,0,0,0,1,1,1,775,1,1,0,780.271172761366,1,1,0,469.368664444141,3,19,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053000409,9.5,2,1,11,2010,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.5213,29.1445,6,0,1,0,0,35,0,1,0,0,0,0,0,0,1,1,1,775,1,1,0,780.271172761366,1,1,0,469.368664444141,3,19,"UG2011L140",3,123,24.6040531313516,418.717351084538,6,0,0
1053000410,31,5,1,11,2010,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.4753,27.8492,39,0,1,0,0,66,0,1,0,1,0,0,0,0,1,1,1,775,1,1,0,780.271172761366,1,1,0,469.368664444141,3,19,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053000410,31,5,1,11,2010,"1050004",0,0,0,-0.0795709863305092,31.6357078552246,6.4753,27.8492,39,0,1,0,0,66,0,1,0,1,0,0,0,0,1,1,1,775,1,1,0,780.271172761366,1,1,0,469.368664444141,3,19,"UG2011L140",3,123,24.6040531313516,418.717351084538,6,0,0
1053000802,69,5,1,2,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,8.1331,13.1138,60,0,1,0,0,72,0,1,1,1,0,1,1,4,0,1,1,700,1,1,0,726.01820601805,1,1,0,1822.77531804171,3,54,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053000802,69,5,1,2,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,8.1331,13.1138,60,0,1,0,0,72,0,1,1,1,0,1,1,4,0,1,1,700,1,1,0,726.01820601805,1,1,0,1822.77531804171,3,54,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053000804,21,4,1,8,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,7.3552,12.1752,60,0,1,0,0,50,0,1,0,0,0,0,1,1,0,1,1,1035.5,0,0,0,1008.08145511722,0,0,0,1822.77531804171,3,54,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053000804,21,4,1,8,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,7.3552,12.1752,60,0,1,0,0,50,0,1,0,0,0,0,1,1,0,1,1,1035.5,0,0,0,1008.08145511722,0,0,0,1822.77531804171,3,54,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053000805,33,5,1,2,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,8.2765,13.2746,62,0,1,0,0,32,0,1,0,1,0,0,1,2,0,1,1,700,1,1,0,726.01820601805,1,1,0,1822.77531804171,3,54,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053000805,33,5,1,2,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,8.2765,13.2746,62,0,1,0,0,32,0,1,0,1,0,0,1,2,0,1,1,700,1,1,0,726.01820601805,1,1,0,1822.77531804171,3,54,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053000806,35,4,1,2,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,8.1509,13.7167,60,0,1,0,0,80,0,1,0,0,0,0,0,0,1,1,1,700,1,1,0,726.01820601805,1,1,0,1822.77531804171,3,54,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053000806,35,4,1,2,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,8.1509,13.7167,60,0,1,0,0,80,0,1,0,0,0,0,0,0,1,1,1,700,1,1,0,726.01820601805,1,1,0,1822.77531804171,3,54,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053000807,45,7,1,2,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,7.2591,12.8589,68,0,1,0,0,73,0,1,0,0,0,0,1,1,0,1,1,700,1,1,0,726.01820601805,1,1,0,1822.77531804171,3,54,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053000807,45,7,1,2,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,7.2591,12.8589,68,0,1,0,0,73,0,1,0,0,0,0,1,1,0,1,1,700,1,1,0,726.01820601805,1,1,0,1822.77531804171,3,54,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053000808,41,5,1,8,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,7.1591,12.1594,60,0,1,0,0,60,0,1,0,1,0,0,1,5,1,1,1,1035.5,0,0,0,1008.08145511722,0,0,0,1822.77531804171,3,54,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053000808,41,5,1,8,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,7.1591,12.1594,60,0,1,0,0,60,0,1,0,1,0,0,1,5,1,1,1,1035.5,0,0,0,1008.08145511722,0,0,0,1822.77531804171,3,54,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053000809,31.5,4,1,2,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,7.1268,13.0652,68,0,1,0,0,54,0,1,0,1,0,0,1,1,0,1,1,700,1,1,0,726.01820601805,1,1,0,1822.77531804171,3,54,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053000809,31.5,4,1,2,2011,"1050008",0,0,0,-0.248543187975883,31.6678161621094,7.1268,13.0652,68,0,1,0,0,54,0,1,0,1,0,0,1,1,0,1,1,700,1,1,0,726.01820601805,1,1,0,1822.77531804171,3,54,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053001202,54,6,1,12,2010,"1050012",0,0,0,-0.344247996807098,31.5716648101807,0.6455,18.8852,51,0,1,0,0,57,0,1,0,0,0,0,0,0,1,0,0,1600,1,1,1,1013.90965889598,1,1,0.44424821882876,376.076815861091,12,12,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053001203,31,5,1,12,2010,"1050012",0,0,0,-0.344247996807098,31.5716648101807,0.3231,18.5675,57,0,1,0,0,62,0,1,0,1,0,0,0,0,0,1,1,1600,1,1,1,1013.90965889598,1,1,0.44424821882876,376.076815861091,12,12,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053001204,41,4,1,12,2010,"1050012",0,0,0,-0.344247996807098,31.5716648101807,0.4662,18.276,61,0,1,0,0,57,0,1,0,0,0,0,1,2,0,1,1,1600,1,1,1,1013.90965889598,1,1,0.44424821882876,376.076815861091,12,12,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053001205,73,7,1,6,2011,"1050012",0,0,0,-0.344247996807098,31.5716648101807,0.5777,19.0111,60,0,1,0,0,68,0,0,0,0,0,0,0,0,1,1,1,1217,0,0,0,826.190069398899,0.0449344939804343,0,0,1859.27683280066,17,64,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001206,22,5,1,6,2011,"1050012",0,0,0,-0.344247996807098,31.5716648101807,0.0726,17.4597,20,0,1,0,0,31,0,1,1,1,1,0,1,2,0,1,0,1217,0,0,0,826.190069398899,0.0449344939804343,0,0,1859.27683280066,17,64,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001207,30.5,5,1,6,2011,"1050012",0,0,0,-0.344247996807098,31.5716648101807,1e-04,17.7972,31,0,1,0,0,71,0,0,0,1,0,0,0,0,1,1,0,1217,0,0,0,826.190069398899,0.0449344939804343,0,0,1859.27683280066,17,64,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001208,-Inf,5,1,6,2011,"1050012",0,0,0,-0.344247996807098,31.5716648101807,0.4131,18.2325,33,0,1,0,0,58,0,1,1,1,0,0,1,3,0,1,1,1217,0,0,0,826.190069398899,0.0449344939804343,0,0,1859.27683280066,17,64,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001209,46.5,5,1,12,2010,"1050012",0,0,0,-0.344247996807098,31.5716648101807,0.4045,19.0226,57,0,1,0,0,47,0,1,1,1,0,0,1,2,0,1,1,1600,1,1,1,1013.90965889598,1,1,0.44424821882876,376.076815861091,12,12,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053001210,21.5,3,1,12,2010,"1050012",0,0,0,-0.344247996807098,31.5716648101807,0.1278,18.8686,57,0,1,0,0,51,0,1,0,0,0,0,0,0,1,1,1,1600,1,1,1,1013.90965889598,1,1,0.44424821882876,376.076815861091,12,12,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053001503,51,5,1,3,2011,"1050015",0,0,0,-0.471200257539749,31.3637866973877,9.7285,31.0176,43,0,1,0,0,39,0,1,0,0,0,0,0,0,1,1,1,1050,1,1,0,811.422818900026,1,1,0,1698.83111927095,3,67,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001505,44.5,5,1,3,2011,"1050015",0,0,0,-0.471200257539749,31.3637866973877,8.8763,31.6613,57,0,1,0,0,62,0,1,0,1,0,0,1,1,1,1,1,1050,1,1,0,811.422818900026,1,1,0,1698.83111927095,3,67,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001507,43,3,1,3,2011,"1050015",0,0,0,-0.471200257539749,31.3637866973877,9.311,31.9178,60,0,1,0,0,53,0,1,0,1,0,0,0,0,1,1,1,1050,1,1,0,811.422818900026,1,1,0,1698.83111927095,3,67,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001508,52,6,1,3,2011,"1050015",0,0,0,-0.471200257539749,31.3637866973877,10.1383,31.0711,55,0,1,0,0,36,0,1,0,0,1,0,1,1,1,1,1,1050,1,1,0,811.422818900026,1,1,0,1698.83111927095,3,67,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001509,52.5,4,1,3,2011,"1050015",0,0,0,-0.471200257539749,31.3637866973877,10.0673,30.9062,51,0,1,0,0,41,0,1,0,1,0,0,1,2,1,1,1,1050,1,1,0,811.422818900026,1,1,0,1698.83111927095,3,67,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001510,28.5,4,1,3,2011,"1050015",0,0,0,-0.471200257539749,31.3637866973877,10.1544,30.882,51,0,1,0,0,50,0,1,1,1,1,0,1,1,0,1,1,1050,1,1,0,811.422818900026,1,1,0,1698.83111927095,3,67,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001512,65,5,1,3,2011,"1050015",0,0,0,-0.471200257539749,31.3637866973877,8.7044,32.3157,60,0,1,0,0,30,0,1,0,1,0,0,1,1,0,1,1,1050,1,1,0,811.422818900026,1,1,0,1698.83111927095,3,67,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001513,31,5,1,3,2011,"1050015",0,0,0,-0.471200257539749,31.3637866973877,9.495,31.9133,60,0,1,0,0,60,0,1,0,0,0,0,1,1,0,1,1,1050,1,1,0,811.422818900026,1,1,0,1698.83111927095,3,67,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053001902,42,6,1,7,2011,"1050019",0,0,0,-0.522386312484741,31.3553428649902,9.002,27.3824,41,0,1,0,0,80,0,1,0,0,0,0,0,0,1,1,1,1125,0,0,0,1137.1413619275,0,0,0,1779.66389363456,3,66,"UG2011L138",3,488,22.6065022013227,1442.23432065185,45,0,0
1053001903,-Inf,4,1,1,2011,"1050019",0,0,0,-0.522386312484741,31.3553428649902,9.8938,26.6828,33,0,1,0,0,40,0,1,0,0,0,0,1,2,1,1,1,1050,1,1,0,1076.08249527524,1,1,0,1779.66389363456,3,66,"UG2011L138",3,488,22.6065022013227,1442.23432065185,45,0,0
1053001904,40,4,1,1,2011,"1050019",0,0,0,-0.522386312484741,31.3553428649902,8.2656,27.814,41,0,1,0,0,48,0,1,0,0,0,0,1,1,1,1,1,1050,1,1,0,1076.08249527524,1,1,0,1779.66389363456,3,66,"UG2011L138",3,488,22.6065022013227,1442.23432065185,45,0,0
1053001905,31.5,4,1,7,2011,"1050019",0,0,0,-0.522386312484741,31.3553428649902,9.0277,28.165,37,0,1,0,0,65,0,1,0,1,0,0,0,0,1,1,1,1125,0,0,0,1137.1413619275,0,0,0,1779.66389363456,3,66,"UG2011L138",3,488,22.6065022013227,1442.23432065185,45,0,0
1053001906,18.5,3,1,7,2011,"1050019",0,0,0,-0.522386312484741,31.3553428649902,9.9398,28.8026,41,0,1,0,0,51,0,1,0,0,0,0,0,0,1,1,1,1125,0,0,0,1137.1413619275,0,0,0,1779.66389363456,3,66,"UG2011L138",3,488,22.6065022013227,1442.23432065185,45,0,0
1053001907,53.5,5,1,1,2011,"1050019",0,0,0,-0.522386312484741,31.3553428649902,9.6843,26.9156,45,0,1,0,0,41,0,1,0,0,0,0,1,1,1,1,1,1050,1,1,0,1076.08249527524,1,1,0,1779.66389363456,3,66,"UG2011L138",3,488,22.6065022013227,1442.23432065185,45,0,0
1053001908,37.5,5,1,1,2011,"1050019",0,0,0,-0.522386312484741,31.3553428649902,10.1943,26.8368,43,0,1,0,0,47,0,1,0,1,0,0,1,1,1,1,1,1050,1,1,0,1076.08249527524,1,1,0,1779.66389363456,3,66,"UG2011L138",3,488,22.6065022013227,1442.23432065185,45,0,0
1053001909,39,5,1,1,2011,"1050019",0,0,0,-0.522386312484741,31.3553428649902,9.916,26.8599,45,0,1,0,0,50,0,1,0,0,0,0,1,1,1,1,1,1050,1,1,0,1076.08249527524,1,1,0,1779.66389363456,3,66,"UG2011L138",3,488,22.6065022013227,1442.23432065185,45,0,0
1053001910,36,4,1,7,2011,"1050019",0,0,0,-0.522386312484741,31.3553428649902,10.5706,28.4717,51,0,1,0,0,42,0,1,0,1,0,0,0,0,1,0,0,1125,0,0,0,1137.1413619275,0,0,0,1779.66389363456,3,66,"UG2011L138",3,488,22.6065022013227,1442.23432065185,45,0,0
1053002301,26,5,1,10,2010,"1050023",0,0,0,-0.576782405376434,31.6916370391846,9.201,9.0907,64,1,0,0,0,61,0,1,0,0,0,0,0,0,1,1,1,800,1,1,0,550.542570672282,1,1,0,393.118787291646,12,16,"UG2011L134",3,123,24.8371707078887,484.322548381197,22,0,0
1053002302,42,6,1,10,2010,"1050023",0,0,0,-0.576782405376434,31.6916370391846,9.9193,9.8532,69,1,0,0,0,36,0,1,0,1,0,0,1,1,1,1,1,800,1,1,0,550.542570672282,1,1,0,393.118787291646,12,16,"UG2011L134",3,123,24.8371707078887,484.322548381197,22,0,0
1053002303,65.5,6,1,10,2010,"1050023",0,0,0,-0.576782405376434,31.6916370391846,9.0009,8.8874,65,1,0,0,0,33,0,0,0,1,0,0,1,1,1,1,1,800,1,1,0,550.542570672282,1,1,0,393.118787291646,12,16,"UG2011L134",3,123,24.8371707078887,484.322548381197,22,0,0
1053002304,47,6,1,10,2010,"1050023",0,0,0,-0.576782405376434,31.6916370391846,9.2069,9.1292,65,1,0,0,0,32,0,1,0,0,0,0,0,0,0,1,1,800,1,1,0,550.542570672282,1,1,0,393.118787291646,12,16,"UG2011L134",3,123,24.8371707078887,484.322548381197,22,0,0
1053002305,55,6,1,10,2010,"1050023",0,0,0,-0.576782405376434,31.6916370391846,11.0283,10.9865,51,1,0,0,0,48,0,1,0,1,0,0,1,1,1,1,1,800,1,1,0,550.542570672282,1,1,0,393.118787291646,12,16,"UG2011L134",3,123,24.8371707078887,484.322548381197,22,0,0
1053002306,59,7,1,10,2010,"1050023",0,0,0,-0.576782405376434,31.6916370391846,10.2595,10.1811,65,1,0,0,0,56,0,1,0,1,0,0,1,1,0,1,1,800,1,1,0,550.542570672282,1,1,0,393.118787291646,12,16,"UG2011L134",3,123,24.8371707078887,484.322548381197,22,0,0
1053002307,25.5,5,1,10,2010,"1050023",0,0,0,-0.576782405376434,31.6916370391846,9.0264,8.9152,65,1,0,0,0,53,0,1,0,0,0,0,0,0,0,1,1,800,1,1,0,550.542570672282,1,1,0,393.118787291646,12,16,"UG2011L134",3,123,24.8371707078887,484.322548381197,22,0,0
1053002308,33,5,1,10,2010,"1050023",0,0,0,-0.576782405376434,31.6916370391846,9.1984,9.0992,64,1,0,0,0,36,0,1,1,1,1,0,1,1,0,1,1,800,1,1,0,550.542570672282,1,1,0,393.118787291646,12,16,"UG2011L134",3,123,24.8371707078887,484.322548381197,22,0,0
1053002309,23.5,3,1,10,2010,"1050023",0,0,0,-0.576782405376434,31.6916370391846,8.6658,8.5499,64,1,0,0,0,78,0,1,0,1,0,0,0,0,1,1,1,800,1,1,0,550.542570672282,1,1,0,393.118787291646,12,16,"UG2011L134",3,123,24.8371707078887,484.322548381197,22,0,0
1053002310,39,6,1,10,2010,"1050023",0,0,0,-0.576782405376434,31.6916370391846,8.0784,7.9626,62,1,0,0,0,26,0,1,0,1,0,0,1,1,0,1,1,800,1,1,0,550.542570672282,1,1,0,393.118787291646,12,16,"UG2011L134",3,123,24.8371707078887,484.322548381197,22,0,0
1053002602,8.5,4,1,8,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,0.1451,12.4084,72,0,1,0,0,80,0,1,0,0,0,0,0,0,1,1,1,933,0,0,0,1008.08145511722,0,0,0,2003.24483546197,5,73,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053002602,8.5,4,1,8,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,0.1451,12.4084,72,0,1,0,0,80,0,1,0,0,0,0,0,0,1,1,1,933,0,0,0,1008.08145511722,0,0,0,2003.24483546197,5,73,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053002603,41.5,5,1,8,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.7385,12.4108,71,0,1,0,0,71,0,1,0,0,0,0,0,0,1,0,0,933,0,0,0,1008.08145511722,0,0,0,2003.24483546197,5,73,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053002603,41.5,5,1,8,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.7385,12.4108,71,0,1,0,0,71,0,1,0,0,0,0,0,0,1,0,0,933,0,0,0,1008.08145511722,0,0,0,2003.24483546197,5,73,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053002605,56,6,1,2,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.4225,11.7935,73,0,1,0,0,60,0,1,0,0,0,0,1,2,1,1,1,500,1,1,0,726.01820601805,1,1,0,2003.24483546197,5,73,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053002605,56,6,1,2,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.4225,11.7935,73,0,1,0,0,60,0,1,0,0,0,0,1,2,1,1,1,500,1,1,0,726.01820601805,1,1,0,2003.24483546197,5,73,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053002606,45.5,4,1,2,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.6978,11.6164,68,0,1,0,0,53,0,1,0,0,0,0,0,0,1,1,1,500,1,1,0,726.01820601805,1,1,0,2003.24483546197,5,73,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053002606,45.5,4,1,2,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.6978,11.6164,68,0,1,0,0,53,0,1,0,0,0,0,0,0,1,1,1,500,1,1,0,726.01820601805,1,1,0,2003.24483546197,5,73,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053002607,22.5,4,1,2,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.1471,11.5764,75,0,1,0,0,42,0,1,0,1,0,0,1,1,1,1,1,500,1,1,0,726.01820601805,1,1,0,2003.24483546197,5,73,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053002607,22.5,4,1,2,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.1471,11.5764,75,0,1,0,0,42,0,1,0,1,0,0,1,1,1,1,1,500,1,1,0,726.01820601805,1,1,0,2003.24483546197,5,73,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053002608,74,5,1,2,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.6493,11.3392,65,0,1,0,0,71,0,1,0,0,0,0,1,1,0,1,1,500,1,1,0,726.01820601805,1,1,0,2003.24483546197,5,73,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053002608,74,5,1,2,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.6493,11.3392,65,0,1,0,0,71,0,1,0,0,0,0,1,1,0,1,1,500,1,1,0,726.01820601805,1,1,0,2003.24483546197,5,73,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053002610,79,6,1,2,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.6871,12.5436,64,0,1,0,0,83,0,1,0,1,0,0,0,0,1,0,0,500,1,1,0,726.01820601805,1,1,0,2003.24483546197,5,73,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053002610,79,6,1,2,2011,"1050026",0,0,0,-0.291444003582001,31.7913436889648,1.6871,12.5436,64,0,1,0,0,83,0,1,0,1,0,0,0,0,1,0,0,500,1,1,0,726.01820601805,1,1,0,2003.24483546197,5,73,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053003002,32,5,1,11,2010,"1050030",0,0,0,0.000976596027612686,31.7997989654541,16.7445,36.6322,55,0,1,0,0,37,0,0,0,0,0,0,0,0,1,1,1,600,1,1,0,780.271172761366,1,1,0,425.608596754195,15,12,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053003002,32,5,1,11,2010,"1050030",0,0,0,0.000976596027612686,31.7997989654541,16.7445,36.6322,55,0,1,0,0,37,0,0,0,0,0,0,0,0,1,1,1,600,1,1,0,780.271172761366,1,1,0,425.608596754195,15,12,"UG2011L140",3,123,24.6040531313516,418.717351084538,6,0,0
1053003003,64,6,1,11,2010,"1050030",0,0,0,0.000976596027612686,31.7997989654541,16.9592,38.8625,60,1,0,0,0,35,0,1,0,1,0,0,1,1,1,1,1,600,1,1,0,780.271172761366,1,1,0,425.608596754195,15,12,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053003003,64,6,1,11,2010,"1050030",0,0,0,0.000976596027612686,31.7997989654541,16.9592,38.8625,60,1,0,0,0,35,0,1,0,1,0,0,1,1,1,1,1,600,1,1,0,780.271172761366,1,1,0,425.608596754195,15,12,"UG2011L140",3,123,24.6040531313516,418.717351084538,6,0,0
1053003004,29.5,5,1,5,2011,"1050030",0,0,0,0.000976596027612686,31.7997989654541,16.7435,39.0758,60,1,0,0,0,56,0,1,0,0,0,0,1,1,1,1,1,1000,0,0,0,1104.15618323881,0.0327405701665489,0.0224695678448138,0,1862.26502453967,3,57,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053003004,29.5,5,1,5,2011,"1050030",0,0,0,0.000976596027612686,31.7997989654541,16.7435,39.0758,60,1,0,0,0,56,0,1,0,0,0,0,1,1,1,1,1,1000,0,0,0,1104.15618323881,0.0327405701665489,0.0224695678448138,0,1862.26502453967,3,57,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053003005,52.5,4,1,5,2011,"1050030",0,0,0,0.000976596027612686,31.7997989654541,17.8502,38.0054,55,1,0,0,0,50,0,0,0,1,0,0,0,0,1,1,1,1000,0,0,0,1104.15618323881,0.0327405701665489,0.0224695678448138,0,1862.26502453967,3,57,"UG2011L135",3,488,22.8339092457342,1648.74659454572,29,0,0
1053003005,52.5,4,1,5,2011,"1050030",0,0,0,0.000976596027612686,31.7997989654541,17.8502,38.0054,55,1,0,0,0,50,0,0,0,1,0,0,0,0,1,1,1,1000,0,0,0,1104.15618323881,0.0327405701665489,0.0224695678448138,0,1862.26502453967,3,57,"UG2011L140",3,488,22.9908989077709,1732.87144601946,26,0,0
1053003006,32.5,4,1,11,2010,"1050030",0,0,0,0.000976596027612686,31.7997989654541,17.7145,38.1054,60,1,0,0,0,56,0,0,0,0,0,0,0,0,1,1,1,600,1,1,0,780.271172761366,1,1,0,425.608596754195,15,12,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
1053003006,32.5,4,1,11,2010,"1050030",0,0,0,0.000976596027612686,31.7997989654541,17.7145,38.1054,60,1,0,0,0,56,0,0,0,0,0,0,0,0,1,1,1,600,1,1,0,780.271172761366,1,1,0,425.608596754195,15,12,"UG2011L140",3,123,24.6040531313516,418.717351084538,6,0,0
1053003008,52.5,4,1,11,2010,"1050030",0,0,0,0.000976596027612686,31.7997989654541,16.9889,38.8318,60,1,0,0,0,28,0,1,0,0,0,0,1,1,1,1,1,600,1,1,0,780.271172761366,1,1,0,425.608596754195,15,12,"UG2011L135",3,123,24.2373597945291,413.997727220818,5,0,0
