ea_id,lat_modified,lon_modified,FS_year,dist_road,dist_admarc,dist_popcenter,percent_ag,FS_month,rural,lag1_clust_maize_price,lag1_lhz_maize_price,lag1_lhz_nuts_price,lag3_lhz_maize_price,lag6_clust_maize_price,lag6_clust_nuts_price,lag6_clust_beans_price,lag6_lhz_nuts_price,lag12_clust_maize_price,lag12_clust_rice_price,lag12_clust_nuts_price,lag12_clust_beans_price,lag12_lhz_maize_price,lag12_lhz_rice_price,lag12_lhz_nuts_price,maxdaysnorain,lhz_day1rain,gdd,tmean,lhz_maxdaysnorain
10102004,-9.772829516,33.5258581,2013,9.0625,8.125,46.5,16.4375,5,0.9375,96.6,96.30832828,309.154188,89.79673529,49.89642857,254.7893935,493.9876329,281.477424,34.315,185.6044753,212.4704043,442.9565897,32.67533524,221.4648706,247.2953832,101,30.66666667,213,22.72678241,84.66666667
10102379,-9.581589699,33.59189987,2010,18.80937493,10.32312506,53.26062489,6.9375,11,1,21.4275,29.94232009,167.4075884,24.80793312,21.28333333,165.48,104.3766667,192.4966488,27.6225,148.705,154.4575,97.9675,30.63361968,187.7250551,190.0056545,101,38,213,22.50097855,78
10102621,-9.713230133,33.45199966,2011,4.188125029,9.453125,59.51374984,0.125,2,1,25.6325,31.81004433,196.291811,29.71873299,18.262,132.315,100.105,168.9207686,37.86,177.615,174.1675,152.2975,39.04938799,208.6195213,202.1211127,97,53,213,22.01662848,92
10103414,-9.971599579,33.37390137,2010,1.09749999,3.384375006,59.84187484,0,9,1,26.46227273,32.03003624,153.0654676,27.93629234,44.05190476,188.587037,196.4544444,233.9302457,28.3375,182.7504545,164.6235,169.3427273,29.11849399,136.2451218,161.1398928,93,36.5,213,21.89767722,52
10103414,-9.9716,33.3739,2013,1.0625,3.4375,60.125,0,6,1,90.93833333,69.52874386,254.2968035,137.0564512,46.01470588,318.5438877,71.67454236,202.5100791,31.18222222,248.3463121,298.0645415,65.65062031,34.84565574,243.9708481,147.7974201,99,41,213,21.93052607,73
10103414,-9.964725091,33.37890541,2016,1.136363636,3.909090909,59.68181818,1.5,10,1,151.062,156.2628144,512.4731012,160.2394492,140.288125,368.955,345.338125,415.2389319,82.64727273,312.8201712,343.3392872,275.4141508,98.6915188,343.9641355,422.169453,98,31.5,214,24.84621222,58.5
10103452,-10.03709984,33.45410156,2010,0.546250003,10.34062511,50.76749945,0.625,11.5625,1,13.44708333,30.44342819,180.8775097,32.45284084,20.87340906,38.1875,50.28583333,163.1534375,31.77625,205.8471875,137.4073438,119.794375,38.25159726,161.6328069,170.6714889,106,36,213,21.39528287,50
10103681,-10.20090008,33.59870148,2011,0.456874997,11.30874991,50.09187484,25.3125,3,1,18.5,34.63718523,152.7687145,32.64680703,17.5,14,17.79897616,171.0853507,32.98666667,169.6466667,69.22,48.5,51.14409439,194.8169285,233.9302457,104,52,213,20.880271,67
10104150,-10.19880009,33.66350174,2010,11.71499997,2.729375005,39.66000032,22.25,7,1,30.97,30.39234641,145.6144719,39.82644137,42.91428571,137.0445455,111.4884,167.9982572,31.24590909,131.7146429,118.5419355,116.9752,31.89678901,129.4400248,156.5086607,96,38.33333333,213,23.15678936,73.66666667
10104150,-10.56426163,33.75817837,2013,10.73684211,3.842105263,36.36842105,24.42105263,7.105263158,0.894736842,92.06680451,80.87500873,265.6390009,95.36552565,92.23643189,191.3455092,337.4139119,213.0540093,54.35106478,127.7878118,123.7174108,323.2254349,51.70197406,247.0406424,155.7971497,110,49.66666667,213,22.79875078,89.66666667
10104351,-10.25879955,33.61169815,2010,1.806874993,8.046250015,51.29625058,43.6875,12,1,11,30.57153184,187.9981286,33.79253355,17.41494944,25.5,22,166.6072324,32.835,205.04,135.56,121.96,37.8900892,164.4574472,161.8907427,99,36,213,21.39528287,50
10104440,-10.40989971,33.63779831,2010,1.716874982,2.727500014,56.9312501,19.6875,7,1,17.41494944,27.24450821,166.6072324,42.96959957,25.18,120.625,106.64,177.3696881,28.61,153.5425,119.815,75.42,29.45646835,138.9642717,183.0817675,103,36,213,21.39528287,50
10105352,-9.594479561,33.08850098,2010,4.290625021,5.127499998,101.2381244,20.0625,11,1,38.0125,30.27872349,171.7224282,30.73037878,36.33666667,218.1025,155.26,158.7128439,33.4875,224.7075,223.6975,182.065,38.71639333,158.0011265,181.9610197,114,36,213,21.39528287,50
10105511,-9.403490067,32.97930145,2011,0.377499998,21.78312492,118.7962513,25.125,1,1,38.15666667,32.64680703,189.1999694,30.27872349,34.16,181.6775,141.7225,92.39933256,41.1,225.8633333,224.5875,184.37,45.46983842,167.3044879,177.3696881,110,52,213,20.880271,67
10105513,-9.507260323,33.11869812,2010,1.395625,5.176875025,101.5399995,52.625,3.4375,1,43.4134375,52.28064037,216.8213071,41.20622948,32.146125,224.0688438,179.8176563,154.5644791,42.391,210.9920313,229.7769792,222.634375,37.59853831,165.7241568,188.068632,98,36,213,21.39528287,50
10120286,-9.709030151,33.28319931,2011,0.344375005,8.164375097,76.66812515,35.8125,1,0,38.15666667,32.64680703,189.1999694,30.27872349,34.16,181.6775,141.7225,92.39933256,41.1,225.8633333,224.5875,184.37,45.46983842,167.3044879,177.3696881,108,52,213,20.880271,67
10120288,-9.690130234,33.28990173,2010,0.855000002,9.226875067,78.01749992,28.1875,9,0,31.04,30.73037878,174.7652867,27.24450821,44.2825,235.426,187.412,233.9302457,31.692,223.976,224.346,179.39,29.11849399,136.2451218,161.1398928,104,36,213,21.39528287,50
10201137,-9.768099785,33.89509964,2010,0.705625003,3.629374996,19.0618751,56.625,5.8125,1,30.09052083,27.69972728,162.8537743,57.21211006,44.8759375,157.5129688,185.4459375,139.7304979,33.56865625,110.93975,204.9007188,133.76175,27.84831216,115.6995487,184.1069889,84,40,213,25.18507541,75
10201210,-9.784250259,33.8302002,2011,3.33600001,2.321999975,23.95199978,66.5333333,3,1,42.44666667,36.12341384,215.6289986,24.42916405,41.26666667,189.2833333,203.2161648,173.2002867,67.0725,224.142,270.876,201.9275,57.17601279,206.6375659,235.2157174,100,64,213,24.60447441,85
10201247,-9.795639992,33.84550095,2010,5.293125048,2.611874975,20.70312488,63.9375,10,1,41.26666667,33.75465331,173.2002867,27.65968305,44.205,191.3333333,165.9533333,184.6390368,40.8975,147.6475,154.445,149.825,34.6741665,130.612299,149.7651964,99,40,213,25.18507541,75
10201442,-9.712300301,33.92710114,2010,6.015000038,7.083749995,26.45375001,33.1875,10,1,41.26666667,33.75465331,173.2002867,27.65968305,44.205,191.3333333,165.9533333,184.6390368,40.8975,147.6475,154.445,149.825,34.6741665,130.612299,149.7651964,90,40,213,25.18507541,75
10201688,-9.844829559,33.87369919,2010,1.071874998,5.508749932,13.13562512,47.625,10,1,34.88714286,32.66288266,169.5172389,29.43698226,33.46321429,162.6490909,155.4060714,162.5150014,35.42,121.9866667,131.1383333,135.7211765,34.3957747,139.5855213,143.6262985,97,38.33333333,213,23.53504362,75
10201688,-10.15818287,33.89959078,2013,1.043478261,5.304347826,17.95652174,46.39130435,7.260869565,0.869565217,89.63155964,77.16194269,301.5363138,95.12809029,101.7522051,376.6127629,465.9339626,260.2380014,56.40635473,240.1437016,333.5256938,440.7845755,49.72485688,210.729488,216.2807,100,43.5,213,22.78378217,85.33333333
10202195,-9.663760185,33.67300034,2011,11.07750005,18.33999991,42.59875011,15.125,1,1,17.44333333,28.07765994,189.5063757,29.94232009,15.6525,111.9125,82.505,147.7301921,29.9325,174.9075,172.2025,146.2425,35.62093905,201.4589666,199.0972151,92,53,213,22.01662848,92
10202514,-9.681460381,33.84980011,2010,3.264374971,8.851249993,32.55125034,35.9375,4,1,53.2475,55.21454964,234.5761785,47.37428005,32.20375,147.9075,135.695,142.5649213,36.83666667,196.115,233.7333333,150.462,37.44411462,201.0192748,222.0568498,106,40,213,24.81498185,76
10202514,-9.693222706,33.85039871,2013,2.588235294,8.941176471,31.52941176,39.94117647,4,0.941176471,139.41125,148.1237526,304.0631929,105.1596357,41.4325,243.287223,501.5335869,258.8977399,37.835,153.2746819,189.7229524,455.0865605,39.51540859,190.0405159,213.6299677,102,31,213,23.77552092,86
10203013,-10.00220013,33.66849899,2010,8.531875074,17.16375017,28.81999981,11.5,4,1,67.0725,52.59926544,233.5102804,46.65001088,40.8975,154.445,149.825,128.1643712,37.76333333,191.95,248.8866667,191.855,37.96030408,219.2826793,206.0743943,91,40,213,24.44488828,77
10203085,-9.913599968,33.91740036,2010,0.326875001,4.292500019,5.935624927,58.1875,11,1,35.32,30.3475968,166.6233168,26.08858795,26.83333333,153.56,152.0575,157.8264061,50.21,139.4525,179.3225,178.235,42.12548265,142.7641545,170.4228199,95,40,213,25.18507541,75
10203176,-9.873049736,33.62060165,2010,4.258125044,23.73749983,33.88624942,12.875,7.75,1,26.85477273,30.25225992,92.96735761,26.36440122,47.55466383,215.6633333,166.4881771,206.1269168,29.55538194,152.4801042,165.9258507,148.9966964,32.16422467,137.3877085,149.6726293,93,38.66666667,213,23.67508219,67.33333333
10203176,-9.867964333,33.63505056,2013,3.833333333,20.44444444,33.11111111,19.88888889,5.111111111,0.944444444,97.69068533,95.6779193,304.7852151,92.08338241,51.52600427,255.7265107,495.0926057,261.974188,34.75774217,186.3572111,213.1609218,444.3969071,36.34195549,213.9513905,217.958499,103,31,213,23.17841088,82
10203221,-9.939240456,33.8608017,2011,1.286874998,5.70312497,8.394999951,59.8125,2,1,41.29333333,34.65633455,135.7781258,28.78891965,30.44,199.24,181.81,168.1714669,62.425,191.4175,252.705,162.5675,56.27873116,166.5543161,198.0434724,102,66,213,23.88458437,84
10203623,-10.17000008,33.80339813,2010,19.69999993,13.98187494,25.59749997,2,11,1,16.59333333,28.52640047,164.7485327,28.16132811,25.32,54.5,86.65333333,146.2389184,30.415,206.885,139.7825,117.01,39.92979217,142.5214769,172.2757969,104,40,213,24.44488828,77
10203744,-10.04049969,33.90869904,2010,0.911333329,9.986000061,8.20599997,59.20000005,8.5,1,31.62989035,29.17954033,119.1733667,25.78918679,53.58312121,211.0042949,154.0930482,221.6043515,31.73101852,112.6091667,137.196875,135.8772917,31.24593096,129.4028158,150.7313464,114,37.66666667,213,23.22448877,72.66666667
10203744,-10.1361265,33.94178573,2013,0.863636364,10.54545455,12.77272727,57.5,6,0.954545455,80.41727273,65.16574579,270.2671854,148.8324526,85.205,284.9487815,501.9397876,206.9785273,43.41958333,289.6848712,234.7326832,468.6342411,36.70794478,319.077249,137.4541682,106,37.66666667,213,22.86949875,83.33333333
10204101,-10.44709969,34.21480179,2011,3.323749989,1.588124979,63.62687492,50.3125,1,1,34.56,34.43969526,189.0224267,30.93042278,31.5775,154.9725,145.66,73.66135778,51.27,111.5775,179.6775,147.985,51.36352033,141.0335062,164.7799898,113,66,213,22.17811681,88
10204322,-10.44620037,34.11930084,2010,10.21687496,8.824999988,58.17937493,53.3125,10,1,38.86285714,34.27601791,169.5172389,28.81481975,44.529,198.0025,149.583125,171.5038275,40.24625,136.04875,137.89625,144.1525,35.80575049,127.4914936,137.8034561,108,38.66666667,213,24.15282338,79.66666667
10204322,-10.39126406,34.10663612,2013,7.705882353,7.352941176,53.88235294,54.23529412,6.941176471,1,85.64082237,76.03021648,324.3877174,99.39642407,123.6573529,392.3749724,454.7941815,279.1369715,57.22369683,329.3708705,342.4012556,429.2999364,52.10183042,248.5523918,230.7510332,113,31,213,23.4715835,87.66666667
10204453,-10.35750008,34.12770081,2011,0.624999997,3.63562499,48.32187533,57.25,3,1,29.09,34.56045629,134.8307137,34.43969526,37.16,198.2733333,158.6630118,167.8289153,51.8025,129.586,254.046,155.85,56.43828341,180.7752508,250.8606493,105,66,213,22.17811681,88
10204586,-10.41629982,34.23180008,2010,0.98375,4.13000001,60.80124974,66.375,6,1,33.76064516,27.6396047,150.2102695,50.48794827,43.143,163.111,172.25,153.0324553,34.306625,145.0629213,172.5529412,138.5421111,26.51979146,121.8677237,162.3263611,110,38.2,213,23.29681452,74.2
10204586,-10.72302689,34.17542621,2013,0.842105263,4.210526316,52.89473684,59.42105263,6.157894737,0.842105263,93.40251207,82.88653778,243.3223122,141.3267141,76.61530827,347.0467694,425.0769685,188.3403788,45.47819387,288.9028094,305.1759867,400.5547382,38.8805409,323.0140458,129.1912224,112,43,213,22.86102799,85.6
10204723,-10.55630016,34.18730164,2010,0.332500004,9.222500026,72.97437477,42.125,7,1,26.37,27.15319621,157.0827963,45.48100207,51.27,179.6775,147.985,164.7799898,34.1125,105.7225,166.7675,137.0425,33.50430732,123.6928642,191.9479719,118,36,213,22.82850646,87
10205202,-10.25629997,34.11909866,2010,0.756875011,5.408749968,39.22374988,57.4375,3,1,57.30666667,61.77358737,204.0030039,41.53295242,33.68,147.81,133.594,166.4550226,26.55666667,86.4225,104.8366667,116.0066667,40.63566558,110.267566,167.4948987,109,36,213,22.82850646,87
10205507,-10.31229973,34.0707016,2010,5.803124994,6.204375029,42.14250016,51.5,10,1,37.16,36.05418747,167.8289153,28.7857291,44.515,214.03,136.0333333,160.2219321,39.595,124.45,121.3475,138.48,38.50246947,129.1285661,123.5190604,107,36,213,22.82850646,87
10220027,-9.935899734,33.91519928,2011,0.158125001,0.93187499,2.952499971,50.625,2,0,41.29333333,34.65633455,135.7781258,28.78891965,30.44,199.24,181.81,168.1714669,62.425,191.4175,252.705,162.5675,56.27873116,166.5543161,198.0434724,100,66,213,23.88458437,84
10220103,-9.975399971,33.92599869,2010,0.971874985,3.951250032,2.568125024,54.1875,9,0,33.11230769,28.39886135,174.558887,29.23077815,59.26227273,264.725,176.6376923,239.0173978,31.74391304,113.8978261,162.381,158.1595,28.55468441,114.7272699,158.1512402,111,38.66666667,213,24.15282338,79.66666667
10220103,-9.987059955,33.93145577,2013,1.227272727,3.590909091,5.136363636,53.90909091,6.272727273,0.090909091,70.24988199,69.24103937,318.2063602,145.4421466,102.5311157,387.214552,452.3106845,273.4128353,42.21579545,323.5865102,336.078057,425.7544431,39.95049532,244.0885702,226.0410327,105,31,213,23.4715835,87.66666667
10220103,-9.993090966,33.93427772,2016,1.275862069,3.75862069,6.413793103,56.20689655,10.27586207,0.310344828,237.3770361,193.7176766,548.3508965,161.3042284,125.1386734,472.9831684,355.8483842,531.9850018,111.734181,426.1722805,465.1738764,453.8045229,98.88997556,430.936101,468.6702486,107,31.66666667,214,25.91564765,76
10220521,-9.948519707,33.89630127,2010,0.3425,2.141250007,4.031250045,60,8,0,33.275,26.63642998,89.21072095,24.43397274,62.425,252.705,162.5675,198.0434724,39.61,119.6625,145.8275,178.405,32.16513219,137.4121315,142.3797517,111,40,213,24.44488828,77
10220705,-9.931280136,33.93239975,2010,0.156874997,1.58375001,2.52124998,50.875,4.125,0,55.75279167,51.34188252,224.7068589,47.85360091,33.34328125,98.124375,184.6439063,132.4721861,36.32566667,184.4333333,186.4070833,100.5933125,36.72581052,212.5754176,204.418335,101,40,213,24.32946408,70.5
10220705,-10.08231272,33.90123394,2013,0.944444444,2.277777778,4.777777778,50,5.111111111,0.055555556,76.24250842,94.56118574,228.2280922,93.42420902,45.57412088,339.8691626,332.9956247,182.9741299,38.43305556,128.6374196,311.7858077,307.7678571,37.87157597,296.8866212,135.3785037,102,31,213,23.4328149,82
10301026,-11.6552,33.76110077,2011,0.122000001,16.25266647,31.47866678,0,3,1,72.1675,32.79721528,213.5908789,25.34063088,41.215,266.53,270.5022884,158.9250886,48.3875,210.204,158.144,258.134,42.57729515,146.3296033,157.4387436,108,53,213,23.07972496,69
10301306,-11.49499989,33.97230148,2011,0.622666665,12.86266673,7.095999867,8.933333337,1,1,12,33.93176661,89.76274895,32.84187623,30.55755667,16.5,27,147.6999738,58.7475,139.98,117.995,182.06,43.89032923,139.2574036,117.5437898,92,51,213,21.69603081,64
10301347,-11.71310043,33.93780136,2010,15.32624996,3.876874998,29.49812484,25.125,10,1,31.76,35.08593516,158.9250886,36.89901355,24,130,232.5,157.1685634,29.93333333,122.5866667,93.34,151.8333333,30.77254012,127.3852101,141.3478686,120,41,213,23.8929558,55
10301663,-11.64770031,34.125,2010,12.26062495,9.159374952,23.23687494,21.625,5,1,29.78571429,41.24013688,162.6185282,49.76723924,38.954375,198.865625,169.024375,163.2522313,33.25785714,154.0506667,235.78,178.7941667,29.3553453,169.0200872,187.7945281,99,41,213,24.53223768,83.33333333
10301663,-11.94958559,34.19067859,2013,10.88235294,11.52941176,27.52941176,20.35294118,6.176470588,1,88.12633533,103.430341,255.1059446,127.5028857,68.00034498,240.3479117,279.8801593,252.3210312,50.80610576,142.8140424,206.6999281,236.7714431,43.86269634,155.8695218,248.8329256,114,41.66666667,213,22.92158016,92.33333333
10301741,-11.63759995,34.09640121,2010,14.40266675,6.70266661,24.32133341,41.86666656,11,1,33.0975,34.23253252,182.5185924,35.9393378,32.37333333,125.6025,117.82,156.8921776,33.72,123.565,135.405,137.955,38.01176804,114.2615896,137.024326,99,41,213,23.8929558,55
10302010,-11.96399975,34.0768013,2010,1.909285687,27.96357131,51.78571415,28,6,1,39.734,40.24088922,203.5322665,48.74026801,44.5,155.9725,207.99,176.9593689,31.65111111,147.155,163.3344444,179.2388889,31.51519407,148.6019606,175.2733159,111,41,213,25.37939656,81
10302010,-11.96806781,34.0722725,2013,1.5625,28.5,51.875,26.875,7,1,81.998,66.08646896,256.4284708,116.0061733,89.5,241.7531681,246.3596136,253.8077634,45.68666667,141.4766035,236.2131541,232.0311421,52.79824245,151.5820905,250.5378326,124,30,213,22.96212781,91
10302010,-11.96682978,34.07365043,2016,1.608695652,28.56521739,51.95652174,26.73913043,7,1,171.965,147.7459347,276.8882028,153.7894877,169.465,628.795,698.0766667,789.5758353,79.76666667,143.6657911,265.680922,300.4691206,44.24752551,141.3063127,268.9264067,121,31,214,27.34026446,93
10303454,-11.89109993,34.11149979,2010,2.126428552,16.55071425,47.02857184,46.64285707,12,1,11,25.95762898,101.8592417,34.67084418,34.18,144,120.76,162.4555143,40.665,150.355,156.92,160.005,43.74011136,110.5211451,176.9593689,106,41,213,25.37939656,81
10304012,-11.83619976,34.16210175,2010,0.163124997,17.0381251,47.21062493,36.1875,3,1,45.5622,49.28228707,189.5895441,43.74011136,34.21636364,143.0122,131.3035,157.451918,63.49615385,192.3853271,269.1114953,213.6042,54.34667675,195.9444055,248.9402583,104,41,212.8333333,24.54421618,75.83333333
10304012,-12.16193588,34.09685556,2013,0.72,15.04,41.64,35.16,4.76,0.92,138.9831761,120.0955928,245.6978327,86.1529082,64.36568624,216.1681306,381.0701951,244.5574894,47.55773873,57.16804076,180.0833042,353.5456366,43.12249785,167.195256,243.1356523,118,43.16666667,212.6666667,23.20350393,84.33333333
10304360,-11.83740044,34.14830017,2011,1.850999981,13.36899972,43.23799992,44.09999943,1,1,21.41,27.92893196,152.6803602,37.77413878,33.97187899,144.4816667,27,152.3162712,38.885,118.2666667,138.7225,184.6533333,51.20846694,159.4932896,157.5857614,95,53,213,24.57392362,82
10304625,-11.76599979,34.15579987,2010,4.263571441,9.617142856,35.79642868,31.21428561,10,1,31.4372337,34.67084418,187.9603353,35.74359308,40.64,75.76,186.47,162.6185282,33.115,121.53,142.1025,121.815,29.94260886,135.617555,151.7010487,114,41,213,25.37939656,81
10305446,-12.15250015,34.02510071,2010,0.544285703,34.14428609,55.53000005,39.78571421,8,1,31.526,35.74359308,152.3162712,40.24088922,49.072,231.9914286,251.6866667,189.5973436,37.98125,102.0157143,136.1483333,228.7225,29.87406529,156.5806696,114.1368294,107,41,213,25.37939656,81
10305446,-12.25981244,34.06937078,2013,1.166666667,32.88888889,55.94444444,39.66666667,5.111111111,1,99.175194,113.2328564,255.4464596,119.6388944,48.60642857,190.2494332,235.3009726,252.7959222,44.51675926,168.8804023,182.0116318,234.9005838,42.2796112,154.2697884,249.464714,114,30,213,22.96212781,91
10306417,-11.66749954,34.25500107,2011,0.135384615,2.213846162,34.21923065,43.53846121,1,1,21.41,27.92893196,152.6803602,37.77413878,33.97187899,144.4816667,27,152.3162712,38.885,118.2666667,138.7225,184.6533333,51.20846694,159.4932896,157.5857614,102,53,213,24.57392362,82
10306431,-11.6583004,34.30360031,2010,4.712666661,4.956666648,37.19733334,67.86666679,11,1,27.94,37.77413878,196.493207,31.56754958,33.95,160.095,161.5625,203.5322665,37.6525,133.1525,154.4975,142.5325,38.96648302,87.13168498,156.1971561,114,41,213,25.37939656,81
10307413,-11.76430035,34.19540024,2010,0.520624998,8.879374951,37.66312504,19.3125,5,1,40.64,41.24013688,182.3174212,49.76723924,40.34428571,106.665,149.70375,148.528024,31.19,140.6585714,129.295,154.14,29.3553453,169.0200872,187.7945281,113,40.66666667,213,24.48190702,65.33333333
10307413,-11.86880721,34.17999816,2013,0.736842105,8.631578947,36.78947368,26,7.105263158,0.947368421,75.98567327,73.33473627,228.8160945,113.6527782,68.85020243,110.3947043,225.7735925,231.5369844,40.27582325,72.68149879,90.6077839,204.5529547,52.06764751,157.0016045,234.6632284,126,37,213,22.77015125,79.66666667
10308129,-11.6576004,34.24900055,2010,0.197692306,3.281538486,32.33153832,23.2307694,12,1,11,29.7865817,77.52425548,35.08593516,34.18,144,120.76,156.6035756,40.665,150.355,156.92,160.005,42.42705514,124.9411072,146.6268174,109,41,213,23.8929558,55
10308636,-11.53639984,34.27799988,2010,5.917142916,8.414285787,28.31500015,22.92857145,9,1,32.44777778,33.19868178,144.47165,35.20399989,51.09772727,197.036087,193.3805,213.2383862,33.6285,122.8811111,131.45,119.543,35.63123139,155.3330671,160.1610724,100,41.33333333,213,24.79177774,87.33333333
10308636,-11.53546688,34.27317894,2013,5.375,8.875,27.8125,20.625,6,1,93.48125,96.36699299,259.0417143,129.7158131,63.855,72.47988055,229.3588193,256.1433484,54.41625,73.6569948,62.4608973,228.9987479,48.98356467,156.9543586,252.1900823,113,42.33333333,213,23.08198403,100.3333333
10308636,-11.53927195,34.26921353,2016,4.947368421,8.947368421,27.57894737,19.10526316,12,1,178.9820455,171.1637016,362.2604539,147.8398432,234.2044444,794.7422222,874.8288889,194.2053787,134.1471429,563.2818182,432.3493333,408.01,54.49972104,265.9078203,210.193129,110,43,214,27.30638456,104
10309273,-11.27359962,34.13970184,2011,14.09733313,33.06600046,28.5400002,4.533333331,3,1,76.10666667,32.79721528,213.5908789,25.34063088,31.76,194.6666667,199.7812441,158.9250886,43.485,126.612,134.07,120.594,42.57729515,146.3296033,157.4387436,103,53,213,23.07972496,69
10309281,-11.3057003,34.19269943,2010,13.05874997,37.32000017,30.06187487,28,11,1,33.0975,34.23253252,182.5185924,35.9393378,32.37333333,125.6025,117.82,156.8921776,33.72,123.565,135.405,137.955,38.01176804,114.2615896,137.024326,106,41,213,23.8929558,55
