"ea_id","FS_year","FNID","FCS","HDDS","rCSI","region_north","region_central","rural","lat_modified","lon_modified","dist_road","dist_admarc","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","FS_month","head_age","female_head","hhsize","floor_dirt_sand_dung","cell_phone","number_celphones","roof_not_natural","roof_iron","asset_index","yearmon","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax"
"10101016",2010,"MW2012C3010102",42.71875,5.375,2.75,1,0,1,-9.80998039245605,33.3872985839844,2.6568750035949,12.0162498354912,62.4068746566773,20.875,0,1,0,0,4,45.375,0.1875,5.9375,0.9375,0.25,0.4375,0.125,0.125,-0.409163153705948,Apr 2010,1031.63497140034,38,97,36,213,21.3952828743089,1127.99811366612,50,0,1018.11788623267,0
"10101016",2013,"MW2012C3010102",41.5,4.6875,11.625,1,0,1,-9.80998,33.3873,2.25,12.6875,62.5625,23.25,0,1,0,0,4,47.9375,0.25,6.1875,0.9375,0.25,0.25,0.0625,0.0625,-0.587467362850352,Apr 2013,1108.58604110008,31,110,31,213,21.9841908056412,1160.83778911635,74,0,1204.79622168919,0
"10101204",2010,"MW2012C3010102",35.21875,4.9375,2.6875,1,0,1,-9.89498043060303,33.3810005187988,0.513750011450611,10.8218750357628,58.4668745994568,48.6875,0,1,0,0,8,43.1875,0.0625,5.4375,0.875,0.25,0.25,0.1875,0.1875,-0.373761418162112,Aug 2010,1109.10985533309,38,99,36,213,21.3952828743089,1127.99811366612,50,0,1039.56755315164,0
"10101204",2010,"MW2012C3010508",35.21875,4.9375,2.6875,1,0,1,-9.89498043060303,33.3810005187988,0.513750011450611,10.8218750357628,58.4668745994568,48.6875,0,1,0,0,8,43.1875,0.0625,5.4375,0.875,0.25,0.25,0.1875,0.1875,-0.373761418162112,Aug 2010,1109.10985533309,38,99,37,213,22.4000715730336,1134.10969596811,54,0,1039.56755315164,0
"10101204",2013,"MW2012C3010102",48.0882352941176,5.05882352941176,2.41176470588235,1,0,0.941176470588235,-9.97367682352941,33.4112780588235,0.529411764705882,11.4117647058824,56.5294117647059,45.7647058823529,0.0588235294117647,0.941176470588235,0,0,5.05882352941176,45.6470588235294,0.176470588235294,5.52941176470588,0.823529411764706,0.411764705882353,0.647058823529412,0.352941176470588,0.352941176470588,-0.322886356821987,May 2013,1179.87326778844,30,115,31,213,21.9841908056412,1160.83778911635,74,0,1233.9988190437,0
"10101204",2013,"MW2012C3010508",48.0882352941176,5.05882352941176,2.41176470588235,1,0,0.941176470588235,-9.97367682352941,33.4112780588235,0.529411764705882,11.4117647058824,56.5294117647059,45.7647058823529,0.0588235294117647,0.941176470588235,0,0,5.05882352941176,45.6470588235294,0.176470588235294,5.52941176470588,0.823529411764706,0.411764705882353,0.647058823529412,0.352941176470588,0.352941176470588,-0.322886356821987,May 2013,1179.87326778844,30,115,51,213,21.8768613251163,974.352538033768,72,0,1233.9988190437,0
"10101215",2010,"MW2012C3010102",41.84375,5.0625,2.4375,1,0,1,-9.50446033477783,33.2302017211914,9.27533340454101,4.24133339524269,91.7126669883728,34.9333333969116,0,0.25,0,0,5,43.25,0.1875,4.625,1,0.25,0.375,0.125,0.125,-0.452094415892822,May 2010,1017.86193273503,37,99,36,213,21.3952828743089,1127.99811366612,50,0,1295.0078089667,0
"10101215",2010,"MW2012C3010201",41.84375,5.0625,2.4375,1,0,1,-9.50446033477783,33.2302017211914,9.27533340454101,4.24133339524269,91.7126669883728,34.9333333969116,0,0.25,0,0,5,43.25,0.1875,4.625,1,0.25,0.375,0.125,0.125,-0.452094415892822,May 2010,1017.86193273503,37,99,40,213,24.4448882841728,965.461065256596,77,0,1295.0078089667,0
"10101215",2010,"MW2012C3010210",41.84375,5.0625,2.4375,1,0,1,-9.50446033477783,33.2302017211914,9.27533340454101,4.24133339524269,91.7126669883728,34.9333333969116,0,0.25,0,0,5,43.25,0.1875,4.625,1,0.25,0.375,0.125,0.125,-0.452094415892822,May 2010,1017.86193273503,37,99,40,213,25.1850754142368,1185.74998764753,75,0,1295.0078089667,0
"10101215",2010,"MW2012C3010508",41.84375,5.0625,2.4375,1,0,1,-9.50446033477783,33.2302017211914,9.27533340454101,4.24133339524269,91.7126669883728,34.9333333969116,0,0.25,0,0,5,43.25,0.1875,4.625,1,0.25,0.375,0.125,0.125,-0.452094415892822,May 2010,1017.86193273503,37,99,37,213,22.4000715730336,1134.10969596811,54,0,1295.0078089667,0
"10101215",2013,"MW2012C3010102",40.9117647058824,4.94117647058824,3.70588235294118,1,0,0.882352941176471,-9.54248635294118,33.2731721764706,8,4.29411764705882,86.0588235294118,36.1176470588235,0,0.235294117647059,0,0,5.23529411764706,44.8235294117647,0.176470588235294,4.82352941176471,0.823529411764706,0.352941176470588,0.470588235294118,0.294117647058824,0.294117647058824,-0.519000654518802,May 2013,1272.25324288837,30,106,31,213,21.9841908056412,1160.83778911635,74,0,1315.32484746941,0
"10101215",2013,"MW2012C3010201",40.9117647058824,4.94117647058824,3.70588235294118,1,0,0.882352941176471,-9.54248635294118,33.2731721764706,8,4.29411764705882,86.0588235294118,36.1176470588235,0,0.235294117647059,0,0,5.23529411764706,44.8235294117647,0.176470588235294,4.82352941176471,0.823529411764706,0.352941176470588,0.470588235294118,0.294117647058824,0.294117647058824,-0.519000654518802,May 2013,1272.25324288837,30,106,31,213,23.8679262832857,1064.54262607495,87,0,1315.32484746941,0
"10101215",2013,"MW2012C3010210",40.9117647058824,4.94117647058824,3.70588235294118,1,0,0.882352941176471,-9.54248635294118,33.2731721764706,8,4.29411764705882,86.0588235294118,36.1176470588235,0,0.235294117647059,0,0,5.23529411764706,44.8235294117647,0.176470588235294,4.82352941176471,0.823529411764706,0.352941176470588,0.470588235294118,0.294117647058824,0.294117647058824,-0.519000654518802,May 2013,1272.25324288837,30,106,31,213,23.6831155553111,1406.6516868484,85,0,1315.32484746941,0
