"ea_id","FS_year","FCS","HDDS","rCSI","rural","FS_month","region2","region3","region4","region5","region6","region7","region8","region9","region10","region11","region12","region13","region14","region15","region16","region17","region18","region19","region20","region21","region51","region52","region53","region54","region55","lat_modified","lon_modified","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","Refrigerator","Radio","Television","Bicycle","Motorcycle","Car","Cellphone","num_cell","floor_dirt_sand_dung","roof_not_natural","roof_iron","lag1_clust_maize_price","lag1_clust_rice_price","lag1_clust_bean_mktthin","lag1_clust_maize_mktthin","lag1_clust_rice_mktthin","lag1_lhz_maize_price","lag1_lhz_rice_price","lag1_lhz_bean_mktthin","lag1_lhz_maize_mktthin","lag1_lhz_rice_mktthin","lag3_clust_maize_price","lag3_clust_rice_price","lag3_clust_bean_mktthin","lag3_clust_maize_mktthin","lag3_clust_rice_mktthin","lag3_lhz_maize_price","lag3_lhz_rice_price","lag3_lhz_bean_mktthin","lag3_lhz_maize_mktthin","lag3_lhz_rice_mktthin","lag6_clust_maize_price","lag6_clust_rice_price","lag6_clust_bean_mktthin","lag6_clust_maize_mktthin","lag6_clust_rice_mktthin","lag6_lhz_maize_price","lag6_lhz_rice_price","lag6_lhz_bean_mktthin","lag6_lhz_maize_mktthin","lag6_lhz_rice_mktthin","lag12_clust_maize_price","lag12_clust_rice_price","lag12_clust_bean_mktthin","lag12_clust_maize_mktthin","lag12_clust_rice_mktthin","lag12_lhz_maize_price","lag12_lhz_rice_price","lag12_lhz_bean_mktthin","lag12_lhz_maize_mktthin","lag12_lhz_rice_mktthin","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax"
"100215102002",2014,34,4,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.3847756408,35.6326552784,17.1425824192731,50.944230769591,23.6620879120879,0.0549450549450549,0.708791208791209,0,0,57,0,0,1,0,1,0,0,0,0,1,1,1,34125,154166.5,0,0,0,34493.3124878593,153017.45708404,0,0,0,33900,153500,0,0,0,34190.3837237548,152970.369308875,0,0,0,38687.5,152500,0,0,0,38896.7680439399,151099.831778687,0,0,0,38583.5,167916.8,0,0,0,38790.4760214662,166524.236544887,0,0,0,1008.29415231148,56,154,56,213,23.074112891215,1057.40496855838,122,213,0,0
"100215102002",2015,40.6428571428571,4.14285714285714,2,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.3847756408,35.6326552784,17.1425824192731,50.944230769591,23.6620879120879,0.0549450549450549,0.708791208791209,0,0,44.4285714285714,0.571428571428571,0,0.142857142857143,0,0.142857142857143,0,0,0.857142857142857,1.28571428571429,0.857142857142857,0.571428571428571,0.571428571428571,33000,172778,0,0,0,33426.1518119556,171574.642543509,0,0,0,37000,172273,0,0,0,37107.9350822258,171612.203528749,0,0,0,24818,168636,0,0,0,25106.8861473178,167108.545086795,0,0,0,31500,130000,0,0,0,31823.768720423,129546.745707161,0,0,0,946.519705630839,5,148,51,213,24.7463660870556,779.541636615068,125,213,0,0
"100306301316",2015,53.625,5,9.375,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.94031286,35.0006249306,15.6617647217769,70.9225491928119,19.4117647058824,0.00980392156862745,0.774509803921569,0,0,50.625,0.25,0,0.5,0.5,0.25,0.125,0,1,1.875,0.125,1,1,33000,172778,0,0,0,33000,172778,0,0,0,37000,172273,0,0,0,37000,172273,0,0,0,24818,168636,0,0,0,24818,168636,0,0,0,31500,130000,0,0,0,31500,130000,0,0,0,922.248185752719,5,117,50,213,24.7624824165401,807.468835728971,123,213,0,0
"100407205006",2014,58,5.75,7.25,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.6797403629,35.6544304755,17.1425824192731,50.944230769591,23.6620879120879,0.0549450549450549,0.708791208791209,0,0,45.875,0.5,0.125,0.875,0.75,0,0.25,0,1,2,0.375,1,1,37269,123654,0,0,0,37245.1118295175,122951.56359855,0,0,0,31500,130000,0,0,0,31823.768720423,129546.745707161,0,0,0,33900,153500,0,0,0,34190.3837237548,152970.369308875,0,0,0,38833.25,157083.25,0,0,0,39113.2876621506,155028.64818098,0,0,0,1008.35925138618,56,109,56,213,23.074112891215,1057.40496855838,122,213,0,0
"100503106002",2015,35.0625,4.5,12.25,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.8809270808,36.1742900042,11.7627906623621,58.3767442381659,13.3023255813953,0,0.976744186046512,0,0,39.75,0.125,0,0.375,0,0.125,0,0,0.375,0.375,1,0.125,0.125,33000,172778,0,0,0,33000,172778,0,0,0,37000,172273,0,0,0,37000,172273,0,0,0,24818,168636,0,0,0,24818,168636,0,0,0,31500,130000,0,0,0,31500,130000,0,0,0,914.353267050783,5,126,17,213,25.6235391005135,762.961222280529,136,213,0,0
"10103004",2011,40.7222222222222,4.77777777777778,3.33333333333333,1,5.11111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.9714298248291,37.3988494873047,1.36666662742695,18.8555556403266,41.2222222222222,0.888888888888889,0.111111111111111,0,0,50.6666666666667,0,0,0.555555555555556,0,0.555555555555556,0,0,0.333333333333333,0.333333333333333,1,0.222222222222222,0.222222222222222,37323.1111111111,118250,0.166666666666667,0,0,37802.5046211708,119123.134887402,0.15559095984973,0,0,34880.6111111111,112620.333333333,0,0,0,34986.2179756106,113380.562465443,0,0,0,29670.8333333333,98928.6111111111,0.944444444444444,0,0.444444444444444,29835.8429053943,99017.5674963627,0.940752542172132,0,0.414909226265948,30527.7777777778,100319.444444444,1,0,0.5,31020.6467311314,102042.639830046,1,0,0.466772879549191,661.984560803724,26,104,66,213,25.9912244762973,833.942464012729,134,213,0,0
"10103004",2013,43.875,4.75,6.66666666666667,1,4.58333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.9397427409917,37.3988074263167,2.11666666666667,20.5,40.5833333333333,0.833333333333333,0.166666666666667,0,0,50.9166666666667,0.0833333333333333,0,0.5,0,0.666666666666667,0,0,0.333333333333333,0.416666666666667,1,0.416666666666667,0.416666666666667,65082.9808333333,183085.11125,0,0.375,0,65581.0810645307,183691.757422947,0,0.399920340338107,0,66517.0216666667,199328.402916667,0,0,0,67011.4052783061,199772.834841359,0,0,0,53095.7083333333,191019.108333333,0,0.0416666666666667,0,53637.8101879516,191346.880031947,0,0.0444355933709008,0,38904.375,207109.208333333,0,0,0,39676.6591160046,206702.544375063,0,0,0,702.565070314685,57,109,72,213,25.6367343607587,594.028280246525,155,213,0,0
"10103305",2011,37.1666666666667,4.88888888888889,3.77777777777778,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0262804031372,37.3624687194824,0.400000010927518,6.51111104753282,19.2222222222222,1,0,0,0,51.8888888888889,0.222222222222222,0,0.555555555555556,0.222222222222222,0.333333333333333,0,0,0.777777777777778,1.22222222222222,0.444444444444444,0.777777777777778,0.777777777777778,34216.6,108708.3,0,0,0,38434.5484868413,114881.261425875,0,0,0,33760.5,110937.5,0,0,0,33069.1568135377,108100.35334475,0,0,0,26853.5,102981,1,0,0.5,28641.7479914542,101909.149233595,1,0,0.233386439774595,28000,90500,1,0,0.5,34529.8852364484,104884.250317728,1,0,0.233386439774595,680.006301599741,26,136,52,213,24.8429592687549,632.230224084829,151.5,213,0,0
"10103305",2013,47.2272727272727,5.09090909090909,5.63636363636364,0,4.54545454545455,0.0909090909090909,0,0,0,0,0,0,0,0.909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2121040108773,37.1989275618182,8.02727272727273,19.8363636363636,17.9090909090909,0.909090909090909,0,0,0,48.3636363636364,0.272727272727273,0,0.636363636363636,0.0909090909090909,0.181818181818182,0,0,0.636363636363636,1.18181818181818,0.272727272727273,0.818181818181818,0.818181818181818,63117.8245454545,173209.415909091,0,0,0,67299.3450378814,177491.782653827,0,0.218138367457149,0,64793.1790909091,188979.486363636,0,0,0,68519.0142766919,192385.396613342,0.0041046596723232,0.0041046596723232,0.0041046596723232,48662.8818181818,170096.590909091,0,0,0,53476.9492013745,174204.15973825,0,0,0,40356.0454545455,203590.318181818,0,0,0,45477.7948960903,200881.510254031,0.0041046596723232,0.0041046596723232,0.0041046596723232,710.493881833553,57,143,50.5,213,24.5347244333419,750.317806561333,160.5,213,0,0
"10103306",2011,44.75,4.875,7.5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0622396469116,37.3051795959473,0.512500010430813,6.85000014305114,19,1,0,0,0,42.875,0.375,0.125,0.5,0.125,0.25,0,0,0.75,1.25,0.5,0.625,0.625,34583.5,103289,0,0,0,37880.8428069954,122688.90300905,0,0,0,29310.5,92678.5,1,0,0.5,31485.4757875365,99216.0678647751,1,0,0.233386439774595,27410.5,75893,1,0,0.5,28786.7417396278,84062.7065569545,1,0,0.233386439774595,37500,117500,1,0,0.5,41590.4689643965,131992.58656237,1,0,0.233386439774595,651.139385191284,26,87,66.5,213,26.6243700861144,711.193552916279,146,213,0,0
