FS_year,ea_id,FCS,HDDS,rural,FS_month,region2,region3,region4,dist_road,dist_popcenter,percent_ag,nutri_severe_constraint,nutri_moderate_constraint,nutri_reten_severe_constraint,dummy_terrain_rough,head_age,female_head,Radio,Television,Bicycle,Motorcycle,Car,Cellphone,num_cell,floor_dirt_sand_dung,roof_not_natural,roof_iron,clust_cassava_price,clust_bean_mktthin,clust_maize_mktthin,clust_cassava_mktthin,lhz_cassava_price,lhz_bean_mktthin,lhz_maize_mktthin,lhz_cassava_mktthin,raincytot,day1rain,maxdaysnorain,FCS_3_category,FCS_binary_safe,FCS_binary_bad,FCS_20_bad,FCS_mid+low,FCS_low_percent
2010,1010002,48.5,4.0,0.0,12.0,0.0,0.0,0.0,0.8136,4.0912,22.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,900.0,1.0,1.0,0.0,702.971125796045,1.0,1.0,0.0283361728202892,474.492035784655,3.0,28.0,0,0,0,0,0.0,0.0
2010,1020001,75.66666666666667,6.111111111111111,0.0,5.444444444444445,0.0,0.0,0.0,1.1236888888888887,0.8443999999999998,0.0,0.0,1.0,0.0,0.0,51.22222222222222,0.1111111111111111,1.0,1.0,0.2222222222222222,0.0,0.3333333333333333,1.0,3.5555555555555554,0.0,1.0,1.0,641.6666666666666,1.0,1.0,0.0,874.9309236640247,1.0,1.0,0.0,473.59250198108396,3.0,24.0,0,0,0,0,0.0,0.0
2010,1020002,47.0,5.333333333333333,0.0,7.5,0.0,0.0,0.0,1.20075,1.9591,5.333333333333333,0.0,1.0,0.0,0.0,47.833333333333336,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,2.0,0.5,1.0,1.0,650.0,1.0,1.0,0.0,865.8222454188899,1.0,1.0,0.0,444.927437671191,12.0,7.0,0,0,0,0,0.3333333333333333,0.16666666666666666
2010,1020003,66.0,7.0,0.0,12.0,0.0,0.0,0.0,1.8695,0.0807,0.0,0.0,1.0,0.0,0.0,31.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071695,476.5626115803289,3.0,18.0,0,0,0,0,0.0,0.0
2010,1020005,63.666666666666664,6.666666666666667,0.0,1.0,0.0,0.0,0.0,0.19000000000000003,5.78,7.333333333333333,0.0,1.0,0.0,0.0,52.666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,1.0,975.0,1.0,1.0,0.0,1199.4548680282699,1.0,1.0,0.0,452.85128035004203,3.0,11.0,0,0,0,0,0.0,0.0
2010,1020006,63.25,6.25,0.0,3.0,0.0,0.0,0.0,0.8375,4.53,2.0,0.0,1.0,0.0,0.0,49.5,0.25,0.5,0.5,0.0,0.25,0.25,1.0,4.25,0.25,1.0,1.0,662.5,1.0,1.0,0.0,922.5659099413459,1.0,1.0,0.0,468.580578155683,3.0,7.0,0,0,0,0,0.25,0.0
2010,1020007,57.166666666666664,5.833333333333333,0.0,6.5,0.0,0.0,0.0,2.4986166666666665,5.2120999999999995,22.833333333333332,0.0,1.0,0.0,0.0,37.5,0.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,2.1666666666666665,0.0,1.0,1.0,631.25,1.0,1.0,0.0,852.7928682524175,1.0,1.0,0.0,468.58499307356595,3.0,11.0,0,0,0,0,0.16666666666666666,0.0
2010,1020008,40.5,6.0,0.0,11.0,0.0,0.0,0.0,0.7194333333333334,3.7581,0.0,0.0,1.0,0.0,0.0,37.333333333333336,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,500.0,1.0,1.0,0.0,587.574851757851,1.0,1.0,0.0,474.151376176992,3.0,8.0,1,1,0,1,0.6666666666666666,0.3333333333333333
2010,1020009,29.0,6.0,0.0,4.0,0.0,0.0,0.0,0.01,2.99,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,700.0,1.0,1.0,0.0,977.096399937814,1.0,1.0,0.0,463.32273190502195,3.0,7.0,1,1,0,0,1.0,0.0
2010,1020010,34.0,5.0,0.0,6.0,0.0,0.0,0.0,0.31,2.46,0.0,0.0,1.0,0.0,0.0,51.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.5,0.0,1.0,1.0,475.0,1.0,1.0,0.0,773.900576511127,1.0,1.0,0.0,447.059608432636,12.0,6.0,1,1,0,1,1.0,0.5
