HHID,FCS,HDDS,rural,FS_month,FS_year,ea_id,region2,region3,region4,lat_modified,lon_modified,dist_road,dist_popcenter,percent_ag,nutri_severe_constraint,nutri_moderate_constraint,nutri_reten_severe_constraint,dummy_terrain_rough,head_age,female_head,Radio,Television,Bicycle,Motorcycle,Car,Cellphone,num_cell,floor_dirt_sand_dung,roof_not_natural,roof_iron,clust_cassava_price,clust_bean_mktthin,clust_maize_mktthin,clust_cassava_mktthin,lhz_cassava_price,lhz_bean_mktthin,lhz_maize_mktthin,lhz_cassava_mktthin,raincytot,day1rain,maxdaysnorain
1013000201,20.0,3,1,1,2011,1010002,0,0,0,-0.5306274890899659,32.3274917602539,40.4345,65.5281,0,0,0,0,0,45,0,0,0,0,0,0,1,1,1,1,1,500.0,1.0,1.0,0.0,648.602821796044,1.0,1.0,0.0,1823.7545952699302,3,143
1013000206,48.5,4,0,12,2010,1010002,0,0,0,0.289080739021301,32.5606498718262,0.8136,4.0912,22,0,1,0,0,31,0,0,1,0,1,0,1,3,0,1,1,900.0,1.0,1.0,0.0,702.971125796045,1.0,1.0,0.0283361728202892,474.492035784655,3,28
1021000108,68.0,5,0,11,2010,1020001,0,0,0,0.33318766951561,32.5706558227539,1.0973,0.8722,0,0,1,0,0,70,0,1,1,0,0,1,1,4,0,1,1,600.0,1.0,1.0,0.0,772.9432002011681,1.0,1.0,0.0,473.592501981084,3,24
1021000109,56.0,6,0,5,2011,1020001,0,0,0,0.33318766951561,32.5706558227539,1.1476,0.7923,0,0,1,0,0,41,0,1,1,0,0,0,1,5,0,1,1,1000.0,0.0,0.0,0.0,1188.2379530283301,0.0205466463526634,0.0449391356896276,0.0,1821.39181201197,3,112
1021000111,71.0,6,0,10,2010,1020001,0,0,0,0.33318766951561,32.5706558227539,1.139,0.8115,0,0,1,0,0,48,0,1,1,1,0,0,1,4,0,1,1,600.0,1.0,1.0,0.0,783.0198265634891,1.0,1.0,0.0,473.592501981084,3,24
1021000113,88.0,7,0,10,2010,1020001,0,0,0,0.33318766951561,32.5706558227539,1.1269,0.8459,0,0,1,0,0,48,0,1,1,0,0,0,1,2,0,1,1,600.0,1.0,1.0,0.0,783.0198265634891,1.0,1.0,0.0,473.592501981084,3,24
1021000201,42.0,5,0,11,2010,1020002,0,0,0,0.31304475665092496,32.5691452026367,1.4203,1.5445,2,0,1,0,0,42,0,1,1,0,0,0,1,2,0,1,1,600.0,1.0,1.0,0.0,780.271172761366,1.0,1.0,0.0,444.927437671191,12,7
1021000203,53.0,5,0,11,2010,1020002,0,0,0,0.31304475665092496,32.5691452026367,1.344,1.5936,4,0,1,0,0,59,0,0,0,0,0,0,1,2,1,1,1,600.0,1.0,1.0,0.0,780.271172761366,1.0,1.0,0.0,444.927437671191,12,7
1021000207,62.0,5,0,11,2010,1020002,0,0,0,0.31304475665092496,32.5691452026367,1.4802,1.6065,12,0,1,0,0,45,0,0,0,0,0,0,1,1,1,1,1,600.0,1.0,1.0,0.0,780.271172761366,1.0,1.0,0.0,444.927437671191,12,7
1021000312,66.0,7,0,12,2010,1020003,0,0,0,0.303095519542694,32.5733451843262,1.8695,0.0807,0,0,1,0,0,31,0,1,1,1,0,0,1,1,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,476.56261158032896,3,18
1021000401,17.5,1,0,1,2011,1020004,0,0,0,0.345752984285355,32.5462989807129,0.036000000000000004,4.0233,0,0,1,0,0,34,0,1,0,0,0,0,1,1,0,1,1,500.0,1.0,1.0,0.0,818.1341656771359,1.0,1.0,0.0,1904.9551705446697,3,47
1021000402,16.0,5,0,1,2011,1020004,0,0,0,0.345752984285355,32.5462989807129,0.0683,4.0583,0,0,1,0,0,45,0,1,0,0,1,1,1,3,0,1,1,500.0,1.0,1.0,0.0,818.1341656771359,1.0,1.0,0.0,1904.9551705446697,3,47
1021000405,88.0,7,0,1,2011,1020004,0,0,0,0.345752984285355,32.5462989807129,0.0558,3.9988,0,0,1,0,0,30,0,1,0,0,0,0,0,0,0,1,1,500.0,1.0,1.0,0.0,818.1341656771359,1.0,1.0,0.0,1904.9551705446697,3,47
1021000503,60.0,6,0,2,2011,1020005,0,0,0,0.37804904580116294,32.594127655029304,0.2583,5.8982,6,0,1,0,0,76,0,1,1,0,0,0,1,1,0,1,1,500.0,1.0,1.0,0.0,747.284996510649,1.0,1.0,0.0,1717.4971417205402,3,65
1021000504,54.0,7,0,2,2011,1020005,0,0,0,0.37804904580116294,32.594127655029304,0.1458,5.7432,8,0,1,0,0,38,0,0,0,0,0,0,1,1,0,1,1,500.0,1.0,1.0,0.0,747.284996510649,1.0,1.0,0.0,1717.4971417205402,3,65
1021000506,77.0,7,0,2,2011,1020005,0,0,0,0.37804904580116294,32.594127655029304,0.1981,5.7134,8,0,1,0,0,46,0,1,1,0,0,0,1,3,0,1,1,500.0,1.0,1.0,0.0,747.284996510649,1.0,1.0,0.0,1717.4971417205402,3,65
1021000604,42.0,6,0,3,2011,1020006,0,0,0,0.371428996324539,32.5650596618652,0.7341,4.4388,2,0,1,0,0,43,0,0,0,0,1,0,1,1,1,1,1,650.0,1.0,1.0,0.0,876.4904955285989,1.0,1.0,0.0,1820.7138191079603,3,43
1021000607,80.0,7,0,3,2011,1020006,0,0,0,0.371428996324539,32.5650596618652,0.8683,4.5855,2,0,1,0,0,48,0,1,1,0,0,1,1,5,0,1,1,650.0,1.0,1.0,0.0,876.4904955285989,1.0,1.0,0.0,1820.7138191079603,3,43
1021000610,57.0,5,0,3,2011,1020006,0,0,0,0.371428996324539,32.5650596618652,0.7552,4.445,2,0,1,0,0,49,0,1,1,0,0,0,1,2,0,1,1,650.0,1.0,1.0,0.0,876.4904955285989,1.0,1.0,0.0,1820.7138191079603,3,43
1021000612,74.0,7,0,3,2011,1020006,0,0,0,0.371428996324539,32.5650596618652,0.8855,4.6069,2,0,1,0,0,58,0,1,1,0,0,0,1,4,0,1,1,650.0,1.0,1.0,0.0,876.4904955285989,1.0,1.0,0.0,1820.7138191079603,3,43
1021000701,76.0,7,0,5,2011,1020007,0,0,0,0.36514076590538,32.597015380859396,2.1203,5.4432,33,0,1,0,0,32,0,1,1,1,0,0,1,4,0,1,1,1000.0,0.0,0.0,0.0,1188.2379530283301,0.0205466463526634,0.0449391356896276,0.0,1701.10121394462,3,54
1021000702,51.0,5,0,10,2010,1020007,0,0,0,0.36514076590538,32.597015380859396,2.6355,5.1639,20,0,1,0,0,53,0,1,0,0,0,0,1,1,0,1,1,600.0,1.0,1.0,0.0,783.0198265634891,1.0,1.0,0.0,468.58499307356595,3,11
1021000703,8.0,4,0,3,2011,1020007,0,0,0,0.36514076590538,32.597015380859396,1.6804,5.55,63,0,1,0,0,47,0,1,0,0,0,0,1,1,0,1,1,650.0,1.0,1.0,0.0,876.4904955285989,1.0,1.0,0.0,1701.10121394462,3,54
1021000705,42.0,6,0,4,2011,1020007,0,0,0,0.36514076590538,32.597015380859396,2.4845,5.1632,22,0,1,0,0,26,0,1,1,1,0,0,1,2,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1701.10121394462,3,54
1021000709,46.0,5,0,10,2010,1020007,0,0,0,0.36514076590538,32.597015380859396,2.4598,5.2024,22,0,1,0,0,42,0,0,1,0,0,0,1,2,0,1,1,600.0,1.0,1.0,0.0,783.0198265634891,1.0,1.0,0.0,468.58499307356595,3,11
1021000710,92.0,7,0,5,2011,1020007,0,0,0,0.36514076590538,32.597015380859396,2.3678,5.3096,22,0,1,0,0,53,0,1,1,0,0,1,1,4,0,1,1,1000.0,0.0,0.0,0.0,1188.2379530283301,0.0205466463526634,0.0449391356896276,0.0,1701.10121394462,3,54
1021000711,64.0,6,0,10,2010,1020007,0,0,0,0.36514076590538,32.597015380859396,2.6564,5.1563,20,0,1,0,0,38,0,1,1,1,0,0,1,3,0,1,1,600.0,1.0,1.0,0.0,783.0198265634891,1.0,1.0,0.0,468.58499307356595,3,11
1021000802,62.0,7,0,11,2010,1020008,0,0,0,0.35690978169441206,32.588352203369105,0.7641,3.713,0,0,1,0,0,25,0,1,0,0,0,0,1,1,0,1,0,500.0,1.0,1.0,0.0,587.574851757851,1.0,1.0,0.0,474.151376176992,3,8
1021000809,42.0,6,0,5,2011,1020008,0,0,0,0.35690978169441206,32.588352203369105,1.1041,3.8543,2,0,1,0,0,29,0,1,1,0,0,0,1,1,0,1,1,993.75,0.0,0.0,0.0,1088.2235931182902,0.0102733231763317,0.0224695678448138,0.0,1788.0966052304898,3,39
1021000810,20.5,4,0,11,2010,1020008,0,0,0,0.35690978169441206,32.588352203369105,0.72,3.7299,0,0,1,0,0,53,0,1,0,0,0,0,1,1,1,1,1,500.0,1.0,1.0,0.0,587.574851757851,1.0,1.0,0.0,474.151376176992,3,8
1021000811,39.0,7,0,11,2010,1020008,0,0,0,0.35690978169441206,32.588352203369105,0.6742,3.8314,0,0,1,0,0,34,0,1,0,0,0,0,1,2,1,1,1,500.0,1.0,1.0,0.0,587.574851757851,1.0,1.0,0.0,474.151376176992,3,8
1021000904,58.0,6,0,5,2011,1020009,0,0,0,0.36253446340560896,32.5747261047363,0.0447,2.9139,0,0,1,0,0,50,0,1,1,0,0,0,1,3,0,1,1,1000.0,0.0,0.0,0.0,1188.2379530283301,0.0205466463526634,0.0449391356896276,0.0,1778.17163710017,3,45
1021000906,70.0,6,0,5,2011,1020009,0,0,0,0.36253446340560896,32.5747261047363,0.4982,3.0201,0,0,1,0,0,49,0,0,1,0,0,0,1,2,0,1,1,1000.0,0.0,0.0,0.0,1188.2379530283301,0.0205466463526634,0.0449391356896276,0.0,1778.17163710017,3,45
1021000909,29.0,6,0,5,2011,1020009,0,0,0,0.36253446340560896,32.5747261047363,0.0283,3.0278,0,0,1,0,0,35,0,1,1,0,0,0,1,2,0,1,1,1000.0,0.0,0.0,0.0,1188.2379530283301,0.0205466463526634,0.0449391356896276,0.0,1778.17163710017,3,45
1021001003,41.0,5,0,8,2011,1020010,0,0,0,0.3459979295730589,32.583225250244105,0.1811,5.5335,2,0,1,0,0,65,0,1,1,0,0,0,1,2,1,1,1,933.0,0.0,0.0,0.0,1018.8396169904901,0.0,0.0,0.0,1811.60225498113,3,40
1021001004,35.0,6,0,1,2011,1020010,0,0,0,0.3459979295730589,32.583225250244105,0.2076,2.4013,0,0,1,0,0,32,0,0,0,0,0,0,1,2,0,1,1,500.0,1.0,1.0,0.0,818.1341656771359,1.0,1.0,0.0,1811.60225498113,3,40
1021001007,33.0,5,0,1,2011,1020010,0,0,0,0.3459979295730589,32.583225250244105,0.5067,2.2919,0,0,1,0,0,37,0,1,1,0,0,0,1,1,0,1,1,500.0,1.0,1.0,0.0,818.1341656771359,1.0,1.0,0.0,1811.60225498113,3,40
1021001011,27.0,5,0,8,2011,1020010,0,0,0,0.3459979295730589,32.583225250244105,0.2525,2.5782,0,0,1,0,0,38,0,0,0,0,0,0,1,1,0,1,1,933.0,0.0,0.0,0.0,1018.8396169904901,0.0,0.0,0.0,1811.60225498113,3,40
1021001107,54.0,7,0,4,2011,1020011,0,0,0,0.289272874593735,32.615974426269496,2.3058,5.7086,42,1,0,0,0,50,0,1,1,0,0,0,1,3,0,1,1,750.0,0.0,0.0,0.0,967.3789403743331,0.0356982395816919,0.0,0.0,1845.7177792891898,3,40
1021001109,56.0,5,0,4,2011,1020011,0,0,0,0.289272874593735,32.615974426269496,2.3165,5.7155,42,1,0,0,0,40,0,1,1,1,0,0,1,8,0,1,1,750.0,0.0,0.0,0.0,967.3789403743331,0.0356982395816919,0.0,0.0,1845.7177792891898,3,40
1021001110,39.0,5,0,4,2011,1020011,0,0,0,0.289272874593735,32.615974426269496,2.2811,5.7306,42,1,0,0,0,38,0,1,1,0,1,0,1,1,0,1,1,750.0,0.0,0.0,0.0,967.3789403743331,0.0356982395816919,0.0,0.0,1845.7177792891898,3,40
1021001202,70.0,7,0,4,2011,1020012,0,0,0,0.322076350450516,32.525802612304695,2.0132,4.3064,39,0,1,0,0,42,0,0,1,0,0,0,1,2,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1894.09737065835,3,65
1021001205,49.0,4,0,4,2011,1020012,0,0,0,0.31279653310775796,32.6114730834961,3.4726,3.9207,10,1,0,0,0,40,0,0,0,0,0,0,0,0,1,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1894.09737065835,3,65
1021001206,57.0,5,0,4,2011,1020012,0,0,0,0.31279653310775796,32.6114730834961,3.3947,3.8514,10,1,0,0,0,41,0,1,0,0,0,0,1,2,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1894.09737065835,3,65
1021001208,73.0,7,0,4,2011,1020012,0,0,0,0.31279653310775796,32.6114730834961,3.4408,3.8884,10,1,0,0,0,45,0,1,0,0,0,0,1,2,1,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1894.09737065835,3,65
1021001210,78.0,6,0,4,2011,1020012,0,0,0,0.31279653310775796,32.6114730834961,3.4048,3.8451,10,1,0,0,0,35,0,1,1,0,0,0,1,2,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1894.09737065835,3,65
1021001211,46.0,5,0,4,2011,1020012,0,0,0,0.31279653310775796,32.6114730834961,3.4068,3.8885,10,1,0,0,0,27,0,0,1,0,0,0,1,2,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1894.09737065835,3,65
1021001301,49.0,6,0,10,2010,1020013,0,0,0,0.303221106529236,32.6197471618652,3.0732,3.35,6,1,0,0,0,55,0,1,1,0,0,1,1,3,0,1,1,600.0,1.0,1.0,0.0,783.0198265634891,1.0,1.0,0.0,532.33063253609,3,16
1021001302,48.0,4,0,10,2010,1020013,0,0,0,0.303221106529236,32.6197471618652,3.2043,3.3286,4,1,0,0,0,44,0,1,1,0,0,0,1,3,1,1,1,600.0,1.0,1.0,0.0,783.0198265634891,1.0,1.0,0.0,532.33063253609,3,16
1021001305,12.5,1,0,10,2010,1020013,0,0,0,0.303221106529236,32.6197471618652,2.9777,3.6133,8,1,0,0,0,27,0,1,0,0,0,0,1,3,1,1,1,600.0,1.0,1.0,0.0,783.0198265634891,1.0,1.0,0.0,532.33063253609,3,16
1021001306,36.0,6,0,10,2010,1020013,0,0,0,0.303221106529236,32.6197471618652,3.157,3.2731,4,1,0,0,0,47,0,1,1,0,0,0,1,3,0,1,1,600.0,1.0,1.0,0.0,783.0198265634891,1.0,1.0,0.0,532.33063253609,3,16
1021001308,35.0,5,0,10,2010,1020013,0,0,0,0.303221106529236,32.6197471618652,3.0756,3.4003,6,1,0,0,0,36,0,1,1,0,0,0,1,2,0,1,1,600.0,1.0,1.0,0.0,783.0198265634891,1.0,1.0,0.0,532.33063253609,3,16
1021001402,61.0,7,0,12,2010,1020014,0,0,0,0.28581339120864896,32.5787391662598,1.2244,3.2246,4,0,1,0,0,80,0,1,1,0,0,0,1,2,0,1,1,900.0,1.0,1.0,0.0,821.359236314332,1.0,1.0,0.124718887335214,460.891090135809,3,10
1021001403,48.0,5,0,12,2010,1020014,0,0,0,0.28581339120864896,32.5787391662598,1.3422,3.4121,18,0,1,0,0,43,0,1,1,0,0,0,1,2,0,1,1,900.0,1.0,1.0,0.0,821.359236314332,1.0,1.0,0.124718887335214,460.891090135809,3,10
1021001405,72.0,6,0,12,2010,1020014,0,0,0,0.28581339120864896,32.5787391662598,1.1897,3.2302,4,0,1,0,0,33,0,0,1,0,0,0,1,2,0,1,1,900.0,1.0,1.0,0.0,821.359236314332,1.0,1.0,0.124718887335214,460.891090135809,3,10
1021001406,49.0,3,0,5,2011,1020014,0,0,0,0.28581339120864896,32.5787391662598,1.2125,3.1462,4,0,1,0,0,45,0,1,1,0,0,0,1,2,0,1,1,1000.0,0.0,0.0,0.0,1122.5144933152499,0.0356982395816919,0.0224695678448138,0.0,1823.80657216505,3,56
1021001407,53.0,6,0,12,2010,1020014,0,0,0,0.23138611018657698,32.590991973877,4.5625,10.1291,94,0,0,0,0,35,0,0,1,0,0,0,1,2,0,1,1,900.0,1.0,1.0,0.0,821.359236314332,1.0,1.0,0.124718887335214,460.891090135809,3,10
1021001408,32.0,5,0,5,2011,1020014,0,0,0,0.28581339120864896,32.5787391662598,1.2678,3.1685,4,0,1,0,0,36,0,1,1,0,0,0,1,1,0,1,1,1000.0,0.0,0.0,0.0,1122.5144933152499,0.0356982395816919,0.0224695678448138,0.0,1823.80657216505,3,56
1021001501,14.0,5,0,12,2010,1020015,0,0,0,0.30165493488311795,32.6005477905273,3.0451,3.6844,8,1,0,0,0,29,0,1,0,0,0,0,1,3,1,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,472.27269648921,3,8
1021001505,81.0,7,0,12,2010,1020015,0,0,0,0.30165493488311795,32.6005477905273,3.0778,3.7313,8,1,0,0,0,49,0,1,1,0,0,1,1,5,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,472.27269648921,3,8
1021001507,34.0,4,0,12,2010,1020015,0,0,0,0.30165493488311795,32.6005477905273,3.037,3.6684,8,1,0,0,0,50,0,0,1,0,0,0,1,3,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,472.27269648921,3,8
1021001512,57.0,6,0,12,2010,1020015,0,0,0,0.30165493488311795,32.6005477905273,3.0611,3.5828,6,1,0,0,0,36,0,0,0,0,0,0,1,3,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,472.27269648921,3,8
1021001607,88.0,7,0,4,2011,1020016,0,0,0,0.310160279273987,32.601779937744105,2.7948,3.6678,10,1,0,0,0,60,0,1,1,0,0,1,1,3,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1913.08917053772,3,58
1021001704,59.0,6,0,2,2011,1020017,0,0,0,0.273187041282654,32.6248092651367,5.1935,8.0787,53,1,0,0,0,34,0,1,0,0,0,0,1,1,0,1,1,500.0,1.0,1.0,0.0,585.947252956025,1.0,1.0,0.0,1874.3552980597897,3,48
1021001706,32.0,4,0,2,2011,1020017,0,0,0,0.273187041282654,32.6248092651367,5.2404,8.0066,53,1,0,0,0,31,0,0,0,0,0,0,1,1,1,1,1,500.0,1.0,1.0,0.0,585.947252956025,1.0,1.0,0.0,1874.3552980597897,3,48
1021001710,104.0,7,0,2,2011,1020017,0,0,0,0.273187041282654,32.6248092651367,5.0902,8.2961,51,1,0,0,0,87,0,1,1,0,0,0,0,0,0,1,1,500.0,1.0,1.0,0.0,585.947252956025,1.0,1.0,0.0,1874.3552980597897,3,48
1021001711,32.0,5,0,2,2011,1020017,0,0,0,0.273187041282654,32.6248092651367,5.1297,8.0653,53,1,0,0,0,34,0,1,1,1,0,0,1,4,0,1,1,500.0,1.0,1.0,0.0,585.947252956025,1.0,1.0,0.0,1874.3552980597897,3,48
1021001802,65.0,5,0,4,2011,1020018,0,0,0,0.295154541730881,32.5853996276855,2.7757,4.0623,22,1,0,0,0,38,0,1,0,0,0,0,1,1,1,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1872.1805608007198,3,46
1021001804,83.0,7,0,4,2011,1020018,0,0,0,0.295154541730881,32.5853996276855,2.7377,3.9526,22,1,0,0,0,36,0,1,1,0,0,1,1,1,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1872.1805608007198,3,46
1021001809,72.0,7,0,4,2011,1020018,0,0,0,0.295154541730881,32.5853996276855,2.2732,3.7775,26,1,0,0,0,46,0,1,1,0,1,0,1,1,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1872.1805608007198,3,46
1021001810,86.0,7,0,4,2011,1020018,0,0,0,0.295154541730881,32.5853996276855,2.4044,2.5279,4,1,0,0,0,36,0,0,1,0,0,1,1,4,0,1,0,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1872.1805608007198,3,46
1021001901,72.0,7,0,5,2011,1020019,0,0,0,0.285392194986343,32.617664337158196,1.0557,4.2685,20,0,1,0,0,32,0,1,1,0,0,0,1,1,0,1,1,1000.0,0.0,0.0,0.0,1104.15618323881,0.0327405701665489,0.0224695678448138,0.0,1934.9604390359302,3,34
1021001902,38.0,5,0,5,2011,1020019,0,0,0,0.285392194986343,32.617664337158196,4.3807,5.6795,35,1,0,0,0,32,0,0,1,0,0,0,1,1,0,1,1,1000.0,0.0,0.0,0.0,1104.15618323881,0.0327405701665489,0.0224695678448138,0.0,1934.9604390359302,3,34
1021001907,49.0,6,0,9,2011,1020019,0,0,0,0.41072601079940796,32.488712310791,0.5348,1.0069,43,0,1,0,0,45,0,1,1,0,0,0,1,2,0,1,1,1100.0,0.0,0.0,0.0,1168.94499501876,0.0552101380113627,0.0224695678448138,0.0224695678448138,1934.9604390359302,3,34
1021001908,35.0,4,0,5,2011,1020019,0,0,0,0.365630447864532,32.555477142334,0.1826,3.7029,0,0,1,0,0,50,0,1,1,0,0,0,1,4,0,1,1,1000.0,0.0,0.0,0.0,1104.15618323881,0.0327405701665489,0.0224695678448138,0.0,1934.9604390359302,3,34
1021001909,51.5,4,0,5,2011,1020019,0,0,0,0.154091879725456,32.556018829345696,0.0264,14.2133,58,1,0,1,0,37,0,1,1,0,0,0,0,0,0,1,0,1000.0,0.0,0.0,0.0,1104.15618323881,0.0327405701665489,0.0224695678448138,0.0,1934.9604390359302,3,34
1021001910,45.0,5,0,5,2011,1020019,0,0,0,0.285392194986343,32.617664337158196,4.2141,5.4238,32,1,0,0,0,57,0,0,1,0,0,0,1,2,0,1,0,1000.0,0.0,0.0,0.0,1104.15618323881,0.0327405701665489,0.0224695678448138,0.0,1934.9604390359302,3,34
1021002003,67.0,6,0,12,2010,1020020,0,0,0,0.34478223323822,32.587532043456996,2.4931,3.6946,2,0,1,0,0,43,0,0,1,0,0,0,1,1,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,547.125266530913,3,12
1021002008,55.5,7,0,12,2010,1020020,0,0,0,0.34478223323822,32.587532043456996,2.303,3.5416,2,0,1,0,0,30,0,0,0,0,0,0,1,1,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,547.125266530913,3,12
1021002010,43.0,6,0,12,2010,1020020,0,0,0,0.34478223323822,32.587532043456996,2.4344,3.5266,2,0,1,0,0,63,0,1,1,0,0,0,1,3,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,547.125266530913,3,12
1021002011,74.0,6,0,5,2011,1020020,0,0,0,0.34478223323822,32.587532043456996,2.3929,3.5706,2,0,1,0,0,38,0,1,0,0,0,1,1,1,0,1,1,1000.0,0.0,0.0,0.0,1188.2379530283301,0.0205466463526634,0.0449391356896276,0.0,2081.37607138237,3,51
1021002013,35.5,4,0,12,2010,1020020,0,0,0,0.34478223323822,32.587532043456996,2.3815,3.5154,2,0,1,0,0,40,0,1,1,1,0,0,1,5,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,547.125266530913,3,12
1021002103,57.0,7,0,12,2010,1020021,0,0,0,0.36772006750106795,32.6239585876465,4.0112,3.3097,49,0,1,0,0,37,0,1,1,0,0,0,1,2,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,459.287547229942,3,15
1021002106,24.0,3,0,12,2010,1020021,0,0,0,0.36772006750106795,32.6239585876465,3.0186,3.5647,18,0,1,0,0,38,0,1,0,0,0,0,1,3,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,459.287547229942,3,15
1021002107,35.5,7,0,12,2010,1020021,0,0,0,0.36772006750106795,32.6239585876465,3.0046,3.3075,18,0,1,0,0,42,0,1,0,1,0,0,1,1,0,1,1,900.0,1.0,1.0,0.0,1001.56601018777,1.0,1.0,0.21487921647071698,459.287547229942,3,15
1021002201,38.0,5,0,7,2011,1020022,0,0,0,0.36840435862541204,32.590255737304695,2.5452,4.7407,57,0,1,0,0,31,0,1,1,0,0,0,1,2,0,1,1,1000.0,0.0,0.0,0.0,1131.1266501005198,0.0,0.0,0.0,1825.33253645682,3,62
1021002203,67.0,7,0,1,2011,1020022,0,0,0,0.36840435862541204,32.590255737304695,2.7310000000000003,4.5093,55,0,1,0,0,39,0,1,1,0,0,0,1,2,0,1,1,500.0,1.0,1.0,0.0,818.1341656771359,1.0,1.0,0.0,1825.33253645682,3,62
1021002204,45.0,7,0,7,2011,1020022,0,0,0,0.36840435862541204,32.590255737304695,2.6314,4.446000000000001,59,0,1,0,0,27,0,1,1,0,0,0,1,2,0,1,1,1000.0,0.0,0.0,0.0,1131.1266501005198,0.0,0.0,0.0,1825.33253645682,3,62
1021002205,26.0,4,0,1,2011,1020022,0,0,0,0.36840435862541204,32.590255737304695,2.5335,4.7142,57,0,1,0,0,70,0,1,1,0,0,0,1,1,0,1,1,500.0,1.0,1.0,0.0,818.1341656771359,1.0,1.0,0.0,1825.33253645682,3,62
1021002208,84.0,5,0,1,2011,1020022,0,0,0,0.36840435862541204,32.590255737304695,2.7054,4.5587,55,0,1,0,0,41,0,1,1,0,0,0,1,3,0,1,1,500.0,1.0,1.0,0.0,818.1341656771359,1.0,1.0,0.0,1825.33253645682,3,62
1021002210,46.0,7,0,1,2011,1020022,0,0,0,0.36840435862541204,32.590255737304695,2.4034,4.8664,57,0,1,0,0,60,0,1,0,0,0,0,1,1,0,1,1,500.0,1.0,1.0,0.0,818.1341656771359,1.0,1.0,0.0,1825.33253645682,3,62
1021002301,39.0,5,0,4,2011,1020023,0,0,0,0.32818478345871,32.6340675354004,0.9805,5.4466,2,0,1,0,0,32,0,0,0,0,0,0,1,2,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1825.5888449124302,3,81
1021002308,62.0,7,0,4,2011,1020023,0,0,0,0.32818478345871,32.6340675354004,1.6279,5.3449,23,1,0,0,0,27,0,1,0,0,1,0,1,1,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1825.5888449124302,3,81
1021002309,40.0,7,0,4,2011,1020023,0,0,0,0.32818478345871,32.6340675354004,0.8142,5.2338,6,0,1,0,0,40,0,1,0,0,0,0,0,0,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1825.5888449124302,3,81
1021002312,42.0,7,0,4,2011,1020023,0,0,0,0.32818478345871,32.6340675354004,0.8383,4.9076,8,0,1,0,0,27,0,1,0,0,0,0,1,2,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1825.5888449124302,3,81
1021002405,26.0,4,0,4,2011,1020024,0,0,0,0.32192760705947904,32.638088226318395,0.9751,6.5694,17,1,0,0,0,98,0,0,0,0,0,0,1,1,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1831.17444264106,3,92
1021002407,69.0,6,0,4,2011,1020024,0,0,0,0.32192760705947904,32.638088226318395,0.8764,6.4958,11,1,0,0,0,39,0,1,1,0,0,0,1,2,0,1,1,750.0,0.0,0.0,0.0,1033.96660603188,0.0205466463526634,0.0,0.0,1831.17444264106,3,92
