ea_id,lat_modified,lon_modified,FS_year,FCS,HDDS,rCSI,FCS_mid_percent,FCS_low_percent,FCS_mid+low,FCS_3_category,FCS_binary_category,rCSI_mid_count,rCSI_mid_percent,rCSI_low_percent,rCSI_mid+low,rCSI_3_category,rCSI_binary_category
30212492,-14.72459984,35.70830154,2010,45.5,4.6875,4.8125,0.312,0.062,0.374,0,0,1,0.062,0.188,0.25,1,1
30212492,-14.7246,35.7083,2013,41.88235294,4.705882353,2.823529412,0.529,0.059,0.588,1,1,3,0.176,0.059,0.235,0,0
30302601,-15.39781208,35.37413215,2016,41.19230769,4.5,8.153846154,0.423,0.192,0.615,1,1,8,0.308,0.231,0.539,1,1
30302687,-15.43169975,35.47969818,2011,28.125,4.125,3.75,0.5,0.5,1,1,1,2,0.125,0.125,0.25,0,0
30302692,-15.41419983,35.39410019,2010,38.1875,4.9375,2.5,0.562,0.188,0.75,1,1,2,0.125,0.062,0.187,0,0
30305082,-15.34037382,35.32793453,2013,45.82352941,5.411764706,2.294117647,0.471,0.059,0.53,0,0,2,0.118,0.059,0.177,0,0
30305082,-15.3157588,35.31010373,2016,41.76666667,4.4,20.2,0.267,0.333,0.6,1,1,3,0.2,0.667,0.867,2,1
30305277,-15.51900005,35.31760025,2010,46.3125,5.5625,8.1875,0.375,0.188,0.563,0,0,3,0.188,0.25,0.438,1,1
30305277,-15.419483,35.248861,2013,50.15,5.65,2.8,0.25,0.05,0.3,0,0,2,0.1,0.05,0.15,0,0
30305580,-15.6473999,35.3431015,2010,45.375,5.5,3.8125,0.625,0.062,0.687,0,0,4,0.25,0.062,0.312,0,0
30305580,-15.67209568,35.32401111,2016,38.64285714,4.25,7.357142857,0.536,0.143,0.679,1,1,9,0.321,0.143,0.464,1,1
30306024,-15.39290047,35.22069931,2010,45.90625,5.5,3.5,0.438,0.125,0.563,0,0,4,0.25,0.062,0.312,0,0
30306087,-15.31700039,35.10609818,2010,48.3125,5.5,3.5,0.25,0.062,0.312,0,0,3,0.188,0.062,0.25,0,0
30306555,-15.39747417,35.08126356,2016,44.91666667,4.722222222,15.22222222,0.111,0.167,0.278,0,0,5,0.278,0.444,0.722,1,1
30307577,-15.31089973,35.35660172,2010,51.28125,5.75,3.5625,0.375,0.062,0.437,0,0,3,0.188,0.062,0.25,0,0
30401015,-15.75520039,35.14569855,2010,42.15625,5.5625,3.375,0.688,0.062,0.75,0,0,3,0.188,0.062,0.25,0,0
30401178,-15.72290039,35.21640015,2010,40.125,5.5,5.5,0.562,0.188,0.75,1,1,2,0.125,0.125,0.25,1,1
30403185,-15.71049976,35.2682991,2010,43.5625,5.6875,6.4375,0.438,0.125,0.563,0,0,6,0.375,0.125,0.5,1,1
30403225,-15.69229984,35.19710159,2010,37.5,4.8125,4.5,0.5,0.25,0.75,1,1,2,0.125,0.125,0.25,1,1
30403444,-15.80400775,35.26063038,2016,47.41666667,4.666666667,3.875,0.458,0.042,0.5,0,0,2,0.083,0.125,0.208,0,0
30404093,-15.96430016,35.30559921,2010,53.59375,5.5,4.6875,0.125,0.188,0.313,0,0,5,0.312,0.062,0.374,1,1
30405588,-15.58530045,35.13290024,2010,45.125,5.1875,1.875,0.375,0.062,0.437,0,0,1,0.062,0.062,0.124,0,0
30406378,-15.65629959,35.26979828,2010,40.40625,4.875,2.0625,0.562,0.188,0.75,1,1,2,0.125,0.062,0.187,0,0
30406710,-15.47129532,35.184527,2013,53.56818182,5.727272727,5.181818182,0.091,0.045,0.136,0,0,3,0.136,0.136,0.272,1,1
30406710,-15.49114725,35.18668604,2016,39.33333333,4.208333333,10.375,0.375,0.25,0.625,1,1,10,0.417,0.25,0.667,1,1
30501359,-15.58090019,35.07659912,2011,36.84375,4.75,3.125,0.438,0.375,0.813,1,1,2,0.125,0.062,0.187,0,0
30501383,-15.6556,35.0184,2016,44.54166667,4.583333333,5.333333333,0.5,0.083,0.583,0,0,5,0.417,0.083,0.5,1,1
30502418,-15.39570045,35.0320015,2011,36.96875,4.625,3.4375,0.312,0.438,0.75,1,1,2,0.125,0.062,0.187,0,0
30503685,-15.42389965,34.89910126,2010,42.875,5.1875,2.9375,0.562,0.062,0.624,0,0,1,0.062,0.062,0.124,0,0
30504251,-15.64750004,34.90100098,2010,46.75,5.75,4.9375,0.188,0.188,0.376,0,0,3,0.188,0.125,0.313,1,1
30504518,-15.70984506,34.83942828,2016,35.25,3.722222222,8.388888889,0.444,0.333,0.777,1,1,8,0.444,0.111,0.555,1,1
30506017,-15.5461998,34.85089874,2011,47.15625,5.0625,3.5625,0.25,0.25,0.5,0,0,2,0.125,0.062,0.187,0,0
30508435,-15.90999985,34.8844986,2010,37.65625,4.6875,3.1875,0.438,0.188,0.626,1,1,2,0.125,0.062,0.187,0,0
30508473,-15.94379997,34.87509918,2010,47.46875,5.3125,6.5,0.375,0.062,0.437,0,0,5,0.312,0.125,0.437,1,1
30601190,-15.80090046,34.53620148,2010,41.1875,4.5625,7.4375,0.562,0.062,0.624,1,1,5,0.312,0.188,0.5,1,1
30601191,-15.43379974,34.48889923,2010,46.40625,5.3125,7.125,0.188,0.188,0.376,0,0,9,0.562,0.062,0.624,1,1
30601428,-15.63230038,34.54899979,2011,53.9375,5.0625,10.125,0.25,0.062,0.312,0,0,8,0.5,0.188,0.688,1,1
30601639,-15.7201004,34.53659821,2010,41.46875,5,8.625,0.375,0.25,0.625,1,1,5,0.312,0.188,0.5,1,1
30602059,-15.65880013,34.52299881,2010,48.59375,4.9375,10.0625,0.188,0.125,0.313,0,0,4,0.25,0.25,0.5,1,1
30602217,-15.58440018,34.45080185,2010,49.59375,5.4375,3.625,0.188,0.062,0.25,0,0,4,0.25,0.062,0.312,0,0
30602220,-15.64830017,34.43149948,2011,41.59375,4.75,6.375,0.562,0.125,0.687,1,1,6,0.375,0.125,0.5,1,1
30602445,-15.56779957,34.4701004,2010,38.40625,4.8125,9.0625,0.625,0.062,0.687,1,1,11,0.688,0.062,0.75,1,1
30602472,-15.59889984,34.51599884,2010,44.0625,5.25,8.8125,0.438,0.062,0.5,0,0,5,0.312,0.188,0.5,1,1
30602713,-15.68270016,34.50500107,2010,53.4375,4.75,8.3125,0.188,0.062,0.25,0,0,11,0.688,0.062,0.75,1,1
30620644,-15.61460018,34.52370071,2010,56.15625,6.0625,2.9375,0.312,0.062,0.374,0,0,3,0.188,0.062,0.25,0,0
30703381,-16.10250195,35.12668737,2013,45.94736842,5.421052632,6.526315789,0.316,0.105,0.421,0,0,7,0.368,0.158,0.526,1,1
30704313,-16.19820023,35.15800095,2010,51.96875,5.4375,4.6875,0.25,0.125,0.375,0,0,4,0.25,0.062,0.312,1,1
30704313,-16.01854478,35.04562733,2016,43.16666667,4.111111111,6.740740741,0.481,0.185,0.666,0,0,6,0.222,0.148,0.37,1,1
30705248,-16.09300041,34.99649811,2011,38.71875,4.75,6.3125,0.312,0.188,0.5,1,1,6,0.375,0.062,0.437,1,1
30705391,-16.08799934,35.06809998,2010,54.96875,5.5625,6.0625,0.125,0.062,0.187,0,0,2,0.125,0.188,0.313,1,1
30705391,-16.08833343,35.10467471,2016,42.02380952,4.333333333,3.142857143,0.333,0.238,0.571,0,0,4,0.19,0.048,0.238,0,0
30707534,-16.11490059,35.24729919,2010,48.5625,4.5,12.1875,0.062,0.25,0.312,0,0,4,0.25,0.312,0.562,1,1
30708665,-16.02884338,35.2505861,2016,43.92857143,4.333333333,6.571428571,0.286,0.238,0.524,0,0,4,0.19,0.143,0.333,1,1
30709438,-15.84620529,35.05161129,2013,53.61904762,6,3.761904762,0.238,0.048,0.286,0,0,2,0.095,0.095,0.19,0,0
30709698,-16.03490067,35.16239929,2011,50.53125,5.5625,4.625,0.125,0.062,0.187,0,0,5,0.312,0.062,0.374,1,1
30710157,-15.97770023,34.97940063,2010,44.34375,5.1875,3.4375,0.25,0.188,0.438,0,0,1,0.062,0.125,0.187,0,0
30711684,-16.01230049,34.95349884,2010,43.875,4.0625,8.4375,0.312,0.125,0.437,0,0,5,0.312,0.188,0.5,1,1
30711684,-16.00486405,34.94684832,2013,48.71052632,5.368421053,2.631578947,0.316,0.053,0.369,0,0,2,0.105,0.053,0.158,0,0
30801305,-16.05680084,35.51750183,2010,40.5,5.25,4.4375,0.562,0.125,0.687,1,1,5,0.312,0.062,0.374,1,1
30801672,-16.09074863,35.38435919,2013,48,5.5625,3.6875,0.375,0.062,0.437,0,0,3,0.188,0.062,0.25,0,0
30801672,-16.09692627,35.39113395,2016,37,3.772727273,5.727272727,0.364,0.318,0.682,1,1,10,0.455,0.045,0.5,1,1
30801679,-15.93196817,35.491213,2013,44.97222222,5.222222222,11.83333333,0.389,0.056,0.445,0,0,4,0.222,0.333,0.555,1,1
30801679,-15.90695974,35.44385005,2016,35.68421053,3.578947368,6.473684211,0.263,0.368,0.631,1,1,6,0.316,0.105,0.421,1,1
30802579,-16.04770088,35.76520157,2010,37.40625,4.8125,6.4375,0.438,0.312,0.75,1,1,5,0.312,0.125,0.437,1,1
30803115,-16.03750038,35.35449982,2010,32.21875,4.1875,2.625,0.312,0.5,0.812,1,1,3,0.188,0.062,0.25,0,0
30803115,-16.02791371,35.34111343,2013,45.19047619,5.428571429,7.666666667,0.333,0.048,0.381,0,0,5,0.238,0.19,0.428,1,1
30803115,-16.03055821,35.34480628,2016,39.13793103,3.75862069,4.827586207,0.517,0.207,0.724,1,1,7,0.241,0.103,0.344,1,1
30803233,-15.98309994,35.43780136,2010,38.46875,4.3125,9.375,0.25,0.438,0.688,1,1,5,0.312,0.25,0.562,1,1
30803480,-16.0284996,35.41540146,2010,38.6875,5.4375,4.8125,0.5,0.188,0.688,1,1,6,0.375,0.062,0.437,1,1
30804426,-16.08309937,35.33119965,2010,32.40625,4.5625,9.0625,0.688,0.25,0.938,1,1,8,0.5,0.125,0.625,1,1
30805259,-15.96500015,35.44210052,2010,35.25,4.875,3.625,0.688,0.125,0.813,1,1,1,0.062,0.125,0.187,0,0
30805259,-15.61044189,35.19177478,2013,44.11111111,5.333333333,16.27777778,0.5,0.056,0.556,0,0,8,0.444,0.333,0.777,1,1
30806611,-15.82839966,35.35319901,2010,35.875,4.9375,5.5,0.312,0.375,0.687,1,1,3,0.188,0.125,0.313,1,1
30806611,-15.83877031,35.36156756,2013,46.21875,5.8125,4.25,0.375,0.062,0.437,0,0,3,0.188,0.062,0.25,1,1
30806611,-15.79498078,35.386465,2016,30.95652174,3.652173913,11.13043478,0.435,0.478,0.913,1,1,9,0.391,0.304,0.695,1,1
30901054,-15.57629967,35.55189896,2010,38.6875,4.6875,2.0625,0.438,0.25,0.688,1,1,1,0.062,0.062,0.124,0,0
30901054,-15.56297885,35.53816155,2013,42.925,5.55,10.35,0.5,0.05,0.55,0,0,9,0.45,0.2,0.65,1,1
30901054,-15.516071,35.45367744,2016,37.7037037,3.888888889,9.185185185,0.259,0.37,0.629,1,1,9,0.333,0.185,0.518,1,1
30901193,-15.52630043,35.67050171,2011,30.59375,4.3125,5.8125,0.312,0.625,0.937,1,1,6,0.375,0.125,0.5,1,1
30901253,-15.65559959,35.68610001,2010,44,4.6875,6.875,0.375,0.125,0.5,0,0,7,0.438,0.125,0.563,1,1
30901275,-15.73480034,35.68420029,2010,33.84375,4,5,0.25,0.5,0.75,1,1,4,0.25,0.125,0.375,1,1
30901320,-15.70549965,35.68080139,2011,47.75,5.0625,3.3125,0.25,0.125,0.375,0,0,2,0.125,0.062,0.187,0,0
30901380,-15.63099957,35.69739914,2010,26.125,3.25,8.6875,0.062,0.812,0.874,2,1,6,0.375,0.188,0.563,1,1
30901475,-15.63117065,35.59665139,2013,48.26086957,5.304347826,5.695652174,0.304,0.087,0.391,0,0,4,0.174,0.13,0.304,1,1
30901475,-15.43034292,35.50239946,2016,41.14583333,4,6.375,0.417,0.208,0.625,1,1,6,0.25,0.125,0.375,1,1
30901715,-15.86149979,35.59609985,2010,36.5,4.6875,5.6875,0.438,0.312,0.75,1,1,5,0.312,0.125,0.437,1,1
30903114,-15.55480003,35.79460144,2010,32.23333333,3.933333333,9.466666667,0.2,0.533,0.733,1,1,4,0.267,0.267,0.534,1,1
30903528,-15.62979984,35.72340012,2010,26,3.8125,6,0.312,0.625,0.937,2,1,6,0.375,0.062,0.437,1,1
31001034,-16.51880074,34.95660019,2010,25.5625,3.0625,9.4375,0.312,0.688,1,2,1,9,0.562,0.188,0.75,1,1
31001123,-16.38129997,34.92810059,2011,36.03125,4.6875,6.6875,0.5,0.25,0.75,1,1,5,0.312,0.125,0.437,1,1
31001228,-16.52820015,34.8423996,2011,32.96875,4,8.0625,0.5,0.312,0.812,1,1,10,0.625,0.062,0.687,1,1
31001242,-16.34320068,34.7745018,2010,51.6875,5.125,14.9375,0.25,0.125,0.375,0,0,11,0.688,0.25,0.938,1,1
31001333,-16.31529999,34.69169998,2010,35.3125,3.5625,10.6875,0.25,0.562,0.812,1,1,11,0.688,0.188,0.876,1,1
31001333,-16.3153,34.6917,2013,36.61111111,4.944444444,5.444444444,0.556,0.167,0.723,1,1,3,0.167,0.167,0.334,1,1
31001647,-16.42709923,34.96300125,2010,31.65625,4.1875,10.8125,0.562,0.312,0.874,1,1,8,0.5,0.188,0.688,1,1
31001749,-16.60000038,34.96730042,2010,34.40625,3.875,10.4375,0.625,0.25,0.875,1,1,10,0.625,0.188,0.813,1,1
31001749,-16.56129675,34.96746317,2013,46.60416667,5.125,5.041666667,0.333,0.167,0.5,0,0,8,0.333,0.042,0.375,1,1
31001749,-16.59329672,34.96094448,2016,37.78,4.52,8.2,0.56,0.16,0.72,1,1,10,0.4,0.16,0.56,1,1
31002169,-16.26689911,34.89519882,2010,40.09375,5.375,5.75,0.312,0.25,0.562,1,1,1,0.062,0.188,0.25,1,1
31002169,-16.1126566,34.92093675,2016,38.075,4.15,14.85,0.4,0.25,0.65,1,1,7,0.35,0.4,0.75,1,1
31002677,-16.20840073,34.86729813,2010,52.28125,5.375,6,0.188,0.125,0.313,0,0,6,0.375,0.125,0.5,1,1
31003100,-15.99020004,34.37459946,2010,35.8125,3.25,12.375,0.125,0.438,0.563,1,1,10,0.625,0.188,0.813,1,1
31003226,-15.81429958,34.34529877,2010,37.71875,4.25,5.4375,0.5,0.25,0.75,1,1,8,0.5,0.062,0.562,1,1
31003482,-16.04929924,34.54159927,2011,32.53125,4.125,7.375,0.25,0.5,0.75,1,1,10,0.625,0.062,0.687,1,1
31003759,-16.1833992,34.60839844,2010,27,3,6.6875,0.188,0.75,0.938,2,1,9,0.562,0.062,0.624,1,1
31004312,-16.02039909,34.92010117,2010,43.28125,5.125,7.375,0.562,0.062,0.624,0,0,9,0.562,0.062,0.624,1,1
31004312,-16.03764789,34.96030105,2013,56.63157895,5.736842105,6.894736842,0.105,0.105,0.21,0,0,8,0.421,0.105,0.526,1,1
31004312,-15.93031624,34.9067269,2016,38.5,3.904761905,12.71428571,0.286,0.381,0.667,1,1,11,0.524,0.19,0.714,1,1
31006556,-15.82479954,34.83750153,2010,29.8125,3.8125,9.4375,0.5,0.438,0.938,1,1,8,0.5,0.125,0.625,1,1
31006556,-15.82052567,34.85153505,2013,47.92857143,5.476190476,3,0.286,0.048,0.334,0,0,4,0.19,0.048,0.238,0,0
31007335,-16.1112149,34.9931993,2013,45.55,5.45,7.55,0.35,0.1,0.45,0,0,9,0.45,0.1,0.55,1,1
31007544,-16.25440025,35.02619934,2010,33.6875,4.875,15.3125,0.688,0.188,0.876,1,1,8,0.5,0.375,0.875,1,1
31007645,-16.20829964,35.00759888,2011,39.4375,4.75,7.125,0.25,0.312,0.562,1,1,8,0.5,0.125,0.625,1,1
31101009,-17.07180023,35.22719955,2010,36.71875,4.4375,17.0625,0.375,0.375,0.75,1,1,8,0.5,0.5,1,2,1
31102266,-17.01339912,35.18019867,2010,31.53125,4.1875,7,0.5,0.375,0.875,1,1,9,0.562,0.125,0.687,1,1
31102591,-17.04999924,35.15420151,2011,35.125,4.3125,6.5,0.75,0.125,0.875,1,1,8,0.5,0.062,0.562,1,1
31104147,-16.43230057,35.24369812,2011,42.71875,4.8125,11.375,0.438,0.062,0.5,0,0,8,0.5,0.25,0.75,1,1
31104496,-16.35140038,35.1094017,2010,36.5,4.75,7.75,0.438,0.188,0.626,1,1,7,0.438,0.125,0.563,1,1
31104696,-16.34819984,35.1330986,2010,30.875,3.625,12.4375,0.438,0.438,0.876,1,1,11,0.688,0.188,0.876,1,1
31105091,-16.73259926,35.20819855,2010,34.90625,4,11.25,0.625,0.188,0.813,1,1,9,0.562,0.25,0.812,1,1
31105559,-16.71220016,35.27870178,2011,29.59375,3.9375,5.9375,0.5,0.5,1,1,1,4,0.25,0.125,0.375,1,1
31105581,-16.81159973,35.29339981,2010,34.375,4,11.125,0.438,0.375,0.813,1,1,9,0.562,0.188,0.75,1,1
31106066,-16.5958004,34.98970032,2010,25.96875,3,15.9375,0.375,0.625,1,2,1,10,0.625,0.375,1,1,1
31106182,-16.64159966,35.12609863,2011,36.90625,4.5625,7.1875,0.438,0.312,0.75,1,1,7,0.438,0.125,0.563,1,1
31106519,-16.62059975,35.09249878,2010,43.40625,5.125,9.625,0.562,0.062,0.624,0,0,10,0.625,0.125,0.75,1,1
31106574,-16.57159996,35.10549927,2010,44.03125,5.0625,7.25,0.438,0.062,0.5,0,0,9,0.562,0.062,0.624,1,1
31106682,-16.50709915,35.05530167,2010,48.4375,5.4375,6.875,0.375,0.062,0.437,0,0,8,0.5,0.062,0.562,1,1
31108265,-16.98500061,35.14210129,2011,46.96875,4.875,5,0.188,0.125,0.313,0,0,7,0.438,0.062,0.5,1,1
31108703,-16.98550034,35.24990082,2010,38.625,4.75,14.1875,0.25,0.375,0.625,1,1,5,0.312,0.375,0.687,1,1
31108703,-16.91223459,35.23807971,2013,46.97058824,5.705882353,7.941176471,0.353,0.176,0.529,0,0,7,0.412,0.118,0.53,1,1
31108703,-16.92888582,35.24076614,2016,30.88636364,3.636363636,18.22727273,0.409,0.455,0.864,1,1,10,0.455,0.409,0.864,2,1
31110462,-16.73629951,35.05599976,2010,36.03125,4.5,4.5,0.625,0.188,0.813,1,1,7,0.438,0.062,0.5,1,1
31120218,-16.93980026,35.24940109,2011,44.5625,5.5,3.25,0.562,0.062,0.624,0,0,3,0.188,0.062,0.25,0,0
31201007,-14.92580032,35.01649857,2010,43.34375,5.0625,2.6875,0.438,0.188,0.626,0,0,2,0.125,0.062,0.187,0,0
31201007,-14.94310717,35.00049987,2016,45.38333333,4.766666667,5.3,0.433,0.133,0.566,0,0,7,0.233,0.133,0.366,1,1
31201058,-15.28279972,34.84429932,2010,47.375,5.375,10.5,0.438,0.125,0.563,0,0,7,0.438,0.25,0.688,1,1
31201104,-14.97727116,35.00779979,2013,48.57894737,5.473684211,2.421052632,0.263,0.053,0.316,0,0,3,0.158,0.053,0.211,0,0
31201104,-14.99478033,35.01442367,2016,44.64285714,4.666666667,8.571428571,0.429,0.095,0.524,0,0,2,0.095,0.286,0.381,1,1
31201197,-15.00405656,35.05145122,2013,43.80555556,4.777777778,4.666666667,0.333,0.222,0.555,0,0,6,0.333,0.056,0.389,1,1
31201230,-15.11830044,34.93190002,2010,32.65625,4.1875,11.25,0.5,0.375,0.875,1,1,4,0.25,0.312,0.562,1,1
31201350,-15.05259991,34.91939926,2011,34.5625,4.125,9.25,0.312,0.375,0.687,1,1,10,0.625,0.125,0.75,1,1
31201516,-14.94658552,34.9036649,2013,44.64285714,5.571428571,6.428571429,0.476,0.048,0.524,0,0,7,0.333,0.095,0.428,1,1
31201765,-15.21479988,34.89569855,2010,48.375,5.4375,2.6875,0.312,0.25,0.562,0,0,2,0.125,0.062,0.187,0,0
31204267,-14.96269989,35.20069885,2010,31.03125,4,7.6875,0.438,0.5,0.938,1,1,2,0.125,0.188,0.313,1,1
31204618,-14.88739967,35.11579895,2010,51.0625,5.75,2.875,0.25,0.062,0.312,0,0,3,0.188,0.062,0.25,0,0
31220637,-14.98149967,34.94290161,2011,51.53125,6,3.625,0.25,0.125,0.375,0,0,4,0.25,0.062,0.312,0,0
31301246,-15.23149967,34.60219955,2010,39.15625,4.8125,2.5,0.5,0.125,0.625,1,1,2,0.125,0.062,0.187,0,0
31301304,-15.34350014,34.58309937,2010,44.78125,4.875,4.9375,0.438,0.062,0.5,0,0,4,0.25,0.125,0.375,1,1
31301560,-15.45670033,34.55989838,2010,40.875,4.9375,7.25,0.438,0.125,0.563,1,1,8,0.5,0.062,0.562,1,1
31302162,-15.46590042,34.67969894,2010,53.4375,5.0625,5.9375,0.062,0.125,0.187,0,0,6,0.375,0.125,0.5,1,1
31302415,-15.63080025,34.64410019,2010,36.96875,4.75,8.25,0.438,0.312,0.75,1,1,5,0.312,0.188,0.5,1,1
31302578,-15.44890022,34.56740189,2010,47.21875,4.75,7.1875,0.25,0.062,0.312,0,0,10,0.625,0.062,0.687,1,1
31302651,-15.54419994,34.67169952,2011,47.5625,4.125,8.125,0.188,0.125,0.313,0,0,5,0.312,0.188,0.5,1,1
31303263,-15.32180023,34.98469925,2011,39.96875,4.625,7.375,0.25,0.25,0.5,1,1,8,0.5,0.062,0.562,1,1
31303567,-15.41839981,34.75350189,2010,36.3125,4.4375,6.4375,0.5,0.188,0.688,1,1,4,0.25,0.125,0.375,1,1
31303610,-15.33080006,34.89089966,2010,42.28125,5,9.5,0.25,0.125,0.375,0,0,6,0.375,0.188,0.563,1,1
31303757,-15.38129997,34.91149902,2010,41.8125,5.375,4.75,0.562,0.062,0.624,1,1,5,0.312,0.125,0.437,1,1
31306719,-15.36200047,34.70460129,2010,43.9375,5.375,5.25,0.438,0.125,0.563,0,0,6,0.375,0.062,0.437,1,1
31432523,-15.38150828,35.28296872,2013,51.58333333,5.888888889,4.611111111,0.278,0.111,0.389,0,0,5,0.278,0.111,0.389,1,1
31435753,-15.24153829,35.28927333,2016,54.16666667,4.952380952,6.952380952,0.333,0.048,0.381,0,0,8,0.381,0.143,0.524,1,1
31438563,-15.41049957,35.31150055,2010,63.5,6.266666667,2.733333333,0.2,0.067,0.267,0,0,2,0.133,0.067,0.2,0,0
31532674,-15.54229016,35.05662488,2016,55.72,4.84,3,0.12,0.04,0.16,0,0,5,0.2,0.04,0.24,0,0
31539670,-15.62940861,34.94622043,2016,48.60869565,4.956521739,6.347826087,0.261,0.087,0.348,0,0,2,0.087,0.174,0.261,1,1
31554613,-15.8270998,35.04840088,2010,46.8125,5.0625,11.9375,0.375,0.062,0.437,0,0,6,0.375,0.25,0.625,1,1
31554613,-15.69934084,35.02314658,2013,49.13157895,5.684210526,6.789473684,0.368,0.053,0.421,0,0,8,0.421,0.105,0.526,1,1
31555614,-15.74943871,35.01196376,2016,50.41176471,4.823529412,7.529411765,0.353,0.059,0.412,0,0,4,0.235,0.118,0.353,1,1
