ea_id,lat_modified,lon_modified,FS_year,FCS,HDDS,rCSI,FCS_mid_percent,FCS_low_percent,FCS_mid+low,FCS_3_category,FCS_binary_category,rCSI_mid_count,rCSI_mid_percent,rCSI_low_percent,rCSI_mid+low,rCSI_3_category,rCSI_binary_category
10505508,-11.78190041,33.5,2010,36.40625,4.375,3.4375,0.5,0.188,0.688,1,1,2,0.125,0.062,0.187,0,0
10505508,-11.7819,33.5,2013,49.73684211,5.473684211,2.210526316,0.316,0.211,0.527,0,0,1,0.053,0.053,0.106,0,0
10506127,-12.35550022,33.55089951,2011,35.78125,4.6875,2.9375,0.75,0.125,0.875,1,1,2,0.125,0.062,0.187,0,0
10507175,-12.66615915,33.63647505,2013,34.35,4.5,4.7,0.45,0.35,0.8,1,1,7,0.35,0.05,0.4,1,1
10508369,-12.49190044,33.83229828,2010,38.125,4.6875,5.125,0.562,0.188,0.75,1,1,3,0.188,0.125,0.313,1,1
10509319,-11.34329987,33.61940002,2010,33.65625,4.8125,1.5,0.5,0.375,0.875,1,1,1,0.062,0.062,0.124,0,0
10509474,-11.16180038,33.5984993,2011,38.09375,4.6875,5.5,0.312,0.375,0.687,1,1,2,0.125,0.188,0.313,1,1
10510388,-12.34676041,33.49743647,2013,55.76470588,5.470588235,2.352941176,0.176,0.059,0.235,0,0,1,0.059,0.059,0.118,0,0
10732070,-11.38949966,33.97949982,2010,43.9375,5.375,2.0625,0.375,0.125,0.5,0,0,1,0.062,0.062,0.124,0,0
10734370,-11.94822907,34.04322886,2016,59.21428571,5.071428571,4.214285714,0.214,0.071,0.285,0,0,1,0.071,0.143,0.214,1,1
10734393,-11.44089985,34.01039886,2011,32.90625,5,3.75,0.5,0.375,0.875,1,1,3,0.188,0.062,0.25,0,0
10736596,-11.89835123,33.95743314,2013,48.59090909,5.636363636,3.5,0.273,0.091,0.364,0,0,6,0.273,0.045,0.318,0,0
10737199,-11.48219967,34.00130081,2010,59.84375,6.125,2.8125,0.125,0.062,0.187,0,0,2,0.125,0.062,0.187,0,0
10744649,-11.97889953,34.1103148,2016,67.83333333,5.466666667,4.2,0.067,0.067,0.134,0,0,3,0.2,0.133,0.333,1,1
10746033,-11.53836789,33.92917289,2013,45.89473684,5.421052632,8.842105263,0.368,0.105,0.473,0,0,5,0.263,0.211,0.474,1,1
10746244,-11.874883,34.04963455,2013,46.925,5.65,4.95,0.55,0.05,0.6,0,0,9,0.45,0.05,0.5,1,1
20103365,-12.67210007,33.53950119,2010,40.75,4.6875,4,0.25,0.312,0.562,1,1,3,0.188,0.062,0.25,0,0
20108739,-13.14459991,33.5780983,2010,47.15625,4.9375,8.75,0.375,0.188,0.563,0,0,4,0.25,0.188,0.438,1,1
20111718,-13.29187776,33.44912986,2013,46.52380952,5.428571429,7.333333333,0.19,0.143,0.333,0,0,2,0.095,0.238,0.333,1,1
20111718,-13.3490727,33.40573478,2016,38.65217391,4.043478261,9.391304348,0.217,0.304,0.521,1,1,11,0.478,0.13,0.608,1,1
20112290,-12.88529968,33.65969849,2010,47.03125,4.75,2.3125,0.375,0.062,0.437,0,0,1,0.062,0.062,0.124,0,0
20112661,-12.87485563,33.724366,2013,38.86842105,4.157894737,5.210526316,0.684,0.053,0.737,1,1,4,0.211,0.105,0.316,1,1
20112661,-12.94043338,33.70459958,2016,43.17307692,4.153846154,4.923076923,0.346,0.231,0.577,0,0,7,0.269,0.077,0.346,1,1
20201269,-12.65989971,34.16149902,2010,49.625,4.8125,3.8125,0.312,0.125,0.437,0,0,2,0.125,0.062,0.187,0,0
20201450,-12.45230007,34.10189819,2010,47.84375,5.875,2.6875,0.438,0.125,0.563,0,0,3,0.188,0.062,0.25,0,0
20205207,-13.37004405,34.30347268,2013,54.26315789,5.315789474,4.052631579,0.105,0.053,0.158,0,0,3,0.158,0.105,0.263,1,1
20205207,-13.32900525,34.24366981,2016,46.03125,4.25,10.9375,0.438,0.062,0.5,0,0,3,0.188,0.312,0.5,1,1
20205484,-13.23349953,34.22219849,2010,37.28125,4.4375,2.8125,0.312,0.438,0.75,1,1,2,0.125,0.062,0.187,0,0
20205525,-13.40610027,34.30350113,2011,40.125,4.5625,5.125,0.25,0.375,0.625,1,1,6,0.375,0.062,0.437,1,1
20205721,-13.2020998,34.31480026,2010,49.59375,5.625,2.6875,0.312,0.125,0.437,0,0,2,0.125,0.062,0.187,0,0
20206362,-13.308719,34.12640345,2013,50.775,5.65,1.95,0.15,0.05,0.2,0,0,1,0.05,0.05,0.1,0,0
20206362,-13.33560959,34.10671,2016,52,4.545454545,3.363636364,0.182,0.091,0.273,0,0,3,0.136,0.091,0.227,0,0
20302432,-13.47070026,34.04389954,2010,52.1875,5.375,4.4375,0.375,0.062,0.437,0,0,1,0.062,0.125,0.187,1,1
20302592,-13.4531002,33.97050095,2010,42.25,4.75,2.9375,0.438,0.062,0.5,0,0,2,0.125,0.062,0.187,0,0
20304164,-13.42339993,33.89810181,2010,43.75,5,5.125,0.375,0.125,0.5,0,0,2,0.125,0.125,0.25,1,1
20304314,-13.35750008,33.78749847,2010,40.3125,4.75,12.1875,0.562,0.188,0.75,1,1,2,0.125,0.375,0.5,1,1
20304662,-13.44779968,33.91410065,2011,37.125,4.3125,2.8125,0.312,0.375,0.687,1,1,3,0.188,0.062,0.25,0,0
20305023,-13.2407999,33.93119812,2010,49.6875,4.8125,5.25,0.25,0.125,0.375,0,0,6,0.375,0.062,0.437,1,1
20305172,-13.18369961,33.81190109,2010,41.25,4.8125,3,0.312,0.25,0.562,1,1,3,0.188,0.062,0.25,0,0
20305301,-13.1122987,33.79050757,2013,47.17391304,5.217391304,3.913043478,0.217,0.043,0.26,0,0,5,0.217,0.087,0.304,0,0
20306296,-13.26879978,33.76520157,2010,42.65625,5.25,10.125,0.375,0.125,0.5,0,0,5,0.312,0.25,0.562,1,1
20306557,-13.3314,33.8581,2016,40.45,4.2,3.35,0.4,0.1,0.5,1,1,2,0.1,0.1,0.2,0,0
20401627,-13.66100025,33.69549942,2010,35.46875,4.375,2.1875,0.375,0.312,0.687,1,1,2,0.125,0.062,0.187,0,0
20401737,-13.5848999,33.7018013,2010,40.875,4.4375,4.6875,0.375,0.25,0.625,1,1,2,0.125,0.125,0.25,1,1
20403668,-13.62870026,33.57600021,2010,45.875,5.125,9.8125,0.25,0.188,0.438,0,0,4,0.25,0.25,0.5,1,1
20403697,-13.72019958,33.52330017,2010,30,3.8125,4.75,0.25,0.625,0.875,1,1,3,0.188,0.125,0.313,1,1
20404032,-13.72110983,34.10390206,2013,45.25,4.777777778,1.777777778,0.5,0.056,0.556,0,0,1,0.056,0.056,0.112,0,0
20404032,-13.72669195,34.11902677,2016,37.63636364,4.181818182,7.318181818,0.318,0.318,0.636,1,1,8,0.364,0.136,0.5,1,1
20404575,-13.79202557,34.17561819,2013,47.83333333,5.285714286,1.904761905,0.238,0.048,0.286,0,0,1,0.048,0.048,0.096,0,0
20404575,-13.79565079,34.14215133,2016,39.64583333,4.041666667,3.875,0.417,0.167,0.584,1,1,4,0.167,0.083,0.25,0,0
20407398,-13.60324507,33.72580257,2016,41.26785714,4.178571429,4.392857143,0.357,0.214,0.571,1,1,9,0.321,0.071,0.392,1,1
20407481,-13.55711518,33.79778777,2016,46.77272727,4.636363636,4.681818182,0.227,0.227,0.454,0,0,5,0.227,0.091,0.318,1,1
20503239,-13.82409954,34.46670151,2010,44.6875,5.125,10.5625,0.25,0.312,0.562,0,0,8,0.5,0.188,0.688,1,1
20504373,-13.91069984,34.45000076,2010,48.625,4.875,5.125,0.375,0.125,0.5,0,0,5,0.312,0.125,0.437,1,1
20507371,-13.4914999,34.29259872,2011,31.40625,3.75,4.1875,0.375,0.5,0.875,1,1,5,0.312,0.062,0.374,1,1
20507422,-13.46940041,34.27930069,2010,46.0625,5,2.625,0.25,0.312,0.562,0,0,2,0.125,0.062,0.187,0,0
20508349,-13.48830032,34.26139832,2010,50.8125,5.3125,4.25,0.312,0.125,0.437,0,0,4,0.25,0.062,0.312,1,1
20508349,-13.71376111,34.24481668,2016,42.27631579,4.421052632,4.421052632,0.421,0.184,0.605,0,0,3,0.079,0.132,0.211,1,1
20508547,-13.56630039,34.1629982,2011,26.65625,3.125,5.4375,0.188,0.75,0.938,2,1,4,0.25,0.125,0.375,1,1
20520582,-13.78499985,34.41839981,2010,63.65625,5.625,2.4375,0.062,0.062,0.124,0,0,2,0.125,0.062,0.187,0,0
20601141,-13.9691105,33.83693272,2013,42.27777778,4.777777778,5.777777778,0.5,0.056,0.556,0,0,3,0.167,0.167,0.334,1,1
20602607,-13.88790035,33.5163002,2010,33.90625,3.8125,1.9375,0.625,0.25,0.875,1,1,2,0.125,0.062,0.187,0,0
20603090,-14.26000023,33.7983017,2010,36.5,4.4,2.666666667,0.333,0.333,0.666,1,1,1,0.067,0.067,0.134,0,0
20603090,-14.2557426,33.79169165,2013,35.875,4.6,7.85,0.55,0.2,0.75,1,1,8,0.4,0.15,0.55,1,1
20603090,-14.25012368,33.80046105,2016,37.59090909,3.863636364,11.36363636,0.273,0.409,0.682,1,1,5,0.227,0.273,0.5,1,1
20603133,-14.26290035,33.6935997,2010,38.625,4.25,3.4375,0.375,0.188,0.563,1,1,2,0.125,0.062,0.187,0,0
20603189,-14.15499973,33.74570084,2010,32.125,3.8125,7.25,0.5,0.375,0.875,1,1,4,0.25,0.188,0.438,1,1
20603533,-14.2756794,33.86456485,2013,53.425,5.9,2.35,0.3,0.05,0.35,0,0,3,0.15,0.05,0.2,0,0
20603533,-14.25211886,33.86815977,2016,53.40909091,4.772727273,4.863636364,0.227,0.091,0.318,0,0,2,0.091,0.136,0.227,1,1
20605302,-14.06676747,34.11325868,2013,32.63157895,4.368421053,5.157894737,0.474,0.421,0.895,1,1,5,0.263,0.105,0.368,1,1
20607260,-13.74961932,33.88529168,2016,53.41071429,5.071428571,5.857142857,0.107,0.107,0.214,0,0,5,0.179,0.143,0.322,1,1
20607315,-13.64637075,33.84659469,2016,53,4.53125,2.65625,0.438,0.094,0.532,0,0,3,0.094,0.062,0.156,0,0
20610050,-14.10449982,34.00180054,2010,36.8125,4.75,4.5625,0.375,0.312,0.687,1,1,2,0.125,0.125,0.25,1,1
20610050,-14.09579795,33.9659416,2013,41.65,4.8,6.8,0.4,0.2,0.6,1,1,5,0.25,0.15,0.4,1,1
20610050,-14.09642944,33.98015891,2016,47.28125,4.78125,5.4375,0.375,0.094,0.469,0,0,7,0.219,0.125,0.344,1,1
20610249,-14.14883452,34.02136205,2013,40.88095238,4.952380952,6.095238095,0.571,0.143,0.714,1,1,7,0.333,0.143,0.476,1,1
20613324,-13.95457952,33.62497833,2013,41.57142857,4.857142857,4.857142857,0.238,0.286,0.524,1,1,2,0.095,0.143,0.238,1,1
20614477,-14.00642182,33.49694677,2016,52.52272727,4.909090909,8.363636364,0.364,0.045,0.409,0,0,8,0.364,0.227,0.591,1,1
20614589,-14.06190014,33.68479919,2010,37.875,4.6875,2.25,0.5,0.188,0.688,1,1,1,0.062,0.062,0.124,0,0
20615064,-13.81219959,33.50049973,2010,47.25,5.375,5.25,0.5,0.125,0.625,0,0,3,0.188,0.125,0.313,1,1
20615064,-13.62957195,33.5044591,2013,35.0952381,4.095238095,6.428571429,0.429,0.429,0.858,1,1,8,0.381,0.095,0.476,1,1
20615064,-13.68676055,33.51544976,2016,36.39393939,3.848484848,14.33333333,0.485,0.303,0.788,1,1,8,0.242,0.455,0.697,1,1
20615735,-13.86833719,33.51138725,2016,47.1875,4.25,2.875,0.25,0.188,0.438,0,0,2,0.125,0.062,0.187,0,0
20702011,-13.94260025,33.19290161,2011,34.625,4.5625,2.25,0.562,0.25,0.812,1,1,1,0.062,0.062,0.124,0,0
20702282,-13.99540043,33.28659821,2010,40.1875,4.5,3.75,0.5,0.188,0.688,1,1,1,0.062,0.125,0.187,0,0
20702471,-14.05930042,33.3083992,2010,32.78125,3.9375,3.3125,0.375,0.438,0.813,1,1,2,0.125,0.062,0.187,0,0
20704289,-13.69089985,33.20199966,2010,41.03125,4.125,6.125,0.312,0.25,0.562,1,1,4,0.25,0.188,0.438,1,1
20704353,-13.65849972,32.97750092,2011,31.0625,4.4375,3.875,0.625,0.312,0.937,1,1,4,0.25,0.062,0.312,0,0
20704738,-13.67129993,33.02600098,2010,38.8125,4.4375,6.375,0.25,0.312,0.562,1,1,2,0.125,0.188,0.313,1,1
20705372,-13.48873756,32.99387083,2016,36.47222222,3.777777778,7.5,0.333,0.389,0.722,1,1,5,0.278,0.167,0.445,1,1
20705652,-13.61250019,32.8647995,2010,39.15625,4.875,4.3125,0.438,0.125,0.563,1,1,2,0.125,0.125,0.25,1,1
20706163,-13.68431592,33.44349854,2013,34.70833333,5.166666667,3.916666667,0.667,0.167,0.834,1,1,4,0.167,0.083,0.25,0,0
20706294,-13.55659962,33.18080139,2010,38.8125,4.875,3.5625,0.375,0.312,0.687,1,1,3,0.188,0.062,0.25,0,0
20801046,-14.37629986,34.03939819,2010,37.5,4.8,4,0.267,0.333,0.6,1,1,3,0.2,0.067,0.267,0,0
20801046,-14.3763,34.0394,2013,41.20588235,4.882352941,3.470588235,0.412,0.176,0.588,1,1,3,0.176,0.059,0.235,0,0
20801046,-14.3763,34.0394,2016,33.91304348,3.695652174,11.34782609,0.478,0.348,0.826,1,1,12,0.522,0.261,0.783,1,1
20802019,-14.33530045,33.97589874,2010,35.875,4.25,4.25,0.312,0.375,0.687,1,1,5,0.312,0.062,0.374,1,1
20802019,-14.34147795,33.97367629,2013,38.19047619,4.904761905,7,0.364,0.227,0.591,1,1,5,0.227,0.182,0.409,1,1
20803156,-14.30162747,34.11060968,2016,32.15789474,3.473684211,7.789473684,0.211,0.474,0.685,1,1,10,0.526,0.105,0.631,1,1
20803503,-14.20419979,34.03340149,2011,43.59375,3.875,5.625,0.188,0.188,0.376,0,0,4,0.25,0.125,0.375,1,1
20803599,-14.33539963,34.30369949,2010,44.84375,5.3125,3.375,0.125,0.25,0.375,0,0,3,0.188,0.062,0.25,0,0
20803731,-14.23950005,34.12770081,2010,48.9375,4.875,12.625,0.312,0.125,0.437,0,0,3,0.188,0.438,0.626,1,1
20804405,-14.02610016,34.25999832,2010,43.21875,5,4.5625,0.438,0.188,0.626,0,0,4,0.25,0.062,0.312,1,1
20804405,-14.0226702,34.18392636,2016,44.68,4.52,5.44,0.28,0.28,0.56,0,0,8,0.32,0.08,0.4,1,1
20804768,-14.10779953,34.27009964,2010,32.96875,4.125,2.0625,0.625,0.25,0.875,1,1,1,0.062,0.062,0.124,0,0
20804768,-14.125214,34.27445515,2013,34.45,4.4,11.85,0.45,0.4,0.85,1,1,6,0.3,0.35,0.65,1,1
20807711,-14.22140026,34.53490067,2010,50.15625,5.1875,3.4375,0.312,0.125,0.437,0,0,2,0.125,0.062,0.187,0,0
20807727,-14.35560036,34.57929993,2010,35.4375,4.9375,10.125,0.5,0.312,0.812,1,1,1,0.062,0.312,0.374,1,1
20807727,-14.27202219,34.53258681,2016,30.43548387,4.129032258,13.70967742,0.226,0.516,0.742,1,1,10,0.323,0.29,0.613,1,1
20808421,-14.3487,34.404,2013,39.5952381,5.19047619,2.523809524,0.476,0.143,0.619,1,1,3,0.143,0.048,0.191,0,0
20808421,-14.25741947,34.38498237,2016,33.9,3.833333333,4.2,0.467,0.333,0.8,1,1,6,0.2,0.1,0.3,1,1
20901232,-14.99100018,34.86050034,2011,40.59375,4.75,7.8125,0.375,0.188,0.563,1,1,3,0.188,0.188,0.376,1,1
20903543,-14.81989956,34.59500122,2010,33.4375,4.625,4.5625,0.625,0.312,0.937,1,1,2,0.125,0.125,0.25,1,1
20903583,-14.85245543,34.62459143,2013,49.30434783,5.652173913,2.391304348,0.217,0.087,0.304,0,0,3,0.13,0.043,0.173,0,0
20906110,-14.65849972,34.54560089,2011,48.8125,5.3125,4.375,0.25,0.125,0.375,0,0,3,0.188,0.062,0.25,1,1
20906524,-14.75264938,34.63297741,2016,37.765625,4.46875,2.28125,0.375,0.312,0.687,1,1,5,0.156,0.031,0.187,0,0
20906605,-14.66646256,34.646098,2016,33.2,3.76,6.36,0.44,0.4,0.84,1,1,10,0.4,0.08,0.48,1,1
20908088,-14.63609982,34.7322998,2010,38.59375,5.1875,6,0.562,0.188,0.75,1,1,3,0.188,0.125,0.313,1,1
20908119,-14.52175935,34.65792041,2013,52.26470588,5.470588235,5.470588235,0.118,0.118,0.236,0,0,6,0.353,0.059,0.412,1,1
20908119,-14.4929834,34.65958656,2016,43,4.72,7.28,0.36,0.2,0.56,0,0,12,0.48,0.08,0.56,1,1
20909113,-14.35836893,34.58589193,2016,39.46551724,4.137931034,5.827586207,0.379,0.31,0.689,1,1,14,0.483,0.034,0.517,1,1
21051203,-14.01228435,33.83922975,2013,65.325,6.1,3.9,0.15,0.05,0.2,0,0,5,0.25,0.05,0.3,0,0
21051203,-14.0026383,33.855336,2016,61.65,5.25,4.9,0.1,0.1,0.2,0,0,6,0.3,0.05,0.35,1,1
21052427,-14.00629997,33.80220032,2010,59.59375,6.1875,2.125,0.188,0.062,0.25,0,0,1,0.062,0.062,0.124,0,0
21052427,-14.06646275,33.93976068,2013,61.67857143,6.25,3.535714286,0.214,0.036,0.25,0,0,5,0.179,0.071,0.25,0,0
21054673,-14.01939964,33.81719971,2011,49.5,6.0625,2.6875,0.312,0.062,0.374,0,0,3,0.188,0.062,0.25,0,0
21055241,-13.87563014,33.85115523,2013,65.86363636,6.409090909,2.545454545,0.045,0.045,0.09,0,0,5,0.227,0.045,0.272,0,0
21066339,-13.83875829,33.93877992,2016,53.3125,4.625,9.458333333,0.125,0.167,0.292,0,0,6,0.25,0.208,0.458,1,1
21066478,-14.02799988,33.80120087,2010,46.53125,5.0625,5.4375,0.25,0.188,0.438,0,0,2,0.125,0.125,0.25,1,1
21074510,-13.94909954,33.80989838,2010,49.46875,6.0625,2.1875,0.375,0.062,0.437,0,0,1,0.062,0.062,0.124,0,0
21074510,-14.03291883,33.84348726,2013,52.19565217,5.695652174,6.608695652,0.174,0.13,0.304,0,0,8,0.348,0.13,0.478,1,1
21080308,-14.03242381,33.99407403,2016,56.06451613,5.096774194,7.419354839,0.194,0.097,0.291,0,0,5,0.161,0.226,0.387,1,1
21086069,-13.953,33.7174,2016,49.53125,4.9375,11.4375,0.188,0.188,0.376,0,0,5,0.312,0.25,0.562,1,1
21086436,-13.88288578,33.71427391,2016,49.2173913,4.608695652,4.695652174,0.217,0.13,0.347,0,0,4,0.174,0.087,0.261,1,1
21087531,-14.01099968,33.72809982,2010,60.84375,6.375,3.6875,0.125,0.125,0.25,0,0,3,0.188,0.062,0.25,0,0
30101280,-14.42650032,35.25759888,2010,38.90625,4.625,4.875,0.25,0.375,0.625,1,1,3,0.188,0.062,0.25,1,1
30101280,-14.4037314,35.23490092,2016,45.98,4.12,9.52,0.32,0.2,0.52,0,0,4,0.16,0.32,0.48,1,1
30101545,-14.4973591,35.10062365,2013,52.425,5.5,3.2,0.15,0.05,0.2,0,0,1,0.05,0.1,0.15,0,0
30102540,-14.76879978,35.03150177,2010,40.5625,5,5.5625,0.375,0.188,0.563,1,1,2,0.125,0.125,0.25,1,1
30102540,-14.68808345,34.9119446,2013,50.775,5.2,3.9,0.15,0.05,0.2,0,0,4,0.2,0.1,0.3,0,0
30103074,-14.55515779,34.85542653,2013,39.81578947,4.842105263,3.789473684,0.263,0.316,0.579,1,1,2,0.105,0.105,0.21,0,0
30103074,-14.47762505,34.82219845,2016,38.425,4,7.8,0.35,0.3,0.65,1,1,5,0.25,0.2,0.45,1,1
30104708,-14.33086289,35.41193239,2013,40.61111111,4.944444444,6.722222222,0.389,0.222,0.611,1,1,3,0.167,0.167,0.334,1,1
30104708,-14.33086289,35.41193239,2016,33.05555556,3.5,14.44444444,0.667,0.278,0.945,1,1,5,0.278,0.389,0.667,1,1
30105325,-14.5254144,35.52961455,2013,45.875,4.85,2.25,0.2,0.2,0.4,0,0,2,0.1,0.05,0.15,0,0
30105325,-14.57383973,35.47337068,2016,40.27272727,4.272727273,5.227272727,0.364,0.227,0.591,1,1,3,0.136,0.136,0.272,1,1
30105448,-14.27885682,35.51231288,2013,41.47058824,4.823529412,6.588235294,0.471,0.176,0.647,1,1,7,0.412,0.059,0.471,1,1
30106005,-14.52509975,35.38819885,2011,33.59375,4.5,2.625,0.688,0.25,0.938,1,1,1,0.062,0.062,0.124,0,0
30107624,-14.1066,35.4117,2016,33.61111111,3.888888889,13.11111111,0.333,0.444,0.777,1,1,5,0.556,0.333,0.889,1,1
30108401,-13.93418335,35.1009757,2013,40.15,4.65,2.6,0.35,0.3,0.65,1,1,2,0.1,0.05,0.15,0,0
30109724,-14.13689232,35.21515084,2013,45,5.263157895,2.421052632,0.316,0.105,0.421,0,0,3,0.158,0.053,0.211,0,0
30201146,-14.9932003,35.51279831,2010,49.71875,5.4375,4.1875,0.125,0.062,0.187,0,0,2,0.125,0.125,0.25,1,1
30201498,-14.82190037,35.52629852,2011,25.03125,3.625,4.625,0.188,0.812,1,2,1,1,0.062,0.125,0.187,1,1
30208396,-14.70740032,35.80670166,2010,36.96875,4.6875,4.25,0.438,0.25,0.688,1,1,1,0.062,0.125,0.187,1,1
30208396,-14.71154229,35.80468971,2013,58.47619048,5.238095238,3.761904762,0.091,0.045,0.136,0,0,3,0.136,0.045,0.181,0,0
30208396,-14.710513,35.80083296,2016,39.20833333,4.25,17.375,0.458,0.167,0.625,1,1,9,0.375,0.417,0.792,2,1
30212307,-14.7322429,35.59811952,2016,35.76190476,4.476190476,10.61904762,0.524,0.238,0.762,1,1,9,0.429,0.19,0.619,1,1
