adm0_id,adm0_name,adm1_id,adm1_name,mkt_id,mkt_name,cm_id,cm_name,cur_id,cur_name,pt_id,pt_name,um_id,um_name,mp_month,mp_year,mp_price,mp_commoditysource
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,8,2013,10.18,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,10,2013,10.08,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,11,2013,10.08,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,1,2014,8.15,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,3,2014,7.87,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,5,2014,7.87,Government
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,6,2014,8.9,Government
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,7,2014,8.1,Government
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,10,2014,10.1,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,11,2014,8.82,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,1,2015,6.67,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,2,2015,6.69,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,3,2015,6.69,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,4,2015,6.72,WFP
79,Ethiopia,1237,Tigray,458,Alamata,65,Sorghum,47,ETB,15,Retail,5,KG,5,2015,6.3,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,7,2006,2.08,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,8,2006,1.68,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,9,2006,1.43,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,10,2006,1.44,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,11,2006,1.4,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,12,2006,1.57,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,1,2007,1.57,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,2,2007,1.84,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,3,2007,1.45,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,4,2007,1.85,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,5,2007,1.68,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,7,2007,2.1,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,8,2007,2.43,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,9,2007,2.52,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,10,2007,2.5,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,11,2007,2.1,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,12,2007,1.68,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,1,2008,2.35,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,2,2008,2.85,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,3,2008,3.15,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,4,2008,3.36,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,5,2008,4.75,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,6,2008,4.8,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,7,2008,6.53,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,8,2008,7.51,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,9,2008,7.1,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,10,2008,6.7,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,11,2008,6.43,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,12,2008,6.58,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,1,2009,4.56,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,2,2009,4.5,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,3,2009,3.9,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,4,2009,4,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,5,2009,4.12,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,6,2009,4.2,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,7,2009,4.2,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,8,2009,4.34,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,9,2009,4.2,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,10,2009,4.62,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,11,2009,4.35,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,12,2009,4.35,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,1,2010,4.2,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,2,2010,4.3,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,3,2010,3.57,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,4,2010,3.78,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,5,2010,3.74,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,6,2010,3.77,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,7,2010,3.81,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,8,2010,3.78,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,10,2010,3.67,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,11,2010,3.4,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,12,2010,3.25,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,1,2011,2.94,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,2,2011,2.54,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,4,2011,3.78,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,5,2011,4.2,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,6,2011,4.78,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,7,2011,4.83,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,9,2011,5.88,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,10,2011,5.04,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,11,2011,4.62,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,1,2012,5.04,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,2,2012,5.2,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,3,2012,6.9,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,5,2012,5.88,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,6,2012,6.2,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,7,2012,6.72,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,8,2012,7.23,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,9,2012,7.75,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,11,2012,4.66,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,5,2013,6.72,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,8,2013,8.8,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,10,2013,5.8,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,11,2013,5.8,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,1,2014,5.7,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,3,2014,5.56,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,5,2014,5.56,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,6,2014,5.56,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,7,2014,5.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,10,2014,6.08,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,11,2014,6.72,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,1,2015,5.32,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,2,2015,5.35,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,3,2015,5.35,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,4,2015,5.88,WFP
79,Ethiopia,1237,Tigray,458,Alamata,67,Maize (white),47,ETB,15,Retail,5,KG,5,2015,5.64,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,1,2012,6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,2,2012,9.36,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,3,2012,8.19,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,4,2012,9.2,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,5,2012,9.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,6,2012,9.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,7,2012,9.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,8,2012,9.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,9,2012,9.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,10,2012,9.2,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,11,2012,9.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,12,2012,8.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,1,2013,8.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,2,2013,8.8,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,3,2013,8.19,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,5,2013,9.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,6,2013,9.6,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,8,2013,9.59,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,10,2013,10.4,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,11,2013,10.4,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,1,2014,6.75,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,3,2014,8.8,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,10,2014,9.5,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,11,2014,10.4,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,1,2015,9.56,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,2,2015,9.56,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,3,2015,9.56,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,4,2015,10.4,WFP
79,Ethiopia,1237,Tigray,458,Alamata,84,Wheat,47,ETB,15,Retail,5,KG,5,2015,10.48,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,6,2011,5.2,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,7,2011,6.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,9,2011,6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,10,2011,6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,11,2011,6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,1,2012,5.74,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,2,2012,5.6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,3,2012,5.6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,4,2012,5.6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,5,2012,6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,6,2012,6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,7,2012,6.4,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,8,2012,6.6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,9,2012,6.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,10,2012,6.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,11,2012,7.1,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,12,2012,7.1,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,1,2013,6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,2,2013,6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,3,2013,6.2,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,5,2013,8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,6,2013,8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,7,2013,7.6,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,8,2013,7.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,9,2013,7.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,10,2013,10,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,11,2013,10,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,12,2013,9,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,1,2014,8.9,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,2,2014,8.9,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,3,2014,9.4,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,4,2014,8,Government
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,5,2014,8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,6,2014,8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,7,2014,8.9,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,8,2014,8.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,10,2014,8.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,11,2014,8.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,1,2015,8.3,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,2,2015,8.3,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,3,2015,8.3,WFP
79,Ethiopia,1237,Tigray,459,Korem,65,Sorghum,47,ETB,15,Retail,5,KG,5,2015,5.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,9,2006,1.88,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,10,2006,1.7,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,11,2006,1.69,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,12,2006,1.56,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,1,2007,1.6,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,2,2007,1.64,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,3,2007,1.64,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,4,2007,1.64,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,5,2007,1.85,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,6,2007,1.84,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,7,2007,1.89,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,8,2007,1.82,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,9,2007,1.9,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,10,2007,2.08,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,11,2007,2.39,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,12,2007,2.59,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,1,2008,2.4,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,2,2008,2.97,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,3,2008,3.23,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,4,2008,3.67,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,5,2008,5.15,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,6,2008,5.2,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,7,2008,6.12,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,8,2008,6.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,9,2008,6.6,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,10,2008,6.8,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,11,2008,6.43,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,12,2008,5.4,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,1,2009,4.4,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,2,2009,4.35,WFP
79,Ethiopia,1237,Tigray,459,Korem,67,Maize (white),47,ETB,15,Retail,5,KG,3,2009,4.2,WFP
