"FNID","weights","X2006.01.01","X2006.02.01","X2006.03.01","X2006.04.01","X2006.05.01","X2006.06.01","X2006.07.01","X2006.08.01","X2006.09.01","X2006.10.01","X2006.11.01","X2006.12.01","X2007.01.01","X2007.02.01","X2007.03.01","X2007.04.01","X2007.05.01","X2007.06.01","X2007.07.01","X2007.08.01","X2007.09.01","X2007.10.01","X2007.11.01","X2007.12.01","X2008.01.01","X2008.02.01","X2008.03.01","X2008.04.01","X2008.05.01","X2008.06.01","X2008.07.01","X2008.08.01","X2008.09.01","X2008.10.01","X2008.11.01","X2008.12.01","X2009.01.01","X2009.02.01","X2009.03.01","X2009.04.01","X2009.05.01","X2009.06.01","X2009.07.01","X2009.08.01","X2009.09.01","X2009.10.01","X2009.11.01","X2009.12.01","X2010.01.01","X2010.02.01","X2010.03.01","X2010.04.01","X2010.05.01","X2010.06.01","X2010.07.01","X2010.08.01","X2010.09.01","X2010.10.01","X2010.11.01","X2010.12.01","X2011.01.01","X2011.02.01","X2011.03.01","X2011.04.01","X2011.05.01","X2011.06.01","X2011.07.01","X2011.08.01","X2011.09.01","X2011.10.01","X2011.11.01","X2011.12.01","X2012.01.01","X2012.02.01","X2012.03.01","X2012.04.01","X2012.05.01","X2012.06.01","X2012.07.01","X2012.08.01","X2012.09.01","X2012.10.01","X2012.11.01","X2012.12.01","X2013.01.01","X2013.02.01","X2013.03.01","X2013.04.01","X2013.05.01","X2013.06.01","X2013.07.01","X2013.08.01","X2013.09.01","X2013.10.01","X2013.11.01","X2013.12.01","X2014.01.01","X2014.02.01","X2014.03.01","X2014.04.01","X2014.05.01","X2014.06.01","X2014.07.01","X2014.08.01","X2014.09.01","X2014.11.01","X2014.12.01","X2015.01.01","X2015.02.01","X2015.03.01","X2015.04.01","X2015.05.01","X2015.06.01","X2015.07.01","X2015.08.01","X2015.09.01","X2015.10.01","X2015.11.01","X2015.12.01","X2016.01.01","X2016.02.01","X2016.03.01","X2016.04.01","X2016.05.01","X2016.06.01","X2016.07.01","X2016.08.01","X2016.09.01","X2016.10.01","X2016.11.01","X2016.12.01"
"TZ2009L111",1,73601.2714228587,68763.3002177864,64387.6014528899,58832.1349316363,57794.5837780611,50355.6514677521,51763.7511797145,50257.4184696084,49041.3993074697,50362.4817307058,50953.1154991731,51628.5390084065,58753.1688423366,52401.3622601991,50044.1855733189,53636.4066923929,50690.9377949286,54597.3544156555,48487.0878224925,54684.442238148,54141.5399889745,52106.5744928343,54100.0789360537,66811.7077894158,93729.990071666,85089.6544707832,89035.2812403549,87074.0177728775,80954.452166482,100997.045364237,93448.4959146877,98019.2498621808,96850.4443219385,97829.1570509904,98602.8051823584,109350.444321938,120000,115090.622050714,130000,113158.223202864,109732.605581321,112121.092737649,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115166.806704792,123778.131531693,126970.335846192,113990.315028447,121331.194459758,87273.4448732153,119770.866875135,119040.026578498,132216.171284011,127147.650948232,132899.475969953,NA,142666.272118687,172847.382685449,147272.775593604,157131.743833015,180788.803579106,156174.827480701,140609.152079598,126307.946926677,124734.970582962,129895.755347295,137038.78712519,144941.648217718,153716.930195694,132307.365978701,129766.693342084,138978.176449844,128557.698119094,145468.272308868,111046.066050138,114948.825220672,124867.176381519,124872.09440463,131842.42354603,142665.991727441,139512.926745897,139968.83897045,157686.451247241,150603.742692996,154087.213089237,145689.659557605,141066.660550438,137072.487557826,143908.556232193,150644.761051761,152929.416620727,163021.784609923,162223.84877613,156301.530158764,163586.305092887,173336.006925303,176894.057086493,158113.565648232,157003.159997734,156412.556965266,162176.183198012,177293.713006118,168607.989022545,176253.589816812,150860.602884408,143996.053237814,137702.951564716,142542.0798726,141341.664163888,141589.721510142,135778.690602426,143115.791030156,157470.700734233,155352.854912072,160474.342396306
"TZ2009L112",1,72524.649550672,59689.6972480268,45648.6875571151,49366.1577359473,51630.9220962958,57850.8685851404,58559.7258890967,53481.2364572583,52548.4577223116,53512.0015810646,50989.8224569022,50877.7379116095,54877.9920745091,53239.149276858,49500.1532396035,49449.6486231231,48007.1017239124,48535.9048941088,47971.5033090106,52068.1056866579,50852.7397662689,58891.276084713,56605.1730533308,64544.3223301888,90634.5891819411,80305.6327721413,85890.8798101662,74173.8916984026,72127.4874580287,83683.7047849383,85620.8965715981,87338.9960372545,88412.2484529158,92356.288607392,98928.2186441959,105474.134733346,120000,104898.071329418,120983.778086254,99915.5191599925,98772.4231006269,101514.543192145,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102857.907255622,106372.428260189,106283.088508038,159005.429263812,122768.232601934,120000,99543.7410939067,112829.446014499,125638.32374508,116152.997237303,124213.421759673,NA,141716.932515822,158201.136003983,125992.655241144,121905.937289268,156709.643470413,129523.202120187,116158.186103031,107533.593124518,108804.828264223,114354.20871804,119987.450465682,120046.761707094,130967.416108442,108820.294464684,113600.894940222,120353.064372801,123654.812608266,115531.800855818,112355.165835285,111466.438926297,113542.358965021,126971.99567974,128485.039627455,137769.981980163,136592.237721102,136676.825726452,150189.105569153,129576.829601945,135079.006483416,127288.606350477,123783.387325265,123757.623626434,130515.84862514,130920.625637183,145026.303785347,156582.138608838,156017.371210772,147768.433189725,153590.18256997,168051.155884795,175866.235822816,134195.040271981,127517.633611342,135425.99218193,147323.495636946,170569.794873774,162873.442110506,164169.698606418,137966.07153286,129929.034454577,111885.70533186,121445.492963254,116711.600220893,126690.799851978,135864.161799537,142867.803131612,164282.690338496,163492.483152852,157657.997989251
"TZ2009L113",1,71989.5303006629,69534.1217677127,68215.8105994516,60957.5530527888,58983.4134309893,49046.7374555692,50626.9283593307,49885.3895660068,49031.3897245207,50237.0126592352,50967.5945587148,51957.183757091,59529.4032897597,51752.9127737913,49734.7538858911,53166.0216819488,50378.0502103016,55053.410113914,47713.7614656174,54393.0909637201,54309.8688499794,51317.7385266299,53304.331175451,66596.4711441375,92475.7001825852,84604.8135879769,86789.2252618843,87073.9757930789,81856.4907646264,104537.79448401,94893.0688867181,100322.497356925,98904.6818789234,99785.1978419825,99674.0082255106,111434.535530615,120000,117977.162191154,129940.996523798,115318.134147465,112066.039595466,113282.198590017,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119212.88335435,128858.239873992,131396.659144441,112647.117066402,121076.91635448,80104.5080297779,122745.202381975,121665.52803371,134553.015792801,131602.281516735,136229.895898831,NA,143868.884606587,169749.565330545,148774.252072169,163411.747764408,181182.322023028,161115.851831829,145966.218737019,131274.153066809,128941.926894308,133380.128379244,140319.948012721,151282.89602118,159764.587936663,140160.01631651,135154.300679149,143020.282660211,130990.177482628,152772.648279469,111243.587722141,115926.569998895,127254.127981621,125571.410428496,132941.102080516,143921.628181092,141075.9281835,141604.06413887,160076.448732201,153647.940991712,156099.659717816,148403.825024062,143911.544245991,139050.829278537,145179.825459459,153642.217109653,153668.744373093,163191.432241661,162402.932765047,157338.387746224,164791.310292593,173631.02495296,177502.554400316,162292.292636475,162780.285934591,160699.806693835,165939.715701219,178866.294105014,170286.822091325,177989.594497542,152537.026254129,146696.708511884,140437.458193263,144789.079798317,145437.473834938,143422.16422644,135354.826919213,141255.629885188,158456.41423262,155963.546198906,161476.151355289
"TZ2009L114",1,71005.9095955309,61385.3418778924,50133.8466726886,53496.569239185,54269.5020919931,56236.8273581226,56041.9845513702,52434.4426605779,52075.7415393133,54232.2155357444,52931.2323291578,51995.9076853578,55444.7629546215,52989.0182529469,49236.2055715192,49922.5470490273,48068.3700150566,49078.5303618954,48942.264994108,52651.4056165891,52226.0753275772,59415.6170574025,58513.8348875108,66281.6129260423,90945.862337777,81353.0181660675,84869.8390016744,75727.1690128904,72939.6100411889,85003.0386257685,86585.5627304053,91252.2234891133,92094.6598969602,95308.8686103527,99216.5719107369,102831.557604743,116427.443554761,103937.550465586,118117.360523933,99876.1004822492,97605.1966588077,102282.956166455,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105980.332676591,108838.122716136,108611.978417034,139163.159976089,113325.970425878,110291.473503222,106145.760799389,114799.500002325,126210.069736789,117601.46576835,125791.378601639,NA,137947.315267752,153326.378073264,126347.247141525,123126.75215492,153581.460529045,130171.556147425,117423.880580084,111133.572472289,113055.304813215,119700.625947958,121588.252622612,125078.322528078,133181.709427034,114611.809152356,115946.134119257,122671.563027086,124154.394560315,118338.845821088,115350.998003024,115239.674488413,118072.846561637,128594.143582857,130339.431693894,138067.420632438,136891.635115114,136877.477103662,147538.946797797,131982.928511725,138377.251100931,131502.519597485,128159.914312977,128841.990215665,134673.836712275,134321.483816484,145817.079796729,155860.544980699,155960.49975079,150897.546450963,157197.745949569,169276.242778804,176400.875033725,143368.227837676,135382.703501875,141214.914198214,154476.663927717,170133.117995954,164786.816566016,168470.860855884,142377.360572626,134165.330876303,121040.704525922,129803.293691613,126104.437341817,134449.000040254,140669.041756981,147077.717331732,163680.37609607,163527.771769263,160969.928610396
"TZ2009L115",1,55281.25,48333.33,43066.67,49850,50125,60958.33,61843.75,56600,59625,58780,51200,52410,54200,48900,45500,36500,39600,40400,39700,44000,45700,65400,54300,57900,72600,66000,58500,47800,62500,81333.33,83100,87000,90333,99423,109591,117000,120000,111000,102000,93000,98142.86,90666.67,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115455,118200,105300,238500,123333,120000,85950,124636,134000,135250,137538,NA,151000,99346,96500,108500,111154,121150,116167,115500,115500,115100,115750,128333.33,140900,134090.91,130833.25,120000,136333.4,122500,116875,113472.17,112666.8,137791.8,131875,139479.2,145208.5,145208,157167,115000,115000,115000,115000,115000,115000,118571,135769,145000,145000,140000,144400,160000,179444,124295,121154,132533,152083,171500,166818,155667,127250,126375,84625,99286,104583,113333,132083,125000,187409,185833,161250
"TZ2009L116",1,55281.25,48333.33,43066.67,49850,50125,60958.33,61843.75,56600,59625,58780,51200,52410,54200,48900,45500,36500,39600,40400,39700,44000,45700,65400,54300,57900,72600,66000,58500,47800,62500,81333.33,83100,87000,90333,99423,109591,117000,120000,111000,102000,93000,98142.86,90666.67,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115455,118200,105300,238500,123333,120000,85950,124636,134000,135250,137538,NA,151000,99346,96500,108500,111154,121150,116167,115500,115500,115100,115750,128333.33,140900,134090.91,130833.25,120000,136333.4,122500,116875,113472.17,112666.8,137791.8,131875,139479.2,145208.5,145208,157167,115000,115000,115000,115000,115000,115000,118571,135769,145000,145000,140000,144400,160000,179444,124295,121154,132533,152083,171500,166818,155667,127250,126375,84625,99286,104583,113333,132083,125000,187409,185833,161250
"TZ2009L117",0.999999999999999,68550.83700653,58740.717883917,55081.833624729,55165.8887319525,54162.3617078953,56361.6289769007,64355.2668551035,60684.6137170105,52177.6980414228,57733.3567991015,54554.3988457853,59627.9349787974,59615.633141744,52049.5928417384,51292.0872277099,44042.0905039543,42245.9972275211,49547.536592728,51060.4547473315,51728.9847079945,53184.4195443606,73115.4583149737,61948.8243880516,70314.6406791071,94576.2001259428,83563.2982353041,75713.0865757367,74624.9722227811,76876.2163122946,87740.0607276019,85921.1066411978,46862.7295011284,96614.1297636169,102241.684786709,109510.609804436,115457.515845605,116312.986382944,110253.229682034,102852.739107915,92771.8053126814,91487.1092095833,95846.3949513609,105000,99999.9999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111216.939854003,131567.139140696,134739.73198445,101368.830305212,74548.7809021315,131144.802901039,121339.644945729,126602.688381925,124619.910410126,139306.489337396,145399.517265451,NA,155590.230302078,143349.452954527,144160.510175347,139772.051372643,144057.657237326,147441.857453145,148219.286698363,139560.83199291,142780.814362812,145306.926944232,150922.005339172,138067.780280322,144404.758142372,139678.407577422,119770.306226465,114078.907266888,115395.784590714,115593.457482911,112329.200770397,111137.333727442,115177.564109647,138012.413460616,138597.184696704,140525.037494073,142980.003094088,142896.468913795,148257.097916509,138272.658519555,138700.079092773,138644.164460642,134389.400617544,134156.26504706,135116.048098127,137470.447941572,153127.717256329,159367.332680719,161038.609431729,158255.238557102,162368.092490239,170505.46151093,184344.278231515,164171.237730549,164257.163234757,163260.614257363,179061.656909791,185210.55952235,182407.447391774,178751.729876014,172464.447979247,162913.930054899,158874.582693093,152447.450483689,153349.377000864,155926.690200225,160702.571258663,162668.275077184,180499.746986632,182658.937420632,181593.153102838
"TZ2009L118",1,55336.4135728043,48510.1960576615,43335.6824373343,50067.8328230979,50272.7381247668,60839.5292654522,61673.4423775393,56525.6129474228,59543.6355851806,58772.0790932058,51266.1149492338,52451.8435407317,54234.2098504381,48897.678231185,45493.2075926274,36610.5732703744,39651.3258938762,40465.5472477184,39815.0162023682,44067.7292941505,45786.8502043865,65358.9879915017,54431.2549087588,58087.1607219488,72833.6631634978,66239.417820501,58680.8319546008,48066.2970649742,62614.2219850121,81404.3533494495,83201.0909137174,87362.6251995694,90477.2258834639,99495.0439600222,109507.955528442,116755.713064732,119780.273275453,110877.780428299,101982.289155278,93119.9608378242,98113.9659873445,90920.875462101,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115467.146349161,118200.640629983,105370.533253648,236290.379519011,122364.614439899,119127.959561953,86407.0401449959,124609.882633385,133926.711631614,135133.102807179,137515.57382477,NA,150588.883682158,99494.00424281,96673.6133644549,108625.353451648,111295.217255732,121258.260464136,116241.507353588,115646.527093503,115754.615907984,115483.255705388,115699.67806966,128484.057694074,140964.786801834,134322.441784058,130936.956821682,120180.895130599,136255.114901127,122589.988086152,117038.78034789,113732.645201991,113019.932612887,137891.449415707,132018.434622317,139537.182293137,145208.854116774,145199.218304916,156976.831039877,115222.999199413,115329.519785266,115332.348859237,115351.535102449,115381.906538209,115362.648587076,118829.600296538,135927.424800704,144918.203136643,145012.459961797,140180.271964486,144633.380490514,160088.786295495,179443.19679768,124914.215185691,121585.642565866,132785.972656239,152223.842003953,171681.911666082,167091.772858764,156036.951105816,127574.754733485,126696.390152485,85349.3517154877,99914.0538434275,105227.51165469,113876.163997933,132358.507270443,125376.052583148,187173.633450273,185624.078189419,161431.643687037
"TZ2009L119",1,55281.25,48333.33,43066.67,49850,50125,60958.33,61843.75,56600,59625,58780,51200,52410,54200,48900,45500,36500,39600,40400,39700,44000,45700,65400,54300,57900,72600,66000,58500,47800,62500,81333.33,83100,87000,90333,99423,109591,117000,120000,111000,102000,93000,98142.86,90666.67,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115455,118200,105300,238500,123333,120000,85950,124636,134000,135250,137538,NA,151000,99346,96500,108500,111154,121150,116167,115500,115500,115100,115750,128333.33,140900,134090.91,130833.25,120000,136333.4,122500,116875,113472.17,112666.8,137791.8,131875,139479.2,145208.5,145208,157167,115000,115000,115000,115000,115000,115000,118571,135769,145000,145000,140000,144400,160000,179444,124295,121154,132533,152083,171500,166818,155667,127250,126375,84625,99286,104583,113333,132083,125000,187409,185833,161250
"TZ2009L120",1,62553.7479688509,64580.5828632431,70106.5831610836,71750.9277204129,65724.3527809784,50775.5964872215,51602.1478999451,51687.8498138046,55246.3770110192,62938.7886449809,62762.5123676342,62388.6200365077,61486.4183028583,53126.7775144728,49769.2444895716,51439.4240953789,49069.2444895716,51543.6396223476,52790.9455352389,56432.789099514,60885.7948920345,68028.5735725453,71918.0347551235,79565.0289626029,96393.0532987232,92775.5677800247,71575.0185435997,72248.7902655519,72700,86643.8325622529,90200.108365433,99748.6269089375,100606.946701277,103359.581405632,101314.01216806,95000,1e+05,1e+05,1e+05,97131.3201946187,90862.6057417525,104138.361877698,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129756.755429525,112458.623993843,114712.179022788,60116.5662069865,35812.6465809061,42318.2870777821,121393.975337783,123138.173521777,126578.307254948,127127.245072591,139619.824120206,NA,118180.736100947,113421.62669525,113863.323149022,126567.074985318,129753.145935818,133953.07289287,126134.4218615,129680.718423229,141769.370650901,153063.23290453,119223.371264184,145814.90207975,171846.222447858,135105.557023491,134597.833990928,135961.921179663,133392.230859392,131826.025712516,132087.724507259,129658.649738437,134651.886439423,136163.38734193,146418.191744995,144862.662787858,145274.938280599,144724.929791243,144679.939159699,136361.436846458,141517.888796515,138618.264782228,138773.26967428,141357.879292124,139968.568770044,141589.477659671,148298.203941928,139932.639463623,145741.543267886,152988.337675098,159034.463832104,165222.376121648,176229.647605513,173492.952326425,157961.117847744,155329.820394193,162568.814151438,181924.326531645,184392.042720995,180941.538932912,159197.745237677,157982.4208196,151675.92875799,152720.298636883,158575.330249012,155151.304262031,152315.928882127,159250.648064394,164259.960211394,164797.567453928,177451.972538179
"TZ2009L121",1,76428.57,55833.33,50020.83,50545.45,50884.62,55000,70000,64250,46250,55714.29,53900,59937.5,59700,50800,50800,41900,38100,50600,53400,54000,55200,81700,64400,74600,102000,84800,80500,86700,86100,93072.22,87754.55,11000,1e+05,105000,108182,120000,120000,1e+05,1e+05,91500,90625,95000,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,138500,149666.6,42500,43875,150000,140000,132500,122000,147500,156667,NA,161615,163077,167500,155455,160000,160000,165000,155500,161250,164000,170000,140000,140000,140000,105000,105000,104700,106666.7,107083.2,105000,111666.8,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,157885,164091,165000,162083,168636,170833,184444,184036,185500,171917,191042,193885,188864,187056,186750,175883,187222,170720,169021,169611,170417,175833,178550,179806,188433
"TZ2009L122",0.999999999999999,59892.0864902267,64030.5359639303,67244.1770848021,69479.4074577683,63396.3863308706,50321.2379607862,46574.5010118994,49961.2385381305,52442.3770203343,58171.4271416097,57156.6126988421,56212.1702207382,57262.7177929536,48597.9128567773,44807.2217022862,46202.4823004835,44049.4467778491,46139.0891688557,49892.6737918855,49938.572591282,53421.7857139216,61844.5390444496,66074.0587131632,74614.9383359685,93270.1937054076,87261.1268872748,74230.9002565881,71243.2378906806,72592.3458859385,87674.9506362499,92143.2476109341,119638.735944737,103364.323914523,106055.750563155,102313.561088945,95218.5443155904,100195.103056972,100101.858518513,100005.855416601,103643.446308961,95511.0872260716,113312.965114969,105000,99999.9999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116793.938915538,118485.639208629,111636.022226235,41093.1078752435,36123.0228835543,41534.9589946855,126824.041666625,122523.750463276,127561.634737215,125104.892283955,135777.148019901,NA,114154.522666905,111478.128937989,111543.999078313,119522.398720954,122957.913301219,130727.862248945,122872.213739388,128857.71944929,138558.949920748,149618.932215136,111142.987481077,142074.90933907,146904.410799043,155436.386184053,140518.000272005,136282.482174767,129542.234943428,130744.344833408,131718.586709643,136980.705667582,144447.29270532,146980.627606628,144860.282826738,144730.657271748,145412.023831013,144586.984945386,140181.782756744,134799.724636552,144274.545060306,144682.575721578,146464.821917219,149198.713488155,147345.367049203,141612.620074982,149841.3602792,137397.168099886,145893.487255664,156073.58741329,165236.140363735,167823.848992098,179427.142418734,179852.635195409,159900.213849704,155252.055486578,164875.400454549,187899.901771176,191544.184558544,188807.030654041,156289.250604094,155266.30181674,149330.622711297,155410.648113774,162373.718061743,161964.587695187,156814.926508373,158498.831950525,166670.228389321,167464.154048033,177663.186698709
"TZ2009L123",1,76386.4935321963,55854.6934994346,50065.4614051365,50594.3274117245,50916.9385784212,54987.7649244758,69939.7628456186,64213.3404027799,46265.6106007149,55720.5519200642,53908.4829741213,59928.0843179944,59693.8718273049,50794.3825083628,50784.6795682622,41911.2349832744,38115.3204317378,50588.7650167256,53391.3184220152,53989.7863788414,55195.6592110076,81649.1872347362,64404.5961295213,74600.5106810579,101978.296055038,84806.894194282,80484.4242277332,86661.1882395975,86065.7843691188,93058.6302152994,87766.0287058093,11278.3211765705,100008.936918514,105002.872580951,108166.853199822,119936.164867759,119948.931894207,1e+05,1e+05,91531.350148397,90637.447850787,95047.4507731211,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110017.409117265,138448.931894207,149569.65588273,42491.0630814863,43852.8492091124,149720.721296446,139967.502810879,132474.465947104,122014.043729093,147442.548380983,156613.638936257,NA,161492.829770512,162945.596656985,167357.519984838,155363.53957593,159905.720616491,159925.524827917,164892.626754165,155432.334759825,161192.707968814,163964.252325945,169849.56102055,140005.674228303,140017.873837027,140040.042042139,105090.965063443,105080.325661953,104763.239678127,106728.407124273,107146.50351326,105082.276259322,111751.381550219,140018.086280348,140012.767026448,140012.235407467,140013.831285773,140011.702256442,140000,139987.232973552,140011.703022464,140012.767026448,140017.409117265,140024.469282891,140019.640793488,140004.741673623,157864.866399291,164022.63768018,164951.252939615,162068.105986946,168627.877617774,170825.554270175,184431.232973552,184026.856255658,185435.68738097,171875.08074536,190975.504219447,193870.169822078,188871.542759226,187061.390238566,186672.991594529,175831.096930678,187126.957148309,170682.413874137,169005.625946751,169592.842734985,170382.952893868,175789.67126564,178519.124223238,179773.998171505,188405.995185657
"TZ2009L124",1,61106.2471238512,63838.4047014345,66984.4642066039,69018.1522225572,63207.451226018,50519.4038348036,48258.4572516825,50837.5423676799,52444.3393738147,58677.861576917,57792.3047838085,57244.4938846824,57972.5721507043,49307.7960863241,45753.5110781192,46763.9270071262,44462.6030717468,47124.3029865682,50537.0176347587,51048.837740679,54561.7830994904,63604.7474076867,66868.580159241,75421.1651667245,94301.6752581848,88065.6679356526,74326.2772967134,72347.6427600022,73359.8472737825,87865.5932263634,91757.174640167,111950.77766642,102944.536411137,105703.389104962,102418.156417904,96231.0583466091,100984.846677287,1e+05,1e+05,102293.029500131,94645.832139811,111417.484293432,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118195.69314467,118684.811534817,113968.45475407,41968.7301577715,35708.3075705802,46235.1154683183,127121.171576563,123076.93409313,127107.111098067,126389.655026902,137308.015453768,NA,116709.277185888,114388.353297228,114734.202419239,122317.665559012,125779.269866206,132682.429864556,125441.521995323,130395.066652191,140308.941361868,151095.044295635,115062.207232312,142588.55714864,149945.589037615,152184.778779891,138072.588486412,134843.445519922,128767.053996923,129774.742890492,130682.364158797,134633.868558747,141817.859693141,145288.339800327,144941.593763348,144565.224658767,145131.277948606,144376.117575697,140619.745532899,135426.501278892,143951.66752629,143908.680785816,145416.93446476,148021.891038356,146290.445012821,141730.130077733,150162.913790557,138982.611199731,146826.909773827,156105.301701302,164761.394065287,167703.752435806,179264.547901125,179709.380806626,161241.816362508,156285.875193855,165960.416688205,187548.225657032,190689.148470361,187973.784684589,158421.218508414,156878.270077118,152054.834660481,156290.529485028,162710.546861093,161877.003996049,157108.313211836,159750.795412462,166762.360726436,167562.34258772,178324.150764102
"TZ2009L125",1,56720.2296260425,53223.6785650632,50597.3932270676,55964.2186520197,54260.2213717451,57645.0168048286,57086.5534752573,54532.7576312687,57386.9386136847,58590.9623830703,53056.1396269977,53593.5462948333,55155.4670609331,48807.5354457162,45284.2493733377,39520.5087732725,40986.9683142578,42187.6480494878,42874.6163637456,45849.291085677,48104.0784113802,64290.4253485938,57967.7606532595,63108.8365579903,79041.697281775,72626.6263903427,63400.6213770442,55104.6997884243,65643.794845651,83311.0451051219,85920.1689056575,97171.1009712237,94391.2692875183,101488.658142701,107328.392356674,110219.266019184,113835.696381077,107609.633009592,101383.569638108,96321.8754128981,97328.2904268846,97729.932508582,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115875.09729163,118292.464554284,107272.577158056,177011.071401238,96169.0714576709,95535.4200123974,98686.3759222387,123977.652373499,131996.60132385,132090.794395302,136992.767344906,NA,139524.840598193,103127.492055029,101184.870750382,111932.284255017,114828.849602421,124134.447597102,118257.315357177,119660.904942773,122685.266405808,125856.709815021,114311.559750524,132614.096744492,142780.112603772,140745.556232443,133851.21599803,125072.682501807,134217.009638515,125068.449567379,121498.227714193,120792.280547472,122568.212687896,140655.550532243,135920.324249919,141116.623970295,145272.701222191,145015.365511909,151875.869988697,121164.303618923,124118.022162485,124246.455428385,124806.790627345,125659.005602662,125076.170695492,125748.098703513,140155.210240045,142632.290979971,145280.16759948,145008.496690375,150889.470634822,162440.139587551,179444,141604.364561937,133223.398270671,139611.778060791,156064.215492282,176609.283054545,174523.379523654,165992.208561697,136293.310802624,135369.02719519,104774.567454356,116766.115772181,122588.006225333,128487.015801581,139788.379523654,135437.398887561,180951.583743997,180112.526241639,166368.529509973
"TZ2009L126",1,55747.1217845404,65792.7754941151,67670.3107270336,71395.0061014236,68751.0041348175,54900.6904378464,81848.6894802636,53308.7537412332,56209.1016244729,62823.8340166969,68490.9327866425,70614.4007517554,62897.2936984522,53895.164152876,52913.2985795911,55788.8309659851,55705.7564309192,60105.7564309192,65371.3287450794,65610.5922780432,70848.3584712403,78729.9356665394,78293.3784351233,73163.1543905982,86220.2639722913,77561.9454288172,71203.626885343,76607.5421486719,75103.626885343,91624.323424613,88688.8309659851,92530.2240445252,105762.810562775,108926.285162284,110013.758871489,86646.5173036499,89939.5519109497,106706.9653927,99341.39307854,85759.0672133576,84382.5560111313,86834.1016244729,105000,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103434.473611508,133091.104700554,123518.422804701,69721.1485331068,130164.651730365,136081.47437305,126601.181236862,128841.350378282,129038.178462429,127607.095498599,129841.002219935,NA,132528.347717078,116414.456301062,124411.085738263,118900.282721714,123014.313777506,138419.975594305,151902.507309089,150885.25953048,129461.498999379,133551.064772788,142022.55191095,140880.645164963,140853.48269635,129012.08961781,131797.637526276,132141.262752007,146278.924728104,146218.563403752,156114.425623129,152573.119444342,148474.378874451,148474.378874451,140509.565602109,140060.44808905,138713.010201605,138713.010201605,130000,128293.318438011,149226.083263336,145823.258651825,143658.649621718,145685.939108701,146646.51730365,149041.574645383,156767.413481751,163908.527841061,154695.769967281,154280.430130292,161713.923364053,176646.51730365,176646.51730365,173589.407721957,172265.208409224,173704.663933212,203202.362473724,175028.196858573,179177.872215617,192590.672133576,183460.946100102,141875.904060132,156646.51730365,159390.603041913,158293.0346073,173772.668033394,175030.224044525,164734.887977737,179731.14462832,191767.413481751,181078.522735404
