"FNID","weights","X2010.01.01","X2010.02.01","X2010.03.01","X2010.04.01","X2010.05.01","X2010.06.01","X2010.07.01","X2010.08.01","X2010.09.01","X2010.10.01","X2010.11.01","X2010.12.01","X2011.01.01","X2011.02.01","X2011.03.01","X2011.04.01","X2011.05.01","X2011.06.01","X2011.07.01","X2011.08.01","X2011.09.01","X2011.10.01","X2011.11.01","X2011.12.01","X2012.01.01","X2012.02.01","X2012.03.01","X2012.04.01","X2012.05.01","X2012.06.01","X2012.07.01","X2012.08.01","X2012.09.01","X2012.10.01","X2012.11.01","X2012.12.01","X2013.01.01","X2013.02.01","X2013.03.01","X2013.04.01","X2013.05.01","X2013.06.01","X2013.07.01","X2013.08.01","X2013.09.01","X2013.10.01","X2013.11.01","X2013.12.01","X2014.01.01","X2014.02.01","X2014.03.01","X2014.04.01","X2014.05.01","X2014.06.01","X2014.07.01","X2014.08.01","X2014.09.01","X2014.10.01","X2014.11.01","X2014.12.01","X2015.01.01","X2015.02.01","X2015.03.01","X2015.04.01","X2015.05.01","X2015.06.01","X2015.07.01","X2015.08.01","X2015.09.01","X2015.10.01","X2015.11.01","X2015.12.01","X2016.01.01","X2016.02.01","X2016.03.01","X2016.04.01","X2016.05.01","X2016.06.01","X2016.07.01","X2016.08.01","X2016.09.01","X2016.10.01","X2016.11.01","X2016.12.01"
"UG2011L129",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639.412543124925,848.472435378598,746.886042095566,800.498233264709,992.657689820159,893.772084191132,875.003533470581,824.80256211399,800,827.95317803661,628.768550720551,601.875441683822,1103.35158727921,655.169170121359,700,895.329063143349,990.658126286699,920.983655959467,806.460688400689,931.599380599191,1068.86042095566,849.433743948413,1209.51854724236,1021.9743788601,1127.5970408923,1296.39302035214,1046.88604209557,743.705038325948,800.734321093843,859.341873713301,1000,1080.81801930869,1075.08833676453,1168.86042095566,1353.2906314335,1288.81801930869,1234.43021047783,1000,1000,906.227915808867,1035.46819852195,809.386042095566,864.101147334482,1000,978.202294668964,1006.22791580887,1000,1006.22791580887,1481.3162525734,1481.3162525734,1481.3162525734,1475.08833676453,1375.08833676453,1478.20229466896,1375.08833676453,1421.9743788601,1475.08833676453,1521.9743788601,1575.08833676453,1512.6325051468,1328.20229466896,993.772084191132,1281.3162525734,1410.98718943005,1340.6581262867,1293.77208419113,1317.21510523892,2168.6656296944,1340.6581262867
"UG2011L130",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.909814223161,824.719898754941,739.3852394774,801.698361683616,1097.81894252685,878.7704789548,872.603276632768,831.55328447034,800,774.847495499993,616.167202322032,601.575409579096,1034.34420319208,667.620502467516,700,884.0778592161,968.155718432201,889.630301015533,790.70900290254,906.546699854517,993.852394774002,809.529474019769,1112.0081132062,954.467155296601,1133.85271027585,1275.66080191553,1039.3852394774,816.702849405942,832.612732221049,881.8442815678,1000,1034.61307518079,1015.0819158192,1093.852394774,1240.778592161,1242.61307518079,1196.926197387,1000,1000,921.2295210452,1000.46445797104,801.8852394774,837.848338170901,1000,925.696676341801,1021.2295210452,1000,1021.2295210452,1436.3114368644,1436.3114368644,1436.3114368644,1415.0819158192,1315.0819158192,1425.6966763418,1315.0819158192,1354.4671552966,1415.0819158192,1454.4671552966,1515.0819158192,1422.6228737288,1275.6966763418,978.7704789548,1236.3114368644,1377.2335776483,1318.1557184322,1278.7704789548,1298.4630986935,2013.69904760309,1318.1557184322
"UG2011L131",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,858.3333,750,800,949,900,876,822,800,850,634,602,1132,650,700,900,1000,934,813,942,1100,866,1250,1050,1125,1305,1050,713.4,787.5,850,1000,1100,1100,1200,1400,1308,1250,1000,1000,900,1050,812.5,875,1000,1000,1000,1000,1000,1500,1500,1500,1500,1400,1500,1400,1450,1500,1550,1600,1550,1350,1000,1300,1425,1350,1300,1325,2233,1350
"UG2011L132",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.928269818655,857.335120139283,749.684785240781,800.050434361475,948.74152389744,899.369570481562,875.89913127705,822.283693283297,800,847.768279504729,633.470439204512,601.987391409631,1129.10002421518,650.523256500304,700,899.527177861171,999.054355722343,932.682402306464,812.33804900564,940.947182704208,1096.84785240781,864.323057480954,1245.90220813015,1047.16306716703,1121.12916275679,1299.4679809757,1047.16306716703,712.222357659557,786.317944652928,848.004690574143,997.730453733622,1098.05827708321,1097.47828192625,1196.84785240781,1395.27177861171,1303.48612464798,1246.21742288937,998.033059902473,998.108711444685,898.865226866811,1048.52899800045,812.184785240781,873.896748342733,998.108711444685,997.793496685466,997.951104065076,997.163067167028,997.478281926247,1495.58699337093,1495.58699337093,1495.79503511202,1496.53263764859,1395.58699337093,1495.58699337093,1394.95656385249,1446.3245959075,1496.21742288937,1545.27177861171,1596.05981550976,1546.21742288937,1347.79349668547,999.369570481562,1298.10871144469,1423.58153358351,1347.79349668547,1298.94718270421,1324.21196310195,2226.48766307453,1349.36957048156
"UG2011L133",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707.903115321457,835.815434686792,769.301038440486,722.795846238057,967.528996902866,784.193769357086,845.118338495223,809.261314629279,800,871.231142284534,733.593358352906,691.556818363854,1016.5797901259,709.447198396696,745.164429950737,941.690243031449,1045.16442995074,920.87529386047,807.981730005474,849.741036254478,974.543250136843,801.920552377587,1037.68857715466,1022.97854618332,970.591692476114,1207.33674549114,1022.97854618332,659.974725596736,637.916952086236,728.40345782494,868.752938604697,916.640134815386,932.853007105394,1006.98961559514,1129.7854618332,1073.29937256369,1307.90311532146,1226.98021206011,1244.35114665655,1054.40830752389,1107.90311532146,884.878894151821,836.397923119029,1000,864.8927309166,1038.60207688097,1000,1038.60207688097,1384.19376935709,1384.19376935709,1384.19376935709,1345.59169247611,1245.59169247611,1364.8927309166,1245.59169247611,1276.29065403563,1345.59169247611,1376.29065403563,1445.59169247611,1318.38753871417,1214.8927309166,961.397923119029,1184.19376935709,1338.14532701781,1292.09688467854,1261.39792311903,1276.74740389879,1834.24054581957,1292.09688467854
"UG2011L134",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753.722956830164,832.582340020191,849.399751852712,839.972664727089,1000.01834023572,822.20495215832,920.836383535485,912.625457088681,881.031791136655,886.411115014994,747.578052838558,751.404516302735,949.555110059537,755.192393687448,775.393744530235,955.881153374014,1069.88358273294,972.721878711447,893.145647325039,873.000523320952,948.195538890968,783.625977562614,902.095208077395,1018.87193134959,932.192320488198,1105.84164695482,1018.87193134959,676.041174783094,632.99353578006,739.62994570386,811.568942879675,933.607552311124,935.747425566201,924.592405272737,924.062713906235,894.382952103882,1172.21174468406,1159.28496422517,1421.50451959596,1318.40018603625,1352.25084511497,1169.04271122034,1132.57154397622,1259.3017316373,757.979767396285,1036.73592143211,1000,1036.73592143211,1389.79223570366,1713.91940025028,1551.85581797697,1515.11989654485,1447.53261299952,1533.48785726091,1447.53261299952,1462.95829405613,1558.5529365941,1584.67481408075,1582.70718009019,1475.4416954533,1432.1069319429,1287.3912431145,1416.68125088629,1561.13001284671,1586.61056594379,1522.56581020518,1546.48500896082,1853.51793160626,1602.81692417112
"UG2011L135",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918.403108294026,1025.96353499906,1020.56656573219,1113.57435464916,1126.01837127211,1034.81376407838,1065.67350795455,1091.35856014643,1165.62684967706,977.533298577535,885.021051046326,926.250248475353,1009.62117969098,967.637071269112,1158.20583386236,1081.16494921413,1153.32491906412,1145.46513269408,1173.09960067168,1075.4094739631,1075.93840076868,981.568577921141,981.568577921141,1038.8990984096,1046.82613539666,1037.46295649866,1038.8990984096,896.571279242531,866.431081464168,951.797685924114,951.367953749366,1205.54345722559,1119.29180872797,1109.54787398554,905.709982530601,865.184756935375,989.477117828724,992.573089386632,1588.12222875759,1725.02991902998,1795.54932853466,1501.51289787034,1740.58153412629,1628.73456676534,746.285322443053,1173.64074696094,1219.89148683176,1220.15625379073,1647.20958449062,2428.89911050822,2023.25395896267,2077.96206371164,2065.01124943545,2037.92196401993,2056.5538845573,2065.01124943545,2149.44564413225,2175.38094501132,2048.6260535971,2037.39243010199,2050.97202373773,2085.88989467184,2090.38334406988,2211.79152322421,2329.67925449271,2228.7062529805,2251.08743364705,2316.31864494895,2368.97516491555
"UG2011L136",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739.578857937275,843.202416726441,867.438816428825,921.404314820402,1001.74951374694,896.000678358251,963.534468644959,955.5562462075,909.473996395501,880.656101315757,700.496438535712,725.660170099863,986.281675430349,740.216043539941,762.42727743618,939.098810551082,1054.98304568129,997.771488099295,925.65789501382,929.326127404463,1004.43907122519,810.65566244095,965.333786121526,1031.53638899413,999.319157773548,1121.19949615615,1031.53638899413,709.569851147968,709.351545282408,807.046917552157,860.011610599319,1035.28160932296,1024.0183227421,996.427235747045,992.912729265601,954.102844858135,1094.35710601135,1017.03448611505,1356.1279812162,1330.45644819152,1407.79014910625,1231.00076232899,1256.67991484181,1350.3167884656,790.982664813026,1015.92964006665,1000,1015.92964006665,1452.21107980005,1890.10706538205,1671.15907259105,1655.2294325244,1599.0190310826,1663.19425255773,1599.0190310826,1619.15941177018,1713.90749459239,1748.49844280417,1711.4398339662,1651.475353112,1578.87865039503,1421.96634551535,1558.73826970745,1684.73810011789,1720.21192692383,1634.38714839895,1666.35213802184,2068.44681811151,1742.10672620293
"UG2011L137",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.441103715801,823.97806953224,807.131388998856,876.477805668054,982.925052666423,881.126587216677,921.164097768721,899.154559620189,860.832453732212,810.752612647039,649.014601137752,664.731328003535,977.897441095021,712.564368087484,757.5043399482,903.117217908685,995.938299257302,932.405793337332,864.362603472986,906.510548609078,976.153743898983,801.482202537853,1008.53633242447,965.482251179729,972.232280830293,1078.05012379448,965.482251179729,697.750297603259,731.390007313904,793.752930458297,874.510532240185,1033.63186268792,1006.43735284293,1021.25651930192,1057.77357100716,1004.26330891594,1051.25987507337,933.908339575129,1156.49958098153,1137.0959012308,1240.22601818525,1068.02272959985,1145.83847312244,1226.56802453304,842.425977627268,987.877152962255,969.093239181293,988.862427025268,1408.02801581896,1695.52150653416,1555.39124445131,1542.88174723141,1460.71364942252,1540.02808242017,1449.7533038909,1523.18726295178,1632.99127238607,1620.46317155868,1626.16036698059,1584.94616961091,1486.24049419071,1271.45592784027,1442.07127690336,1567.31596953072,1552.34391097666,1493.10209354459,1530.16724012975,2021.86176320876,1599.0155918784
"UG2011L138",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173.93581201064,1458.61677692611,1189.34664412376,1280.36941288452,1309.7724617147,1322.65730315074,1120.10797810977,1183.58445354798,1447.49799256583,1267.58943556452,1279.74766543945,1247.56869074849,1362.15574257124,1379.49219807891,1684.10049452688,1442.39797345184,1450.73553613016,1437.73011512206,1457.59046469369,1387.21514674592,1382.01421314376,1400.40539984115,1412.9533824983,1178.68684870265,1321.20776934863,1260.04324685869,1178.68684870265,1209.60127524076,1148.00608274955,1219.52972638529,1306.87428598635,1450.57605301571,1377.13472735132,1531.95526592594,1333.45477469713,1207.41621394915,1276.98981943154,1263.65018633297,1563.44364474882,1719.51980209633,1807.24434025697,1117.15306784138,1745.10032015599,1320.09769914367,786.106088841313,1543.2153155024,1705.19762280454,1692.62159972506,2009.56721766162,2400.29823881343,2157.49837107899,2349.55555564971,2315.60710889768,2211.50533331842,2287.14872294286,2319.14204566108,2293.89471903087,2307.73510066728,2244.34260158033,2241.13716679741,2272.03715991132,2386.25828159636,2397.71456294519,2554.82468237777,2610.75581024285,2604.61736549668,2571.77652991315,2635.0117358161,2633.82129700674
"UG2011L139",0.999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024.55333902703,1284.43792166724,1061.81313264354,1161.82514506546,1346.37079990278,1177.25816319883,1019.5287280346,1069.72093796979,1242.99860555614,1106.16491764205,1110.34217098166,1099.1004988163,1208.08072237697,1269.57079526676,1497.99596318421,1315.35320472113,1312.79584815604,1253.14340012114,1255.8111467921,1209.08253030336,1204.0390214875,1234.88682799195,1285.8825516029,1017.6757539438,1211.06590338189,1195.65623367081,1058.33929981012,1151.64094961763,1066.69624972174,1124.30376275944,1199.56150837814,1267.08004332711,1215.13447240328,1330.58485436032,1162.22526215265,1106.41988581098,1164.81601009897,1162.90059920243,1349.68031089283,1481.02674765139,1516.6409922779,960.896310759372,1677.85142029718,1358.40031430254,736.138731801694,1553.0090666631,1674.94520140612,1725.31925478989,1886.12761930285,2121.17163638549,1965.10056803581,1998.33018965909,1974.83471492807,1953.10428360388,1952.14324748392,2077.75831778727,2258.67025461645,2062.2508349999,2052.6913401079,2027.13707968437,2041.75943114465,2032.18505376562,2042.90911726052,2177.5014721427,2226.96857135739,2207.72722043766,2189.80700525723,2210.23419022735,2267.79927200374
"UG2011L140",0.999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.881586865834,914.282528067275,944.459625200001,1062.44517839373,1122.80831687506,977.497487554242,1015.91094622228,1040.27700214931,1017.99780667661,887.278100147495,759.635001410881,821.665564972177,946.035852858769,888.848986269843,954.058461405,1007.06665092696,1087.30257372175,1048.82696277037,1031.88149689407,984.57755200158,987.203670845672,871.61905066107,919.569432949413,959.133328091003,987.630313833747,1005.9822505824,977.108982366854,829.586626977269,802.943307428222,884.094866075836,884.24090745651,1088.90764895455,1045.19216100581,985.040545002079,838.482661056471,826.971253928495,924.846737184407,911.129743112915,1385.25507063746,1495.40062076108,1549.63548814853,1341.26111142948,1615.40629756875,1572.63288219824,693.095071846656,1144.10523583428,1160.22801506546,1195.55629552638,1536.39101300952,2154.70407867864,1838.75592434643,1809.31124457166,1785.6442774888,1814.86913042444,1775.60653101977,1854.04918746968,2047.90480022926,1951.25219672104,1877.16648984766,1856.9828756283,1847.84044934274,1783.89160576325,1810.72318784925,1921.97840101157,2008.62368406752,1914.26056419566,1947.98116849158,2045.21445646914,2067.83589570353
"UG2011L141",0.999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.817838172875,834.549452292095,819.022639480539,883.675154297583,1001.53860504283,880.431827836365,920.240757132506,903.423291469154,862.587131624105,831.462710083115,669.663306727461,686.51689751715,980.559449822655,738.198136949878,775.407107806371,922.637782038988,1015.33003633587,944.718172587589,873.025594529127,904.859833738298,979.020219096454,810.522547363521,1008.12812562872,970.065316866562,973.216661386904,1090.1278198472,970.065316866562,707.856988024139,725.24320538614,796.363061318267,872.665325435072,1020.45096323049,1003.72364320565,1010.23279397489,1035.46556614982,986.9359484905,1062.80871372952,962.334053060454,1186.07370497881,1163.59354411972,1252.54349617212,1070.41834608279,1192.6764599825,1264.98379545245,818.897199542899,1033.68249395692,1019.60644861693,1049.85738425624,1434.13872320297,1720.12710506778,1578.47023564049,1543.00364986638,1472.01388007318,1554.75848552376,1463.89940197341,1544.31051077463,1688.10065722477,1640.50294985574,1645.01582567539,1598.27947795972,1506.46423506032,1293.43557244461,1449.64568867047,1571.39456024549,1569.25380279893,1504.40258290229,1538.99846488992,1986.90380663944,1611.94432479585
