"FNID","weights","X2008.01.01","X2008.01.08","X2008.01.15","X2008.01.22","X2008.01.29","X2008.02.05","X2008.02.12","X2008.02.19","X2008.02.26","X2008.03.04","X2008.03.11","X2008.03.18","X2008.03.25","X2008.04.01","X2008.04.08","X2008.04.15","X2008.04.22","X2008.04.29","X2008.05.06","X2008.05.13","X2008.05.20","X2008.05.25","X2008.06.03","X2008.06.10","X2008.06.17","X2008.06.24","X2008.07.01","X2008.07.08","X2008.07.15","X2008.07.22","X2008.07.29","X2008.08.05","X2008.08.12","X2008.08.19","X2008.08.26","X2008.09.02","X2008.09.09","X2008.09.16","X2008.09.23","X2008.09.30","X2008.10.07","X2008.10.14","X2008.10.21","X2008.10.28","X2008.11.04","X2008.11.11","X2008.11.18","X2008.11.25","X2008.12.02","X2008.12.09","X2008.12.16","X2008.12.23","X2008.12.30","X2009.01.06","X2009.01.13","X2009.01.20","X2009.01.27","X2009.02.03","X2009.02.10","X2009.02.17","X2009.02.24","X2009.03.03","X2009.03.10","X2009.03.17","X2009.03.24","X2009.03.31","X2009.04.07","X2009.04.14","X2009.04.21","X2009.04.26","X2009.05.05","X2009.05.12","X2009.05.19","X2009.05.26","X2009.06.03","X2009.06.10","X2009.06.17","X2009.06.24","X2009.06.30","X2009.07.07","X2009.07.14","X2009.07.21","X2009.07.28","X2009.08.04","X2009.08.11","X2009.08.18","X2009.08.25","X2009.09.01","X2009.09.08","X2009.09.15","X2009.09.22","X2009.09.29","X2009.10.06","X2009.10.13","X2009.10.20","X2009.10.27","X2009.11.03","X2009.11.10","X2009.11.17","X2009.11.24","X2009.12.01","X2009.12.08","X2009.12.13","X2009.12.20","X2009.12.27","X2010.01.05","X2010.01.12","X2010.01.19","X2010.01.26","X2010.02.02","X2010.02.09","X2010.02.16","X2010.02.23","X2010.03.02","X2010.03.09","X2010.03.16","X2010.03.23","X2010.03.30","X2010.04.06","X2010.04.13","X2010.04.20","X2010.04.25","X2010.05.04","X2010.05.11","X2010.05.18","X2010.05.25","X2010.06.01","X2010.06.08","X2010.06.15","X2010.06.22","X2010.06.29","X2010.07.06","X2010.07.13","X2010.07.20","X2010.07.27","X2010.08.03","X2010.08.10","X2010.08.17","X2010.08.22","X2010.08.29","X2010.09.05","X2010.09.12","X2010.09.19","X2010.09.26","X2010.10.03","X2010.10.10","X2010.10.17","X2010.10.24","X2010.10.31","X2010.11.07","X2010.11.14","X2010.11.21","X2010.11.28","X2010.12.05","X2010.12.12","X2010.12.26","X2011.01.02","X2011.01.09","X2011.01.16","X2011.01.23","X2011.01.30","X2011.02.06","X2011.02.13","X2011.02.20","X2011.02.27","X2011.03.06","X2011.03.13","X2011.03.20","X2011.03.27","X2011.04.03","X2011.04.10","X2011.04.17","X2011.04.24","X2015.11.29","X2015.12.06","X2015.12.13","X2015.12.20","X2015.12.27","X2015.11.01","X2015.11.08","X2015.11.15","X2015.11.22","X2016.04.03","X2016.04.10","X2016.04.17","X2016.04.24","X2016.01.31","X2016.02.07","X2016.02.14","X2016.02.21","X2016.01.03","X2016.01.10","X2016.01.17","X2016.01.24","X2016.07.03","X2016.07.10","X2016.07.17","X2016.07.24","X2016.05.29","X2016.06.05","X2016.06.12","X2016.06.19","X2016.06.26","X2016.02.28","X2016.03.06","X2016.03.13","X2016.03.20","X2016.03.27","X2016.05.01","X2016.05.08","X2016.05.15","X2016.05.22","X2016.07.31","X2016.08.07","X2016.08.14","X2016.08.21","X2016.10.02","X2016.10.09","X2016.10.16","X2016.09.04","X2016.09.11","X2016.09.18","X2016.12.04","X2016.12.11","X2016.12.18","X2016.12.25","X2017.04.02","X2017.04.09","X2017.04.16","X2017.01.29","X2017.02.05","X2017.02.12","X2017.02.19","X2017.01.01","X2017.01.08","X2017.01.15","X2017.01.22","X2017.02.26","X2017.03.05","X2017.03.12","X2017.03.19","X2017.04.30","X2017.05.07","X2017.05.14","X2017.05.21"
"MW2012C3020913",1,NA,NA,NA,NA,NA,NA,NA,NA,99.7397687784851,NA,NA,NA,NA,NA,NA,95.1608370841994,100.261050178142,NA,NA,62.9971331322435,NA,NA,NA,NA,NA,98.4276905090525,NA,NA,148.535244633578,100.817498313743,156.852965697869,175.585939333239,NA,NA,NA,164.487046723043,NA,NA,NA,154.196167391278,133.909883586755,180.161856549672,193.199239458916,NA,134.517535121044,NA,140.44828774598,108.17209605962,191.541147126171,201.899819270554,NA,NA,NA,NA,NA,NA,NA,NA,167.571554202762,NA,NA,NA,NA,NA,NA,85.8918052368063,NA,NA,NA,NA,NA,NA,103.274383129035,NA,NA,NA,NA,99.1511131599857,NA,NA,NA,NA,NA,NA,NA,128.372718594241,NA,NA,NA,NA,NA,NA,NA,NA,131.574007612749,NA,NA,88.3678797959383,103.62148228178,108.313851861113,109.96024573,NA,NA,NA,NA,139.524163941831,82.5736791020775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.732699074342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.240004708386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.602525164597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.090946712058,NA
"MW2012C3020915",1,165,165,166.67,183.33,183.33,183.33,NA,216.67,216.67,216.67,NA,183.34,183.34,116.67,NA,130,133.33,133.33,130.5,130.5,20,NA,161.43,NA,NA,189.67,189.67,192.5,192.5,222.35,222.35,195,205,205,NA,205,205,NA,23,210,210,210,210,28,210,210,210,11,215.73,215.73,248.09,NA,NA,252,252,252,NA,248.24,10,248.24,248.24,248.24,220.36,154.52,154.52,133.33,127.31,123.33,123.33,NA,129.66,NA,136.45,136.45,146.38,147.33,158.2,162.67,164.81,164.78,160.71,162.5,NA,166.67,166.92,167.26,167.58,166.67,NA,15,NA,29,NA,164.29,164,NA,11,170.66,171.67,171.69,174.51,192.86,NA,NA,NA,195.49,12,NA,26,NA,NA,234.18,234.71,230.11,225.33,220.15,211.28,183.5,175.68,NA,NA,NA,143.51,153.33,150.27,130.13,146.91,141.92,139.77,140.15,140.91,141.05,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.51,13,12,NA,NA,11,11,NA,708.75,702.11,783.29,785.63,782.5,789.73,NA,NA,NA,NA,NA,NA,1102.81,10,NA,NA,600,821.36,990.05,993.82,1002.46,754.2,801.39,804.55,795.87,791.25,749.58,745.8,742.54,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,22,NA,NA,NA,19,600,650,650,600
"MW2012C3030112",1,NA,NA,133.370618953027,NA,NA,NA,NA,175.179618923363,NA,NA,NA,NA,NA,NA,NA,167.945577784804,171.088491691822,NA,NA,NA,NA,NA,NA,NA,NA,125.49244299915,NA,NA,194.678146391094,165.768886328699,149.099028938788,212.973416208999,181.034357919146,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.072269837298,NA,112.985606150607,116.019571463431,NA,NA,153.91119700356,160.941512364928,NA,NA,NA,NA,NA,252.60748210217,NA,260.609507071416,241.415857713419,269.272415235863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.160575093326,NA,NA,NA,NA,167.267089169978,NA,NA,NA,NA,NA,NA,143.057330082502,NA,NA,NA,NA,NA,NA,159.985630672996,NA,110.098879015388,159.606686436812,NA,NA,NA,NA,90.1399838341182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.115644609695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.308795020336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.12052454588,NA,NA,NA
"MW2012C3030114",0.999999999999999,NA,NA,NA,112.705645954498,NA,NA,NA,NA,NA,176.904898123303,NA,195.131708223016,NA,NA,NA,NA,172.191622132399,NA,NA,NA,196.505210489027,NA,NA,173.416460552987,111.92004396017,128.405482722869,NA,NA,215.895565354511,217.611313260116,NA,NA,187.606047308679,NA,232.178116224833,226.545456590067,NA,NA,NA,NA,NA,NA,92.7793991422529,NA,91.4696351166066,NA,NA,NA,116.534422449406,117.138267786185,213.57082733737,NA,NA,255.193987192722,NA,219.664285423591,NA,276.247312594813,NA,275.083810865936,NA,NA,NA,NA,NA,NA,NA,NA,213.163621229643,NA,NA,NA,245.586283085625,NA,NA,NA,180.705672086817,230.680705159268,NA,NA,204.078837040913,194.437548608653,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.095083826069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.967574955598,NA,NA,NA,NA,NA,NA,NA,129.171396164811,NA,NA,NA,NA,187.822422444266,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.428506005151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638.045241887196,NA,NA,NA,NA,NA,NA,488.769243256006,NA,NA,NA,574.355670604324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.012857394052,NA,NA,664.545651075283,664.542801294398,NA,583.59608793371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.24234771547,NA,NA,NA
"MW2012C3030115",1,NA,NA,NA,159.973628816436,NA,NA,NA,216.372512244879,NA,NA,NA,197.176330417536,NA,NA,NA,NA,NA,123.404747906353,NA,121.642249228988,162.168522453192,NA,165.482460429719,NA,NA,116.467782777316,NA,NA,142.195955987575,NA,NA,NA,151.745904224428,NA,NA,218.969720465269,224.635786111669,NA,204.369532120972,216.970334069866,157.734245190293,NA,168.458267857237,NA,86.8199976978879,NA,NA,116.797091129229,209.123333830729,218.235253459226,NA,NA,NA,NA,NA,217.539068147976,NA,250.538432742898,NA,259.724436287871,NA,NA,NA,NA,NA,NA,NA,NA,151.964237982901,NA,181.75858916753,NA,139.916674914349,NA,NA,NA,162.521642987626,142.298433942374,NA,NA,174.468434557973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.599780596734,NA,NA,150.121773512321,NA,NA,NA,NA,NA,79.1724740906486,NA,NA,NA,NA,NA,195.965479196217,218.062130066429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.231079907577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.9153876178,NA,NA,NA,309.786412638692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.838898187101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.431957660017,636.41013760707,NA,NA,NA
"MW2012C3030204",0.999999999999999,134.31223762578,140.831081042055,134.311388946315,134.311388946315,NA,NA,NA,NA,NA,NA,NA,186.441290463547,NA,186.051644524883,NA,187.909414051288,194.372694485606,NA,166.851184800152,NA,167.454627536514,NA,NA,144.188100417143,NA,120.846246915639,191.189067266067,NA,188.486000979515,197.074327032865,130.393904664858,219.602924574858,206.720435494833,170.276496704288,207.863238867303,NA,NA,NA,NA,NA,NA,172.364059276202,158.424969164747,161.697098896376,156.311314397746,144.345114145584,NA,NA,158.6037492781,158.661376416767,NA,NA,NA,NA,165.588222522229,280.673385762902,293.493539773933,294.23821710857,293.518013533844,292.004133691267,287.464855281848,269.915564251403,267.510844947,268.94170118125,NA,NA,237.801326246238,NA,NA,NA,NA,198.513397435639,210.847414512415,NA,NA,NA,NA,231.821441605015,NA,211.630340435973,224.686896836802,223.71427961482,NA,224.14358344533,223.599233838076,NA,181.980583087531,NA,NA,NA,NA,NA,NA,153.192400288226,235.260077042149,233.282908551734,NA,NA,160.26573496376,146.024444611802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8525684642801,NA,NA,NA,NA,NA,NA,NA,70.0718618276565,NA,NA,NA,NA,166.703260436404,NA,NA,NA,NA,NA,NA,NA,NA,201.32105801259,239.187253551633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.791866182223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.273642844546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.480750724619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.595907522461,NA,NA,NA
"MW2012C3030206",1,213.24,213.24,213.24,213.24,NA,213.24,213.38,315,NA,NA,NA,315,315,310,NA,305,305,150,150,150,150,NA,152,10,NA,250,247,247,247,247,247,295,295,19,294.65,NA,294.65,290.6,290,297.14,297.14,308.57,308.57,297.14,295.8,296,298,297,302.34,302.5,302.74,NA,NA,304.9,334.29,332.88,337.5,342.25,337.5,332.31,332.3,282.1,282.1,282.1,NA,232.3,267.65,267.65,247.05,NA,195.65,194.44,194.44,168.8,202.7,194.6,NA,191.67,189.04,171.23,152.15,152.16,155.4,155.4,155.41,159.72,164.38,157.89,155.41,NA,189.42,189.42,191.96,184.61,182.27,189.47,198.76,190.12,198.64,201.36,189.04,197.14,NA,NA,NA,202.89,205.88,233.33,236.92,254.54,236.61,231.61,241.17,251.9,252.54,261.2,260.36,259.94,253.26,NA,246.47,NA,243.71,242.18,242.18,194.13,231.56,209.26,209.26,233.46,232.47,NA,NA,NA,27,234.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,11,NA,11,11,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,22,NA,NA,NA,21,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
"MW2012C3030214",0.999999999999999,134.31223762578,140.831081042055,134.311388946315,134.311388946315,NA,NA,NA,NA,NA,NA,NA,186.441290463547,NA,186.051644524883,NA,187.909414051288,194.372694485606,NA,166.851184800152,NA,167.454627536514,NA,NA,144.188100417143,NA,120.846246915639,191.189067266067,NA,188.486000979515,197.074327032865,130.393904664858,219.602924574858,206.720435494833,170.276496704288,207.863238867303,NA,NA,NA,NA,NA,NA,172.364059276202,158.424969164747,161.697098896376,156.311314397746,144.345114145584,NA,NA,158.6037492781,158.661376416767,NA,NA,NA,NA,165.588222522229,280.673385762902,293.493539773933,294.23821710857,293.518013533844,292.004133691267,287.464855281848,269.915564251403,267.510844947,268.94170118125,NA,NA,237.801326246238,NA,NA,NA,NA,198.513397435639,210.847414512415,NA,NA,NA,NA,231.821441605015,NA,211.630340435973,224.686896836802,223.71427961482,NA,224.14358344533,223.599233838076,NA,181.980583087531,NA,NA,NA,NA,NA,NA,153.192400288226,235.260077042149,233.282908551734,NA,NA,160.26573496376,146.024444611802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8525684642801,NA,NA,NA,NA,NA,NA,NA,70.0718618276565,NA,NA,NA,NA,166.703260436404,NA,NA,NA,NA,NA,NA,NA,NA,201.32105801259,239.187253551633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.791866182223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.273642844546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.480750724619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.595907522461,NA,NA,NA
"MW2012C3030304",0.999999999999999,NA,NA,NA,114.366604009969,NA,NA,163.300972542607,123.515600277873,NA,NA,142.547549865007,155.048394006264,NA,NA,157.827352322119,NA,157.512931099752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.18771501396,NA,121.194464987824,NA,166.871710987698,NA,NA,NA,NA,NA,NA,NA,NA,141.814553207819,NA,134.267251872093,NA,NA,NA,NA,156.380728578978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.675321128673,NA,NA,218.220403314601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.059100301132,NA,188.257578829596,202.035161904087,NA,NA,202.692976060801,202.60249274453,NA,179.079490133589,NA,NA,NA,NA,NA,NA,154.850261173288,213.395585053308,160.580765732699,NA,NA,155.984715605036,144.025703472757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.3495172232758,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,174.017845847836,NA,NA,NA,NA,NA,NA,NA,219.04703582703,221.300852269675,191.885347574201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.346078813711,NA,349.645174918591,411.752441455193,NA,496.600397819134,500.514119967607,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.701966567236,NA,NA,NA
"MW2012C3030306",1,154.882212016317,165.398391974934,154.882212016317,154.882212016317,NA,NA,203.999567476914,185.300447177062,NA,NA,NA,185.300447177062,185.300447177062,183.805840496601,NA,182.31123381614,182.31123381614,135.978426721845,135.978426721845,135.978426721845,135.978426721845,NA,143.587056033107,94.1294396689327,NA,165.870560331067,168.479189642329,168.479189642329,164.973796322791,178.995369600946,178.995369600946,214.375953650606,193.343593733373,131.873664889151,193.238971265741,NA,207.260544543896,NA,205.870560331067,NA,95.8322724455221,253.486249376766,232.685245418623,229.17743432078,228.741825797222,228.703459051493,229.567711615962,NA,230.591609535678,230.674490882649,NA,NA,NA,NA,109.040436073072,296.192553517706,297.580580877091,298.99344643689,297.797915262903,295.89597419663,296.019179142773,281.237673243393,281.237673243393,281.083435937334,NA,223.957163899497,234.524033130358,234.524033130358,NA,NA,184.685129696482,184.323434879811,184.575823198818,162.630507757612,166.215866330239,163.794603507892,NA,225.553131826663,225.040389391664,219.716600395862,213.739760624298,214.093289169613,214.92157856577,215.061794298551,214.924567779131,216.212918737688,161.589706917647,NA,NA,NA,225.791961083535,NA,228.093594337807,225.896522517529,226.732408865031,225.379249165356,NA,NA,238.012577765061,214.743591693999,217.475750608099,219.897013430446,NA,NA,NA,232.973285468283,233.867060263198,245.297412792906,NA,251.742696131008,246.383036574874,244.846365174579,88.2156678952412,250.567950538575,250.759260193674,260.36571638995,253.938119438605,253.013342800591,251.016548275495,NA,87.6967149848066,NA,248.140817155897,247.683467511676,248.854268880402,179.996254135619,246.177490142477,239.51154434762,NA,246.184577749926,175.633552716997,NA,NA,NA,183.340542051433,245.545794797044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,18.7118653029855,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,11.7935280165534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
"MW2012C3030314",0.999999999999999,NA,NA,NA,NA,NA,NA,168.334748538045,172.688855184069,NA,NA,NA,156.687409609947,156.687409609947,NA,NA,147.606402905993,151.510169219044,NA,NA,NA,NA,NA,NA,94.8997034856092,NA,NA,NA,NA,155.057748859577,NA,163.602234323316,NA,147.899636501037,NA,NA,NA,NA,NA,NA,NA,130.803847475911,246.986463162792,NA,235.361625852179,NA,NA,242.203030066715,NA,260.20406751585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.122662586022,NA,NA,172.196206618239,155.130183424212,NA,NA,160.341344719928,NA,NA,NA,NA,163.913402946829,NA,172.722325740355,187.98351333299,185.575388777715,182.911190549462,NA,128.945159662758,189.76681319723,183.428242861228,192.033429528656,167.243766335444,NA,NA,NA,183.069546879935,NA,NA,186.93441242824,131.325009280999,182.414154290217,NA,NA,197.757580634699,186.917673186692,188.050396443926,189.563316109705,NA,NA,NA,NA,198.610344664594,204.951798292967,NA,NA,NA,205.180608592168,NA,210.662530403256,NA,145.322991189607,197.314129727489,NA,195.992607168383,NA,103.974221029958,NA,NA,203.098632229843,NA,198.742232210008,200.482755623876,NA,NA,142.433481203882,NA,NA,NA,NA,171.674271503499,199.563230617189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6291621454019,80.5457477282556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,319.652871468669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
"MW2012C3030404",1,143.337114215529,143.337114215529,58.6152775087226,NA,NA,179.256614530233,175.118838076806,189.923642103496,NA,200.058837817694,190.138317813322,164.410110848022,164.410110848022,142.966567230557,152.836436581684,133.302422591533,138.237357267096,NA,150.684653836078,134.068728783456,144.206435286124,NA,NA,NA,NA,173.486325992775,183.356195343902,139.489561012818,189.297516969466,189.869869351127,194.058678374436,194.322061771307,NA,NA,NA,213.33,162.679346755635,213.33,213.33,215.583954069374,218.875555497975,271.652699544337,NA,NA,275.927614678161,116.859865280723,287.785802619947,287.755412228,289.350907805197,178.800792034047,290.434831784627,NA,NA,NA,NA,NA,255.680678411181,NA,265.177675894499,265.177675894499,NA,269.739738702254,NA,264.804804026691,175.975979866547,172.093814945192,NA,157.314336245124,148.45047192736,NA,161.396396979982,NA,NA,NA,142.98800662478,NA,166.916936266981,166.081291017395,162.687697250023,NA,160.155164587804,NA,NA,NA,90.1711570000654,164.540058884329,157.530008475309,NA,NA,NA,153.645065065324,NA,NA,160.56877841514,87.6945980610937,NA,NA,176.097647618339,176.097647618339,92.7570627700607,176.54716721567,NA,NA,NA,NA,NA,NA,177.659248787827,NA,183.509399237552,NA,NA,NA,200.467237943765,NA,121.171016396599,88.9652718082574,92.510817535363,190.590742477751,13,87.4457522109265,NA,199.636477738059,197.792793959964,197.792793959964,NA,204.195036530052,NA,NA,22,NA,NA,NA,NA,97.5695658605582,175.546246530258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4934934675564,NA,NA,NA,NA,11,22,NA,NA,NA,NA,NA,NA,322.926910690276,NA,NA,645.962957549015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,720.770911691878,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,11,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
