"","FNID","weights","X2010.01.01","X2010.02.01","X2010.03.01","X2010.04.01","X2010.05.01","X2010.06.01","X2010.07.01","X2010.08.01","X2010.09.01","X2010.10.01","X2010.11.01","X2010.12.01","X2011.01.01","X2011.02.01","X2011.03.01","X2011.04.01","X2011.05.01","X2011.06.01","X2011.07.01","X2011.08.01","X2011.09.01","X2011.10.01","X2011.11.01","X2011.12.01","X2012.01.01","X2012.02.01","X2012.03.01","X2012.04.01","X2012.05.01","X2012.06.01","X2012.07.01","X2012.08.01","X2012.09.01","X2012.10.01","X2012.11.01","X2012.12.01","X2013.01.01","X2013.02.01","X2013.03.01","X2013.04.01","X2013.05.01","X2013.06.01","X2013.07.01","X2013.08.01","X2013.09.01","X2013.10.01","X2013.11.01","X2013.12.01","X2014.01.01","X2014.02.01","X2014.03.01","X2014.04.01","X2014.05.01","X2014.06.01","X2014.07.01","X2014.08.01","X2014.09.01","X2014.10.01","X2014.11.01","X2014.12.01","X2015.01.01","X2015.02.01","X2015.03.01","X2015.04.01","X2015.05.01","X2015.06.01","X2015.07.01","X2015.08.01","X2015.09.01","X2015.10.01","X2015.11.01","X2015.12.01","X2016.01.01","X2016.02.01","X2016.03.01","X2016.04.01","X2016.05.01","X2016.06.01","X2016.07.01","X2016.08.01","X2016.09.01","X2016.10.01","X2016.11.01","X2016.12.01"
"11","UG2011L111",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.00481364608,743.656802394523,829.368621825054,1297.38990908809,963.964129088713,651.305045455954,722.357247274192,694.132109094289,865.251239089023,549.187520009913,430.047245462149,518.344125464628,542.058620013011,895.954216376535,859.996648192605,835.846603642672,792.009770002169,458.273988190746,442.918345465247,558.918345465247,585.231556374676,655.395525008519,650.526029554115,793.825562460508,611.301693648558,568.58730247104,793.825562460508,613.833481833108,531.084273075596,600.701372738819,705.402888187648,1162.64114817712,691.830272735722,564.492565465867,850,999.686789090572,731.916740916554,1000.99183454653,984.748760910978,758.265288757736,798.694954544047,820.758602268151,1007.83027273572,950,800,792.952754537851,1000,805.220181823815,1500,1500,1207.83027273572,1346.08486363214,1194.77981817619,1129.52857908716,1194.77981817619,1207.83027273572,1383.05862001301,1324.30839726335,1267.82224999226,1243.47477272023,1248.69495454405,1253.91513636786,1316.5172045363,1292.16972726428,1246.94619363307,1267.82224999226,1443.47477272023,1468.13385635299,1573.0033518074
"12","UG2011L112",0.999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822.495207906949,896.021979340034,941.460378925494,1251.4506643748,928.131518212341,674.274667812601,746.245654525105,749.259202750243,834.471945131113,710.893661400713,554.083206188047,682.806621538226,754.297930588436,1106.35595716343,1035.94395544453,938.750511800454,827.382988431405,603.901393931892,617.48747537577,733.48747537577,765.313395650794,794.361740266238,791.789207047498,891.078943518554,810.218623257128,837.653458756812,891.078943518554,857.311478813574,726.174463599548,789.052276063331,800.497124744169,1085.92260950591,829.648006875608,749.168329213315,849.999999999999,994.174079724975,853.655739406787,1018.44874753758,1015.52805486888,903.739578996253,775.725332187398,746.107329609045,1145.64800687561,949.999999999999,799.999999999999,668.916793811952,999.999999999999,897.098671250405,1500,1500,1345.64800687561,1277.17599656219,1102.90132874959,1068.42938361848,1102.90132874959,1345.64800687561,1595.29793058844,1171.33071236807,1141.48932703069,1128.62666093699,1225.7253321874,1322.8240034378,1167.21465921809,1154.35199312439,1193.19727731851,1141.48932703069,1328.62666093699,1294.48351133673,1397.05604455547
"13","UG2011L113",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.079397650381,784.655171358716,860.511402126546,1290.12611187904,961.334238834429,658.402193963045,725.152687865539,707.830288161469,852.249755676408,583.935611341197,464.828433966239,557.852051198605,599.350937865029,946.634115901403,899.613952788106,872.644294979198,800.750799817258,489.356801094347,483.725200804151,600.037854930699,627.845945397465,682.700567149053,678.540786545358,818.663987130409,660.84306114535,628.847439824058,818.663987130409,669.428576861101,576.008228960773,643.265284169599,728.532000476058,1130.28657466229,724.825103897483,609.933327759537,844.789097890877,987.978541399354,761.194184629541,998.56931424823,986.442586746796,789.318160006119,783.781452873271,794.436055801903,1013.31154076132,925.899577745308,784.367293672632,755.670333021383,979.156391563509,815.37061847025,1450.49642996334,1473.94548945439,1220.86734881954,1313.74630563953,1166.39122414782,1101.53108536734,1150.75851782045,1224.35865323266,1400.01855554042,1269.22503504244,1228.78793320325,1207.98903018478,1231.17600181871,1245.24389476168,1271.68846476749,1251.30643391774,1223.40836632134,1228.78793320325,1397.56722596653,1414.47941363938,1518.63919424308
"14","UG2011L114",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819.704165678363,983.267406584357,1017.76629477859,1288.12017038669,994.238836516942,698.749550756176,715.049187469764,766.798670675433,758.544089075178,695.220691500017,642.472307247748,718.352181894729,878.088975062644,1153.51355581201,1041.23919828532,1110.19836409675,838.036643354287,587.189854072018,641.270596885593,761.133120429911,796.257996915181,749.30860485898,749.183559934598,930.330205496353,874.91239942137,841.744264898599,930.330205496353,874.178759432313,744.354465591821,796.620138984757,824.572669244214,897.313349081587,858.046582511312,802.389263015845,785.624607594707,864.699354400354,880.37199115926,940.486569966753,951.761309405335,887.079452749564,654.687360635884,626.329339789122,834.144510611362,652.263810125517,606.873822784119,549.627504397712,742.498430378826,769.684329606174,888.43377214971,1178.12303797353,1127.48882959904,1067.27551583225,1005.0017969753,890.66925827931,811.875619759418,1170.62034251058,1220.82343784567,911.764903355932,1006.87747084104,1006.25224621912,1072.49966443324,1026.09014593809,1024.22176818618,1028.74657495669,1050.30677933151,1006.87747084104,1077.50146140854,1109.45339628331,1209.5784412077
"15","UG2011L115",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1066.6667,1067,1200,888,700,773,811,800,892,693,867,992,1342,1233,1054,867,767,813,929,967,950,950,1000,1033,1139,1000,1130,944.67,1000,907,1000,984,956,850,988,990,1038,1050,1066.6667,750,662.5,1300,950,800,530,1000,1000,1500,1500,1500,1200,1000,1000,1000,1500,1833,1000,1000,1000,1200,1400,1000,1000,1133,1000,1200,1100,1200
"16","UG2011L116",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999.915348063883,1066.629664772,1066.97873120371,1200.04222014786,888.051426044763,700,772.972064864573,810.979683537872,799.978731203709,891.907306141538,692.978413758988,866.931114495595,991.9495262894,1341.91270270179,1232.91016314403,1054.03047469319,866.986667321728,766.915242259557,812.920003930369,928.921908598693,966.92063881981,949.904766583772,949.904766583772,999.968255527924,1032.92738452013,1138.86064176759,999.968255527924,1129.88038682922,944.576458564134,999.904766583772,906.961906633509,999.947304176354,983.94159017138,955.929209827271,849.968255527924,987.939050613614,989.949208844679,1037.95238329189,1049.95238329189,1066.58204806388,749.952383291886,662.480159704953,1299.77397935882,949.853181816649,799.904766583772,530.006348894415,999.873022111697,999.888894347734,1499.69842751528,1499.84127763962,1499.82000884333,1199.9327017192,1000,999.944447173867,999.904766583772,1499.84127763962,1832.70382407553,999.952383291886,1000,1000,1199.93651105585,1399.81746928556,1000.00793611802,1000.01047567579,1132.95777985214,1000,1199.93651105585,1100,1200
"17","UG2011L117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1066.6667,1067,1200,888,700,773,811,800,892,693,867,992,1342,1233,1054,867,767,813,929,967,950,950,1000,1033,1139,1000,1130,944.67,1000,907,1000,984,956,850,988,990,1038,1050,1066.6667,750,662.5,1300,950,800,530,1000,1000,1500,1500,1500,1200,1000,1000,1000,1500,1833,1000,1000,1000,1200,1400,1000,1000,1133,1000,1200,1100,1200
"18","UG2011L118",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.555144280282,950.096437579444,1000.05519928068,1332.88910821949,1049.86477870279,699.999828663863,685.073420546095,747.053115146491,733.056264991452,600.24300778016,625.055946535155,650.180261024644,833.131396387872,1067.22842660998,950.235374408334,1149.91894288427,825.03486281165,500.22221898373,561.209457861161,683.204439765546,717.20774404195,650.249868197089,650.249851063475,900.082909489701,804.439831124349,700.365150297607,900.082909489701,753.513320241528,650.244991812767,700.249499824394,787.09965258068,834.139406241364,800.152860248684,733.185128344457,750.083634926907,796.160620180334,830.132907801523,888.125322174896,900.125222799936,800.221941370645,600.125623726498,600.052828671763,588.594452662751,487.886811536943,500.25090478072,549.984198229761,600.334539707627,650.292036899624,550.794531805613,1000.41817463453,933.473182018737,988.177820053455,1000.00068534455,825.146816876212,700.25159012527,1000.41714661771,900.77873072213,850.126593489035,1000.00094234876,1000.00085668069,1000.16744118995,825.480386821301,1024.98020495317,1032.97342849095,1000.11163537935,1000.00094234876,1000.1681265345,1100.0012953012,1200.00131243481
"19","UG2011L119",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987.676982640754,1061.27537903887,1063.90384227551,1206.14610413966,895.486232109963,700,768.933404779773,808.042476203471,796.903842275509,878.506297678339,689.857630966188,856.972145877395,984.652401817999,1329.29188993679,1219.92219946223,1058.43628569479,865.059125008528,754.661580411358,801.354750051169,917.632017907093,955.44717266981,936.136607203773,936.136607203773,995.378869067924,1022.42916299288,1118.71323520819,995.378869067924,1112.58757864794,931.052913482452,986.136607203773,901.454642881509,992.328922652754,975.49711908498,945.694878021471,845.378869067924,979.127428610414,982.606190508679,1031.06830360189,1043.06830360189,1054.34368264075,743.068303601886,659.611793167453,1267.09754776362,928.627269439149,786.136607203773,530.924226186415,981.515476271697,983.826041737735,1456.09925614528,1476.89434533962,1473.79818761513,1190.203202424,1000,991.913020868867,986.136607203773,1476.89434533962,1789.88484840373,993.068303601886,1000,1000,1190.75773813585,1373.42849714056,1001.15528273302,1001.52497320758,1126.85389586034,1000,1190.75773813585,1100,1200
"20","UG2011L120",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1066.6667,1067,1200,888,700,773,811,800,892,693,867,992,1342,1233,1054,867,767,813,929,967,950,950,1000,1033,1139,1000,1130,944.67,1000,907,1000,984,956,850,988,990,1038,1050,1066.6667,750,662.5,1300,950,800,530,1000,1000,1500,1500,1500,1200,1000,1000,1000,1500,1833,1000,1000,1000,1200,1400,1000,1000,1133,1000,1200,1100,1200
"21","UG2011L121",0.999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836.063745515557,994.919888683385,1025.79684298765,1281.71245137265,987.552409595948,699.999999999999,718.88242064049,771.641760465811,758.796842987646,712.428032125265,651.181870494924,733.550969079392,894.21937365725,1172.88256450153,1058.96278455976,1113.03735930128,841.171155305688,602.802344443307,658.026931834132,777.716766790462,813.256876819575,765.508252183491,765.508252183491,938.50275072783,892.357461743802,869.094792570143,938.50275072783,898.328068928691,763.506843225924,815.542110620975,833.207702470269,897.914566208198,870.845061339207,818.861134123061,788.50275072783,869.960494172417,891.64164544576,945.792047541727,957.787984529229,902.741731650099,657.754126091745,624.064219204893,862.139585182153,665.613312858385,615.508252183491,542.350237510659,754.044861348806,784.776556766148,915.905809729953,1192.47989520167,1151.3105966268,1069.67221760235,999.991535390628,892.371349164331,815.542110620975,1192.47989520167,1259.23066429066,907.762590701116,999.966141562515,999.999999999999,1077.00550145566,1046.39081668502,1015.37431231804,1020.29409225981,1051.20019385864,999.991535390628,1077.00550145566,1100,1200
"22","UG2011L122",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.982502500271,989.65903246764,1022.77560928124,1287.7887159044,994.930616364758,700,714.91423308581,768.755805880589,755.775609281242,699.260864330189,648.115543748126,723.765779313873,887.049580234589,1160.48197839316,1046.20145412823,1117.36629117912,839.277247609137,590.762502658084,646.663485654821,766.623878853515,801.983616721052,751.980340065263,751.980340065263,933.993446688421,882.010009299763,849.231230962168,933.993446688421,881.28730712197,750.16848935677,801.980340065263,827.792136026105,890.429121502779,862.547941906694,808.805386115179,783.993446688421,861.267417641768,884.389514701473,938.990170032631,950.990170032631,890.649202500271,650.990170032631,621.245904180263,830.033340421557,644.719690933947,601.980340065263,543.201310662316,735.973786753683,768.977063409473,872.937743539999,1169.9672334421,1125.74284272335,1060.06610697945,1000,884.488531704736,801.980340065263,1169.9672334421,1217.15885760297,900.990170032631,1000,1000,1067.98689337684,1020.46231845842,1016.50163832789,1021.78216259282,1045.2112840956,1000,1067.98689337684,1100,1200
"23","UG2011L123",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805.075792586036,950,1000,1232.70401542392,957.021748204147,700,685,747,733,600,625,650,833,1067,950,1150,825,500,561,683,717,650,650,900,845.466053747467,786.090973885049,900,816.390774831626,714.568230413787,743.045486942524,792.595913302528,834,800,733,750,840.767306420225,877.350035636777,936.210945375627,943.045486942524,886.090973885049,600,600,588,535.92617281034,500,614.568230413787,643.045486942524,671.522743471262,714.864214989869,956.954513057476,933,1046.97231711126,989.238628264369,814.238628264369,743.045486942524,956.954513057476,900,860.761371735631,956.954513057476,1000,1000,825,1025,1033,989.238628264369,989.238628264369,1000,1100,1200
"24","UG2011L124",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769.277811623249,950,1000,1282.74958280078,1003.41592225308,700,685,747,733,600,625,650,833,1067,950,1150,825,500,561,683,717,650,650,900,824.900117797533,743.133405321218,900,784.859919505774,682.350053990913,721.566702660609,789.803671345879,834,800,733,750,818.429370767033,853.72337292667,912.154706979882,921.566702660609,843.133405321218,600,600,588,511.762540493185,500,582.350053990913,621.566702660609,660.783351330304,632.600471190132,978.433297339391,933,1017.54638264503,994.608324334848,819.608324334848,721.566702660609,978.433297339391,900,855.391675665152,978.433297339391,1000,1000,825,1025,1033,994.608324334848,994.608324334848,1000,1100,1200
"25","UG2011L125",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,950,1000,1100,834,700,685,747,733,600,625,650,833,1067,950,1150,825,500,561,683,717,650,650,900,900,900,900,900,800,800,800,834,800,733,750,900,940,1000,1000,1000,600,600,588,600,500,700,700,700,933,900,933,1125,975,800,800,900,900,875,900,1000,1000,825,1025,1033,975,975,1000,1100,1200
"26","UG2011L126",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,950,1000,1100,834,700,685,747,733,600,625,650,833,1067,950,1150,825,500,561,683,717,650,650,900,900,900,900,900,800,800,800,834,800,733,750,900,940,1000,1000,1000,600,600,588,600,500,700,700,700,933,900,933,1125,975,800,800,900,900,875,900,1000,1000,825,1025,1033,975,975,1000,1100,1200
"27","UG2011L127",0.999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803.14830821524,954.927918247077,970.432490517534,1162.58373455069,913.236774600335,759.135018964929,696.432770333219,754.68755246544,736.350984408012,623.259774126205,639.783754741232,669.12032279866,830.437482511519,1088.87995701702,989.423345976619,1104.66315212689,808.245077959936,509.658719764271,568.490435735557,687.336568057427,727.447186683804,748.558364941549,669.711672988309,880.288327011689,858.620102810342,841.592315785001,880.288327011689,829.326982546673,746.343328262843,765.83867213594,807.899520252003,856.865540666439,839.423345976619,733.788466919532,728.317159712858,858.527178448104,909.193499021019,962.433163681442,964.163179931934,903.489651898598,587.680204382306,577.824367888151,565.725809523209,564.68541444421,500,685.766674239463,736.505019799032,708.396673405361,958.092289038329,942.341672154207,946.206820902167,998.00105368965,887.027053097001,771.162072061931,784.860436569659,942.341672154207,880.288327011689,831.397529706028,889.12015508577,960.576654023379,1014.78375474123,859.495427729542,1079.20710071785,1026.49514791386,985.585418038551,1025.00876401517,1054.20710071785,1174.51012389581,1219.71167298831
"28","UG2011L128",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,950,1000,1100,834,700,685,747,733,600,625,650,833,1067,950,1150,825,500,561,683,717,650,650,900,900,900,900,900,800,800,800,834,800,733,750,900,940,1000,1000,1000,600,600,588,600,500,700,700,700,933,900,933,1125,975,800,800,900,900,875,900,1000,1000,825,1025,1033,975,975,1000,1100,1200
"29","UG2011L129",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.683747426589,973.443021047784,859.341873713294,1146.88604209557,978.40900965435,981.31625257341,739.387808830859,783.571112834543,748.941254312493,710.651059345541,695.329063143352,740.958921665402,820.809629055152,1171.08701345216,1137.54416838227,934.324206360385,745.293728437533,545.948321253657,596.633391992632,703.62985852205,766.699204621302,1118.86042095568,743.772084191137,806.227915808863,806.227915808863,837.454019844511,806.227915808863,721.83304003684,706.227915808863,745.143330748185,851.574646305125,942.775617661718,987.544168382273,736.750883367645,646.850707389749,814.667403386065,911.868374742659,941.861307801495,937.172703591938,756.192581103044,541.392447380539,494.506405284971,482.037544864015,553.113957904431,500,793.772084191137,981.31625257341,793.772084191137,1464.68771736375,993.772084191137,995.827296408061,668.329949989163,529.5826000921,635.89885266551,835.633391992632,993.772084191137,806.227915808863,694.488737932061,740.587456875067,812.455831617726,1070.32906314335,989.101147334489,1282.87323152563,1002.05521221692,998.443021047784,1185.98718943006,1257.87323152563,1454.4584782425,1293.77208419114
