"FS_year","FCS","HDDS","rCSI","rural","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","FS_month","head_age","female_head","floor_dirt_sand_dung","roof_not_natural","roof_iron","asset_index","clust_maize_mktthin","lhz_maize_mktthin","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","floodmax","lhz_floodmax","Cellphone","num_cell"
2010,36.5,5.0625,0.875,1,0.911333329277114,8.2059999704361,59.2000000476837,1,0,1,0,8.5,53.25,0.25,0.875,0.3125,0.3125,-0.409163153705948,0.179487179487179,0.653846153846154,756.317727323406,40,114,37,213,22.4000715730336,1134.10969596811,54,835.051474724567,0,0.375,0.4375
2011,30.96875,4.625,0.1875,1,3.32374998927116,63.6268749237061,50.3125,0,1,0,0,1,48.0625,0.4375,0.625,0.5,0.5,-0.409163153705948,0.5,0.5,1036.36051708083,53,113,66,213,22.178116809445,1074.10147711791,88,847.323198629381,0,0.5,0.75
2010,37.09375,4.875,3.8125,1,10.2168749570847,58.1793749332428,53.3125,0,0,0,0,10,42.3125,0.25,0.8125,0.25,0.25,-0.426864021477866,0.0666666666666667,0.2,998.566838657765,36,108,40,213,24.4448882841728,965.461065256596,77,998.295901965913,0,0.25,0.4375
2010,37.09375,4.875,3.8125,1,10.2168749570847,58.1793749332428,53.3125,0,0,0,0,10,42.3125,0.25,0.8125,0.25,0.25,-0.426864021477866,0.0666666666666667,0.2,998.566838657765,36,108,36,213,22.8285064553991,1060.57633269147,87,998.295901965913,0,0.25,0.4375
2010,37.09375,4.875,3.8125,1,10.2168749570847,58.1793749332428,53.3125,0,0,0,0,10,42.3125,0.25,0.8125,0.25,0.25,-0.426864021477866,0.0666666666666667,0.2,998.566838657765,36,108,40,213,25.1850754142368,1185.74998764753,75,998.295901965913,0,0.25,0.4375
2013,43.7647058823529,5.29411764705882,2.58823529411765,1,7.70588235294118,53.8823529411765,54.2352941176471,0,0.176470588235294,0,0,6.94117647058824,40.5294117647059,0.176470588235294,0.705882352941177,0.411764705882353,0.411764705882353,-0.467039287135007,0.0588235294117647,0.105882352941176,920.099024471505,31,113,31,213,23.8679262832857,1064.54262607495,87,966.342099135387,0,0.352941176470588,0.411764705882353
2013,43.7647058823529,5.29411764705882,2.58823529411765,1,7.70588235294118,53.8823529411765,54.2352941176471,0,0.176470588235294,0,0,6.94117647058824,40.5294117647059,0.176470588235294,0.705882352941177,0.411764705882353,0.411764705882353,-0.467039287135007,0.0588235294117647,0.105882352941176,920.099024471505,31,113,31,213,22.8637086489205,1031.8785890184,91,966.342099135387,0,0.352941176470588,0.411764705882353
2013,43.7647058823529,5.29411764705882,2.58823529411765,1,7.70588235294118,53.8823529411765,54.2352941176471,0,0.176470588235294,0,0,6.94117647058824,40.5294117647059,0.176470588235294,0.705882352941177,0.411764705882353,0.411764705882353,-0.467039287135007,0.0588235294117647,0.105882352941176,920.099024471505,31,113,31,213,23.6831155553111,1406.6516868484,85,966.342099135387,0,0.352941176470588,0.411764705882353
2011,29.40625,4.1875,1.125,1,0.624999997089617,48.321875333786,57.25,0,0.875,0,0,3,43,0.4375,0.875,0.3125,0.3125,-0.261226426623905,0.25,0.5,884.664253081263,67,105,66,213,22.178116809445,1074.10147711791,88,748.950029188858,0,0.25,0.25
2010,44.96875,5.75,0.5,1,0.983749999781139,60.8012497425079,66.375,0,1,0,0,6,44.5625,0.375,0.3125,0.9375,0.9375,0.102375063212359,0.311111111111111,0.833333333333333,986.431193785315,36,110,40,213,24.4448882841728,965.461065256596,77,1044.89016712328,0,0.6875,1.4375
2010,44.96875,5.75,0.5,1,0.983749999781139,60.8012497425079,66.375,0,1,0,0,6,44.5625,0.375,0.3125,0.9375,0.9375,0.102375063212359,0.311111111111111,0.833333333333333,986.431193785315,36,110,36,213,22.8285064553991,1060.57633269147,87,1044.89016712328,0,0.6875,1.4375
2010,44.96875,5.75,0.5,1,0.983749999781139,60.8012497425079,66.375,0,1,0,0,6,44.5625,0.375,0.3125,0.9375,0.9375,0.102375063212359,0.311111111111111,0.833333333333333,986.431193785315,36,110,37,213,22.0395305651455,863.744721488158,73,1044.89016712328,0,0.6875,1.4375
2010,44.96875,5.75,0.5,1,0.983749999781139,60.8012497425079,66.375,0,1,0,0,6,44.5625,0.375,0.3125,0.9375,0.9375,0.102375063212359,0.311111111111111,0.833333333333333,986.431193785315,36,110,37,213,22.4000715730336,1134.10969596811,54,1044.89016712328,0,0.6875,1.4375
2010,44.96875,5.75,0.5,1,0.983749999781139,60.8012497425079,66.375,0,1,0,0,6,44.5625,0.375,0.3125,0.9375,0.9375,0.102375063212359,0.311111111111111,0.833333333333333,986.431193785315,36,110,41,213,24.7710757116757,1007.78732784786,80,1044.89016712328,0,0.6875,1.4375
2010,37.71875,5.125,0.4375,1,0.332500003860332,72.9743747711182,42.125,0,0,0,0,7,43.75,0.0625,0.6875,0.4375,0.4375,-0.361146220954634,0.8,1,1089.35517085214,36,118,36,213,22.8285064553991,1060.57633269147,87,1142.83314514196,0,0.3125,0.3125
2010,33.65625,4.8125,14.625,1,0.756875011371449,39.2237498760223,57.4375,0,0.9375,0,0,3,36.5625,0.3125,1,0.1875,0.1875,-0.457180086457262,0.25,0.5,907.47925460859,40,109,36,213,22.8285064553991,1060.57633269147,87,991.927405424973,0,0.4375,0.4375
