"ea_id","FS_year","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","roof_other","Radio","Television","Bicycle","Motorcycle","Car","cellphone","number_celphones","dist_road","dist_popcenter","dist_market","dist_admctr","ag_percent","slope","elevation","hh_a02","FS_month","HDDS","FCS","Month","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","yearmon","asset_index","rural","date","clust_bean_price","clust_maize_price","clust_cassava_price","clust_bean_mktthin","clust_maize_mktthin","clust_cassava_mktthin","lhz_bean_price","lhz_maize_price","lhz_cassava_price","lhz_bean_mktthin","lhz_maize_mktthin","lhz_cassava_mktthin","cropyear","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","floodmax","lhz_floodmax"
"1050015",2010,0,1,0,1,0,0.75,0.125,0.25,0.25,0,0.625,0.625,9.56875,31.4575,25.60375,47.1825,54.625,14.37673625,1330.625,NA,5,4.625,47.6875,NA,0,0,1,May 2010,-1.05448952032911,0,2010-05-02,NA,NA,893.75,1,1,0,NA,NA,805.790458313055,1,1,0,NA,346.427745895093,13,15,3,123,24.2373597945291,413.997727220818,5,0,0
"1050015",2011,0.3,0.7,1,0,0,0.8,0.1,0.6,0.3,0,0.7,0.9,8.85929,31.25563,26.40403,46.50068,54.5,14.299,1329.3,NA,3,2.7,19.1,NA,0,0,1,Mar 2011,0.990030942899924,0,2011-03-01,NA,NA,1050,1,1,0,NA,NA,811.422818900026,1,1,0,NA,1698.83111927095,3,67,3,488,22.8339092457342,1648.74659454572,29,0,0
"1050019",2009,0,1,0,1,0,0.6,0,0.6,0,0,0.8,0.8,9.592,27.024,25.954,42.46,41.4,8.060714,1308.6,NA,12,4.8,40.4,NA,0,0,1,Dec 2009,-1.28832878497384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.399455782683,14,18,6,123,23.2227246687665,364.006897664025,22,0,0
"1050019",2010,0,1,0,1,0,0.25,0,0.25,0,0,0,0,9.6225,28.2075,25.9575,43.625,42.5,10.5846045,1311.75,NA,6,3.75,31.375,NA,0,0,1,Jun 2010,-1.98590995542213,0,2010-06-01,NA,NA,800,1,1,0,NA,NA,960.004095849521,1,1,0,NA,377.076122760334,13,10,3,123,23.8502222565132,346.952918847312,8,0,0
"1050019",2011,0,1,0.888888888888889,0.111111111111111,0,1,0,0.333333333333333,0,0,0.555555555555556,0.666666666666667,9.61045555555556,27.5478666666667,25.9509444444444,42.9785111111111,41.8888888888889,9.82222222222222,1311,NA,3.66666666666667,5.66666666666667,52.8888888888889,NA,0,0,1,Mar 2011,-0.0580099927036341,0,2011-03-22,1950,1625,1083.33333333333,0.555555555555556,0.555555555555556,0,1753.4226802169,1462.21064110947,1103.21976934291,0.555555555555556,0.555555555555556,0,NA,1779.66389363456,3,66,3,488,22.6065022013227,1442.23432065185,45,0,0
"1050023",2009,0.4,0.6,0,1,0,0.8,0,0.6,0,0,0.2,0.2,9.346,9.248,27.562,27.562,63,6.5517944,1230.6,NA,9,5.2,34.3,NA,0,1,0,Sep 2009,-0.791289947964882,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.273604857177,14,20,6,123,23.9374116892414,516.362880926519,27,0,0
"1050023",2010,0.5,0.5,0.714285714285714,0.285714285714286,0,0.857142857142857,0.0714285714285714,0.714285714285714,0.142857142857143,0,0.571428571428571,0.571428571428571,9.33963571428571,9.2525,27.7777642857143,27.7777642857143,63.3571428571429,6.86699171428571,1226.57142857143,NA,8,5.07142857142857,38.0714285714286,NA,0,1,0,Aug 2010,0.820214651009504,0,2010-07-31,NA,NA,857.142857142857,1,1,0,NA,NA,629.335898897149,1,1,0,NA,393.118787291646,12,16,3,123,24.8371707078887,484.322548381197,22,0,0
"1050026",2010,0.375,0.625,0,1,0,0.875,0.125,0.5,0,0,0.5,1,1.4375,12.02,12.02,12.02,67.5,10.177988125,1264.625,NA,3.875,4.875,48.375,NA,0,0,1,Mar 2010,-0.473802130135338,0,2010-03-29,NA,NA,626.8750125,1,1,0,NA,NA,885.194221559114,1,1,0,NA,347.068578477131,29,13,3,123,24.4207064629403,416.357539152678,5.5,0,0
"1050026",2011,0.333333333333333,0.666666666666667,0.777777777777778,0.222222222222222,0,0.888888888888889,0,0.222222222222222,0,0,0.444444444444444,0.555555555555556,1.079,9.9159,9.9159,9.9159,64.4444444444444,8.97666666666667,1260.33333333333,NA,4.66666666666667,4.77777777777778,38.8888888888889,NA,0,0,1,Apr 2011,0.338325614132794,0,2011-04-22,1529,767,692.444444444444,0.555555555555556,0.555555555555556,0,1692.02534962003,889.559942095411,851.379650062128,0.555555555555556,0.555555555555556,0,NA,2003.24483546197,5,73,3,488,22.9124040767525,1690.80902028259,27.5,0,0
"1050030",2009,0.2,0.8,0,1,0,0.8,0,0.4,0,0,0.6,0.8,17.41,37.618,37.618,37.618,57.8,4.7900884,1193.2,NA,10,5.4,50.5,NA,0,0.4,0.6,Oct 2009,-0.926678179919665,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.400386720116,13,18,4.5,123,23.4842437419031,450.242906809765,14,0,0
"1050030",2010,0.142857142857143,0.857142857142857,0.571428571428571,0.428571428571429,0,0.571428571428571,0,0.714285714285714,0,0,0.285714285714286,0.285714285714286,17.3691571428571,37.9347285714286,37.9347285714286,37.9347285714286,57.4285714285714,4.58205057142857,1185.71428571429,NA,8,4.28571428571429,34.4285714285714,NA,0,0.428571428571429,0.571428571428571,Aug 2010,-0.579947083610662,0,2010-08-01,NA,NA,642.857142857143,1,1,0,NA,NA,853.600663610673,1,1,0,NA,425.608596754195,15,12,3,123,24.4207064629403,416.357539152678,5.5,0,0
"1050030",2011,0.4,0.6,1,0,0,0.8,0.2,0.6,0,0,0.8,1.2,13.85752,30.92308,30.92308,30.92308,52,4.766,1187,NA,5,4.6,41.1,NA,0,0.4,0.6,May 2011,1.18468358953355,0,2011-05-01,2625,1150,1000,0,0,0,2434.46623846698,1079.48377565192,1104.15618323881,0.0327405701665489,0.0224695678448138,0,NA,1862.26502453967,3,57,3,488,22.9124040767525,1690.80902028259,27.5,0,0
"1050033",2010,0.5,0.5,0,1,0,0.75,0.125,0.5,0,0,0.5,0.625,4.9525,14.78,14.78,14.78,42.75,8.344170625,1248.25,NA,5,4,36.375,NA,0,0,1,May 2010,-0.278763481221744,0,2010-05-02,NA,NA,581.5,1,1,0,NA,NA,805.790458313055,1,1,0,NA,428.776318324481,12,14,3,123,24.2373597945291,413.997727220818,5,0,0
"1050033",2011,0.5,0.5,1,0,0,0.75,0,0.375,0,0,0.625,0.625,4.9795,14.7862125,14.7862125,14.7862125,42.75,8.5075,1249.875,NA,7.125,5.25,44.8125,NA,0,0,1,Jul 2011,1.03489583675858,0,2011-07-05,1537.5,800,968.75,0,0,0,1657.73527337392,873.308792041368,1068.98158990719,0.0449344939804343,0,0,NA,1926.39220387501,3,69,3,488,22.8339092457342,1648.74659454572,29,0,0
"10510001",2012,1,0,1,0,0,0.8,1,0.4,0,0.4,1,3.2,0.51842,1.42428,1.42428,1.42428,30.6,6.6471924,1241.2,NA,6.8,6.2,58.7,NA,0,0,1,Jun 2012,3.84235297290882,0,2012-06-25,2186.8,952.4,1228.6,0,0,0,2090.08891812072,936.544643833504,1277.56496866727,0.0449391356896276,0.0449391356896276,0.0449391356896276,NA,2111.98788570613,5,163,5,489,23.030044224901,1967.4150633193,22,0,0
"10510003",2012,1,0,1,0,0,0.75,0.25,0.25,0,0.25,0.75,1.25,0.23125,26.408275,26.408275,26.408275,41.5,1.7586245,1155.5,NA,4,5.75,60.125,NA,0,1,0,Apr 2012,2.68412525899364,0,2012-04-01,2650,1054,1225,0,0,0,2393.54709534956,1014.75973083646,1288.92870283008,0.0449391356896276,0.0449391356896276,0.0449391356896276,NA,2111.98788570613,5,163,5,489,23.030044224901,1967.4150633193,22,0,0
"10530004",2011,0.2,0.8,1,0,0,0.8,0,0.4,0,0,0.4,0.6,6.66588,28.98058,28.98058,28.98058,11.4,9.7664684,1276.6,NA,12,4.8,42.1,NA,0,0,1,Dec 2011,0.30093810224277,0,2011-12-01,1467,867,1233,0.5,0.5,0.5,1512.97043061901,930.492715040127,1289.47089925211,0.229153341763539,0.19641277159699,0.19641277159699,NA,1817.4405426681,3,167,3,488,22.9124040767525,1690.80902028259,27.5,0,0
"10530004",2012,0.4,0.6,1,0,0,1,0.2,0.2,0,0,0.8,1,4.55528,22.32984,22.32984,22.32984,37.4,8.6264824,1251.4,NA,7,5.2,52.1,NA,0,0,1,Jul 2012,1.27671129843487,0,2012-07-01,1575,927.5,1345.5,0,0,0,1764.42818098689,1083.30355663238,1438.97875946409,0.0224695678448138,0.0224695678448138,0.0224695678448138,NA,2111.98788570613,5,163,5,489,22.8872202183042,1945.62188093207,21.5,0,0
"10530008",2012,0.5,0.5,1,0,0,0.9,0.2,0.5,0.1,0.1,0.9,2,7.5457125,14.2708125,14.2708125,14.2708125,62.25,9.580408125,1265.125,NA,6.7,5.4,53.55,NA,0,0,0.8,Jun 2012,1.67626028143583,0,2012-06-22,1917,1315,1486.9,0,0,0,1738.72129117089,778.031683920765,1227.81541411421,0,0,0,NA,2111.98788570613,5,163,5,489,22.7443962117074,1923.82869854484,21,0,0
"10530012",2011,1,0,1,0,0,1,1,0,0,0,1,2,0.6295,5.0085,5.0085,5.0085,66,8.116077,1256,NA,12,1,0,NA,0,0,1,Dec 2011,3.46850235361017,0,2011-12-01,1600,1500,1567,0,0,0,1485.00314117782,963.735305741812,1247.12196956246,0.3200354152463,0.275100921265866,0.275100921265866,NA,1686.36646881297,3,116,3,488,22.8339092457342,1648.74659454572,29,0,0
"10530012",2012,0.333333333333333,0.666666666666667,0.666666666666667,0.111111111111111,0.222222222222222,1,0.222222222222222,0.777777777777778,0.222222222222222,0,0.666666666666667,0.888888888888889,0.326244444444444,18.4992555555556,18.4992555555556,18.4992555555556,45,5.75573944444444,1241.77777777778,NA,4.44444444444444,5.22222222222222,48.9444444444444,NA,0,0,1,Apr 2012,0.989926593624142,0,2012-04-14,1956,1510.44444444444,1565.33333333333,0,0,0,1605.15872432828,933.111199098945,1318.9648242969,0,0,0,NA,1932.72288415958,7,112,5,489,22.7443962117074,1923.82869854484,21,0,0
"10530015",2011,0,1,0.5,0.5,0,0.5,0,0,0,0,1,1,6.99685,30.58865,28.80485,44.4234,51,15.55284,1326.5,NA,12,1,0,NA,0,0,1,Dec 2011,-0.518873186296642,0,2011-12-01,1600,1500,1567,0,0,0,1485.00314117782,963.735305741812,1247.12196956246,0.3200354152463,0.275100921265866,0.275100921265866,NA,1817.4405426681,3,167,3,488,22.8339092457342,1648.74659454572,29,0,0
"10530015",2012,0.2,0.8,0.9,0.1,0,0.7,0.1,0.4,0.3,0,0.7,1,8.99694,31.29146,26.28292,46.61505,53.9,14.729937,1326.8,NA,7,5.2,35,NA,0,0,1,Jul 2012,0.606019207043836,0,2012-07-01,2171,1447.5,1556.5,0,0,0,2052.86729263653,875.093130702918,1275.48007960989,0,0,0,NA,2111.98788570613,5,163,5,489,22.7443962117074,1923.82869854484,21,0,0
"10530019",2012,0,1,0.909090909090909,0.0909090909090909,0,0.636363636363636,0,0.363636363636364,0.0909090909090909,0,0.545454545454545,0.636363636363636,9.61045555555556,27.5478666666667,25.9509444444444,42.9785111111111,41.8888888888889,9.82333544444444,1311,NA,5.63636363636364,4.81818181818182,45.3636363636364,NA,0,0,0.818181818181818,May 2012,-0.149742696397234,0,2012-05-21,1965.90909090909,1398.81818181818,1452.90909090909,0,0,0,1759.70895508703,1053.09201501811,1375.23259787405,0,0,0,NA,2111.98788570613,5,163,5,489,22.514029643092,1714.2581829009,28,0,0
"10530023",2011,0,1,0.5,0.5,0,0.5,0,0,0,0,0,0,8.83335,8.71865,27.0804,27.0804,64.5,6.5193625,1233.5,NA,11,5,41.25,NA,0,1,0,Nov 2011,-1.19004650728695,0,2011-11-01,1515,1169,1348,0,0,0,1603.56638223095,758.274677891767,873.931321338403,0,0,0,NA,1817.4405426681,3,167,3,488,23.3601179946316,1805.53583549582,97,0,0
"10530023",2012,0.333333333333333,0.666666666666667,1,0,0,1,0.166666666666667,0.5,0.166666666666667,0,0.666666666666667,1.5,9.77313333333333,9.69406666666667,28.1206333333333,28.1206333333333,63.1666666666667,6.79748683333333,1224.33333333333,NA,5.16666666666667,6,43,NA,0,1,0,May 2012,1.1173027045886,0,2012-05-06,2749.16666666667,1611.66666666667,1594.16666666667,0,0,0,2483.62868259104,1146.42968432459,954.126041754617,0,0,0,NA,2111.98788570613,5,163,5,489,23.4445754203979,2071.24350421681,74,0,0
"10530026",2012,0.6,0.4,0.9,0.1,0,0.9,0.2,0.5,0.1,0,0.6,1.1,1.16715,10.17618,10.17618,10.17618,64,9.091031,1262.4,NA,7.3,5.4,52.9,NA,0,0,1,Jul 2012,1.42422105309684,0,2012-07-10,1877.8,792.4,1277.5,0,0,0,1845.78518170903,796.081173106841,1269.20776152462,0.0224695678448138,0.0224695678448138,0.0224695678448138,NA,2111.98788570613,5,163,5,489,22.8872202183042,1945.62188093207,21.5,0,0
"10530030",2011,0.428571428571429,0.571428571428571,1,0,0,0.857142857142857,0.142857142857143,0.571428571428571,0,0,0.571428571428571,1.14285714285714,13.4771428571429,35.3233142857143,39.4253714285714,39.4877857142857,47.2857142857143,3.30575867142857,1183,NA,12,4.14285714285714,35.3571428571429,NA,0,0.571428571428571,0.285714285714286,Dec 2011,1.05483270519166,0,2011-12-01,1467,867,1233,0.5,0.5,0.5,1523.85755753185,1022.44137143706,1327.70319258958,0.273217380745719,0.24967434819031,0.24967434819031,NA,1727.27529778645,3,116,3,488,22.8104367849426,1607.95078707235,33.3333333333333,0,0
"10530030",2012,1,0,1,0,0,1,0,0,0,0,1,1,0.8376,3.7148,3.7148,3.7148,35,6.887457,1216,NA,7,6,55,NA,0,0,0.5,Jul 2012,2.41140936089148,0,2012-07-01,1575,927.5,1345.5,0,0,0,1803.31379567914,1162.84445263444,1465.03983638266,0.0149797118965425,0.0149797118965425,0.0149797118965425,NA,1988.67232613162,7,112,5,489,22.7628233599001,1868.50064825502,23.6666666666667,0,0
"10530033",2012,0.545454545454545,0.454545454545455,1,0,0,0.636363636363636,0,0.545454545454545,0,0,0.909090909090909,1.18181818181818,4.09332727272727,17.9159090909091,17.9159090909091,17.9159090909091,40.5454545454545,7.62154054545455,1230.36363636364,NA,8.54545454545454,5.36363636363636,45.6818181818182,NA,0,0,1,Aug 2012,1.2651069570869,0,2012-08-17,1700.95454545455,820.318181818182,1147.18181818182,0,0,0,1816.23410252993,838.741171891188,1254.65786000334,0,0,0,NA,2182.27046795758,5,94,10.5,489,23.4206073536909,1937.68924100963,81,2042.95798982788,984.511776731471
"1060003",2009,0.5,0.5,0,1,0,0.75,0.25,0.75,0.25,0,0.75,1,7.8875,43.72,49.73,64.14,57.5,4.628527,1199.5,NA,11,5.5,54.75,NA,0,0,1,Nov 2009,0.171187669761793,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.969133387206,14,23,5,123,23.361718236334,406.948904805099,16.5,0,0
"1060003",2010,0.142857142857143,0.857142857142857,0.428571428571429,0.571428571428571,0,0.666666666666667,0.111111111111111,0.444444444444444,0.222222222222222,0,0.666666666666667,0.777777777777778,8.11628888888889,43.2637444444444,48.9511,65.8713888888889,56.8888888888889,4.86053988888889,1206.55555555556,NA,8.88888888888889,5.66666666666667,51.7777777777778,NA,0,0.111111111111111,0.888888888888889,Aug 2010,-0.0398047442263083,0,2010-08-27,NA,NA,911.111111111111,1,1,0.277777777777778,NA,NA,1034.04112196201,1,1,0.310410264903269,NA,408.812593051239,16,15,3,123,24.2271376939324,382.835134965925,7,0,0
"1060003",2011,0,1,1,0,0,0.8,0,0.8,0.2,0,0.6,0.6,6.94558,42.99822,50.0146,59.39852,57.4,5.802,1197.4,NA,5,5,45.7,NA,0,0,1,May 2011,0.151177505532043,0,2011-05-01,1850,1061.5,816.7,0.2,0.2,0,1976.30333820602,1177.77682938472,1009.91519168532,0.228253495750168,0.217975654275851,0.017975654275851,NA,1984.74882414047,4,85,3,488,22.7987005545468,1587.55288333566,35.5,0,0
"1060005",2009,0.2,0.8,0,1,0,0.8,0,0.6,0,0,0.4,0.4,6.732,45.9,45.9,77.16,43.8,8.348077,1238.4,NA,10,4.2,37.2,NA,0,1,0,Oct 2009,-0.923285134919696,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.770371652053,14,18,7.5,123,23.8142841875013,449.11335529146,18.75,0,0
"1060005",2010,0.142857142857143,0.857142857142857,0.285714285714286,0.571428571428571,0.142857142857143,0.714285714285714,0.142857142857143,0.571428571428571,0.142857142857143,0,0.428571428571429,0.428571428571429,7.41977142857143,45.1782714285714,45.8518142857143,72.5017857142857,45.5714285714286,8.23250914285714,1233.71428571429,NA,7,5.85714285714286,51.5,NA,0,0.857142857142857,0.142857142857143,Jul 2010,-0.419880816161953,0,2010-07-01,NA,NA,877.678571428571,1,1,0,NA,NA,790.648710416817,1,1,0,NA,393.571075487524,16,13,3,123,24.5890979366006,414.775928765706,10.25,0,0
"1060005",2011,0.1,0.9,1,0,0,0.8,0,0.5,0,0,0.5,0.5,7.96203333333333,33.0201333333333,42.3134444444444,53.6451333333333,51.5555555555556,7.77111111111111,1205.11111111111,NA,4.8,4.7,40.85,NA,0,0.5,0.3,Apr 2011,0.166049325228958,0,2011-04-25,1887.3,817.8,886.4,0,0,0,1954.81577957221,889.907949720333,952.465674717982,0.10536558715022,0,0,NA,1952.2570368069,3,56,3,488,23.1705132060392,1659.21834831264,51.5,0,0
"1060007",2009,0.2,0.6,0,1,0,0.6,0,0.2,0,0,0.6,1.6,2.34,28.32,58.536,28.32,53,6.8301368,1196.8,NA,12,5.6,53.8,NA,0,0.2,0.8,Dec 2009,-0.815908864595221,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.111508471933,6,20,5,123,23.4677756799046,450.594901673357,17,0,0
"1060007",2010,0,1,0,1,0,0.75,0,0.5,0.25,0,0.75,0.75,3.165,28.1525,58.4075,28.1525,51.25,8.05830175,1208.5,NA,6,5,51.125,NA,0,0,1,Jun 2010,-1.1028261404669,0,2010-06-01,NA,NA,475,1,1,0,NA,NA,773.219885820187,1,1,0,NA,432.404100771993,12,15,3,123,24.2373597945291,413.997727220818,5,0,0
"1060007",2011,0.2,0.8,1,0,0,0.8,0.1,0.3,0.3,0,0.5,0.8,2.58841,28.24403,58.46909,28.24403,51.2,7.711,1202.7,NA,4,5.2,54,NA,0,0.2,0.8,Apr 2011,0.653944827463792,0,2011-04-01,1438,1075,750,0.5,0.5,0,1557.9259602916,1240.03898209001,940.84741584362,0.5,0.5,0,NA,1965.98580988848,3,67,3,488,22.8339092457342,1648.74659454572,29,0,0
"1060009",2009,0.2,0.8,0,1,0,0.6,0,0.6,0,0,0.6,0.6,2.59,7.522,36.102,7.522,49.8,8.0739176,1200,NA,10,5,30.3,NA,0,0,1,Oct 2009,-1.0186285598836,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.530928270602,14,24,5,123,23.4677756799046,450.594901673357,17,0,0
"1060009",2010,0.375,0.625,0.625,0.375,0,0.875,0,0.25,0,0,0.5,0.5,2.8426625,7.2511125,35.965,7.2511125,49.125,8.134537875,1203.75,NA,8.375,4.375,35.75,NA,0,0,1,Aug 2010,0.245314748421875,0,2010-08-12,NA,NA,637.5,1,1,0,NA,NA,839.368304406608,1,1,0,NA,424.320752952538,12,17,3,123,24.2373597945291,413.997727220818,5,0,0
"1060009",2011,0,1,1,0,0,1,0,0,0,0,0,0,3.33105,6.78785,35.77265,6.78785,48,8.035,1205.5,NA,5,4.5,33,NA,0,0,1,May 2011,-0.279438406540329,0,2011-05-01,2625,1150,1000,0,0,0,2384.18084653749,1060.59548941302,1020.07441344929,0.0449344939804343,0,0,NA,1945.42762793696,3,81,3,488,22.8339092457342,1648.74659454572,29,0,0
"10630003",2012,0.545454545454545,0.454545454545455,1,0,0,0.727272727272727,0.0909090909090909,0.545454545454545,0.363636363636364,0,0.727272727272727,1,7.15211,40.70578,48.64575,57.64432,57.7,5.5311283,1200.3,NA,5.36363636363636,5.72727272727273,54.5909090909091,NA,0,0,0.909090909090909,May 2012,1.4992885326284,0,2012-05-12,1547.40909090909,768.954545454545,1313.22727272727,0,0,0,1713.39849902685,987.527372324119,1375.84598832889,0.0149797118965425,0.0149797118965425,0.0149797118965425,NA,2111.98788570613,5,163,5,489,22.7628233599001,1868.50064825502,23.6666666666667,0,0
"10630005",2011,0,1,0.333333333333333,0.666666666666667,0,1,0,0.333333333333333,0,0,0.666666666666667,0.666666666666667,8.357,44.1799333333333,45.7082,66.5134,46.3333333333333,7.42049766666667,1230.66666666667,NA,11,6.33333333333333,66,NA,0,0.666666666666667,0.333333333333333,Nov 2011,-0.740019038349432,0,2011-11-01,1571,757.5,1123,0,0,0,1554.92856584406,900.71040644991,1187.447072833,0,0,0,NA,1817.4405426681,3,167,3,488,22.7202057235284,1545.49045759879,37,0,0
"10630005",2012,0.111111111111111,0.888888888888889,0.777777777777778,0.222222222222222,0,0.777777777777778,0,0.444444444444444,0.222222222222222,0,0.666666666666667,0.888888888888889,7.79534444444444,38.4065,40.9002,66.4700111111111,49.8888888888889,7.85627777777778,1225.44444444444,NA,5.22222222222222,5,42.2777777777778,NA,0,0.888888888888889,0.111111111111111,May 2012,0.120970288258779,0,2012-05-07,2345.83333333333,1025.38888888889,1240.27777777778,0,0,0,2465.0705550803,1234.87611232182,1345.96643580964,0,0,0,NA,2111.98788570613,5,163,5,489,22.6292129273997,1819.04344072287,24.5,0,0
"10630007",2012,0.363636363636364,0.545454545454545,1,0,0,0.818181818181818,0.181818181818182,0.272727272727273,0.181818181818182,0,0.636363636363636,1,2.58841,28.24403,58.46909,28.24403,51.2,7.7102751,1202.7,NA,5.63636363636364,5.63636363636364,57.3636363636364,NA,0,0.181818181818182,0.727272727272727,May 2012,1.1919229228615,0,2012-05-21,1664.72727272727,793.090909090909,1270,0,0,0,1657.23879686163,839.397070744074,1270.17280362185,0,0,0,NA,2111.98788570613,5,163,5,489,22.7443962117074,1923.82869854484,21,0,0
"10630009",2011,0,1,0.8,0,0.2,0.4,0,0.2,0,0,0.6,1.2,2.58226,7.50978,36.082,7.50978,49.8,8.1266322,1201,NA,12,5.6,49.7,NA,0,0,1,Dec 2011,-0.213665861222912,0,2011-12-01,1467,867,1233,0,0,0,1485.00314117782,963.735305741812,1247.12196956246,0.3200354152463,0.275100921265866,0.275100921265866,NA,1817.4405426681,3,167,3,488,22.8339092457342,1648.74659454572,29,0,0
"10630009",2012,0.5,0.5,1,0,0,0.5,0,0,0,0,0,0,3.33105,6.78785,35.77265,6.78785,48,8.03711,1205.5,NA,7,4.5,37,NA,0,0,1,Jul 2012,0.50071618911404,0,2012-07-01,1650,1025,1458,0,0,0,1717.89282235995,1081.80018320773,1392.90965852426,0,0,0,NA,2111.98788570613,5,163,5,489,22.7443962117074,1923.82869854484,21,0,0
"1070001",2009,1,0,0,1,0,0.8,0.4,0.2,0.4,0.2,1,1.4,0.256,3.154,3.154,3.154,36.2,13.85888,1331.8,NA,9,6.2,67,NA,0,0,1,Sep 2009,1.85357296826308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.254496410842,14,21,4.5,123,23.4842437419031,450.242906809765,14,0,0
"1070001",2010,1,0,0.857142857142857,0.142857142857143,0,0.875,0.5,0.25,0.125,0.25,0.875,2.625,0.204325,7.721725,7.721725,7.721725,37.75,12.12101,1312.625,NA,8.25,5.375,51.5,NA,0,0.125,0.875,Aug 2010,2.91037767034214,0,2010-08-08,NA,NA,1075,1,1,0,NA,NA,801.249278012434,1,1,0,NA,408.749931541928,12,14,3,123,24.4207064629403,416.357539152678,5.5,0,0
"1070002",2010,1,0,0,1,0,0.8,0.6,0.8,0.8,0,1,2.2,0.574,2.78,57.424,2.78,47.4,6.536818,1268.2,NA,2.2,5.2,57.3,NA,0,0,1,Feb 2010,2.07200898840324,0,2010-02-06,NA,NA,893.33334,1,1,0,NA,NA,1014.22314983893,1,1,0,NA,431.993636040292,12,13,3,123,24.2373597945291,413.997727220818,5,0,0
"1070002",2011,1,0,1,0,0,1,0.571428571428571,0.857142857142857,0.428571428571429,0,1,2.14285714285714,0.670842857142857,2.71205714285714,57.6147142857143,2.71205714285714,49.5714285714286,6.83285714285714,1260.71428571429,NA,3.71428571428571,5.71428571428571,52,NA,0,0,1,Mar 2011,3.27247598897254,0,2011-03-24,1529,767,623.714285714286,0.714285714285714,0.714285714285714,0,1666.27033926827,906.096327867819,788.343380587882,0.714285714285714,0.714285714285714,0,NA,2012.75037638705,3,58,3,488,22.8339092457342,1648.74659454572,29,0,0
"1070004",2010,0.111111111111111,0.888888888888889,0,1,0,0.777777777777778,0,0.666666666666667,0.111111111111111,0,0.555555555555556,0.555555555555556,10.2711111111111,15.1155555555556,69.7288888888889,15.1155555555556,60.5555555555556,9.17117455555556,1222.44444444444,NA,3.66666666666667,4.66666666666667,38.0555555555556,NA,0,0,0,Mar 2010,-1.07962689687001,0,2010-03-22,NA,NA,793.518533333333,1,1,0,NA,NA,948.958075888047,1,1,0,NA,501.137019181252,3,24,3,123,24.2373597945291,413.997727220818,5,0,0
"1070008",2010,0,1,0.25,0.75,0,0.5,0,0.125,0,0,0.375,0.375,10.8501375,52.422525,52.422525,52.422525,76.25,6.763596625,1200.5,NA,6.5,4.625,54.5625,NA,0,1,0,Jun 2010,-1.27886757909158,0,2010-06-17,NA,NA,1375,1,1,0.5,NA,NA,1040.76575280191,1,1,0.22212410941438,NA,441.64280515338,29,10,3,123,24.2373597945291,413.997727220818,5,0,0
"1070008",2011,0,1,0,1,0,0,0,0,0,0,0,0,14.5205,57.3861,57.3861,63.0253,54,4.68,1202,NA,6,3,32,NA,0,1,0,Jun 2011,-2.10065460803358,0,2011-06-01,2000,1400,1217,0,0,0,1846.75481384276,1172.21124211834,826.190069398899,0.0449344939804343,0,0,NA,1995.31731909203,3,57,3,488,22.8339092457342,1648.74659454572,29,0,0
"1070012",2010,0.4,0.6,0,1,0,0.8,0,0.2,0,0,0.4,0.4,0.368,3.928,3.928,3.928,58.8,10.630039,1285.6,NA,4.4,4.2,39.3,NA,0,0,1,Apr 2010,-0.656900625892042,0,2010-04-14,NA,NA,1190,1,1,0,NA,NA,819.409938585201,1,1,0,NA,430.96993775863,12,9,3,123,24.2373597945291,413.997727220818,5,0,0
"1070012",2011,0.285714285714286,0.714285714285714,1,0,0,0.75,0,0.375,0.125,0,0.75,0.875,0.547,6.6146625,6.6146625,6.6146625,54.75,9.99875,1293,NA,5.25,5.375,53.8125,NA,0,0.125,0.875,May 2011,0.731370248103999,0,2011-05-09,1500,650,1043.75,0.625,0.625,0,1584.57364878145,901.980530820638,947.744945135222,0.641850435242663,0.625,0,NA,1886.26858952945,3,54,3,488,22.8339092457342,1648.74659454572,29,0,0
"1070016",2009,0.2,0.8,0,1,0,0.6,0,0.4,0,0,0.2,0.2,19.338,37.942,31.064,49.168,60,6.8817068,1206.2,NA,11,4.8,41.3,NA,0,1,0,Nov 2009,-1.28702055934234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.155049898795,14,23,5,123,23.4677756799046,450.594901673357,17,0,0
