"ea_id","FS_year","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","roof_other","Refrigerator","Radio","Television","Bicycle","Motorcycle","Car","cellphone","number_celphones","slope","ag_percent","dist_road","dist_popcenter","dist_agmkt","dist_headquater","elevation","FS_month","rCSI","HDDS","FCS","Motorcyclet","Month","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","yearmon","asset_index","rural","date","clust_bean_price","clust_maize_price","clust_rice_price","clust_bean_mktthin","clust_maize_mktthin","clust_rice_mktthin","lhz_bean_price","lhz_maize_price","lhz_rice_price","lhz_bean_mktthin","lhz_maize_mktthin","lhz_rice_mktthin","cropyear","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax"
"530111103002",2015,1,0,0.875,0.125,0,0.5,0.625,0.375,0.875,0.375,0.125,0.875,2.25,NA,NA,NA,NA,NA,NA,NA,5,2,5.25,69.0625,NA,NA,0,0,0,May 2015,2.09139237214426,1,2015-05-01,188333,51333,178333,0,0,0,163586.389250099,48879.5746625878,164089.485793072,0,0,0,NA,912.846958542537,5,126,51,213,25.1562169558328,326.686407585128,164,213,0,0
"530116305305",2014,1,0,0.875,0,0.125,0.875,0.875,1,0.5,0.25,0.5,1,2.75,NA,NA,NA,NA,NA,NA,NA,11,0,5.625,67.8125,NA,NA,0,0,0,Nov 2014,3.61408310615025,0,2014-11-01,165119,35107,131126,0,0,0,140872.82436083,37214.0293666893,125796.770504466,0,0,0,NA,940.796996598859,56,70,98,213,23.434617054256,484.476297393604,141,213,0,0
"530122201005",2015,1,0,1,0,0,0.625,0.75,0.625,0.75,0.25,0.125,0.875,2.5,NA,NA,NA,NA,NA,NA,NA,8,0,4.625,64.625,NA,NA,0,0,0,Aug 2015,2.61263323743834,0,2015-08-01,175000,59115,166562.7,0,0,0,153875.081043358,54306.0503749613,153951.756650648,0,0,0,NA,912.723490632025,5,126,51,213,25.1562169558328,326.686407585128,164,213,0,0
"530122206001",2014,1,0,1,0,0,0.375,0.875,0.5,0.5,0,0,1,2.625,NA,NA,NA,NA,NA,NA,NA,12,1,5.875,76.5625,NA,NA,0,0,0,Dec 2014,2.20563843779778,0,2014-12-01,165865.5,39452,151538,0,0,0,146825.877904236,38399.0081474863,139917.613667888,0,0,0,NA,1012.94431303224,56,83,98,213,23.434617054256,484.476297393604,141,213,0,0
"530123303303",2015,0.875,0.125,1,0,0,0.125,0.5,0.375,0.5,0.25,0,0.875,1.5,NA,NA,NA,NA,NA,NA,NA,5,2.25,5.75,74,NA,NA,0,0,0,May 2015,1.36651779766138,0,2015-05-01,188333,51333,178333,0,0,0,163586.389250099,48879.5746625878,164089.485793072,0,0,0,NA,936.431042493437,5,87,51,213,25.1562169558328,326.686407585128,164,213,0,0
"530124201003",2015,1,0,1,0,0,0.25,0.5,0.625,0.375,0.25,0,1,2.75,NA,NA,NA,NA,NA,NA,NA,3,0,5.75,76.75,NA,NA,0,0,0,Mar 2015,2.2611184755713,0,2015-03-01,181250,41850,179500,0,0,0,152138.486880068,40523.4943923802,163584.290538935,0,0,0,NA,925.620653478982,3,56,51,213,25.1562169558328,326.686407585128,164,213,0,0
"530124205009",2015,1,0,1,0,0,0.5,0.625,0.625,0.25,0.125,0,1,2.5,NA,NA,NA,NA,NA,NA,NA,4,0,5.875,82.0625,NA,NA,0,0,0,Apr 2015,2.3789779625943,0,2015-04-01,174818,52636,180909,0,0,0,152490.737495627,49230.1878936204,167196.964350206,0,0,0,NA,948.143527413609,5,117,51,213,25.1562169558328,326.686407585128,164,213,0,0
"530125307303",2014,1,0,1,0,0,0.5,0.625,0.5,0.625,0.25,0.25,1,2.25,NA,NA,NA,NA,NA,NA,NA,12,2.75,5,70.6875,NA,NA,0,0,0,Dec 2014,2.50835948036431,0,2014-12-01,165865.5,39452,151538,0,0,0,146825.877904236,38399.0081474863,139917.613667888,0,0,0,NA,871.070831559607,38,68,98,213,23.434617054256,484.476297393604,141,213,0,0
"530126303302",2015,1,0,1,0,0,0.75,0.375,0.625,0.375,0.25,0.125,1,3.125,NA,NA,NA,NA,NA,NA,NA,9,0.75,5.75,77.9375,NA,NA,0,0,0,Sep 2015,2.84600391159459,0,2015-09-01,171041.5,58872,162969,0,0,0,158876.396466946,54792.814315602,159785.40875282,0,0,0,NA,948.168319764558,5,117,51,213,25.1562169558328,326.686407585128,164,213,0,0
"530127305303",2015,1,0,1,0,0,0.625,0.625,0.625,0.25,0.5,0.125,1,1.875,NA,NA,NA,NA,NA,NA,NA,3,0,6,80.125,NA,NA,0,0,0,Mar 2015,2.65791958074383,0,2015-03-01,181250,41850,179500,0,0,0,152138.486880068,40523.4943923802,163584.290538935,0,0,0,NA,926.749836419112,60,112,51,213,25.1562169558328,326.686407585128,164,213,0,0
"530128301303",2015,1,0,1,0,0,0.5,0.875,0.75,0.875,0.25,0,1,2.5,NA,NA,NA,NA,NA,NA,NA,6,0.25,5.75,76.25,NA,NA,0,0,0,Jun 2015,2.6120187353759,0,2015-06-01,205625,53813,170000,0,0,0,167686.251784033,49599.2476595842,156866.296847634,0,0,0,NA,907.509129461095,3,34,51,213,25.1562169558328,326.686407585128,164,213,0,0
"530128304304",2014,1,0,1,0,0,0.25,0.375,0.5,0.5,0,0,1,1.875,NA,NA,NA,NA,NA,NA,NA,11,1.5,5.125,62.4375,NA,NA,0,0,0,Nov 2014,1.76330654825751,0,2014-11-01,165119,35107,131126,0,0,0,140872.82436083,37214.0293666893,125796.770504466,0,0,0,NA,844.762002763528,53,89,98,213,23.434617054256,484.476297393604,141,213,0,0
"530129202003",2015,1,0,1,0,0,0.125,0.375,0.75,0.5,0.125,0,1,2,NA,NA,NA,NA,NA,NA,NA,4.5,1,5.75,80.3125,NA,NA,0,0,0,Apr 2015,1.95965857150762,0,2015-04-16,181575.5,51984.5,179621,0,0,0,158038.563372863,49054.8812781041,165643.225071639,0,0,0,NA,912.751867120015,5,126,51,213,25.1562169558328,326.686407585128,164,213,0,0
"530130301304",2015,1,0,1,0,0,0.5,0.875,0.875,0.375,0.25,0,1,2.25,NA,NA,NA,NA,NA,NA,NA,2,2.875,5.875,74.375,NA,NA,0,0,0,Feb 2015,2.66203553079101,0,2015-02-01,178333,37444,162778,0,0,0,151189.339749106,37115.9023613789,150940.382085094,0,0,0,NA,916.253662503896,5,117,51,213,25.1562169558328,326.686407585128,164,213,0,0
"530130302001",2014,0.875,0.125,1,0,0,0,0.875,0,0.375,0,0,1,1.625,NA,NA,NA,NA,NA,NA,NA,11,0.25,5.875,80.75,NA,NA,0,0,0,Nov 2014,1.05302201354809,1,2014-11-01,165119,35107,131126,0,0,0,140872.82436083,37214.0293666893,125796.770504466,0,0,0,NA,951.703317117534,58,83,98,213,23.434617054256,484.476297393604,141,213,0,0
"530132303301",2015,0.875,0.125,1,0,0,0.5,0.5,0.75,0.125,0.25,0,1,2,NA,NA,NA,NA,NA,NA,NA,7,0,5.25,67.375,NA,NA,0,0,0,Jul 2015,2.19212043521357,0,2015-07-01,175411,58730.33,164729.7,0,0,0,152668.778429107,53326.8473182766,151511.37062115,0,0,0,NA,907.891892821112,3,43,51,213,25.1562169558328,326.686407585128,164,213,0,0
