"ea_id","FS_year","Refrigerator","Radio","Television","Bicycle","Motorcycle","Car","number_celphones","cellphone_cost","floor_cement","floor_tile","floor_dirt_sand_dung","roof_natural","roof_iron","roof_other","cell_phone","hhsize","FS_month","head_age","dist_road","dist_popcenter","dist_admarc","ag_percent","slope","elevation","hh_wgt","MAHFP","rCSI","HDDS","FCS","Month","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","yearmon","asset_index","rural","date","clust_maize_price","clust_rice_price","clust_nuts_price","clust_beans_price","clust_maize_mktthin","clust_rice_mktthin","clust_nuts_mktthin","clust_beans_mktthin","lhz_maize_price","lhz_rice_price","lhz_nuts_price","lhz_beans_price","lhz_maize_mktthin","lhz_rice_mktthin","lhz_nuts_mktthin","lhz_beans_mktthin","cropyear","raincytot","day1rain","maxdaysnorain","lhz_day1rain","VID","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax"
"10104351",2010,0,0.3125,0,0.375,0,0,0.0625,3000,0.125,0,0,0.75,0.25,0,0.0625,4.625,12,42.125,1.806874999375,51.296250625,8.0462500125,43.6875,7.50624999375,1366.375,78.249397,10.1875,1.5,4.8125,32.59375,NA,0,0,0,Dec 2010,-1.15169889113879,1,2010-12-17,21.4833333333333,12,13,NA,0.25,0.25,0.5,1,32.6468070279646,146.883441169995,189.199969390743,NA,0.5,0.5,0.5,1,NA,1010.83039648901,35,99,36,NA,213,21.3952828743089,1127.99811366612,50,0,916.196786886235,0
"10104440",2010,0,0.6875,0.0625,0.375,0,0,0,NA,0.125,0,0,0.8125,0.1875,0,0,5,7,38.875,1.7168749775,56.931250125,2.727500018125,19.6875,6.50624994375,1339.75,92.612801,10.9375,1.9375,5.25,35.15625,NA,0,0,0,Jul 2010,-1.12430379240376,1,2010-07-16,13,13,23.5,NA,0.75,0.75,0.5,1,NA,NA,92.3993325574299,NA,1,1,0.75,1,NA,1119.82458106445,36,103,36,NA,213,21.3952828743089,1127.99811366612,50,0,1037.41963908918,0
"10105352",2010,0,0.375,0,0.625,0,0,0.125,980,0.0625,0,0,0.75,0.25,0,0.125,4.5625,11,46.75,4.29062503125,101.238124875,5.1275,20.0625,12.9437498125,1351,130.0916,11.75,0.3125,5.0625,39.21875,NA,0,0,0,Nov 2010,-1.07542678330896,1,2010-11-16,38.058,213.97,202.02,NA,0,0,0,1,30.5715318440456,155.341177202781,187.998128600331,NA,0.4,0.4,0.6,1,NA,1070.43021789569,37,114,36,NA,213,21.3952828743089,1127.99811366612,50,0,1015.11170492939,0
"10105511",2011,0,0.375,0,0.3125,0,0,0,NA,0.125,0,0,0.6875,0.3125,0,0,3.875,1,44.25,0.3774999985,118.79625,21.783125,25.125,4.44999999375,1357.4375,70.359001,11.3125,0.4375,4.8125,31.65625,NA,0,0,0,Jan 2011,-1.11035648317291,1,2011-01-14,37.665,224.2075,206.34,NA,0,0,0,1,35.6872935853312,147.459092017771,149.083447249914,NA,0.5,0.75,0.75,1,NA,1066.61904579547,53,110,52,NA,213,20.8802710018248,1090.40569960296,67,0,950.714583336921,0
"10105513",2010,0,0.3125,0,0.375,0,0,0.125,400,0,0,0,0.875,0.125,0,0.0625,5.4375,3.4375,41.625,1.395624993875,101.539999875,5.17687501875,52.625,3.0937500125,1311.875,119.8906,10.5,6,4.1875,31.625,NA,0,0,0,Mar 2010,-1.42726467782859,1,2010-03-29,44.97703125,245.742125,235.5305625,185.74425,0.33125,0.21875,0.21875,0.21875,47.5677529050583,178.319220114761,205.279598213278,156.839657829024,0.553125,0.553125,0.553125,0.553125,NA,1072.43550467877,37,98,36,NA,213,21.3952828743089,1127.99811366612,50,0,1066.61904579547,0
"10120286",2011,0.1875,0.5625,0.1875,0.5,0,0.0625,1.125,2874.54545454545,0.5625,0,0,0,1,0,0.6875,4.875,1,44.375,0.344375004375,76.6681251875,8.1643751,35.8125,2.500000075,1278.25,113.9627,11.75,0.0625,6.125,44.25,NA,0,0,0,Jan 2011,1.81389049140165,0,2011-01-14,37.665,224.2075,206.34,NA,0,0,0,1,35.6872935853312,147.459092017771,149.083447249914,NA,0.5,0.75,0.75,1,NA,876.384320017023,53,108,52,NA,213,20.8802710018248,1090.40569960296,67,0,838.781724770502,0
"10120288",2010,0.125,0.8125,0.25,0.5,0,0,1.3125,1787.85714285714,0.8125,0,0,0.0625,0.9375,0,0.875,6.125,9,43.875,0.855000000625,78.0174999375,9.22687506875,28.1875,3.39374999375,1289.6875,59.150002,11.5625,2.5,5.75,48.625,NA,0,0,0,Sep 2010,2.08638491462907,0,2010-09-17,36.9166666666667,218.726666666667,202.026666666667,NA,0.25,0.25,0.25,1,33.7925335542359,139.161143672703,171.085350729008,NA,0.5,0.5,0.75,1,NA,942.826807192977,38,104,36,NA,213,21.3952828743089,1127.99811366612,50,0,920.879650634873,0
"10201137",2010,0,0.3125,0,0.4375,0,0,0.375,930,0.0625,0,0,0.875,0.125,0,0.25,5.0625,5.8125,43.625,0.705624999375,19.06187525,3.629375,56.625,0.99999999625,484.5625,100.5891,9.25,2.0625,5.1875,36.71875,NA,0,0,0,May 2010,-1.14997908622575,1,2010-06-09,34.370625,113.66484375,140.23703125,173.48109375,0.696875,0.1625,0.1625,0.1625,28.4087967779558,114.644226408962,146.241753943605,157.178069933384,0.696875,0.371875,0.1625,0.209375,NA,1284.24657194707,40,84,40,NA,213,25.1850754142368,1185.74998764753,75,0,1511.41612030658,0
"10201210",2011,0,0.25,0,0.3125,0,0,0.25,960,0.125,0,0,0.5625,0.4375,0,0.25,4.4375,3,42.125,3.33600001875,23.95199975,2.32199998125,66.5333333125,1.17333333125,503.200000625,106.4198,11.5625,0.4375,4.1875,26.78125,NA,0,0,0,Mar 2011,-0.69939990499444,1,2011-03-15,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,1359.00224234993,66,100,64,NA,213,24.6044744070707,1363.43710915804,85,0,1027.70110860513,0
"10201247",2010,0,0.3125,0,0.3125,0,0,0.125,800,0,0,0,0.625,0.25,0.125,0.0625,3.9375,10,42,5.29312505625,20.703124875,2.611874975,63.9375,1.82499998625,501.6875,160.07719,11.375,2.375,5.1875,36.6875,NA,0,0,0,Oct 2010,-1.10677112913977,1,2010-10-15,35.32,141.7775,187.1375,NA,0,0,0,1,30.3475967986342,131.652838811687,166.623316844608,NA,0,0,0,1,NA,1151.72988576571,40,99,40,NA,213,25.1850754142368,1185.74998764753,75,0,1359.00224234993,0
