,index,FS_year,ea_id,FCS,HDDS,rCSI,region_north,region_central,rural,dist_road,dist_admarc,dist_popcenter,percent_ag,nutri_severe_constraint,nutri_moderate_constraint,nutri_reten_severe_constraint,dummy_terrain_rough,FS_month,head_age,female_head,floor_dirt_sand_dung,cell_phone,number_celphones,roof_not_natural,roof_iron,Refrigerator,Radio,Television,Bicycle,Motorcycle,Car,yearmon,lag1_clust_maize_price,lag1_clust_rice_price,lag1_clust_nuts_price,lag1_clust_beans_price,lag1_clust_maize_mktthin,lag1_clust_rice_mktthin,lag1_clust_nuts_mktthin,lag1_clust_beans_mktthin,lag3_clust_maize_price,lag3_clust_rice_price,lag3_clust_nuts_price,lag3_clust_beans_price,lag3_clust_maize_mktthin,lag3_clust_rice_mktthin,lag3_clust_nuts_mktthin,lag3_clust_beans_mktthin,lag6_clust_maize_price,lag6_clust_rice_price,lag6_clust_nuts_price,lag6_clust_beans_price,lag6_clust_maize_mktthin,lag6_clust_rice_mktthin,lag6_clust_nuts_mktthin,lag6_clust_beans_mktthin,lag12_clust_maize_price,lag12_clust_rice_price,lag12_clust_nuts_price,lag12_clust_beans_price,lag12_clust_maize_mktthin,lag12_clust_rice_mktthin,lag12_clust_nuts_mktthin,lag12_clust_beans_mktthin,cropyear,raincytot,day1rain,maxdaysnorain,lhz_day1rain,gdd,tmean,lhz_raincytot,lhz_maxdaysnorain,heatdays,FCS_3_category,FCS_binary_safe,FCS_binary_bad,FCS_20_bad,FCS_mid+low,FCS_low_percent,rCSI_3_category,rCSI_binary_safe,rCSI_binary_bad,rCSI_20_bad,rCSI_mid+low,rCSI_low_percent
count,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0
mean,1362.5,2016.5063938618925,23247072.599744245,44.323264171889484,4.354895285873546,9.282989165565892,0.20076726342711,0.3388746803069054,0.8171355498721228,9.497812210168346,9.158814980841834,35.70876761239613,29.94216833890748,0.13441496163682867,0.1791240409207161,0.013102088661551577,0.0,5.266885123614663,40.10494329838958,0.286404963323122,0.7139188869527744,0.4971068360454549,0.7897859812821449,0.49853058280168255,0.49260560411455556,0.060049780781877976,0.3648871003250799,0.12794041529655342,0.36490150407989286,0.017455242966751917,0.020706217269516505,2016.8619676221929,134.17275730295339,404.3061163152055,490.5352052157062,457.76574198915125,0.4885232399119075,0.4455344773779085,0.5259268562497472,0.4986407842122365,142.619659532143,394.91366432481715,475.01420484781175,466.5342404666078,0.45719398266553035,0.42582032360045513,0.5022217401453338,0.47915277524053124,136.8185442611461,356.30338942923595,442.78906646417596,415.7470976032178,0.5175233849578478,0.48633021928578174,0.5701194556929066,0.5479781483849578,117.18326468269797,345.7981419445683,407.20504052542594,370.35727688588514,0.4620215848788421,0.7233632090889125,0.7567824916570122,0.6989272813361687,2015.5063938618925,525.3889199717083,53.480179028132994,97.21483375959079,51.89641943734016,194.88299232736574,27.520345492970883,534.1665390841981,78.49424552429667,18.602941176470587,0.5370843989769821,0.5230179028132992,0.014066496163682864,0.3209718670076726,0.5454893997732873,0.16392140468227426,0.9526854219948849,0.8772378516624041,0.07544757033248081,0.3938618925831202,0.5584333984429893,0.20074513082825102
std,225.88824670619763,0.5002790907262159,7879571.62331722,11.205590980494053,0.5704847367472985,4.853764083194638,0.40083066700695835,0.47363012213912853,0.38680275113608437,12.17981455000305,9.4024372651689,23.898489470205785,17.767278463844146,0.33282452574706684,0.366199550596084,0.10484135655361924,0.0,3.102896552060017,4.669719713012585,0.13384100796619922,0.2837550411591729,0.2510899559277315,0.6109433918512933,0.2718153219157093,0.2695876552353881,0.1458052204201612,0.15271278794884824,0.20615321732509043,0.1758795593801821,0.03782844198646589,0.07229230450858949,0.32934638742192485,93.11166260319645,342.84357866812434,503.3740889680889,367.53877808625236,0.37778956814120024,0.36507682221816484,0.37087061309121744,0.3803017201255956,95.51113622020101,321.93008838775523,391.25987846347607,352.5338019667709,0.34747577261518575,0.3418702495386009,0.3506430647810345,0.3504034541930707,93.85018493074087,297.5419446293006,351.34604076119297,331.31788420919514,0.34844729084048714,0.3389311948958234,0.34533761434106464,0.34743492415012767,77.97017368472565,263.25550229384015,320.84718155886907,296.20463827948015,0.33449988440417616,0.3471504282718479,0.32407758190948527,0.359250041536784,0.5002790907262159,313.85775848036843,15.63905215595447,40.21922015109946,16.08106504483494,33.93472199643915,1.4037854298472918,312.52792051034726,35.77559744761079,33.94040803167116,0.5264143833359103,0.4997895559045291,0.11784051670786352,0.4671487894933066,0.26537581207878463,0.16213762148637512,0.44296949400259544,0.32837401335964983,0.26428119445849774,0.4889175599114398,0.2170085910575937,0.16884276431899847
min,972.0,2016.0,10101100.0,24.1875,2.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,27.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.25,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,9.79347493947834,10.0,10.0,0.0,0.0,0.0,0.0,10.0,8.958105855674319,9.24226486560147,-17.5806718141217,0.0,0.0,0.0,0.0,2015.0,102.51174235654501,27.0,44.0,27.0,86.0,23.892955801520493,127.321697829585,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,1167.25,2016.0,20204543.25,36.625,3.9375,5.75,0.0,0.0,1.0,1.3125,3.875,15.25,15.25,0.0,0.0,0.0,0.0,3.0,36.6875,0.1875,0.5625,0.3125,0.375,0.3125,0.3125,0.0,0.25,0.0,0.25,0.0,0.0,2016.598958333331,19.03125,19.0,18.318350090536477,25.625,0.11328125,0.0,0.20000000000000004,0.02213541666666667,24.0,20.0,17.0,25.45156748049075,0.17187500000000025,0.125,0.25,0.20000000000000004,21.0,18.0,18.0,20.5,0.25,0.25,0.33333333333333304,0.25,28.0,30.10043427230174,37.85824022610568,27.0,0.20000000000000004,0.5,0.5555555555555561,0.5,2015.0,239.48872864785372,47.0,59.0,32.0,187.0,26.95174775643521,245.8553807927425,48.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,1.0,1.0,0.0,0.0,0.375,0.0625
50%,1362.5,2017.0,21039487.5,41.59375,4.3125,8.625,0.0,0.0,1.0,4.84375,6.5625,34.0625,30.09375,0.0,0.0,0.0,0.0,4.0,40.0,0.25,0.8125,0.4375,0.625,0.4375,0.4375,0.0,0.375,0.0625,0.375,0.0,0.0,2017.0,160.0775,441.66958333333343,505.99666666666695,489.27499999999986,0.5,0.3812500000000001,0.6645833333333335,0.5,168.4725,426.07625994793057,524.1800000000001,505.78875000000005,0.458333333333333,0.39531250000000007,0.5,0.5,157.0683333333335,382.0,479.93924999999945,439.9316666666665,0.5807291666666667,0.5104166666666666,0.6666666666666672,0.6666666666666672,118.5725,382.44176696643854,396.04005384616096,353.14932035153714,0.5,0.9756944444444445,1.0,0.8375000000000001,2016.0,441.7532348222586,52.0,74.0,51.0,213.0,27.4579375934153,529.5590776846958,60.0,0.0,1.0,1.0,0.0,0.0,0.625,0.125,1.0,1.0,0.0,0.0,0.5625,0.1875
75%,1557.75,2017.0,30710682.75,49.46875,4.75,12.125,0.0,1.0,1.0,12.34375,11.359375,52.5,44.984375,0.0,0.0,0.0,0.0,7.0,43.4375,0.375,0.9375,0.6875,1.0,0.6875,0.6875,0.0625,0.4375,0.125,0.5,0.0,0.0,2017.1666666666706,214.25379315491492,722.0844270833334,796.795,782.4628135752646,0.8000000000000002,0.75,0.8000000000000002,0.8000000000000002,227.11869841645094,700.1833333333327,782.78,774.9975,0.75,0.75,0.8000000000000002,0.75,220.256666666667,654.3618749999998,741.9122482559291,706.165625,0.777777777777778,0.75,0.8888888888888892,0.8000000000000002,169.5525,554.1920691695244,679.7446433488203,637.4618433179919,0.75,1.0,1.0,1.0,2016.0,799.4195520075009,67.0,139.0,65.0,214.0,28.7268697031227,816.5805317457168,112.0,26.0,1.0,1.0,0.0,1.0,0.75,0.25,1.0,1.0,0.0,1.0,0.6875,0.3125
max,1753.0,2017.0,31555878.0,85.125,6.0,36.0,1.0,1.0,1.0,66.0,71.6875,116.375,71.4375,1.0,1.0,1.0,0.0,12.0,56.8125,0.6875,1.0,1.0,4.25,1.0,1.0,1.0,1.0,1.0,0.875,0.25,0.75,2017.2760416666656,305.34000000000003,1399.1666666666704,3816.833333333329,1329.6120000000005,1.0,1.0,1.0,1.0,309.40999999999997,980.0,2384.272,1329.6120000000005,1.0,1.0,1.0,1.0,309.40999999999997,950.3333333333326,1100.3600000000001,1053.7933333333299,1.0,1.0,1.0,1.0,305.34000000000003,868.1000000000003,1150.0,1053.7933333333299,1.0,1.0,1.0,1.0,2016.0,1638.9536091813707,76.0,175.0,76.0,214.0,30.082771515177907,1620.7931926951703,150.0,127.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
