"","date","year","month","day","MISUKU","NTHALIRE","CHITIPA","KARONGA","CHILUMBA","RUMPHI","HEWE","MZUZU","MZIMBA","EMBANGWENI","JENDA","MPAMBA","NKHATABAY","CHINTHECHE","DWANGWA","NKHOTAKOTA","MWANSAMBO","SALIMA","DOWA","NTCHISI","MALOMO","MPONELA","MADISI","BOWE","SANTHE","KASUNGU","CHAMAMA","NKHAMENYA","CHATOLOMA","MKANDA","MCHINJI","NSUNDWE","NAMBUMA","KASIYA","LILONGWE","MITUNDU","NANJIRI","NKHOMA","THETE","MTAKATAKA","CHIMBIYA","BEMBEKE TURN OFF","LIZULU","SHARPEVALEY","TSANGANO TURN OFF","NTCHEU","NTONDA","BALAKA","NTAJA","NAMWERA","MONKEY BAY","MANGOCHI","LIWONDE","JALI","MAYAKA","ZOMBA","THONDWE","CHIRADZULU","LUNZU","LIMBE","BVUMBWE","MWANZA","NENO","LUCHENZA","MIGOWI","PHALOMBE","MULOZA","CHIKWAWA","NGABU","NCHALO","BANGULA","NSANJE","CHILINGA"
"17","2008-04-22","2008","04","22","167","194.51","156.49","216.67","150","144.78","154.23","100","157.5",NA,"180","220.97","174.86","146.67","150","180","150",NA,"140","150","118.76","150","120","125","110","100",NA,NA,NA,NA,"150","140","140","122","130","100","100","127.08","110","150","140",NA,"150",NA,"110","150",NA,"167.94","140",NA,"132.81","114.12","140","100","95","90","120","100","120","159",NA,"140","135.55","140",NA,"118.54","140","124.64","90","142","118.38","100",NA
"18","2008-04-29","2008","04","29","177.78","178.04","156.49","180.76","150","144.78","154.23","112","162",NA,NA,"220.97","174.86","146.6","150","170","150","150","140","160","135","150","120","140","110","100",NA,NA,"150",NA,"150","140","160",NA,NA,"100","98.75",NA,"110","171.43",NA,NA,"120",NA,"120","150",NA,"167.94","140","110","130.83","114.12","140","110",NA,"98.7","120","100","120",NA,"110","140","135.55","140",NA,"115.19","135","125.02","90","150","118.38","100",NA
"19","2008-05-06","2008","05","06","152.92","178.04","156.49","133.33",NA,"133.89","150.64","112.25","159",NA,NA,NA,"144.8","146.27","150","165","150","140","140","130","133",NA,"120","130","100","95",NA,"140","150",NA,"150","120","160",NA,NA,"130","100","130","120","170","140",NA,"120",NA,"120","150",NA,"167.94","120",NA,NA,NA,"140","110",NA,"120","120","110","140",NA,"110","140","140","140",NA,"112.82","138.89","124.6","100","150","118.38","93.33",NA
"20","2008-05-13","2008","05","13","156.25",NA,"156.49","140.21",NA,"133.89","150.64","140.15","159",NA,NA,NA,"144.8","146.27","150","95","150",NA,"150","130","120","150",NA,"140","100","95",NA,"140","150",NA,"150","120","160",NA,"150","130","100",NA,NA,"170","140",NA,"120",NA,NA,NA,NA,"135.27",NA,"110","129.77","120","140","120",NA,"120","120","120","140","141.5",NA,"140","142.56","140",NA,NA,"106.67","125","120","150","100","100",NA
"21","2008-05-20","2008","05","20","124.46",NA,"156.59","122.22",NA,NA,"153.97","113","159",NA,NA,NA,"112","146.17","150","110",NA,"130","150","140","140","150",NA,"135","130","100",NA,"140","150",NA,"150","120","165",NA,"140","130",NA,"130","125",NA,"130","130","120",NA,"140","150",NA,NA,"120","110","133.04","120","140","120",NA,"130",NA,"110","140","130.79",NA,"140","142.48","140",NA,"112.64","108.89","124.84","130","150","106.67","100",NA
"22","2008-05-25","2008","05","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2008-06-03","2008","06","03","116.25",NA,NA,"106.67",NA,"136.44",NA,"102.84","159",NA,NA,NA,"113.43","144.86",NA,"100",NA,"140",NA,"140","135","150",NA,NA,"115","120",NA,"140",NA,NA,"150",NA,"170",NA,"150","140",NA,NA,"135","135","130","130","120","150",NA,"150",NA,NA,NA,"110","140","111.76","140","120",NA,"120","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120","175",NA,NA,NA
"24","2008-06-10","2008","06","10",NA,NA,"167.41",NA,NA,NA,NA,"106.18","157.5",NA,NA,"67.98",NA,"144.27","100",NA,"150",NA,"150","140","130","150","160","125",NA,"120",NA,"140",NA,NA,"150","120","170",NA,NA,NA,"150","150","140",NA,"140","130","140",NA,NA,"150",NA,"107.5","120","110",NA,"127.65",NA,"135",NA,"120","130","120","140",NA,"120","140","140.82","140",NA,NA,NA,"127.06","120","175","120","120",NA
"25","2008-06-17","2008","06","17","107.08",NA,"163.7","115",NA,"140.89",NA,"112.6","130",NA,NA,"67.98","113.86","144.8","120",NA,NA,NA,"150","150","134.5",NA,"160","120",NA,NA,NA,NA,NA,NA,NA,"130",NA,NA,NA,NA,"130",NA,"150",NA,"140","150",NA,NA,NA,"150",NA,NA,NA,"130","142.63","115",NA,NA,NA,"130","140","160","140",NA,"140","140","140",NA,NA,"110.68","120","158.82","130","175","136.67","120",NA
"26","2008-06-24","2008","06","24","165.88",NA,NA,"130.72",NA,"140.89","163.78",NA,"150",NA,NA,"67.98","113.86","144.65","120",NA,"150",NA,"150","150","135","150",NA,NA,"110","120",NA,NA,NA,NA,NA,NA,"175","135","150","140","150","150","140","163.75","140",NA,NA,NA,NA,"200","105",NA,NA,"130","141.63","134.17","140","135",NA,"130","140","160","130","157.02","140","150","147.06",NA,NA,"112.87",NA,"150","140","175","140","113",NA
"27","2008-07-01","2008","07","01","104.19","197.67","165.88","153.84",NA,"134.78","173.57","115","130",NA,"185","67.98","113.86","144.75","120","120","150","120","150","153.33","135","150","150","130","120","120",NA,"150","150",NA,"140","140","175","132.5","150","140","150","150","140","163.75","140",NA,NA,NA,"170","200",NA,"107.5","140","130",NA,"135","140","135",NA,"130","140","160","130",NA,"140","150","147.06","125",NA,"117.89","116.67","150",NA,"175","140","113.33",NA
"28","2008-07-08","2008","07","08","104.1","197.67","169.02","122.05",NA,"134.78","167.95","111.1","150.15",NA,"190","97.5","121.33","146","120","120","134.17",NA,"150","153.33","140","150","150","125","120","120",NA,"150","150",NA,NA,"150","170","132.5","170",NA,"150","150","140","163.75","140",NA,"180",NA,"170","200",NA,NA,"140","130",NA,"134.17","140","120",NA,"130","140","150","130","157.02","140",NA,"150.23","135",NA,"118.36","123.33","150","140","175","140","133.33",NA
"29","2008-07-15","2008","07","15","114.96","247.06","169.02","125.75","150","134.78","167.95","88.46","150.2",NA,"190","108.11","94.56","146.4","120","130",NA,NA,"150","160","140","150","180","125","120","120",NA,"150","150",NA,"140","150","170","132.5","170","150","150","150","150","165","140","180","180","165","200","200",NA,"107.5","140","130","150.82","135.17","145","130",NA,"130","140","150","130","176","140","160","150.4","135",NA,"120.36","120","150.07","140","175","133.33","133.33",NA
"30","2008-07-22","2008","07","22",NA,"197.67","169.2","122.22","155","134.78","173.67","100","160",NA,NA,"149.92","136.66","146.89","130","140","170",NA,"150","153.33","145","150",NA,"125","120","120",NA,"150","150",NA,"140","150","160",NA,"200","150","150","150","150","151.78","160","180","220",NA,"200","200",NA,"98.84","140","130","150.01","137.5","145","135",NA,"150",NA,"150","130","181.33","140","160","150.19","145",NA,"130.56",NA,"150","150","175","160","160",NA
"31","2008-07-29","2008","07","29","200",NA,"177.26","159.56","175.29","134.78","172.98","110","160",NA,"190","159.83","148.2","147.05","130","140",NA,NA,"160","160","146","160","170","120","120","120",NA,NA,NA,NA,NA,"150","170",NA,"180","150","150","150","150","151.78","150",NA,"200","150","200",NA,NA,"98.84",NA,NA,NA,"140","180","135",NA,"150","160","160","160","193.27","140","160","150.19","145",NA,"134.82","156.67","150","160",NA,"160","160",NA
"32","2008-08-05","2008","08","05","118.13",NA,"177.26","132.85","165","140","172.98","117.85","160",NA,"190","134.83","164.24","148.6","130","150","170",NA,"155","160","145","160","180","135","130","125",NA,NA,NA,"73.1","150","150","165",NA,"180","150","150","160.5","150","151.78","160",NA,"180","160","200","200",NA,"153.7","150",NA,NA,"145.83","180","138.46",NA,"150","160","160","161.12",NA,"140","180","152.88","160",NA,"130.64","151.11","150","150","140","160","160",NA
"33","2008-08-12","2008","08","12","126.67","216.47","177.26","138.97",NA,"140",NA,"120",NA,NA,NA,NA,"173.43","149.85","140","150","165","120","165","160","145","160",NA,NA,"130","150",NA,NA,"150",NA,"150","150","170","135","180","150","150","160",NA,"165","160",NA,NA,NA,"200","200","120","159.68","150",NA,"164.88","150","180","138.46",NA,"150","160","170","161.12",NA,"140","180",NA,"160",NA,"129.82","140",NA,"137.14","140",NA,"160",NA
"34","2008-08-19","2008","08","19","131.88","225","177.26","136.75","200",NA,NA,NA,NA,NA,NA,"136.83","186.17","149.8","140","150","165","140","165",NA,NA,"150",NA,"130","150","150",NA,"150",NA,NA,"150","170","180",NA,"190","150","150","160",NA,"168.5","160",NA,"180",NA,"200","200",NA,"159.68","150",NA,"160.65","141.67",NA,"149",NA,"150","160","133.33","161.12",NA,"140","180","152.83","160",NA,NA,"130","150","140","140","160","160",NA
"35","2008-08-26","2008","08","26","139.17","225.88","184.22","160",NA,"140","172.98",NA,NA,NA,NA,"134.83","143.74","149.35","150","155",NA,NA,"165",NA,NA,NA,NA,"130","150",NA,NA,"150",NA,NA,"150",NA,NA,"136","180","150","150","165.5","160",NA,"160",NA,NA,"165",NA,"200",NA,"159.68","150","150","165.87","143.33","180.35","140",NA,"150","160","133.33","161.12",NA,NA,NA,"152.79","170",NA,NA,NA,NA,NA,"140","162.16","166.66",NA
"36","2008-09-02","2008","09","02","149.58","216.47",NA,"132.18","200","146.67",NA,"120.5","160",NA,NA,"131.62","144.18","149.86","150","155","170","140","165","170","148","160",NA,"150","150",NA,NA,"150","150",NA,"150","170","185",NA,"180","150","150","169.55","160","168.5","160",NA,"200","165","100","200","140","159.68","150","130","165","143.33",NA,"145",NA,"150","160","133.33","162.04",NA,"140","190","151.54",NA,NA,"136.34","150","180","156.79","140","160.75","166.66",NA
"37","2008-09-09","2008","09","09","160.42","221.18","184",NA,"220","146.67","172.98",NA,"180",NA,NA,"131.62","144.18","148.98","150","155","170","140","165","170","150","150",NA,"140","150","150",NA,"150","150",NA,"150","170",NA,"140","180","150","150","180","160","168.5","160","200","200",NA,NA,"200","140","159.68","150","130","170.11","150","180.35",NA,NA,"160","160","133.33","162.2","214.17","140","190","151.5",NA,NA,"140.63","167.57","180","175.92",NA,"180.81","180",NA
"38","2008-09-16","2008","09","16","160.25",NA,"194.17","162.2","200","150.33","172.98","112","180",NA,NA,"130.89","149.7","148.95","150","150","170","140","165","180","156.7","170",NA,"150","150","150",NA,"180","150",NA,"150","170","180","140","190","150","150","160","170",NA,"180","180","200",NA,"100","200","140","160.92",NA,NA,"165.36","169.17","180.2","145",NA,"160",NA,"133.33","158.15","206.25","150","190","151.49",NA,NA,NA,"167.57","180.06","181.28","140","180.3","180",NA
"39","2008-09-23","2008","09","23","152.5","198.33","198.33","158.38","200","150.33","174.74","117","180",NA,NA,"130.89","149.7","148.65","150","150",NA,"140","165","180","155","170",NA,"145","160","150",NA,NA,NA,NA,"150","170","185","140",NA,NA,"150","160","170",NA,"180","180","200","175",NA,"200","140","150.92","150","130","170.49","169.5","180","145",NA,"130",NA,"133.33","168.15","206.25","150","190",NA,"175",NA,NA,"160","181.28","200.31","140","160.75","152.5",NA
"40","2008-09-30","2008","09","30","162.5","216.47","198.33","155.64","250","150.33","174.74","122","180",NA,NA,"132.86","151.22","148.42","150",NA,"170","150","165","180","170","180","180","140","150",NA,NA,"180","150",NA,"150","180","185",NA,"180","150","150","180","170","170","180",NA,"180","160","170","200","165","160.92","150","130","170.46","170.14","200","145",NA,"160","160","133.33","168.15",NA,"150","195","160.74","175",NA,"146.28",NA,"182.03","110.96",NA,"180","160",NA
"41","2008-10-07","2008","10","07","162.5","221.18","198.33","173.22","250","163.56","174.74","129.18","200",NA,NA,"133.6","169.36","148.78","150","150","200","150","165","180","174","180","180","150","160","150",NA,"200","160",NA,"150","180","190",NA,"180","150","150",NA,"170","170","180","180","200","189","170","200",NA,"165.68","150","130","170.58","170.14","200","139.16",NA,"180.33",NA,"140","168.15","207.92",NA,NA,"160.73","160",NA,"139.72","163.33",NA,"197.22",NA,"180",NA,NA
"42","2008-10-14","2008","10","14","173.33","221.18","205.67","142.12","250","163.56","174.74","142.23","200.1",NA,NA,"146.11","158.96","147.15","190","150","200",NA,"180","180","175","180","190","175","150","180",NA,"200","160",NA,"160","180","195",NA,"150","160","150",NA,"180","170","180","180","202","200","170","200","170","183.71","160","130","170","159.17","200","139.15",NA,"180.33","160","160","179.63","200.83",NA,"195","180.45","180",NA,"144.98","156.67","181.78","180.85","175",NA,"173.33",NA
"43","2008-10-21","2008","10","21",NA,"216.47","205.67","144.44","250","163.56","183.74","121.44","200.05","195",NA,"154.66","169.61","146.5","190","150","200","160","180","200","170","190","190","175","150","180",NA,"200","160","200","160","180","180","140","180","170","150",NA,"180","170","180","180",NA,"200","170","250","175","183.71","160","130","169.43","170","200",NA,NA,"180.35","180","160","179.63",NA,NA,"200","180.43","185",NA,NA,"169.14","180.18","175.53","175","200","180",NA
"44","2008-10-28","2008","10","28","173.33","221.18","205.67","156.31",NA,"163.56","208.54","122.34",NA,"197",NA,"141.14","154.12","146.45","190","180","200","150","180","200","190","190",NA,"165","160",NA,NA,"200",NA,NA,"160","180","180",NA,NA,"170","150",NA,"190",NA,"180",NA,"210.46","200","170","250","171.25","183.71",NA,NA,"170.81","172.74","200",NA,NA,"180.65",NA,"160","179.63",NA,NA,NA,NA,"185",NA,"145.99",NA,NA,"176.47","245","200","180",NA
"45","2008-11-04","2008","11","04","184.17","216.47","213.58","174.17",NA,"163.56","208.54","117.2","200","197",NA,"149.82","159.32","146.07","200","155","200",NA,"180",NA,"195","190","190","170","160","180",NA,"200",NA,NA,"160","180","180","145","180","170","150",NA,"180","175","180","210","204.66",NA,"170","250","175","183.71",NA,"140","175.18","173.8","200","139.46",NA,"180.75","180","160","179.63",NA,"200","200",NA,"185",NA,NA,NA,"180.65","187.06","245","200","200",NA
"46","2008-11-11","2008","11","11","184.17",NA,"213.58","174.17","250","153.56","208.54","115.25",NA,"200",NA,NA,"155.27","146.95","200","150","200",NA,"150",NA,"190",NA,"180","180","150",NA,NA,"200","160",NA,"160",NA,"185",NA,NA,NA,NA,NA,"180","175",NA,NA,"200","200","170","250",NA,"194.39","150",NA,"176.45","180.14","200","140.16",NA,"180.55",NA,NA,"179.53","212.08","200","200","180.42","185",NA,"149.68","156.67",NA,"195.79","245","193.33","200",NA
"47","2008-11-18","2008","11","18","187.67","221.18","213.58","183.33",NA,"163.56","201.05","128.22","200",NA,NA,"132.5","184.12","146.8","200","170","200",NA,"180",NA,"195","190",NA,"175",NA,"180",NA,"200","170",NA,"160",NA,NA,NA,"180","170","190","210","180","175","180.15",NA,"248.28","183.33","170","250",NA,"194.39","160",NA,"175.16","175.18","200","140.16",NA,"180",NA,"186.67","179.63","224.58","200","200",NA,"183.33",NA,"149.76","151.23","180","169.49",NA,"200","200",NA
"48","2008-11-25","2008","11","25","187.67",NA,"213.58",NA,NA,"163.56",NA,"152.1","200",NA,NA,NA,NA,"146.75","200",NA,"182.5","165","185","200","200",NA,NA,"180","150",NA,NA,"200",NA,NA,"170","180","190",NA,"180","170","190","210","190.5",NA,"213",NA,"250",NA,"190","250","175.5",NA,"160",NA,"175.03","186.67","200","143.81","180",NA,NA,"186.67","179.63","224.58","200","200","200","190",NA,"159.62","171.12","180","173.14","248","200","200",NA
"49","2008-12-02","2008","12","02","187.5","216.47","245.92","173.86","235.77","163.66","201.05","125.16","200","205",NA,"136.17","162.29","145.89","200","170","200","170","180","200","200","190",NA,"185","150","180",NA,NA,NA,NA,NA,"150","185",NA,"200","185","190","201","180.5","176.28","276",NA,NA,"188","200","250",NA,"194.39","180.34","180",NA,"171.25","198","143.81","200","180.33","180","186.57","179.63",NA,"200","200",NA,"200",NA,"158.86","183.33",NA,NA,"245","200","200",NA
"50","2008-12-09","2008","12","09","185.5","222.75","245.92","184.97","220.32","163.56","203.98","120.55","200.1",NA,NA,"136.17","155.45","145.65","200","163.33","195",NA,"180","200","197","190","200",NA,"150","180",NA,NA,"200",NA,NA,NA,"180",NA,"200","185","190","210","190","176.28","180.99","200","250","188","200","250",NA,"196.88","180.38","180","190.4","173.33","199.5","145.82",NA,"180.65","180","190","179.53","242.22","200","200","200.11","205",NA,"160.48","185.49",NA,"177.78",NA,"200","200",NA
"51","2008-12-16","2008","12","16","205.83","216.47","245.92","187.78",NA,NA,"206.78",NA,NA,NA,NA,"136.17","143.85","146.7","200",NA,"195.45",NA,"180","200","200","190",NA,NA,"150","180",NA,NA,"200",NA,"170",NA,"195",NA,NA,"185","200","220","200","182.8","180.78",NA,"249.22",NA,"200",NA,NA,NA,"162.44",NA,"193.37","187","200",NA,NA,NA,NA,"190","179.63","251.29",NA,"200",NA,"206.67",NA,NA,NA,NA,NA,NA,"200","220",NA
"52","2008-12-23","2008","12","23",NA,NA,"254.17","194.11",NA,"163.56","207.36",NA,NA,NA,NA,NA,"165.12","146.7","200","180",NA,"193.33","220",NA,NA,"190",NA,"200",NA,NA,NA,"200",NA,NA,"180","200",NA,NA,NA,NA,NA,"220","200",NA,NA,NA,NA,NA,"200",NA,NA,"196.88",NA,NA,"199.45",NA,NA,NA,NA,NA,NA,NA,"179.63",NA,NA,NA,"200.11","203.33",NA,NA,NA,NA,"197.72",NA,"200",NA,NA
"53","2008-12-30","2008","12","30",NA,"222.75",NA,NA,NA,"163.56",NA,"121.81",NA,NA,NA,NA,"174.4","146.7",NA,NA,NA,NA,"180",NA,NA,"190",NA,NA,NA,NA,NA,NA,NA,NA,"180",NA,NA,NA,NA,NA,NA,NA,"200",NA,NA,NA,NA,"214.29",NA,NA,NA,"200.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"189.02","251.29",NA,NA,NA,NA,NA,NA,NA,NA,"186.32",NA,NA,NA,NA
"54","2009-01-06","2009","01","06",NA,NA,"259.17","246","233.2",NA,NA,"131.16","200.07","203",NA,"193.17",NA,"210.52","200","190","195.45",NA,"180","250","190","190",NA,"195","145.22","200",NA,"200","200",NA,"180","200","190",NA,NA,"185","200","230.5","190","196.67","180",NA,NA,NA,"200","250",NA,NA,"162.44","250","196.38","200","213","150.62",NA,NA,"200",NA,"198.15",NA,"200","220","240",NA,NA,NA,NA,NA,"191.07","262.5","200.9","220",NA
"55","2009-01-13","2009","01","13","205.83",NA,"259.17","193.37",NA,"175.89","207.36","163.4","210",NA,NA,"208.81","140.55","210.7","200","185","195.45","193.33",NA,"250","185","195.45",NA,"195","145.22","200",NA,"200","200","198.6","190",NA,"190","167",NA,NA,"200","230","190","196.67","180",NA,"250",NA,NA,"250",NA,"233","163.49",NA,"193.44","215.83","240",NA,NA,NA,"180",NA,"198.15",NA,"200","220",NA,NA,NA,NA,NA,"181.08","201.46","262","201.8","213.33",NA
