"TZ2009L101","TZ2009L102","TZ2009L103","TZ2009L104","TZ2009L105","TZ2009L106","TZ2009L107","TZ2009L108","TZ2009L109","TZ2009L110","TZ2009L111","TZ2009L112","TZ2009L113","TZ2009L114","TZ2009L115","TZ2009L116","TZ2009L117","TZ2009L118","TZ2009L119","TZ2009L120","TZ2009L121","TZ2009L122","TZ2009L123","TZ2009L124","TZ2009L125","TZ2009L126","TZ2009L127","TZ2009L128","TZ2009L129","TZ2009L130","TZ2009L131","TZ2009L132","TZ2009L133","TZ2009L134","TZ2009L135","TZ2009L136","TZ2009L137","TZ2009L138","TZ2009L139","TZ2009L140","TZ2009L141","TZ2009L142","TZ2009L143","TZ2009L144","TZ2009L145","TZ2009L146","TZ2009L147","TZ2009L148","TZ2009L149","TZ2009L150","TZ2009L151","TZ2009L152","TZ2009L153","TZ2009L154","TZ2009L155","TZ2009L156","TZ2009L157","TZ2009L158","TZ2009L159","TZ2009L160","TZ2009L161","TZ2009L162","TZ2009L163","TZ2009L164","TZ2009L165","TZ2009L166","TZ2009L167","TZ2009L168","TZ2009L169","TZ2009L170","TZ2009L171","TZ2009L172","TZ2009L173","TZ2009L174","TZ2009L175","TZ2009L176","TZ2009L177","TZ2009L178","TZ2009L198","TZ2009L199"
0,0,0,0,3.27944319773416,1.24654296201887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40681917118278,0,0,1.82607631726234,0,3.38416077995201,2.52602532396306,5.42077756964515,0,0,4.31085698806238,0.621941056393369,0,0,6.13738199284584,0.971290768861996,0,6.15620669966353,0,0,9.51169452874992,0,6.50697724492719,0,0,0,4.76706915787899,0,5.95452835277859,5.6381546983304,1.07217998381756,4.77932283091048,0,0,7.5333800561722,6.05659730683275,3.18866765480452,3.49289691301532,7.90731082756566,3.20871722744403,4.73710405465532,3.47908782924665,4.7021958856142,4.15101930154269,9.30814514644862,8.2766908064493,13.5111247977075,12.132754399796,13.00784633156,1.43387933836133,3.94321490889431,11.8925610527941,7.07950449339737,5.03095379120574,3.20431511304196,4.22250436540028,0.496533892304211,4.21526369384579
3.72607862635951,3.36873801310593,0.112594781297568,3.96658129290256,3.88896506261166,5.28501167303992,3.10387878303784,0,0,0,0,0,0,0,5.55296776240243,0,4.47341618984461,4.19016234256945,4.72514635237602,8.10993994869669,7.97568228938883,5.91522275020563,9.97108377262072,8.37244756248531,1.81373829591804,6.67952352869232,11.2578752785563,6.85347752891309,5.81110953137773,6.2494166196466,5.92618199472241,13.6477076880971,7.71764727701321,8.18948364490261,6.32689307969443,7.08112477740328,6.58056632470518,11.6025516614671,12.4855388450331,11.4747845630941,0,1.72501895032548,8.10064726646016,5.55728902640951,0,0,0.58357740575475,5.65187658760092,8.07245621478095,0,0,5.53587739623506,5.00435599561672,0,5.79250514623833,6.72137722337889,10.1884371293381,9.19581467127708,9.98785211303197,10.2518863416105,8.84070627481338,6.68478390794577,5.23466651075027,7.12148653629367,7.9935549244114,9.6997820437599,11.0594643945645,8.23787782571031,11.7733761399843,12.6927462932721,6.61653103940779,2.49816112465639,7.17910473872232,5.52503025008781,7.53154646770916,4.51713332628334,10.9148552595725,8.70110312162266,9.47753432767368,6.23773502996141
12.5891010667653,8.44271374133108,0.30841067371735,15.6434610213536,8.24609366662107,5.46574109334561,0,17.2009966239706,3.59034511946498,0,0,12.9631308513491,8.80320442866164,1.31440579935483,29.7031390197927,31.7561474898243,19.5406397108972,21.7304243683932,9.13646498622431,0,18.9864391929892,6.62679198872637,15.1422510385891,5.69792593998246,22.1406815018777,5.06921048745377,8.75932264788113,6.65467485928718,3.72384910182842,5.54902493659269,3.13839609045324,7.09894135437431,5.2539213011302,3.20393118564723,6.54954883393188,2.67245843212149,5.37158123354107,6.07343263155471,6.42249335884436,16.3433839108505,16.746033024556,21.8941344620594,24.941397875704,20.8433577598765,20.3420021817604,6.11005086932367,21.3707308226565,18.3071344507274,3.35066035805725,4.4211261520778,10.2297268534717,5.05886006681101,2.67413756602971,10.9956748538589,18.2310618861496,21.8277309477863,7.38641904438279,10.2085317693218,7.63746417874203,8.93324925366595,10.3677433608209,6.95526546119892,11.3264348095894,9.72414061868031,8.16049115554576,11.4041462199605,15.7252759396229,22.0149862339151,16.0299663833671,17.1045699873098,15.8290713677233,18.0729514308943,11.9636083332054,12.4243166783977,13.3186155480571,7.91105085881938,6.75965942784164,10.5218503306729,6.39373793369922,10.698627899013
4.18872447810064,0,0,7.77458086833284,0,0,0,7.25806343492758,0.847082182415706,0,0,14.2783433450107,0,0,0,0,15.5666675823634,0,0,8.48494430940695,7.81523714515158,3.64994194224782,16.6624781541885,10.0287872066612,13.1539472299969,0.677216240168851,13.3085176540539,10.593386499492,2.93364276279676,12.2284355217305,4.39425862057813,0,5.05281496294571,7.58788385492575,2.55057523264753,7.11057612749348,3.32618752025944,9.05368168823612,4.54769407839373,11.0084179472099,6.05966155205533,10.0445286487862,22.8579400872376,13.0876968918661,13.0874554372105,0,16.3357762656906,16.8972469409515,14.0156373229384,11.6794869692772,14.7373084153188,10.9858261760001,13.7835568350641,2.95195893435922,13.4084572394267,18.6878521208421,4.19930281595825,4.96969690897381,15.692899080382,16.8918269659798,9.22758867939001,11.0755531092029,7.77089072495183,7.85718504580778,7.42246873126301,6.32051378454019,16.4994786637745,17.8256123514955,25.5649957002199,18.5169032839027,17.2491330567461,24.1318628283875,12.0277419837972,12.0424734512471,15.742713621742,13.2461238139953,6.68732114432838,5.19905991516723,4.70437302794162,8.54168399334533
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4758321731938,0,4.73019452794856,4.36437357312535,5.76315647790658,4.74223382241936,8.05974019888293,6.38177862977244,1.26816879359176,5.30588895125107,17.9074098614139,7.90723088517067,0.49237855443796,10.4243925697845,3.6904436818842,6.49588205296303,4.09310231367302,3.3615211828172,4.34979842426857,3.1501859740851,4.92710598262107,6.28990638987434,9.43766809055202,9.85735551333577,0,1.3011297195222,21.5612642345433,5.46323956388139,0,0,0,0,12.2456077023636,15.4641761058339,12.0951446253276,13.8745764030505,12.5247908108663,8.8316213907226,7.60552059459381,8.44144907156341,5.04481256813791,8.44349668777253,10.2776192866189,12.6971661325069,11.0808851916778,8.10229995843905,15.3382122745695,6.98958745988758,13.563995189482,10.5120861148514,12.2861647116308,17.7850540397472,11.7386780416459,14.6711434964716,16.3973339486482,9.52372001319459,10.6265861309136,16.1905752554334,14.2518693803596,15.2946179038241,6.60436215969556,8.69980649116419,5.35537126948972,8.38220884464634
8.50131742077638,6.7561911234701,2.48459159811078,13.6487293739914,6.67267948158296,5.70198984960188,0.152210848083725,22.297813828686,0.819579491614855,0,3.1587466003293,5.90480150951891,3.53268044431375,4.91618697525678,20.5379654995659,9.49969209506956,12.7942117191813,24.3448324532411,19.4785823056665,13.4347077196688,12.076931210267,23.4879965431549,14.0509527122318,13.4359699529467,18.9886153123486,5.81870384181127,9.59488954958008,9.14047519353505,8.72007341142758,8.44377108014582,12.9064240205012,6.96485397318083,12.318070174759,11.904113540042,17.2032605260503,13.1471836302875,11.4604986786777,12.1338458390127,4.60688422001325,19.4618667892539,22.3165079457751,23.7210213178175,19.7491760867155,21.4147152439296,21.837900018288,23.4099426129796,21.3109737714326,16.1226363042672,17.7099227651394,19.1365313937804,20.4764452572295,21.2023505174271,21.724824705119,19.8014463646933,17.2344901280141,16.4203527773262,7.19546320376413,11.6555938055481,15.3283485730525,15.888030608936,13.1789372574642,9.10665401269576,13.2873763494326,10.8820841717124,7.20358475420463,10.618299580319,17.5505468984859,11.3357931703758,18.5491752421297,16.4479144289024,16.0199779117296,28.7183127422027,13.1134217942454,16.3092672709494,18.8407437481512,17.57866829501,10.7891922137399,8.28688986151144,5.0466797856791,13.5159538084317
11.2335177350709,14.5542084879859,10.1777132843769,18.806818366584,16.2193540936372,15.2004869527109,6.37733769648973,6.25874758552024,15.7927416388936,10.5410770722833,11.4241453738044,17.9128868686669,11.1893978197697,10.8020444606602,5.0765429231432,9.24239611210238,3.24903165601449,8.24393312453312,5.74761650071027,3.11443526716456,0,4.2931562688892,0,3.46103026843396,3.49316953422462,0,5.7754316546818,2.45705272515981,0,10.3097683332726,2.22863422261547,0,0,0,3.3475886766763,0,3.29647671449586,0,0,2.19814951750347,7.2605026568066,3.46891997243064,4.96957585183494,5.89857545181374,7.39966274997995,9.04531500377717,9.45666661599837,5.18736576472571,15.0546675005634,4.71483747094193,6.84903505925268,10.344201814278,15.017327753592,7.63583705517807,3.67874659221393,3.93069025257004,0.379770537601417,3.85222542308245,5.8674101340188,6.68821148616697,5.17724866159556,3.50030987193543,3.57234570939818,3.87651444411495,4.624760170817,4.08923961430411,13.1161342063345,11.092375159544,16.4431287050779,8.78894872784393,1.22914218770155,4.51699302642928,6.25890100220388,3.63699220415011,0,15.0696436614138,1.54304776160297,3.4036762377417,3.73177393468472,3.6429433711315
0,0,0,0,0,0,0,0.22112474088914,0,0,0,0,0,0,0,0,1.58658704871444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58535526139601,0,0,6.2453401444938,5.21819384553806,5.24034186406392,6.58854901820643,5.29755491427719,12.6927791858701,4.05473575018553,8.0031293075654,2.5815847411439,11.6868718823034,0,2.68931464687476,9.23991778853758,14.7512047533873,0,0,0,6.18714035356433,5.91693136693275,9.15825711161397,9.58797233653522,9.70263135242377,10.3256909954885,11.5949850497839,4.66028717704838,12.2357584292691,9.07544428282082,9.77660084183111,11.4857812146695,10.2820332566468,9.07768856992378,10.186075976536,0,10.172438843759,8.75171581649735,5.59143212004301,6.7935264666022,0,5.27635748488539,0,2.59218561749065
0,0,6.79228090849284,0,0,0,0,0,7.0288086242555,7.0870350480761,4.45280453758748,0.699251573527157,0,3.98072697150844,2.8769367264226,0,2.38790440517899,0,2.50788354045833,4.80419064391689,3.29630725026311,4.41358355095448,0,0.238678468009558,0.68494335105546,4.96706114429448,6.36516324562528,4.59431401427126,4.59900898219069,3.93039439800526,6.56368680534817,8.55048738615394,8.84613141726469,8.92936250578754,5.96061329841123,7.35363294545271,12.9039029879085,12.7541274000852,7.38069993935006,8.32641120264182,0,5.07561259630364,9.40727081497722,1.97435726870061,0,0,0,0.0568280714019403,5.39066689879398,0,0,0,5.81484613948866,0,1.67817365000364,0,13.5240746388559,13.6417911089812,6.02143047804245,7.89862985053791,11.256204183777,6.95758824084143,9.6317611192855,8.3035088177134,9.74819499798573,11.7182442067633,9.77660084183111,8.853259426455,9.5333144322108,12.1049974742559,12.5821251292624,8.44589082669669,9.93710972099172,12.1284034372958,10.3185952588895,8.17603865448634,9.56869997607791,10.3201518623209,8.46179492928589,6.71570995173481
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49629592643309,0,2.21415434167469,13.0902146867864,10.7318147255759,2.56502458703769,16.4495557066791,6.81863768733229,0,10.2590689312103,10.3455636370877,8.55539966072177,9.44956797160218,7.60278480496738,10.4510628954032,15.0539644338935,10.6245143462214,15.1078150244339,6.72515379234198,12.9854885683798,12.9548359919708,16.6840785767623,19.12643458023,13.2904802582245,0,0,14.0301790451241,4.54186028085442,0,0,0,0,10.8909582162546,6.41452959810474,6.82548162433914,8.85097573492042,11.1957548291799,0,8.4851888378392,16.3447621500928,15.2920434821256,12.1274381593197,12.0428609560849,14.0417532668345,14.8524024657885,13.5328095953275,9.34684365657652,12.3645541851785,10.5814191675252,10.5722182579534,13.9556653863948,13.0493697206228,14.7578310109077,15.2420654154278,15.1059571838045,17.4071766792643,12.7774774634102,13.3737013300696,12.4013245737363,15.6257244511076,15.6759760915451,11.3076697460159,13.4429677482002,11.8663365238509
