"UG2011L101","UG2011L102","UG2011L103","UG2011L104","UG2011L105","UG2011L106","UG2011L107","UG2011L108","UG2011L109","UG2011L110","UG2011L111","UG2011L112","UG2011L113","UG2011L114","UG2011L115","UG2011L116","UG2011L117","UG2011L118","UG2011L119","UG2011L120","UG2011L121","UG2011L122","UG2011L123","UG2011L124","UG2011L125","UG2011L126","UG2011L127","UG2011L128","UG2011L129","UG2011L130","UG2011L131","UG2011L132","UG2011L133","UG2011L134","UG2011L135","UG2011L136","UG2011L137","UG2011L138","UG2011L139","UG2011L140","UG2011L141","date_list"
"4.63497513091549","5.18664884725553","5.31948426535422","6.30688804480739","7.79239610635679","5.41942754305009","3.5958900241037","3.54106976518789","4.8986800994567","2.46599769654127","2.01139466248982","2.95083317684266","3.6842357476767","2.86800513644479","6.22362931190073","4.85956116139593","5.52032094941144","2.63756437264826","3.74784332509804","4.54080562902241","4.2360343053145","0.437249065848035","1.78809381181659","0","0.506051780627644","5.96702443418851","2.98655751180845","7.62265957492381","10.329748499101","11.2226606738786","8.139846547259","6.50802274803254","4.34400611500057","2.70708011614165","3.22159942634558","4.90548032095687","3.35574349380776","2.51088356645767","3.41599751762013","3.45192406146307","2.50046069033348","10/06/2009"
"0.257431722458823","2.20910097085789","2.71772404625473","1.47588253045508","6.36609989578075","1.73932642797194","0.211782956776047","1.07331732876447","7.6990870578655","5.45384879672076","5.85423885219759","7.58422147700151","8.72127104129632","6.95287624422306","7.68713893873826","6.83231354740077","7.89196099415223","5.48471464960384","8.37553231230217","5.98512097894481","5.52799228110321","5.05902722182939","7.8132812558608","5.07729192420104","15.4629575778881","5.17735702558369","5.30354462743179","1.19831991803593","2.73380548750606","2.29636375833336","0.528758622545322","3.30613639760662","3.94737439540668","4.40730772996996","5.09874498593634","0.0305850119719986","3.91093395380645","3.65049209648895","3.75001473591716","4.24769468501454","0.905682322145023","10/07/2009"
"7.39927625279771","5.5823761167719","3.73896697306789","3.56948473136051","5.08158382311756","17.6175551074882","10.5516469247241","14.5377812187152","15.5089831012598","7.87510905034794","9.72721840531032","5.42011028177209","6.14882858706304","4.83731240962772","4.71757435556211","3.50578831569867","1.74494876542558","3.12022214142282","2.32601183039607","2.29454695566516","4.11678960478277","12.4570941434957","8.15840885171911","12.4146952810309","12.8445714952352","5.61061946381598","4.29177641011428","0","2.29857194286869","0.794387412655755","2.98768303347959","2.43370214132548","3.90417262976606","6.3782868952245","9.51150127092211","6.27247113186213","5.29913164451162","7.88280498085555","8.32070286551085","6.9959959765236","7.06327600743829","10/08/2009"
"2.57608852900463","1.50499992201718","0","0.0128672071510311","1.57038128205881","0","0","1.38172629363368","0","0.653736515978764","0.50133965783886","0","0.479988679832525","1.5019665993822","0.445897814026758","1.4431265394547","1.31258335933896","3.02009592582426","1.87000524276215","2.85401292411727","1.82162069569118","5.7351499112918","5.94706801949504","2.96231974655707","9.10999675651543","6.67220606875346","3.31826563305137","0","2.08502792422006","2.73831663819082","3.08252286963041","3.10979795026106","4.1188817005082","1.77830097174058","0.873105819461581","2.67149824260776","2.20053090748831","1.2677843634877","1.82531805386603","1.37247150393575","0.907175210071995","10/09/2009"
"6.49370224127775","8.64847487598832","5.26191607565243","7.21551260229514","2.77877801532224","11.936845607422","10.3761599260347","8.67766447367327","13.3884853044329","6.96895212799047","7.63590704446832","5.07986194432438","1.62823942370468","0.646468521293959","3.35985249290627","3.06236646921457","4.34128790165127","1.46650148276354","3.53871721151619","5.33015601062692","3.25843276764826","0.793166880946286","1.83997085497248","2.50853219017603","5.92441223187691","1.46519922770732","2.60624615753948","0","4.2560453088308","3.20650685095147","5.03928880545196","5.32083903844669","10.4131724455195","6.34946460517426","9.14769209419442","3.44775009629617","4.52290918348674","8.09222901663466","4.98287558912316","6.78744140073662","3.40087105503932","10/10/2009"
"1.58742519984003","0.904549525351391","3.11940171855981","1.96088942928311","4.24424224793662","0","0","0.510709847905498","0.442326009582535","1.34023460120494","0.346402107864071","1.45921361342144","0.688424939486668","0.306101976162015","1.09290414163926","2.66586109733874","4.19348304960882","0.559007792157867","1.6196914600588","1.87793976464358","1.17448466094504","1.46180366997887","0.884039955631383","5.22096131516094","0.244935052815676","4.36864520419583","0.802229628050683","2.14703033742207","3.63678813724804","3.1071844311398","1.39027707092733","0.687114698921263","0","0","0.143546821269576","0","0.342379827578012","0.18821704072546","2.28964062728466","0.842189661063697","0.203275133672219","10/11/2009"
"0.136172914049805","0","0","0.0182159712238286","1.47623663052807","4.73125734126847","3.53635064907154","1.58962618328029","0.537634802375663","0.547513639790754","2.67624428794595","0.108692724286975","0.031862776345167","0","2.41790606597766","0.405628784981404","0.612374119736883","0","0","0","0","0","0","0","0","0.344750138799519","0.4098046526045","6.5177195358121","0.0440486038358916","0","0","0.0367228853393152","0","0","0.741456330479137","0","0.0629173292349262","0.231170146951064","0.403435216530602","0.501442988053505","0.0463729806136999","10/12/2009"
"2.90853779285072","2.73856814267163","3.57746923680234","6.41212252606208","1.9395348064685","8.68705370655814","5.61931625575509","7.05671462536327","9.30945117238122","3.03618930639047","5.84016848224898","0.291211242521468","0.400864999574076","0","0.300279261523855","0.0465388771022478","0","0.00369423202398227","0","0","0","0","0","0","0","0.0135957899938263","0.0525452375347914","2.94131707863097","0.012757715828048","0.531147417450773","0.144621596591694","1.06475209232606","0","1.11329848826462","3.66339910241359","1.91068673294416","0.967922610123756","3.30279488568109","2.13114015390191","2.28268161799079","1.6351694768025","10/13/2009"
"1.27582023464923","2.41517846507869","0.559540513309211","4.68418557890822","2.20206982006138","4.89259054982969","3.92348636978446","4.9839752836072","3.60370448610749","2.54623843359215","4.85128625073542","1.86065597193865","1.55743783397144","0.0766117280476336","0.431417114133813","0.276339393648949","0.150935182754262","0","0.803230940377763","0","0","0","0","0","0","0","0","0","0","0","0","0.0382235000012128","0.541346882553011","1.12557239447954","3.91057128160346","0.742624473274302","0.782122359867888","3.77958396335756","1.58619923943734","2.33001378487352","0.996952406206388","10/14/2009"
"11.2830013302025","7.45241617651","9.32481457684993","8.90362010591871","7.26844465952948","11.7937929013042","10.4012059107247","9.20313786374036","12.4516882719981","6.63281023179675","6.4069537425626","6.26629734597913","3.60931918774877","2.81948950847925","5.38282981850784","2.45936619429918","1.53691593293957","0.683807420237227","2.57795933401961","1.19166318249424","0.618413033809254","0","0.102200367018351","0.860771949668645","0.551895201850635","0","0.591192644288945","6.5047159331744","10.9141828560208","7.20628096899122","10.2555788321958","6.02258563371715","9.82064022439652","8.99617244758761","6.27029281823178","5.20234087602981","3.73945268901142","3.87773257626344","5.15749693211933","6.36471173111466","4.79676484380422","10/15/2009"
"19.5171215734903","8.75751124073077","9.9534901732915","19.2054429906299","7.79641833702638","16.3159873817039","12.599968538153","20.0939046545268","13.1072838314284","10.0468739575404","19.7418609444833","13.498381369242","10.9098437477208","6.32898558768206","9.14132060278802","6.14472759919274","6.99971910845349","5.30852385430923","7.04772783496779","4.90483343873485","2.92749640323543","1.72276044373568","2.89785428024315","4.70001862245479","1.11074956498115","2.34230898605219","4.71975321551551","2.28732712970306","4.22928148674084","3.32463153454556","6.1135806857803","5.0310746818931","5.58038954258888","7.65221700265494","10.1948140648124","1.98057117874448","6.38621629177633","11.1957104014603","9.2697966411747","9.80423914992928","7.7294422584171","10/16/2009"
"17.905400663215","11.8250883119996","19.5145585093159","14.746453502723","9.26303572738945","8.44279082440517","8.46867232968784","10.5364276319107","16.8294593337451","6.58107537024824","5.41683690625325","4.79115392894656","6.19056463461032","4.17604155838611","2.78355992276784","2.36881914495909","3.81384466493041","2.52788210971195","4.28802232698594","0.522476709764834","0.642454768911576","0.30313615670992","0.942469156616514","0","1.48020552590774","4.59424310572027","3.71514778163285","14.1555642205836","6.3444482504651","6.45609630944444","8.95386593799012","7.2476593263371","9.77842152037788","8.76647296402565","8.89662085437761","5.52698699614947","5.63407049313746","7.53697970068539","7.83457559848454","6.84624898660038","5.25062003118507","10/17/2009"
"1.75685801472091","14.3543309708294","12.9320103686265","5.86120075284881","7.11023578541441","26.3403088005291","12.465502087784","21.6461007441588","19.6699827537052","9.2622295390553","16.3639905369879","5.84019725674118","7.18014824523916","2.6117598115864","2.58007831628514","1.16588626838841","0.254738352503392","1.8394728528112","0.588179111395328","2.83623110924313","0.141306026972619","0.207860766363039","0.273670017849199","0","0.667873742525876","4.42889489376122","2.94730677982684","14.1555642205836","7.61238088062851","4.94237242941517","6.06931089220564","4.1009424566319","2.88941723018082","5.35788951651062","11.4472804036152","3.049302209651","3.83374868331073","11.3205906909568","6.80598521852197","7.20010188001969","3.35191876716465","10/18/2009"
"4.5026361974454","9.9576537560257","10.473386893633","7.34886291573328","4.5544102356172","6.42778993537833","3.03865440441459","3.82280141224424","5.78178081266378","3.17610786299476","4.97275102587545","7.0367820448887","5.20660398374604","7.65036928467324","8.345432501101","5.15244075343285","7.84933046882868","3.70759039438837","7.24707671115157","1.01790209095474","0.916102796714028","10.661037779988","1.15964554522706","7.18937518727714","0.175265151274488","0","1.25320546477301","1.10344539594963","1.0940680234609","2.57307743379589","0.359180188019555","2.12917678404118","1.97052372286953","1.2593304085853","2.35094157396563","0.441029891052368","3.6186013803416","5.03883417792616","9.046113614936","3.02252834525327","2.23241140895762","10/19/2009"
"2.16122247913504","1.70788367220252","4.40849328641989","0.651550425508999","1.25514649289406","6.98567625351318","6.19304094603762","3.41404412185044","6.86019866782876","1.58626778298958","4.57138406949665","3.13661429233795","3.29374772503266","0.518659487169095","0.334482915292553","0.494072410598947","0.33092565448712","0.259021381572487","0","1.78466840258514","0.243684157428812","1.2915102981152","0.558051081330616","3.18271634156573","0","0","0.0354731907283846","0","1.12049150900354","1.90463080174921","1.0087236007073","1.41933311876147","3.37421047763228","4.18786765080626","5.34742294303321","8.26353554855598","1.74387130622087","2.45111612124161","2.40671319180396","3.35154436431897","4.19164416379274","10/20/2009"
"5.09743407270145","5.66660448390484","3.0704143849346","0","0","0.344558811736216","0","0.819760537748801","1.52506853681954","0.605665436861812","3.5532999600292","0","0.263757717609677","0","0.0538481831880041","0.00223134044094477","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00965796944509488","0.00632928807736082","0.12687531791226","0.0537719683922113","2.62569667149714","1.05207471208688","0.365886881962316","0.767099857995941","1.23569390441444","1.83543485482087","0.358912735732128","10/21/2009"
"0","0","0","0","2.74587991626967","14.6593511660897","11.7917952052632","9.0245230088815","3.95897467544945","3.47931475336344","5.96784563412237","4.76077174985117","1.53102577059118","0.182273239988108","1.37870639647663","0.73043040479701","0.816892543907999","0.425952400315746","0.00367292548474744","0","0","0","0","0","0","0","0.0149906528095771","0","0.460775170040345","0","2.69137538624934","0.130515398389788","0.0276875142326681","0.675151967407643","1.65279128549367","0.870000695879772","0.870471862771624","0.323794710966925","1.37125836180183","1.64697148281587","1.10510283590314","10/22/2009"
"5.20074577739376","1.08484301930232","6.5904981888156","2.03952461964167","1.72725703146975","11.2287280888219","6.59145245832623","5.88819950362843","17.3681663992508","7.20005703110253","10.9248347528015","2.06196311073789","0.592886357676861","0.0344274547372798","0.90006100647547","1.3045276739007","1.91094181621363","0.436821598729687","0.690168837474477","1.24305963672875","0","0","0","0","0","0","0.374890844732443","0","2.01861170010083","3.8614078366688","3.19167104417064","2.29873424772717","4.77961505858775","0.525295018756664","5.16218270761899","4.01297487772717","2.65971819812826","1.71010049138854","2.63049869632197","4.09943253031509","3.25352579952132","10/23/2009"
"0.0239944522138102","1.00891212505915","1.38129641733167","0","3.84086871032392","0","0","0","0","1.20171152218748","3.26193169364446","4.40834553605704","1.36986469584549","0.243812597059626","1.50562792823689","1.18026774876639","0.39135336436628","1.05130154549364","0.776853013345352","0.200710222608384","0.334004149479461","0","0.642153670367938","0","0.00340439170989985","3.85093671555994","3.50228174201323","11.1150867844017","4.87503369849205","1.71030695596151","2.53193460976502","1.34694619418701","5.09825332300738","3.26154121303335","3.86244543392312","5.42470846197139","2.70956018398229","1.22956492082505","0.837535423771263","2.88714605246687","3.68042551661732","10/24/2009"
"12.1470789539547","5.35593474680864","12.3357808081116","2.06284261615787","2.45212781144663","3.1331327901771","1.4200200349326","4.5601615922095","18.3470459570892","5.48931612402535","11.7137178493334","5.18642619316833","6.98998827267228","5.82104309028344","5.81658554408581","2.96940285963034","5.46363243819093","1.60424837639127","5.67751271443005","3.49985666706385","0.375032666519074","0","0.0105140353159004","0","0","0.0185778457551677","1.8410897172271","0","2.912162729036","0.469072138197987","3.72393885884855","1.43743036186477","0.963990268148867","7.54224128134918","8.66680420505099","0.565468588402631","3.51976710833031","5.47874038158299","4.33057951211324","5.97704077409719","1.91003209882526","10/25/2009"
"3.44287922431993","3.7922746749651","2.41169274213266","4.20179519460474","3.56730694678701","8.13701831396894","0","5.81275429495065","0","4.96216359681316","2.11272335327333","1.60498988150738","3.61537727113658","3.94883649120723","5.58398410437564","5.8975348228354","9.37274016205741","4.82263416713269","8.53853260715866","8.93037919074679","2.8511508578232","0","0","0","0","0","1.04561451361092","0","1.08335716189113","4.87336841478284","0.0377850227220306","3.63220379856469","0","4.51298875162547","5.68413770149049","9.23439650030107","4.26676281367299","5.2536630906163","5.30589315513699","3.75787072104829","6.88180707676293","10/26/2009"
"0.224343244163283","1.71612061712035","0","3.23866026721805","6.3056628516018","2.68133754266928","0","5.77203419991807","0","2.26633820833651","3.2626243631368","0","2.32611416221252","1.57929373006447","2.23241494482052","3.66698963614959","1.36634643311659","4.25389381408965","0.418986265449038","4.6979527503671","5.96745974916963","0","0.507945779307907","0","0.00143656647233515","0.562463169533327","6.04726509413435","7.88160766475946","13.6156714578006","10.6451539296251","8.10826111084203","16.6715073653875","12.3599608221803","13.0654082350043","8.39418244087292","9.83052327555269","6.37270318480801","6.07029020316859","1.33408435757216","6.52956293877708","5.0981768332359","10/27/2009"
"0","0.413897908075555","1.93987053755766","1.05238667566748","11.0912816509169","0","0","0","0","4.74621457740784","11.7109002811448","17.7488338529881","15.4111792056683","13.429617825286","8.27416629434316","5.60695771179682","7.04327656968692","8.87573075650019","10.2267908165187","6.05973529980924","3.48172255393417","10.6017578899897","4.58420550779813","6.19551552018437","1.19943930265738","16.494598841731","10.7265683661109","22.7751764665403","11.462454624533","11.5670999707182","11.8747228223518","12.2789728920854","8.17785111277528","10.5351824115496","3.68490381218766","12.2829865792918","11.1346748558129","6.26602700022367","7.53847239612795","4.53150722610816","9.05781248141077","10/28/2009"
"3.34048932821196","1.03716469482426","2.43004829576421","0","14.9173718807412","0.668719018093178","5.38423271842339","0.285437189440912","1.45003306116501","8.09104395445252","8.71470231773887","12.4120002308164","11.7930052602358","10.633257823123","8.03978490515975","8.0503947753806","10.1794938056156","11.2104677491459","12.1767296421898","7.50895641709268","9.79995908258464","7.30267713225205","9.34506794566472","9.69366150086632","5.55126182460041","11.4271653489073","10.9395565674852","33.8728577821917","10.198509138849","8.06454607190344","4.75691431107981","4.17952266165041","1.50344428079442","0.876803699376665","2.03913250416689","6.99633120934547","6.94286656389023","3.10540676715411","8.19251445258287","5.46795302648266","8.00880921593331","10/29/2009"
"0.0803957114479693","1.27529737894663","3.72738800406488","4.22443343923443","2.85195832197618","8.18848507622104","5.77108714372023","10.3925475913006","3.26226032187232","1.76516959476941","6.58102688703374","5.7092777017417","7.35446955414522","4.98413872105713","0.184339411604485","0.668534334065295","0.785596678234773","5.35195363760365","2.0420536156377","0","0","0","0","0","0","0","0.763794851792509","0","4.76729785141053","5.03841599467465","5.7981027176207","2.78538513995795","8.99002818150841","7.06092286720999","10.707903546313","6.98133176446435","8.12295916937591","7.42536150090468","4.35104887642694","6.32603071342874","6.03808143404627","10/30/2009"
"2.48999180977714","3.85655798508812","3.88097150390875","6.1361705952677","1.41119513945383","12.7238784944429","10.7377707047436","6.0188603131332","22.664252048311","3.72962524358183","0.674817910794158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0773371659232943","0","0.073546513561413","1.45483118779297","2.40505639355041","0.666193006559445","3.51635419757887","3.4574956051128","5.57399198221487","0.204137459786474","1.16086610897867","3.62790832038359","2.34625255591614","3.29138999930808","2.1666918715964","10/31/2009"
"0","0","0","0","0","0","0","0","0","0","0.122817870423399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0787499125817552","0","0","0","2.07573892054658","3.04157655262643","2.8865527089629","7.53115538616793","1.80521473642403","0.911250120745373","0","2.18769333805285","3.79768355452518","11/01/2009"
"5.21995782733994","2.02468059099916","0.790693009929524","0","0.0344069105209476","0.901427748032178","0","0.0763399437576542","4.55013759207655","0.588502281617498","1.21514340624713","0","0","0","0","0.000984500396951076","0.0484113072175231","0","0","0","0","0","0","0","0","0","0.0324825098086655","0","4.58186578643688","2.5385165088342","1.02718717573369","0.0504060665815332","0","0","0.891645882469158","0","0.100734653409905","1.44385189756109","0.337642870789091","1.06025383055221","0.0380524556436924","11/02/2009"
"0","0","0","0.312592005855804","1.3687439550372","0","0","0","0.0217560651880998","1.84796560780988","4.44989822080109","5.92828823651017","3.73378478666965","1.26328911419335","2.5357253455245","1.31173084665377","2.60322706633716","0.838810377063304","0.831394035834238","0","0.00688794451333023","0","0.876155143888372","0.72092697704822","5.48830481106261","0.00753107791337283","0.199849749715987","0.391518790913266","3.39776482882915","0.270254996049335","5.9047868860799","5.35920220767167","1.76342133860898","3.25946230252792","3.30144624089434","1.46068591599289","4.91782529134247","2.99963651885959","2.28973317580829","2.57890330660548","3.1693299817472","11/03/2009"
"10.8066312740907","5.24713398483496","14.9490737731775","9.71837270107203","2.84843196626124","12.0916645172711","11.0364209886909","11.4637689018418","9.10027518415309","2.7548871355169","2.33367039368603","3.56571295626608","1.46699447353335","1.16592646281013","1.3912741444021","1.54710338264037","4.05043485051345","0.959812150812107","2.40064530768382","0","0.221720184933813","0","0.188280933021899","0","1.40664652224451","0.00476654538811043","0.397296369593888","0.42828109408763","2.07529981428503","0","2.41078063226786","4.31594759008336","2.15915916318619","0.379696746141657","1.51030516852543","3.70500199262159","2.37550371886649","2.68976696105561","5.454450085189","2.57420904736868","1.41637683473121","11/04/2009"
"13.2350887564855","17.0212982192109","11.7848272243127","17.5661004717756","11.7260824952864","6.60999473326842","5.52617563752006","10.9286476761154","4.55013759207655","6.22460743789242","6.73133155480833","8.42828737970594","12.9425762665522","10.1549337168632","5.15883075839483","5.73909078551292","10.5861037467571","8.21170662564622","12.9617515590215","8.23624630940662","2.72637225680992","0","1.20109089466614","1.45904790639701","0.645879632747023","1.20048394313877","9.67184762368813","25.2774511528849","18.5362846595996","16.1371309378116","16.8190083173493","15.4801580070689","15.6116864099928","13.7863351587096","9.37111571802652","10.1486642908534","11.6199733520233","10.2483595367846","10.3668344504949","10.293915007073","9.62356078536484","11/05/2009"
"11.3902199186371","5.92314991868718","13.8904038245304","9.4889828210738","9.40117030627892","10.6488688422037","10.9033334476111","5.83053599936808","10.6392818958937","10.9212145599515","7.48971393207984","13.6509126075102","8.77060804238578","8.78814265974362","8.3367842065428","11.0403338795234","12.7224652133385","6.76823970286865","12.4181928687412","7.63849553494028","11.2952874044834","9.3514655860169","4.32178975802267","0.399499236044967","0","2.5965993778731","11.4626761705312","10.8799375923919","13.1547637111867","14.0031209672897","13.4475368836418","15.2847345819193","17.862713348778","10.0272953042919","8.36876858022281","13.4302836682576","9.86941866442994","4.90893040190496","13.2340812920812","8.9724026795497","10.3618765605471","11/06/2009"
"3.61391992282622","7.12376197974174","2.26413262621037","0.76579262129001","0.354994777650084","0.0712498826106248","0","6.64668148017012","0","1.0541480076677","0.650516243845586","0","0.39238057546141","0","1.93200582720223","0.682144372100662","1.93719433540371","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.523468378632923","0.224072779549158","4.72959154843503","0.810977076390207","0","0.203456754622261","2.74695577610731","1.44136982293836","1.03395195687525","0.25815751628503","11/07/2009"
"12.6059073021335","8.49926753101973","9.39869830812079","10.5359096342228","3.9509994666306","9.7354914915468","7.62953411069112","7.71463200344171","9.35355357064606","3.29652550528407","10.2977874509232","7.50661907737467","2.10618886760574","0.112640232035631","0.155165339914638","0.0390766649689582","0","0.0573471144743273","0.138457773589778","0","0","0","0","0","0","0.087968276951305","0.170670807381276","0","6.67274870182293","6.62223400736212","9.59171444066185","4.58809393021659","14.0881124961705","13.0537703664012","12.9324324608453","15.2419699173055","6.02524893975831","9.76437944339194","4.16220658276007","8.98238303115197","11.240771536167","11/08/2009"
"0.369289462598612","4.14667944885672","5.32577442754863","6.48305673926227","2.25360524982366","9.39511496667476","5.45037952921605","7.33744569257193","12.1472833650289","3.56928360615997","5.55619536538162","2.10790313609018","2.74600830774831","5.11633102554601","0.267848745278605","2.50262940397012","10.0678470782654","5.00255844373622","8.73024079201897","4.02853406401499","2.02624550544459","0","0.0214941737619727","0","0","0.339691563623286","1.02292592674869","0","1.82809549239258","0","3.10789219507986","5.5810823874511","1.18052765917663","8.63729451049296","5.84854082818341","6.33196464828801","2.92952106867071","2.28991792701012","4.14770150034492","4.790008871099","3.3128053843214","11/09/2009"
"1.33693006544765","4.48108967355713","6.04265584170907","0.887339997435499","2.31627556084396","4.56151241906897","8.23708200814141","8.49045535113786","0","0.31812900492823","0.29958983969728","0.741096231242076","0.482115427497663","0","0.376099295353622","0.428732324889462","0.202056058573806","0","0","0","0","0","0.0214941737619727","0","0","0","0.113171416170769","0","4.89079501360838","3.63192639685655","5.66464962933408","1.12233001796827","0","3.23746238174481","2.18564213358431","2.06318055349928","0.762730616432908","5.02741251051456","1.83832582542572","1.69568569973549","3.99874279534666","11/10/2009"
"6.00809978245412","2.68625082298988","2.39193617869808","3.11320250291465","0.480961456793586","3.45794173673232","0","6.37485771264314","0.906544001216997","0.177356344379489","1.69381684525778","0","0.0553900793538083","0","0","0.00622839026754382","0","0","0","0","0","0","0","0","0","0","0.155383428835186","0","0","0.0685143338820629","0.272822918754775","2.63100994281897","1.75932890682293","4.57696886781257","4.55267824574042","1.41512200096074","1.4221354292443","3.64340987285906","1.15172255806685","2.31847043484294","1.87360162261155","11/11/2009"
"2.38130533572533","3.59847470768765","5.89200090038599","4.69698045691414","3.63114368286971","2.5247911048436","3.93189007886794","2.23859682502019","3.32688326444625","2.25785854888515","3.07919358762885","5.52176155420647","10.9367143379685","2.69314323361216","1.19208184488017","2.99520559525663","2.29627381197046","1.43301866906939","0.00827509444698437","2.34129026813193","0.415632343996947","0","0","0","0","0","0.786355166351174","0.247248315537319","6.34638118701356","3.24199456258022","4.65664507464409","5.73470640165302","3.13159181951183","4.40469497183429","4.09239655102393","7.62378963467184","4.65848443896623","5.83033553243282","4.21204811836705","3.5570122052918","4.53435260811234","11/12/2009"
"0.411352307301708","1.52695803128923","0","0.0890748919256127","3.09533841139708","0","0","0","0","1.50582685765058","0.0537869897709654","4.11376184679906","0.424592692331891","2.14098585442206","1.51461708690478","2.39582516659923","1.82744687718391","3.61760217716488","2.81612473235464","2.10966676449918","6.67829028916501","3.45247367104975","1.7616857786552","0.000896511962289391","0","3.55697616767934","6.50339068014841","5.09752973970898","11.9184631656181","9.19022970949438","4.54127751529795","2.48119793462594","0.22068786649867","1.90853284043228","3.82312218372196","7.45918048069188","3.5666292284508","2.83922579790881","1.7853432645913","3.59110667929578","4.97175831249795","11/13/2009"
"0.520006931320494","0.705283284139388","1.13500759771259","2.09065745051428","0.540751739300477","0.195457227467105","0.933302544785251","1.23120371516064","0","0.0772028778148405","0","0","0.00781664532801411","0","0","0.211665460781665","1.0026833581893","0.0423728120709032","0.424136970294508","1.54570198372317","0.206637118606825","0","0.139905154310034","0.0331111698759261","0","0","0.201532126253704","0.247248315537319","0.92077543835051","1.55162208055399","0.084571310343152","0.138951253790697","2.95002283348217","1.24417743863388","2.52169988075002","0.371111346508436","0.37953581561732","2.07032696685411","0.218722887623663","0.984211581924901","0.208900341857275","11/14/2009"
"6.13924835026988","4.45192490084324","6.04651449854106","7.82055981029647","3.67121808824822","10.407108338867","11.1986040761169","6.67398234890964","9.59875015020006","4.01327090758036","3.64406720886869","0","0","2.20976410509265","4.9925660434528","1.66987795658744","0.982512914506002","0.847055606014747","4.02319848004536","1.82541199474717","0.332991203739415","0","0.477386887137984","0","0","2.643538763193","2.58912465404133","0","1.99773142934761","0","0.432191446345751","1.60945453188515","3.57926219815753","2.59315678045964","2.10021747852652","0.770713168476184","0.861397402396949","1.01280853603107","3.86018641379201","3.34175957571795","0.605161384206827","11/15/2009"
"10.7589560377199","9.19580505438007","2.24691961652215","12.1763039289308","28.4572934348709","18.2689703248777","13.2861315340089","21.2789518016898","2.91541951263757","7.12993029056174","6.65813296313727","13.25044039218","14.6684385047038","15.0313270217333","10.8371023992528","6.24655809738631","14.2779324792028","15.7737128252492","18.0883703427942","3.32196761838227","14.2512617461111","1.78535397066604","7.22641082928798","0","0","35.1240319412685","26.9793947089772","42.6110927099555","31.0072056429185","26.0127231097678","9.79230581022586","12.4296558325423","3.1976966575269","19.2742634851344","12.1579471908342","15.4755193668636","15.9569027874688","10.9575167438987","13.2957849697784","14.0790713830843","18.9304243866664","11/16/2009"
"7.23455943599261","8.87228232041758","8.38761596469288","3.77611656020745","5.89015224341197","7.6746701248983","1.1630637102258","5.43572995996525","9.56954625900237","5.99478925466052","4.51310722055401","8.52667906052501","9.11160608644671","10.1843927816834","1.98598063806807","2.82524015906552","6.42078238246692","9.88654917715079","7.52346528069361","5.80595907948485","4.18224907281384","0","1.31511494016642","2.78030378026416","1.27176720909556","2.7986108021281","9.56450231204463","1.14025907653151","2.15953801625952","0.339862210385747","6.26372969371975","10.2308846369659","2.40735658113962","3.99484773350283","2.25239609920416","10.3955661152997","11.4716983626789","3.08200002061062","8.15916392175694","4.54347497798039","8.86248968691018","11/17/2009"
"7.48495029250569","3.32926163072514","1.24697606000574","1.79421529877936","0.661415918363456","0","0","0","0","0","0","0","0","3.77896465227691","0","0","0.00360090557854687","7.28465047176039","0.790037088174576","0","0.424818559803178","0","1.01411872982401","0","0","1.23382824355923","8.43214573368925","0.544448050166894","1.138552148524","0","0.246905656976693","2.89474507178907","1.71640086731937","0.108701742859056","2.02162840379519","11.2940110228445","2.70168183363682","3.34718292847634","1.51122773632202","3.66979519812369","10.6163621340386","11/18/2009"
"0.560506136421405","2.57142940358168","1.26881350706437","4.55466303930124","3.71631468327835","3.5412960580605","3.148248488264","0.0248294407595472","12.6677290927755","4.75252137606669","5.65530764796151","7.66278995828427","5.24019397180739","2.90120182898942","0","0.173954652218145","0","6.27623852513158","0.688736319877151","0","1.07200406117544","0","0.326161408603394","0","0","0.0464631210311089","9.91028172180613","2.35613991515085","17.3946831552661","19.7261333590994","11.6901224432006","14.8429262862421","11.8015056682595","12.5231892581237","11.8804424478549","6.93529059653703","11.1514560839928","10.7444499751605","4.23821634081475","6.81753225518025","5.810916641258","11/19/2009"
"0","0.537112915676341","4.90182425008209","0.281951677439751","0.676127864222062","1.2065059256155","10.5911290524024","3.99854980455006","0.649363857142776","1.14615436404776","2.56466028252682","2.48039689504722","1.63462958214449","0.227603467289748","0","0.512115777235007","0.514987394987103","0.0685637755496702","0","1.447845818392","0","0","0.0152394446148747","0","0","0","0","0","0","0","0","0","1.63676776872173","0","2.21513275197005","7.24858991827631","0.64253707120528","0.869600273453253","2.28088161137148","1.37943283239794","3.41105619011548","11/20/2009"
"1.03802951957365","0.718786531769211","0","0","0.187653369522308","4.05117235852853","0.272771683726135","0.401071934697329","6.2665873236576","3.5136524384238","1.86073681625773","0","0","0","0.0328328678528994","0.875287257333655","0.199964048754507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.980053319460179","1.51612618747464","3.47120972298166","3.90033283858032","1.74306842139232","0.911548068328928","0.284290926725495","3.38396236231783","2.04430931770145","11/21/2009"
