"UG2011L101","UG2011L102","UG2011L103","UG2011L104","UG2011L105","UG2011L106","UG2011L107","UG2011L108","UG2011L109","UG2011L110","UG2011L111","UG2011L112","UG2011L113","UG2011L114","UG2011L115","UG2011L116","UG2011L117","UG2011L118","UG2011L119","UG2011L120","UG2011L121","UG2011L122","UG2011L123","UG2011L124","UG2011L125","UG2011L126","UG2011L127","UG2011L128","UG2011L129","UG2011L130","UG2011L131","UG2011L132","UG2011L133","UG2011L134","UG2011L135","UG2011L136","UG2011L137","UG2011L138","UG2011L139","UG2011L140","UG2011L141","date_list"
"4.45938401271278","6.03089297457445","3.4632889212475","2.01832240921299","0.435296152318525","0.887285268036663","0.444154107265737","1.27484229913054","0.0354974531286566","0.286064109904939","1.56767758292134","0.31827840748554","2.07938194735934","0.865840582738609","0","0.149710441287504","0.151034946947505","0.506543981406115","0","1.05073857916571","0.138887327569967","0","0","0","0","0","0.191327913374048","0","2.04949150487302","1.54887461499684","4.63342750477443","2.03197856581414","4.90892158072525","5.31570394062887","4.78595309170804","8.56453344425639","3.31930678245552","4.69786936152648","0.924244062306646","3.95042223695532","6.85520994660747","01/24/2008"
"2.62730926958648","3.4787982789637","1.60200680962585","2.14659422009538","1.17755313472522","2.77709798076972","3.30575317728608","2.93549625687892","2.75453819095027","0.165114955821968","2.70416287519097","0.471293337009082","0.526500626603018","0","0","0","0","0.00197680542530033","0","0","0","0","0","0","0","0","0.445444667085464","0","1.49941010455342","1.13055887850993","1.55432280039338","0.808397069813755","3.51925040490961","3.99272928702339","4.96221768848837","5.25354163285189","2.00172276616456","4.54621797387707","1.13423851546657","3.7766604721509","3.77214519023382","01/25/2008"
"6.86646375441459","5.21958344552636","4.61688168934957","5.1041989924797","3.4234077041574","8.33639143750002","8.19533494977866","5.34424929304476","9.67696155916467","3.28027034253575","8.34293575034099","5.89364997400754","5.80564871049152","0.183373549479166","0.102501144807667","0.108903688701196","0","0.284624392382145","0","0","0","0","0.0589883129249223","0","0","1.4846201660404","0.563870294189134","11.2306631435036","0.812467292755411","2.49817497260742","5.23619350753071","5.22159955428948","5.89341281698318","6.1889683254955","8.74032690404508","7.11578395959081","4.03576354077322","7.48114646611823","2.43820491456585","6.02388233660126","4.4449284592426","01/26/2008"
"1.80634855489656","2.64693836936684","0.185744016193925","5.49909896511943","9.23678457631261","10.9793874713846","15.5788329225787","8.19553587074714","9.43746093254224","6.6623701174849","11.6159977548657","10.9388100749045","8.27600633182405","6.85245837012475","11.1637844952348","6.68071193507293","6.91822464706024","9.2011464551373","7.12381581868543","7.42488456300172","6.65269038637226","2.61466285740356","1.79039861064695","0","0.509081748507497","9.92597394241074","8.79645027736589","6.4468594365112","10.8817877146608","12.2464243817566","11.4591748871267","11.3983192331258","12.191996587282","12.124269603913","10.9451922530821","12.6455760239269","8.74534835606645","8.46578913582328","6.29168006219378","8.17749697208628","11.3831970444127","01/27/2008"
"0","0.349125229920513","2.70614468052483","0","0.00602002108991538","0","0","0","0","0","0.0575931836758531","0","0.0233522770008497","0.0585015629775237","0.060562148275539","0.259830883132528","0.167275373913461","0.707811482832905","0.172454852866348","0.458743300192791","0.952155905956728","0.447448329162699","0.375181164058977","0.199337640014422","0.00519427683867311","0.282550100087352","0.161194695525126","0","0.0841596502569093","0.349746020912834","0.404169649965212","0.229855383732583","0.142237788050537","0.711777809996871","0.0314628900328249","1.13230275517517","0.330387603885121","0.107066884583212","0.111278609977252","0.198191976390041","0.691192722006717","01/28/2008"
"0.868079655178912","2.13785557356947","1.36219573074597","0","0.392129118501207","0.134397778099588","0","0.487694820937676","0.898143020934177","0.400968760738894","0.651835282463609","0","0.210004855163462","2.95962365729936","0.233875233874276","0.54348844546948","0.738534990988936","1.87435334692796","2.11498781628611","0","0","0","0","0","0","0","0.243457998629577","0","5.33138144273747","5.13273202797407","5.54016500718814","3.34815086098464","3.26162580642641","2.45916115508146","3.1862225249968","5.17924987377928","2.40505606498506","2.86874052762584","0.432759917284061","2.63155541489557","3.69746856414459","01/29/2008"
"9.02660727912719","4.63812800966075","3.47650244597049","2.39423219653452","2.28510879875167","5.35004190058576","6.61643320206215","5.74832637582074","7.55725216447774","2.07728135731129","2.96657726053375","0.0575112997246644","0.889366250889745","0.0516391302730581","0.314306081347254","0.452189438900427","0.712597514133606","0.712913037012221","0.420284825507461","0.601080597503877","0.155633058537384","0.0145703801542048","0","0","0","0","1.53491302255951","0","0.421059445799358","1.00560025224229","0.777673291236733","1.03959109675839","0.0327474119430161","2.02815923504441","4.1357934577589","4.14233684368145","1.55042113839706","3.11322969254582","2.2505930081796","3.77043202718604","4.59106861428453","01/30/2008"
"6.55539950378911","3.8520254799695","1.11766884515795","1.39563572373074","4.6077370461195","0.217242411114871","0","0.1863046116796","0.670461178866716","2.48370865442512","4.40684165333141","5.10946303269858","6.36082275742485","4.64322768051579","7.20620157500967","2.19200666969779","3.60639110768658","1.88765410764985","2.81773818842923","0","0.00311904017982214","0.188582985874173","0.0221657477037712","0","0.0469935179328084","0.00450995681810626","1.06152680966984","0.442007193428329","0.51156462179622","2.42804476875436","2.9976067168727","2.52113326945538","4.33629160079269","5.08439243587488","5.40842422070453","7.49804177991801","4.50742940124423","5.27959844070612","2.69475340333201","4.13727298480313","7.62364033016935","01/31/2008"
"0.0770608537889114","0.575517019694561","0.016730777290534","0.621212560649625","2.62401372822148","0.0214521909318952","0","0.0642498989196019","0.0565965759484639","0.313515755248328","0","0","0.0124801191852263","0.521723329934644","0.999831840878836","2.47419332128969","0.749314029404593","1.34729190772704","0.820591249547196","2.81757956601288","3.86582693995921","3.95257541818636","3.34581329004891","6.63435634895428","6.41586568728634","5.42334661279045","2.96375826658808","7.20561577683645","2.50460790394637","1.04387171367965","0.855274109427675","0.529800305984811","0.222464879740228","0.31475211251189","0.214602267514587","1.07267087831946","0.481184851263126","0.399329777586299","1.21082234419954","0.61860487555558","0.929395821655598","02/01/2008"
"0.0187176633341068","0.459863121189969","0","0.971586191305472","0.263224147421928","0.409527021593591","1.2764835871842","0.737663790307654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.58348233790422e-05","0","0","0","0","0","0","0","0","0","0","0","0.0570766152711739","0","0.0185148283640355","0.204995713736344","0.5280758834188","0.0802492952936171","0.0273580725803613","02/02/2008"
"0.0929043802574832","0.198033252378392","0","0.00677453911216454","0.00143897071707382","0.0255869088846567","0","0.0243740133681207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039319710948381","0","0.0224865014430355","0.0250242552372003","0.0584038592211945","0.0614954162946277","0.0253322167253622","02/03/2008"
"1.46492542765544","1.62140567427437","1.40090612250538","1.44533802006211","0.156655570208503","0.55673378841418","0.188439914329001","0.643439404467989","0.140395315629713","0.0120669956033179","0","0","0","0","0","0.00202536373904661","0","0","0","0","0","0.00687056706853327","0.00183504280258491","0.0064915844739269","0","0","0","0","0","0","0","0","0.520711667377143","0.374120151870843","0.357947900090449","0.483721107390155","0.102948610334589","0.437066526279419","0.440372847788286","0.420775845695118","0.294661756519179","02/04/2008"
"9.00464450654477","4.47596145450744","6.24301721739291","4.36153124402801","0.307871580840672","0.705234257374386","1.22034243968041","0.643439404467989","0.696407714754093","0.231622277114662","0.81565864238093","0.353936443767883","1.48614412032066","0.419802265993892","0.0176576450258067","0.00527439078232985","0.040249481199645","0.286459466066806","0.227866163200636","0","0","0.0732984807547503","0.0019042346038975","0.0160243322823097","0","0","0.0618024442848862","0","0.256133371527044","0.663332278598199","0.409618228774405","1.4601215051847","1.12673201296933","1.8301483854736","1.13908635197443","1.52746482368552","0.919003420011475","1.11465996000157","1.27050799589364","1.22672188168551","1.68337625551677","02/05/2008"
"1.33008094793824","3.41969755409281","1.42891019029614","2.13038133481137","4.76911615206181","4.48685862099137","4.68300852716393","3.85180441096988","4.01344815266263","1.94613992513923","4.40858294080686","1.60236790750272","3.60448505923947","4.36526618020235","1.84777721204036","1.6551149050525","2.00466608827424","5.05851687973887","3.1029514149795","2.55242869222148","3.10976225931228","1.12734737002506","1.7379540248545","0.929215407361981","0.026605159781462","1.02074167230931","4.17428006104003","5.78052254563198","7.33088558240773","7.58595875551226","8.35933004084971","5.52855052129564","7.23868118358599","5.77931320721878","5.2632739954398","7.37324188447625","4.72179892983686","4.27363581236283","2.68334050431671","4.9739493894295","6.0239129985426","02/06/2008"
"6.01589876572718","3.44085211574859","5.71949521180736","4.20311989886932","5.71521424856219","3.00310953390075","5.58747304866761","1.4827851152528","1.68199537881005","1.90784049314316","2.56558338271919","4.92799444669092","5.52020476509744","5.89606333583341","1.80889754449246","2.38607681603508","2.48312305169341","7.23914418919302","4.07784112345742","2.93410266099087","4.84463095769488","4.92872031129049","5.13065741145627","0.598470224104288","1.74265346009433","7.84529321871774","7.36539322447282","11.068007207556","9.57320109015959","5.84021437917881","10.660024383666","6.66268699450323","8.65800726899074","6.54458536400901","3.66665631441958","8.95506299574942","6.2964172063436","2.42984231688083","4.48123997217827","4.70117071664833","6.80661828290023","02/07/2008"
"1.76363657330245","3.71271530974605","2.24719944219738","1.1314340480632","7.61027875356888","5.03800425109956","6.90596179387021","3.12590687796836","4.87590483468303","4.17193431526807","6.00021793652029","6.02785080556517","7.64503472750049","5.51867886888356","4.10794917864159","3.03590648769286","3.03489083485505","4.16368127076382","3.2667441218417","2.27251356211708","1.81811385950211","5.91758895571019","3.10356031792719","3.6641347851649","3.12436368095983","6.13597362051019","5.1699833877163","12.7270056440029","11.6608275315217","12.0207464586334","7.59435238881713","10.0016579594575","11.010601086023","8.80425897169701","6.9344090038674","10.0975148622581","7.22129742321365","5.97369308143867","4.8905855670133","5.92693968926953","8.43070240479181","02/08/2008"
"0.0150498949252858","0.157430378311549","0.172046638002562","1.61185240365151","1.2332433536874","1.95888308447246","3.39821947250891","0.69465638914726","1.52762651305764","0.919041471791728","0.547847223783344","1.43846306180764","0.705817208423492","0.0174463076276603","2.23214990273739","0.943505154035991","0.996942360463063","0","0.617153019063447","0.321070640806789","0.0322869042457987","0","0","0","0","0","0","0","0.0726890023210197","0","0.368890333133684","0.491097968463484","2.14612871426339","1.90751016010227","1.30967068606092","2.16877194190978","0.631440597817132","0.982776766383459","0.736490624892844","1.01442884425598","3.496662063384","02/09/2008"
